"Distribution 
Center",Banner,Commodity,Type,Item #,Supplier #,28-Jan,29-Jan,30-Jan,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb
6072,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,162,0,0,0,0,0,0,0
6073,WM,CUT,CASE,555776495,402441940,0,0,0,0,301,108,0,0,0,0,0,0,0
6073,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,184,0,0,0,0,0,0,0
6073,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,175,0,0,0,0,0,0,0
6073,WM,CUT,CASE,655998721,448436940,0,0,0,0,135,0,0,0,0,0,0,0,0
6073,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,304,0,0,0,0,0,0,0
6073,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,216,0,0,0,0,0,0,0
6073,WM,CUT,CASE,666636783,456939940,0,0,0,0,0,580,0,0,0,0,0,0,0
6073,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,71,0,0,0,0,0,0
6073,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,95,114,0,0,0,0
6073,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,0,81,0,0,0,0,0,0
6073,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,64,37,0,0,0,0,0
6073,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,100,0,0,0,0
6073,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,72,0,0,0,0,0
6073,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,46,0,0,0,0
6073,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,1,1,2,2,0,0,0,0
6073,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,1,2,2,2,0,1,0,0
6073,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,9,19,23,24,6,6,0,0
6073,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6074,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,40,0,33,0,32,0,0
6074,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,120,0,109,0,155,0,0
6074,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,15,0,44,0,0
6074,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,117,0,88,0,80,0,0,0
6074,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,26,0,0
6074,SAMS,LIVE,PALLET,990005772,233093640,8,8,8,0,0,0,0,0,0,6,6,6,6
6074,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,96,0,0,0,0,0,0,0
6074,WM,CUT,CASE,555776495,402441940,0,0,0,0,467,0,0,0,0,0,0,0,0
6074,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,165,0,0,0,0,0,0,0
6074,WM,CUT,CASE,577478718,442601940,0,0,0,0,0,171,0,0,0,0,0,0,0
6074,WM,CUT,CASE,655998724,442601940,0,0,0,0,0,85,0,0,0,0,0,0,0
6074,WM,CUT,CASE,657169078,442601940,0,0,0,0,468,51,0,0,0,0,0,0,0
6074,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,342,0,0,0,0,0,0,0
6074,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,219,0,0,0,0,0,0
6074,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,39,27,0,0,0,0,0,0
6074,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,60,38,0,0,0,0,0
6074,WM,CUT,PALLET,577478723,442601940,0,0,0,0,0,0,65,0,0,0,0,0,0
6074,WM,CUT,PALLET,577478729,442601940,0,0,0,0,0,0,0,51,95,0,0,0,0
6074,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,81,0,0,0,0
6074,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,44,0,0,0,0,0
6074,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,18,0,0,0,0
6074,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,42,87,103,106,28,29,0,0
6074,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,12,24,28,29,8,8,0,0
6074,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,42,87,103,106,28,29,0,0
6074,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,2,4,4,4,1,1,0,0
6074,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,12,24,28,29,8,8,0,0
6074,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,5,10,12,12,3,3,0,0
6074,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,7,15,18,18,5,5,0,0
6077,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,109,0,0,0,0,0,0,0
6077,WM,CUT,CASE,555776495,402441940,0,0,0,0,362,0,0,0,0,0,0,0,0
6077,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,203,0,0,0,0,0,0,0
6077,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,193,0,0,0,0,0,0,0
6077,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,196,0,0,0,0,0,0
6077,WM,CUT,CASE,655998718,870753942,0,0,0,0,105,0,0,0,0,0,0,0,0
6077,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,114,0,0,0,0,0,0,0
6077,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,266,0,0,0,0,0,0,0
6077,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,77,0,0,0,0,0,0
6077,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,30,116,0,0,0,0
6077,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,0,73,0,0,0,0,0,0
6077,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,94,52,0,0,0,0,0
6077,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,66,0,0,0,0,0
6077,WM,CUT,PALLET,656942442,442601940,0,0,0,0,0,0,156,156,52,0,0,0,0
6077,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,41,0,0,0,0
6077,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,58,119,141,145,38,39,0,0
6077,WM,LIVE,CASE,599681009,148353560,0,0,0,0,0,2,4,4,4,1,1,0,0
6077,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,11,22,26,27,7,7,0,0
6077,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,58,120,142,146,39,40,0,0
6077,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,3,7,8,8,2,2,0,0
6077,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,3,6,8,8,2,2,0,0
6077,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,11,22,26,27,7,7,0,0
6077,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,1,2,3,3,1,1,0,0
6077,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,6,11,14,14,4,4,0,0
6077,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,10,20,24,24,6,7,0,0
6082,WM,CUT,CASE,552948015,870753942,0,0,0,0,120,0,0,0,0,0,0,0,0
6082,WM,CUT,CASE,555776495,402441940,0,0,0,0,412,0,0,0,0,0,0,0,0
6082,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,200,0,0,0,0,0,0,0
6082,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,204,0,0,0,0,0,0
6082,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,201,0,0,0,0,0,0,0
6082,WM,CUT,CASE,655998722,638471940,0,0,0,0,142,0,0,0,0,0,0,0,0
6082,WM,CUT,CASE,657169074,870753942,0,0,0,0,253,0,0,0,0,0,0,0,0
6082,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,375,0,0,0,0,0,0,0
6082,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,86,0,0,0,0,0,0,0
6082,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,113,74,0,0,0,0,0
6082,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,97,0,0,0,0,0
6082,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,0,83,0,0,0,0,0,0
6082,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,0,49,142,0,0,0,0
6082,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,156,119,0,0,0,0
6082,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,42,0,0,0,0
6082,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,82,169,200,206,55,56,0,0
6082,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,22,44,52,54,14,15,0,0
6082,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,82,169,200,206,55,56,0,0
6082,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,2,5,6,6,2,2,0,0
6082,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,2,4,5,5,1,1,0,0
6082,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,21,44,52,53,14,15,0,0
6082,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,10,21,25,25,7,7,0,0
6082,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,9,18,22,23,6,6,0,0
6082,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,1,1,1,1,0,0,0,0
6083,WM,CUT,CASE,552948015,870753942,0,0,0,0,367,0,0,0,0,0,0,0,0
6083,WM,CUT,CASE,555776495,402441940,0,0,0,0,592,162,0,0,0,0,0,0,0
6083,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,259,0,0,0,0,0,0,0
6083,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,320,0,0,0,0,0,0
6083,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,252,0,0,0,0,0,0,0
6083,WM,CUT,CASE,655998724,442601940,0,0,0,0,430,0,0,0,0,0,0,0,0
6083,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,555,0,0,0,0,0,0,0
6083,WM,CUT,CASE,666811406,10269949,0,0,0,0,0,890,0,0,0,0,0,0,0
6083,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,123,0,0,0,0,0,0,0
6083,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,99,155,10,0,0,0,0,0
6083,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,198,0,0,0,0,0
6083,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,0,131,0,0,0,0,0,0
6083,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,52,184,196,0,0,0,0
6083,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,312,312,163,0,0,0,0
6083,WM,CUT,PALLET,666636784,456939940,0,0,0,0,0,0,0,0,190,0,0,0,0
6083,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,139,285,339,348,92,95,0,0
6083,WM,LIVE,CASE,599681009,148353560,0,0,0,0,0,1,3,3,3,1,1,0,0
6083,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,35,73,86,89,24,24,0,0
6083,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,139,285,338,347,92,95,0,0
6083,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,5,10,12,12,3,3,0,0
6083,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,7,15,18,19,5,5,0,0
6083,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,36,73,87,89,24,24,0,0
6083,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,1,2,3,3,1,1,0,0
6083,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,16,33,39,40,11,11,0,0
6083,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,10,21,25,25,7,7,0,0
6084,WM,CUT,CASE,552948015,870753942,0,0,0,0,250,0,0,0,0,0,0,0,0
6084,WM,CUT,CASE,555776495,402441940,0,0,0,0,311,0,0,0,0,0,0,0,0
6084,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,121,0,0,0,0,0,0,0
6084,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,166,0,0,0,0,0,0
6084,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,123,0,0,0,0,0,0,0
6084,WM,CUT,CASE,597951565,10269949,0,0,0,0,308,0,0,0,0,0,0,0,0
6084,WM,CUT,CASE,657169086,456939940,0,0,0,0,0,305,0,0,0,0,0,0,0
6084,WM,CUT,CASE,666811406,10269949,0,0,0,0,0,602,0,0,0,0,0,0,0
6084,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,33,15,0,0,0,0,0,0
6084,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,93,45,0,0,0,0,0
6084,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,134,0,0,0,0,0
6084,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,0,68,0,0,0,0,0,0
6084,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,0,66,67,0,0,0,0
6084,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,101,0,0,0,0
6084,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,109,0,0,0,0
6084,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,15,32,38,39,10,11,0,0
6084,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
6084,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,19,40,47,48,13,13,0,0
6084,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
6084,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,3,7,8,8,2,2,0,0
6084,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,7,14,17,17,5,5,0,0
6085,WM,CUT,CASE,552948015,870753942,0,0,0,0,120,0,0,0,0,0,0,0,0
6085,WM,CUT,CASE,555776495,402441940,0,0,0,0,483,0,0,0,0,0,0,0,0
6085,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,144,0,0,0,0,0,0,0
6085,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,168,0,0,0,0,0,0,0
6085,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,203,0,0,0,0,0,0
6085,WM,CUT,CASE,655998721,448436940,0,0,0,0,135,0,0,0,0,0,0,0,0
6085,WM,CUT,CASE,657169078,442601940,0,0,0,0,198,92,0,0,0,0,0,0,0
6085,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,316,0,0,0,0,0,0,0
6085,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,96,0,0,0,0,0,0
6085,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,60,97,0,0,0,0
6085,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,68,0,0,0,0,0,0,0
6085,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,85,33,0,0,0,0,0
6085,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,91,0,0,0,0,0
6085,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,78,76,0,0,0,0
6085,WM,CUT,PALLET,657169067,861990940,0,0,0,0,0,0,0,0,20,0,0,0,0
6085,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,65,135,160,164,43,45,0,0
6085,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,15,32,38,39,10,11,0,0
6085,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,65,135,160,164,43,45,0,0
6085,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,4,9,10,11,3,3,0,0
6085,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,19,40,47,48,13,13,0,0
6085,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,6,12,15,15,4,4,0,0
6085,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,8,17,21,21,6,6,0,0
6090,WM,CUT,CASE,552948015,870753942,0,0,0,0,13,0,0,0,0,0,0,0,0
6090,WM,CUT,CASE,555776495,402441940,0,0,0,364,0,0,0,0,0,0,0,0,0
6090,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,158,0,0,0,0,0,0,0
6090,WM,CUT,CASE,577478891,456939940,0,0,0,0,0,155,0,0,0,0,0,0,0
6090,WM,CUT,CASE,656207195,456921940,0,0,0,0,147,0,0,0,0,0,0,0,0
6090,WM,CUT,CASE,657169074,870753942,0,0,0,0,395,0,0,0,0,0,0,0,0
6090,WM,CUT,CASE,657169079,870753942,0,0,0,0,324,0,0,0,0,0,0,0,0
6090,WM,CUT,CASE,657169091,755520940,0,0,0,105,0,0,0,0,0,0,0,0,0
6090,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,54,0,0,0,0,0,0
6090,WM,CUT,PALLET,577478893,456939940,0,0,0,0,0,0,59,0,0,0,0,0,0
6090,WM,CUT,PALLET,577478902,456939940,0,0,0,0,0,0,56,120,0,0,0,0,0
6090,WM,CUT,PALLET,577479449,456921940,0,0,0,0,0,63,0,0,0,0,0,0,0
6090,WM,CUT,PALLET,577479484,456921940,0,0,0,0,0,134,51,0,0,0,0,0,0
6090,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,156,156,198,0,0,0,0,0
6090,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,28,0,0,0,0,0
6090,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,8,16,19,20,5,5,0,0
6091,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,65,0,60,0,64,0,0
6091,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,243,0,249,0,321,0,0
6091,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,26,0,69,0,0
6091,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,162,0,144,0,125,0,0,0
6091,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,13,0,0
6091,SAMS,LIVE,PALLET,990005772,233093640,9,9,9,0,0,0,0,0,0,7,7,7,7
6091,WM,CUT,CASE,552948015,870753942,0,0,0,0,93,0,0,0,0,0,0,0,0
6091,WM,CUT,CASE,555776495,402441940,0,0,0,0,247,0,0,0,0,0,0,0,0
6091,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,132,0,0,0,0,0,0,0
6091,WM,CUT,CASE,655998718,870753942,0,0,0,0,87,0,0,0,0,0,0,0,0
6091,WM,CUT,CASE,656207195,456921940,0,0,0,0,0,130,0,0,0,0,0,0,0
6091,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,270,0,0,0,0,0,0,0
6091,WM,CUT,CASE,657169086,456939940,0,0,0,0,0,227,0,0,0,0,0,0,0
6091,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,140,0,0,0,0,0,0,0
6091,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,54,0,0,0,0,0,0
6091,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,37,85,0,0,0,0
6091,WM,CUT,PALLET,577479449,456921940,0,0,0,0,0,0,49,0,0,0,0,0,0
6091,WM,CUT,PALLET,577479484,456921940,0,0,0,0,0,0,64,25,0,0,0,0,0
6091,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,156,46,0,0,0,0
6091,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,48,0,0,0,0,0
6091,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,28,0,0,0,0
6091,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6091,WM,LIVE,CASE,674093023,723197560,0,0,0,0,0,5,11,13,14,4,4,0,0
6091,WM,LIVE,CASE,674093024,723197560,0,0,0,0,0,16,33,40,41,11,11,0,0
6091,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,6,12,14,15,4,4,0,0
6091,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,227,0,0,0,0,0,0,0
6095,WM,CUT,CASE,555776495,402441940,0,0,0,0,380,0,0,0,0,0,0,0,0
6095,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,187,0,0,0,0,0,0
6095,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,199,0,0,0,0,0,0,0
6095,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,163,0,0,0,0,0,0,0
6095,WM,CUT,CASE,655998724,442601940,0,0,0,0,68,0,0,0,0,0,0,0,0
6095,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,277,0,0,0,0,0,0,0
6095,WM,CUT,CASE,666811406,10269949,0,0,0,0,0,331,0,0,0,0,0,0,0
6095,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,47,0,0,0,0,0
6095,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,0,82,0,0,0,0,0,0
6095,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,26,85,0,0,0,0,0,0
6095,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,0,94,6,0,0,0,0,0
6095,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,0,112,121,0,0,0,0
6095,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,234,147,0,0,0,0
6095,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,22,0,0,0,0
6095,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,10,20,23,24,6,7,0,0
6095,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6096,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,33,0,28,0,30,0,0
6096,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,132,0,124,0,162,0,0
6096,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,12,0,30,0,0
6096,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,96,0,78,0,78,0,0,0
6096,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,14,0,0
6096,SAMS,LIVE,PALLET,990005772,233093640,20,20,20,0,0,0,0,0,0,15,15,15,15
6096,WM,CUT,CASE,555776495,402441940,0,0,0,0,274,0,0,0,0,0,0,0,0
6096,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,130,0,0,0,0,0,0,0
6096,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,124,0,0,0,0,0,0,0
6096,WM,CUT,CASE,655998718,870753942,0,0,0,0,41,0,0,0,0,0,0,0,0
6096,WM,CUT,CASE,657169076,83673940,0,0,0,0,0,0,196,0,0,0,0,0,0
6096,WM,CUT,CASE,657169089,546262940,0,0,0,0,0,226,0,0,0,0,0,0,0
6096,WM,CUT,CASE,657169090,442601940,0,0,0,0,145,0,0,0,0,0,0,0,0
6096,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,132,0,0,0,0,0,0
6096,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,56,0,0,0,0,0,0
6096,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,90,98,0,0,0,0
6096,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,55,0,0,0,0,0,0,0
6096,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,60,28,0,0,0,0,0
6096,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,76,0,0,0,0
6096,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,34,0,0,0,0,0
6096,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,16,0,0,0,0
6096,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,59,121,144,147,39,40,0,0
6096,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,53,110,130,133,35,36,0,0
6096,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,37,77,91,94,25,25,0,0
6096,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,4,8,10,10,3,3,0,0
6096,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,1,1,1,0,0,0,0
6097,WM,CUT,CASE,552948015,870753942,0,0,0,0,131,0,0,0,0,0,0,0,0
6097,WM,CUT,CASE,555776495,402441940,0,0,0,0,472,0,0,0,0,0,0,0,0
6097,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,189,0,0,0,0,0,0,0
6097,WM,CUT,CASE,577479037,861990940,0,0,0,0,0,174,0,0,0,0,0,0,0
6097,WM,CUT,CASE,655998722,638471940,0,0,0,0,170,0,0,0,0,0,0,0,0
6097,WM,CUT,CASE,657169076,83673940,0,0,0,0,54,338,0,0,0,0,0,0,0
6097,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,288,0,0,0,0,0,0,0
6097,WM,CUT,CASE,657169091,755520940,0,0,0,0,6,0,0,0,0,0,0,0,0
6097,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,178,0,0,0,0,0,0,0
6097,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,33,34,0,0,0,0,0,0
6097,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,60,19,26,0,0,0,0
6097,WM,CUT,PALLET,577479118,861990940,0,0,0,0,0,0,96,0,0,0,0,0,0
6097,WM,CUT,PALLET,577479140,861990940,0,0,0,0,0,0,0,67,70,0,0,0,0
6097,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,80,0,0,0,0
6097,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,52,0,0,0,0,0
6097,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,24,0,0,0,0
6097,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,31,63,75,77,20,21,0,0
6097,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
6097,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,31,63,75,77,20,21,0,0
6097,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
6097,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,12,24,28,29,8,8,0,0
6097,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6097,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,6,13,15,16,4,4,0,0
6097,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,7,14,16,17,4,5,0,0
6097,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,3,5,6,6,2,2,0,0
6097,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,4,8,10,10,3,3,0,0
6097,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,7,14,16,17,4,5,0,0
6097,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,5,10,11,12,3,3,0,0
6097,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,0,0,0,0,0,0
