BU,Region,Market,Stores,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,,,
A,2,19,3401,"$22,377.20","$22,377.20","$22,377.20","$16,959.17","$16,959.17","$16,959.17","$16,959.17","$14,633.55",,,
A,2,19,3402,"$31,054.49","$31,054.49","$31,054.49","$27,895.50","$27,895.50","$27,895.50","$27,895.50","$24,058.61",,,
A,2,26,3403,"$29,850.31","$29,850.31","$29,850.31","$26,621.74","$26,621.74","$26,621.74","$26,621.74","$21,203.07",,,
M,52,422,3404,"$20,642.37","$20,642.37","$20,642.37","$17,630.57","$17,630.57","$17,630.57","$17,630.57","$16,727.71",,,
B,5,51,3406,"$23,286.17","$23,286.17","$23,286.17","$20,786.76","$20,786.76","$20,786.76","$20,786.76","$18,348.82",,,
B,46,368,3407,"$33,255.55","$33,255.55","$33,255.55","$27,939.81","$27,939.81","$27,939.81","$27,939.81","$23,711.63",,,
M,56,392,3408,"$26,670.05","$26,670.05","$26,670.05","$21,867.73","$21,867.73","$21,867.73","$21,867.73","$18,522.48",,,
F,16,156,3409,"$23,557.06","$23,557.06","$23,557.06","$18,403.61","$18,403.61","$18,403.61","$18,403.61","$15,957.18",,,
F,22,232,3412,"$18,190.36","$18,190.36","$18,190.36","$13,626.13","$13,626.13","$13,626.13","$13,626.13","$12,037.90",,,
A,9,104,3415,"$14,269.92","$14,269.92","$14,269.92","$12,732.98","$12,732.98","$12,732.98","$12,732.98","$11,270.32",,,
A,9,105,3417,"$25,606.51","$25,606.51","$25,606.51","$21,369.18","$21,369.18","$21,369.18","$21,369.18","$17,416.07",,,
A,9,112,3418,"$29,608.24","$29,608.24","$29,608.24","$25,519.93","$25,519.93","$25,519.93","$25,519.93","$20,509.16",,,
F,17,172,3420,"$23,388.32","$23,388.32","$23,388.32","$20,151.73","$20,151.73","$20,151.73","$20,151.73","$18,224.77",,,
F,22,165,3422,"$21,164.60","$21,164.60","$21,164.60","$18,549.81","$18,549.81","$18,549.81","$18,549.81","$16,403.13",,,
B,46,385,3423,"$20,479.82","$20,479.82","$20,479.82","$17,460.74","$17,460.74","$17,460.74","$17,460.74","$16,066.79",,,
B,6,63,3425,"$23,055.00","$23,055.00","$23,055.00","$20,255.52","$20,255.52","$20,255.52","$20,255.52","$16,653.46",,,
B,46,387,3427,"$16,043.20","$16,043.20","$16,043.20","$14,335.10","$14,335.10","$14,335.10","$14,335.10","$12,780.44",,,
B,46,375,3428,"$23,133.65","$23,133.65","$23,133.65","$18,230.40","$18,230.40","$18,230.40","$18,230.40","$15,381.67",,,
F,17,228,3429,"$22,591.98","$22,591.98","$22,591.98","$18,378.39","$18,378.39","$18,378.39","$18,378.39","$16,367.59",,,
B,44,352,3430,"$15,422.90","$15,422.90","$15,422.90","$13,433.80","$13,433.80","$13,433.80","$13,433.80","$10,894.19",,,
B,5,48,3431,"$23,881.13","$23,881.13","$23,881.13","$20,522.24","$20,522.24","$20,522.24","$20,522.24","$17,247.91",,,
B,5,49,3432,"$18,688.10","$18,688.10","$18,688.10","$16,472.87","$16,472.87","$16,472.87","$16,472.87","$13,953.49",,,
B,5,49,3433,"$22,683.17","$22,683.17","$22,683.17","$19,647.23","$19,647.23","$19,647.23","$19,647.23","$16,648.91",,,
E,25,270,3434,"$17,823.43","$17,823.43","$17,823.43","$14,654.69","$14,654.69","$14,654.69","$14,654.69","$12,943.34",,,
E,25,249,3435,"$25,271.20","$25,271.20","$25,271.20","$20,422.69","$20,422.69","$20,422.69","$20,422.69","$18,359.29",,,
E,19,201,3436,"$18,483.89","$18,483.89","$18,483.89","$14,331.59","$14,331.59","$14,331.59","$14,331.59","$12,136.50",,,
A,14,15,3439,"$25,946.21","$25,946.21","$25,946.21","$22,408.54","$22,408.54","$22,408.54","$22,408.54","$20,336.90",,,
F,17,577,3443,"$20,162.14","$20,162.14","$20,162.14","$16,591.74","$16,591.74","$16,591.74","$16,591.74","$14,821.61",,,
E,19,207,3445,"$19,174.43","$19,174.43","$19,174.43","$16,446.23","$16,446.23","$16,446.23","$16,446.23","$14,090.56",,,
E,21,219,3447,"$16,569.08","$16,569.08","$16,569.08","$14,124.43","$14,124.43","$14,124.43","$14,124.43","$12,699.34",,,
E,19,200,3453,"$20,645.38","$20,645.38","$20,645.38","$16,917.99","$16,917.99","$16,917.99","$16,917.99","$13,726.37",,,
M,54,401,3454,"$24,398.38","$24,398.38","$24,398.38","$20,980.91","$20,980.91","$20,980.91","$20,980.91","$19,014.36",,,
M,56,452,3455,"$17,557.28","$17,557.28","$17,557.28","$16,066.22","$16,066.22","$16,066.22","$16,066.22","$13,606.35",,,
E,19,200,3458,"$13,523.30","$13,523.30","$13,523.30","$11,789.20","$11,789.20","$11,789.20","$11,789.20","$11,658.08",,,
E,25,278,3459,"$18,231.25","$18,231.25","$18,231.25","$15,881.66","$15,881.66","$15,881.66","$15,881.66","$14,395.74",,,
E,25,278,3460,"$23,667.26","$23,667.26","$23,667.26","$19,567.53","$19,567.53","$19,567.53","$19,567.53","$16,383.98",,,
A,3,16,3461,"$21,223.21","$21,223.21","$21,223.21","$18,798.23","$18,798.23","$18,798.23","$18,798.23","$17,231.07",,,
A,2,24,3462,"$22,439.63","$22,439.63","$22,439.63","$19,759.68","$19,759.68","$19,759.68","$19,759.68","$15,803.13",,,
A,9,114,3463,"$27,353.64","$27,353.64","$27,353.64","$24,261.92","$24,261.92","$24,261.92","$24,261.92","$20,541.50",,,
M,57,462,3464,"$32,376.35","$32,376.35","$32,376.35","$25,302.51","$25,302.51","$25,302.51","$25,302.51","$22,060.45",,,
B,46,369,3465,"$30,884.76","$30,884.76","$30,884.76","$27,754.65","$27,754.65","$27,754.65","$27,754.65","$21,328.19",,,
F,17,175,3469,"$35,131.50","$35,131.50","$35,131.50","$29,538.82","$29,538.82","$29,538.82","$29,538.82","$27,706.02",,,
A,2,26,3471,"$15,594.83","$15,594.83","$15,594.83","$12,704.24","$12,704.24","$12,704.24","$12,704.24","$11,414.29",,,
M,60,474,3472,"$32,283.95","$32,283.95","$32,283.95","$27,693.66","$27,693.66","$27,693.66","$27,693.66","$24,524.40",,,
M,57,394,3473,"$37,137.53","$37,137.53","$37,137.53","$31,504.10","$31,504.10","$31,504.10","$31,504.10","$25,616.46",,,
A,9,115,3474,"$25,081.73","$25,081.73","$25,081.73","$21,743.14","$21,743.14","$21,743.14","$21,743.14","$18,658.71",,,
F,22,167,3475,"$20,689.54","$20,689.54","$20,689.54","$17,691.76","$17,691.76","$17,691.76","$17,691.76","$14,979.60",,,
E,19,197,3476,"$20,297.62","$20,297.62","$20,297.62","$16,140.86","$16,140.86","$16,140.86","$16,140.86","$13,520.02",,,
M,57,465,3477,"$25,646.07","$25,646.07","$25,646.07","$18,371.78","$18,371.78","$18,371.78","$18,371.78","$14,370.84",,,
M,60,470,3478,"$47,921.42","$47,921.42","$47,921.42","$36,707.53","$36,707.53","$36,707.53","$36,707.53","$25,979.99",,,
E,20,311,3480,"$14,741.36","$14,741.36","$14,741.36","$12,398.52","$12,398.52","$12,398.52","$12,398.52","$11,470.74",,,
F,75,282,3481,"$12,705.81","$12,705.81","$12,705.81","$11,416.64","$11,416.64","$11,416.64","$11,416.64","$9,898.54",,,
B,5,51,3482,"$22,201.93","$22,201.93","$22,201.93","$18,451.24","$18,451.24","$18,451.24","$18,451.24","$16,574.48",,,
B,13,129,3483,"$20,213.72","$20,213.72","$20,213.72","$18,092.35","$18,092.35","$18,092.35","$18,092.35","$15,589.53",,,
A,14,14,3484,"$26,094.87","$26,094.87","$26,094.87","$21,471.50","$21,471.50","$21,471.50","$21,471.50","$20,352.81",,,
A,2,18,3485,"$23,101.96","$23,101.96","$23,101.96","$19,147.84","$19,147.84","$19,147.84","$19,147.84","$16,550.76",,,
E,21,218,3486,"$21,871.01","$21,871.01","$21,871.01","$18,470.58","$18,470.58","$18,470.58","$18,470.58","$16,565.50",,,
E,19,206,3487,"$17,070.99","$17,070.99","$17,070.99","$14,313.73","$14,313.73","$14,313.73","$14,313.73","$13,387.75",,,
E,53,435,3488,"$16,086.11","$16,086.11","$16,086.11","$13,582.92","$13,582.92","$13,582.92","$13,582.92","$12,466.55",,,
F,75,281,3489,"$18,109.70","$18,109.70","$18,109.70","$15,658.32","$15,658.32","$15,658.32","$15,658.32","$13,923.77",,,
F,75,282,3490,"$14,641.91","$14,641.91","$14,641.91","$12,345.42","$12,345.42","$12,345.42","$12,345.42","$11,113.17",,,
F,16,184,3491,"$11,625.28","$11,625.28","$11,625.28","$9,779.10","$9,779.10","$9,779.10","$9,779.10","$8,992.40",,,
B,44,409,3492,"$23,694.09","$23,694.09","$23,694.09","$19,600.06","$19,600.06","$19,600.06","$19,600.06","$17,246.88",,,
M,56,452,3493,"$16,749.88","$16,749.88","$16,749.88","$15,133.84","$15,133.84","$15,133.84","$15,133.84","$12,592.05",,,
M,57,459,3494,"$19,800.76","$19,800.76","$19,800.76","$15,527.74","$15,527.74","$15,527.74","$15,527.74","$13,642.94",,,
A,12,149,3495,"$28,505.84","$28,505.84","$28,505.84","$25,288.58","$25,288.58","$25,288.58","$25,288.58","$21,109.42",,,
E,53,444,3497,"$17,200.59","$17,200.59","$17,200.59","$13,546.98","$13,546.98","$13,546.98","$13,546.98","$12,126.04",,,
M,52,422,3498,"$17,154.02","$17,154.02","$17,154.02","$13,998.72","$13,998.72","$13,998.72","$13,998.72","$11,874.20",,,
E,53,442,3499,"$18,163.78","$18,163.78","$18,163.78","$15,044.20","$15,044.20","$15,044.20","$15,044.20","$14,251.83",,,
B,6,60,3500,"$34,173.38","$34,173.38","$34,173.38","$31,039.10","$31,039.10","$31,039.10","$31,039.10","$25,595.27",,,
F,22,233,3501,"$14,706.76","$14,706.76","$14,706.76","$12,906.51","$12,906.51","$12,906.51","$12,906.51","$10,668.00",,,
E,21,223,3502,"$20,445.06","$20,445.06","$20,445.06","$16,437.65","$16,437.65","$16,437.65","$16,437.65","$14,697.43",,,
F,26,308,3503,"$24,792.17","$24,792.17","$24,792.17","$20,613.97","$20,613.97","$20,613.97","$20,613.97","$18,040.96",,,
E,53,441,3505,"$21,846.22","$21,846.22","$21,846.22","$17,662.93","$17,662.93","$17,662.93","$17,662.93","$15,899.60",,,
B,6,62,3510,"$20,298.45","$20,298.45","$20,298.45","$16,956.36","$16,956.36","$16,956.36","$16,956.36","$13,958.24",,,
M,60,474,3511,"$29,870.29","$29,870.29","$29,870.29","$24,305.63","$24,305.63","$24,305.63","$24,305.63","$21,344.25",,,
M,52,423,3513,"$21,929.21","$21,929.21","$21,929.21","$18,366.28","$18,366.28","$18,366.28","$18,366.28","$15,693.40",,,
F,17,228,3514,"$19,717.86","$19,717.86","$19,717.86","$17,508.89","$17,508.89","$17,508.89","$17,508.89","$15,603.35",,,
E,21,218,3515,"$19,027.21","$19,027.21","$19,027.21","$15,463.79","$15,463.79","$15,463.79","$15,463.79","$13,387.81",,,
M,57,458,3516,"$36,382.07","$36,382.07","$36,382.07","$32,629.35","$32,629.35","$32,629.35","$32,629.35","$26,200.30",,,
B,46,88,3518,"$24,695.19","$24,695.19","$24,695.19","$20,922.12","$20,922.12","$20,922.12","$20,922.12","$17,835.84",,,
F,17,577,3520,"$44,744.30","$44,744.30","$44,744.30","$38,235.92","$38,235.92","$38,235.92","$38,235.92","$36,740.20",,,
M,57,484,3522,"$26,723.46","$26,723.46","$26,723.46","$24,587.62","$24,587.62","$24,587.62","$24,587.62","$19,240.95",,,
M,57,448,3523,"$28,767.48","$28,767.48","$28,767.48","$25,022.87","$25,022.87","$25,022.87","$25,022.87","$22,355.37",,,
M,57,458,3524,"$16,051.77","$16,051.77","$16,051.77","$13,278.30","$13,278.30","$13,278.30","$13,278.30","$11,648.16",,,
M,60,514,3525,"$25,633.31","$25,633.31","$25,633.31","$22,890.81","$22,890.81","$22,890.81","$22,890.81","$20,756.46",,,
A,9,104,3526,"$20,638.33","$20,638.33","$20,638.33","$17,197.34","$17,197.34","$17,197.34","$17,197.34","$14,581.66",,,
A,9,107,3527,"$27,916.93","$27,916.93","$27,916.93","$24,693.65","$24,693.65","$24,693.65","$24,693.65","$20,481.33",,,
B,13,143,3528,"$15,983.47","$15,983.47","$15,983.47","$13,987.79","$13,987.79","$13,987.79","$13,987.79","$12,082.63",,,
E,25,249,3529,"$22,290.65","$22,290.65","$22,290.65","$18,703.73","$18,703.73","$18,703.73","$18,703.73","$16,203.08",,,
M,60,467,3531,"$28,186.98","$28,186.98","$28,186.98","$22,440.07","$22,440.07","$22,440.07","$22,440.07","$19,586.70",,,
M,54,585,3533,"$22,720.74","$22,720.74","$22,720.74","$19,845.56","$19,845.56","$19,845.56","$19,845.56","$16,802.31",,,
E,53,425,3534,"$17,792.28","$17,792.28","$17,792.28","$14,227.11","$14,227.11","$14,227.11","$14,227.11","$12,415.22",,,
F,16,157,3535,"$21,001.87","$21,001.87","$21,001.87","$15,944.80","$15,944.80","$15,944.80","$15,944.80","$14,446.13",,,
M,60,467,3537,"$28,878.13","$28,878.13","$28,878.13","$22,833.02","$22,833.02","$22,833.02","$22,833.02","$20,034.24",,,
A,9,92,3538,"$26,276.02","$26,276.02","$26,276.02","$21,511.62","$21,511.62","$21,511.62","$21,511.62","$19,248.33",,,
F,22,167,3541,"$16,867.82","$16,867.82","$16,867.82","$15,492.08","$15,492.08","$15,492.08","$15,492.08","$13,808.32",,,
F,17,173,3543,"$22,400.87","$22,400.87","$22,400.87","$17,612.59","$17,612.59","$17,612.59","$17,612.59","$16,174.67",,,
F,17,163,3545,"$10,561.60","$10,561.60","$10,561.60","$8,945.41","$8,945.41","$8,945.41","$8,945.41","$7,338.79",,,
F,17,173,3546,"$12,192.79","$12,192.79","$12,192.79","$9,943.54","$9,943.54","$9,943.54","$9,943.54","$9,169.48",,,
F,17,173,3547,"$22,338.49","$22,338.49","$22,338.49","$18,836.85","$18,836.85","$18,836.85","$18,836.85","$16,401.22",,,
F,17,173,3548,"$21,688.44","$21,688.44","$21,688.44","$18,106.33","$18,106.33","$18,106.33","$18,106.33","$16,719.02",,,
F,16,184,3549,"$10,702.33","$10,702.33","$10,702.33","$8,985.04","$8,985.04","$8,985.04","$8,985.04","$7,901.78",,,
F,16,160,3560,"$25,091.60","$25,091.60","$25,091.60","$21,373.89","$21,373.89","$21,373.89","$21,373.89","$19,252.29",,,
F,16,160,3561,"$12,914.51","$12,914.51","$12,914.51","$10,485.56","$10,485.56","$10,485.56","$10,485.56","$9,643.74",,,
F,17,577,3562,"$15,537.49","$15,537.49","$15,537.49","$12,617.04","$12,617.04","$12,617.04","$12,617.04","$11,062.96",,,
F,22,168,3563,"$12,454.96","$12,454.96","$12,454.96","$9,696.10","$9,696.10","$9,696.10","$9,696.10","$8,287.45",,,
F,22,170,3564,"$26,215.26","$26,215.26","$26,215.26","$20,777.63","$20,777.63","$20,777.63","$20,777.63","$18,758.45",,,
M,54,380,3566,"$23,140.95","$23,140.95","$23,140.95","$20,415.82","$20,415.82","$20,415.82","$20,415.82","$21,141.53",,,
B,6,80,3567,"$20,546.95","$20,546.95","$20,546.95","$18,236.16","$18,236.16","$18,236.16","$18,236.16","$15,706.31",,,
M,54,403,3568,"$27,131.73","$27,131.73","$27,131.73","$22,005.29","$22,005.29","$22,005.29","$22,005.29","$18,978.25",,,
B,5,83,3569,"$21,303.60","$21,303.60","$21,303.60","$19,488.35","$19,488.35","$19,488.35","$19,488.35","$16,938.91",,,
A,3,30,3570,"$25,619.11","$25,619.11","$25,619.11","$21,465.14","$21,465.14","$21,465.14","$21,465.14","$19,321.04",,,
E,21,221,3571,"$17,025.10","$17,025.10","$17,025.10","$14,707.20","$14,707.20","$14,707.20","$14,707.20","$13,416.51",,,
B,6,62,3572,"$26,237.39","$26,237.39","$26,237.39","$20,980.29","$20,980.29","$20,980.29","$20,980.29","$18,334.69",,,
F,75,286,3573,"$22,047.40","$22,047.40","$22,047.40","$20,286.01","$20,286.01","$20,286.01","$20,286.01","$16,504.48",,,
E,21,219,3580,"$21,861.67","$21,861.67","$21,861.67","$19,103.04","$19,103.04","$19,103.04","$19,103.04","$16,920.31",,,
E,20,216,3581,"$20,737.67","$20,737.67","$20,737.67","$17,777.00","$17,777.00","$17,777.00","$17,777.00","$17,823.61",,,
M,54,391,3582,"$29,724.87","$29,724.87","$29,724.87","$24,933.42","$24,933.42","$24,933.42","$24,933.42","$21,962.51",,,
F,17,188,3583,"$22,516.90","$22,516.90","$22,516.90","$18,475.69","$18,475.69","$18,475.69","$18,475.69","$16,439.16",,,
B,6,64,3584,"$28,162.48","$28,162.48","$28,162.48","$24,231.50","$24,231.50","$24,231.50","$24,231.50","$21,210.60",,,
B,6,68,3585,"$21,791.41","$21,791.41","$21,791.41","$20,144.80","$20,144.80","$20,144.80","$20,144.80","$14,802.65",,,
M,56,455,3587,"$21,445.35","$21,445.35","$21,445.35","$17,186.17","$17,186.17","$17,186.17","$17,186.17","$14,947.46",,,
F,75,291,3588,"$21,310.84","$21,310.84","$21,310.84","$19,013.02","$19,013.02","$19,013.02","$19,013.02","$15,582.46",,,
M,54,403,3589,"$21,417.95","$21,417.95","$21,417.95","$17,106.66","$17,106.66","$17,106.66","$17,106.66","$14,531.34",,,
M,52,426,3590,"$23,186.05","$23,186.05","$23,186.05","$19,253.16","$19,253.16","$19,253.16","$19,253.16","$17,751.35",,,
B,6,68,3591,"$21,299.55","$21,299.55","$21,299.55","$18,588.26","$18,588.26","$18,588.26","$18,588.26","$15,933.74",,,
F,26,310,3595,"$23,239.01","$23,239.01","$23,239.01","$20,071.37","$20,071.37","$20,071.37","$20,071.37","$17,067.85",,,
B,46,384,3596,"$20,180.64","$20,180.64","$20,180.64","$17,379.98","$17,379.98","$17,379.98","$17,379.98","$15,234.45",,,
E,25,270,3597,"$21,037.54","$21,037.54","$21,037.54","$16,804.05","$16,804.05","$16,804.05","$16,804.05","$15,201.24",,,
F,17,176,3598,"$13,921.60","$13,921.60","$13,921.60","$11,652.01","$11,652.01","$11,652.01","$11,652.01","$10,456.47",,,
E,25,266,3601,"$21,976.83","$21,976.83","$21,976.83","$16,943.18","$16,943.18","$16,943.18","$16,943.18","$15,148.78",,,
E,25,275,3602,"$23,538.31","$23,538.31","$23,538.31","$20,934.19","$20,934.19","$20,934.19","$20,934.19","$18,336.59",,,
F,17,195,3607,"$12,769.62","$12,769.62","$12,769.62","$11,042.47","$11,042.47","$11,042.47","$11,042.47","$10,044.77",,,
E,20,209,3608,"$23,920.90","$23,920.90","$23,920.90","$20,342.66","$20,342.66","$20,342.66","$20,342.66","$18,271.85",,,
A,2,19,3609,"$24,022.34","$24,022.34","$24,022.34","$21,099.28","$21,099.28","$21,099.28","$21,099.28","$18,591.54",,,
A,2,26,3611,"$18,756.10","$18,756.10","$18,756.10","$16,063.53","$16,063.53","$16,063.53","$16,063.53","$14,176.97",,,
F,26,296,3612,"$19,449.16","$19,449.16","$19,449.16","$15,205.42","$15,205.42","$15,205.42","$15,205.42","$12,896.16",,,
B,13,128,3616,"$17,686.92","$17,686.92","$17,686.92","$15,114.13","$15,114.13","$15,114.13","$15,114.13","$14,976.73",,,
M,54,403,3620,"$26,124.00","$26,124.00","$26,124.00","$20,494.85","$20,494.85","$20,494.85","$20,494.85","$17,960.73",,,
A,2,23,3621,"$20,704.37","$20,704.37","$20,704.37","$18,537.36","$18,537.36","$18,537.36","$18,537.36","$16,969.05",,,
B,46,88,3623,"$17,031.84","$17,031.84","$17,031.84","$15,124.44","$15,124.44","$15,124.44","$15,124.44","$12,568.95",,,
M,52,424,3624,"$22,728.56","$22,728.56","$22,728.56","$17,473.14","$17,473.14","$17,473.14","$17,473.14","$15,527.35",,,
A,9,109,3625,"$25,866.92","$25,866.92","$25,866.92","$22,608.14","$22,608.14","$22,608.14","$22,608.14","$19,340.59",,,
F,26,308,3626,"$26,085.30","$26,085.30","$26,085.30","$21,693.12","$21,693.12","$21,693.12","$21,693.12","$18,601.57",,,
A,2,21,3627,"$26,156.57","$26,156.57","$26,156.57","$22,249.46","$22,249.46","$22,249.46","$22,249.46","$20,331.37",,,
M,52,415,3630,"$26,553.52","$26,553.52","$26,553.52","$21,456.45","$21,456.45","$21,456.45","$21,456.45","$20,073.38",,,
B,5,44,3631,"$24,775.74","$24,775.74","$24,775.74","$20,880.27","$20,880.27","$20,880.27","$20,880.27","$20,401.14",,,
E,19,205,3632,"$13,564.15","$13,564.15","$13,564.15","$12,088.79","$12,088.79","$12,088.79","$12,088.79","$10,974.64",,,
F,22,234,3633,"$29,410.98","$29,410.98","$29,410.98","$22,543.48","$22,543.48","$22,543.48","$22,543.48","$19,398.17",,,
F,22,232,3634,"$17,712.79","$17,712.79","$17,712.79","$13,551.37","$13,551.37","$13,551.37","$13,551.37","$12,598.92",,,
F,75,292,3639,"$21,805.85","$21,805.85","$21,805.85","$21,308.24","$21,308.24","$21,308.24","$21,308.24","$16,628.57",,,
B,6,65,3640,"$23,450.38","$23,450.38","$23,450.38","$21,017.23","$21,017.23","$21,017.23","$21,017.23","$15,986.33",,,
E,21,223,3641,"$17,364.17","$17,364.17","$17,364.17","$13,661.14","$13,661.14","$13,661.14","$13,661.14","$12,273.65",,,
E,53,440,3643,"$11,334.23","$11,334.23","$11,334.23","$9,215.52","$9,215.52","$9,215.52","$9,215.52","$8,463.02",,,
F,75,289,3644,"$15,716.95","$15,716.95","$15,716.95","$13,840.51","$13,840.51","$13,840.51","$13,840.51","$11,828.44",,,
B,46,73,3645,"$26,446.81","$26,446.81","$26,446.81","$22,669.15","$22,669.15","$22,669.15","$22,669.15","$19,321.32",,,
M,47,427,3648,"$25,486.02","$25,486.02","$25,486.02","$20,348.37","$20,348.37","$20,348.37","$20,348.37","$19,286.61",,,
M,57,446,3650,"$14,721.59","$14,721.59","$14,721.59","$10,940.95","$10,940.95","$10,940.95","$10,940.95","$8,358.88",,,
M,56,454,3652,"$24,456.37","$24,456.37","$24,456.37","$22,072.14","$22,072.14","$22,072.14","$22,072.14","$17,753.44",,,
F,26,298,3658,"$20,486.41","$20,486.41","$20,486.41","$18,438.66","$18,438.66","$18,438.66","$18,438.66","$15,547.20",,,
A,2,119,3659,"$21,122.10","$21,122.10","$21,122.10","$18,749.54","$18,749.54","$18,749.54","$18,749.54","$15,128.59",,,
A,2,120,3660,"$16,111.93","$16,111.93","$16,111.93","$14,172.69","$14,172.69","$14,172.69","$14,172.69","$12,460.47",,,
F,26,309,3700,"$25,692.42","$25,692.42","$25,692.42","$21,312.21","$21,312.21","$21,312.21","$21,312.21","$17,188.88",,,
F,26,302,3701,"$16,158.76","$16,158.76","$16,158.76","$14,593.96","$14,593.96","$14,593.96","$14,593.96","$12,391.29",,,
A,3,98,3702,"$29,336.03","$29,336.03","$29,336.03","$24,491.85","$24,491.85","$24,491.85","$24,491.85","$21,607.44",,,
M,60,467,3705,"$25,735.29","$25,735.29","$25,735.29","$19,251.89","$19,251.89","$19,251.89","$19,251.89","$17,685.27",,,
M,56,452,3708,"$24,360.25","$24,360.25","$24,360.25","$17,726.90","$17,726.90","$17,726.90","$17,726.90","$15,475.52",,,
A,2,19,3709,"$22,362.11","$22,362.11","$22,362.11","$19,702.43","$19,702.43","$19,702.43","$19,702.43","$16,637.60",,,
A,2,20,3710,"$16,829.06","$16,829.06","$16,829.06","$13,826.27","$13,826.27","$13,826.27","$13,826.27","$12,648.15",,,
M,56,455,3712,"$20,145.37","$20,145.37","$20,145.37","$16,782.94","$16,782.94","$16,782.94","$16,782.94","$13,581.93",,,
A,12,153,3717,"$23,336.07","$23,336.07","$23,336.07","$19,071.79","$19,071.79","$19,071.79","$19,071.79","$16,195.95",,,
F,75,293,3720,"$24,437.78","$24,437.78","$24,437.78","$20,948.41","$20,948.41","$20,948.41","$20,948.41","$17,939.62",,,
E,20,215,3722,"$23,150.54","$23,150.54","$23,150.54","$17,925.71","$17,925.71","$17,925.71","$17,925.71","$15,913.58",,,
E,25,267,3725,"$19,156.57","$19,156.57","$19,156.57","$16,402.80","$16,402.80","$16,402.80","$16,402.80","$14,485.72",,,
E,19,205,3726,"$30,114.27","$30,114.27","$30,114.27","$22,851.47","$22,851.47","$22,851.47","$22,851.47","$19,136.83",,,
M,57,394,3728,"$26,397.74","$26,397.74","$26,397.74","$21,392.14","$21,392.14","$21,392.14","$21,392.14","$19,018.21",,,
M,56,392,3729,"$29,118.06","$29,118.06","$29,118.06","$28,718.49","$28,718.49","$28,718.49","$28,718.49","$22,042.77",,,
B,46,364,3730,"$25,682.81","$25,682.81","$25,682.81","$21,102.06","$21,102.06","$21,102.06","$21,102.06","$18,636.59",,,
B,46,385,3731,"$24,749.86","$24,749.86","$24,749.86","$19,915.54","$19,915.54","$19,915.54","$19,915.54","$19,130.41",,,
B,46,385,3732,"$29,884.07","$29,884.07","$29,884.07","$24,435.30","$24,435.30","$24,435.30","$24,435.30","$21,991.37",,,
F,4,42,3733,"$20,765.55","$20,765.55","$20,765.55","$16,489.92","$16,489.92","$16,489.92","$16,489.92","$14,404.68",,,
M,47,430,3734,"$14,272.60","$14,272.60","$14,272.60","$9,986.14","$9,986.14","$9,986.14","$9,986.14","$9,022.67",,,
E,20,227,3738,"$23,215.85","$23,215.85","$23,215.85","$18,633.58","$18,633.58","$18,633.58","$18,633.58","$16,090.16",,,
M,56,399,3739,"$29,407.50","$29,407.50","$29,407.50","$23,793.57","$23,793.57","$23,793.57","$23,793.57","$19,543.33",,,
A,2,19,3741,"$19,637.26","$19,637.26","$19,637.26","$16,168.82","$16,168.82","$16,168.82","$16,168.82","$15,290.44",,,
M,60,476,3742,"$16,266.11","$16,266.11","$16,266.11","$14,040.77","$14,040.77","$14,040.77","$14,040.77","$13,105.49",,,
E,21,239,3747,"$19,538.09","$19,538.09","$19,538.09","$15,958.34","$15,958.34","$15,958.34","$15,958.34","$13,858.12",,,
A,2,26,3748,"$23,515.51","$23,515.51","$23,515.51","$21,172.41","$21,172.41","$21,172.41","$21,172.41","$15,922.71",,,
E,21,225,3749,"$16,656.20","$16,656.20","$16,656.20","$13,478.45","$13,478.45","$13,478.45","$13,478.45","$11,237.90",,,
A,3,32,3750,"$27,302.69","$27,302.69","$27,302.69","$21,947.21","$21,947.21","$21,947.21","$21,947.21","$19,530.36",,,
B,46,373,3751,"$34,660.55","$34,660.55","$34,660.55","$31,373.26","$31,373.26","$31,373.26","$31,373.26","$25,652.25",,,
M,60,473,3754,"$20,312.13","$20,312.13","$20,312.13","$14,761.59","$14,761.59","$14,761.59","$14,761.59","$14,132.27",,,
M,60,471,3757,"$21,433.83","$21,433.83","$21,433.83","$17,897.63","$17,897.63","$17,897.63","$17,897.63","$15,486.52",,,
M,52,412,3758,"$9,560.30","$9,560.30","$9,560.30","$7,417.11","$7,417.11","$7,417.11","$7,417.11","$6,504.90",,,
M,52,421,3760,"$12,958.17","$12,958.17","$12,958.17","$11,235.19","$11,235.19","$11,235.19","$11,235.19","$9,435.48",,,
M,52,412,3761,"$15,151.30","$15,151.30","$15,151.30","$11,985.07","$11,985.07","$11,985.07","$11,985.07","$10,825.56",,,
M,52,413,3762,"$25,939.16","$25,939.16","$25,939.16","$20,897.73","$20,897.73","$20,897.73","$20,897.73","$19,856.58",,,
B,46,505,3763,"$32,945.09","$32,945.09","$32,945.09","$29,294.57","$29,294.57","$29,294.57","$29,294.57","$25,250.39",,,
B,5,45,3764,"$21,870.88","$21,870.88","$21,870.88","$18,213.69","$18,213.69","$18,213.69","$18,213.69","$16,355.64",,,
E,21,223,3765,"$15,645.80","$15,645.80","$15,645.80","$12,323.93","$12,323.93","$12,323.93","$12,323.93","$12,717.10",,,
F,75,314,3768,"$13,753.10","$13,753.10","$13,753.10","$11,735.82","$11,735.82","$11,735.82","$11,735.82","$10,515.98",,,
