   ,SCO Lane Count  ,Original Date Scheduled,Time Scheduled,Planned Ship Date / Shipment Status,Tracking information (FedEx),,
6239,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6252,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6256,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6260,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6302,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6304,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6305,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6307,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6308,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6309,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6311,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6313,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6315,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6319,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6320,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6322,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6324,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6325,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6326,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6327,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6328,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6330,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6331,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6333,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6335,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6338,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6344,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6345,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6348,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6357,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6359,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6361,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6364,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6371,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6375,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6377,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6378,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6380,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6404,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6405,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6407,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6409,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6412,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6414,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6417,6,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6419,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6423,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6424,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6426,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6427,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6429,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6430,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6431,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6432,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6433,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6435,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6436,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6437,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6444,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6448,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6449,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6450,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6452,9,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6454,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6458,6,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6464,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6474,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6479,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6489,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6501,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6503,6,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6510,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6512,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6518,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6521,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6527,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6528,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6547,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6562,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6565,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6571,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6572,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6575,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6582,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6604,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6605,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6606,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6609,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6610,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6612,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6619,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6620,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6621,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6622,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6624,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6632,6,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6635,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6636,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6644,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6650,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6651,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6652,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6653,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6657,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6659,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6660,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6661,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6662,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6663,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6675,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6677,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6678,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6682,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6683,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6684,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6685,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6693,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6779,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6867,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
6979,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
7189,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
7658,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
7676,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8104,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8106,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8112,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8114,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8115,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8119,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8120,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8123,9,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8128,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8129,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8132,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8133,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8134,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8147,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8155,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8156,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8164,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8165,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8168,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8172,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8173,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8175,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8180,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8181,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8184,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8188,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8191,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8192,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8193,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8197,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8203,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8205,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8210,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8213,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8215,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8220,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8221,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8222,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8224,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8225,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8236,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8247,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8250,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8252,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8256,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8257,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8261,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8262,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8266,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8269,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8271,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8273,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8274,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8275,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8276,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8281,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8283,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8284,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8292,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8293,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8294,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8295,7,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8296,10,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8297,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
8298,8,In Progress,In Progress,"Pending install schedule, once install is confirmed, request shipment from BCS",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
