StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
5379,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5379,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5379,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5379,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5379,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5382,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5382,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5382,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5382,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5382,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5382,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5382,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5382,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5382,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5382,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5385,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5385,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5385,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5385,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5385,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5385,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5385,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5385,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5385,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5385,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5386,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5386,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5386,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5386,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5386,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5386,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5386,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5386,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5386,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5386,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5387,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5387,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5387,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5387,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5387,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5387,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5387,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5387,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5387,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5387,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5388,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5388,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5388,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5388,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5388,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5388,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5388,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5388,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5388,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5388,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5389,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5389,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5389,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5389,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5389,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5389,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5389,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5389,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5389,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5389,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5390,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5390,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5390,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5390,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5390,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5390,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5390,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5390,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5390,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5390,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5391,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5391,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5391,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5391,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5391,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5391,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5391,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5391,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5391,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5391,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5392,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5392,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5392,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5392,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5392,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5392,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5392,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5392,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5392,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5392,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5394,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5394,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5394,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5394,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5394,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5394,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5394,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5394,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5394,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5394,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5396,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5396,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5396,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5396,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5396,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5396,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5396,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5396,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5396,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5396,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5397,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5397,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5397,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5397,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5397,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5397,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5397,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5397,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5397,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5397,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5398,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5398,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5398,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5398,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5398,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5398,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5398,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5398,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5398,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5398,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5399,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5399,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5399,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5399,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5399,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5399,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5399,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5399,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5399,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5399,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5402,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5402,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5402,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5402,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5402,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5402,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5402,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5402,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5402,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5402,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5403,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5403,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5403,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5403,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5403,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5403,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5403,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5403,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5403,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5403,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5404,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5404,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5404,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5404,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5404,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5404,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5404,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5404,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5404,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5404,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5408,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5408,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5408,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5408,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5408,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5408,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5408,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5408,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5408,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5408,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5409,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5409,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5409,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5409,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5409,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5409,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5409,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5409,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5409,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5409,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5410,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5410,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5410,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5410,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5410,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5410,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5410,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5410,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5410,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5410,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5411,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5411,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5411,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5411,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5411,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5411,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5411,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5411,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5411,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5411,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5414,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5414,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5414,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5414,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5414,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5414,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5414,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5414,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5414,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5414,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5416,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5416,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5416,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5416,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5416,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5416,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5416,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5416,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5416,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5416,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5417,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5417,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5417,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5417,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5417,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5417,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5417,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5417,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5417,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5417,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5418,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5418,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5418,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5418,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5418,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5418,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5418,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5418,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5418,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5418,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5419,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5419,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5419,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5419,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5419,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5419,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5419,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5419,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5419,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5419,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5420,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5420,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5420,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5420,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5420,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5420,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5420,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5420,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5420,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5420,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5421,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5421,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5421,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5421,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5421,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5421,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5422,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5422,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5422,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5422,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5422,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5422,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5422,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5422,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5422,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5422,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5423,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5423,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5423,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5423,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5423,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5423,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5423,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5423,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5423,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5423,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5424,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5424,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5424,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5424,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5424,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5424,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5424,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5424,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5424,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5424,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5425,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5425,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5425,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5425,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5425,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5425,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5425,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5425,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5425,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5425,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5428,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5428,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5428,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5428,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5428,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5428,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5428,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5428,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5428,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5428,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5429,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5429,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5429,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5429,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5429,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5429,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5429,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5429,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5429,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5429,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5430,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5430,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5430,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5430,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5430,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5430,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5430,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5430,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5430,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
