Region,Store #,First Carrier Assigned,Fulfilment Type,Weeks With Status, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
6,504,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,75.10%,77.40%,17.5,79.30%,70.80%,61.80%,83.00%
6,529,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,87.90%,90.10%,14,92.30%,91.80%,77.90%,87.70%
6,872,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.70%,96.00%,11.9,96.20%,92.90%,71.50%,90.00%
6,2505,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,86.40%,95.10%,11.6,91.40%,93.80%,72.80%,87.70%
6,2993,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,87.60%,89.10%,13.4,95.00%,95.50%,72.00%,87.00%
6,3572,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,86.00%,84.40%,15,92.80%,94.80%,53.50%,88.90%
6,752,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,89.10%,98.90%,10.4,94.00%,94.20%,77.00%,88.60%
6,5959,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.30%,93.10%,10.5,94.00%,94.50%,73.40%,90.40%
6,772,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,80.30%,81.60%,14.1,91.10%,88.30%,40.70%,86.40%
6,2066,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.40%,92.50%,10.4,95.20%,92.50%,74.80%,87.20%
6,3296,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,91.90%,95.40%,12.5,96.50%,96.30%,81.50%,93.50%
6,3584,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,88.20%,94.90%,10.6,95.70%,93.10%,73.30%,89.10%
6,1040,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,93.70%,70.30%,22.4,99.00%,92.50%,88.10%,96.00%
6,1040,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,83.60%,87.70%,24.2,94.10%,87.70%,60.50%,89.70%
6,1409,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202249,93.50%,83.30%,16,97.40%,95.50%,82.60%,100.00%
6,1409,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,85.00%,93.20%,12.1,94.90%,93.90%,54.50%,91.60%
6,3640,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.10%,92.00%,14.5,94.60%,95.60%,63.00%,94.00%
6,4512,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,91.10%,92.50%,15.2,95.70%,98.30%,71.10%,96.60%
6,2257,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,89.00%,65.90%,22.6,98.60%,82.40%,83.70%,92.80%
6,2257,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,79.60%,82.20%,20.9,93.80%,68.90%,58.70%,83.40%
6,351,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,89.90%,87.60%,9,92.70%,93.90%,82.50%,91.90%
6,400,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,80.30%,81.50%,15.7,90.90%,93.00%,49.40%,83.00%
6,901,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,88.20%,84.80%,11.1,93.10%,91.60%,69.30%,82.90%
6,1313,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202249,76.80%,82.60%,16.4,89.20%,91.20%,45.10%,81.50%
6,395,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.50%,81.30%,10.8,96.30%,90.90%,67.80%,92.30%
6,1958,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202249,90.80%,87.00%,8,94.60%,96.90%,78.80%,95.20%
6,4508,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,93.10%,85.30%,8.1,96.50%,97.50%,83.30%,94.70%
6,2599,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,85.70%,79.90%,11.6,90.90%,88.80%,70.80%,92.80%
6,3058,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,88.20%,87.60%,11.6,95.10%,94.60%,78.70%,85.40%
6,3888,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202249,79.20%,70.30%,20.4,84.30%,82.00%,59.20%,84.70%
6,5145,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.70%,82.60%,8.1,94.50%,93.70%,73.10%,89.80%
6,1347,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,87.30%,99.10%,10.6,93.90%,94.20%,72.80%,90.40%
6,1803,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,82.70%,85.00%,12.4,91.30%,87.60%,70.60%,82.90%
6,2769,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.90%,87.00%,15.6,91.20%,93.70%,73.10%,90.80%
6,140,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,86.10%,92.20%,18.4,94.20%,88.60%,70.50%,90.70%
6,163,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,84.90%,95.70%,13,88.20%,86.80%,71.00%,89.50%
6,249,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,86.70%,93.60%,11.7,87.90%,93.20%,75.60%,90.90%
6,285,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,93.00%,93.20%,11.3,97.00%,98.30%,80.60%,97.80%
6,1198,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.30%,86.90%,10.1,95.00%,93.60%,74.50%,90.20%
46,549,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.30%,81.70%,10.6,92.50%,100.00%,81.70%,90.00%
46,1051,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,71.20%,81.20%,8.7,73.40%,83.00%,51.70%,77.30%
46,3826,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,93.10%,88.60%,11.9,96.40%,97.30%,81.70%,97.50%
46,513,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,87.20%,63.20%,17.5,94.90%,81.90%,77.30%,90.70%
46,537,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202249,80.80%,65.00%,19,82.70%,85.60%,67.70%,85.80%
46,608,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202249,93.40%,56.00%,18.4,96.00%,96.00%,86.40%,94.70%
46,608,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,72.10%,72.50%,20.6,68.30%,87.20%,53.10%,76.10%
46,897,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202249,88.70%,81.50%,8.6,96.50%,98.20%,80.80%,78.80%
46,2891,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,80.60%,82.40%,16.5,74.00%,86.90%,71.70%,90.10%
46,3645,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202249,65.70%,63.90%,19,52.90%,84.50%,48.00%,78.30%
46,5713,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202249,88.00%,84.20%,9.9,92.70%,91.90%,84.80%,83.70%
46,1411,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,86.20%,83.00%,11.6,90.10%,93.20%,69.50%,89.40%
46,3884,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202249,91.20%,82.90%,13.5,94.80%,96.70%,82.40%,90.80%
46,5626,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,82.80%,77.90%,15.7,83.70%,97.20%,71.20%,81.00%
46,1549,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,93.30%,97.30%,11.9,97.80%,97.40%,86.70%,91.90%
46,2554,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,81.20%,74.80%,18.3,65.90%,95.90%,76.40%,86.90%
46,5331,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,93.80%,86.70%,13.1,98.00%,95.80%,87.10%,93.50%
46,5369,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,86.20%,75.80%,16.9,91.20%,98.00%,66.50%,83.60%
46,3465,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,91.80%,95.70%,12.2,98.00%,96.80%,83.60%,89.70%
46,5330,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,94.60%,98.70%,12.1,96.50%,97.90%,89.70%,95.20%
46,1598,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,92.80%,97.20%,11,95.40%,96.20%,88.00%,92.20%
46,1746,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202249,89.70%,89.70%,18.7,93.80%,92.50%,79.70%,89.80%
46,2482,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,85.70%,78.30%,17.6,90.50%,92.70%,72.50%,86.90%
46,2767,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,84.20%,70.80%,16.5,87.80%,96.60%,80.60%,74.10%
46,5428,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,92.80%,90.80%,12.6,97.20%,97.20%,86.80%,90.80%
46,2656,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,82.30%,75.70%,10.9,89.20%,94.80%,70.30%,76.40%
46,3596,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,91.70%,76.40%,11.7,96.70%,96.90%,82.80%,90.30%
46,824,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,82.50%,69.40%,15,89.60%,92.10%,69.00%,76.10%
46,831,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,76.90%,73.10%,18.1,95.50%,93.30%,52.00%,68.70%
46,835,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,85.90%,82.40%,14.7,96.50%,92.70%,79.60%,75.20%
46,850,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,87.20%,90.30%,17.2,90.90%,93.70%,79.40%,82.50%
46,3423,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,91.20%,92.80%,10.7,97.50%,96.00%,84.70%,85.30%
46,3731,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,89.00%,75.20%,16.9,95.80%,94.80%,84.70%,77.00%
46,3732,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,91.20%,86.70%,17.5,89.90%,92.60%,87.00%,95.70%
46,4201,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,75.70%,70.90%,13.4,80.20%,97.00%,50.80%,71.60%
46,3220,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,86.70%,69.20%,17,95.00%,98.70%,62.20%,86.90%
46,1015,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,88.70%,92.70%,14.6,93.70%,94.50%,73.90%,89.90%
41,106,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202249,71.10%,87.10%,8.2,68.00%,80.00%,76.20%,63.60%
41,120,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,92.30%,92.80%,11.4,93.10%,97.30%,90.30%,88.00%
41,335,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,66.80%,58.80%,18,74.20%,60.60%,50.40%,76.60%
41,410,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,77.00%,64.70%,19.3,86.70%,84.00%,71.10%,69.20%
41,677,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,88.70%,76.60%,14,96.60%,86.30%,84.90%,87.60%
41,308,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,93.60%,87.80%,10.8,96.80%,95.20%,81.20%,98.80%
41,657,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.10%,74.60%,14.7,98.60%,91.60%,71.10%,83.20%
41,668,,Scheduled Delivery Express,13,Executive Review,Recovering,Store Focus,202249,86.10%,75.60%,11,91.10%,81.80%,89.70%,80.80%
41,668,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,81.60%,75.60%,14,88.10%,84.70%,61.30%,85.40%
41,671,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,86.20%,90.20%,14.9,94.00%,81.40%,66.80%,93.20%
41,674,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,90.10%,81.10%,12.1,96.20%,89.40%,80.40%,90.70%
41,526,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,75.00%,72.30%,16.5,91.40%,73.10%,59.90%,73.80%
41,1053,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,91.50%,74.10%,20,94.40%,90.00%,87.50%,92.60%
41,1053,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,80.70%,75.50%,14.7,89.40%,74.60%,74.10%,81.30%
41,3294,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,75.00%,67.70%,22.1,92.20%,87.60%,75.50%,52.00%
41,4450,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,79.70%,68.20%,13.5,95.20%,84.00%,58.60%,78.30%
41,5418,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,69.50%,58.90%,22.1,79.40%,72.50%,48.30%,71.50%
41,7290,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.40%,91.60%,11.4,96.00%,79.70%,76.20%,85.60%
41,282,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,81.70%,66.90%,16.7,91.70%,68.10%,62.70%,90.90%
41,653,,Scheduled Delivery Express,12,Executive Review,Recovering,Store Focus,202249,93.70%,68.10%,12,91.30%,88.20%,100.00%,89.50%
41,653,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,77.30%,77.80%,17.5,86.60%,75.00%,66.70%,73.40%
41,655,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202249,89.30%,76.90%,19.6,81.80%,94.70%,93.50%,87.10%
41,3362,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202249,89.80%,79.70%,12.4,94.30%,90.50%,81.10%,92.40%
41,694,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,86.10%,78.50%,13.5,97.90%,79.90%,73.60%,85.20%
41,709,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,82.80%,73.30%,19.5,84.60%,94.90%,69.40%,86.40%
41,729,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,89.10%,86.80%,13,81.80%,83.30%,92.60%,95.70%
41,6931,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,91.00%,88.90%,10,95.30%,90.30%,84.70%,93.00%
41,711,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,84.40%,76.40%,15.9,96.30%,83.40%,63.60%,85.40%
41,1113,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,84.90%,82.30%,15.5,96.60%,58.40%,61.90%,84.50%
41,1247,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,67.10%,66.00%,13.1,78.90%,65.40%,17.90%,75.70%
41,1259,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,91.90%,87.80%,14.3,94.00%,85.70%,79.20%,94.70%
41,1505,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,88.50%,77.60%,11.7,90.80%,81.80%,74.20%,96.20%
41,702,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,84.30%,86.80%,13.9,90.80%,91.80%,66.40%,83.70%
41,1478,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,92.40%,88.80%,14.4,96.60%,89.80%,89.80%,89.90%
41,3894,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,85.50%,78.10%,16,95.70%,90.80%,64.60%,85.40%
41,519,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,89.30%,80.60%,11.1,90.10%,88.20%,88.90%,89.70%
41,571,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,88.60%,78.90%,16.5,97.40%,81.80%,82.60%,87.50%
41,571,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,80.60%,86.50%,15,86.30%,74.10%,69.30%,85.70%
41,720,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202249,73.10%,66.50%,14.7,88.30%,78.60%,47.70%,70.80%
41,1210,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,84.40%,73.60%,14.6,89.90%,87.80%,72.70%,86.00%
41,2628,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,83.60%,73.50%,12.3,86.90%,89.00%,75.20%,81.70%
19,1790,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,83.20%,82.90%,11.3,88.40%,70.10%,70.00%,91.60%
19,2631,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,84.00%,79.20%,13.5,93.20%,70.80%,69.50%,87.90%
19,2872,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,89.50%,93.70%,10.4,95.60%,81.60%,79.70%,95.20%
19,2912,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,86.80%,79.50%,16.5,96.20%,91.10%,54.10%,92.20%
19,3336,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,71.60%,72.90%,23,91.70%,55.50%,42.90%,71.10%
19,3476,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,80.30%,79.20%,15.5,86.30%,68.30%,63.40%,90.00%
19,4383,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,71.40%,88.90%,21.8,83.80%,81.10%,52.40%,48.50%
19,5761,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,79.50%,82.40%,13.9,91.60%,67.10%,68.30%,82.50%
19,5842,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,84.90%,88.60%,16.8,96.70%,80.10%,52.70%,94.50%
19,1923,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,75.20%,87.30%,7.5,90.30%,49.40%,52.90%,92.10%
19,2493,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,74.10%,84.90%,8.6,96.10%,41.10%,37.00%,83.20%
19,3328,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,74.50%,80.10%,12.4,88.00%,78.30%,43.30%,82.20%
19,3876,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202249,85.70%,74.20%,11.3,92.20%,82.60%,72.90%,86.80%
19,5386,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,76.80%,95.20%,11.2,83.20%,71.60%,67.10%,82.10%
19,2010,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202249,75.10%,58.60%,18.3,85.30%,69.80%,40.70%,91.10%
19,2061,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202249,81.30%,80.20%,8.9,94.80%,76.90%,60.30%,86.80%
19,2678,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,68.60%,71.30%,18.5,96.30%,90.80%,38.30%,46.40%
19,2680,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202249,83.70%,77.20%,9.2,91.40%,77.50%,71.30%,89.20%
19,3436,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,86.80%,86.70%,8.8,100.00%,85.10%,70.40%,80.20%
19,5065,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,82.20%,85.70%,6.8,91.30%,78.30%,64.60%,81.00%
19,5280,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,64.80%,88.00%,11.7,88.60%,62.50%,26.40%,72.20%
19,1809,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202249,90.60%,96.20%,11.5,95.00%,88.50%,82.00%,96.00%
19,2080,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,72.50%,78.40%,12.3,94.80%,63.70%,37.00%,73.10%
19,5160,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,75.00%,83.80%,17.7,92.40%,58.40%,46.10%,79.70%
19,5411,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,91.90%,83.70%,8.6,95.80%,98.20%,72.30%,97.10%
19,5472,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,84.40%,96.60%,13,86.90%,83.50%,83.80%,82.50%
19,1423,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,90.00%,76.20%,10,100.00%,86.00%,79.10%,89.60%
19,1733,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,93.00%,91.80%,10,98.10%,88.80%,88.40%,95.90%
19,1754,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,78.90%,65.90%,10.7,97.30%,80.20%,59.70%,77.70%
19,2618,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,73.50%,76.00%,19.2,83.50%,64.90%,57.50%,84.00%
19,2867,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,72.50%,83.60%,14.2,88.90%,66.30%,55.80%,75.70%
19,2869,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,72.50%,72.00%,17.7,94.60%,63.50%,45.50%,74.10%
19,4540,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,76.80%,84.00%,9.4,86.80%,65.60%,70.80%,82.20%
19,5048,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,88.20%,86.60%,10.2,96.80%,87.20%,71.20%,86.90%
19,5893,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,74.40%,79.80%,15.3,92.60%,66.20%,59.20%,76.60%
19,1432,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,85.60%,81.30%,11.8,90.20%,87.50%,55.60%,87.80%
19,2644,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.20%,80.40%,9.2,91.60%,85.00%,71.80%,95.30%
19,2354,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,83.20%,90.40%,11.4,86.40%,71.60%,66.50%,94.70%
19,2693,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,81.50%,78.60%,17.7,93.90%,63.90%,37.00%,95.50%
19,3726,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202249,75.40%,54.60%,17.7,85.30%,50.50%,70.60%,74.70%
19,4243,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,80.40%,82.60%,14.5,94.20%,68.80%,56.90%,87.50%
