Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
243,1180,2,YES,MOVE EXISTING,4,WK 37,120
243,1476,1,YES,MOVE EXISTING,4,WK 37,140
243,2691,2,YES,MOVE EXISTING,4,WK 37,120
243,5417,1,YES,HIRE,4,WK 37,140
243,7087,3,NO,-,4,WK 37,80
249,884,2,YES,HIRE,4,WK 37,120
249,1141,2,YES,HIRE,4,WK 37,120
249,1459,2,YES,MOVE EXISTING,4,WK 37,120
249,1580,2,YES,MOVE EXISTING,4,WK 37,120
249,2787,2,YES,MOVE EXISTING,4,WK 37,120
249,3435,2,YES,HIRE,4,WK 37,120
249,3529,2,YES,MOVE EXISTING,4,WK 37,120
249,5443,1,YES,MOVE EXISTING,4,WK 37,140
249,5483,3,NO,-,4,WK 37,80
251,828,1,YES,MOVE EXISTING,4,WK 37,140
251,902,3,NO,-,4,WK 37,80
251,995,2,YES,MOVE EXISTING,4,WK 37,120
251,996,3,NO,-,3,WK 37,80
251,1013,3,NO,-,3,WK 37,80
251,1310,2,YES,MOVE EXISTING,4,WK 37,120
251,1356,2,YES,HIRE,4,WK 37,120
251,1629,3,NO,-,3,WK 37,80
251,1991,2,YES,MOVE EXISTING,4,WK 37,120
251,4235,2,YES,HIRE,4,WK 37,120
251,4417,2,YES,MOVE EXISTING,4,WK 37,120
253,143,3,NO,-,4,WK 37,80
253,204,3,NO,-,4,WK 37,80
253,282,2,YES,HIRE,4,WK 37,120
253,294,3,NO,-,4,WK 37,80
253,430,3,NO,-,4,WK 37,80
253,431,2,YES,HIRE,4,WK 37,120
253,491,2,YES,MOVE EXISTING,4,WK 37,120
253,653,1,YES,MOVE EXISTING,4,WK 37,140
253,655,2,YES,HIRE,4,WK 37,120
253,736,3,NO,-,4,WK 37,80
253,3362,2,YES,HIRE,4,WK 37,120
254,257,3,NO,-,3,WK 37,80
254,299,1,YES,MOVE EXISTING,4,WK 37,140
254,333,3,NO,-,4,WK 37,80
254,694,2,YES,MOVE EXISTING,4,WK 37,120
254,701,2,YES,HIRE,4,WK 37,120
254,1263,2,YES,MOVE EXISTING,4,WK 37,120
254,1341,2,YES,MOVE EXISTING,4,WK 37,120
254,1676,3,NO,-,4,WK 37,80
254,3363,2,YES,MOVE EXISTING,4,WK 37,120
254,5236,2,YES,MOVE EXISTING,4,WK 37,120
254,5728,2,YES,MOVE EXISTING,4,WK 37,120
256,445,2,YES,MOVE EXISTING,4,WK 37,120
256,589,2,YES,MOVE EXISTING,4,WK 37,120
256,709,1,YES,MOVE EXISTING,4,WK 37,140
256,729,2,YES,MOVE EXISTING,4,WK 37,120
256,760,3,NO,-,2,WK 37,80
256,1165,2,YES,HIRE,4,WK 37,120
256,1170,2,YES,MOVE EXISTING,4,WK 37,120
256,1675,3,NO,-,3,WK 37,80
256,4118,2,YES,MOVE EXISTING,4,WK 37,120
256,6931,2,YES,MOVE EXISTING,4,WK 37,120
257,569,3,NO,-,4,WK 37,80
257,665,2,YES,HIRE,4,WK 37,120
257,689,1,YES,MOVE EXISTING,4,WK 37,140
257,711,1,YES,MOVE EXISTING,4,WK 37,140
257,719,1,YES,MOVE EXISTING,4,WK 37,140
257,825,3,NO,-,3,WK 37,80
257,1048,3,NO,-,4,WK 37,80
257,1190,2,YES,MOVE EXISTING,4,WK 37,120
257,1234,3,NO,-,4,WK 37,80
257,2654,3,NO,-,3,WK 37,80
260,507,3,NO,-,4,WK 37,80
260,519,3,NO,-,3,WK 37,80
260,571,2,YES,MOVE EXISTING,4,WK 37,120
260,584,2,YES,HIRE,4,WK 37,120
260,692,2,YES,MOVE EXISTING,4,WK 37,120
260,720,2,YES,HIRE,4,WK 37,120
260,1210,2,YES,HIRE,4,WK 37,120
260,2628,1,YES,MOVE EXISTING,4,WK 37,140
260,2783,2,YES,MOVE EXISTING,4,WK 37,120
260,3894,1,YES,MOVE EXISTING,4,WK 37,140
271,196,3,NO,-,4,WK 37,80
271,216,1,YES,MOVE EXISTING,4,WK 37,140
271,222,3,NO,-,4,WK 37,80
271,233,3,NO,-,3,WK 37,80
271,237,2,YES,MOVE EXISTING,4,WK 37,120
271,252,3,NO,-,3,WK 37,80
271,262,3,NO,-,4,WK 37,80
271,302,3,NO,-,3,WK 37,80
271,352,3,NO,-,3,WK 37,80
271,596,3,NO,-,2,WK 37,80
271,833,3,NO,-,3,WK 37,80
482,923,2,YES,HIRE,4,WK 37,120
482,1275,3,NO,-,4,WK 37,80
482,1518,2,YES,MOVE EXISTING,4,WK 37,120
482,1557,2,YES,MOVE EXISTING,4,WK 37,120
482,1601,3,NO,-,4,WK 37,80
482,1655,2,YES,HIRE,4,WK 37,120
482,2786,1,YES,MOVE EXISTING,4,WK 37,140
482,2788,2,YES,HIRE,4,WK 37,120
482,3781,1,YES,MOVE EXISTING,4,WK 37,140
482,6476,3,NO,-,4,WK 37,80
196,1542,2,YES,HIRE,4,WK 37,120
196,1936,2,YES,MOVE EXISTING,4,WK 37,120
196,2079,2,YES,HIRE,4,WK 37,120
196,2100,3,NO,-,4,WK 37,80
196,2338,2,YES,MOVE EXISTING,4,WK 37,120
196,2358,3,NO,-,4,WK 37,80
196,2417,3,NO,-,4,WK 37,80
196,2434,2,YES,MOVE EXISTING,4,WK 37,120
196,2522,2,YES,HIRE,4,WK 37,120
196,2545,3,NO,-,4,WK 37,80
263,802,3,NO,-,4,WK 37,80
263,933,3,NO,-,3,WK 37,80
263,958,2,YES,MOVE EXISTING,4,WK 37,120
263,1490,2,YES,MOVE EXISTING,4,WK 37,120
263,1740,2,YES,MOVE EXISTING,4,WK 37,120
263,1955,2,YES,MOVE EXISTING,4,WK 37,120
263,2532,2,YES,HIRE,4,WK 37,120
263,3837,3,NO,-,4,WK 37,80
263,5044,3,NO,-,3,WK 37,80
263,5398,3,NO,-,4,WK 37,80
425,882,3,NO,-,4,WK 37,80
425,913,2,YES,HIRE,4,WK 37,120
425,982,3,NO,-,3,WK 37,80
425,1020,3,NO,-,4,WK 37,80
425,1038,3,NO,-,3,WK 37,80
425,1657,3,NO,-,4,WK 37,80
425,1971,2,YES,HIRE,4,WK 37,120
425,2812,2,YES,MOVE EXISTING,4,WK 37,120
425,3534,3,NO,-,4,WK 37,80
425,4257,2,YES,MOVE EXISTING,4,WK 37,120
435,1167,2,YES,MOVE EXISTING,4,WK 37,120
435,1394,2,YES,MOVE EXISTING,4,WK 37,120
435,1551,2,YES,MOVE EXISTING,4,WK 37,120
435,1571,3,NO,-,4,WK 37,80
435,2668,2,YES,MOVE EXISTING,4,WK 37,120
435,2828,2,YES,MOVE EXISTING,4,WK 37,120
435,3488,3,NO,-,4,WK 37,80
435,4677,3,NO,-,3,WK 37,80
435,5667,3,NO,-,3,WK 37,80
435,5668,3,NO,-,3,WK 37,80
436,1365,3,NO,-,3,WK 37,80
436,1446,2,YES,MOVE EXISTING,4,WK 37,120
436,1672,3,NO,-,3,WK 37,80
436,1819,2,YES,MOVE EXISTING,4,WK 37,120
436,2192,3,NO,-,4,WK 37,80
436,2421,3,NO,-,4,WK 37,80
436,3245,3,NO,-,3,WK 37,80
436,4281,3,NO,-,3,WK 37,80
436,5432,3,NO,-,4,WK 37,80
436,5444,3,NO,-,3,WK 37,80
438,847,3,NO,-,3,WK 37,80
438,965,3,NO,-,4,WK 37,80
438,971,3,NO,-,3,WK 37,80
438,979,3,NO,-,3,WK 37,80
438,1007,3,NO,-,4,WK 37,80
438,1277,3,NO,-,3,WK 37,80
438,1669,2,YES,MOVE EXISTING,4,WK 37,120
438,1679,2,YES,MOVE EXISTING,4,WK 37,120
438,5127,3,NO,-,4,WK 37,80
438,5373,2,YES,MOVE EXISTING,4,WK 37,120
438,5397,2,YES,MOVE EXISTING,4,WK 37,120
439,1202,2,YES,MOVE EXISTING,4,WK 37,120
439,1316,3,NO,-,3,WK 37,80
439,1430,2,YES,MOVE EXISTING,4,WK 37,120
439,1449,2,YES,HIRE,4,WK 37,120
439,1471,3,NO,-,3,WK 37,80
439,1727,3,NO,-,3,WK 37,80
439,1828,2,YES,MOVE EXISTING,4,WK 37,120
439,1982,2,YES,MOVE EXISTING,4,WK 37,120
439,2509,3,NO,-,3,WK 37,80
439,2958,2,YES,MOVE EXISTING,4,WK 37,120
439,2986,3,NO,-,4,WK 37,80
441,1138,2,YES,HIRE,4,WK 37,120
441,1176,3,NO,-,4,WK 37,80
441,1267,3,NO,-,4,WK 37,80
441,1274,3,NO,-,3,WK 37,80
441,1305,2,YES,HIRE,4,WK 37,120
441,1396,2,YES,MOVE EXISTING,4,WK 37,120
441,1799,3,NO,-,4,WK 37,80
441,2335,2,YES,MOVE EXISTING,4,WK 37,120
441,3505,2,YES,HIRE,4,WK 37,120
441,3857,2,YES,MOVE EXISTING,4,WK 37,120
442,910,3,NO,-,4,WK 37,80
442,1515,2,YES,MOVE EXISTING,4,WK 37,120
442,1635,3,NO,-,4,WK 37,80
442,1678,3,NO,-,3,WK 37,80
442,1776,3,NO,-,4,WK 37,80
442,3247,3,NO,-,4,WK 37,80
442,3322,3,NO,-,3,WK 37,80
442,3499,3,NO,-,4,WK 37,80
442,5438,3,NO,-,4,WK 37,80
442,5669,2,YES,MOVE EXISTING,4,WK 37,120
444,1012,2,YES,MOVE EXISTING,4,WK 37,120
444,1276,3,NO,-,4,WK 37,80
444,1643,2,YES,MOVE EXISTING,4,WK 37,120
444,1650,3,NO,-,3,WK 37,80
444,2452,2,YES,MOVE EXISTING,4,WK 37,120
444,2658,2,YES,HIRE,4,WK 37,120
444,3324,3,NO,-,4,WK 37,80
444,3497,3,NO,-,4,WK 37,80
444,5463,3,NO,-,4,WK 37,80
444,6394,3,NO,-,4,WK 37,80
18,515,2,YES,HIRE,4,WK 37,120
18,1070,2,YES,MOVE EXISTING,4,WK 37,120
18,1122,2,YES,MOVE EXISTING,4,WK 37,120
18,1403,2,YES,MOVE EXISTING,4,WK 37,120
18,2513,3,NO,-,4,WK 37,80
18,2753,3,NO,-,4,WK 37,80
18,3485,2,YES,MOVE EXISTING,4,WK 37,120
18,3874,2,YES,MOVE EXISTING,4,WK 37,120
18,4616,2,YES,HIRE,4,WK 37,120
18,5786,3,NO,-,4,WK 37,80
18,5812,3,NO,-,4,WK 37,80
18,7185,3,NO,-,4,WK 37,80
19,594,2,YES,MOVE EXISTING,4,WK 37,120
19,745,2,YES,HIRE,4,WK 37,120
19,787,2,YES,MOVE EXISTING,4,WK 37,120
19,3201,2,YES,HIRE,4,WK 37,120
19,3402,2,YES,MOVE EXISTING,4,WK 37,120
19,3609,2,YES,HIRE,4,WK 37,120
19,5709,2,YES,HIRE,4,WK 37,120
20,855,2,YES,MOVE EXISTING,4,WK 37,120
20,1047,1,YES,MOVE EXISTING,4,WK 37,140
20,3118,2,YES,HIRE,4,WK 37,120
20,3401,2,YES,MOVE EXISTING,4,WK 37,120
20,3709,2,YES,MOVE EXISTING,4,WK 37,120
20,3710,2,YES,MOVE EXISTING,4,WK 37,120
20,6998,2,YES,MOVE EXISTING,4,WK 37,120
21,3,2,YES,MOVE EXISTING,4,WK 37,120
21,510,1,YES,MOVE EXISTING,4,WK 37,140
21,520,2,YES,MOVE EXISTING,4,WK 37,120
21,780,2,YES,MOVE EXISTING,4,WK 37,120
21,1111,2,YES,HIRE,4,WK 37,120
21,1121,2,YES,MOVE EXISTING,4,WK 37,120
21,1363,2,YES,HIRE,4,WK 37,120
21,1400,1,YES,MOVE EXISTING,4,WK 37,140
21,1701,3,NO,-,3,WK 37,80
21,2811,1,YES,HIRE,4,WK 37,140
21,3627,2,YES,HIRE,4,WK 37,120
21,5482,3,NO,-,3,WK 37,80
22,615,1,YES,MOVE EXISTING,4,WK 37,140
22,722,1,YES,MOVE EXISTING,4,WK 37,140
22,727,3,NO,-,4,WK 37,80
22,856,2,YES,HIRE,4,WK 37,120
22,1488,1,YES,MOVE EXISTING,4,WK 37,140
22,2732,2,YES,HIRE,4,WK 37,120
22,3205,2,YES,MOVE EXISTING,4,WK 37,120
22,3741,2,YES,MOVE EXISTING,4,WK 37,120
22,4409,3,NO,-,4,WK 37,80
23,1184,2,YES,HIRE,4,WK 37,120
23,1373,1,YES,MOVE EXISTING,4,WK 37,140
23,1720,2,YES,MOVE EXISTING,4,WK 37,120
23,2584,3,NO,-,3,WK 37,80
23,3067,2,YES,HIRE,4,WK 37,120
23,3188,2,YES,MOVE EXISTING,4,WK 37,120
23,3621,1,YES,MOVE EXISTING,4,WK 37,140
24,518,2,YES,HIRE,4,WK 37,120
24,878,2,YES,MOVE EXISTING,4,WK 37,120
24,1314,2,YES,MOVE EXISTING,4,WK 37,120
24,1578,2,YES,MOVE EXISTING,4,WK 37,120
24,1766,3,NO,-,3,WK 37,80
24,2154,1,YES,MOVE EXISTING,4,WK 37,140
24,2941,2,YES,HIRE,4,WK 37,120
24,3462,2,YES,HIRE,4,WK 37,120
24,4185,3,NO,-,4,WK 37,80
24,4436,3,NO,-,3,WK 37,80
24,5814,2,YES,HIRE,4,WK 37,120
25,459,1,YES,MOVE EXISTING,4,WK 37,140
25,548,2,YES,HIRE,4,WK 37,120
25,1340,2,YES,MOVE EXISTING,4,WK 37,120
25,2475,2,YES,HIRE,4,WK 37,120
25,3388,2,YES,HIRE,4,WK 37,120
25,3389,2,YES,HIRE,4,WK 37,120
25,3786,2,YES,MOVE EXISTING,4,WK 37,120
25,4472,3,NO,-,4,WK 37,80
25,4558,2,YES,HIRE,4,WK 37,120
25,5252,2,YES,HIRE,4,WK 37,120
30,754,1,YES,MOVE EXISTING,4,WK 37,140
30,1024,2,YES,HIRE,4,WK 37,120
30,1143,3,NO,-,3,WK 37,80
30,1227,2,YES,MOVE EXISTING,4,WK 37,120
30,1293,2,YES,MOVE EXISTING,4,WK 37,120
30,1658,3,NO,-,4,WK 37,80
30,2754,3,NO,-,3,WK 37,80
30,3570,2,YES,MOVE EXISTING,4,WK 37,120
30,4144,2,YES,HIRE,4,WK 37,120
30,5735,2,YES,HIRE,4,WK 37,120
32,555,2,YES,MOVE EXISTING,4,WK 37,120
32,758,2,YES,MOVE EXISTING,4,WK 37,120
32,907,3,NO,-,3,WK 37,80
32,1076,2,YES,MOVE EXISTING,4,WK 37,120
32,1153,2,YES,MOVE EXISTING,4,WK 37,120
32,1367,1,YES,MOVE EXISTING,4,WK 37,140
32,2733,2,YES,HIRE,4,WK 37,120
32,2890,2,YES,MOVE EXISTING,4,WK 37,120
32,3750,2,YES,MOVE EXISTING,4,WK 37,120
32,7246,3,NO,-,3,WK 37,80
27,588,1,YES,MOVE EXISTING,4,WK 37,140
27,843,3,NO,-,3,WK 37,80
27,889,2,YES,HIRE,4,WK 37,120
27,899,1,YES,MOVE EXISTING,4,WK 37,140
27,952,2,YES,HIRE,4,WK 37,120
27,1006,2,YES,HIRE,4,WK 37,120
27,1072,1,YES,MOVE EXISTING,4,WK 37,140
27,2615,2,YES,MOVE EXISTING,4,WK 37,120
27,5797,3,NO,-,3,WK 37,80
27,7194,3,NO,-,3,WK 37,80
27,7245,3,NO,-,3,WK 37,80
28,556,2,YES,MOVE EXISTING,4,WK 37,120
28,593,2,YES,MOVE EXISTING,4,WK 37,120
28,639,1,YES,MOVE EXISTING,4,WK 37,140
28,686,3,NO,-,4,WK 37,80
28,836,2,YES,MOVE EXISTING,4,WK 37,120
28,862,1,YES,HIRE,4,WK 37,140
28,864,1,YES,MOVE EXISTING,4,WK 37,140
28,1018,3,NO,-,3,WK 37,80
28,1061,3,NO,-,3,WK 37,80
28,2630,2,YES,HIRE,4,WK 37,120
28,5392,3,NO,-,3,WK 37,80
89,110,2,YES,HIRE,4,WK 37,120
89,705,1,YES,MOVE EXISTING,4,WK 37,140
89,706,1,YES,MOVE EXISTING,4,WK 37,140
89,713,3,NO,-,3,WK 37,80
89,800,2,YES,HIRE,4,WK 37,120
89,942,1,YES,MOVE EXISTING,4,WK 37,140
89,2695,1,YES,MOVE EXISTING,4,WK 37,140
89,5299,1,YES,MOVE EXISTING,4,WK 37,140
93,538,2,YES,HIRE,4,WK 37,120
93,551,1,YES,MOVE EXISTING,4,WK 37,140
93,697,1,YES,MOVE EXISTING,4,WK 37,140
93,960,2,YES,HIRE,4,WK 37,120
93,1081,1,YES,MOVE EXISTING,4,WK 37,140
93,1283,2,YES,HIRE,4,WK 37,120
93,1297,2,YES,HIRE,4,WK 37,120
93,1847,1,YES,MOVE EXISTING,4,WK 37,140
93,3877,3,NO,-,4,WK 37,80
93,4368,2,YES,HIRE,4,WK 37,120
93,5326,1,YES,HIRE,4,WK 37,140
94,563,1,YES,MOVE EXISTING,4,WK 37,140
94,579,1,YES,MOVE EXISTING,4,WK 37,140
94,582,2,YES,HIRE,4,WK 37,120
94,613,2,YES,MOVE EXISTING,4,WK 37,120
94,857,2,YES,MOVE EXISTING,4,WK 37,120
94,860,2,YES,HIRE,4,WK 37,120
94,1079,2,YES,MOVE EXISTING,4,WK 37,120
94,1182,1,YES,MOVE EXISTING,4,WK 37,140
94,1391,2,YES,MOVE EXISTING,4,WK 37,120
94,3207,2,YES,HIRE,4,WK 37,120
94,3310,2,YES,HIRE,4,WK 37,120
95,959,3,NO,-,4,WK 37,80
95,1029,3,NO,-,3,WK 37,80
95,1104,2,YES,MOVE EXISTING,4,WK 37,120
95,1213,1,YES,HIRE,4,WK 37,140
95,2843,2,YES,HIRE,4,WK 37,120
95,3526,2,YES,HIRE,4,WK 37,120
95,4262,1,YES,MOVE EXISTING,4,WK 37,140
95,5772,2,YES,HIRE,4,WK 37,120
101,767,1,YES,MOVE EXISTING,4,WK 37,140
101,1083,1,YES,MOVE EXISTING,4,WK 37,140
101,1090,2,YES,MOVE EXISTING,4,WK 37,120
101,1205,2,YES,HIRE,4,WK 37,120
101,1219,2,YES,MOVE EXISTING,4,WK 37,120
101,1225,2,YES,HIRE,4,WK 37,120
101,2626,2,YES,HIRE,4,WK 37,120
101,2920,2,YES,HIRE,4,WK 37,120
101,3308,1,YES,MOVE EXISTING,4,WK 37,140
101,6978,2,YES,MOVE EXISTING,4,WK 37,120
104,967,2,YES,MOVE EXISTING,4,WK 37,120
104,988,2,YES,MOVE EXISTING,4,WK 37,120
104,994,1,YES,MOVE EXISTING,4,WK 37,140
104,1085,1,YES,HIRE,4,WK 37,140
104,2740,2,YES,MOVE EXISTING,4,WK 37,120
104,3415,3,NO,-,3,WK 37,80
104,3418,1,YES,MOVE EXISTING,4,WK 37,140
104,5266,2,YES,HIRE,4,WK 37,120
111,1390,1,YES,MOVE EXISTING,4,WK 37,140
111,1513,3,NO,-,4,WK 37,80
111,1536,1,YES,MOVE EXISTING,4,WK 37,140
111,1712,2,YES,HIRE,4,WK 37,120
111,2081,2,YES,MOVE EXISTING,4,WK 37,120
111,2796,2,YES,MOVE EXISTING,4,WK 37,120
111,3372,2,YES,HIRE,4,WK 37,120
111,4690,3,NO,-,4,WK 37,80
111,5218,2,YES,MOVE EXISTING,4,WK 37,120
112,925,2,YES,HIRE,4,WK 37,120
112,1482,2,YES,HIRE,4,WK 37,120
112,1501,3,NO,-,3,WK 37,80
112,1960,1,YES,MOVE EXISTING,4,WK 37,140
112,2627,2,YES,MOVE EXISTING,4,WK 37,120
112,3197,2,YES,HIRE,4,WK 37,120
112,4681,3,NO,-,4,WK 37,80
112,5036,2,YES,HIRE,4,WK 37,120
112,5220,2,YES,MOVE EXISTING,4,WK 37,120
112,5964,2,YES,MOVE EXISTING,4,WK 37,120
114,547,1,YES,MOVE EXISTING,4,WK 37,140
114,779,2,YES,HIRE,4,WK 37,120
114,941,2,YES,MOVE EXISTING,4,WK 37,120
114,1203,1,YES,MOVE EXISTING,4,WK 37,140
114,1245,1,YES,MOVE EXISTING,4,WK 37,140
114,2229,3,NO,-,#VALUE!,WK 37,120
114,2387,1,YES,MOVE EXISTING,4,WK 37,140
114,3463,2,YES,MOVE EXISTING,4,WK 37,120
114,5300,1,YES,MOVE EXISTING,4,WK 37,140
4,105,2,YES,MOVE EXISTING,4,WK 37,120
4,114,3,NO,-,4,WK 37,80
4,118,3,NO,-,4,WK 37,80
4,153,3,NO,-,4,WK 37,80
4,164,2,YES,MOVE EXISTING,4,WK 37,120
4,176,3,NO,-,3,WK 37,80
4,258,2,YES,MOVE EXISTING,4,WK 37,120
4,273,3,NO,-,3,WK 37,80
4,274,3,NO,-,2,WK 37,80
4,303,3,NO,-,3,WK 37,80
4,391,2,YES,MOVE EXISTING,4,WK 37,120
11,287,2,YES,MOVE EXISTING,4,WK 37,120
11,362,3,NO,-,3,WK 37,80
11,425,3,NO,-,3,WK 37,80
11,715,1,YES,MOVE EXISTING,4,WK 37,140
11,731,3,NO,-,4,WK 37,80
11,764,2,YES,MOVE EXISTING,4,WK 37,120
11,1052,3,NO,-,3,WK 37,80
11,2306,2,YES,MOVE EXISTING,4,WK 37,120
136,155,3,NO,-,4,WK 37,80
136,182,2,YES,MOVE EXISTING,4,WK 37,120
136,347,3,NO,-,3,WK 37,80
136,699,2,YES,MOVE EXISTING,4,WK 37,120
136,707,3,NO,-,3,WK 37,80
136,716,3,NO,-,4,WK 37,80
136,1074,2,YES,MOVE EXISTING,4,WK 37,120
136,1468,2,YES,HIRE,4,WK 37,120
136,1530,2,YES,HIRE,4,WK 37,120
137,394,3,NO,-,4,WK 37,80
137,403,3,NO,-,4,WK 37,80
137,409,3,NO,-,3,WK 37,80
137,660,2,YES,MOVE EXISTING,4,WK 37,120
137,661,1,YES,MOVE EXISTING,4,WK 37,140
137,662,2,YES,MOVE EXISTING,4,WK 37,120
137,766,1,YES,MOVE EXISTING,4,WK 37,140
137,1100,3,NO,-,3,WK 37,80
137,1124,3,NO,-,4,WK 37,80
137,2690,2,YES,MOVE EXISTING,4,WK 37,120
137,4187,3,NO,-,4,WK 37,80
137,5703,2,YES,MOVE EXISTING,4,WK 37,120
138,112,2,YES,MOVE EXISTING,4,WK 37,120
138,115,3,NO,-,3,WK 37,80
138,183,3,NO,-,3,WK 37,80
138,205,2,YES,MOVE EXISTING,4,WK 37,120
138,239,3,NO,-,3,WK 37,80
138,305,3,NO,-,3,WK 37,80
138,411,3,NO,-,2,WK 37,80
138,495,2,YES,MOVE EXISTING,4,WK 37,120
138,981,1,YES,MOVE EXISTING,4,WK 37,140
138,1059,3,NO,-,4,WK 37,80
138,1069,3,NO,-,3,WK 37,80
138,1271,3,NO,-,4,WK 37,80
140,365,2,YES,MOVE EXISTING,4,WK 37,120
140,708,2,YES,MOVE EXISTING,4,WK 37,120
140,875,2,YES,MOVE EXISTING,4,WK 37,120
140,903,3,NO,-,3,WK 37,80
140,1710,2,YES,HIRE,4,WK 37,120
140,2720,2,YES,MOVE EXISTING,4,WK 37,120
140,2755,2,YES,HIRE,4,WK 37,120
140,2939,3,NO,-,4,WK 37,80
140,3059,3,NO,-,3,WK 37,80
140,3060,3,NO,-,3,WK 37,80
140,6469,3,NO,-,4,WK 37,80
144,175,2,YES,MOVE EXISTING,4,WK 37,120
144,848,1,YES,MOVE EXISTING,4,WK 37,140
144,1248,2,YES,MOVE EXISTING,4,WK 37,120
144,2846,2,YES,MOVE EXISTING,4,WK 37,120
144,5196,2,YES,MOVE EXISTING,4,WK 37,120
144,5419,3,NO,-,4,WK 37,80
144,6964,2,YES,MOVE EXISTING,4,WK 37,120
145,94,2,YES,MOVE EXISTING,4,WK 37,120
145,950,2,YES,MOVE EXISTING,4,WK 37,120
145,1561,2,YES,HIRE,4,WK 37,120
145,2322,2,YES,MOVE EXISTING,4,WK 37,120
145,4533,3,NO,-,4,WK 37,80
145,6807,2,YES,MOVE EXISTING,4,WK 37,120
147,161,3,NO,-,3,WK 37,80
147,218,3,NO,-,3,WK 37,80
147,238,3,NO,-,4,WK 37,80
147,268,2,YES,MOVE EXISTING,4,WK 37,120
147,393,2,YES,MOVE EXISTING,4,WK 37,120
147,466,3,NO,-,3,WK 37,80
147,683,2,YES,MOVE EXISTING,4,WK 37,120
147,684,2,YES,MOVE EXISTING,4,WK 37,120
147,738,3,NO,-,3,WK 37,80
147,1115,3,NO,-,3,WK 37,80
329,36,2,YES,MOVE EXISTING,4,WK 37,120
329,45,1,YES,MOVE EXISTING,4,WK 37,140
329,62,2,YES,HIRE,4,WK 37,120
329,68,3,NO,-,3,WK 37,80
329,70,1,YES,MOVE EXISTING,4,WK 37,140
329,74,3,NO,-,3,WK 37,80
329,91,3,NO,-,3,WK 37,80
329,128,2,YES,HIRE,4,WK 37,120
329,190,3,NO,-,4,WK 37,80
329,229,3,NO,-,3,WK 37,80
329,453,3,NO,-,2,WK 37,80
5,306,3,NO,-,4,WK 37,80
5,314,3,NO,-,4,WK 37,80
5,332,2,YES,MOVE EXISTING,4,WK 37,120
5,375,2,YES,MOVE EXISTING,4,WK 37,120
5,433,2,YES,MOVE EXISTING,4,WK 37,120
5,434,2,YES,HIRE,4,WK 37,120
5,681,2,YES,MOVE EXISTING,4,WK 37,120
5,712,2,YES,MOVE EXISTING,4,WK 37,120
5,5197,3,NO,-,4,WK 37,80
5,6878,2,YES,HIRE,4,WK 37,120
5,7324,3,NO,-,4,WK 37,80
119,477,3,NO,-,4,WK 37,80
119,619,3,NO,-,4,WK 37,80
119,663,2,YES,HIRE,4,WK 37,120
119,698,2,YES,MOVE EXISTING,4,WK 37,120
119,1469,2,YES,MOVE EXISTING,4,WK 37,120
119,1606,2,YES,MOVE EXISTING,4,WK 37,120
119,3659,2,YES,MOVE EXISTING,4,WK 37,120
119,3835,2,YES,MOVE EXISTING,4,WK 37,120
119,4226,3,NO,-,3,WK 37,80
119,5251,2,YES,MOVE EXISTING,4,WK 37,120
119,5263,2,YES,MOVE EXISTING,4,WK 37,120
120,658,2,YES,HIRE,4,WK 37,120
120,669,2,YES,MOVE EXISTING,4,WK 37,120
120,756,3,NO,-,3,WK 37,80
120,1089,2,YES,HIRE,4,WK 37,120
120,1215,2,YES,MOVE EXISTING,4,WK 37,120
120,1458,1,YES,MOVE EXISTING,4,WK 37,140
120,2988,3,NO,-,4,WK 37,80
120,3660,2,YES,HIRE,4,WK 37,120
120,5151,2,YES,MOVE EXISTING,4,WK 37,120
120,5173,2,YES,MOVE EXISTING,4,WK 37,120
121,366,2,YES,MOVE EXISTING,4,WK 37,120
121,583,3,NO,-,4,WK 37,80
121,587,3,NO,-,4,WK 37,80
121,657,2,YES,MOVE EXISTING,4,WK 37,120
121,676,2,YES,HIRE,4,WK 37,120
121,687,1,YES,MOVE EXISTING,4,WK 37,140
121,741,2,YES,MOVE EXISTING,4,WK 37,120
121,1194,1,YES,MOVE EXISTING,4,WK 37,140
121,1467,3,NO,-,3,WK 37,80
121,4166,3,NO,-,3,WK 37,80
121,5175,2,YES,MOVE EXISTING,4,WK 37,120
122,672,1,YES,MOVE EXISTING,4,WK 37,140
122,1318,2,YES,MOVE EXISTING,4,WK 37,120
122,1319,2,YES,MOVE EXISTING,4,WK 37,120
122,1320,2,YES,MOVE EXISTING,4,WK 37,120
122,1466,2,YES,MOVE EXISTING,4,WK 37,120
122,2065,1,YES,MOVE EXISTING,4,WK 37,140
122,2310,2,YES,MOVE EXISTING,4,WK 37,120
122,2932,2,YES,HIRE,4,WK 37,120
122,4635,2,YES,MOVE EXISTING,4,WK 37,120
123,578,1,YES,MOVE EXISTING,4,WK 37,140
123,678,2,YES,HIRE,4,WK 37,120
123,680,2,YES,HIRE,4,WK 37,120
123,685,1,YES,MOVE EXISTING,4,WK 37,140
123,724,2,YES,HIRE,4,WK 37,120
123,1159,3,NO,-,3,WK 37,80
123,3234,3,NO,-,4,WK 37,80
123,4223,2,YES,MOVE EXISTING,4,WK 37,120
123,6370,2,YES,HIRE,4,WK 37,120
124,599,2,YES,MOVE EXISTING,4,WK 37,120
