Store #, Market #,Store Type, Volume Classification
1301,312,SUP,Medium
1302,311,SUP,Medium
1303,81,SUP,Medium
1304,247,SUP,Low
1305,441,SUP,Low
1306,387,SUP,Low
1307,262,SUP,Medium
1308,380,SUP,Medium
1309,312,SUP,Medium
1310,251,SUP,Medium
1311,16,SUP,Medium
1312,310,SUP,Medium
1313,77,SUP,Medium
1314,24,SUP,Medium
1315,381,SUP,Medium
1316,439,SUP,Low
1317,294,SUP,Medium
1318,122,SUP,Medium
1319,122,SUP,Medium
1320,122,SUP,Medium
1321,299,SUP,Medium
1322,308,SUP,Medium
1323,278,W/M,Medium
1324,366,SUP,Low
1325,366,W/M,Medium
1326,433,SUP,Low
1327,242,SUP,Low
1328,364,SUP,Low
1329,246,SUP,Low
1330,222,SUP,Medium
1331,239,SUP,Low
1332,426,SUP,Medium
1333,222,SUP,Low
1334,372,SUP,Low
1335,315,SUP,Low
1336,311,W/M,Low
1337,304,SUP,Medium
1338,16,SUP,Medium
1339,41,SUP,High
1340,25,SUP,Medium
1341,254,SUP,Medium
1342,128,SUP,Medium
1344,315,SUP,Medium
1345,314,SUP,Low
1346,143,SUP,Medium
1347,87,SUP,Medium
1348,300,SUP,Medium
1349,109,SUP,High
1350,315,SUP,High
1351,317,SUP,Medium
1352,300,SUP,Low
1353,128,SUP,High
1354,301,SUP,Low
1355,302,SUP,Medium
1356,251,SUP,Low
1357,387,SUP,Low
1358,33,SUP,Low
1359,36,SUP,Medium
1360,317,SUP,Low
1361,426,SUP,Low
1362,15,SUP,Medium
1363,21,SUP,Low
1364,365,SUP,Medium
1365,436,W/M,Low
1366,440,SUP,Medium
1367,32,SUP,Medium
1368,218,SUP,Low
1369,364,SUP,Low
1370,365,SUP,Medium
1371,580,SUP,Low
1372,299,SUP,Medium
1373,23,SUP,Medium
1374,91,W/M,Medium
1375,97,SUP,Low
1376,152,SUP,Medium
1377,270,SUP,Medium
1378,247,SUP,Medium
1379,301,SUP,Medium
1380,375,SUP,Low
1381,372,SUP,Medium
1382,39,SUP,Medium
1383,33,SUP,Low
1384,389,SUP,Low
1385,305,SUP,Medium
1386,262,SUP,Medium
1387,108,SUP,High
1388,248,SUP,Low
1389,414,SUP,Low
1390,111,SUP,Medium
1391,94,SUP,High
1392,300,SUP,Medium
1393,413,SUP,Low
1394,435,SUP,Medium
1395,272,SUP,Low
1396,441,SUP,Low
1397,384,SUP,Medium
1398,108,SUP,High
1399,314,SUP,Low
1400,21,SUP,Medium
1401,265,SUP,Medium
1403,18,SUP,Low
1404,269,SUP,Medium
1405,61,SUP,Low
1406,286,SUP,Medium
1407,221,SUP,Medium
1408,97,SUP,Medium
1409,65,SUP,Medium
1410,223,SUP,Medium
1411,366,SUP,Low
1412,381,SUP,Low
1413,270,SUP,Medium
1414,384,SUP,Low
1415,421,SUP,Medium
1416,207,SUP,Low
1417,364,SUP,Medium
1418,341,SUP,Medium
1419,248,SUP,Medium
1420,264,SUP,High
1421,278,SUP,Medium
1422,204,SUP,Low
1423,203,SUP,Low
1424,290,SUP,Medium
1425,247,SUP,Low
1426,259,SUP,Medium
1427,218,SUP,Low
1428,204,SUP,Low
1429,213,SUP,Medium
1430,439,SUP,Medium
1431,418,SUP,Low
1432,204,SUP,Low
1433,222,SUP,Low
1434,391,SUP,Medium
1435,413,,Low
1436,107,SUP,Medium
1437,406,SUP,Low
1438,405,SUP,Low
1439,405,SUP,Medium
1440,403,SUP,Medium
1441,221,SUP,Medium
1442,405,SUP,Low
1443,221,SUP,Medium
1444,98,SUP,Medium
1445,213,SUP,Low
1446,436,SUP,Low
1447,419,SUP,Medium
1448,213,SUP,Medium
1449,439,SUP,Low
1450,316,SUP,Low
1451,275,SUP,Low
1452,309,SUP,Medium
1453,440,SUP,Medium
1454,275,SUP,Low
1455,44,SUP,Medium
1456,381,SUP,Low
1457,381,SUP,Low
1458,120,SUP,High
1459,249,SUP,Medium
1460,433,SUP,Low
1461,381,SUP,Low
1462,7,SUP,Low
1463,223,SUP,Medium
1464,305,SUP,Medium
1465,314,SUP,Medium
1466,122,SUP,Low
1467,121,SUP,Low
1468,136,SUP,Low
1469,119,SUP,High
1470,421,SUP,Low
1472,423,SUP,Medium
1473,421,SUP,Low
1474,365,SUP,Medium
1475,418,SUP,Low
1476,243,SUP,Medium
1477,317,SUP,Low
1478,259,SUP,Medium
1479,238,SUP,Medium
1480,239,SUP,Low
1481,13,SUP,Medium
1482,112,W/M,Medium
1483,430,SUP,Low
1485,382,SUP,Low
1486,314,SUP,Low
1487,238,SUP,Medium
1488,22,SUP,Medium
1489,269,W/M,Medium
1490,263,SUP,Medium
1491,413,SUP,Low
1492,376,SUP,Medium
1493,14,SUP,Low
1494,78,SUP,Medium
1495,223,SUP,High
1496,415,SUP,Medium
1497,266,SUP,Medium
1498,298,SUP,Medium
1499,317,SUP,Low
1500,430,SUP,Low
1501,112,W/M,Medium
1502,301,SUP,Low
1503,223,SUP,Medium
1504,223,SUP,Medium
1505,258,SUP,Low
1506,415,SUP,Low
1507,409,SUP,Medium
1508,382,SUP,Low
1509,415,SUP,Low
1510,225,SUP,Medium
1511,553,SUP,Medium
1512,371,SUP,Medium
1513,111,SUP,Medium
1514,340,SUP,High
1515,442,SUP,Medium
1516,70,SUP,Low
1517,108,SUP,Medium
1518,482,SUP,Medium
1519,218,SUP,Low
1520,430,SUP,Low
1521,225,SUP,Medium
1522,320,SUP,Low
1523,290,SUP,Medium
1524,290,SUP,Medium
1525,287,SUP,Medium
1526,426,SUP,Low
1527,301,SUP,Medium
1528,415,SUP,Medium
1529,233,SUP,High
1530,136,SUP,Low
1531,270,SUP,Medium
1532,369,SUP,High
1533,369,SUP,Medium
1534,427,SUP,Medium
1535,430,SUP,Medium
1536,111,SUP,Medium
1537,234,W/M,Medium
1538,430,SUP,Low
1539,213,SUP,Medium
1540,201,SUP,Low
1541,107,SUP,Medium
1542,196,SUP,Low
1543,429,SUP,Low
1544,320,SUP,Medium
1545,412,SUP,Low
1546,426,SUP,Low
1547,246,SUP,Medium
1548,262,SUP,Low
1549,368,SUP,Medium
1550,388,W/M,Low
1551,435,SUP,High
1552,308,SUP,Medium
1553,264,SUP,Medium
1554,452,SUP,Medium
1555,463,SUP,Medium
1556,266,SUP,Medium
1557,482,SUP,Medium
1558,298,SUP,Medium
1559,394,W/M,Medium
1560,396,SUP,High
1561,145,SUP,Medium
1562,424,W/M,Medium
1563,448,SUP,Medium
1564,218,SUP,Medium
1565,382,SUP,Low
1566,247,SUP,Medium
1567,382,SUP,Low
1568,229,SUP,Medium
1569,259,SUP,Low
1570,248,SUP,Low
1571,435,SUP,Medium
1572,582,SUP,Low
1573,405,SUP,Low
1574,447,SUP,Medium
1575,457,SUP,Medium
1576,238,W/M,High
1577,424,SUP,Medium
1578,24,SUP,Medium
1579,296,SUP,Low
1580,249,SUP,Medium
1581,427,SUP,Medium
1583,449,W/M,Low
1584,396,SUP,High
1585,429,SUP,Low
1586,26,SUP,Medium
1587,450,W/M,Medium
1588,445,SUP,High
1589,108,SUP,Medium
1590,553,SUP,Medium
1591,234,SUP,Medium
1592,205,SUP,Low
1593,202,SUP,Low
1594,219,SUP,Medium
1595,217,SUP,Low
1596,265,SUP,Medium
1597,356,SUP,Medium
1598,370,SUP,Medium
1599,362,SUP,Medium
1600,447,SUP,Low
1601,482,SUP,Medium
1602,275,SUP,Medium
1603,39,SUP,Low
1604,429,SUP,Medium
1605,14,SUP,Medium
1606,119,SUP,High
1607,237,SUP,Medium
1608,457,SUP,Low
1609,419,SUP,Low
1610,195,W/M,High
1611,205,SUP,Low
1612,366,SUP,Medium
1613,308,SUP,High
1614,297,SUP,Medium
1615,452,W/M,Medium
1616,392,W/M,Low
1617,381,SUP,Low
1618,238,SUP,Medium
1619,192,SUP,Medium
1620,14,SUP,Low
1621,418,,Low
1622,213,SUP,Medium
1623,226,SUP,High
1624,447,SUP,Medium
1625,426,SUP,Low
1626,352,SUP,Medium
1627,427,SUP,Medium
1628,213,SUP,Low
1629,251,W/M,Low
1630,468,SUP,Low
1631,288,SUP,High
1632,412,SUP,Low
1633,424,SUP,Medium
1634,419,SUP,Low
1635,442,SUP,Medium
1636,427,SUP,Low
1637,432,SUP,Medium
1638,7,SUP,Low
1639,247,SUP,Low
1640,237,SUP,Medium
1641,301,SUP,Low
1642,202,SUP,Low
1643,444,SUP,Medium
1644,232,SUP,Medium
1645,581,SUP,Medium
1646,372,SUP,Medium
1647,248,SUP,Low
1648,455,SUP,Low
1649,427,SUP,Low
1650,444,SUP,Low
1651,452,SUP,Medium
1652,312,SUP,Low
1653,320,SUP,Low
1654,419,SUP,Low
1655,482,SUP,Low
1656,228,SUP,Medium
1657,425,SUP,Low
1658,30,SUP,Low
1659,379,SUP,Low
1660,448,SUP,Medium
1661,302,SUP,Low
1662,304,SUP,Medium
1663,294,SUP,Medium
1664,299,SUP,Medium
1665,239,SUP,Medium
1666,309,SUP,Medium
1667,247,SUP,Low
1668,269,SUP,Medium
1669,438,SUP,Medium
1670,168,W/M,Medium
1671,432,SUP,Medium
1672,436,SUP,Low
1673,192,SUP,Medium
1674,280,SUP,High
1675,256,SUP,Low
1676,254,SUP,Low
1677,189,SUP,Medium
1678,442,SUP,Low
1679,438,SUP,Medium
1680,110,SUP,Medium
1681,268,SUP,Medium
1682,288,SUP,Medium
1683,413,,Low
1684,237,W/M,Low
1685,430,SUP,Low
1686,403,SUP,High
1687,288,SUP,Low
1688,289,SUP,High
1689,376,SUP,Medium
1690,275,SUP,Medium
1691,362,W/M,Medium
1692,445,SUP,Medium
1693,445,W/M,Medium
1694,124,SUP,Medium
1695,427,SUP,Low
1696,412,SUP,Low
1697,454,W/M,Medium
1698,183,SUP,High
1699,401,SUP,Medium
1700,459,SUP,High
1702,92,SUP,Medium
1703,280,SUP,High
1704,453,SUP,Low
1705,191,SUP,Medium
1707,208,SUP,Medium
1708,401,SUP,Medium
1709,248,SUP,Low
1710,140,SUP,Medium
1711,2,SUP,Medium
1712,111,SUP,Medium
1713,278,W/M,Low
1714,320,SUP,Medium
1715,285,W/M,Low
1716,508,W/M,Medium
1717,508,W/M,Medium
1718,222,SUP,Low
1719,204,SUP,Low
1720,23,SUP,Medium
1721,418,SUP,Low
1722,421,SUP,Low
1723,413,SUP,Medium
1724,216,SUP,Low
1726,315,SUP,Medium
1727,439,SUP,Low
1728,246,SUP,Medium
1729,239,SUP,Low
1730,287,SUP,Low
1731,192,SUP,Medium
1732,414,,Low
1733,203,SUP,Low
1734,273,SUP,Medium
1735,269,SUP,High
1736,284,SUP,Medium
1737,268,SUP,Medium
1738,421,SUP,Low
1739,235,SUP,Medium
1740,263,SUP,Low
1741,284,SUP,Medium
1742,165,SUP,Medium
1743,258,W/M,Low
1744,192,SUP,Medium
1745,239,SUP,Low
1746,371,SUP,Medium
1747,461,SUP,Medium
1748,33,SUP,Low
1749,183,SUP,Medium
1750,222,SUP,Low
1751,297,W/M,Medium
1752,204,SUP,Medium
1753,184,SUP,Medium
1754,203,SUP,Low
1755,452,W/M,Medium
1756,462,W/M,Medium
1757,419,SUP,Medium
1758,239,SUP,Low
1759,288,SUP,Low
1760,455,SUP,Medium
1761,341,SUP,Medium
1762,157,SUP,Medium
1763,311,SUP,Medium
1764,413,SUP,Medium
1765,231,SUP,Medium
1766,24,SUP,High
1767,37,SUP,Medium
1768,582,SUP,Medium
1769,237,SUP,Low
1770,229,SUP,Medium
1771,202,SUP,Low
1772,468,SUP,Low
1773,288,SUP,Medium
1774,310,SUP,Medium
1775,478,SUP,Low
1776,442,SUP,Low
1777,168,SUP,High
1778,381,SUP,Low
1779,265,W/M,High
1780,315,SUP,Medium
1781,190,SUP,Medium
1782,216,SUP,Medium
1783,580,SUP,Low
1784,477,SUP,Medium
1785,184,W/M,High
1786,423,W/M,Medium
1787,414,SUP,Low
1788,183,SUP,Medium
1789,454,SUP,Medium
1790,197,SUP,Medium
1791,200,SUP,Low
1792,237,SUP,Low
1793,477,SUP,Medium
1794,232,SUP,Medium
1795,294,W/M,Low
1796,184,SUP,Medium
1797,179,SUP,Low
1798,205,SUP,Low
1799,441,SUP,Low
1800,583,SUP,High
1801,44,SUP,Medium
1802,411,SUP,Medium
1803,87,SUP,Medium
1804,248,SUP,Medium
1805,463,SUP,Medium
1806,189,SUP,Medium
1807,558,SUP,High
1808,388,W/M,Low
1809,202,SUP,Low
1810,164,SUP,Medium
1811,289,SUP,High
1812,215,SUP,Medium
1813,192,SUP,Medium
1814,264,SUP,Medium
1815,449,SUP,Medium
1816,297,W/M,Medium
1817,475,SUP,Medium
1819,436,SUP,Low
1820,229,SUP,Medium
1821,306,W/M,Medium
1822,801,,Low
1823,234,SUP,Medium
1825,286,SUP,Medium
1826,581,SUP,Medium
1827,582,SUP,Low
1828,439,SUP,Medium
1829,38,SUP,Low
1830,191,SUP,Medium
1831,191,SUP,Medium
1832,463,SUP,Medium
1833,291,SUP,Medium
1834,468,SUP,Medium
1835,190,SUP,High
1836,202,SUP,Low
1837,59,SUP,Medium
1838,394,W/M,High
1839,214,SUP,Medium
1840,450,SUP,Medium
1841,289,SUP,Medium
1842,298,SUP,Medium
1843,477,W/M,Medium
1844,178,W/M,High
1845,109,SUP,High
1846,366,SUP,Low
1847,93,SUP,Medium
1848,264,SUP,Medium
1849,308,SUP,Medium
1850,234,SUP,Medium
1851,109,SUP,High
1852,291,SUP,Medium
1853,461,SUP,Medium
1854,811,,Low
1855,423,SUP,Medium
1856,179,SUP,Medium
1857,209,W/M,High
1858,421,SUP,Low
1859,463,SUP,Medium
1860,284,SUP,High
1861,422,SUP,Medium
1862,462,SUP,High
1863,209,SUP,High
1864,422,SUP,Medium
1865,421,SUP,Low
1866,180,SUP,Low
1867,293,W/M,Medium
1868,180,SUP,Medium
1869,558,W/M,Medium
1870,475,SUP,Medium
1871,187,SUP,Medium
1872,383,SUP,Low
1873,161,SUP,Medium
1874,118,SUP,Medium
1875,282,SUP,Medium
1876,476,W/M,Low
1877,581,W/M,Low
1878,400,SUP,Low
1879,445,SUP,Low
1880,468,SUP,Low
1881,453,SUP,Medium
1882,581,SUP,Low
1883,229,SUP,Medium
1884,226,SUP,High
1885,229,SUP,Medium
1886,234,SUP,Medium
1887,232,W/M,Medium
1888,401,SUP,Medium
1889,475,SUP,Low
1890,285,SUP,Medium
1891,162,SUP,Medium
1892,268,SUP,Medium
1893,508,W/M,Medium
1894,215,SUP,Medium
1895,215,W/M,Medium
1896,391,SUP,Medium
1897,268,SUP,Medium
1898,264,SUP,Medium
1899,461,SUP,Medium
1900,400,SUP,Low
1901,383,SUP,Low
1902,400,SUP,Medium
1903,457,SUP,Medium
1904,292,SUP,High
1905,400,SUP,Low
1906,160,W/M,Medium
1907,184,SUP,Low
1908,440,SUP,Medium
1909,195,SUP,Medium
1910,468,SUP,Low
1911,215,SUP,Medium
1912,461,SUP,Medium
1913,207,SUP,Low
1914,445,SUP,Medium
1915,463,SUP,Low
1916,108,SUP,High
1917,459,W/M,Medium
1918,156,W/M,Medium
1919,179,,Low
1920,477,W/M,Medium
1921,178,W/M,Medium
1922,462,W/M,High
1923,200,SUP,Medium
1924,179,SUP,Low
1925,478,SUP,Low
1926,191,SUP,Medium
1927,209,SUP,Medium
1928,205,SUP,Medium
1929,419,SUP,Medium
1930,184,W/M,Medium
1931,440,SUP,Low
1932,179,SUP,Low
1933,267,W/M,High
1934,314,SUP,Low
1935,231,SUP,Medium
1936,196,SUP,Low
1937,216,SUP,Low
1938,268,SUP,Medium
1939,180,SUP,Medium
1940,188,SUP,Medium
1941,462,SUP,High
1942,200,SUP,Medium
1943,433,SUP,Medium
1945,226,SUP,Low
1946,187,SUP,Low
1947,473,SUP,Low
1948,227,SUP,Medium
1949,194,SUP,Medium
1950,301,SUP,Low
1951,399,SUP,Low
1952,422,SUP,Medium
1953,297,SUP,Low
1954,183,SUP,Medium
1955,263,SUP,Medium
1956,382,SUP,Medium
1957,105,SUP,Medium
1958,80,SUP,Low
1959,164,SUP,High
1960,112,SUP,Medium
1961,225,SUP,Medium
1962,246,SUP,Low
1963,450,W/M,Medium
1964,161,SUP,Medium
1965,432,SUP,Medium
1966,194,SUP,Medium
1967,154,SUP,Medium
1968,281,SUP,Medium
1969,290,SUP,Medium
1970,159,SUP,Medium
1971,425,SUP,Medium
1972,511,W/M,Medium
1973,194,SUP,Medium
1974,179,,Low
1975,181,SUP,Low
1976,190,SUP,Medium
1977,178,SUP,High
1978,247,SUP,Low
1979,457,W/M,Low
1980,162,SUP,Medium
1981,508,SUP,Medium
1982,439,SUP,Medium
1983,450,SUP,Medium
1984,154,SUP,Medium
1985,283,SUP,Medium
1986,213,SUP,Medium
1987,205,SUP,Medium
1988,455,SUP,Medium
1989,447,SUP,Low
1990,217,W/M,Low
1991,251,SUP,Medium
1992,462,W/M,Medium
1993,195,SUP,High
1994,187,SUP,Medium
1995,400,SUP,Medium
1996,553,SUP,Medium
1997,188,SUP,Medium
1998,267,SUP,Medium
1999,424,SUP,Medium
2000,301,SUP,Low
2001,449,SUP,Medium
2002,451,SUP,Medium
2003,174,SUP,Medium
2004,415,SUP,Low
2005,306,SUP,High
2006,475,SUP,Low
2007,473,SUP,Low
2008,229,W/M,Low
2009,281,W/M,Medium
2010,201,SUP,Medium
2012,156,SUP,Medium
2013,179,SUP,Medium
2014,204,SUP,Low
2015,292,SUP,Medium
2016,473,SUP,Low
2019,235,SUP,Medium
2020,246,,Low
2021,160,SUP,High
2022,162,SUP,Medium
2023,233,SUP,Medium
2024,226,SUP,Low
2025,511,SUP,Medium
2026,801,SUP,Low
2027,320,SUP,Medium
2028,461,SUP,Medium
2030,450,SUP,Low
2031,511,W/M,Medium
2032,446,SUP,Medium
2033,427,SUP,Low
2035,239,SUP,Low
2036,317,SUP,Medium
2037,472,SUP,Low
2038,292,SUP,High
2039,450,W/M,Medium
2040,558,SUP,High
2041,284,W/M,Medium
2044,457,W/M,Medium
2045,281,SUP,Medium
2046,180,SUP,Medium
2047,179,SUP,Low
2048,453,SUP,Low
2049,237,SUP,Medium
2050,396,SUP,Medium
2051,405,SUP,Medium
2052,457,W/M,Low
2053,457,SUP,Low
2054,454,W/M,Low
2055,183,SUP,Medium
2056,188,SUP,Medium
2057,184,W/M,Low
2058,297,SUP,Medium
2059,231,SUP,Medium
2061,201,SUP,Medium
2062,201,SUP,Low
2063,208,SUP,High
2064,164,SUP,Medium
2065,122,SUP,Medium
2066,64,SUP,Medium
2067,811,W/M,Low
2068,170,SUP,Medium
2069,468,SUP,Medium
2070,469,SUP,Low
2071,469,SUP,Low
2073,214,SUP,Medium
2074,469,SUP,Low
2075,478,SUP,Medium
2077,460,SUP,Medium
2078,216,SUP,Medium
2079,196,SUP,Low
2080,202,SUP,Medium
2081,111,SUP,Medium
2082,464,SUP,High
2083,320,SUP,Medium
2084,383,SUP,Low
2085,811,W/M,Low
2086,56,SUP,Medium
2087,422,SUP,Medium
2088,194,SUP,Medium
2089,311,SUP,Medium
2090,174,W/M,Medium
2091,110,SUP,High
2092,187,W/M,Low
2093,189,SUP,Medium
2094,460,SUP,Medium
2095,160,SUP,Medium
2096,170,SUP,Medium
2097,188,SUP,Low
2098,219,SUP,Medium
2099,447,W/M,Low
2100,196,SUP,Low
2101,475,SUP,Medium
2102,200,SUP,Low
2103,159,SUP,Medium
2104,164,SUP,Medium
2105,53,SUP,Medium
2106,392,SUP,Medium
2107,195,SUP,Medium
2108,165,SUP,High
2109,165,W/M,Medium
2110,465,SUP,Medium
2111,13,SUP,Medium
2112,372,SUP,Medium
2113,370,SUP,Medium
2114,7,SUP,Low
2115,216,SUP,Medium
2116,187,SUP,Medium
2117,451,SUP,Low
2118,156,W/M,Medium
2119,511,SUP,Medium
2120,190,SUP,Medium
2121,472,SUP,Low
2122,159,SUP,Medium
2123,47,SUP,Medium
2124,223,SUP,Medium
2125,380,SUP,Medium
2126,470,W/M,Medium
2127,440,SUP,Medium
2128,159,SUP,Medium
2129,237,SUP,Low
2130,183,SUP,Medium
2131,411,SUP,Medium
2132,131,SUP,Medium
2133,82,SUP,Medium
2134,306,SUP,Medium
2135,190,SUP,Low
2136,291,SUP,Medium
2137,296,SUP,High
2138,181,W/M,Low
2139,157,W/M,High
2140,180,SUP,Low
2141,166,SUP,Medium
2142,184,SUP,Medium
2143,179,SUP,Low
2144,163,W/M,Low
2145,168,SUP,Medium
2146,189,SUP,Medium
2147,383,SUP,Low
2149,216,SUP,Low
2150,458,W/M,Medium
2151,109,SUP,Medium
2152,188,SUP,Medium
2153,183,SUP,Medium
2154,24,SUP,Medium
2155,156,SUP,Medium
2156,171,W/M,Medium
2157,160,SUP,Medium
2158,156,SUP,High
2159,194,SUP,Low
2160,290,SUP,Medium
2161,511,W/M,Medium
2163,173,W/M,Medium
2164,194,SUP,Medium
2166,191,SUP,Medium
2167,167,W/M,Medium
2169,232,SUP,Medium
2170,162,W/M,Medium
2174,154,SUP,High
2175,333,SUP,Low
2176,107,SUP,Low
2177,459,W/M,High
2178,179,SUP,Low
2180,157,W/M,Medium
2181,463,SUP,Medium
2183,180,SUP,Medium
2184,160,W/M,High
2185,232,SUP,Medium
2187,473,SUP,Low
2188,469,SUP,Low
2189,392,SUP,Medium
2190,453,W/M,Medium
2191,207,SUP,Low
2192,436,SUP,Low
2193,227,SUP,Medium
2194,283,W/M,High
2195,178,SUP,High
2196,472,SUP,Low
2197,208,SUP,Medium
2198,423,SUP,Medium
2199,235,SUP,Medium
2200,162,W/M,Medium
2201,505,SUP,Medium
2202,180,SUP,Medium
2204,267,SUP,Medium
2205,233,SUP,Medium
2206,466,W/M,Medium
2207,403,SUP,Medium
2208,226,SUP,Medium
2209,216,SUP,Medium
2210,195,SUP,High
2211,208,SUP,Medium
2213,340,SUP,Medium
2214,41,SUP,Medium
2215,265,SUP,Medium
2218,466,SUP,Medium
2221,333,SUP,Medium
2222,157,SUP,Medium
2223,585,SUP,Medium
2224,181,W/M,Medium
2225,161,SUP,Medium
2226,481,WNM,Low
2227,159,W/M,High
2228,154,W/M,Medium
2230,237,SUP,Medium
2231,279,SUP,Low
2232,173,W/M,Medium
2233,280,SUP,Medium
2234,189,SUP,Medium
2236,167,W/M,Medium
2237,118,SUP,Medium
2238,200,SUP,Medium
2239,86,SUP,Medium
2240,801,,Low
2241,475,SUP,Low
2242,464,SUP,High
2243,478,SUP,Medium
2244,316,SUP,Medium
2245,460,SUP,Medium
2247,299,SUP,Medium
2248,293,W/M,High
2249,467,SUP,Medium
2250,221,SUP,High
2251,484,SUP,Medium
2252,168,SUP,Medium
2253,458,SUP,Medium
2254,165,W/M,Medium
2255,232,SUP,Medium
2256,296,SUP,Medium
2257,67,SUP,Medium
2258,283,W/M,High
2259,383,SUP,Low
2261,161,SUP,Medium
2262,190,SUP,Low
2263,167,SUP,Medium
2264,189,W/M,High
2265,35,SUP,Medium
2266,214,SUP,High
2267,156,W/M,High
2269,473,SUP,Medium
2270,375,SUP,Low
2271,440,SUP,Low
2272,285,SUP,Low
2273,205,SUP,High
2274,424,SUP,Medium
2275,225,SUP,Low
2276,238,SUP,Medium
2277,449,SUP,High
2278,228,SUP,Medium
2279,282,SUP,Medium
2280,451,W/M,Medium
2281,235,SUP,High
2282,162,SUP,High
2283,161,SUP,Medium
2284,173,SUP,Medium
2285,189,SUP,Medium
2286,171,W/M,Medium
2287,229,SUP,Medium
2288,462,W/M,Medium
2289,154,SUP,Low
2291,458,W/M,Medium
2292,484,SUP,Medium
2293,585,SUP,Low
2294,174,SUP,Medium
2295,287,SUP,Medium
2297,448,W/M,Medium
2299,163,SUP,Medium
2300,227,SUP,Medium
2302,811,,Low
2306,11,SUP,Medium
2307,403,SUP,Medium
2308,470,W/M,Medium
2309,221,SUP,Medium
2310,122,SUP,High
2311,247,SUP,Medium
2312,312,SUP,Medium
2313,209,SUP,Medium
2314,470,W/M,Medium
2315,478,W/M,Low
2316,214,SUP,High
2317,472,W/M,Medium
2318,231,SUP,Medium
2319,471,W/M,Low
2320,468,SUP,Medium
2321,470,W/M,Medium
2322,145,SUP,Medium
2323,215,SUP,Medium
2325,472,SUP,Medium
2326,194,W/M,Low
2328,497,WNM,Medium
2329,156,SUP,Low
2330,183,SUP,Medium
2331,162,SUP,Medium
2332,181,W/M,Low
2333,445,W/M,Medium
2334,233,SUP,Medium
2335,441,SUP,Medium
2336,159,SUP,Medium
2337,312,SUP,Low
2338,196,SUP,Low
2339,246,SUP,Medium
2340,233,SUP,Medium
2341,159,W/M,High
2346,811,SUP,Low
2348,33,SUP,Medium
2350,207,SUP,Low
2351,188,SUP,Medium
2352,424,SUP,Low
2354,205,SUP,Medium
2355,195,SUP,High
2357,280,SUP,High
2358,196,SUP,Low
2359,209,SUP,Medium
2361,215,W/M,Medium
2362,209,SUP,High
2365,174,SUP,Medium
2366,160,SUP,High
2367,419,SUP,Low
2368,174,SUP,Medium
2369,181,SUP,Low
2370,188,SUP,Medium
2371,163,SUP,Medium
2373,161,W/M,Medium
2385,514,SUP,Medium
2386,154,SUP,Medium
2387,114,SUP,Medium
2388,239,SUP,Low
2391,548,WNM,Medium
2392,102,WNM,Medium
2393,533,WNM,Low
2394,533,WNM,Low
2395,507,WNM,Low
2396,488,WNM,Low
2397,561,WNM,Low
2398,183,W/M,Medium
2399,184,SUP,High
2400,218,SUP,Medium
2401,484,W/M,Medium
2402,400,SUP,Low
2403,514,SUP,Medium
2404,87,SUP,Medium
2405,194,SUP,Medium
2406,488,WNM,Low
2412,293,SUP,Medium
2414,500,WNM,Low
2417,196,SUP,Low
2418,455,W/M,Low
2419,285,W/M,Medium
2420,235,SUP,Medium
2421,436,SUP,Low
2422,476,W/M,Low
2423,801,SUP,Low
2424,187,SUP,Low
2425,485,WNM,Medium
2426,217,SUP,High
2427,53,SUP,Medium
2428,409,SUP,Low
2429,223,SUP,Medium
2431,492,WNM,Low
2432,433,SUP,Medium
2433,561,WNM,Low
2434,196,SUP,Low
2435,282,SUP,Medium
2436,293,SUP,Medium
2437,286,SUP,Low
2438,291,SUP,Medium
2439,60,SUP,Medium
2440,294,SUP,Low
2441,225,SUP,Medium
2442,485,WNM,Medium
2443,430,SUP,Medium
2444,189,SUP,Medium
2445,170,SUP,Medium
2446,170,SUP,Medium
2447,225,SUP,High
2448,423,SUP,Medium
2449,801,SUP,Low
2450,471,W/M,Medium
2451,570,WNM,Low
2452,444,SUP,Medium
2453,392,SUP,Low
2455,383,SUP,Medium
2457,454,SUP,Medium
2458,451,SUP,Medium
2459,115,SUP,Medium
2460,285,SUP,Medium
2463,56,SUP,High
2464,454,SUP,Medium
2465,497,WNM,Low
2468,552,WNM,Low
2469,467,SUP,Low
2471,217,SUP,Medium
2472,308,SUP,Medium
2473,470,W/M,Medium
2474,320,SUP,Low
2475,25,SUP,Medium
2476,475,SUP,Low
2477,468,SUP,Low
2479,459,SUP,Medium
2480,226,SUP,Medium
2481,232,SUP,Medium
2482,372,SUP,Medium
2483,394,SUP,Medium
2484,118,SUP,Low
2485,474,SUP,Low
2486,512,WNM,Medium
2487,515,WNM,Low
2488,566,WNM,Low
2490,362,W/M,High
2491,273,SUP,Low
2492,475,SUP,Low
2493,200,SUP,Medium
2494,460,SUP,Medium
2495,466,W/M,Medium
2496,124,SUP,Low
2497,174,SUP,High
2499,96,WNM,Medium
2500,544,WNM,Low
2501,811,W/M,Low
2502,231,SUP,Medium
2503,174,SUP,Medium
2504,188,SUP,Medium
2505,62,SUP,Medium
2506,208,SUP,Medium
2507,447,W/M,Medium
2508,399,SUP,Medium
2509,439,SUP,Low
2510,440,SUP,Low
2511,582,SUP,Medium
2512,369,SUP,Medium
2513,18,SUP,Low
2514,285,SUP,Low
2515,370,SUP,Medium
