 Store Number,"Vehicle Count
(Per Site)",Install Date,Install Time
2005,1,6/23/2025,8:15 AM
2793,1,6/20/2025,8:15 AM
6789,1,6/20/2025,7:00 AM
1322,1,6/19/2025,7:00 AM
1209,1,6/28/2025,8:00 PM
1953,1,6/13/2025,7:00 AM
3305,1,6/14/2025,6:30 PM
1096,1,6/18/2025,7:00 AM
1156,1,6/28/2025,6:30 PM
5118,1,6/12/2025,9:00 PM
2058,2,6/10/2025,7:00 AM
2704,1,6/19/2025,8:00 PM
3304,1,6/14/2025,9:00 PM
7009,1,7/1/2025,7:00 AM
1288,1,6/13/2025,6:30 PM
1552,1,6/23/2025,7:00 AM
2845,1,6/20/2025,8:00 PM
1321,1,6/12/2025,7:00 AM
1662,1,6/28/2025,7:00 AM
7179,1,6/30/2025,6:30 PM
3503,1,6/16/2025,6:30 PM
5254,1,6/10/2025,8:15 PM
1849,2,6/17/2025,6:30 PM
2472,2,6/17/2025,8:30 PM
4499,1,6/10/2025,6:30 PM
2847,1,6/12/2025,9:00 PM
4600,1,6/10/2025,9:00 PM
3173,1,6/10/2025,7:30 PM
5361,1,6/10/2025,6:30 PM
4358,2,6/11/2025,7:00 AM
5141,1,6/11/2025,6:30 PM
3267,2,6/10/2025,7:00 AM
3172,1,6/12/2025,7:45 PM
1637,1,6/11/2025,7:45 PM
1671,2,6/12/2025,7:00 AM
1753,1,6/18/2025,6:30 PM
3535,2,6/19/2025,7:00 AM
2130,2,6/20/2025,7:00 AM
2330,1,6/19/2025,6:30 PM
2142,2,6/18/2025,8:00 PM
1762,1,6/20/2025,6:30 PM
1749,2,6/19/2025,8:00 PM
5867,2,6/11/2025,6:30 PM
1977,3,6/18/2025,6:30 PM
3078,1,6/13/2025,7:00 AM
5201,1,6/17/2025,7:00 AM
2294,2,6/16/2025,8:30 PM
3236,1,6/17/2025,6:30 PM
5752,3,6/13/2025,6:30 PM
2195,1,6/19/2025,6:30 PM
5447,2,6/15/2025,6:30 PM
5414,1,6/19/2025,8:00 PM
3912,1,6/15/2025,7:00 AM
2651,2,6/16/2025,6:30 PM
5944,1,6/12/2025,7:00 AM
5142,2,6/17/2025,8:00 PM
3795,2,6/12/2025,6:30 PM
2003,1,6/11/2025,7:00 AM
4153,2,6/12/2025,7:00 AM
3520,2,6/12/2025,8:30 PM
3159,1,6/11/2025,9:00 AM
1742,1,6/11/2025,6:30 PM
1807,1,6/11/2025,9:00 PM
3774,1,6/11/2025,7:45 PM
5476,1,6/12/2025,8:15 AM
3354,2,6/16/2025,7:00 AM
2050,1,6/16/2025,6:30 PM
2838,1,6/16/2025,7:45 PM
3655,1,6/21/2025,8:15 AM
3355,1,6/18/2025,7:00 AM
2593,1,6/19/2025,8:00 AM
4557,1,6/16/2025,9:00 PM
1584,1,6/21/2025,7:00 AM
3473,1,6/19/2025,8:00 PM
5269,3,6/21/2025,7:30 PM
3350,1,6/18/2025,8:15 AM
5070,3,6/20/2025,7:30 PM
5258,1,6/18/2025,7:45 PM
1560,1,6/21/2025,6:30 PM
5259,1,6/18/2025,9:00 PM
3788,1,6/19/2025,9:00 PM
3351,1,6/18/2025,6:30 PM
5423,1,6/19/2025,6:30 PM
2483,2,6/20/2025,7:00 AM
4356,1,6/20/2025,6:30 PM
3356,1,6/19/2025,7:00 AM
2884,2,6/17/2025,7:00 AM
2592,1,6/17/2025,7:30 PM
3728,1,6/17/2025,6:30 PM
5306,2,6/17/2025,8:30 PM
2152,2,6/17/2025,8:00 PM
3607,2,6/12/2025,7:00 AM
1993,1,6/11/2025,8:30 PM
1673,1,6/13/2025,8:30 PM
2844,1,6/16/2025,6:30 PM
2135,1,6/16/2025,7:00 AM
1940,1,6/17/2025,8:15 AM
5295,3,6/10/2025,9:15 PM
1810,3,6/24/2025,6:30 PM
1966,1,6/13/2025,6:30 PM
1731,2,6/14/2025,6:30 PM
3583,1,6/17/2025,7:00 AM
2874,2,6/16/2025,8:00 PM
2405,1,6/10/2025,6:30 PM
5027,1,6/10/2025,7:45 PM
2107,1,6/11/2025,6:30 PM
3842,1,6/13/2025,8:15 AM
1959,1,6/23/2025,8:00 PM
2637,1,6/23/2025,6:30 PM
1813,1,6/14/2025,7:00 AM
2104,2,6/24/2025,7:00 AM
1909,2,6/11/2025,7:00 AM
1619,1,6/12/2025,6:30 PM
3280,1,6/12/2025,7:45 PM
2056,1,6/18/2025,7:00 AM
2164,2,6/10/2025,7:00 AM
2370,1,6/17/2025,6:30 PM
2785,1,6/13/2025,7:00 AM
1744,1,6/12/2025,9:00 PM
2355,1,6/10/2025,9:00 PM
8331,1,6/10/2025,6:30 PM
1911,2,6/24/2025,7:00 AM
2063,1,6/23/2025,8:30 PM
5184,1,6/21/2025,6:30 PM
3293,1,6/25/2025,7:45 PM
4609,1,6/17/2025,6:30 PM
2447,1,6/18/2025,6:30 PM
3749,2,6/17/2025,8:00 PM
2250,1,6/18/2025,8:30 PM
1443,1,6/18/2025,7:00 AM
2073,2,6/24/2025,8:00 PM
5185,1,6/20/2025,7:45 PM
3812,2,6/20/2025,8:00 PM
2098,1,6/21/2025,7:00 AM
2426,1,6/20/2025,9:00 PM
2197,2,6/23/2025,7:00 AM
2471,1,6/20/2025,6:30 PM
2774,1,6/21/2025,7:00 AM
1863,1,7/1/2025,6:30 PM
3784,1,6/19/2025,8:00 PM
5466,1,6/20/2025,6:30 PM
2441,1,6/20/2025,6:30 PM
3502,1,6/20/2025,8:15 AM
1594,1,6/21/2025,6:30 PM
3722,1,6/24/2025,8:15 AM
2725,1,6/21/2025,8:15 AM
1839,1,7/2/2025,8:00 PM
1927,1,6/25/2025,7:00 AM
3608,1,6/25/2025,6:30 PM
1441,2,6/19/2025,7:00 AM
1894,1,6/24/2025,8:00 PM
5387,1,6/25/2025,9:15 PM
3571,1,6/19/2025,6:30 PM
5499,1,6/18/2025,8:15 AM
3580,1,6/21/2025,8:00 PM
2316,1,7/1/2025,8:30 PM
5309,1,7/2/2025,8:00 PM
5082,1,6/24/2025,6:30 PM
2211,1,6/23/2025,6:30 PM
2506,1,6/23/2025,6:30 PM
2726,1,6/21/2025,6:30 PM
2362,2,6/25/2025,7:00 AM
2323,1,6/24/2025,7:00 AM
2313,2,6/23/2025,8:30 PM
2966,1,6/24/2025,6:30 PM
2309,2,6/25/2025,6:30 PM
5857,1,6/21/2025,8:15 AM
3860,2,6/23/2025,7:00 AM
472,4,6/24/2025,6:30 PM
544,2,6/12/2025,7:00 AM
389,1,6/16/2025,8:15 AM
2803,2,6/14/2025,7:00 AM
277,4,6/11/2025,6:30 PM
212,2,6/12/2025,8:00 PM
7294,1,6/12/2025,6:30 PM
2734,3,6/10/2025,6:30 PM
743,1,6/16/2025,7:45 PM
2804,1,6/13/2025,7:00 AM
1626,2,6/10/2025,7:00 AM
3615,3,6/13/2025,6:30 PM
7326,1,6/16/2025,6:30 PM
5314,1,6/16/2025,9:00 PM
564,2,6/11/2025,7:00 AM
622,3,6/14/2025,6:30 PM
3430,1,6/16/2025,7:00 AM
5286,1,6/17/2025,7:00 AM
1597,2,6/23/2025,6:30 PM
992,2,6/23/2025,8:30 PM
576,1,6/25/2025,7:00 AM
6170,1,6/24/2025,8:00 AM
3340,1,6/24/2025,7:00 AM
894,1,6/25/2025,8:15 AM
2875,1,6/13/2025,8:00 AM
4221,1,6/10/2025,6:30 PM
4176,1,6/10/2025,8:00 PM
5935,2,6/10/2025,7:00 AM
2927,1,6/11/2025,6:30 PM
4643,1,6/30/2025,7:00 AM
2420,3,6/18/2025,6:30 PM
1885,2,6/26/2025,7:00 AM
1770,3,6/19/2025,6:30 PM
3228,1,7/1/2025,7:00 AM
3810,1,6/18/2025,6:30 PM
2059,2,7/1/2025,7:00 AM
2674,1,7/2/2025,7:00 AM
2445,1,6/17/2025,6:30 PM
1568,1,7/3/2025,7:00 AM
3541,1,6/13/2025,7:00 AM
4687,1,6/12/2025,6:30 PM
2068,1,6/10/2025,7:00 AM
1883,2,6/25/2025,7:00 AM
4644,2,6/24/2025,7:00 AM
5241,2,6/23/2025,7:00 AM
2588,2,6/19/2025,7:00 AM
5795,1,6/13/2025,8:15 AM
2945,1,6/12/2025,8:00 PM
2141,2,6/11/2025,7:00 AM
2650,1,6/10/2025,8:15 AM
2300,4,6/16/2025,6:30 PM
2263,1,6/20/2025,6:30 PM
2446,1,6/18/2025,7:45 PM
3838,2,6/18/2025,7:00 AM
2096,1,6/17/2025,9:00 PM
5649,1,6/17/2025,7:45 PM
1739,2,6/16/2025,7:00 AM
2281,5,6/17/2025,6:30 PM
3564,2,6/19/2025,6:30 PM
2283,1,6/30/2025,9:15 PM
1873,2,6/30/2025,8:15 PM
2261,1,7/1/2025,7:00 AM
2225,1,6/30/2025,6:30 PM
1964,1,7/1/2025,8:15 AM
396,2,6/26/2025,7:00 AM
644,1,6/27/2025,7:00 AM
3222,1,6/26/2025,9:00 PM
631,1,6/26/2025,7:30 PM
3192,1,6/26/2025,6:30 PM
2687,2,6/25/2025,7:00 AM
4237,3,6/26/2025,6:30 PM
1130,1,6/27/2025,8:00 PM
3191,1,6/25/2025,9:00 PM
585,1,6/27/2025,7:45 PM
4593,1,6/27/2025,9:00 PM
2265,1,6/27/2025,6:30 PM
1244,1,6/25/2025,6:30 PM
3733,1,6/27/2025,6:30 PM
5487,1,6/25/2025,7:45 PM
5058,1,7/8/2025,7:45 PM
3599,1,7/2/2025,6:30 PM
950,2,7/2/2025,7:00 AM
1469,1,6/25/2025,8:00 PM
3659,1,6/25/2025,6:30 PM
4635,1,6/27/2025,9:15 PM
2322,2,7/1/2025,6:30 PM
4692,1,6/24/2025,9:15 PM
272,1,7/7/2025,8:00 AM
710,1,7/9/2025,7:00 AM
1606,2,6/25/2025,7:00 AM
1466,1,6/28/2025,7:00 AM
2932,1,6/26/2025,6:30 PM
2310,1,6/27/2025,6:30 PM
1320,2,6/27/2025,7:00 AM
1319,1,6/27/2025,8:00 PM
7020,2,7/8/2025,7:00 AM
741,2,6/26/2025,7:00 AM
695,1,7/9/2025,8:15 AM
4223,1,6/26/2025,7:45 PM
1561,1,7/2/2025,7:30 PM
6807,1,7/1/2025,8:30 PM
5043,1,7/1/2025,7:00 AM
1248,1,7/1/2025,8:00 AM
4482,1,7/8/2025,9:15 PM
682,1,7/7/2025,9:00 PM
2757,1,7/7/2025,7:45 PM
5057,1,7/7/2025,6:30 PM
5616,3,7/10/2025,6:30 PM
4435,1,7/9/2025,6:30 PM
3717,1,7/9/2025,9:00 PM
5119,1,7/10/2025,7:00 AM
688,1,7/10/2025,8:00 AM
659,1,7/9/2025,7:45 PM
1194,1,6/28/2025,8:30 AM
406,1,7/8/2025,6:30 PM
2918,1,7/3/2025,8:00 PM
6963,1,7/3/2025,6:30 PM
3284,3,6/12/2025,6:30 PM
1801,1,6/12/2025,8:30 PM
3870,1,6/12/2025,7:30 PM
2977,1,6/12/2025,6:30 PM
5416,1,6/11/2025,7:00 AM
1185,1,6/19/2025,7:45 PM
3569,2,6/19/2025,7:00 AM
1129,1,6/18/2025,8:30 PM
4554,1,6/19/2025,9:00 PM
2133,3,6/20/2025,6:30 PM
1253,1,6/20/2025,7:00 AM
5317,1,6/21/2025,7:00 AM
1118,1,7/3/2025,8:15 AM
194,1,6/10/2025,9:00 PM
3392,1,6/12/2025,8:00 AM
1178,1,6/12/2025,7:00 AM
4509,2,6/13/2025,6:30 PM
4219,1,6/21/2025,8:15 AM
220,1,6/10/2025,8:00 PM
1216,1,6/13/2025,7:00 AM
3198,1,6/13/2025,8:00 AM
3285,1,6/11/2025,7:00 AM
2991,2,6/17/2025,6:30 PM
4163,2,6/17/2025,8:30 PM
228,1,6/10/2025,6:30 PM
426,1,7/2/2025,6:30 PM
4056,1,6/16/2025,7:30 PM
5144,1,6/16/2025,8:45 PM
3631,2,6/14/2025,7:00 AM
6930,1,6/11/2025,7:30 PM
4465,1,6/11/2025,8:30 PM
5091,1,6/30/2025,7:00 AM
7357,1,6/11/2025,6:30 PM
5147,1,6/12/2025,7:00 AM
3406,1,6/10/2025,7:30 PM
8930,1,6/10/2025,6:30 PM
3014,1,6/30/2025,7:00 AM
5021,1,7/3/2025,7:00 AM
3341,1,6/12/2025,8:15 AM
2105,1,6/10/2025,8:30 PM
5823,1,7/1/2025,6:30 PM
5810,1,6/11/2025,9:00 PM
2667,2,6/10/2025,7:00 AM
2427,1,7/1/2025,7:45 PM
467,1,6/13/2025,6:30 PM
4627,2,6/13/2025,8:00 AM
3432,1,6/11/2025,7:45 PM
512,1,6/20/2025,8:00 PM
3763,3,6/17/2025,6:30 PM
3661,1,6/17/2025,7:00 AM
2612,1,6/17/2025,8:00 AM
500,2,6/18/2025,7:00 AM
5947,2,6/19/2025,7:00 AM
2201,1,6/20/2025,8:00 AM
1015,3,6/18/2025,6:30 PM
5717,3,6/19/2025,6:30 PM
4415,1,6/20/2025,7:00 AM
964,1,6/20/2025,6:30 PM
5624,2,6/11/2025,7:00 AM
4165,1,7/1/2025,7:00 AM
3044,1,7/2/2025,7:00 AM
5312,1,6/21/2025,6:30 PM
2834,3,6/14/2025,6:30 PM
590,2,6/20/2025,6:30 PM
3419,1,7/3/2025,7:00 AM
2979,1,6/21/2025,8:00 PM
2978,3,6/17/2025,6:30 PM
1455,2,6/14/2025,7:00 AM
2980,2,6/13/2025,7:00 AM
3773,2,6/19/2025,6:30 PM
1062,1,6/12/2025,7:00 AM
3777,3,6/14/2025,6:30 PM
202,1,7/2/2025,7:00 AM
2463,1,7/2/2025,8:15 AM
5866,3,6/30/2025,6:30 PM
1800,1,6/14/2025,7:00 AM
1055,1,6/12/2025,6:30 PM
3224,1,6/14/2025,8:15 AM
371,1,6/11/2025,6:30 PM
896,1,6/12/2025,6:30 PM
4503,2,6/12/2025,7:45 PM
266,2,6/10/2025,7:00 AM
3057,1,6/17/2025,7:00 AM
3286,2,7/1/2025,7:00 AM
4240,2,7/2/2025,8:00 PM
1279,1,6/20/2025,7:00 AM
1409,1,6/21/2025,7:00 AM
5959,1,6/23/2025,7:00 AM
3640,2,6/10/2025,7:00 AM
3542,1,6/10/2025,6:30 PM
3509,1,6/10/2025,7:30 PM
3297,2,6/11/2025,7:00 AM
4416,1,6/24/2025,7:00 AM
2257,1,6/25/2025,7:00 AM
1137,2,6/12/2025,7:00 AM
1040,1,6/26/2025,7:00 AM
5612,1,6/27/2025,7:00 AM
3296,1,6/13/2025,6:30 PM
2066,1,6/11/2025,8:30 PM
1103,1,6/28/2025,7:00 AM
772,1,6/10/2025,8:30 PM
3452,1,6/13/2025,8:00 PM
3584,1,6/11/2025,7:30 PM
3500,1,6/10/2025,7:30 PM
3302,1,6/10/2025,7:00 AM
3425,1,6/13/2025,6:30 PM
5094,1,6/11/2025,6:30 PM
744,2,6/13/2025,7:00 AM
4298,1,6/10/2025,6:00 PM
1837,2,6/14/2025,7:00 AM
5080,1,6/10/2025,7:00 AM
2649,1,6/11/2025,7:00 AM
880,1,6/11/2025,8:15 AM
768,1,6/12/2025,6:30 PM
4468,1,6/12/2025,8:30 PM
4512,2,6/16/2025,7:00 AM
3226,1,6/12/2025,7:30 PM
4538,1,6/13/2025,9:00 PM
3298,1,6/14/2025,8:00 PM
529,2,6/17/2025,7:00 AM
5116,1,6/14/2025,6:30 PM
972,1,6/10/2025,8:15 AM
5388,1,6/14/2025,9:00 PM
4618,1,6/13/2025,7:00 AM
5092,1,6/11/2025,6:30 PM
217,2,6/11/2025,8:00 PM
5672,1,6/30/2025,7:00 AM
284,1,6/11/2025,8:15 AM
5311,1,6/11/2025,7:00 AM
206,2,6/10/2025,7:00 AM
5211,1,6/11/2025,8:15 AM
5824,1,6/13/2025,9:00 PM
789,1,6/13/2025,7:45 PM
2976,1,6/13/2025,6:30 PM
2505,1,6/14/2025,6:30 PM
5449,1,6/14/2025,7:30 PM
2973,1,6/30/2025,8:15 AM
807,1,6/11/2025,6:30 PM
3274,1,6/11/2025,8:00 PM
2724,1,6/13/2025,7:30 PM
752,1,6/13/2025,8:30 PM
3572,1,6/14/2025,8:30 PM
7361,1,6/16/2025,6:30 PM
3510,1,6/16/2025,8:30 PM
872,1,6/16/2025,7:30 PM
5479,1,6/19/2025,6:30 PM
2086,1,6/11/2025,8:30 PM
5657,1,6/10/2025,7:30 PM
4182,1,6/11/2025,6:30 PM
3482,1,6/11/2025,7:30 PM
2926,1,6/10/2025,8:30 PM
1117,1,6/10/2025,6:30 PM
2995,1,6/12/2025,7:00 AM
2883,1,6/17/2025,8:15 AM
297,1,6/10/2025,7:00 AM
6300,1,6/13/2025,6:30 PM
3433,1,6/11/2025,6:30 PM
2974,1,7/1/2025,9:00 PM
546,1,6/17/2025,9:00 PM
3827,1,6/11/2025,7:00 AM
475,2,6/18/2025,6:30 PM
5480,2,6/18/2025,7:00 AM
3225,2,6/12/2025,8:00 PM
5987,1,6/14/2025,6:30 PM
5673,2,6/13/2025,7:00 AM
5316,4,6/10/2025,6:30 PM
3888,3,6/10/2025,6:30 PM
1313,1,6/14/2025,7:30 PM
4162,1,6/11/2025,7:45 PM
1347,2,6/11/2025,7:00 AM
1198,1,6/11/2025,6:30 PM
5145,1,6/11/2025,9:00 PM
765,2,6/10/2025,7:00 AM
3279,1,6/16/2025,7:00 AM
5245,1,6/14/2025,6:30 PM
3112,1,6/16/2025,8:15 AM
2599,1,6/12/2025,6:30 PM
2864,2,6/12/2025,7:00 AM
999,1,6/13/2025,9:00 PM
5146,1,6/12/2025,7:45 PM
2404,2,6/13/2025,7:00 AM
3106,2,6/14/2025,7:00 AM
2239,1,6/13/2025,7:45 PM
2835,1,6/12/2025,9:00 PM
3058,1,6/14/2025,9:00 PM
4131,1,6/13/2025,6:30 PM
849,1,6/12/2025,7:30 PM
5287,1,6/12/2025,8:30 PM
5353,1,6/12/2025,6:30 PM
915,2,6/18/2025,7:00 AM
4466,1,6/17/2025,6:30 PM
2993,1,6/17/2025,7:30 PM
3213,2,6/19/2025,7:00 AM
5045,1,6/18/2025,6:30 PM
351,1,6/18/2025,9:00 PM
703,1,6/18/2025,7:30 PM
4055,1,6/16/2025,6:30 PM
963,2,6/18/2025,6:30 PM
940,3,6/10/2025,6:30 PM
3390,1,7/2/2025,7:00 AM
2207,1,6/25/2025,7:00 AM
3620,3,6/26/2025,6:30 PM
4208,1,6/28/2025,7:00 AM
3589,3,6/27/2025,6:30 PM
5350,1,6/28/2025,8:15 AM
5235,2,6/24/2025,7:00 AM
2307,3,6/24/2025,6:30 PM
5763,3,6/25/2025,6:30 PM
1686,1,6/27/2025,7:00 AM
3232,1,6/25/2025,8:15 AM
3568,1,6/26/2025,8:15 AM
5109,1,6/27/2025,8:15 AM
5233,1,6/26/2025,7:00 AM
5753,3,6/11/2025,6:30 PM
5969,1,7/7/2025,8:30 PM
1841,2,6/24/2025,8:00 PM
1682,1,6/24/2025,8:15 AM
5253,1,6/24/2025,6:30 PM
1524,1,6/17/2025,6:30 PM
1424,1,6/18/2025,7:00 AM
3639,3,6/12/2025,6:30 PM
3588,2,6/21/2025,7:00 AM
5880,2,7/1/2025,6:30 PM
2015,2,7/1/2025,8:30 PM
5343,2,6/20/2025,7:00 AM
2520,2,6/20/2025,6:30 PM
1833,2,6/20/2025,8:30 PM
1523,1,6/18/2025,7:00 AM
3156,1,6/26/2025,6:30 PM
1631,2,6/26/2025,8:00 PM
3077,1,7/8/2025,8:30 PM
7032,1,6/18/2025,7:45 PM
1904,1,7/7/2025,6:30 PM
1825,2,7/2/2025,8:00 PM
3573,1,7/2/2025,6:30 PM
1525,1,6/18/2025,9:00 PM
2808,1,6/17/2025,7:00 AM
1969,1,6/17/2025,8:15 AM
1773,1,6/28/2025,7:00 AM
1811,1,6/25/2025,7:00 AM
5488,1,6/25/2025,8:15 AM
7174,2,6/17/2025,8:00 PM
3869,1,6/18/2025,6:30 PM
2821,1,6/17/2025,6:30 PM
4191,1,6/18/2025,9:00 PM
2295,1,6/18/2025,7:45 PM
2038,3,6/13/2025,6:30 PM
3214,1,6/24/2025,7:00 AM
3216,2,6/25/2025,8:00 PM
2529,1,6/27/2025,7:00 AM
4064,1,6/27/2025,8:15 AM
5922,1,6/25/2025,6:30 PM
1688,2,6/26/2025,7:00 AM
1852,1,7/8/2025,6:30 PM
3265,4,6/27/2025,6:30 PM
3757,2,6/24/2025,7:00 AM
2385,2,6/12/2025,8:00 PM
5929,1,6/12/2025,7:00 AM
5041,1,6/12/2025,6:30 PM
3053,1,6/23/2025,7:45 PM
3537,2,6/12/2025,6:30 PM
3801,1,6/23/2025,9:00 PM
5628,1,6/23/2025,6:30 PM
3525,1,6/13/2025,8:15 PM
2516,1,6/23/2025,7:30 AM
3218,1,6/13/2025,7:00 AM
4137,1,6/12/2025,8:30 PM
5461,1,6/11/2025,9:00 PM
2550,2,6/11/2025,7:00 AM
5462,1,6/11/2025,8:00 PM
1678,1,6/24/2025,6:30 PM
1551,2,6/21/2025,8:00 PM
1515,2,6/23/2025,8:00 PM
5463,1,6/24/2025,7:00 AM
1167,1,6/25/2025,7:00 AM
2452,1,6/23/2025,7:00 AM
1571,1,6/24/2024,8:15 AM
5432,1,6/19/2025,8:15 AM
1650,1,6/23/2025,8:15 AM
2658,1,6/23/2025,6:30 PM
5669,1,6/21/2025,6:30 PM
