Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
1958,1,YES,HIRE,4,WK 22,140
3320,1,YES,HIRE,4,WK 22,140
3567,1,YES,HIRE,4,WK 22,140
3886,1,YES,HIRE,4,WK 22,140
4508,2,YES,HIRE,4,WK 22,120
5165,1,YES,HIRE,4,WK 22,140
5809,1,YES,MOVE EXISTING,4,WK 22,140
330,1,YES,MOVE EXISTING,4,WK 22,140
385,3,NO,-,3,WK 22,80
437,3,NO,-,4,WK 22,80
463,2,YES,MOVE EXISTING,4,WK 22,120
503,3,NO,-,3,WK 22,80
524,3,NO,-,3,WK 22,80
1067,3,NO,-,3,WK 22,80
1098,3,NO,-,4,WK 22,80
4194,2,YES,MOVE EXISTING,4,WK 22,120
293,3,NO,-,3,WK 22,80
321,2,YES,MOVE EXISTING,4,WK 22,120
322,1,YES,HIRE,4,WK 22,140
446,3,NO,-,3,WK 22,80
473,3,NO,-,3,WK 22,80
567,3,NO,-,3,WK 22,80
846,3,NO,-,3,WK 22,80
951,3,NO,-,3,WK 22,80
1042,1,YES,MOVE EXISTING,4,WK 22,140
1150,1,YES,HIRE,4,WK 22,140
4183,2,YES,MOVE EXISTING,4,WK 22,120
413,2,YES,HIRE,4,WK 22,120
456,1,YES,HIRE,4,WK 22,140
595,1,YES,MOVE EXISTING,4,WK 22,140
1000,1,YES,HIRE,4,WK 22,140
1041,1,YES,HIRE,4,WK 22,140
1296,2,YES,HIRE,4,WK 22,120
2763,1,YES,HIRE,4,WK 22,140
2765,3,NO,-,3,WK 22,80
4112,1,YES,HIRE,4,WK 22,140
5808,2,YES,HIRE,4,WK 22,120
292,2,YES,HIRE,4,WK 22,120
404,1,YES,MOVE EXISTING,4,WK 22,140
765,2,YES,MOVE EXISTING,4,WK 22,120
865,1,YES,MOVE EXISTING,4,WK 22,140
1347,2,YES,HIRE,4,WK 22,120
1803,2,YES,HIRE,4,WK 22,120
2404,1,YES,HIRE,4,WK 22,140
2769,2,YES,HIRE,4,WK 22,120
3391,2,YES,HIRE,4,WK 22,120
4055,2,YES,MOVE EXISTING,4,WK 22,120
4115,2,YES,MOVE EXISTING,4,WK 22,120
309,2,YES,HIRE,4,WK 22,120
310,2,YES,HIRE,4,WK 22,120
386,2,YES,HIRE,4,WK 22,120
402,2,YES,HIRE,4,WK 22,120
415,2,YES,HIRE,4,WK 22,120
531,1,YES,HIRE,4,WK 22,140
533,2,YES,HIRE,4,WK 22,120
543,2,YES,HIRE,4,WK 22,120
2938,2,YES,HIRE,4,WK 22,120
7301,2,YES,HIRE,4,WK 22,120
73,3,NO,-,4,WK 22,80
324,3,NO,-,3,WK 22,80
472,2,YES,MOVE EXISTING,4,WK 22,120
894,1,YES,HIRE,4,WK 22,140
992,2,YES,MOVE EXISTING,4,WK 22,120
1597,2,YES,MOVE EXISTING,4,WK 22,120
3295,3,NO,-,4,WK 22,80
4615,2,YES,MOVE EXISTING,4,WK 22,120
4637,2,YES,MOVE EXISTING,4,WK 22,120
1598,2,YES,HIRE,4,WK 22,120
2113,1,YES,MOVE EXISTING,4,WK 22,140
2515,1,YES,MOVE EXISTING,4,WK 22,140
4232,3,NO,-,3,WK 22,80
5190,2,YES,HIRE,4,WK 22,120
5329,3,NO,-,4,WK 22,80
5835,3,NO,-,4,WK 22,80
6477,2,YES,HIRE,4,WK 22,120
1637,2,YES,MOVE EXISTING,4,WK 22,120
1671,2,YES,MOVE EXISTING,4,WK 22,120
1965,2,YES,MOVE EXISTING,4,WK 22,120
2847,1,YES,MOVE EXISTING,4,WK 22,140
3150,2,YES,MOVE EXISTING,4,WK 22,120
3151,2,YES,MOVE EXISTING,4,WK 22,120
3267,2,YES,MOVE EXISTING,4,WK 22,120
4358,2,YES,MOVE EXISTING,4,WK 22,120
4568,3,NO,-,3,WK 22,80
4600,3,NO,-,3,WK 22,80
5141,2,YES,MOVE EXISTING,4,WK 22,120
5361,2,YES,MOVE EXISTING,4,WK 22,120
810,1,YES,MOVE EXISTING,4,WK 22,140
886,2,YES,MOVE EXISTING,4,WK 22,120
1005,3,NO,-,4,WK 22,80
1152,3,NO,-,3,WK 22,80
1332,2,YES,MOVE EXISTING,4,WK 22,120
1361,2,YES,MOVE EXISTING,4,WK 22,120
1526,3,NO,-,4,WK 22,80
1546,3,NO,-,3,WK 22,80
1625,3,NO,-,3,WK 22,80
2714,3,NO,-,4,WK 22,80
3590,2,YES,MOVE EXISTING,4,WK 22,120
924,3,NO,-,4,WK 22,80
953,2,YES,MOVE EXISTING,4,WK 22,120
980,2,YES,MOVE EXISTING,4,WK 22,120
1008,2,YES,HIRE,4,WK 22,120
2729,2,YES,HIRE,4,WK 22,120
3177,3,NO,-,3,WK 22,80
4599,2,YES,MOVE EXISTING,4,WK 22,120
5033,2,YES,HIRE,4,WK 22,120
5051,1,YES,MOVE EXISTING,4,WK 22,140
905,2,YES,HIRE,4,WK 22,120
1045,3,NO,-,4,WK 22,80
1231,1,YES,MOVE EXISTING,4,WK 22,140
1659,2,YES,MOVE EXISTING,4,WK 22,120
3867,2,YES,MOVE EXISTING,4,WK 22,120
4288,2,YES,HIRE,4,WK 22,120
4567,2,YES,HIRE,4,WK 22,120
5341,3,NO,-,4,WK 22,80
5370,2,YES,HIRE,4,WK 22,120
1252,2,YES,MOVE EXISTING,4,WK 22,120
1308,3,NO,-,4,WK 22,80
2125,2,YES,MOVE EXISTING,4,WK 22,120
2751,2,YES,HIRE,4,WK 22,120
3566,2,YES,MOVE EXISTING,4,WK 22,120
4284,2,YES,MOVE EXISTING,4,WK 22,120
5049,2,YES,MOVE EXISTING,4,WK 22,120
5676,3,NO,-,3,WK 22,80
921,3,NO,-,4,WK 22,80
986,3,NO,-,3,WK 22,80
1058,2,YES,HIRE,4,WK 22,120
1095,2,YES,HIRE,4,WK 22,120
1199,2,YES,HIRE,4,WK 22,120
1280,2,YES,MOVE EXISTING,4,WK 22,120
1550,3,NO,-,2,WK 22,80
1808,3,NO,-,4,WK 22,80
4377,3,NO,-,3,WK 22,80
5099,1,YES,HIRE,4,WK 22,140
5232,2,YES,HIRE,4,WK 22,120
5458,3,NO,-,4,WK 22,80
842,2,YES,MOVE EXISTING,4,WK 22,120
962,3,NO,-,4,WK 22,80
1001,2,YES,MOVE EXISTING,4,WK 22,120
1019,2,YES,HIRE,4,WK 22,120
1273,2,YES,MOVE EXISTING,4,WK 22,120
1384,3,NO,-,4,WK 22,80
2672,3,NO,-,3,WK 22,80
3018,2,YES,MOVE EXISTING,4,WK 22,120
3382,2,YES,MOVE EXISTING,4,WK 22,120
1200,2,YES,MOVE EXISTING,4,WK 22,120
1434,2,YES,MOVE EXISTING,4,WK 22,120
1896,2,YES,HIRE,4,WK 22,120
3227,3,NO,-,4,WK 22,80
3582,1,YES,MOVE EXISTING,4,WK 22,140
3805,3,NO,-,4,WK 22,80
4335,2,YES,MOVE EXISTING,4,WK 22,120
5123,2,YES,MOVE EXISTING,4,WK 22,120
1699,2,YES,MOVE EXISTING,4,WK 22,120
1708,2,YES,MOVE EXISTING,4,WK 22,120
1888,2,YES,MOVE EXISTING,4,WK 22,120
2921,2,YES,MOVE EXISTING,4,WK 22,120
3366,2,YES,MOVE EXISTING,4,WK 22,120
3454,2,YES,MOVE EXISTING,4,WK 22,120
3789,3,NO,-,4,WK 22,80
3848,2,YES,MOVE EXISTING,4,WK 22,120
4208,3,NO,-,3,WK 22,80
4272,2,YES,HIRE,4,WK 22,120
5234,1,YES,MOVE EXISTING,4,WK 22,140
1440,1,YES,MOVE EXISTING,4,WK 22,140
1686,1,YES,HIRE,4,WK 22,140
2207,3,NO,-,3,WK 22,80
2307,2,YES,HIRE,4,WK 22,120
3232,1,YES,HIRE,4,WK 22,140
3568,1,YES,HIRE,4,WK 22,140
3589,1,YES,HIRE,4,WK 22,140
3620,2,YES,HIRE,4,WK 22,120
5233,1,YES,HIRE,4,WK 22,140
5235,2,YES,HIRE,4,WK 22,120
5350,3,NO,-,4,WK 22,80
5763,2,YES,MOVE EXISTING,4,WK 22,120
1572,2,YES,HIRE,4,WK 22,120
1725,3,NO,-,NEW STORE,WK 22,120
1768,1,YES,MOVE EXISTING,4,WK 22,140
1827,3,NO,-,3,WK 22,80
2511,2,YES,MOVE EXISTING,4,WK 22,120
3208,2,YES,MOVE EXISTING,4,WK 22,120
4068,2,YES,MOVE EXISTING,4,WK 22,120
4438,1,YES,MOVE EXISTING,4,WK 22,140
4689,3,NO,-,3,WK 22,80
4696,3,NO,-,3,WK 22,80
5167,2,YES,HIRE,4,WK 22,120
5270,2,YES,MOVE EXISTING,4,WK 22,120
2223,1,YES,MOVE EXISTING,4,WK 22,140
2293,3,NO,-,3,WK 22,80
2752,2,YES,HIRE,4,WK 22,120
3533,2,YES,MOVE EXISTING,4,WK 22,120
3824,2,YES,MOVE EXISTING,4,WK 22,120
4734,3,NO,-,4,WK 22,80
5957,3,NO,-,4,WK 22,80
2002,1,YES,HIRE,4,WK 22,140
2117,2,YES,MOVE EXISTING,4,WK 22,120
2280,1,YES,HIRE,4,WK 22,140
2458,2,YES,HIRE,4,WK 22,120
4488,2,YES,HIRE,4,WK 22,120
5435,1,YES,MOVE EXISTING,4,WK 22,140
5751,2,YES,MOVE EXISTING,4,WK 22,120
5766,3,NO,-,3,WK 22,80
5884,3,NO,-,4,WK 22,80
2251,2,YES,MOVE EXISTING,4,WK 22,120
2292,2,YES,MOVE EXISTING,4,WK 22,120
2401,1,YES,HIRE,4,WK 22,140
2886,1,YES,MOVE EXISTING,4,WK 22,140
2948,2,YES,HIRE,4,WK 22,120
3522,1,YES,MOVE EXISTING,4,WK 22,140
5154,1,YES,MOVE EXISTING,4,WK 22,140
1555,1,YES,HIRE,4,WK 22,140
1805,1,YES,MOVE EXISTING,4,WK 22,140
1832,1,YES,MOVE EXISTING,4,WK 22,140
1859,1,YES,HIRE,4,WK 22,140
1915,2,YES,HIRE,4,WK 22,120
2181,1,YES,HIRE,4,WK 22,140
5096,1,YES,MOVE EXISTING,4,WK 22,140
5156,1,YES,MOVE EXISTING,4,WK 22,140
5335,2,YES,HIRE,4,WK 22,120
2385,1,YES,MOVE EXISTING,4,WK 22,140
2403,1,YES,MOVE EXISTING,4,WK 22,140
2516,1,YES,HIRE,4,WK 22,140
2571,2,YES,HIRE,4,WK 22,120
3525,1,YES,MOVE EXISTING,4,WK 22,140
3794,1,YES,HIRE,4,WK 22,140
5041,2,YES,HIRE,4,WK 22,120
5073,2,YES,MOVE EXISTING,4,WK 22,120
1680,1,YES,-,4,WK 4,140
2091,1,YES,-,4,WK 4,140
2727,1,YES,-,4,WK 4,140
2814,1,YES,-,4,WK 4,140
4161,2,YES,-,4,WK 4,120
4303,1,YES,-,4,WK 4,140
5671,2,YES,-,4,WK 4,120
5854,1,YES,-,4,WK 4,140
5912,3,NO,-,4,WK 4,80
6397,1,YES,-,4,WK 4,140
1422,3,NO,-,4,WK 4,80
1428,1,YES,-,4,WK 4,140
1432,2,YES,-,4,WK 4,120
1719,2,YES,-,4,WK 4,120
1752,2,YES,-,4,WK 4,120
2014,2,YES,-,4,WK 4,120
2619,2,YES,-,4,WK 4,120
2644,2,YES,-,4,WK 4,120
5097,2,YES,-,4,WK 4,120
5159,2,YES,-,4,WK 4,120
5376,3,NO,-,4,WK 4,80
266,2,YES,-,4,WK 4,120
984,2,YES,-,4,WK 4,120
1492,2,YES,-,4,WK 4,120
1689,2,YES,-,4,WK 4,120
2892,2,YES,-,4,WK 4,120
3313,3,NO,-,4,WK 4,80
4639,3,NO,-,4,WK 4,80
5137,2,YES,-,4,WK 4,120
5334,1,YES,-,4,WK 4,140
1670,2,YES,-,4,WK 4,120
1777,2,YES,-,4,WK 4,120
2145,1,YES,-,4,WK 4,140
2252,1,YES,-,4,WK 4,140
2614,2,YES,-,4,WK 4,120
2641,1,YES,-,4,WK 4,140
3563,2,YES,-,4,WK 4,120
3810,3,NO,-,4,WK 4,80
4612,2,YES,-,4,WK 4,120
819,1,YES,-,4,WK 4,140
987,2,YES,-,4,WK 4,120
1119,3,NO,-,4,WK 4,80
1957,3,NO,-,4,WK 4,80
3417,2,YES,-,4,WK 4,120
4063,3,NO,-,4,WK 4,80
5034,1,YES,-,4,WK 4,140
5055,2,YES,-,4,WK 4,120
5347,2,YES,-,4,WK 4,120
5391,1,YES,-,4,WK 4,140
259,2,YES,-,4,WK 4,120
789,1,YES,-,4,WK 4,140
1055,1,YES,-,4,WK 4,140
1800,1,YES,-,4,WK 4,140
3224,1,YES,-,4,WK 4,140
3225,1,YES,-,4,WK 4,140
5823,2,YES,-,4,WK 4,120
5987,2,YES,-,4,WK 4,120
8930,3,NO,-,4,WK 4,80
752,1,YES,-,4,WK 4,140
1062,1,YES,-,4,WK 4,140
2724,1,YES,-,4,WK 4,140
3425,1,YES,-,4,WK 4,140
4526,1,YES,-,4,WK 4,140
5612,1,YES,-,4,WK 4,140
5959,1,YES,-,4,WK 4,140
2,2,YES,-,4,WK 4,120
54,1,YES,-,4,WK 4,140
76,3,NO,-,4,WK 4,80
144,1,YES,-,4,WK 4,140
359,1,YES,-,4,WK 41 (FY25),140
373,3,NO,-,4,WK 4,80
914,3,NO,-,4,WK 4,80
217,2,YES,-,4,WK 4,120
426,2,YES,-,4,WK 4,120
1216,2,YES,-,4,WK 4,120
2105,1,YES,-,4,WK 4,140
2427,2,YES,-,4,WK 4,120
2996,3,NO,-,4,WK 4,80
4240,2,YES,-,4,WK 4,120
5092,2,YES,-,4,WK 4,120
5889,3,NO,-,4,WK 4,80
