Store,System Modular Capacity,Total Inventory,Total Replenishable Inventory,Dot.com,Mod Deleted,L52 Avg Units,4 Tire Instock,Total Valid,Total Traited,
2541,780,782,710,58,14, 72 ,90.2%,121,121,
2544,780,929,808,103,18, 108 ,93.7%,123,123,
2547,662,681,625,48,8, 100 ,86.7%,104,104,
2549,1320,1161,1012,130,19, 154 ,80.3%,169,169,
2550,550,600,546,46,8, 62 ,82.8%,86,86,
2551,1000,834,781,33,20, 100 ,88.9%,141,141,
2553,550,630,501,121,8, 70 ,83.0%,87,87,
2554,662,637,578,32,27, 54 ,91.3%,100,100,
2555,662,703,516,148,39, 100 ,76.9%,90,90,
2558,780,692,630,19,43, 43 ,90.0%,108,108,
2559,1320,901,880,18,3, 117 ,92.9%,153,153,
2565,616,614,552,49,13, 100 ,78.1%,94,94,
2567,550,576,561,14,1, 55 ,95.7%,90,90,
2571,550,625,557,59,9, 64 ,89.5%,85,85,
2574,1320,1056,1010,27,19, 98 ,89.2%,172,172,
2575,662,665,632,29,4, 93 ,80.9%,113,113,
2576,662,493,418,53,22, 95 ,61.4%,99,99,
2580,616,665,599,57,9, 76 ,90.8%,97,97,
2581,1320,1080,1009,69,2, 111 ,92.1%,161,161,
2584,855,755,651,77,27, 69 ,87.6%,113,113,
2587,1320,1012,988,20,4, 133 ,85.0%,169,169,
2588,616,691,607,58,26, 93 ,96.7%,89,89,
2592,662,576,531,28,17, 70 ,84.8%,97,97,
2593,1320,1130,1039,75,16, 117 ,89.1%,161,161,
2595,1120,907,823,47,37, 77 ,87.6%,150,150,
2596,915,874,781,60,33, 50 ,92.1%,135,135,
2597,780,759,716,34,9, 62 ,99.1%,107,107,
2599,616,545,516,26,3, 73 ,82.8%,92,92,
2600,662,660,600,45,15, 49 ,89.6%,95,95,
2603,662,685,597,66,22, 76 ,91.1%,99,99,
2605,780,707,669,26,12, 94 ,94.8%,115,115,
2608,550,536,442,85,9, 38 ,87.3%,75,75,
2609,550,746,664,69,13, 101 ,91.0%,88,88,
2610,498,710,643,67,0, 154 ,91.5%,81,81,
2611,780,729,682,29,18, 66 ,92.4%,118,118,
2612,616,655,617,32,6, 80 ,90.1%,99,99,
2614,550,771,549,182,40, 72 ,91.9%,85,85,
2615,662,611,573,38,0, 53 ,94.2%,103,103,
2616,1000,877,823,49,5, 106 ,88.5%,145,145,
2617,780,712,636,60,16, 52 ,88.2%,106,106,
2618,855,826,696,109,21, 44 ,93.3%,117,117,
2619,662,704,644,57,3, 57 ,90.7%,104,104,
2621,550,879,777,75,27, 56 ,96.0%,98,98,
2626,662,761,669,89,3, 124 ,86.5%,107,107,
2628,780,905,779,118,8, 139 ,88.4%,127,127,
2630,700,709,629,71,9, 63 ,82.7%,111,111,
2631,780,775,740,26,9, 92 ,96.5%,113,113,
2637,662,742,647,81,14, 131 ,83.7%,103,103,
2638,700,622,582,38,2, 95 ,78.1%,111,111,
2641,855,1143,910,191,42, 39 ,93.6%,124,124,
2642,550,616,581,35,0, 63 ,92.0%,87,88,
2643,1000,971,869,95,7, 69 ,86.2%,143,143,
2644,780,773,711,45,17, 71 ,87.6%,119,119,
2649,662,721,693,19,9, 88 ,93.2%,102,102,
2656,550,621,530,86,5, 76 ,87.8%,87,87,
2658,662,914,783,118,13, 80 ,95.3%,105,105,
2663,855,820,766,33,21, 80 ,92.9%,124,124,
2665,662,639,567,43,29, 83 ,81.9%,103,103,
2667,662,819,800,8,11, 101 ,92.9%,112,112,
2668,662,936,820,110,6, 97 ,95.6%,110,110,
2671,1000,850,824,11,15, 97 ,93.6%,139,139,
2672,550,598,544,47,7, 42 ,93.4%,87,87,
2674,550,534,513,16,5, 73 ,94.4%,87,87,
2679,780,692,653,34,5, 58 ,86.2%,121,121,
2680,,0,0,0,0, -   ,#DIV/0!,0,0,
2687,616,582,477,105,0, 46 ,65.6%,94,94,
2688,662,621,561,48,12, 59 ,87.6%,103,103,
2690,616,604,590,14,0, 75 ,89.2%,102,102,
2691,1320,906,856,40,10, 103 ,90.1%,160,160,
2692,662,735,603,106,26, 63 ,86.7%,102,102,
2695,780,814,721,74,19, 131 ,83.2%,121,121,
2697,662,650,599,36,15, 57 ,90.7%,96,96,
2702,915,919,807,85,27, 76 ,86.5%,138,138,
2703,498,587,522,55,10, 80 ,88.2%,85,85,
2704,550,570,489,66,15, 57 ,90.5%,82,82,
2705,498,676,584,83,9, 82 ,88.9%,79,79,
2706,700,778,712,62,4, 114 ,87.0%,113,113,
2708,700,777,636,120,21, 109 ,89.1%,106,106,
2712,498,646,594,50,2, 128 ,88.2%,82,82,
2713,662,730,630,97,3, 56 ,84.8%,105,105,
2714,662,683,612,52,19, 46 ,90.7%,106,106,
2715,855,972,929,40,3, 178 ,89.7%,142,142,
2716,780,637,619,15,3, 71 ,86.0%,113,113,
2717,662,855,703,142,10, 93 ,87.9%,105,105,
2720,1320,1349,1290,56,3, 206 ,92.6%,172,172,
2722,1320,1056,869,192,-5, 118 ,81.9%,167,167,
2723,616,672,640,32,0, 82 ,94.2%,104,104,
2725,662,563,513,24,26, 61 ,87.0%,89,89,
2726,616,833,702,90,41, 48 ,96.0%,99,99,
2727,662,709,665,42,2, 155 ,85.0%,97,97,
2728,662,729,633,78,18, 74 ,93.3%,102,102,
2730,616,751,648,85,18, 86 ,88.8%,96,96,
2732,550,663,556,107,0, 112 ,90.9%,87,87,
2733,700,689,550,122,17, 55 ,88.5%,93,93,
2734,662,582,556,18,8, 64 ,93.1%,100,100,
2739,616,678,622,56,0, 87 ,92.4%,103,103,
2748,1320,908,885,22,1, 86 ,90.7%,159,159,
2749,550,665,543,102,20, 58 ,85.7%,90,90,
2752,700,644,591,48,5, 57 ,91.4%,102,102,
2753,700,650,620,31,-1, 78 ,82.9%,110,110,
2755,780,888,773,83,32, 93 ,86.7%,124,124,
2756,1000,948,776,146,26, 88 ,92.8%,137,137,
2757,400,404,331,51,22, 38 ,84.1%,68,68,
2758,550,768,586,150,32, 42 ,94.7%,92,92,
2761,616,735,693,38,4, 118 ,91.3%,101,101,
2762,550,703,682,19,2, 95 ,90.9%,97,97,
2763,700,689,621,61,7, 83 ,93.3%,102,102,
2764,616,580,516,35,29, 44 ,68.5%,104,104,
2766,662,726,578,124,24, 57 ,90.0%,98,98,
2767,915,877,784,67,26, 56 ,97.1%,136,136,
2768,498,480,437,34,9, 50 ,92.0%,74,74,
2769,400,347,307,39,1, 40 ,89.1%,54,54,
2771,498,544,500,26,18, 40 ,88.8%,87,87,
2772,616,671,646,25,0, 80 ,92.5%,103,103,
2777,700,733,661,64,8, 73 ,90.5%,112,112,
2780,662,691,625,52,14, 87 ,86.3%,98,98,
2781,662,647,554,86,7, 68 ,83.0%,96,96,
2782,550,525,472,29,24, 48 ,90.8%,83,83,
2784,700,750,696,43,11, 75 ,89.4%,120,120,
2786,855,812,736,41,35, 49 ,94.5%,124,124,
2787,662,525,494,20,11, 44 ,80.0%,103,103,
2788,662,861,775,54,32, 38 ,93.3%,101,101,
2789,1000,1019,834,158,27, 201 ,80.3%,140,140,
2793,616,691,662,24,5, 70 ,81.2%,100,100,
2796,700,732,612,112,8, 98 ,84.6%,103,103,
2799,1320,1050,944,48,58, 100 ,88.3%,153,153,
2803,616,683,587,81,15, 69 ,83.0%,104,104,
2804,662,668,616,51,1, 77 ,93.1%,101,101,
2806,662,708,588,115,5, 84 ,78.1%,105,105,
2807,616,571,505,57,9, 59 ,82.8%,92,92,
2808,498,641,547,84,10, 53 ,94.1%,82,82,
2809,498,739,665,74,0, 128 ,85.9%,81,81,
2811,780,693,647,35,11, 81 ,83.5%,116,116,
2812,498,482,473,9,0, 47 ,88.8%,79,79,
2813,498,460,450,9,1, 76 ,74.7%,88,88,
2814,855,1126,1088,33,5, 287 ,93.2%,130,130,
2815,400,514,501,13,0, 108 ,94.5%,71,71,
2816,550,916,711,191,14, 224 ,87.4%,86,86,
2818,1000,979,929,30,20, 131 ,95.2%,144,144,
2819,616,593,559,33,1, 63 ,86.3%,100,100,
2820,662,716,648,56,12, 91 ,86.9%,106,107,
2821,662,700,620,49,31, 61 ,89.9%,98,98,
2822,662,831,614,196,21, 81 ,87.6%,101,101,
2823,616,682,626,56,0, 105 ,88.9%,104,104,
2825,550,768,669,90,9, 118 ,87.1%,83,83,
2827,1320,942,910,29,3, 79 ,89.1%,161,161,
2828,616,615,534,78,3, 154 ,80.2%,85,85,
2830,915,801,678,74,49, 74 ,87.5%,127,127,
2831,616,700,544,124,32, 61 ,87.4%,91,91,
2832,780,849,811,34,4, 69 ,86.0%,113,135,
2836,1320,1045,958,64,23, 147 ,82.5%,164,164,
2838,1320,960,919,39,2, 113 ,90.8%,150,150,
2841,662,718,664,44,10, 118 ,84.6%,102,102,
2842,1120,901,849,62,-10, 104 ,96.2%,130,130,
2843,1120,886,841,39,6, 132 ,81.7%,149,149,
2844,1120,1029,853,145,31, 126 ,82.6%,146,146,
2845,662,717,666,45,6, 90 ,86.6%,108,108,
2846,616,757,693,38,26, 85 ,86.4%,115,115,
2847,1320,1044,1015,28,1, 128 ,86.5%,167,167,
2850,915,956,811,106,39, 65 ,91.7%,130,130,
2852,1320,1078,983,68,27, 110 ,88.8%,168,168,
2853,1320,1110,902,184,24, 81 ,86.3%,158,158,
2854,1120,1017,886,106,25, 132 ,89.0%,154,154,
2855,1320,1040,947,48,45, 95 ,91.8%,169,169,
2857,1320,983,879,65,39, 82 ,87.1%,169,169,
2859,1320,1010,950,41,19, 95 ,91.2%,147,147,
2860,550,722,645,73,4, 85 ,83.7%,92,92,
2862,1320,1048,959,60,29, 77 ,93.3%,162,162,
2864,662,425,348,76,1, 61 ,51.0%,96,96,
2866,616,524,514,9,1, 45 ,86.7%,89,89,
2867,780,641,629,11,1, 45 ,91.2%,112,112,
2869,855,861,760,31,70, 63 ,92.9%,124,124,
2872,855,706,699,7,0, 66 ,95.0%,118,118,
2874,1120,1022,936,69,17, 141 ,90.0%,147,147,
2881,855,804,753,42,9, 149 ,81.4%,128,129,
2882,1000,957,850,85,22, 88 ,92.7%,135,135,
2883,1320,922,873,37,12, 95 ,80.2%,131,155,
2884,1320,1028,958,46,24, 78 ,88.7%,164,164,
2886,1320,1289,1223,53,13, 265 ,90.1%,170,170,
2888,915,940,914,19,7, 68 ,95.6%,134,134,
2889,1320,1021,976,43,2, 101 ,93.2%,159,159,
2890,1320,928,745,151,32, 59 ,82.1%,149,149,
2891,1120,1319,1270,34,15, 233 ,96.2%,155,155,
2892,855,775,734,28,13, 54 ,91.5%,128,128,
2893,662,667,626,39,2, 84 ,83.8%,108,108,
2894,1000,899,771,119,9, 75 ,90.6%,136,136,
2910,1320,977,927,50,0, 91 ,94.4%,158,158,
2911,1000,784,769,14,1, 82 ,89.4%,138,138,
2912,1200,977,874,62,41, 58 ,97.4%,154,154,
2913,1320,960,881,54,25, 82 ,91.8%,154,154,
2914,1320,1071,1014,41,16, 126 ,90.2%,169,169,
2915,855,863,721,84,58, 66 ,93.6%,124,124,
2917,855,896,776,97,23, 97 ,91.1%,123,123,
2921,1000,827,736,72,19, 70 ,92.0%,134,134,
2922,1120,984,887,85,12, 95 ,85.3%,148,148,
2923,1200,1115,1065,32,18, 112 ,92.1%,160,160,
2924,915,828,784,34,10, 94 ,86.6%,131,131,
2927,1320,1045,975,54,16, 88 ,86.5%,159,159,
2928,1320,1148,1062,78,8, 169 ,87.5%,168,168,
2929,1320,977,866,86,25, 95 ,83.1%,169,169,
2931,1120,950,843,67,40, 79 ,89.5%,151,151,
2932,1320,962,889,40,33, 77 ,86.1%,161,161,
2933,1320,1297,1243,51,3, 217 ,93.2%,172,172,
2937,1320,1099,957,97,45, 93 ,92.4%,154,154,
2938,1120,1031,878,131,22, 97 ,90.1%,148,148,
2939,1320,1033,982,46,5, 95 ,83.9%,157,157,
2941,855,915,815,60,40, 53 ,82.9%,111,111,
2945,1200,905,798,56,51, 83 ,92.1%,150,150,
2946,1000,975,906,51,18, 172 ,87.6%,142,142,
2947,855,839,755,48,36, 69 ,89.4%,129,129,
2948,915,855,775,57,23, 102 ,90.7%,117,117,
2950,855,730,668,39,23, 51 ,95.7%,115,115,
2951,780,662,596,32,34, 37 ,95.0%,100,100,
2952,1120,1064,931,111,22, 116 ,97.3%,144,144,
2955,1200,1048,981,44,23, 58 ,97.5%,159,159,
2956,855,850,704,67,79, 42 ,92.3%,116,116,
2957,1000,971,843,110,18, 100 ,90.5%,144,144,
2958,1120,907,870,27,10, 84 ,93.1%,141,141,
2962,1320,1418,1071,307,40, 224 ,81.9%,169,169,
2965,1120,1068,968,57,43, 130 ,93.2%,146,146,
2966,1320,939,886,51,2, 84 ,86.1%,164,164,
2967,1200,884,844,41,-1, 121 ,81.6%,154,154,
2978,855,877,789,31,57, 40 ,92.7%,123,123,
2985,1320,1089,1051,29,9, 162 ,89.3%,166,166,
2986,1320,878,842,24,12, 58 ,95.9%,145,145,
2988,1120,863,825,35,3, 85 ,91.6%,154,154,
2989,1320,1055,933,86,36, 106 ,91.0%,155,155,
2990,1320,1129,1051,52,26, 110 ,93.3%,160,160,
2991,1320,968,859,86,23, 93 ,84.8%,160,160,
2992,1000,952,889,56,7, 171 ,78.2%,152,152,
2993,1320,1186,1104,44,38, 137 ,96.2%,155,155,
2994,1320,913,884,29,0, 98 ,86.0%,168,168,
2996,662,589,559,22,8, 59 ,91.7%,95,95,
3018,1120,989,910,51,28, 91 ,89.4%,148,148,
3056,1000,822,669,128,25, 39 ,88.9%,113,113,
3057,700,558,527,25,6, 48 ,90.0%,97,97,
3058,1000,849,824,25,0, 129 ,90.3%,133,133,
3059,400,661,607,36,18, 59 ,93.2%,71,71,
3060,1000,825,791,29,5, 135 ,84.3%,139,139,
3093,616,658,553,79,26, 42 ,86.7%,94,94,
3106,400,434,400,34,0, 68 ,83.6%,72,72,
3112,700,615,502,76,37, 46 ,88.2%,92,92,
3136,616,641,617,22,2, 74 ,88.8%,97,97,
3137,700,837,698,115,24, 79 ,91.8%,107,107,
3201,1320,1057,873,146,38, 65 ,93.4%,150,150,
3205,1320,1036,850,153,33, 89 ,75.7%,148,148,
3206,1320,910,882,28,0, 64 ,94.2%,152,152,
3207,1320,993,944,14,35, 97 ,90.1%,161,161,
3208,1320,945,875,51,19, 66 ,90.7%,157,157,
3209,1320,1107,960,137,10, 109 ,89.9%,164,164,
3210,1000,989,928,26,35, 84 ,93.2%,144,144,
3213,1320,965,911,29,25, 96 ,90.1%,159,159,
3214,780,688,665,23,0, 82 ,81.5%,123,123,
3215,1320,960,945,12,3, 146 ,85.0%,164,164,
3216,915,1021,890,102,29, 91 ,93.9%,144,144,
3218,855,736,697,27,12, 53 ,87.2%,121,121,
3219,915,826,769,52,5, 97 ,88.2%,133,133,
3220,1320,978,952,24,2, 107 ,87.7%,167,167,
3221,1320,874,857,17,0, 86 ,86.5%,160,160,
3222,1320,869,826,41,2, 88 ,67.6%,170,170,
3223,1320,1189,1038,141,10, 112 ,92.1%,163,163,
3224,1200,993,930,47,16, 98 ,95.4%,150,150,
3225,915,805,787,16,2, 89 ,91.3%,124,124,
3226,1320,919,826,72,21, 128 ,83.4%,160,160,
3227,855,703,657,40,6, 34 ,92.7%,120,120,
3228,1200,982,899,24,59, 65 ,95.5%,153,153,
3229,498,521,495,25,1, 69 ,85.6%,93,93,
3230,1000,942,888,47,7, 114 ,86.3%,149,149,
3232,915,828,707,88,33, 77 ,88.6%,121,121,
3233,1320,1068,1041,15,12, 127 ,94.5%,161,161,
3234,855,819,689,120,10, 60 ,87.3%,124,124,
3237,1320,988,894,56,38, 84 ,87.3%,162,162,
3239,855,833,724,81,28, 83 ,88.7%,121,121,
3241,915,831,727,72,32, 64 ,90.2%,130,130,
3243,1320,1210,1156,47,7, 126 ,93.9%,160,170,
3247,1320,992,971,20,1, 110 ,93.4%,163,163,
3250,915,757,696,42,19, 47 ,95.1%,122,122,
3251,855,783,705,44,34, 70 ,85.9%,125,125,
3253,1320,1017,993,22,2, 128 ,92.8%,162,162,
3254,915,773,739,20,14, 63 ,92.2%,124,124,
3255,1320,952,918,14,20, 73 ,92.8%,151,151,
3258,855,872,730,96,46, 65 ,88.6%,121,121,
3259,1200,940,873,64,3, 114 ,85.5%,155,155,
3260,855,670,656,10,4, 61 ,86.4%,121,121,
3261,855,802,703,64,35, 66 ,89.5%,129,129,
3262,1000,865,824,29,12, 103 ,92.5%,143,143,
3265,855,933,865,54,14, 170 ,90.7%,138,138,
3266,1320,1228,1075,100,53, 157 ,90.8%,161,161,
3267,1320,1019,817,163,39, 64 ,89.2%,154,154,
3268,915,703,686,16,1, 54 ,93.3%,118,118,
3270,1320,1020,997,21,2, 102 ,86.0%,167,167,
3271,1320,1055,1008,45,2, 126 ,89.5%,170,170,
3273,1320,1053,913,108,32, 72 ,96.3%,160,160,
3274,855,751,657,63,31, 51 ,91.3%,114,114,
3277,855,738,693,37,8, 57 ,91.3%,122,122,
3278,1320,1077,1057,20,0, 119 ,92.7%,162,162,
3279,1320,869,780,76,13, 85 ,81.3%,151,151,
3280,1320,880,726,68,86, 79 ,82.3%,112,112,
3281,1320,1200,1177,23,0, 183 ,96.4%,164,164,
3282,1320,1087,1032,53,2, 130 ,91.3%,168,168,
3283,1120,987,966,21,0, 114 ,89.4%,157,157,
3285,855,830,749,55,26, 83 ,94.4%,124,124,
3286,780,805,723,64,18, 68 ,89.0%,115,115,
3288,915,860,845,11,4, 93 ,92.8%,136,136,
3289,1120,1011,982,18,11, 145 ,88.1%,156,156,
3290,855,857,839,10,8, 167 ,90.8%,98,98,
3291,855,891,693,185,13, 133 ,84.6%,128,128,
3293,1320,989,954,34,1, 86 ,95.1%,159,159,
3294,1320,925,901,16,8, 59 ,95.0%,157,157,
3295,915,744,680,21,43, 49 ,90.6%,127,127,
3296,855,795,746,43,6, 99 ,94.1%,118,118,
3297,915,974,795,156,23, 57 ,99.2%,124,124,
3298,915,743,700,24,19, 47 ,86.2%,126,126,
3300,855,742,715,24,3, 42 ,93.4%,119,119,
3302,1320,1107,1066,27,14, 185 ,90.6%,169,169,
3304,1320,1018,880,120,18, 60 ,85.9%,160,160,
3305,855,783,673,80,30, 46 ,87.3%,117,117,
3307,1320,1006,956,42,8, 91 ,90.3%,161,161,
3308,1320,974,922,32,20, 95 ,91.7%,153,153,
3310,1320,966,952,14,0, 149 ,86.3%,164,164,
3311,1320,982,944,21,17, 222 ,80.1%,165,165,
3313,855,796,721,64,11, 51 ,89.0%,125,125,
3319,1320,1015,953,54,8, 119 ,92.4%,156,156,
3320,1320,992,961,28,3, 146 ,89.3%,157,157,
3322,780,815,758,44,13, 79 ,94.4%,123,123,
3324,1320,999,959,33,7, 72 ,94.4%,160,160,
3328,1320,951,941,10,0, 107 ,92.8%,163,163,
3329,1320,977,878,79,20, 113 ,85.4%,155,155,
3331,1320,1243,1215,26,2, 189 ,93.0%,167,167,
3332,1320,1019,991,28,0, 135 ,90.0%,157,157,
3334,1320,1019,941,61,17, 131 ,83.6%,163,163,
3336,1320,851,805,39,7, 73 ,86.8%,149,149,
3337,1000,1063,857,177,29, 158 ,85.4%,147,147,
3342,1320,922,859,50,13, 90 ,88.1%,149,149,
3344,1000,916,853,51,12, 131 ,89.0%,150,150,
3347,1320,1089,1024,41,24, 146 ,87.6%,168,168,
3348,1120,1410,1164,237,9, 148 ,86.7%,161,161,
3349,1320,940,895,37,8, 113 ,89.8%,154,154,
3350,1320,1072,992,64,16, 136 ,87.6%,166,166,
3351,1320,978,869,66,43, 82 ,88.1%,155,155,
3360,1320,888,862,17,9, 85 ,90.4%,155,155,
3362,1320,1097,1018,52,27, 104 ,94.1%,165,165,
3363,915,870,842,21,7, 121 ,86.8%,148,148,
3364,855,807,723,60,24, 80 ,91.9%,123,123,
3366,1320,974,943,26,5, 118 ,89.4%,156,156,
3367,1320,963,939,23,1, 96 ,87.8%,164,164,
3370,780,801,773,27,1, 107 ,86.7%,131,131,
3371,1000,903,855,29,19, 96 ,85.9%,148,148,
3380,1320,955,905,27,23, 104 ,84.5%,158,158,
3382,1320,1130,1081,23,26, 125 ,89.4%,166,166,
3383,1320,881,848,18,15, 105 ,82.9%,166,166,
3384,1120,966,841,116,9, 106 ,87.1%,153,153,
3386,1320,867,848,16,3, 75 ,87.3%,155,155,
3387,1000,1074,1014,59,1, 168 ,90.7%,157,157,
3388,915,872,820,39,13, 117 ,85.4%,151,151,
3389,1320,967,783,158,26, 76 ,84.9%,152,152,
3390,1320,938,868,56,14, 54 ,92.7%,147,147,
3391,1000,818,762,48,8, 86 ,86.1%,140,140,
3394,855,783,702,65,16, 69 ,90.6%,123,123,
3395,1320,1013,929,53,31, 80 ,83.8%,156,156,
3397,1320,1248,1156,78,14, 200 ,86.5%,169,169,
3400,855,825,758,57,10, 62 ,96.9%,126,126,
3401,1320,885,817,53,15, 100 ,76.9%,156,156,
3402,1320,1094,1024,65,5, 125 ,91.0%,165,165,
3403,1320,1040,1014,26,0, 153 ,88.6%,166,166,
3406,1320,894,847,40,7, 97 ,86.5%,154,155,
3407,1320,1010,978,26,6, 147 ,89.3%,164,164,
3408,1320,1078,1053,11,14, 73 ,95.9%,167,167,
3409,1320,1124,1092,19,13, 179 ,90.4%,164,164,
3412,1320,937,884,24,29, 80 ,85.8%,161,161,
3417,855,1035,856,147,32, 93 ,92.0%,134,134,
3425,1320,1035,979,42,14, 173 ,88.3%,162,162,
3427,855,711,634,60,17, 49 ,90.0%,116,116,
3429,1320,1075,1035,39,1, 112 ,91.7%,164,164,
3430,1320,1201,1130,56,15, 111 ,94.5%,161,161,
3431,915,732,708,19,5, 61 ,85.7%,129,129,
3432,1320,999,979,15,5, 89 ,92.4%,155,155,
3434,1320,1056,1036,19,1, 96 ,95.8%,164,164,
3435,1320,968,927,22,19, 85 ,92.5%,159,159,
3436,1320,1127,1090,29,8, 111 ,95.8%,162,162,
3439,915,834,777,21,36, 97 ,90.6%,60,152,
3445,915,911,836,49,26, 67 ,96.1%,125,125,
3447,855,811,678,96,37, 64 ,89.8%,117,117,
3454,855,755,706,36,13, 74 ,90.6%,125,125,
3458,1000,968,815,120,33, 75 ,94.3%,137,137,
3459,855,683,639,38,6, 43 ,96.6%,113,113,
3460,1200,985,919,30,36, 98 ,91.0%,163,163,
3461,1320,880,866,11,3, 88 ,89.8%,164,164,
3462,855,636,585,34,17, 85 ,76.3%,114,114,
3463,1200,867,799,38,30, 139 ,75.6%,160,160,
3464,780,960,725,187,48, 68 ,93.8%,110,110,
3465,855,742,674,40,28, 74 ,95.2%,124,124,
3472,1320,1273,963,264,46, 90 ,89.4%,166,166,
3473,1320,978,836,98,44, 86 ,94.5%,142,142,
3474,1320,1091,997,80,14, 119 ,86.6%,168,168,
3477,1320,1148,1044,85,19, 132 ,93.9%,163,163,
3480,1320,1042,985,30,27, 96 ,89.2%,165,165,
3481,1120,971,937,23,11, 95 ,93.2%,146,146,
3482,855,749,721,21,7, 81 ,87.3%,125,125,
3483,915,877,719,86,72, 50 ,85.3%,139,139,
3484,1320,1110,1015,71,24, 121 ,92.4%,166,166,
3485,700,784,776,8,0, 130 ,90.4%,114,114,
3486,1320,1206,1070,110,26, 142 ,90.5%,168,168,
3487,855,1023,729,249,45, 49 ,91.7%,117,117,
3488,1320,842,827,7,8, 86 ,89.3%,164,164,
3490,1200,1186,1095,83,8, 121 ,90.0%,159,159,
3492,915,846,809,31,6, 102 ,85.7%,136,136,
3495,1320,1098,1067,31,0, 153 ,92.0%,171,171,
3497,1320,966,912,36,18, 67 ,94.9%,155,155,
3500,1120,1082,995,84,3, 126 ,89.3%,139,139,
3501,780,711,635,24,52, 42 ,92.3%,115,115,
3502,780,700,651,21,28, 80 ,80.5%,127,127,
3503,1320,1109,1064,42,3, 139 ,85.2%,167,167,
3505,1000,984,958,26,0, 134 ,89.8%,163,163,
3510,915,786,624,130,32, 63 ,85.2%,114,114,
3513,1320,941,893,21,27, 91 ,88.7%,157,157,
3514,1200,961,955,6,0, 115 ,89.9%,156,156,
3515,1320,997,949,35,13, 88 ,95.5%,155,155,
3518,1320,1067,1030,34,3, 167 ,93.1%,157,157,
3523,1320,1177,1002,155,20, 107 ,91.6%,163,163,
3525,855,773,689,34,50, 49 ,90.3%,123,123,
3526,1200,1002,960,27,15, 128 ,89.9%,155,155,
3527,780,740,666,57,17, 171 ,72.7%,126,126,
3528,400,511,471,40,0, 86 ,89.9%,75,75,
3529,855,691,584,57,50, 39 ,78.9%,122,122,
3533,915,880,820,33,27, 113 ,88.0%,141,141,
3534,915,870,813,50,7, 64 ,94.2%,136,136,
3535,1200,991,863,106,22, 88 ,82.8%,154,154,
3537,855,917,763,85,69, 45 ,96.8%,125,125,
3538,915,907,806,64,37, 73 ,94.8%,132,132,
3548,1120,935,858,57,20, 139 ,89.3%,148,148,
3566,1320,904,821,61,22, 84 ,81.7%,163,163,
3567,616,587,533,52,2, 74 ,89.1%,91,91,
3568,1320,974,925,34,15, 109 ,91.6%,162,162,
3569,1320,899,779,100,20, 104 ,81.8%,146,146,
3570,855,876,687,179,10, 82 ,78.0%,132,132,
3571,915,802,682,87,33, 62 ,84.3%,132,132,
3572,915,733,588,114,31, 62 ,69.3%,125,125,
3580,1120,910,897,13,0, 115 ,94.8%,151,151,
3581,1120,832,798,32,2, 82 ,90.8%,152,152,
3582,1320,1281,1172,89,20, 110 ,89.0%,161,161,
3583,1120,1139,832,272,35, 110 ,83.8%,152,152,
3585,1000,628,571,22,35, 53 ,84.4%,120,120,
3590,1320,902,861,20,21, 49 ,92.4%,156,156,
3591,855,768,664,67,37, 54 ,92.0%,122,122,
3595,1320,1008,977,16,15, 128 ,87.1%,167,167,
3596,855,722,699,12,11, 58 ,88.7%,122,122,
3597,855,875,828,42,5, 67 ,97.0%,132,132,
3602,1320,979,931,25,23, 92 ,93.5%,166,166,
3607,855,734,709,21,4, 68 ,94.3%,121,121,
3608,1000,962,914,49,-1, 117 ,92.2%,151,151,
3610,,0,0,0,0, -   ,#DIV/0!,0,0,
3612,1320,1002,964,25,13, 97 ,86.6%,162,162,
3616,1320,987,926,50,11, 110 ,87.6%,157,157,
3620,1320,972,922,29,21, 109 ,91.2%,156,156,
3623,1320,1000,959,37,4, 160 ,92.5%,158,158,
3624,1000,930,917,12,1, 129 ,95.4%,147,147,
3625,1320,1126,1078,31,17, 207 ,89.2%,165,165,
3626,1320,1044,963,57,24, 122 ,82.5%,163,163,
3627,1320,1019,960,57,2, 171 ,83.8%,167,167,
3630,1000,902,887,14,1, 126 ,81.3%,162,162,
3632,1320,861,814,9,38, 61 ,90.6%,146,146,
3633,1320,1073,936,104,33, 104 ,88.8%,167,167,
3634,1320,1012,978,29,5, 87 ,92.0%,161,162,
3641,1320,1039,1016,17,6, 93 ,87.4%,170,170,
3645,1320,1195,1138,49,8, 155 ,88.4%,168,168,
3648,1320,1101,1058,41,2, 111 ,90.5%,165,165,
3652,1320,885,879,4,2, 94 ,86.5%,153,153,
3658,1320,925,914,9,2, 113 ,88.6%,166,166,
3659,1320,986,970,14,2, 114 ,91.7%,165,165,
3660,1320,1137,1013,101,23, 93 ,93.5%,166,166,
3700,1320,1033,1004,16,13, 144 ,85.9%,166,166,
3701,1000,994,899,56,39, 91 ,89.1%,154,154,
3702,1320,1048,994,47,7, 107 ,90.2%,160,160,
3705,855,1036,988,35,13, 65 ,93.7%,123,123,
3709,1000,1097,912,177,8, 150 ,82.7%,140,140,
3720,1320,1240,1125,92,23, 131 ,94.0%,165,165,
3722,1320,1037,973,44,20, 151 ,92.3%,165,165,
3726,915,964,804,150,10, 74 ,88.5%,127,127,
3728,1320,1206,950,223,33, 112 ,88.9%,159,159,
3731,1320,1050,977,56,17, 101 ,88.6%,163,163,
3732,855,870,783,64,23, 73 ,92.4%,130,130,
