,,,,Action Alley,,,,Endcaps,,,,,,,,,,,Frozen Doors ,,,,
Store Nbr,Bakecenter + Trian ,Train No Bakecenter,Bakecenter No Train ,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack,1/2 EC - Coffee,1/2 EC - Soup,1/2 EC - Crackers,1/2 EC - Pasta,1/2 EC - Pasta Sauce,1/2 EC - Sparkling Water,1/2 EC - Fruit Juice,1/2 EC - Tortilla Chips,1/2 EC - Potato Chips,1/2 EC - Cookies,1/2 EC - Fruit Snacks,FD - Frozen Pizza,FD - Frozen Pot Pie,FD - Frozen Potatoes,FD - Frozen Smoothies,FD - Frozen Wings
300,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
301,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
302,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
304,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
306,,No Bakecenter,,YES,YES,YES,YES,YES,,,YES,YES,,,,,,,YES,YES,,YES,YES
307,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
308,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,,,YES
309,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
310,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
312,Both ,,,YES,,,YES,,,,YES,YES,,,,,,,YES,,YES,YES,YES
313,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
314,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,,,YES
315,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
316,,No Bakecenter,,YES,,,YES,,,,YES,YES,,,,,,,YES,,,YES,YES
317,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,YES
318,,No Bakecenter,,YES,,,,YES,YES,,,,,,,,,,,YES,,,YES
319,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
321,Both ,,,YES,,,,YES,,,YES,YES,,,,,,,YES,,YES,YES,YES
322,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
324,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
325,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
328,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,YES
329,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
330,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
331,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
332,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
333,Both ,,,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,,,YES
334,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
335,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
336,Both ,,,YES,YES,YES,,,YES,YES,YES,YES,,,,,,,,,,,
340,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
341,Both ,,,YES,,,,YES,YES,YES,,,,,,,,,,,,,
342,Both ,,,YES,,,YES,YES,YES,YES,,,,,,,,,,,,,
343,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
345,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
346,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
347,Both ,,,YES,,,,,,YES,,,,,,,,,YES,YES,YES,YES,YES
348,,No Bakecenter,,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
350,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
351,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
353,Both ,,,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,,YES,YES,YES
354,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
355,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
356,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
357,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
358,Both ,,,YES,YES,YES,,,YES,YES,YES,YES,,,,,,,YES,YES,,YES,
359,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
360,,No Bakecenter,,YES,,,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
361,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
362,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
363,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,,,YES,YES
364,Both ,,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
365,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
366,Both ,,,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,,YES,,YES
368,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
369,Both ,,,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
370,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
371,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
372,Both ,,,,,,YES,YES,YES,YES,,,,,,,,,YES,YES,YES,YES,YES
373,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
374,Both ,,,YES,YES,YES,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
375,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
376,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
378,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
379,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
381,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,,YES
382,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
383,,No Bakecenter,,YES,YES,YES,,YES,,YES,,,,,,,,,YES,YES,YES,YES,YES
384,Both ,,,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
386,Both ,,,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
387,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,,,,,
388,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
389,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
391,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
392,Both ,,,YES,YES,YES,,YES,,YES,YES,YES,,,,,,,,,,,
393,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
394,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,,YES,,,YES
396,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
398,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
399,Both ,,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,YES,YES,YES,YES
400,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
401,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
402,,No Bakecenter,,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,,,,YES
403,,No Bakecenter,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,,YES,YES
404,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
405,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,,
406,,No Bakecenter,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
407,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
408,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
409,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
410,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
412,Both ,,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,YES,,YES
414,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
415,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
416,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
417,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
418,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
419,,No Bakecenter,,YES,,,,YES,,,,,,,,,,,,,,,
420,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
421,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
422,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
423,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
424,Both ,,,YES,YES,YES,,YES,,YES,YES,YES,,,,,,,YES,,,,YES
425,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
426,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
427,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
428,,No Bakecenter,,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,YES,,YES,YES,YES
430,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
431,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,YES
432,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
433,Both ,,,YES,,,YES,YES,,,,,,,,,,,YES,YES,YES,YES,YES
434,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
435,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,,YES,
437,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
438,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
440,,No Bakecenter,,,,,,YES,,,,,,,,,,,YES,YES,,,YES
444,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
445,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
448,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
449,Both ,,,,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
450,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
451,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
457,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
459,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
462,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
466,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
467,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
468,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
469,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
471,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
472,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
475,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,
476,,No Bakecenter,,YES,,,,YES,,YES,,,,,,,,,,YES,,,YES
477,,No Bakecenter,,YES,YES,YES,,,,YES,YES,YES,,,,,,,YES,YES,,,YES
479,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
481,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
483,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
484,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
485,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
486,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
489,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
491,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
492,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,
493,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
494,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
495,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
497,,No Bakecenter,,YES,,,,,YES,,YES,YES,,,,,,,,YES,,,YES
498,Both ,,,,,,YES,,YES,,,,,,,,,,,,,,
499,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
501,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
502,,No Bakecenter,,YES,,,YES,,,,,,,,,,,,YES,,YES,YES,YES
504,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
505,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
506,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
507,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,,YES,,,YES
508,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
510,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
511,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
513,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
514,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
515,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
516,,No Bakecenter,,YES,YES,YES,,YES,,,,,,,,,,,YES,YES,,,
517,,No Bakecenter,,,,,,,,,,,,,,,,,,YES,YES,,YES
518,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,,YES
519,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,,YES,,,YES
520,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
521,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
522,Both ,,,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
523,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,,,YES
526,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
527,,No Bakecenter,,YES,,,,YES,,,,,,,,,,,YES,,YES,YES,YES
528,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
529,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
530,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,YES,YES
531,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
532,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
533,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
535,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
536,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
537,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
538,Both ,,,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
539,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
540,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
541,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,,YES
542,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
543,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
544,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
546,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
547,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
548,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
549,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
550,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
551,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
553,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
555,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
556,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
557,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
558,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
559,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
560,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
561,Both ,,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,,,,YES
562,Both ,,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
563,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
564,Both ,,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
565,Both ,,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,YES,YES,YES,YES
566,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,YES,YES
569,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
571,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
572,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
573,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
574,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
575,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
577,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
578,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
579,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
580,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES
581,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
582,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
583,,No Bakecenter,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,,,YES
584,,No Bakecenter,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,,YES,,,YES
585,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
586,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
587,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,,,YES,YES
588,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
589,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
590,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
591,,No Bakecenter,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,,,YES
592,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
593,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
594,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
598,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
599,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
600,,No Bakecenter,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
601,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
602,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
603,,No Bakecenter,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
604,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
605,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
608,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
609,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
610,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,,YES
611,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
612,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,,,YES,,YES
613,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
614,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
615,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
616,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
618,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
619,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,,YES,YES
620,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
621,,No Bakecenter,,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
622,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
623,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
624,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
625,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
627,Both ,,,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
628,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
629,,No Bakecenter,,YES,,,,YES,,YES,,,,,,,,,YES,YES,YES,,YES
630,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
631,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
632,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
633,Both ,,,YES,YES,,,YES,YES,,YES,YES,,,,,,,,YES,,,YES
634,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
635,Both ,,,YES,YES,YES,YES,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
636,Both ,,,YES,YES,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
637,,No Bakecenter,,YES,,,,YES,YES,,YES,YES,,,,,,,YES,,YES,YES,YES
638,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
639,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
640,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
642,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
643,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
644,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
