Store Name,DSP,Go Live Launch Date
1997,DoorDash,3/22/2022
1998,Spark,3/22/2022
1999,DoorDash,3/22/2022
2001,DoorDash,3/22/2022
2002,DoorDash,3/22/2022
2003,DoorDash,3/22/2022
2004,DoorDash,3/22/2022
2010,Roadie,3/22/2022
2012,PPUP,3/22/2022
2013,PPUP,3/22/2022
2015,Spark,3/22/2022
2019,PPUP,3/22/2022
2021,DoorDash,3/22/2022
2022,PPUP,3/22/2022
2023,PPUP,3/22/2022
2025,DoorDash,3/22/2022
2027,DoorDash,3/22/2022
2028,DoorDash,3/22/2022
2033,DoorDash,3/22/2022
2036,Spark,3/22/2022
2038,DoorDash,3/22/2022
2039,PPUP,3/22/2022
2040,Roadie,3/22/2022
2045,DoorDash,3/22/2022
2046,PPUP,3/22/2022
2048,DoorDash,3/22/2022
2049,PPUP,3/22/2022
2055,DoorDash,3/22/2022
2056,DoorDash,3/22/2022
2061,PPUP,3/22/2022
2062,Roadie,3/22/2022
2063,Spark,3/22/2022
2065,DoorDash,3/22/2022
2066,Spark,3/22/2022
2068,Roadie,3/22/2022
2069,Roadie,3/22/2022
2070,DoorDash,3/22/2022
2071,DoorDash,3/22/2022
2073,DoorDash,3/22/2022
2074,DoorDash,3/22/2022
2077,DoorDash,3/22/2022
2078,DoorDash,3/22/2022
2080,Spark,3/22/2022
2081,Spark,3/22/2022
2083,PPUP,3/22/2022
2084,DoorDash,3/22/2022
2086,Spark,3/22/2022
2087,DoorDash,3/22/2022
2089,Spark,3/22/2022
2091,Spark,3/22/2022
2093,Spark,3/22/2022
2095,DoorDash,3/22/2022
2096,DoorDash,3/22/2022
2097,DoorDash,3/22/2022
2098,Roadie,3/22/2022
2101,Spark,3/22/2022
2103,Roadie,3/22/2022
2104,PPUP,3/22/2022
2105,Spark,3/22/2022
2106,DoorDash,3/22/2022
2107,DoorDash,3/22/2022
2108,PPUP,3/22/2022
2110,PPUP,3/22/2022
2111,DoorDash,3/22/2022
2112,DoorDash,3/22/2022
2113,Spark,3/22/2022
2115,DoorDash,3/22/2022
2116,Spark,3/22/2022
2117,PPUP,3/22/2022
2119,DoorDash,3/22/2022
2122,PPUP,3/22/2022
2123,Spark,3/22/2022
2124,Spark,3/22/2022
2125,DoorDash,3/22/2022
2127,DoorDash,3/22/2022
2128,PPUP,3/22/2022
2129,PPUP,3/22/2022
2130,PPUP,3/22/2022
2131,Roadie,3/22/2022
2133,DoorDash,3/22/2022
2141,DoorDash,3/22/2022
2142,DoorDash,3/22/2022
2147,DoorDash,3/22/2022
2152,DoorDash,3/22/2022
2154,DoorDash,3/22/2022
2157,DoorDash,3/22/2022
2166,Spark,3/22/2022
2181,DoorDash,3/22/2022
2185,DoorDash,3/22/2022
2187,DoorDash,3/22/2022
2188,DoorDash,3/22/2022
2189,DoorDash,3/22/2022
2195,DoorDash,3/22/2022
2197,Spark,3/22/2022
2198,DoorDash,3/22/2022
2199,Spark,3/22/2022
2201,Spark,3/22/2022
2204,DoorDash,3/22/2022
2205,Spark,3/22/2022
2207,Spark,3/22/2022
2208,DoorDash,3/22/2022
2209,Roadie,3/22/2022
2211,Spark,3/22/2022
2214,Roadie,3/22/2022
2215,DoorDash,3/22/2022
2221,Spark,3/22/2022
2222,Spark,3/22/2022
2223,DoorDash,3/22/2022
2225,DoorDash,3/22/2022
2231,Spark,3/22/2022
2233,Spark,3/22/2022
2234,Spark,3/22/2022
2237,DoorDash,3/22/2022
2238,DoorDash,3/22/2022
2239,DoorDash,3/22/2022
2243,DoorDash,3/22/2022
2244,Spark,3/22/2022
2249,Spark,3/22/2022
2250,DoorDash,3/22/2022
2252,DoorDash,3/22/2022
2255,Spark,3/22/2022
2257,Spark,3/22/2022
2265,DoorDash,3/22/2022
2266,DoorDash,3/22/2022
2269,DoorDash,3/22/2022
2273,Spark,3/22/2022
2275,DoorDash,3/22/2022
2277,DoorDash,3/22/2022
2278,Spark,3/22/2022
2279,DoorDash,3/22/2022
2280,DoorDash,3/22/2022
2283,DoorDash,3/22/2022
2285,Spark,3/22/2022
2293,DoorDash,3/22/2022
2300,DoorDash,3/22/2022
2306,Spark,3/22/2022
2307,Spark,3/22/2022
2309,DoorDash,3/22/2022
2310,DoorDash,3/22/2022
2312,Spark,3/22/2022
2313,DoorDash,3/22/2022
2314,DoorDash,3/22/2022
2316,DoorDash,3/22/2022
2318,DoorDash,3/22/2022
2320,Roadie,3/22/2022
2322,Spark,3/22/2022
2323,DoorDash,3/22/2022
2328,Spark,3/22/2022
2330,Roadie,3/22/2022
2335,Spark,3/22/2022
2336,DoorDash,3/22/2022
2338,DoorDash,3/22/2022
2339,Spark,3/22/2022
2341,DoorDash,3/22/2022
2351,Spark,3/22/2022
2354,DoorDash,3/22/2022
2355,Roadie,3/22/2022
2357,Spark,3/22/2022
2360,DoorDash,3/22/2022
2362,DoorDash,3/22/2022
2365,DoorDash,3/22/2022
2366,Roadie,3/22/2022
2368,DoorDash,3/22/2022
2370,DoorDash,3/22/2022
2385,DoorDash,3/22/2022
2387,Spark,3/22/2022
2391,Spark,3/22/2022
2392,Spark,3/22/2022
2393,Spark,3/22/2022
2394,Spark,3/22/2022
2395,Spark,3/22/2022
2397,Spark,3/22/2022
2399,DoorDash,3/22/2022
2400,DoorDash,3/22/2022
2403,DoorDash,3/22/2022
2404,Spark,3/22/2022
2406,Spark,3/22/2022
2425,Spark,3/22/2022
2426,DoorDash,3/22/2022
2427,Spark,3/22/2022
2429,DoorDash,3/22/2022
2432,DoorDash,3/22/2022
2433,Spark,3/22/2022
2437,DoorDash,3/22/2022
2438,Spark,3/22/2022
2441,Roadie,3/22/2022
2442,DoorDash,3/22/2022
2443,Spark,3/22/2022
2444,Spark,3/22/2022
2445,Spark,3/22/2022
2447,DoorDash,3/22/2022
2451,Spark,3/22/2022
2452,DoorDash,3/22/2022
2455,DoorDash,3/22/2022
2457,DoorDash,3/22/2022
2458,DoorDash,3/22/2022
2459,Spark,3/22/2022
2460,Spark,3/22/2022
2463,Spark,3/22/2022
2464,DoorDash,3/22/2022
2465,Roadie,3/22/2022
2468,DoorDash,3/22/2022
2469,Spark,3/22/2022
2471,DoorDash,3/22/2022
2472,Spark,3/22/2022
2475,DoorDash,3/22/2022
2476,DoorDash,3/22/2022
2477,Spark,3/22/2022
2482,DoorDash,3/22/2022
2486,DoorDash,3/22/2022
2493,Spark,3/22/2022
2496,DoorDash,3/22/2022
2499,Spark,3/22/2022
2504,DoorDash,3/22/2022
2505,Spark,3/22/2022
2506,Roadie,3/22/2022
2508,DoorDash,3/22/2022
2511,Spark,3/22/2022
2512,DoorDash,3/22/2022
2513,DoorDash,3/22/2022
2515,DoorDash,3/22/2022
2519,Spark,3/22/2022
2520,Spark,3/22/2022
2529,Spark,3/22/2022
2532,Roadie,3/22/2022
2534,Spark,3/22/2022
2535,DoorDash,3/22/2022
2537,DoorDash,3/22/2022
2539,Spark,3/22/2022
2541,Spark,3/22/2022
2543,Spark,3/22/2022
2544,DoorDash,3/22/2022
2545,DoorDash,3/22/2022
2549,Spark,3/22/2022
2557,DoorDash,3/22/2022
2560,Spark,3/22/2022
2561,Spark,3/22/2022
2565,DoorDash,3/22/2022
2574,Spark,3/22/2022
2577,DoorDash,3/22/2022
2581,Spark,3/22/2022
2584,Spark,3/22/2022
2595,DoorDash,3/22/2022
2596,DoorDash,3/22/2022
2598,DoorDash,3/22/2022
2599,DoorDash,3/22/2022
2600,DoorDash,3/22/2022
2612,Spark,3/22/2022
2620,Spark,3/22/2022
2627,Spark,3/22/2022
2638,Spark,3/22/2022
2649,Spark,3/22/2022
2665,Spark,3/22/2022
2667,Spark,3/22/2022
2679,Spark,3/22/2022
2687,Spark,3/22/2022
2688,Spark,3/22/2022
2693,Spark,3/22/2022
2695,Spark,3/22/2022
2699,Spark,3/22/2022
2702,Spark,3/22/2022
2703,Spark,3/22/2022
2706,Spark,3/22/2022
2716,Spark,3/22/2022
2717,Spark,3/22/2022
2724,Spark,3/22/2022
2731,Spark,3/22/2022
2733,Spark,3/22/2022
2740,Spark,3/22/2022
2741,Spark,3/22/2022
2742,Spark,3/22/2022
2743,Spark,3/22/2022
2744,Spark,3/22/2022
2747,Spark,3/22/2022
2751,Spark,3/22/2022
2756,Spark,3/22/2022
2757,Spark,3/22/2022
2763,Spark,3/22/2022
2765,Spark,3/22/2022
2767,Spark,3/22/2022
2768,Spark,3/22/2022
2769,Spark,3/22/2022
2773,Spark,3/22/2022
2790,Spark,3/22/2022
2793,Spark,3/22/2022
2796,Spark,3/22/2022
2807,Spark,3/22/2022
2814,Spark,3/22/2022
2823,Spark,3/22/2022
2828,Spark,3/22/2022
2834,Spark,3/22/2022
2839,Spark,3/22/2022
2840,Spark,3/22/2022
2843,Spark,3/22/2022
2845,Spark,3/22/2022
2846,Spark,3/22/2022
2859,Spark,3/22/2022
2875,Spark,3/22/2022
2876,Spark,3/22/2022
2877,Spark,3/22/2022
2878,Spark,3/22/2022
2880,Spark,3/22/2022
2883,Spark,3/22/2022
2907,Spark,3/22/2022
2910,Spark,3/22/2022
2911,Spark,3/22/2022
2913,Spark,3/22/2022
2914,Spark,3/22/2022
2918,Spark,3/22/2022
2919,Spark,3/22/2022
2923,Spark,3/22/2022
2926,Spark,3/22/2022
2929,Spark,3/22/2022
2930,Spark,3/22/2022
2931,Spark,3/22/2022
2936,Spark,3/22/2022
2940,Spark,3/22/2022
2958,Spark,3/22/2022
2973,Spark,3/22/2022
2974,Spark,3/22/2022
2975,Spark,3/22/2022
2976,Spark,3/22/2022
2977,Spark,3/22/2022
2978,Spark,3/22/2022
2979,Spark,3/22/2022
2980,Spark,3/22/2022
2981,Spark,3/22/2022
2984,Spark,3/22/2022
2986,Spark,3/22/2022
2993,Spark,3/22/2022
2995,Spark,3/22/2022
2996,Spark,3/22/2022
3008,Spark,3/22/2022
3011,Spark,3/22/2022
3013,Spark,3/22/2022
3014,Spark,3/22/2022
3015,Spark,3/22/2022
3017,Spark,3/22/2022
3042,Spark,3/22/2022
3043,Spark,3/22/2022
3044,Spark,3/22/2022
3049,Spark,3/22/2022
3057,Spark,3/22/2022
3058,Spark,3/22/2022
3062,Spark,3/22/2022
3066,Spark,3/22/2022
3070,Spark,3/22/2022
3072,Spark,3/22/2022
3077,Spark,3/22/2022
3082,Spark,3/22/2022
3083,Spark,3/22/2022
3094,Spark,3/22/2022
3103,Spark,3/22/2022
3104,Spark,3/22/2022
3107,Spark,3/22/2022
3110,Spark,3/22/2022
3111,Spark,3/22/2022
3112,Spark,3/22/2022
3114,Spark,3/22/2022
3126,Spark,3/22/2022
3127,Spark,3/22/2022
3128,Spark,3/22/2022
3135,Spark,3/22/2022
3136,Spark,3/22/2022
3143,Spark,3/22/2022
3151,Spark,3/22/2022
3152,Spark,3/22/2022
3154,Spark,3/22/2022
3156,Spark,3/22/2022
3157,Spark,3/22/2022
3161,Spark,3/22/2022
3162,Spark,3/22/2022
3164,Spark,3/22/2022
3166,Spark,3/22/2022
3167,Spark,3/22/2022
3168,Spark,3/22/2022
3172,Spark,3/22/2022
3173,Spark,3/22/2022
3175,Spark,3/22/2022
3176,Spark,3/22/2022
3177,Spark,3/22/2022
3183,Spark,3/22/2022
3184,Spark,3/22/2022
3198,Spark,3/22/2022
3199,Spark,3/22/2022
3202,Spark,3/22/2022
3204,Spark,3/22/2022
3207,Spark,3/22/2022
3213,Spark,3/22/2022
3214,Spark,3/22/2022
3216,Spark,3/22/2022
3219,Spark,3/22/2022
3220,Spark,3/22/2022
3222,Spark,3/22/2022
3224,Spark,3/22/2022
3225,Spark,3/22/2022
3226,Spark,3/22/2022
3231,Spark,3/22/2022
3232,Spark,3/22/2022
3237,Spark,3/22/2022
3238,Spark,3/22/2022
3243,Spark,3/22/2022
3255,Spark,3/22/2022
3261,Spark,3/22/2022
3265,Spark,3/22/2022
3274,Spark,3/22/2022
