Store,Week,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Total
3237,42,2,2,1,2,2,2,1,12
3241,42,2,1,1,2,1,2,1,10
3243,42,1,2,1,2,1,2,1,10
3248,42,1,2,1,1,1,2,1,9
3251,42,2,1,2,1,2,1,1,10
3259,42,1,2,2,2,1,2,1,11
3262,42,2,2,2,2,2,2,1,13
3279,42,2,1,2,1,2,1,2,11
3280,42,1,2,1,2,1,2,1,10
3282,42,1,2,2,2,1,2,1,11
3283,42,2,2,1,2,2,2,2,13
3284,42,1,1,2,1,2,1,1,9
3292,42,1,2,1,2,1,2,2,11
3308,42,2,2,1,2,2,2,1,12
3320,42,2,2,3,2,2,2,2,15
3331,42,2,2,1,2,2,2,1,12
3332,42,2,1,2,1,2,2,1,11
3350,42,2,1,2,2,2,1,2,12
3351,42,2,1,2,2,2,2,2,13
3360,42,2,1,1,2,1,2,1,10
3363,42,1,1,2,1,2,1,2,10
3366,42,1,2,1,1,1,2,1,9
3379,42,2,1,1,2,1,1,1,9
3382,42,1,2,1,1,2,1,2,10
3387,42,2,2,2,2,2,2,2,14
3390,42,1,1,2,1,2,1,2,10
3402,42,2,1,2,1,2,1,1,10
3403,42,2,2,2,1,2,2,2,13
3407,42,2,2,1,2,2,2,2,13
3417,42,1,2,1,1,1,2,1,9
3418,42,2,3,3,3,2,3,3,19
3428,42,2,1,1,1,2,1,1,9
3431,42,1,2,1,1,2,1,2,10
3433,42,2,1,2,1,2,1,1,10
3435,42,2,1,2,2,1,2,1,11
3436,42,1,1,2,2,1,2,1,10
3454,42,2,1,1,1,2,1,1,9
3455,42,2,1,2,1,2,1,1,10
3461,42,2,1,2,1,2,1,1,10
3464,42,2,2,1,2,2,2,1,12
3465,42,1,2,2,1,2,2,2,12
3473,42,2,1,2,2,2,2,2,13
3476,42,2,1,2,1,2,1,1,10
3477,42,1,1,1,2,1,2,1,9
3486,42,2,2,2,2,2,2,1,13
3492,42,1,2,2,1,2,2,2,12
3495,42,2,1,2,2,2,2,2,13
3500,42,1,2,2,2,2,2,2,13
3515,42,1,2,1,2,1,2,1,10
3516,42,2,2,2,2,2,2,2,14
3518,42,2,2,3,2,2,2,2,15
3520,42,3,2,2,3,2,3,2,17
3522,42,2,2,2,2,2,2,2,14
3529,42,2,1,1,2,1,2,1,10
3533,42,2,1,2,2,1,2,2,12
3538,42,2,1,2,1,2,1,1,10
3564,42,2,1,2,2,2,2,1,12
3567,42,2,1,2,2,2,2,2,13
3568,42,2,1,2,2,2,1,2,12
3569,42,2,2,1,2,2,2,2,13
3572,42,1,2,2,2,1,2,1,11
3584,42,2,1,2,1,2,2,1,11
3585,42,1,1,2,1,2,1,1,9
3589,42,1,1,2,2,1,2,1,10
3596,42,2,1,1,1,2,1,1,9
3616,42,1,2,1,1,1,2,1,9
3620,42,1,2,1,2,1,2,1,10
3623,42,1,2,1,2,1,2,1,10
3640,42,1,1,1,2,1,2,1,9
3641,42,1,2,1,1,2,1,1,9
3645,42,2,2,1,2,2,2,2,13
3648,42,2,1,2,2,2,2,1,12
3652,42,1,1,2,2,1,2,1,10
3658,42,2,1,2,1,2,2,1,11
3659,42,2,1,1,2,1,2,1,10
3720,42,2,1,2,2,1,2,1,11
3722,42,2,1,2,2,2,2,1,12
3726,42,2,1,2,1,2,2,1,11
3728,42,1,1,2,2,1,1,2,10
3730,42,2,1,2,1,2,1,1,10
3731,42,1,2,1,2,1,2,2,11
3738,42,1,1,2,2,1,2,1,10
3739,42,2,1,2,1,2,1,1,10
3748,42,2,1,2,1,2,1,1,10
3751,42,2,1,2,1,2,2,2,12
3754,42,1,1,2,1,1,1,2,9
3762,42,2,1,2,2,1,2,1,11
3763,42,2,2,2,2,2,2,2,14
3771,42,1,2,2,2,2,2,2,13
3786,42,2,1,2,1,2,1,2,11
3792,42,2,2,1,2,2,2,1,12
3796,42,2,2,2,2,2,1,2,13
3833,42,2,1,2,2,2,1,2,12
3835,42,1,2,1,2,2,2,1,11
3838,42,2,1,2,1,2,2,1,11
3847,42,1,1,1,1,1,2,1,8
3860,42,1,1,2,1,1,2,1,9
3874,42,2,1,2,1,2,1,2,11
3886,42,1,2,2,2,1,2,2,12
3888,42,2,2,2,2,2,2,2,14
3894,42,1,2,2,1,2,1,2,11
3896,42,1,2,1,1,2,1,1,9
3897,42,2,2,2,2,2,3,2,15
4055,42,2,1,2,1,2,2,1,11
4064,42,2,1,1,2,1,2,1,10
4068,42,1,2,1,1,1,2,1,9
4112,42,2,1,2,2,1,2,2,12
4115,42,1,2,1,2,1,2,1,10
4118,42,2,1,1,2,1,2,1,10
4129,42,1,1,2,2,1,2,2,11
4130,42,2,1,2,1,2,1,2,11
4153,42,1,1,2,1,1,2,1,9
4195,42,1,2,1,1,2,1,2,10
4201,42,2,1,1,2,1,2,1,10
4219,42,1,2,2,2,1,2,1,11
4239,42,1,2,1,1,1,2,1,9
4240,42,1,1,2,1,2,1,2,10
4243,42,2,1,2,1,2,2,1,11
4255,42,1,2,2,2,1,2,2,12
4260,42,1,2,2,2,1,2,1,11
4262,42,2,2,1,2,2,2,1,12
4272,42,2,1,1,2,1,1,1,9
4274,42,2,2,1,2,2,2,1,12
4285,42,2,1,2,2,2,2,2,13
4295,42,2,1,1,1,2,1,1,9
4299,42,2,1,2,2,2,2,2,13
4321,42,1,2,1,2,1,2,1,10
4325,42,2,1,2,2,2,1,2,12
4330,42,1,1,2,1,1,1,2,9
4334,42,1,2,1,2,2,1,2,11
4337,42,2,1,2,2,1,2,1,11
4340,42,2,1,2,2,2,2,2,13
4356,42,2,1,2,2,2,2,1,12
4358,42,1,2,1,2,1,2,1,10
4378,42,1,1,1,2,1,1,1,8
4392,42,1,2,1,2,1,2,2,11
4404,42,1,1,2,1,1,2,1,9
4416,42,1,1,2,2,1,1,2,10
4423,42,2,2,2,2,2,2,1,13
4424,42,2,1,2,2,2,1,2,12
4430,42,2,2,1,2,2,2,1,12
4438,42,2,1,2,2,2,3,2,14
4444,42,2,1,1,2,1,2,1,10
4451,42,1,2,2,1,2,2,2,12
4460,42,1,2,1,2,1,2,1,10
4482,42,1,2,1,2,1,2,1,10
4487,42,2,1,2,2,1,2,2,12
4526,42,2,1,2,1,2,2,1,11
4531,42,1,1,2,1,1,2,1,9
4553,42,2,1,2,2,2,2,2,13
4581,42,1,1,2,1,1,1,1,8
4601,42,2,2,1,2,2,2,1,12
4627,42,2,2,1,2,2,2,1,12
4631,42,1,2,2,2,1,2,1,11
4660,42,2,1,1,1,2,1,1,9
4678,42,1,1,1,2,1,1,1,8
5023,42,2,2,2,1,2,2,2,13
5031,42,1,2,2,1,2,2,2,12
5034,42,2,1,2,1,2,2,1,11
5045,42,2,1,2,1,2,1,2,11
5054,42,2,1,1,2,1,2,1,10
5055,42,2,1,2,1,2,1,2,11
5070,42,1,2,2,1,2,2,2,12
5072,42,2,2,2,2,3,2,2,15
5087,42,2,2,2,2,2,2,2,14
5091,42,2,1,2,2,2,2,1,12
5095,42,2,2,2,2,2,2,1,13
5096,42,2,1,2,1,2,1,1,10
5099,42,2,2,2,2,2,2,2,14
5101,42,2,1,2,1,2,1,1,10
5105,42,2,1,1,2,1,2,1,10
5123,42,1,2,2,2,2,2,2,13
5124,42,1,2,1,2,1,2,1,10
5130,42,2,2,2,2,2,2,1,13
5140,42,1,2,1,2,1,2,1,10
5145,42,1,2,2,2,1,2,1,11
5147,42,2,2,1,2,2,2,1,12
5151,42,2,1,2,1,2,1,1,10
5154,42,2,2,2,3,2,3,2,17
5155,42,1,1,2,1,2,2,2,11
5156,42,2,2,2,1,2,2,2,13
5160,42,2,1,2,1,2,1,1,10
5167,42,1,1,2,2,1,2,1,10
5173,42,1,2,1,2,1,2,2,11
5175,42,1,2,1,2,1,2,1,10
5185,42,2,2,2,1,2,1,2,12
5189,42,1,2,1,2,1,2,2,11
5193,42,2,1,1,2,1,2,1,10
5196,42,1,2,1,1,1,2,1,9
5203,42,1,1,2,1,1,2,1,9
5216,42,2,1,2,2,1,2,1,11
5233,42,1,1,2,2,1,2,1,10
5234,42,1,2,2,2,1,2,1,11
5235,42,2,1,1,2,1,1,1,9
5245,42,1,2,2,2,2,2,2,13
5252,42,2,1,2,1,2,2,1,11
5253,42,1,2,1,1,1,2,1,9
5261,42,2,1,1,2,1,1,1,9
5275,42,2,2,1,2,2,2,2,13
5278,42,2,2,2,3,2,2,2,15
5281,42,2,1,2,1,2,2,1,11
5292,42,2,1,1,2,1,2,1,10
5299,42,2,2,2,2,2,2,2,14
5301,42,2,1,1,2,1,2,1,10
5305,42,2,1,2,2,2,2,2,13
5316,42,1,2,2,2,2,1,2,12
5319,42,1,1,2,2,1,2,1,10
5325,42,1,1,1,1,1,1,2,8
5326,42,1,2,2,2,1,2,2,12
5330,42,2,1,2,2,1,2,1,11
5331,42,1,2,1,2,2,1,2,11
5334,42,2,2,2,2,2,2,2,14
5337,42,2,1,2,2,2,2,2,13
5338,42,2,1,2,2,1,2,2,12
5342,42,1,2,2,2,2,1,2,12
5343,42,2,2,2,2,2,3,2,15
5347,42,1,2,1,2,1,2,1,10
5359,42,2,1,2,2,1,2,1,11
5361,42,1,2,1,2,2,1,2,11
5369,42,2,2,1,2,2,2,1,12
5391,42,2,1,2,1,2,1,2,11
5394,42,2,1,2,2,2,2,1,12
5403,42,1,1,2,1,1,1,1,8
5416,42,2,1,2,1,2,1,2,11
5420,42,2,1,2,1,2,2,1,11
5425,42,2,2,1,2,2,2,2,13
5428,42,2,1,1,2,1,2,1,10
5429,42,2,2,1,2,2,2,1,12
5430,42,2,1,2,2,2,2,2,13
5441,42,1,1,2,1,1,2,1,9
5443,42,1,2,2,2,1,2,1,11
5447,42,3,2,3,3,3,3,3,20
5449,42,2,1,1,2,1,1,1,9
5485,42,1,2,1,2,1,2,2,11
5488,42,2,2,2,2,2,2,1,13
5491,42,1,1,2,2,1,2,1,10
5494,42,2,1,2,2,2,1,2,12
5626,42,1,2,2,2,1,2,2,12
5671,42,1,2,1,2,1,2,1,10
5686,42,2,2,2,3,2,2,3,16
5707,42,2,1,1,2,1,2,1,10
5717,42,2,2,2,2,2,2,2,14
5763,42,1,1,2,1,1,1,1,8
5814,42,1,2,1,1,1,2,1,9
5841,42,2,1,1,2,1,1,1,9
5842,42,1,2,1,2,1,2,1,10
5844,42,1,1,2,2,1,2,1,10
5867,42,2,1,2,1,2,1,2,11
5883,42,1,2,1,2,1,2,2,11
5947,42,2,1,2,1,2,1,2,11
5959,42,2,1,2,1,2,2,1,11
6397,42,1,2,1,2,1,2,2,11
6579,42,2,1,2,2,2,2,1,12
6789,42,2,1,1,1,1,2,1,9
6807,42,1,1,2,2,1,2,1,10
6879,42,2,1,2,1,2,2,1,11
6898,42,2,1,2,2,1,2,1,11
6963,42,1,2,1,2,2,1,2,11
7178,42,1,2,1,1,2,1,2,10
7185,42,2,1,1,1,2,1,1,9
7301,42,2,1,2,2,1,2,1,11
7326,42,1,2,1,1,2,1,2,10
1,43,2,1,2,2,2,1,2,12
3,43,1,2,2,1,2,2,2,12
5,43,1,2,1,1,1,2,1,9
7,43,1,1,2,1,1,1,2,9
10,43,2,1,2,1,2,2,1,11
11,43,2,1,2,1,1,2,1,10
13,43,2,2,1,2,2,2,2,13
14,43,1,1,1,2,1,1,2,9
17,43,2,1,2,1,2,2,1,11
19,43,2,2,1,2,2,2,1,12
26,43,2,2,2,2,1,2,2,13
30,43,1,2,1,2,1,2,1,10
36,43,2,1,2,2,1,2,2,12
37,43,2,2,2,1,2,2,1,12
45,43,2,2,1,2,2,2,1,12
47,43,1,1,1,1,2,1,1,8
52,43,1,2,2,1,2,2,2,12
58,43,1,2,2,1,2,2,2,12
61,43,1,1,2,1,1,1,2,9
65,43,2,2,1,2,2,1,2,12
66,43,1,1,2,1,1,1,2,9
67,43,1,1,2,1,1,1,2,9
69,43,2,2,2,2,2,2,2,14
70,43,2,2,1,2,1,2,1,11
72,43,2,2,2,1,2,2,2,13
75,43,2,1,2,1,1,2,1,10
76,43,2,2,1,2,2,2,1,12
77,43,1,1,1,2,1,1,1,8
80,43,2,2,1,2,1,2,1,11
85,43,2,2,1,2,1,2,1,11
86,43,1,1,2,1,1,1,1,8
91,43,1,2,1,1,2,1,1,9
94,43,1,2,1,1,1,2,1,9
95,43,2,2,2,2,2,2,2,14
96,43,1,2,1,2,1,2,1,10
98,43,1,1,1,1,1,1,2,8
100,43,2,2,2,2,1,2,2,13
101,43,2,1,2,2,1,2,2,12
103,43,1,1,1,1,1,1,2,8
108,43,1,2,2,2,2,2,2,13
110,43,1,2,1,2,2,1,2,11
114,43,1,1,1,2,1,1,1,8
121,43,1,2,1,1,1,2,1,9
124,43,1,2,1,1,1,2,1,9
125,43,1,2,2,2,1,2,2,12
126,43,1,2,2,1,2,2,2,12
128,43,1,1,1,1,2,1,1,8
130,43,2,1,1,1,2,1,1,9
137,43,2,1,1,2,1,2,1,10
140,43,2,1,2,2,2,1,2,12
141,43,1,2,1,1,2,1,1,9
157,43,2,1,2,1,1,2,1,10
160,43,2,1,1,1,1,1,1,8
164,43,2,1,2,1,2,2,1,11
168,43,2,1,2,2,2,1,2,12
172,43,1,2,1,1,2,1,2,10
174,43,2,1,2,1,2,2,1,11
175,43,2,2,1,2,1,2,1,11
179,43,1,2,2,1,2,2,2,12
182,43,2,1,1,2,1,2,1,10
184,43,2,2,1,2,2,2,1,12
185,43,2,1,1,1,2,1,1,9
186,43,2,1,2,1,2,1,2,11
195,43,2,1,2,2,1,2,2,12
196,43,1,2,2,2,2,2,2,13
199,43,1,2,2,1,2,1,2,11
200,43,2,2,3,2,2,3,2,16
205,43,2,1,2,2,1,2,2,12
219,43,1,2,1,1,2,1,2,10
224,43,2,2,2,2,3,2,2,15
234,43,2,1,1,2,1,1,1,9
239,43,2,2,2,2,2,1,2,13
258,43,2,1,2,2,2,1,2,12
261,43,2,2,3,2,2,2,3,16
262,43,2,2,2,1,2,2,1,12
264,43,2,2,2,2,2,2,2,14
266,43,2,2,1,2,2,2,2,13
273,43,2,2,1,2,1,2,1,11
286,43,1,2,2,2,1,2,2,12
287,43,1,1,2,1,1,1,2,9
292,43,2,2,2,2,2,2,2,14
299,43,1,2,2,2,2,2,2,13
301,43,2,1,2,1,1,2,1,10
305,43,2,2,2,2,2,2,2,14
306,43,2,1,2,2,2,2,2,13
309,43,1,1,2,2,2,2,1,11
314,43,2,2,1,2,2,2,1,12
315,43,2,1,2,1,2,2,1,11
316,43,1,2,1,1,2,1,2,10
319,43,2,1,2,2,1,2,1,11
340,43,1,1,2,1,1,1,2,9
351,43,2,2,2,1,2,2,1,12
355,43,2,2,2,2,2,2,1,13
359,43,2,1,2,1,1,2,1,10
365,43,2,1,2,2,2,1,2,12
371,43,2,1,2,1,2,2,1,11
375,43,2,2,2,2,2,2,1,13
382,43,2,1,2,2,1,2,1,11
384,43,2,2,1,2,2,2,1,12
388,43,2,2,2,2,1,2,2,13
389,43,1,2,2,1,2,2,1,11
392,43,2,2,1,2,2,2,2,13
395,43,2,2,1,2,1,2,1,11
396,43,2,1,1,2,1,2,1,10
397,43,2,2,2,1,2,2,1,12
400,43,2,1,2,1,2,2,1,11
407,43,1,2,2,1,2,2,2,12
410,43,1,2,2,2,1,2,2,12
413,43,2,2,1,2,1,2,1,11
416,43,2,2,2,2,3,2,2,15
421,43,2,2,1,2,1,2,1,11
423,43,2,1,2,2,1,2,1,11
424,43,2,2,2,1,2,2,2,13
428,43,1,1,1,1,2,1,1,8
429,43,2,1,2,2,2,2,2,13
440,43,1,2,2,1,2,1,2,11
444,43,2,2,1,2,2,2,2,13
447,43,2,1,2,2,2,1,2,12
451,43,2,2,2,1,2,2,2,13
452,43,2,2,2,2,2,2,2,14
456,43,1,1,2,1,2,1,2,10
458,43,2,2,2,2,2,2,2,14
459,43,1,1,2,1,1,2,1,9
461,43,2,2,1,2,1,2,1,11
463,43,2,2,1,2,2,1,2,12
465,43,2,2,2,2,1,2,2,13
468,43,2,1,2,1,2,2,1,11
475,43,2,2,1,2,2,1,2,12
479,43,2,2,2,2,2,2,1,13
483,43,2,2,1,2,2,2,1,12
484,43,2,1,2,2,2,2,2,13
489,43,1,2,1,1,2,1,2,10
490,43,2,2,1,2,2,2,1,12
491,43,2,2,2,2,2,2,2,14
495,43,2,2,2,2,2,2,1,13
499,43,1,2,1,2,1,2,2,11
500,43,2,1,2,1,1,2,1,10
501,43,1,2,1,1,1,2,1,9
502,43,2,2,2,3,2,2,2,15
508,43,2,2,3,2,2,2,3,16
511,43,2,2,1,2,2,2,1,12
512,43,2,1,2,2,1,2,2,12
513,43,2,2,1,2,2,1,2,12
514,43,1,2,1,1,1,2,1,9
515,43,1,2,1,1,1,2,1,9
518,43,2,1,1,2,1,1,1,9
520,43,1,1,1,1,1,2,1,8
531,43,2,2,1,2,1,2,1,11
532,43,2,1,2,2,2,1,2,12
533,43,2,2,1,2,1,2,1,11
536,43,2,2,2,2,2,1,2,13
537,43,2,2,2,2,2,2,1,13
541,43,1,2,1,1,1,1,1,8
543,43,1,2,1,1,2,1,2,10
544,43,2,3,2,2,2,2,2,15
546,43,2,1,2,1,2,2,1,11
547,43,2,2,1,2,2,2,1,12
548,43,2,2,2,2,2,2,2,14
549,43,1,2,1,1,2,1,2,10
553,43,2,1,1,2,1,1,1,9
554,43,1,2,2,1,2,1,2,11
555,43,2,2,1,2,2,2,1,12
556,43,2,1,2,1,2,1,2,11
558,43,2,2,1,2,2,2,1,12
560,43,1,2,1,1,1,2,1,10
573,43,2,1,1,2,1,2,1,10
576,43,2,3,2,2,2,2,2,15
577,43,1,2,1,1,1,2,1,9
580,43,1,1,2,1,1,1,1,8
585,43,1,1,2,1,1,2,1,9
588,43,1,1,2,1,1,1,1,8
593,43,2,2,2,2,2,2,2,14
595,43,2,2,2,2,2,2,2,14
598,43,2,2,2,1,2,2,1,12
599,43,1,1,1,2,1,1,1,8
601,43,1,1,2,1,1,1,1,8
604,43,2,2,1,2,1,2,1,11
605,43,2,2,1,2,2,2,1,12
608,43,2,1,2,2,2,2,2,13
611,43,2,1,2,1,2,1,2,11
614,43,2,1,1,2,1,1,1,9
616,43,2,1,2,2,1,2,2,12
618,43,2,2,1,2,2,2,2,13
622,43,1,2,1,2,2,1,2,11
627,43,2,1,2,2,2,1,2,12
628,43,1,2,1,2,2,1,2,11
630,43,1,2,1,1,2,1,1,9
631,43,1,2,2,1,2,1,2,11
634,43,1,2,1,1,1,2,1,9
635,43,1,2,1,1,1,1,1,8
637,43,1,1,2,1,1,2,1,9
638,43,1,1,2,1,1,2,1,9
639,43,2,2,1,2,1,2,1,11
640,43,1,1,1,1,1,1,2,8
642,43,1,1,1,1,1,2,1,8
644,43,2,2,1,2,1,2,1,11
649,43,2,1,2,1,2,1,1,10
661,43,1,2,1,2,1,2,1,10
662,43,2,1,2,1,1,2,1,10
666,43,1,2,1,1,2,1,2,10
668,43,1,2,1,1,1,2,1,9
669,43,2,2,1,2,1,2,1,11
670,43,2,1,2,1,2,1,1,10
672,43,2,1,2,1,2,2,1,11
674,43,1,1,1,2,1,1,1,8
677,43,2,1,1,1,2,1,1,9
680,43,1,2,1,1,1,2,1,9
685,43,1,1,2,1,1,1,1,8
686,43,1,1,1,1,1,2,1,8
687,43,2,1,1,1,1,1,1,8
688,43,3,2,2,2,2,2,2,15
689,43,2,1,1,1,2,1,1,9
690,43,2,2,2,2,2,2,1,13
691,43,2,1,2,1,2,2,1,11
694,43,2,1,2,1,2,2,1,11
699,43,2,2,2,1,2,2,1,12
705,43,2,2,1,2,1,2,1,11
708,43,1,2,1,2,1,2,2,11
712,43,2,1,2,1,2,2,1,11
715,43,1,2,1,1,2,1,2,10
716,43,2,1,2,2,2,2,2,13
718,43,2,2,2,1,2,2,2,13
721,43,2,2,1,2,1,2,1,11
722,43,1,2,1,1,2,1,2,10
723,43,2,2,1,2,2,2,1,12
725,43,1,2,2,2,1,2,2,12
728,43,2,1,2,2,2,1,2,12
731,43,2,2,1,2,2,2,1,12
734,43,2,2,2,2,2,2,2,14
735,43,1,2,1,2,1,2,2,11
740,43,2,2,2,2,2,2,1,13
745,43,2,1,2,1,2,1,1,10
752,43,2,1,2,2,2,2,2,13
754,43,2,1,1,2,1,2,1,10
755,43,1,2,1,1,1,1,1,8
756,43,1,2,2,1,2,2,2,12
757,43,1,1,2,1,1,1,1,8
758,43,1,1,2,1,1,2,1,9
761,43,1,2,1,2,1,2,1,10
762,43,3,2,2,2,3,2,2,16
764,43,1,1,2,1,2,1,2,10
765,43,1,2,2,2,2,2,2,13
766,43,1,1,2,1,1,1,1,8
767,43,1,2,1,1,2,1,1,9
768,43,2,2,1,2,1,2,1,11
769,43,2,1,1,2,1,1,1,9
771,43,1,1,1,1,2,1,1,8
772,43,1,2,1,2,1,2,1,10
773,43,2,1,1,1,2,1,1,9
774,43,2,2,1,2,1,2,1,11
777,43,2,2,1,2,2,2,2,13
779,43,2,2,2,2,2,2,1,13
780,43,2,1,1,2,1,2,1,10
781,43,2,1,2,2,1,2,1,11
782,43,2,1,2,2,1,2,1,11
787,43,2,1,2,2,2,1,2,12
791,43,1,1,1,1,2,1,1,8
793,43,1,2,1,1,1,2,1,9
794,43,1,2,2,2,1,2,2,12
799,43,2,2,2,2,2,2,2,14
803,43,2,2,2,1,2,2,2,13
805,43,1,1,2,1,1,1,1,8
806,43,3,3,2,3,2,3,2,18
809,43,1,1,2,1,1,1,1,8
810,43,2,2,2,2,2,3,2,15
813,43,1,2,2,1,2,1,2,11
815,43,1,2,1,2,1,2,2,11
816,43,1,2,1,1,1,1,1,8
817,43,2,3,2,3,2,3,2,17
818,43,1,2,1,1,1,1,1,8
819,43,2,1,2,2,2,2,2,13
821,43,1,2,1,2,1,1,2,10
829,43,2,2,2,1,2,2,1,12
835,43,1,2,1,2,1,2,1,10
836,43,1,1,1,1,1,2,1,8
844,43,2,1,2,2,1,2,2,12
848,43,1,1,2,1,1,2,1,9
849,43,2,2,2,2,2,2,2,14
850,43,2,2,2,2,2,1,2,13
853,43,2,2,1,2,2,2,1,12
855,43,1,2,1,1,2,1,2,10
859,43,2,1,1,1,2,1,1,9
862,43,2,1,2,2,1,2,2,12
864,43,2,1,2,1,2,1,1,10
865,43,1,2,1,2,1,2,2,11
866,43,1,2,1,2,1,2,2,11
868,43,1,1,1,1,1,2,1,8
874,43,1,2,2,2,1,2,2,12
875,43,1,2,1,1,1,2,1,11
877,43,1,2,1,1,1,2,1,9
881,43,1,1,1,1,1,1,2,8
887,43,1,2,2,1,2,1,2,11
889,43,1,2,1,1,2,1,2,10
894,43,1,1,2,1,2,1,2,10
899,43,2,1,1,1,2,1,1,9
901,43,1,2,1,1,1,2,1,9
903,43,1,1,2,1,1,1,1,8
904,43,1,2,1,1,2,1,2,10
906,43,2,1,1,1,2,1,1,9
907,43,2,2,2,2,2,2,1,13
908,43,2,1,1,1,1,1,1,8
913,43,1,2,1,1,1,1,1,8
914,43,2,1,1,1,2,1,1,9
915,43,2,1,2,1,1,2,1,10
916,43,2,1,1,2,1,1,1,9
919,43,2,2,2,1,2,2,1,12
923,43,2,2,2,2,2,2,2,14
928,43,1,2,1,2,2,1,2,11
929,43,2,2,2,2,2,2,1,13
930,43,2,2,2,2,2,2,1,13
931,43,2,1,2,2,2,1,2,12
942,43,1,2,2,2,1,2,1,11
943,43,1,2,1,1,2,1,2,10
944,43,2,2,1,2,1,2,1,11
947,43,2,1,1,1,2,1,1,9
948,43,2,1,2,1,2,2,1,11
950,43,1,1,1,1,1,2,1,8
952,43,1,2,1,2,1,2,2,11
954,43,2,1,2,2,2,2,2,13
955,43,2,2,1,2,1,2,1,11
959,43,2,2,2,2,2,3,2,15
963,43,2,1,2,1,2,2,1,11
964,43,1,2,1,1,1,1,1,8
967,43,1,1,1,1,2,1,1,8
968,43,2,1,2,1,2,2,1,11
969,43,1,2,2,1,2,2,2,12
973,43,2,1,2,2,1,2,2,12
974,43,1,2,1,1,1,1,1,8
975,43,2,1,1,1,2,1,1,9
976,43,2,2,2,2,2,2,2,14
981,43,1,2,1,2,1,2,2,11
987,43,1,2,1,2,2,1,2,11
988,43,2,2,1,2,1,2,1,11
989,43,2,1,1,1,2,1,1,9
990,43,2,2,2,1,2,2,1,12
991,43,1,2,1,1,1,2,1,9
992,43,1,1,1,1,2,1,1,8
994,43,1,2,1,1,2,1,2,10
999,43,2,2,1,2,2,2,1,12
1000,43,2,2,2,2,2,2,2,14
1001,43,1,1,2,1,1,2,1,9
1004,43,1,2,2,1,2,1,2,11
1006,43,2,2,2,2,2,2,2,14
1009,43,2,1,1,1,2,1,1,9
1010,43,1,2,2,1,2,1,2,11
1011,43,2,1,2,2,1,2,2,12
1014,43,2,2,1,2,2,2,1,12
1015,43,2,2,1,2,1,2,1,11
1016,43,2,2,2,2,2,2,2,14
1018,43,2,2,1,2,1,2,1,11
1023,43,1,1,2,1,1,1,1,8
1025,43,2,1,1,2,1,2,1,10
1027,43,2,2,2,2,2,2,2,14
1028,43,2,2,1,2,2,2,1,12
1029,43,2,1,2,1,2,1,1,10
1030,43,1,1,1,2,1,1,1,8
1035,43,1,2,2,1,2,2,2,12
1036,43,1,2,1,2,1,2,2,11
1037,43,2,2,2,2,2,2,2,14
1040,43,1,2,1,1,1,2,1,9
1041,43,2,2,2,2,2,3,2,15
1048,43,1,2,2,2,2,2,2,13
1059,43,1,1,1,2,1,1,1,8
1060,43,1,1,1,2,1,1,1,8
1064,43,2,1,2,2,1,2,1,11
1066,43,2,1,2,2,1,2,1,11
1068,43,2,2,2,1,2,2,2,13
1070,43,2,1,2,2,2,2,2,13
1071,43,2,2,2,2,1,2,2,13
1072,43,1,2,1,1,2,1,1,9
1076,43,1,2,2,1,2,1,2,11
1080,43,1,1,2,1,2,1,2,10
1081,43,1,2,1,1,2,1,2,10
1083,43,1,1,1,2,1,1,1,8
1084,43,2,3,3,2,3,3,3,19
1085,43,1,1,2,1,1,1,1,8
1091,43,1,2,1,1,2,1,2,10
1101,43,1,1,1,1,1,2,1,8
1103,43,2,2,2,2,2,1,2,13
1111,43,1,1,1,2,1,1,1,8
1112,43,2,2,2,2,2,2,1,13
1113,43,2,1,2,1,2,1,2,11
1120,43,2,1,2,1,2,1,1,10
1121,43,2,1,2,1,2,1,1,10
1122,43,2,1,2,1,2,1,1,10
1123,43,2,2,1,2,2,2,1,12
1124,43,1,1,2,1,1,2,1,9
1125,43,3,2,2,2,2,2,2,15
1126,43,2,2,1,2,2,1,2,12
1128,43,2,1,1,1,1,1,1,8
1129,43,2,1,2,1,2,1,1,10
1130,43,2,2,1,2,2,2,2,13
1132,43,1,2,1,2,2,1,2,11
1133,43,1,1,1,1,2,1,1,8
1136,43,2,2,2,1,2,2,1,12
1139,43,1,1,1,1,1,1,2,8
1141,43,2,2,3,2,2,3,2,16
1143,43,2,1,2,2,2,2,2,13
1146,43,1,1,2,1,1,1,1,8
1151,43,1,1,2,1,1,1,2,9
1152,43,2,1,2,2,2,1,2,12
1153,43,2,1,2,2,2,2,2,13
1154,43,2,2,1,2,1,2,1,11
1155,43,2,2,2,1,2,2,1,12
1156,43,1,2,1,1,2,1,1,9
1158,43,2,1,1,1,1,1,1,8
1164,43,2,2,2,1,2,2,1,12
1167,43,2,2,1,2,2,2,1,12
1168,43,2,2,1,2,2,2,1,12
1171,43,1,1,1,1,2,1,1,8
1173,43,1,2,2,1,2,2,2,12
1175,43,1,1,1,1,2,1,1,8
1179,43,2,1,2,1,2,1,1,10
1183,43,1,2,1,1,2,1,1,9
1192,43,1,2,1,1,1,2,1,9
1193,43,2,1,1,1,1,1,1,8
1194,43,2,2,1,2,1,2,1,11
1195,43,2,1,2,2,2,1,2,12
