Club #,Workgroup,Role,FY23 FT HC Pln,FY23 PT HC Pln,FY23 Total HC Pln,YoY FT HC Change,YoY PT HC Change,YoY Total HC Change
4989,Fresh,Cake Decorator,3,0,3,0,0,0
4989,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
4989,Fresh,HMS/Rotisserie,2,2,4,0,0,0
4989,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
4989,Fresh,Meat Lead,1,0,1,0,0,0
4989,Fresh,Prepared Food Lead,1,0,1,0,0,0
4989,Fresh,Produce,2,3,5,0,1,1
4989,Fresh,Produce Lead,1,0,1,0,0,0
4989,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4989,Member Team,Member Assist,2,5,7,0,1,1
4989,Member Team,Member Frontline,5,15,20,0,0,0
4989,Member Team,Member Specialist,6,4,10,0,0,0
4989,Member Team,Member Support,0,0,0,0,0,0
4989,Member Team,Member Team Lead,4,0,4,0,0,0
4989,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4989,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4989,Merchandising Team,Merchandising,9,8,17,1,0,1
4989,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4989,Personal Shopper,Personal Shopper,4,2,6,0,1,1
4989,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4989,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4989,Specialty,Maintenance,2,2,4,0,0,0
4989,Specialty,Optical,1,1,2,0,0,0
4989,Specialty,Pharmacy Tech,1,2,3,0,0,0
4989,Specialty,TBC Lead,1,0,1,0,0,0
4989,Specialty,TBC Tire Tech,4,3,7,0,0,0
4990,Fresh,Baker/Packager,2,1,3,0,0,0
4990,Fresh,Bakery Lead,1,0,1,0,0,0
4990,Fresh,Café,3,5,8,0,-1,-1
4990,Fresh,Cake Decorator,3,0,3,0,0,0
4990,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
4990,Fresh,HMS/Rotisserie,3,3,6,0,1,1
4990,Fresh,Meat Cutter/Wrapper,2,2,4,0,0,0
4990,Fresh,Meat Lead,1,0,1,0,0,0
4990,Fresh,Prepared Food Lead,1,0,1,0,0,0
4990,Fresh,Produce,2,4,6,0,1,1
4990,Fresh,Produce Lead,1,0,1,0,0,0
4990,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4990,Member Team,Member Assist,3,3,6,0,0,0
4990,Member Team,Member Frontline,5,16,21,0,0,0
4990,Member Team,Member Specialist,7,4,11,0,0,0
4990,Member Team,Member Support,0,0,0,0,0,0
4990,Member Team,Member Team Lead,4,0,4,0,0,0
4990,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4990,Merchandising Team,Forklift Driver,5,0,5,1,0,1
4990,Merchandising Team,Merchandising,10,9,19,1,0,1
4990,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4990,Personal Shopper,Personal Shopper,9,5,14,3,5,8
4990,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4990,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4990,Specialty,Maintenance,3,1,4,0,0,0
4990,Specialty,Optical,1,3,4,-1,3,2
4990,Specialty,Pharmacy Tech,2,0,2,0,0,0
4990,Specialty,TBC Lead,1,0,1,0,0,0
4990,Specialty,TBC Tire Tech,4,4,8,0,0,0
6329,Fresh,Baker/Packager,3,1,4,1,0,1
6329,Fresh,Bakery Lead,1,0,1,0,0,0
6329,Fresh,Café,3,4,7,0,1,1
6329,Fresh,Cake Decorator,3,1,4,0,0,0
6329,Fresh,Freezer/Cooler/Deli,4,1,5,1,0,1
6329,Fresh,HMS/Rotisserie,2,2,4,0,0,0
6329,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6329,Fresh,Meat Lead,1,0,1,0,0,0
6329,Fresh,Prepared Food Lead,1,0,1,0,0,0
6329,Fresh,Produce,2,2,4,0,0,0
6329,Fresh,Produce Lead,1,0,1,0,0,0
6329,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6329,Member Team,Member Assist,3,4,7,0,0,0
6329,Member Team,Member Frontline,6,15,21,0,0,0
6329,Member Team,Member Specialist,6,4,10,0,0,0
6329,Member Team,Member Support,0,0,0,0,0,0
6329,Member Team,Member Team Lead,5,0,5,0,0,0
6329,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6329,Merchandising Team,Forklift Driver,6,0,6,1,0,1
6329,Merchandising Team,Merchandising,12,10,22,0,2,2
6329,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6329,Personal Shopper,Personal Shopper,4,2,6,-1,2,1
6329,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6329,Specialty,Fuel/Car Wash,2,3,5,0,0,0
6329,Specialty,Maintenance,3,0,3,0,0,0
6329,Specialty,Optical,1,1,2,0,0,0
6329,Specialty,Pharmacy Tech,2,1,3,0,0,0
6329,Specialty,TBC Lead,1,0,1,0,0,0
6329,Specialty,TBC Tire Tech,4,2,6,0,0,0
6361,Fresh,Baker/Packager,2,3,5,0,0,0
6361,Fresh,Bakery Lead,1,0,1,0,0,0
6361,Fresh,Café,3,6,9,0,1,1
6361,Fresh,Cake Decorator,2,1,3,0,-1,-1
6361,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
6361,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6361,Fresh,Meat Cutter/Wrapper,4,1,5,0,0,0
6361,Fresh,Meat Lead,1,0,1,0,0,0
6361,Fresh,Prepared Food Lead,1,0,1,0,0,0
6361,Fresh,Produce,3,4,7,0,1,1
6361,Fresh,Produce Lead,1,0,1,0,0,0
6361,Fresh,Senior Meat Cutter,4,2,6,0,0,0
6361,Member Team,Member Assist,4,4,8,0,0,0
6361,Member Team,Member Frontline,6,18,24,0,0,0
6361,Member Team,Member Specialist,8,4,12,0,0,0
6361,Member Team,Member Support,0,0,0,0,0,0
6361,Member Team,Member Team Lead,5,0,5,0,0,0
6361,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6361,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6361,Merchandising Team,Merchandising,11,13,24,1,0,1
6361,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6361,Personal Shopper,Personal Shopper,8,4,12,-1,2,1
6361,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6361,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6361,Specialty,Liquor,2,1,3,0,1,1
6361,Specialty,Maintenance,3,2,5,0,0,0
6361,Specialty,Optical,1,1,2,0,0,0
6361,Specialty,Pharmacy Tech,2,0,2,0,0,0
6361,Specialty,TBC Lead,1,0,1,0,0,0
6361,Specialty,TBC Tire Tech,4,2,6,0,0,0
6435,Fresh,Baker/Packager,2,1,3,0,0,0
6435,Fresh,Bakery Lead,1,0,1,0,0,0
6435,Fresh,Café,3,6,9,0,2,2
6435,Fresh,Cake Decorator,3,0,3,0,0,0
6435,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6435,Fresh,HMS/Rotisserie,2,3,5,0,0,0
6435,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6435,Fresh,Meat Lead,1,0,1,0,0,0
6435,Fresh,Prepared Food Lead,1,0,1,0,0,0
6435,Fresh,Produce,2,2,4,0,0,0
6435,Fresh,Produce Lead,1,0,1,0,0,0
6435,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6435,Member Team,Member Assist,2,5,7,0,0,0
6435,Member Team,Member Frontline,5,16,21,0,0,0
6435,Member Team,Member Specialist,6,4,10,0,0,0
6435,Member Team,Member Support,0,0,0,0,0,0
6435,Member Team,Member Team Lead,5,0,5,0,0,0
6435,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6435,Merchandising Team,Forklift Driver,5,0,5,1,0,1
6435,Merchandising Team,Merchandising,10,9,19,-1,0,-1
6435,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6435,Personal Shopper,Personal Shopper,3,2,5,0,1,1
6435,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6435,Specialty,Asset Protection,1,0,1,0,0,0
6435,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6435,Specialty,Maintenance,3,0,3,0,0,0
6435,Specialty,Optical,2,0,2,0,0,0
6435,Specialty,Pharmacy Tech,2,1,3,0,0,0
6435,Specialty,TBC Lead,1,0,1,0,0,0
6435,Specialty,TBC Tire Tech,3,3,6,0,0,0
8102,Fresh,Baker/Packager,2,3,5,0,0,0
8102,Fresh,Bakery Lead,1,0,1,0,0,0
8102,Fresh,Café,4,6,10,0,1,1
8102,Fresh,Cake Decorator,3,0,3,0,-1,-1
8102,Fresh,Freezer/Cooler/Deli,4,2,6,1,0,1
8102,Fresh,HMS/Rotisserie,3,2,5,0,1,1
8102,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
8102,Fresh,Meat Lead,1,0,1,0,0,0
8102,Fresh,Prepared Food Lead,1,0,1,0,0,0
8102,Fresh,Produce,3,2,5,0,0,0
8102,Fresh,Produce Lead,1,0,1,0,0,0
8102,Fresh,Senior Meat Cutter,4,1,5,0,0,0
8102,Member Team,Member Assist,2,6,8,0,1,1
8102,Member Team,Member Frontline,6,20,26,0,1,1
8102,Member Team,Member Specialist,8,3,11,0,0,0
8102,Member Team,Member Support,0,0,0,0,0,0
8102,Member Team,Member Team Lead,5,0,5,0,0,0
8102,Merchandising Team,Backroom Associate,4,0,4,0,0,0
8102,Merchandising Team,Forklift Driver,6,0,6,1,0,1
8102,Merchandising Team,Merchandising,13,12,25,3,0,3
8102,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8102,Personal Shopper,Personal Shopper,6,4,10,-1,2,1
8102,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8102,Specialty,Asset Protection,1,0,1,0,0,0
8102,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8102,Specialty,Maintenance,3,1,4,0,0,0
8102,Specialty,Optical,1,1,2,0,0,0
8102,Specialty,Pharmacy Tech,3,2,5,0,0,0
8102,Specialty,TBC Lead,1,0,1,0,0,0
8102,Specialty,TBC Tire Tech,5,3,8,0,0,0
8106,Fresh,Baker/Packager,2,3,5,0,0,0
8106,Fresh,Bakery Lead,1,0,1,0,0,0
8106,Fresh,Café,5,4,9,0,-1,-1
8106,Fresh,Cake Decorator,3,1,4,0,0,0
8106,Fresh,Freezer/Cooler/Deli,4,3,7,1,1,2
8106,Fresh,HMS/Rotisserie,3,4,7,0,0,0
8106,Fresh,Meat Cutter/Wrapper,2,3,5,0,0,0
8106,Fresh,Meat Lead,1,0,1,0,0,0
8106,Fresh,Prepared Food Lead,1,0,1,0,0,0
8106,Fresh,Produce,3,3,6,0,0,0
8106,Fresh,Produce Lead,1,0,1,0,0,0
8106,Fresh,Senior Meat Cutter,4,1,5,0,0,0
8106,Member Team,Member Assist,2,7,9,0,0,0
8106,Member Team,Member Frontline,7,17,24,0,0,0
8106,Member Team,Member Specialist,9,3,12,0,0,0
8106,Member Team,Member Support,0,0,0,0,0,0
8106,Member Team,Member Team Lead,5,0,5,0,0,0
8106,Merchandising Team,Backroom Associate,5,0,5,0,0,0
8106,Merchandising Team,Forklift Driver,6,0,6,1,0,1
8106,Merchandising Team,Merchandising,15,12,27,3,0,3
8106,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8106,Personal Shopper,Personal Shopper,8,4,12,-1,2,1
8106,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8106,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8106,Specialty,Maintenance,3,3,6,0,0,0
8106,Specialty,Optical,1,1,2,0,0,0
8106,Specialty,Pharmacy Tech,3,1,4,0,0,0
8106,Specialty,TBC Lead,1,0,1,0,0,0
8106,Specialty,TBC Tire Tech,4,2,6,0,0,0
8107,Fresh,Baker/Packager,2,1,3,0,0,0
8107,Fresh,Bakery Lead,1,0,1,0,0,0
8107,Fresh,Café,3,5,8,1,1,2
8107,Fresh,Cake Decorator,2,1,3,0,0,0
8107,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
8107,Fresh,HMS/Rotisserie,2,2,4,0,0,0
8107,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
8107,Fresh,Meat Lead,1,0,1,0,0,0
8107,Fresh,Prepared Food Lead,1,0,1,0,0,0
8107,Fresh,Produce,2,3,5,0,1,1
8107,Fresh,Produce Lead,1,0,1,0,0,0
8107,Fresh,Senior Meat Cutter,3,1,4,0,0,0
8107,Member Team,Member Assist,3,4,7,0,0,0
8107,Member Team,Member Frontline,5,13,18,0,0,0
8107,Member Team,Member Specialist,6,3,9,0,0,0
8107,Member Team,Member Support,0,0,0,0,0,0
8107,Member Team,Member Team Lead,4,0,4,0,0,0
8107,Merchandising Team,Backroom Associate,4,0,4,0,0,0
8107,Merchandising Team,Forklift Driver,4,0,4,0,0,0
8107,Merchandising Team,Merchandising,8,7,15,0,1,1
8107,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8107,Personal Shopper,Personal Shopper,8,4,12,2,4,6
8107,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8107,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8107,Specialty,Maintenance,2,2,4,0,0,0
8107,Specialty,Optical,1,1,2,0,0,0
8107,Specialty,Pharmacy Tech,2,1,3,0,0,0
8107,Specialty,TBC Lead,1,0,1,0,0,0
8107,Specialty,TBC Tire Tech,5,3,8,0,0,0
8119,Fresh,Baker/Packager,3,2,5,0,0,0
8119,Fresh,Bakery Lead,1,0,1,0,0,0
8119,Fresh,Café,4,5,9,0,-1,-1
8119,Fresh,Cake Decorator,3,1,4,0,0,0
8119,Fresh,Freezer/Cooler/Deli,4,4,8,1,0,1
8119,Fresh,HMS/Rotisserie,4,4,8,0,0,0
8119,Fresh,Meat Cutter/Wrapper,3,1,4,0,0,0
8119,Fresh,Meat Lead,1,0,1,0,0,0
8119,Fresh,Prepared Food Lead,1,0,1,0,0,0
8119,Fresh,Produce,3,5,8,0,1,1
8119,Fresh,Produce Lead,1,0,1,0,0,0
8119,Fresh,Senior Meat Cutter,4,2,6,0,1,1
8119,Member Team,Member Assist,4,6,10,0,0,0
8119,Member Team,Member Frontline,7,20,27,0,0,0
8119,Member Team,Member Specialist,9,5,14,0,0,0
8119,Member Team,Member Support,0,0,0,0,0,0
8119,Member Team,Member Team Lead,6,0,6,0,0,0
8119,Merchandising Team,Backroom Associate,5,0,5,0,0,0
8119,Merchandising Team,Forklift Driver,6,0,6,0,0,0
8119,Merchandising Team,Merchandising,16,12,28,0,0,0
8119,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8119,Personal Shopper,Personal Shopper,8,3,11,-1,2,1
8119,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8119,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8119,Specialty,Liquor,2,2,4,0,1,1
8119,Specialty,Maintenance,4,2,6,0,0,0
8119,Specialty,Optical,2,0,2,0,0,0
8119,Specialty,Pharmacy Tech,3,2,5,0,0,0
8119,Specialty,TBC Lead,1,0,1,0,0,0
8119,Specialty,TBC Tire Tech,4,3,7,0,0,0
8196,Fresh,Baker/Packager,2,1,3,0,0,0
8196,Fresh,Bakery Lead,1,0,1,0,0,0
8196,Fresh,Café,3,4,7,1,1,2
8196,Fresh,Cake Decorator,2,1,3,0,0,0
8196,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
8196,Fresh,HMS/Rotisserie,2,2,4,0,0,0
8196,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
8196,Fresh,Meat Lead,1,0,1,0,0,0
8196,Fresh,Prepared Food Lead,1,0,1,0,0,0
8196,Fresh,Produce,2,2,4,0,0,0
8196,Fresh,Produce Lead,1,0,1,0,0,0
8196,Fresh,Senior Meat Cutter,3,1,4,0,0,0
8196,Member Team,Member Assist,2,5,7,0,1,1
8196,Member Team,Member Frontline,5,16,21,0,0,0
8196,Member Team,Member Specialist,5,3,8,0,0,0
8196,Member Team,Member Support,0,0,0,0,0,0
8196,Member Team,Member Team Lead,4,0,4,0,0,0
8196,Merchandising Team,Backroom Associate,4,0,4,0,0,0
8196,Merchandising Team,Forklift Driver,4,0,4,0,0,0
8196,Merchandising Team,Merchandising,10,9,19,0,2,2
8196,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8196,Personal Shopper,Personal Shopper,4,1,5,0,0,0
8196,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8196,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8196,Specialty,Maintenance,2,2,4,0,0,0
8196,Specialty,Optical,1,1,2,0,0,0
8196,Specialty,TBC Lead,1,0,1,0,0,0
8196,Specialty,TBC Tire Tech,4,2,6,0,0,0
8213,Fresh,Baker/Packager,3,2,5,0,1,1
8213,Fresh,Bakery Lead,1,0,1,0,0,0
8213,Fresh,Café,4,6,10,0,1,1
8213,Fresh,Cake Decorator,3,1,4,0,0,0
8213,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
8213,Fresh,HMS/Rotisserie,3,3,6,0,0,0
8213,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
8213,Fresh,Meat Lead,1,0,1,0,0,0
8213,Fresh,Prepared Food Lead,1,0,1,0,0,0
8213,Fresh,Produce,3,2,5,0,0,0
8213,Fresh,Produce Lead,1,0,1,0,0,0
8213,Fresh,Senior Meat Cutter,4,1,5,0,0,0
8213,Member Team,Member Assist,3,6,9,0,0,0
8213,Member Team,Member Frontline,6,18,24,0,0,0
8213,Member Team,Member Specialist,8,4,12,0,0,0
8213,Member Team,Member Support,0,0,0,0,0,0
8213,Member Team,Member Team Lead,5,0,5,0,0,0
8213,Merchandising Team,Backroom Associate,5,0,5,1,0,1
8213,Merchandising Team,Forklift Driver,5,0,5,0,0,0
8213,Merchandising Team,Merchandising,12,11,23,0,0,0
8213,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8213,Personal Shopper,Personal Shopper,7,4,11,1,2,3
8213,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8213,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8213,Specialty,Maintenance,3,3,6,0,0,0
8213,Specialty,Optical,2,0,2,0,0,0
8213,Specialty,Pharmacy Tech,1,2,3,0,0,0
8213,Specialty,TBC Lead,1,0,1,0,0,0
8213,Specialty,TBC Tire Tech,6,3,9,0,0,0
8236,Fresh,Baker/Packager,3,3,6,1,0,1
8236,Fresh,Bakery Lead,1,0,1,0,0,0
8236,Fresh,Café,4,4,8,0,-1,-1
8236,Fresh,Cake Decorator,3,1,4,0,1,1
8236,Fresh,Freezer/Cooler/Deli,5,3,8,2,0,2
8236,Fresh,HMS/Rotisserie,3,4,7,0,0,0
8236,Fresh,Meat Cutter/Wrapper,3,2,5,0,0,0
8236,Fresh,Meat Lead,1,0,1,0,0,0
8236,Fresh,Prepared Food Lead,1,0,1,0,0,0
8236,Fresh,Produce,3,4,7,0,1,1
8236,Fresh,Produce Lead,1,0,1,0,0,0
8236,Fresh,Senior Meat Cutter,4,1,5,0,0,0
8236,Member Team,Member Assist,3,6,9,0,0,0
8236,Member Team,Member Frontline,6,18,24,0,0,0
8236,Member Team,Member Specialist,8,3,11,0,0,0
8236,Member Team,Member Support,0,0,0,0,0,0
8236,Member Team,Member Team Lead,5,0,5,0,0,0
8236,Merchandising Team,Backroom Associate,5,0,5,1,0,1
8236,Merchandising Team,Forklift Driver,6,0,6,1,0,1
8236,Merchandising Team,Merchandising,14,11,25,3,0,3
8236,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8236,Personal Shopper,Personal Shopper,10,4,14,-1,2,1
8236,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8236,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8236,Specialty,Maintenance,3,3,6,0,0,0
8236,Specialty,Optical,2,0,2,0,0,0
8236,Specialty,Pharmacy Tech,2,2,4,0,0,0
8236,Specialty,TBC Lead,1,0,1,0,0,0
8236,Specialty,TBC Tire Tech,5,4,9,0,0,0
8247,Fresh,Baker/Packager,2,1,3,0,0,0
8247,Fresh,Bakery Lead,1,0,1,0,0,0
8247,Fresh,Café,3,5,8,1,0,1
8247,Fresh,Cake Decorator,3,0,3,0,-1,-1
8247,Fresh,Freezer/Cooler/Deli,3,2,5,0,1,1
8247,Fresh,HMS/Rotisserie,3,2,5,0,0,0
8247,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
8247,Fresh,Meat Lead,1,0,1,0,0,0
8247,Fresh,Prepared Food Lead,1,0,1,0,0,0
8247,Fresh,Produce,2,4,6,0,1,1
8247,Fresh,Produce Lead,1,0,1,0,0,0
8247,Fresh,Senior Meat Cutter,3,1,4,0,0,0
8247,Member Team,Member Assist,3,4,7,0,1,1
8247,Member Team,Member Frontline,6,17,23,0,0,0
8247,Member Team,Member Specialist,6,3,9,0,0,0
8247,Member Team,Member Support,0,0,0,0,0,0
8247,Member Team,Member Team Lead,5,0,5,0,0,0
8247,Merchandising Team,Backroom Associate,4,0,4,0,0,0
8247,Merchandising Team,Forklift Driver,5,0,5,1,0,1
8247,Merchandising Team,Merchandising,10,9,19,2,0,2
8247,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8247,Personal Shopper,Personal Shopper,10,6,16,2,4,6
8247,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8247,Specialty,Asset Protection,1,0,1,0,0,0
8247,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8247,Specialty,Maintenance,3,0,3,0,0,0
8247,Specialty,Optical,1,1,2,0,0,0
8247,Specialty,Pharmacy Tech,2,1,3,0,0,0
8247,Specialty,TBC Lead,1,0,1,0,0,0
8247,Specialty,TBC Tire Tech,4,2,6,0,0,0
4947,Fresh,Baker/Packager,2,2,4,0,1,1
4947,Fresh,Bakery Lead,1,0,1,0,0,0
4947,Fresh,Café,2,4,6,0,1,1
4947,Fresh,Cake Decorator,2,1,3,0,0,0
4947,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
4947,Fresh,HMS/Rotisserie,2,2,4,0,0,0
4947,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
4947,Fresh,Meat Lead,1,0,1,0,0,0
4947,Fresh,Prepared Food Lead,1,0,1,0,0,0
4947,Fresh,Produce,2,2,4,0,0,0
4947,Fresh,Produce Lead,1,0,1,0,0,0
4947,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4947,Member Team,Member Assist,2,4,6,0,1,1
4947,Member Team,Member Frontline,5,14,19,0,0,0
4947,Member Team,Member Specialist,5,2,7,0,0,0
4947,Member Team,Member Support,0,0,0,0,0,0
4947,Member Team,Member Team Lead,4,0,4,0,0,0
4947,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4947,Merchandising Team,Forklift Driver,4,0,4,1,0,1
4947,Merchandising Team,Merchandising,8,7,15,0,0,0
4947,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4947,Personal Shopper,Personal Shopper,3,2,5,0,1,1
4947,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4947,Specialty,Fuel/Car Wash,2,2,4,0,0,0
4947,Specialty,Maintenance,2,2,4,0,0,0
4947,Specialty,Optical,1,1,2,0,0,0
4947,Specialty,Pharmacy Tech,2,1,3,0,0,0
4947,Specialty,TBC Lead,1,0,1,0,0,0
4947,Specialty,TBC Tire Tech,3,3,6,0,0,0
4963,Fresh,Baker/Packager,2,1,3,0,0,0
4963,Fresh,Bakery Lead,1,0,1,0,0,0
4963,Fresh,Café,2,4,6,0,1,1
4963,Fresh,Cake Decorator,2,2,4,0,0,0
4963,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
4963,Fresh,HMS/Rotisserie,2,2,4,0,0,0
4963,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
4963,Fresh,Meat Lead,1,0,1,0,0,0
4963,Fresh,Prepared Food Lead,1,0,1,0,0,0
4963,Fresh,Produce,2,2,4,0,0,0
4963,Fresh,Produce Lead,1,0,1,0,0,0
4963,Fresh,Senior Meat Cutter,3,1,4,0,0,0
4963,Member Team,Member Assist,2,5,7,0,1,1
4963,Member Team,Member Frontline,5,15,20,0,0,0
4963,Member Team,Member Specialist,5,3,8,0,1,1
4963,Member Team,Member Support,0,0,0,0,0,0
4963,Member Team,Member Team Lead,4,0,4,0,0,0
4963,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4963,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4963,Merchandising Team,Merchandising,10,9,19,0,1,1
4963,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4963,Personal Shopper,Personal Shopper,3,2,5,1,1,2
4963,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4963,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4963,Specialty,Maintenance,2,2,4,0,0,0
4963,Specialty,Optical,1,1,2,0,0,0
4963,Specialty,Pharmacy Tech,3,1,4,0,0,0
4963,Specialty,TBC Lead,1,0,1,0,0,0
4963,Specialty,TBC Tire Tech,3,2,5,0,0,0
6242,Fresh,Baker/Packager,2,3,5,0,2,2
6242,Fresh,Bakery Lead,1,0,1,0,0,0
6242,Fresh,Café,2,3,5,0,0,0
6242,Fresh,Cake Decorator,2,1,3,0,0,0
6242,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6242,Fresh,HMS/Rotisserie,2,3,5,0,0,0
6242,Fresh,Meat Cutter/Wrapper,4,1,5,0,0,0
6242,Fresh,Meat Lead,1,0,1,0,0,0
6242,Fresh,Prepared Food Lead,1,0,1,0,0,0
6242,Fresh,Produce,2,4,6,0,1,1
6242,Fresh,Produce Lead,1,0,1,0,0,0
6242,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6242,Member Team,Member Assist,2,4,6,0,0,0
6242,Member Team,Member Frontline,5,13,18,0,0,0
6242,Member Team,Member Specialist,6,4,10,0,0,0
6242,Member Team,Member Support,0,0,0,0,0,0
6242,Member Team,Member Team Lead,4,0,4,0,0,0
6242,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6242,Merchandising Team,Forklift Driver,3,0,3,0,0,0
6242,Merchandising Team,Merchandising,8,8,16,0,0,0
6242,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6242,Personal Shopper,Personal Shopper,4,1,5,0,0,0
6242,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6242,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6242,Specialty,Maintenance,2,2,4,0,0,0
6242,Specialty,Optical,2,0,2,0,0,0
6242,Specialty,Pharmacy Tech,2,0,2,0,0,0
6242,Specialty,TBC Lead,1,0,1,0,0,0
6242,Specialty,TBC Tire Tech,3,3,6,0,0,0
6251,Fresh,Baker/Packager,3,4,7,1,1,2
6251,Fresh,Bakery Lead,1,0,1,0,0,0
6251,Fresh,Café,3,3,6,0,0,0
6251,Fresh,Cake Decorator,2,2,4,0,0,0
6251,Fresh,Freezer/Cooler/Deli,4,2,6,1,0,1
6251,Fresh,HMS/Rotisserie,3,4,7,0,0,0
6251,Fresh,Meat Cutter/Wrapper,4,1,5,0,0,0
6251,Fresh,Meat Lead,1,0,1,0,0,0
6251,Fresh,Prepared Food Lead,1,0,1,0,0,0
6251,Fresh,Produce,3,4,7,0,1,1
6251,Fresh,Produce Lead,1,0,1,0,0,0
6251,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6251,Member Team,Member Assist,4,4,8,0,0,0
6251,Member Team,Member Frontline,6,15,21,0,0,0
6251,Member Team,Member Specialist,7,4,11,0,0,0
6251,Member Team,Member Support,0,0,0,0,0,0
6251,Member Team,Member Team Lead,5,0,5,0,0,0
6251,Merchandising Team,Backroom Associate,4,0,4,0,0,0
