Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimate: In-store Launch (QTY) ,Time Zone,Event Type
2294,5,11,16,EST,Morning Event- June 5
2295,3,5,8,EST,Morning Event- June 5
2299,2,11,13,EST,Morning Event- June 5
2300,5,11,16,EST,Morning Event- June 5
2302,50,125,175,AST,Morning Event- June 5
2306,2,6,8,CST,Morning Event- June 5
2309,4,11,15,EST,Morning Event- June 5
2310,3,11,14,EST,Morning Event- June 5
2311,8,11,19,EST,Morning Event- June 5
2312,6,11,17,EST,Morning Event- June 5
2313,2,6,8,EST,Morning Event- June 5
2316,2,11,13,EST,Morning Event- June 5
2318,4,17,21,EST,Morning Event- June 5
2322,6,5,11,CST,Morning Event- June 5
2323,3,11,14,EST,Morning Event- June 5
2326,5,11,16,EST,Morning Event- June 5
2329,5,5,10,EST,Morning Event- June 5
2330,2,18,20,EST,Morning Event- June 5
2331,6,16,22,EST,Morning Event- June 5
2332,2,11,13,EST,Morning Event- June 5
2334,6,11,17,EST,Morning Event- June 5
2335,6,6,12,CST,Morning Event- June 5
2336,2,11,13,EST,Morning Event- June 5
2337,5,11,16,EST,Morning Event- June 5
2338,2,16,18,EST,Morning Event- June 5
2339,2,11,13,EST,Morning Event- June 5
2340,3,11,14,EST,Morning Event- June 5
2341,5,11,16,EST,Morning Event- June 5
2346,75,205,280,AST,Morning Event- June 5
2348,6,5,11,EST,Morning Event- June 5
2350,5,11,16,EST,Morning Event- June 5
2351,6,11,17,EST,Morning Event- June 5
2352,6,11,17,CST,Morning Event- June 5
2354,2,11,13,EST,Morning Event- June 5
2355,4,11,15,EST,Morning Event- June 5
2357,6,16,22,EST,Morning Event- June 5
2358,5,11,16,EST,Morning Event- June 5
2359,4,16,20,EST,Morning Event- June 5
2361,4,11,15,EST,Morning Event- June 5
2362,2,5,7,EST,Morning Event- June 5
2365,2,11,13,EST,Morning Event- June 5
2366,5,16,21,EST,Morning Event- June 5
2367,8,11,19,CST,Morning Event- June 5
2368,6,11,17,EST,Morning Event- June 5
2369,6,11,17,EST,Morning Event- June 5
2370,4,6,10,EST,Morning Event- June 5
2371,6,11,17,EST,Morning Event- June 5
2373,4,11,15,EST,Morning Event- June 5
2386,5,16,21,EST,Morning Event- June 5
2387,2,11,13,EST,Morning Event- June 5
2388,2,5,7,EST,Morning Event- June 5
2398,5,6,11,EST,Morning Event- June 5
2399,6,16,22,EST,Morning Event- June 5
2400,7,16,23,EST,Morning Event- June 5
2404,5,11,16,CST,Morning Event- June 5
2405,6,16,22,EST,Morning Event- June 5
2412,2,6,8,EST,Morning Event- June 5
2417,6,11,17,EST,Morning Event- June 5
2419,3,11,14,EST,Morning Event- June 5
2420,5,11,16,EST,Morning Event- June 5
2421,6,11,17,CST,Morning Event- June 5
2423,95,255,350,AST,Morning Event- June 5
2424,6,5,11,EST,Morning Event- June 5
2426,3,11,14,EST,Morning Event- June 5
2427,5,5,10,CST,Morning Event- June 5
2428,9,11,20,CST,Morning Event- June 5
2429,6,11,17,EST,Morning Event- June 5
2432,6,11,17,CST,Morning Event- June 5
2434,3,16,19,CST,Morning Event- June 5
2435,5,11,16,EST,Morning Event- June 5
2436,6,11,17,EST,Morning Event- June 5
2437,5,11,16,EST,Morning Event- June 5
2438,3,11,14,EST,Morning Event- June 5
2439,6,11,17,CST,Morning Event- June 5
2440,7,11,18,EST,Morning Event- June 5
2441,5,6,11,EST,Morning Event- June 5
2443,6,11,17,CST,Morning Event- June 5
2444,3,11,14,EST,Morning Event- June 5
2445,2,11,13,EST,Morning Event- June 5
2446,2,11,13,EST,Morning Event- June 5
2447,5,5,10,EST,Morning Event- June 5
2448,4,11,15,CST,Morning Event- June 5
2449,95,255,350,AST,Morning Event- June 5
2452,3,5,8,CST,Morning Event- June 5
2459,2,11,13,EST,Morning Event- June 5
2460,5,11,16,EST,Morning Event- June 5
2463,2,5,7,CST,Morning Event- June 5
2471,4,5,9,EST,Morning Event- June 5
2472,4,11,15,EST,Morning Event- June 5
2474,2,5,7,EST,Morning Event- June 5
2475,6,11,17,EST,Morning Event- June 5
2480,7,11,18,EST,Morning Event- June 5
2481,4,11,15,EST,Morning Event- June 5
2484,4,5,9,EST,Morning Event- June 5
2490,3,11,14,CST,Morning Event- June 5
2491,6,11,17,CST,Morning Event- June 5
2493,3,5,8,EST,Morning Event- June 5
2496,6,11,17,EST,Morning Event- June 5
2497,2,11,13,EST,Morning Event- June 5
2501,85,235,320,AST,Morning Event- June 5
2502,6,11,17,EST,Morning Event- June 5
2503,6,11,17,EST,Morning Event- June 5
2504,3,11,14,EST,Morning Event- June 5
2505,4,5,9,CST,Morning Event- June 5
2506,3,11,14,EST,Morning Event- June 5
2509,5,5,10,CST,Morning Event- June 5
2510,6,5,11,CST,Morning Event- June 5
2513,5,5,10,EST,Morning Event- June 5
2514,6,5,11,EST,Morning Event- June 5
2518,3,11,14,EST,Morning Event- June 5
2519,3,11,14,EST,Morning Event- June 5
2520,5,5,10,EST,Morning Event- June 5
2522,14,16,30,EST,Morning Event- June 5
2528,6,11,17,EST,Morning Event- June 5
2529,2,11,13,EST,Morning Event- June 5
2530,8,11,19,EST,Morning Event- June 5
2531,5,16,21,EST,Morning Event- June 5
2532,2,11,13,CST,Morning Event- June 5
2533,2,11,13,CST,Morning Event- June 5
2534,6,11,17,CST,Morning Event- June 5
2535,6,11,17,EST,Morning Event- June 5
2540,6,11,17,EST,Morning Event- June 5
2541,5,11,16,EST,Morning Event- June 5
2542,5,5,10,EST,Morning Event- June 5
2543,5,11,16,EST,Morning Event- June 5
2544,5,11,16,CST,Morning Event- June 5
2545,7,11,18,CST,Morning Event- June 5
2547,6,11,17,EST,Morning Event- June 5
2548,9,5,14,EST,Morning Event- June 5
2551,2,11,13,EST,Morning Event- June 5
2555,3,6,9,EST,Morning Event- June 5
2558,3,5,8,EST,Morning Event- June 5
2559,5,11,16,EST,Morning Event- June 5
2560,6,11,17,EST,Morning Event- June 5
2561,2,11,13,EST,Morning Event- June 5
2563,3,5,8,EST,Morning Event- June 5
2564,6,5,11,EST,Morning Event- June 5
2565,6,6,12,EST,Morning Event- June 5
2566,3,11,14,EST,Morning Event- June 5
2567,3,11,14,EST,Morning Event- June 5
2572,5,11,16,EST,Morning Event- June 5
2574,5,11,16,EST,Morning Event- June 5
2575,6,11,17,CST,Morning Event- June 5
2576,6,11,17,EST,Morning Event- June 5
2577,5,6,11,EST,Morning Event- June 5
2580,5,6,11,EST,Morning Event- June 5
2581,5,17,22,EST,Morning Event- June 5
2582,4,5,9,EST,Morning Event- June 5
2583,5,11,16,EST,Morning Event- June 5
2584,6,5,11,EST,Morning Event- June 5
2585,5,16,21,EST,Morning Event- June 5
2586,6,11,17,EST,Morning Event- June 5
2587,5,17,22,CST,Morning Event- June 5
2588,3,6,9,EST,Morning Event- June 5
2591,3,11,14,EST,Morning Event- June 5
2597,8,11,19,EST,Morning Event- June 5
2599,2,16,18,CST,Morning Event- June 5
2600,6,5,11,CST,Morning Event- June 5
2603,2,5,7,EST,Morning Event- June 5
2604,3,11,14,EST,Morning Event- June 5
2605,9,11,20,EST,Morning Event- June 5
2610,6,11,17,EST,Morning Event- June 5
2611,6,11,17,EST,Morning Event- June 5
2613,5,5,10,EST,Morning Event- June 5
2614,4,11,15,EST,Morning Event- June 5
2615,3,11,14,EST,Morning Event- June 5
2616,3,11,14,CST,Morning Event- June 5
2618,4,11,15,EST,Morning Event- June 5
2619,4,16,20,EST,Morning Event- June 5
2620,5,11,16,EST,Morning Event- June 5
2626,7,11,18,EST,Morning Event- June 5
2627,4,6,10,EST,Morning Event- June 5
2628,6,16,22,EST,Morning Event- June 5
2629,5,11,16,EST,Morning Event- June 5
2630,7,11,18,EST,Morning Event- June 5
2631,3,11,14,EST,Morning Event- June 5
2633,3,6,9,EST,Morning Event- June 5
2634,6,5,11,EST,Morning Event- June 5
2637,3,11,14,EST,Morning Event- June 5
2638,6,11,17,EST,Morning Event- June 5
2639,6,11,17,EST,Morning Event- June 5
2640,2,11,13,EST,Morning Event- June 5
2641,5,16,21,EST,Morning Event- June 5
2642,4,11,15,CST,Morning Event- June 5
2643,5,5,10,CST,Morning Event- June 5
2644,3,11,14,EST,Morning Event- June 5
2645,2,5,7,EST,Morning Event- June 5
2646,6,5,11,EST,Morning Event- June 5
2647,6,5,11,EST,Morning Event- June 5
2649,5,5,10,CST,Morning Event- June 5
2650,4,11,15,EST,Morning Event- June 5
2651,3,6,9,EST,Morning Event- June 5
2654,3,5,8,CST,Morning Event- June 5
2658,2,11,13,CST,Morning Event- June 5
2659,6,6,12,EST,Morning Event- June 5
2660,3,6,9,EST,Morning Event- June 5
2662,3,5,8,EST,Morning Event- June 5
2663,6,11,17,EST,Morning Event- June 5
2664,5,6,11,EST,Morning Event- June 5
2665,2,11,13,CST,Morning Event- June 5
2667,3,11,14,CST,Morning Event- June 5
2668,6,11,17,CST,Morning Event- June 5
2674,2,5,7,EST,Morning Event- June 5
2678,5,16,21,EST,Morning Event- June 5
2679,4,11,15,EST,Morning Event- June 5
2681,6,11,17,EST,Morning Event- June 5
2682,2,11,13,EST,Morning Event- June 5
2683,5,6,11,EST,Morning Event- June 5
2684,5,5,10,EST,Morning Event- June 5
2687,4,11,15,EST,Morning Event- June 5
2688,6,16,22,CST,Morning Event- June 5
2690,3,11,14,CST,Morning Event- June 5
2691,4,11,15,EST,Morning Event- June 5
2692,4,11,15,EST,Morning Event- June 5
2693,3,11,14,EST,Morning Event- June 5
2694,2,5,7,CST,Morning Event- June 5
2695,5,11,16,EST,Morning Event- June 5
2696,8,5,13,EST,Morning Event- June 5
2700,3,11,14,EST,Morning Event- June 5
2702,2,11,13,CST,Morning Event- June 5
2703,2,5,7,EST,Morning Event- June 5
2704,2,6,8,EST,Morning Event- June 5
2705,5,5,10,EST,Morning Event- June 5
2706,4,11,15,CST,Morning Event- June 5
2712,4,11,15,EST,Morning Event- June 5
2713,5,5,10,CST,Morning Event- June 5
2714,6,11,17,CST,Morning Event- June 5
2715,2,11,13,CST,Morning Event- June 5
2716,5,11,16,CST,Morning Event- June 5
2717,6,5,11,CST,Morning Event- June 5
2718,10,6,16,CST,Morning Event- June 5
2719,5,11,16,EST,Morning Event- June 5
2720,2,5,7,CST,Morning Event- June 5
2721,55,155,210,AST,Morning Event- June 5
2723,6,5,11,CST,Morning Event- June 5
2724,2,11,13,CST,Morning Event- June 5
2725,2,11,13,EST,Morning Event- June 5
2726,5,16,21,EST,Morning Event- June 5
2727,6,11,17,EST,Morning Event- June 5
2728,4,11,15,CST,Morning Event- June 5
2730,6,5,11,EST,Morning Event- June 5
2732,5,11,16,EST,Morning Event- June 5
2733,2,5,7,EST,Morning Event- June 5
2734,3,11,14,CST,Morning Event- June 5
2739,7,5,12,CST,Morning Event- June 5
2740,2,11,13,EST,Morning Event- June 5
2747,3,11,14,EST,Morning Event- June 5
2748,4,5,9,CST,Morning Event- June 5
2749,6,11,17,EST,Morning Event- June 5
2753,8,5,13,EST,Morning Event- June 5
2754,2,5,7,EST,Morning Event- June 5
2755,6,16,22,CST,Morning Event- June 5
2756,5,11,16,EST,Morning Event- June 5
2757,5,11,16,CST,Morning Event- June 5
2758,2,6,8,EST,Morning Event- June 5
2760,9,5,14,CST,Morning Event- June 5
2761,4,11,15,EST,Morning Event- June 5
2762,6,6,12,EST,Morning Event- June 5
2763,3,16,19,CST,Morning Event- June 5
2764,5,11,16,CST,Morning Event- June 5
2765,6,5,11,CST,Morning Event- June 5
2769,5,6,11,CST,Morning Event- June 5
2771,6,6,12,EST,Morning Event- June 5
2772,6,5,11,EST,Morning Event- June 5
2774,4,5,9,EST,Morning Event- June 5
2783,4,5,9,EST,Morning Event- June 5
2784,5,5,10,CST,Morning Event- June 5
2785,3,6,9,EST,Morning Event- June 5
2786,2,11,13,EST,Morning Event- June 5
2787,3,5,8,EST,Morning Event- June 5
2788,3,11,14,EST,Morning Event- June 5
2789,2,6,8,EST,Morning Event- June 5
2790,5,11,16,EST,Morning Event- June 5
2791,4,11,15,EST,Morning Event- June 5
2792,5,5,10,EST,Morning Event- June 5
2793,6,11,17,EST,Morning Event- June 5
2795,6,5,11,EST,Morning Event- June 5
2796,5,11,16,EST,Morning Event- June 5
2797,3,11,14,EST,Morning Event- June 5
2799,3,6,9,EST,Morning Event- June 5
2803,5,11,16,CST,Morning Event- June 5
2804,3,11,14,CST,Morning Event- June 5
2805,3,5,8,EST,Morning Event- June 5
2806,2,11,13,EST,Morning Event- June 5
2807,5,5,10,EST,Morning Event- June 5
2808,5,11,16,EST,Morning Event- June 5
2809,3,11,14,EST,Morning Event- June 5
2810,3,5,8,EST,Morning Event- June 5
2811,3,6,9,EST,Morning Event- June 5
2812,5,11,16,CST,Morning Event- June 5
2813,6,11,17,CST,Morning Event- June 5
2814,3,17,20,EST,Morning Event- June 5
2815,4,11,15,CST,Morning Event- June 5
2816,5,6,11,CST,Morning Event- June 5
2817,6,5,11,CST,Morning Event- June 5
2818,2,11,13,CST,Morning Event- June 5
2819,2,11,13,EST,Morning Event- June 5
2820,9,5,14,CST,Morning Event- June 5
2821,2,11,13,EST,Morning Event- June 5
2822,5,6,11,CST,Morning Event- June 5
2823,4,11,15,EST,Morning Event- June 5
2825,6,11,17,EST,Morning Event- June 5
2827,3,11,14,CST,Morning Event- June 5
2828,3,11,14,CST,Morning Event- June 5
2830,2,5,7,EST,Morning Event- June 5
2832,6,5,11,EST,Morning Event- June 5
2833,6,5,11,EST,Morning Event- June 5
2834,3,11,14,CST,Morning Event- June 5
2836,2,5,7,EST,Morning Event- June 5
2841,6,11,17,EST,Morning Event- June 5
2843,2,6,8,EST,Morning Event- June 5
2844,3,11,14,EST,Morning Event- June 5
2845,6,5,11,EST,Morning Event- June 5
2846,3,5,8,CST,Morning Event- June 5
2847,3,11,14,CST,Morning Event- June 5
2849,4,5,9,EST,Morning Event- June 5
2850,6,5,11,EST,Morning Event- June 5
2852,6,6,12,EST,Morning Event- June 5
2853,5,5,10,EST,Morning Event- June 5
2854,6,11,17,EST,Morning Event- June 5
2855,3,11,14,CST,Morning Event- June 5
2856,6,5,11,CST,Morning Event- June 5
2857,6,11,17,CST,Morning Event- June 5
2859,6,11,17,EST,Morning Event- June 5
2860,2,11,13,EST,Morning Event- June 5
2864,2,11,13,CST,Morning Event- June 5
2866,5,11,16,EST,Morning Event- June 5
2867,2,6,8,EST,Morning Event- June 5
2869,3,11,14,EST,Morning Event- June 5
2871,3,6,9,EST,Morning Event- June 5
2872,6,11,17,EST,Morning Event- June 5
2873,4,6,10,EST,Morning Event- June 5
2874,2,11,13,EST,Morning Event- June 5
2881,2,16,18,EST,Morning Event- June 5
2882,2,5,7,CST,Morning Event- June 5
2883,5,5,10,CST,Morning Event- June 5
2885,2,6,8,EST,Morning Event- June 5
2888,4,11,15,EST,Morning Event- June 5
2889,5,11,16,CST,Morning Event- June 5
2890,4,11,15,EST,Morning Event- June 5
2891,15,18,33,CST,Morning Event- June 5
2893,8,5,13,CST,Morning Event- June 5
2894,8,6,14,EST,Morning Event- June 5
2897,4,11,15,EST,Morning Event- June 5
2898,2,11,13,EST,Morning Event- June 5
2899,2,6,8,EST,Morning Event- June 5
2900,2,6,8,EST,Morning Event- June 5
2901,3,11,14,EST,Morning Event- June 5
2902,3,11,14,EST,Morning Event- June 5
2903,2,6,8,EST,Morning Event- June 5
2904,2,5,7,EST,Morning Event- June 5
2905,3,11,14,EST,Morning Event- June 5
2906,3,11,14,EST,Morning Event- June 5
2908,3,5,8,EST,Morning Event- June 5
2909,5,5,10,EST,Morning Event- June 5
2910,5,11,16,EST,Morning Event- June 5
2911,4,11,15,EST,Morning Event- June 5
2912,4,11,15,EST,Morning Event- June 5
2913,6,5,11,CST,Morning Event- June 5
2914,3,11,14,EST,Morning Event- June 5
2915,2,11,13,EST,Morning Event- June 5
2916,3,11,14,EST,Morning Event- June 5
2917,6,11,17,EST,Morning Event- June 5
2918,2,5,7,CST,Morning Event- June 5
2920,3,11,14,EST,Morning Event- June 5
2926,2,5,7,CST,Morning Event- June 5
2928,4,11,15,EST,Morning Event- June 5
2929,4,11,15,EST,Morning Event- June 5
2931,6,6,12,EST,Morning Event- June 5
2932,3,11,14,EST,Morning Event- June 5
2933,6,11,17,EST,Morning Event- June 5
2934,8,5,13,CST,Morning Event- June 5
2935,9,5,14,CST,Morning Event- June 5
2937,10,11,21,CST,Morning Event- June 5
2938,6,5,11,CST,Morning Event- June 5
2939,6,5,11,CST,Morning Event- June 5
2941,2,5,7,EST,Morning Event- June 5
2945,4,6,10,EST,Morning Event- June 5
2946,6,11,17,EST,Morning Event- June 5
2953,6,6,12,EST,Morning Event- June 5
2954,5,11,16,EST,Morning Event- June 5
2955,2,5,7,CST,Morning Event- June 5
2956,3,11,14,CST,Morning Event- June 5
2957,9,11,20,CST,Morning Event- June 5
2958,4,16,20,CST,Morning Event- June 5
2959,4,11,15,EST,Morning Event- June 5
2962,4,6,10,EST,Morning Event- June 5
2963,2,11,13,EST,Morning Event- June 5
2964,6,11,17,EST,Morning Event- June 5
2965,6,11,17,EST,Morning Event- June 5
2966,3,11,14,EST,Morning Event- June 5
2967,4,16,20,EST,Morning Event- June 5
2968,6,5,11,EST,Morning Event- June 5
2973,5,5,10,CST,Morning Event- June 5
2978,2,11,13,CST,Morning Event- June 5
2980,5,11,16,CST,Morning Event- June 5
2986,3,11,14,CST,Morning Event- June 5
2987,2,11,13,EST,Morning Event- June 5
2988,6,11,17,EST,Morning Event- June 5
2990,6,11,17,CST,Morning Event- June 5
2991,6,11,17,CST,Morning Event- June 5
2992,6,11,17,EST,Morning Event- June 5
2993,2,6,8,CST,Morning Event- June 5
2994,15,11,26,CST,Morning Event- June 5
2996,5,5,10,CST,Morning Event- June 5
3004,2,11,13,CST,Morning Event- June 5
3014,6,6,12,CST,Morning Event- June 5
3017,5,11,16,CST,Morning Event- June 5
3035,5,11,16,EST,Morning Event- June 5
3044,2,5,7,CST,Morning Event- June 5
3055,2,6,8,CST,Morning Event- June 5
3056,3,11,14,CST,Morning Event- June 5
3057,5,6,11,CST,Morning Event- June 5
3058,5,11,16,CST,Morning Event- June 5
3059,6,5,11,CST,Morning Event- June 5
3060,5,5,10,CST,Morning Event- June 5
3061,2,5,7,CST,Morning Event- June 5
3067,5,6,11,EST,Morning Event- June 5
3075,2,11,13,CST,Morning Event- June 5
3077,3,6,9,EST,Morning Event- June 5
3078,4,6,10,EST,Morning Event- June 5
3088,2,5,7,CST,Morning Event- June 5
3102,5,11,16,CST,Morning Event- June 5
3103,6,5,11,CST,Morning Event- June 5
3106,5,11,16,CST,Morning Event- June 5
3107,5,5,10,CST,Morning Event- June 5
3112,5,11,16,CST,Morning Event- June 5
3114,2,16,18,EST,Morning Event- June 5
3118,2,5,7,EST,Morning Event- June 5
3119,6,6,12,CST,Morning Event- June 5
3137,6,5,11,CST,Morning Event- June 5
3150,2,11,13,CST,Morning Event- June 5
3151,4,5,9,CST,Morning Event- June 5
3159,2,17,19,EST,Morning Event- June 5
3163,2,11,13,EST,Morning Event- June 5
3167,2,5,7,CST,Morning Event- June 5
3169,2,11,13,CST,Morning Event- June 5
3170,5,11,16,CST,Morning Event- June 5
3182,2,5,7,EST,Morning Event- June 5
3188,4,5,9,EST,Morning Event- June 5
3191,6,5,11,EST,Morning Event- June 5
3192,6,11,17,EST,Morning Event- June 5
3197,2,5,7,EST,Morning Event- June 5
3200,6,11,17,EST,Morning Event- June 5
3201,6,5,11,EST,Morning Event- June 5
3205,5,5,10,EST,Morning Event- June 5
3206,6,11,17,EST,Morning Event- June 5
3207,5,11,16,EST,Morning Event- June 5
3209,4,11,15,CST,Morning Event- June 5
3210,6,11,17,CST,Morning Event- June 5
3212,6,11,17,EST,Morning Event- June 5
3213,5,11,16,CST,Morning Event- June 5
3214,5,6,11,EST,Morning Event- June 5
3215,5,11,16,EST,Morning Event- June 5
3216,2,6,8,EST,Morning Event- June 5
3219,4,11,15,EST,Morning Event- June 5
3221,6,5,11,EST,Morning Event- June 5
3222,4,11,15,EST,Morning Event- June 5
3223,4,11,15,EST,Morning Event- June 5
3224,5,11,16,CST,Morning Event- June 5
3225,4,6,10,CST,Morning Event- June 5
3226,6,16,22,CST,Morning Event- June 5
3228,3,6,9,EST,Morning Event- June 5
3229,4,5,9,CST,Morning Event- June 5
3230,5,11,16,CST,Morning Event- June 5
3231,4,5,9,CST,Morning Event- June 5
3233,8,11,19,CST,Morning Event- June 5
3234,5,6,11,EST,Morning Event- June 5
3235,2,11,13,EST,Morning Event- June 5
3236,3,11,14,EST,Morning Event- June 5
3237,4,11,15,CST,Morning Event- June 5
3243,3,11,14,EST,Morning Event- June 5
3245,7,5,12,CST,Morning Event- June 5
3247,6,11,17,CST,Morning Event- June 5
3250,4,5,9,EST,Morning Event- June 5
3251,6,11,17,EST,Morning Event- June 5
3252,2,5,7,EST,Morning Event- June 5
3253,6,5,11,EST,Morning Event- June 5
3255,5,6,11,CST,Morning Event- June 5
3262,7,11,18,EST,Morning Event- June 5
3265,6,11,17,EST,Morning Event- June 5
3266,3,5,8,EST,Morning Event- June 5
3267,6,11,17,CST,Morning Event- June 5
3268,8,6,14,CST,Morning Event- June 5
3269,8,5,13,EST,Morning Event- June 5
3270,9,11,20,EST,Morning Event- June 5
3271,6,11,17,CST,Morning Event- June 5
3273,4,6,10,CST,Morning Event- June 5
3274,4,5,9,CST,Morning Event- June 5
3278,4,11,15,CST,Morning Event- June 5
3279,3,11,14,CST,Morning Event- June 5
3280,3,6,9,EST,Morning Event- June 5
3281,6,11,17,EST,Morning Event- June 5
3282,2,11,13,EST,Morning Event- June 5
3283,4,11,15,CST,Morning Event- June 5
3284,2,5,7,CST,Morning Event- June 5
3285,6,5,11,CST,Morning Event- June 5
3286,3,6,9,CST,Morning Event- June 5
3288,6,5,11,CST,Morning Event- June 5
3289,4,11,15,EST,Morning Event- June 5
3291,6,6,12,EST,Morning Event- June 5
3292,6,16,22,EST,Morning Event- June 5
3293,5,6,11,EST,Morning Event- June 5
3294,5,11,16,EST,Morning Event- June 5
3295,5,6,11,CST,Morning Event- June 5
3296,2,11,13,CST,Morning Event- June 5
3297,6,11,17,CST,Morning Event- June 5
3298,5,11,16,CST,Morning Event- June 5
3300,11,11,22,EST,Morning Event- June 5
3301,4,11,15,EST,Morning Event- June 5
3302,6,11,17,CST,Morning Event- June 5
3303,10,5,15,EST,Morning Event- June 5
3304,10,11,21,EST,Morning Event- June 5
3305,4,5,9,EST,Morning Event- June 5
3307,3,6,9,EST,Morning Event- June 5
3308,6,11,17,EST,Morning Event- June 5
3309,4,5,9,EST,Morning Event- June 5
3310,2,11,13,EST,Morning Event- June 5
3311,2,6,8,EST,Morning Event- June 5
3319,6,11,17,CST,Morning Event- June 5
3320,3,16,19,CST,Morning Event- June 5
3322,3,5,8,CST,Morning Event- June 5
3324,5,11,16,CST,Morning Event- June 5
3328,5,11,16,EST,Morning Event- June 5
3329,10,11,21,EST,Morning Event- June 5
3331,8,11,19,CST,Morning Event- June 5
3332,3,17,20,EST,Morning Event- June 5
3334,9,11,20,EST,Morning Event- June 5
3336,6,11,17,EST,Morning Event- June 5
3337,2,17,19,EST,Morning Event- June 5
3339,3,11,14,EST,Morning Event- June 5
3342,3,11,14,EST,Morning Event- June 5
3344,5,11,16,EST,Morning Event- June 5
3347,5,11,16,EST,Morning Event- June 5
3348,4,5,9,EST,Morning Event- June 5
3349,6,11,17,EST,Morning Event- June 5
3362,3,11,14,CST,Morning Event- June 5
3363,5,11,16,CST,Morning Event- June 5
3364,3,5,8,CST,Morning Event- June 5
3367,5,5,10,EST,Morning Event- June 5
3370,2,11,13,EST,Morning Event- June 5
3371,3,5,8,EST,Morning Event- June 5
3372,2,6,8,EST,Morning Event- June 5
3381,6,5,11,CST,Morning Event- June 5
3383,4,11,15,CST,Morning Event- June 5
3384,7,5,12,CST,Morning Event- June 5
3386,6,5,11,CST,Morning Event- June 5
3387,6,11,17,EST,Morning Event- June 5
3388,3,5,8,EST,Morning Event- June 5
3389,6,5,11,EST,Morning Event- June 5
3390,6,11,17,CST,Morning Event- June 5
3391,4,11,15,CST,Morning Event- June 5
3394,8,5,13,CST,Morning Event- June 5
3395,10,11,21,CST,Morning Event- June 5
3397,3,5,8,EST,Morning Event- June 5
3400,6,11,17,CST,Morning Event- June 5
3401,5,5,10,EST,Morning Event- June 5
3402,6,11,17,EST,Morning Event- June 5
3403,3,11,14,EST,Morning Event- June 5
3404,6,11,17,CST,Morning Event- June 5
3406,6,5,11,CST,Morning Event- June 5
3409,3,11,14,EST,Morning Event- June 5
3412,4,11,15,EST,Morning Event- June 5
3415,6,5,11,EST,Morning Event- June 5
3417,5,6,11,EST,Morning Event- June 5
3418,4,11,15,EST,Morning Event- June 5
3420,5,11,16,EST,Morning Event- June 5
3422,5,11,16,EST,Morning Event- June 5
3425,6,11,17,CST,Morning Event- June 5
3429,4,11,15,EST,Morning Event- June 5
3430,6,5,11,CST,Morning Event- June 5
3431,6,11,17,CST,Morning Event- June 5
3432,6,5,11,CST,Morning Event- June 5
3433,5,5,10,CST,Morning Event- June 5
3434,5,11,16,CST,Morning Event- June 5
3435,3,11,14,EST,Morning Event- June 5
3436,6,11,17,EST,Morning Event- June 5
3439,2,12,14,CST,Morning Event- June 5
3443,6,11,17,EST,Morning Event- June 5
3445,4,11,15,EST,Morning Event- June 5
3447,2,6,8,EST,Morning Event- June 5
3453,4,11,15,EST,Morning Event- June 5
3458,5,5,10,EST,Morning Event- June 5
3459,4,11,15,CST,Morning Event- June 5
3460,5,11,16,CST,Morning Event- June 5
3461,5,11,16,EST,Morning Event- June 5
3462,6,11,17,EST,Morning Event- June 5
3463,2,11,13,EST,Morning Event- June 5
3469,5,18,23,EST,Morning Event- June 5
3471,6,11,17,EST,Morning Event- June 5
3474,2,11,13,EST,Morning Event- June 5
3475,3,11,14,EST,Morning Event- June 5
3476,2,11,13,EST,Morning Event- June 5
3480,9,11,20,EST,Morning Event- June 5
3481,2,5,7,EST,Morning Event- June 5
3482,6,5,11,CST,Morning Event- June 5
3483,4,5,9,CST,Morning Event- June 5
3484,2,6,8,CST,Morning Event- June 5
3485,11,11,22,EST,Morning Event- June 5
3486,2,17,19,EST,Morning Event- June 5
3487,2,11,13,EST,Morning Event- June 5
3488,5,11,16,CST,Morning Event- June 5
3489,5,6,11,EST,Morning Event- June 5
3490,4,11,15,EST,Morning Event- June 5
3491,6,11,17,EST,Morning Event- June 5
3492,6,11,17,CST,Morning Event- June 5
3495,4,16,20,CST,Morning Event- June 5
3497,2,5,7,CST,Morning Event- June 5
3498,5,5,10,CST,Morning Event- June 5
3499,3,6,9,CST,Morning Event- June 5
3500,5,16,21,CST,Morning Event- June 5
3501,5,5,10,EST,Morning Event- June 5
3502,6,11,17,EST,Morning Event- June 5
3503,6,11,17,EST,Morning Event- June 5
3505,7,11,18,CST,Morning Event- June 5
3510,5,11,16,CST,Morning Event- June 5
3513,3,11,14,CST,Morning Event- June 5
3514,9,11,20,EST,Morning Event- June 5
3515,5,11,16,EST,Morning Event- June 5
3518,3,18,21,CST,Morning Event- June 5
3520,3,23,26,EST,Morning Event- June 5
3526,5,11,16,EST,Morning Event- June 5
3527,3,11,14,EST,Morning Event- June 5
3528,7,5,12,CST,Morning Event- June 5
3529,2,6,8,EST,Morning Event- June 5
3534,6,5,11,CST,Morning Event- June 5
3535,4,11,15,EST,Morning Event- June 5
3538,2,11,13,EST,Morning Event- June 5
3541,4,11,15,EST,Morning Event- June 5
3543,5,11,16,EST,Morning Event- June 5
3545,5,6,11,EST,Morning Event- June 5
3546,4,11,15,EST,Morning Event- June 5
3548,5,11,16,EST,Morning Event- June 5
