Market ,Store Number,Vehicle Count,Install Date,Install Time
484,5154,3,6/12/2025,6:30 PM
448,5162,1,6/28/2025,8:00 AM
515,5600,1,6/28/2025,8:00 AM
551,5601,1,7/9/2025,7:00 AM
481,5602,1,6/13/2025,8:00 PM
551,5603,1,6/27/2025,7:00 AM
481,5604,1,6/13/2025,6:30 PM
481,5605,1,6/21/2025,7:00 AM
464,5641,1,6/27/2025,9:00 PM
466,5644,4,6/24/2025,6:30 PM
448,5686,5,6/11/2025,7AM & 6:30PM
465,5807,1,7/8/2025,7:00 AM
464,5930,1,6/26/2025,8:00 AM
242,526,1,6/19/2025,7:45 PM
256,589,1,6/18/2025,8:15 AM
256,1170,1,6/17/2025,6:30 PM
243,1476,1,6/20/2025,7:00 AM
243,2691,1,6/20/2025,8:15 AM
242,3294,1,6/19/2025,7:00 AM
242,4450,1,6/19/2025,6:30 PM
498,4524,1,6/17/2025,7:45 PM
498,5183,1,6/19/2025,8:15 AM
498,5297,1,6/18/2025,6:30 PM
243,5417,1,6/17/2025,9:00 PM
242,5418,2,6/18/2025,8:00 PM
256,6931,1,6/18/2025,7:00 AM
242,7290,1,6/19/2025,9:00 PM
144,848,1,6/30/2025,7:30 PM
145,950,2,7/2/2025,7:00 AM
144,1248,1,7/1/2025,8:00 AM
145,1561,1,7/2/2025,7:30 PM
145,2322,2,7/1/2025,6:30 PM
144,2846,2,6/30/2025,8:45 PM
492,3599,1,7/2/2025,6:30 PM
492,5043,1,7/1/2025,7:00 AM
145,6807,1,7/1/2025,8:30 PM
144,6964,1,6/30/2025,6:30 PM
109,1349,1,6/25/2025,6:30 PM
108,1387,1,6/12/2025,8:00 PM
108,1398,1,6/23/2025,7:30 PM
107,1436,1,6/18/2025,7:30 PM
553,1511,1,6/23/2025,7:00 AM
108,1517,1,6/30/2025,9:00 PM
107,1541,1,6/24/2025,8:30 PM
108,1589,1,6/20/2025,9:00 PM
553,1590,2,6/10/2025,6:30 PM
109,1845,1,6/17/2025,6:30 PM
109,1851,1,6/25/2025,7:30 PM
108,1916,2,6/17/2025,7:00 AM
110,2091,1,6/19/2025,7:00 AM
107,2176,2,7/1/2025,6:30 PM
488,2406,1,6/18/2025,9:00 PM
109,2591,1,6/30/2025,8:00 AM
110,2727,1,6/12/2025,8:15 AM
108,2789,3,6/16/2025,6:30 PM
110,2814,1,6/10/2025,7:00 AM
103,2930,1,6/25/2025,8:30 PM
109,2946,2,6/17/2025,8:00 PM
108,2962,1,6/26/2025,7:30 PM
108,2963,1,6/20/2025,6:30 PM
109,2987,1,6/19/2025,8:00 PM
488,3011,1,6/19/2025,9:00 PM
488,3104,1,6/20/2025,7:30 PM
553,3163,1,6/13/2025,6:30 PM
553,3235,2,6/28/2025,7:00 AM
107,3348,1,7/1/2025,8:30 PM
553,3397,1,6/13/2025,7:00 AM
109,3625,2,6/21/2025,7:00 AM
108,3858,2,6/16/2025,7:00 AM
103,3935,1,6/18/2025,7:00 AM
103,4140,2,6/11/2025,9:00 PM
110,4303,2,6/11/2025,6:30 PM
488,4380,1,6/12/2025,6:30 PM
488,4441,1,6/30/2025,6:30 PM
107,4446,1,7/1/2025,9:00 PM
488,4498,1,6/12/2025,9:00 PM
488,4560,1,6/24/2025,7:30 PM
103,4563,1,6/19/2025,6:30 PM
103,4617,1,6/26/2025,6:30 PM
103,4826,1,6/13/2025,8:00 PM
107,5301,1,6/24/2025,6:30 PM
109,5325,1,6/26/2025,8:30 PM
103,5615,1,6/10/2025,8:00 AM
110,5671,1,6/12/2025,7:00 AM
103,5719,1,6/14/2025,7:00 AM
488,5758,1,6/18/2025,6:30 PM
488,5759,1,6/23/2025,8:30 PM
108,5882,1,6/30/2025,7:30 PM
108,5911,1,6/23/2025,6:30 PM
110,5912,2,6/11/2025,7:00 AM
109,5932,1,6/30/2025,7:00 AM
103,5945,1,6/10/2025,9:00 PM
442,1515,2,6/23/2025,8:00 PM
435,1551,2,6/21/2025,8:00 PM
435,1571,1,6/24/2025,8:15 AM
444,1650,1,6/23/2025,8:15 AM
442,1678,1,6/24/2025,6:30 PM
444,2452,1,6/23/2025,7:00 AM
444,2658,1,6/23/2025,6:30 PM
444,5463,1,6/24/2025,7:00 AM
442,5669,1,6/21/2025,6:30 PM
423,1472,1,6/19/2025,9:15 PM
424,1577,1,6/17/2025,7:00 AM
423,1855,2,6/16/2025,7:00 AM
422,1861,1,6/19/2025,7:00 AM
424,1999,2,6/16/2025,8:00 PM
422,2087,1,6/18/2025,9:15 PM
424,2274,1,6/18/2025,6:30 PM
424,2352,1,6/18/2025,8:00 AM
423,2448,1,6/19/2025,8:00 PM
423,2642,1,6/20/2025,7:00 AM
422,2643,1,6/19/2025,6:30 PM
422,2882,1,6/16/2025,6:30 PM
424,3102,1,6/17/2025,8:00 PM
424,3209,1,6/17/2025,6:30 PM
422,3364,1,6/20/2025,6:30 PM
422,3498,1,6/18/2025,8:00 PM
423,3513,1,6/20/2025,8:15 PM
424,3624,1,6/17/2025,8:15 AM
436,5432,1,6/19/2025,8:15 AM
423,5992,1,6/20/2025,8:15 AM
153,272,1,7/7/2025,8:00 AM
151,406,1,7/8/2025,6:30 PM
153,659,1,7/9/2025,7:45 PM
151,682,1,7/7/2025,9:00 PM
153,688,1,7/10/2025,8:00 AM
152,695,1,7/9/2025,8:15 AM
152,710,1,7/9/2025,7:00 AM
151,2757,1,7/7/2025,7:45 PM
153,3717,1,7/9/2025,9:00 PM
149,4435,1,7/9/2025,6:30 PM
152,4482,1,7/8/2025,9:15 PM
151,5057,1,7/7/2025,6:30 PM
153,5058,1,7/8/2025,7:45 PM
566,5119,1,7/10/2025,7:00 AM
153,5616,3,7/10/2025,6:30 PM
153,7020,2,7/8/2025,7:00 AM
173,2284,2,6/25/2025,7:00 AM
163,2371,1,6/25/2025,7:45 PM
173,5439,1,6/25/2025,6:30 PM
128,541,3,6/28/2025,7:00 AM
125,553,3,6/25/2025,6:30 PM
125,909,1,6/27/2025,6:30 PM
128,911,1,6/26/2025,8:30 PM
128,989,1,6/28/2025,6:30 PM
125,1163,1,6/26/2025,6:30 PM
128,1342,1,6/28/2025,7:30 PM
128,1353,2,6/27/2025,7:00 AM
125,2706,1,6/26/2025,7:30 PM
125,3167,2,6/26/2025,7:00 AM
543,3703,1,6/28/2025,8:30 PM
125,5022,1,6/27/2025,7:45 PM
543,5102,1,6/27/2025,9:00 PM
164,1810,3,6/24/2025,6:30 PM
164,1959,1,6/23/2025,8:00 PM
178,1977,3,6/18/2025,6:30 PM
174,2003,1,6/11/2025,7:00 AM
164,2104,2,6/24/2025,7:00 AM
178,2195,1,6/19/2025,6:30 PM
174,2294,2,6/16/2025,8:30 PM
164,2637,1,6/23/2025,6:30 PM
175,2651,2,6/16/2025,6:30 PM
175,3078,1,6/13/2025,7:00 AM
577,3159,1,6/11/2025,9:00 PM
178,3236,1,6/17/2025,6:30 PM
577,3520,2,6/12/2025,8:30 PM
577,3795,2,6/12/2025,6:30 PM
176,3912,1,6/15/2025,7:00 AM
175,4153,2,6/12/2025,7:00 AM
178,5142,2,6/17/2025,8:00 PM
175,5201,1,6/17/2025,7:00 AM
172,5295,3,6/10/2025,9:15 PM
178,5414,1,6/19/2025,8:00 PM
176,5447,2,6/15/2025,6:30 PM
577,5752,3,6/13/2025,6:30 PM
176,5867,2,6/11/2025,6:30 PM
171,8331,1,6/10/2025,6:30 PM
115,528,2,6/19/2025,7:30 PM
115,769,2,6/13/2025,6:30 PM
115,1004,3,6/20/2025,7:45 PM
115,1171,1,6/11/2025,6:30 PM
102,2392,2,6/11/2025,8:30 PM
115,2459,2,6/12/2025,8:00 PM
102,3066,1,6/11/2025,7:30 PM
115,3370,2,6/13/2025,7:00 AM
118,3387,3,6/13/2025,8:00 PM
115,3474,1,6/20/2025,6:30 PM
115,5264,1,6/12/2025,6:30 PM
115,5727,1,6/19/2025,9:00 PM
102,7307,1,6/19/2025,6:30 PM
353,212,2,6/12/2025,8:00 PM
353,277,4,6/11/2025,6:30 PM
352,389,1,6/16/2025,8:15 AM
353,544,2,6/12/2025,7:00 AM
344,564,2,6/11/2025,7:00 AM
344,622,3,6/14/2025,6:30 PM
353,743,1,6/16/2025,7:45 PM
352,1626,2,6/10/2025,7:00 AM
353,2734,3,6/10/2025,6:30 PM
352,2803,2,6/14/2025,7:00 AM
352,2804,1,6/13/2025,7:00 AM
533,2875,1,6/13/2025,8:00 AM
352,3430,1,6/16/2025,7:00 AM
533,3615,3,6/13/2025,6:30 PM
533,5286,1,6/17/2025,7:00 AM
533,5314,1,6/16/2025,9:00 PM
353,7294,1,6/12/2025,6:30 PM
353,7326,1,6/16/2025,6:30 PM
432,1637,1,6/11/2025,7:45 PM
432,1671,2,6/12/2025,7:00 AM
432,1965,1,6/12/2025,6:30 PM
432,2847,1,6/12/2025,9:00 PM
432,3150,1,6/11/2025,9:00 PM
491,3172,1,6/12/2025,7:45 PM
491,3173,1,6/10/2025,7:30 PM
432,3267,2,6/10/2025,7:00 AM
432,4358,2,6/11/2025,7:00 AM
432,4600,1,6/10/2025,9:00 PM
432,5141,1,6/11/2025,6:30 PM
432,5361,1,6/10/2025,6:30 PM
89,705,1,6/27/2025,8:00 AM
89,800,1,6/27/2025,7:00 AM
90,817,1,6/30/2025,6:30 PM
94,857,4,6/18/2025,6:30 PM
91,890,3,7/1/2025,8:30 PM
90,908,1,7/1/2025,9:30 PM
89,942,4,6/27/2025,8:00 PM
91,943,4,6/17/2025,6:30 PM
91,955,1,6/18/2025,8:00 AM
90,1220,2,7/2/2025,8:30 PM
90,2881,2,6/30/2025,8:45 PM
96,3162,1,7/1/2025,8:30 PM
94,3207,2,6/19/2025,7:00 AM
91,3782,1,7/1/2025,7:30 PM
96,4142,2,6/20/2025,7:00 AM
96,4197,2,7/2/2025,8:45 PM
96,4211,1,7/2/2025,6:30 PM
90,4332,2,6/19/2025,8:30 PM
96,4425,2,6/27/2025,6:30 PM
91,4588,1,7/2/2025,7:30 PM
96,5132,1,7/2/2025,7:30 PM
96,5179,1,7/1/2025,6:30 PM
90,5420,2,6/30/2025,7:30 PM
91,5871,2,6/19/2025,6:30 PM
91,5894,1,7/2/2025,6:30 PM
559,5988,3,7/1/2025,6:30 PM
96,6894,1,6/18/2025,7:00 AM
92,174,2,7/1/2025,7:00 AM
92,649,1,6/30/2025,9:30 PM
92,3538,1,6/30/2025,8:30 PM
92,5455,1,6/30/2025,7:30 PM
165,1742,1,6/11/2025,6:30 PM
558,1807,1,6/11/2025,9:00 PM
284,1860,2,6/14/2025,8:00 PM
170,2068,1,6/10/2025,7:00 AM
170,2096,1,6/17/2025,9:00 PM
166,2141,2,6/11/2025,7:00 AM
167,2263,1,6/20/2025,6:30 PM
170,2445,1,6/17/2025,6:30 PM
170,2446,1,6/18/2025,7:45 PM
170,2650,1,6/10/2025,8:15 AM
167,2945,1,6/12/2025,8:00 PM
167,3541,1,6/13/2025,7:00 AM
170,3564,2,6/19/2025,6:30 PM
165,3774,1,6/11/2025,7:45 PM
284,3802,1,6/14/2025,7:30 AM
168,3810,1,6/18/2025,6:30 PM
167,4687,1,6/12/2025,6:30 PM
281,5450,1,6/14/2025,6:30 PM
165,5476,1,6/12/2025,8:15 AM
170,5649,1,6/17/2025,7:45 PM
284,5795,1,6/13/2025,8:15 AM
558,5944,1,6/12/2025,7:00 AM
372,1381,2,6/18/2025,7:00 AM
371,1512,1,6/30/2025,7:00 AM
369,1532,1,6/27/2025,7:45 PM
369,1533,2,6/28/2025,6:30 PM
368,1549,2,6/23/2025,8:45 PM
370,1598,1,6/21/2025,6:30 PM
372,1646,1,6/23/2025,8:15 AM
371,1746,2,6/30/2025,7:45 PM
372,2112,1,7/1/2025,7:00 AM
372,2482,2,6/20/2025,7:00 AM
369,2512,1,6/21/2025,7:45 PM
370,2515,2,6/24/2025,7:00 AM
368,2554,1,7/2/2025,7:00 AM
510,2632,1,6/25/2025,6:30 PM
373,2671,1,6/27/2025,8:15 AM
372,2766,1,7/1/2025,8:15 AM
372,2767,1,6/19/2025,7:45 PM
371,2768,1,6/21/2025,8:15 AM
368,2777,1,7/1/2025,6:30 PM
369,3241,1,6/25/2025,8:15 AM
510,3314,1,7/2/2025,7:45 PM
510,3315,1,6/27/2025,9:00 PM
373,3360,1,6/28/2025,8:15 AM
369,3465,1,7/2/2025,6:30 PM
373,3751,3,6/10/2025,6:30 PM
371,3771,2,6/24/2025,7:45 PM
371,3799,2,6/19/2025,7:00 AM
373,3833,3,6/18/2025,7:45 PM
510,3844,1,6/26/2025,7:30 PM
510,3845,1,6/26/2025,8:30 PM
373,3861,1,6/25/2025,7:00 AM
368,3896,2,6/28/2025,8:30 PM
370,4232,3,6/20/2025,6:30 PM
510,4275,1,6/27/2025,6:30 PM
9,4324,1,6/27/2025,7:00 AM
368,4336,1,7/2/2025,9:00 PM
373,4451,2,6/10/2025,7:00 AM
369,5124,1,6/26/2025,6:30 PM
373,5186,1,6/28/2025,7:00 AM
369,5189,1,6/23/2025,7:30 PM
370,5190,1,6/21/2025,9:00 PM
510,5257,1,6/19/2025,9:00 PM
9,5304,1,6/21/2025,7:00 AM
369,5330,1,6/23/2025,6:30 PM
368,5331,1,6/24/2025,6:30 PM
510,5332,1,6/19/2025,6:30 PM
510,5349,1,6/23/2025,7:00 AM
368,5369,1,7/2/2025,8:15 AM
372,5428,1,6/18/2025,6:30 PM
368,5429,2,7/1/2025,7:45 PM
371,5768,1,6/30/2025,6:30 PM
370,6477,1,6/25/2025,7:45 PM
371,6480,1,6/30/2025,8:15 AM
235,1739,2,6/16/2025,7:00 AM
229,1770,3,6/19/2025,6:30 PM
229,1883,2,6/25/2025,7:00 AM
229,1885,2,6/26/2025,7:00 AM
231,2059,2,7/7/2025,7:00 AM
235,2281,5,6/17/2025,6:30 PM
227,2300,4,6/16/2025,6:30 PM
235,2420,3,6/18/2025,6:30 PM
227,2588,2,6/19/2025,7:00 AM
231,3228,1,7/1/2025,7:00 AM
227,3838,2,6/18/2025,7:00 AM
229,4643,1,6/30/2025,7:00 AM
227,4644,2,6/24/2025,7:00 AM
231,5241,2,6/23/2025,7:00 AM
107,1087,2,6/27/2025,8:30 PM
107,4260,2,6/27/2025,6:30 PM
476,2550,2,6/17/2025,7:00 AM
476,2927,1,6/17/2025,6:30 PM
477,4176,1,6/16/2025,8:00 PM
477,4221,1,6/16/2025,6:30 PM
476,5461,1,6/17/2025,9:00 PM
476,5462,1,6/17/2025,8:00 PM
476,5929,1,6/18/2025,7:00 AM
477,5935,2,6/16/2025,7:00 AM
161,1873,2,6/30/2025,8:15 PM
161,1964,1,7/1/2025,8:15 AM
160,2157,1,6/24/2025,6:30 PM
161,2225,1,6/30/2025,6:30 PM
161,2261,1,7/1/2025,7:00 AM
161,2283,1,6/30/2025,9:15 PM
160,2366,1,6/25/2025,7:00 AM
160,3560,2,6/24/2025,8:00 PM
160,5448,1,6/23/2025,7:00 AM
299,1321,1,6/12/2025,7:00 AM
297,1953,1,6/13/2025,7:00 AM
297,2058,2,6/10/2025,7:00 AM
299,3889,1,6/11/2025,9:00 PM
299,4458,1,6/11/2025,8:00 PM
299,4499,1,6/10/2025,6:30 PM
299,5046,2,6/11/2025,7:00 AM
297,5118,1,6/12/2025,9:00 PM
297,5254,1,6/10/2025,8:15 PM
299,5743,1,6/11/2025,6:30 PM
290,1424,1,6/18/2025,7:00 AM
290,1523,1,6/19/2025,7:00 AM
290,1524,1,6/17/2025,6:30 PM
287,1525,1,6/18/2025,9:00 PM
290,1969,1,6/17/2025,8:15 AM
287,2295,1,6/19/2025,7:45 PM
290,2808,1,6/17/2025,7:00 AM
290,2821,1,6/18/2025,6:30 PM
287,3869,1,6/19/2025,6:30 PM
287,4191,1,6/19/2025,9:00 PM
287,7032,1,6/18/2025,7:45 PM
502,7174,2,6/17/2025,8:00 PM
445,1588,2,6/25/2025,7:45 PM
461,1747,1,6/20/2025,6:30 PM
463,1805,1,6/30/2025,6:30 PM
463,1832,1,7/1/2025,7:45 PM
461,1853,1,7/2/2025,6:30 PM
462,1862,1,6/27/2025,6:30 PM
445,1879,1,6/19/2025,6:30 PM
445,1914,1,7/7/2025,8:30 PM
463,1915,1,7/8/2025,6:30 PM
461,2028,2,6/27/2025,8:00 PM
460,2077,1,6/26/2025,6:30 PM
463,2181,2,6/30/2025,8:00 PM
460,2708,1,7/10/2025,6:30 PM
461,2842,1,6/26/2025,8:15 PM
462,3464,1,7/3/2025,6:30 PM
462,3796,2,6/24/2025,8:00 PM
445,4340,1,7/8/2025,9:00 PM
445,4392,1,6/25/2025,6:30 PM
463,5096,1,7/1/2025,6:30 PM
463,5156,1,7/2/2025,9:15 PM
461,5193,1,7/7/2025,6:30 PM
461,5425,1,7/2/2025,7:45 PM
192,1619,1,6/12/2025,6:30 PM
192,1673,1,6/13/2025,8:30 PM
192,1731,2,6/14/2025,6:30 PM
192,1744,1,6/12/2025,9:00 PM
192,1813,1,6/14/2025,7:00 AM
194,1966,1,6/13/2025,6:30 PM
195,1993,1,6/11/2025,8:30 PM
192,2785,1,6/13/2025,7:00 AM
192,3280,1,6/12/2025,7:45 PM
195,3607,2,6/12/2025,7:00 AM
192,3842,1,6/13/2025,8:15 AM
455,1760,1,6/10/2025,6:30 PM
453,1881,1,6/27/2025,7:30 PM
455,1988,2,6/11/2025,8:30 PM
454,2457,1,6/13/2025,6:30 PM
454,2464,1,6/13/2025,7:00 AM
454,2735,2,6/10/2025,7:00 AM
454,3081,1,6/12/2025,7:00 AM
455,3587,1,6/11/2025,6:30 PM
453,3652,2,6/11/2025,7:00 AM
455,3712,1,6/12/2025,7:30 PM
455,4202,1,6/11/2025,7:30 PM
455,4309,2,6/10/2025,8:00 PM
453,4393,1,6/13/2025,9:00 PM
552,4759,2,6/12/2025,8:30 PM
455,5192,1,6/27/2025,6:30 PM
552,5683,1,6/12/2025,8:15 AM
552,5981,1,6/12/2025,6:30 PM
552,5982,1,6/13/2025,7:45 PM
403,1686,1,6/27/2025,7:00 AM
403,2207,1,6/25/2025,7:00 AM
403,2307,3,6/24/2025,6:30 PM
403,3232,1,6/25/2025,8:15 AM
403,3568,1,6/26/2025,8:15 AM
403,3589,3,6/27/2025,6:30 PM
403,3620,3,6/26/2025,6:30 PM
401,4208,1,6/28/2025,7:00 AM
557,5109,1,6/27/2025,8:15 AM
403,5233,1,6/26/2025,7:00 AM
403,5235,2,6/24/2025,7:00 AM
403,5350,1,6/28/2025,8:15 AM
403,5763,3,6/25/2025,6:30 PM
87,765,2,6/10/2025,7:00 AM
86,999,1,6/13/2025,9:00 PM
506,1198,1,6/11/2025,6:30 PM
77,1313,1,6/14/2025,7:30 PM
87,1347,2,6/11/2025,7:00 AM
86,2239,1,6/13/2025,7:45 PM
87,2404,2,6/13/2025,7:00 AM
86,2599,1,6/12/2025,6:30 PM
528,2835,1,6/12/2025,9:00 PM
506,2864,2,6/12/2025,7:00 AM
506,3057,1,6/17/2025,7:00 AM
86,3058,1,6/14/2025,9:00 PM
86,3106,2,6/14/2025,7:00 AM
77,3112,1,6/16/2025,8:15 AM
77,3279,1,6/16/2025,7:00 AM
86,3888,3,6/10/2025,6:30 PM
87,4055,1,6/16/2025,6:30 PM
528,4056,1,6/16/2025,7:30 PM
506,4131,1,6/13/2025,6:30 PM
506,4162,1,6/11/2025,7:45 PM
77,5144,1,6/16/2025,8:45 PM
86,5145,1,6/11/2025,9:00 PM
506,5146,1,6/12/2025,7:45 PM
77,5245,1,6/14/2025,6:30 PM
459,1700,1,7/2/2025,6:30 PM
460,2094,2,6/30/2025,8:00 PM
460,2245,1,6/30/2025,6:30 PM
458,2253,1,7/2/2025,7:00 AM
459,2479,1,7/1/2025,7:00 AM
458,3516,2,7/1/2025,7:45 PM
458,3947,1,7/1/2025,6:30 PM
458,5023,1,7/1/2025,8:15 AM
459,5886,1,7/3/2025,8:15 AM
452,2697,2,6/26/2025,6:30 PM
512,5610,2,6/10/2025,8:00 PM
512,5611,1,6/10/2025,6:30 PM
511,2119,3,6/11/2025,6:30 PM
512,2486,1,6/12/2025,9:00 PM
512,3023,2,6/14/2025,8:00 PM
512,3123,2,6/12/2025,6:30 PM
512,4174,1,6/13/2025,6:30 PM
451,5435,2,6/13/2025,8:00 PM
451,5884,1,6/14/2025,6:30 PM
514,2385,2,6/19/2025,8:00 PM
514,2516,1,6/23/2025,7:30 AM
471,3053,1,6/23/2025,7:45 PM
467,3218,1,6/19/2025,7:00 AM
514,3525,1,6/19/2025,8:15 AM
467,3537,2,6/18/2025,6:30 PM
471,3757,2,6/24/2025,7:00 AM
471,3801,1,6/23/2025,9:00 PM
467,4137,1,6/18/2025,8:30 PM
514,5041,1,6/19/2025,6:30 PM
471,5628,1,6/23/2025,6:30 PM
92,931,2,7/2/2025,7:30 PM
92,1068,1,6/30/2025,6:30 PM
488,4546,1,7/2/2025,6:30 PM
35,2687,2,6/25/2025,7:00 AM
154,1967,1,6/27/2025,7:45 PM
154,2174,1,6/27/2025,9:15 PM
154,2386,1,6/27/2025,6:30 PM
154,5278,2,6/27/2025,7:00 AM
341,201,1,6/27/2025,6:30 PM
341,256,1,6/28/2025,6:30 PM
341,361,2,6/28/2025,7:00 AM
339,648,1,6/25/2025,6:30 PM
340,805,2,6/23/2025,7:00 AM
339,1161,1,6/26/2025,9:00 PM
340,1177,2,6/25/2025,7:00 AM
341,1418,3,6/27/2025,7:30 PM
340,1514,3,6/23/2025,6:30 PM
341,1761,1,6/28/2025,8:00 PM
340,2213,3,6/24/2025,6:30 PM
339,2600,1,6/27/2025,7:00 AM
339,2616,3,6/25/2025,7:45 PM
340,3061,2,6/24/2025,7:00 AM
339,5313,2,6/26/2025,7:00 AM
485,5421,1,6/26/2025,7:45 PM
485,5427,1,6/26/2025,6:30 PM
339,5927,1,7/2/2025,6:30 PM
114,941,2,6/20/2025,7:00 AM
104,967,3,6/16/2025,8:30 PM
104,988,4,6/17/2025,6:30 PM
104,994,3,6/16/2025,7:00 AM
104,1085,2,6/16/2025,6:30 PM
95,1213,4,6/18/2025,6:30 PM
111,1390,3,6/10/2025,7:45 PM
111,1513,1,6/14/2025,8:00 AM
111,1536,1,6/14/2025,7:30 PM
111,1712,2,6/11/2025,7:00 AM
112,1960,2,6/10/2025,7:00 AM
111,2081,1,6/17/2025,7:30 PM
114,2387,2,6/18/2025,7:00 AM
548,2391,1,6/16/2025,8:00 AM
112,2627,1,6/10/2025,6:30 PM
104,2740,2,6/11/2025,6:30 PM
111,2796,2,6/14/2025,7:00 AM
548,3161,1,6/10/2025,6:30 PM
112,3197,2,6/11/2025,7:00 AM
111,3372,1,6/21/2025,6:30 PM
548,3414,1,6/14/2025,7:00 AM
104,3415,2,6/19/2025,7:00 AM
104,3418,3,6/13/2025,6:30 PM
114,3463,1,6/16/2025,6:30 PM
548,4141,2,6/12/2025,7:00 AM
112,4681,1,6/21/2025,7:00 AM
111,4690,2,6/10/2025,7:00 AM
112,5036,3,6/17/2025,8:00 AM
111,5218,1,6/14/2025,6:30 PM
112,5220,1,6/18/2025,7:00 AM
548,5221,1,6/18/2025,8:00 AM
104,5266,2,6/16/2025,7:00 AM
114,5300,1,6/17/2025,7:00 AM
102,5622,1,6/16/2025,8:30 PM
548,5654,1,6/10/2025,8:00 PM
548,5670,1,6/17/2025,6:30 PM
548,5760,2,6/13/2025,7:00 AM
102,5826,1,6/16/2025,7:30 PM
548,5876,1,6/17/2025,8:30 PM
112,5964,1,6/10/2025,9:00 PM
548,6548,1,6/17/2025,7:00 AM
367,1291,3,7/8/2025,6:30 PM
366,2922,2,7/7/2025,7:45 PM
9,3143,1,7/9/2025,8:00 PM
367,3884,2,7/9/2025,7:00 AM
366,5031,1,7/7/2025,6:30 PM
367,5626,1,7/9/2025,6:30 PM
9,5725,2,7/8/2025,7:00 AM
367,5799,1,7/9/2025,9:00 PM
356,472,4,6/24/2025,6:30 PM
345,576,1,6/25/2025,7:00 AM
356,894,1,6/25/2025,8:15 AM
356,992,2,6/23/2025,8:30 PM
356,1597,2,6/23/2025,6:30 PM
507,3340,1,6/24/2025,7:00 AM
507,6170,1,6/24/2025,8:00 AM
288,1631,2,6/26/2025,8:00 PM
288,1682,1,6/24/2025,8:15 AM
289,1688,2,6/26/2025,7:00 AM
288,1773,1,6/28/2025,7:00 AM
289,1811,1,6/25/2025,7:00 AM
289,1841,2,6/24/2025,8:00 PM
289,2529,1,6/27/2025,7:00 AM
502,3156,1,6/26/2025,6:30 PM
288,3214,1,6/24/2025,7:00 AM
289,3216,2,6/25/2025,8:00 PM
288,3265,4,6/27/2025,6:30 PM
289,4064,1,6/27/2025,8:15 AM
289,5253,1,6/24/2025,6:30 PM
289,5488,1,6/25/2025,8:15 AM
289,5922,1,6/25/2025,6:30 PM
286,1825,2,7/2/2025,8:00 PM
291,1833,2,6/20/2025,8:30 PM
291,1852,1,7/8/2025,6:30 PM
292,1904,1,7/7/2025,6:30 PM
292,2015,2,7/1/2025,8:30 PM
292,2038,3,6/13/2025,6:30 PM
280,2233,1,6/10/2025,7:45 AM
280,2357,1,7/1/2025,7:30 AM
291,2520,2,6/20/2025,6:30 PM
280,2756,1,6/10/2025,6:30 PM
283,3035,1,6/12/2025,8:15 AM
292,3077,1,7/8/2025,8:30 PM
286,3573,1,7/2/2025,6:30 PM
291,3588,2,6/21/2025,7:00 AM
292,3639,3,6/12/2025,6:30 PM
291,5343,2,6/20/2025,7:00 AM
283,5753,3,6/11/2025,6:30 PM
292,5880,2,7/1/2025,6:30 PM
283,5968,1,6/12/2025,7:00 AM
292,5969,1,7/7/2025,8:30 PM
406,592,1,6/17/2025,6:30 PM
409,1099,2,6/17/2025,8:00 PM
409,1221,1,6/18/2025,9:00 PM
409,1507,1,6/18/2025,7:00 AM
409,3283,1,6/18/2025,7:45 PM
409,3492,1,6/18/2025,8:15 AM
409,4321,1,6/18/2025,6:30 PM
304,1096,1,6/18/2025,7:00 AM
308,1322,1,6/19/2025,7:00 AM
308,1849,2,6/17/2025,6:30 PM
308,2472,2,6/17/2025,8:30 PM
308,2793,1,6/20/2025,8:15 AM
308,3503,1,6/16/2025,6:30 PM
308,6789,1,6/20/2025,7:00 AM
229,1568,1,7/3/2025,7:00 AM
208,2063,1,6/23/2025,8:30 PM
208,2197,2,6/23/2025,7:00 AM
208,2211,1,6/23/2025,6:30 PM
228,2674,1,7/2/2025,7:00 AM
208,3860,2,6/23/2025,7:00 AM
