Store #,Install Date,Install Time
5453,2/8/23,5:00 AM
5458,1/25/2023,5:00 AM
5459,3/1/23,At Store Close
5461,2/7/23,5:00 AM
5463,1/25/2023,At Store Close
5464,2/21/23,2:00 AM
5466,3/2/23,1:30 AM
5470,2/6/23,5:00 AM
5481,2/6/23,At store close
5482,1/3/23,10:00 PM
5483,2/21/23,1:00 AM
5485,1/31/23,3:00 AM
5486,1/9/23,1:00 AM
5491,1/31/23,4:00 AM
5492,1/25/2023,2:30 AM
5495,2/20/23,1:30 AM
5498,1/24/2023,At Store Close
5499,2/23/23,11:30 PM
5600,1/19/23,5:00 AM
5601,2/8/23,5:00 AM
5602,1/25/2023,5:00 AM
5603,1/9/23,5:00 AM
5604,1/10/23,5:00 AM
5605,2/21/23,5:00 AM
5606,2/21/23,1:30 AM
5611,1/24/2023,5:00 AM
5616,3/1/23,At Store Close
5623,2/22/23,3:00 AM
5624,2/2/23,5:00 AM
5625,1/24/2023,5:00 AM
5626,1/10/23,10:00 PM
5635,1/19/23,5:00 AM
5637,3/2/23,5:00 AM
5640,2/2/23,5:00 AM
5641,2/8/23,5:00 AM
5643,1/19/23,5:00 AM
5649,2/23/23,5:00 AM
5653,2/20/23,1:00 AM
5654,1/26/2023,4:00 AM
5657,1/25/2023,5:00 AM
5658,2/19/23,1:30 AM
5664,TBD,TBD
5668,1/30/23,12:01 AM
5669,1/26/2023,2:00 AM
5671,1/23/2023,12:30 AM
5675,1/31/23,2:00 AM
5683,2/8/23,5:00 AM
5684,1/31/23,5:00 AM
5686,3/1/23,5:00 AM
5689,TBD,TBD
5697,1/26/2023,12:15 AM
5700,2/22/23,At Store Close
5702,1/24/2023,5:00 AM
5703,2/8/23,3:30 AM
5706,2/1/23,3:30 AM
5709,TBD,TBD
5710,1/11/23,5:00 AM
5713,2/20/23,12:00 AM
5716,2/5/23,3:30 AM
5722,1/10/23,11:00 PM
5726,2/8/23,1:00 AM
5727,1/19/23,12:00 AM
5732,2/6/23,At store close
5734,2/22/23,At Store Close
5735,2/6/23,At store close
5740,2/8/23,11:30 PM
5743,2/1/23,3:00 AM
5751,1/23/2023,3:00 AM
5753,1/25/2023,At Store Close
5758,1/17/23,10:00 PM
5759,1/19/23,12:30 AM
5760,1/22/2023,At Store Close
5766,2/27/23,1:00 AM
5767,2/21/23,At Store Close
5768,TBD,TBD
5769,2/28/23,11:00 PM
5771,2/21/23,1:45 AM
5772,2/6/23,12:00 AM
5773,1/29/23,11:30 PM
5774,2/20/23,At Store Close
5776,2/22/23,11:30 PM
5779,1/22/2023,At Store Close
5780,1/23/2023,3:30 AM
5782,2/6/23,2:00 AM
5791,2/28/23,1:30 AM
5793,2/1/23,12:00 AM
5797,2/19/23,At Store Close
5802,2/6/23,At store close
5803,2/7/23,At store close
5807,1/31/23,5:00 AM
5808,2/1/23,5:00 AM
5812,1/30/23,12:30 AM
5813,1/11/23,12:30 AM
5814,1/24/2023,12:30 AM
5820,1/8/23,10:00 PM
5823,1/25/2023,5:00 AM
5824,2/6/23,5:00 AM
5828,TBD,TBD
5829,3/1/23,11:30 PM
5837,2/5/23,1:30 AM
5845,1/23/2023,12:00 AM
5846,2/9/23,2:00 AM
5853,2/7/23,1:30 AM
5854,1/23/2023,At Store Close
5859,2/20/23,11:30 PM
5861,1/29/23,11:30 PM
5863,2/21/23,2:00 PM
5864,2/9/23,5:00 AM
5866,1/30/23,At store close
5869,1/29/23,11:30 PM
5874,1/19/23,5:00 AM
5875,1/30/23,2:00 AM
5876,1/10/23,10:00 PM
5880,1/23/2023,At Store Close
5881,2/19/23,At Store Close
5882,1/12/23,4:00 AM
5883,2/22/23,At Store Close
5884,2/27/23,5:00 AM
5886,TBD,TBD
5888,1/31/23,5:00 AM
5889,1/12/23,5:00 AM
5891,2/21/23,1:30 AM
5894,2/9/23,At store close
5908,2/5/23,1:30 AM
5911,1/10/23,10:00 PM
5925,2/5/23,1:30 AM
5930,1/30/23,5:00 AM
5938,1/19/23,5:00 AM
5945,1/9/23,12:30 AM
5947,1/30/23,12:00 AM
5956,1/11/23,5:00 AM
5959,2/6/23,5:00 AM
5960,2/1/23,At store close
5962,1/29/23,At store close
5964,1/23/2023,2:00 AM
5977,1/23/2023,5:00 AM
5980,1/25/2023,At Store Close
5981,TBD,TBD
5992,TBD,TBD
5993,2/9/23,3:00 AM
5994,1/31/23,5:00 AM
6098,1/3/23,5:00 AM
6149,1/30/23,12:00 AM
6165,2/20/23,1:30 AM
6176,1/30/23,3:00 AM
6178,1/4/23,5:00 AM
6190,2/21/23,5:00 AM
6207,1/30/23,2:00 AM
6233,2/7/23,12:00 AM
6243,2/20/23,2:00 AM
6264,1/31/23,12:00 AM
6323,2/20/23,11:30 PM
6370,2/5/23,At store close
6390,2/20/23,2:00 AM
6394,1/25/2023,4:30 AM
6459,1/9/23,10:00 PM
6467,3/1/23,2:00 AM
6470,2/20/23,At Store Close
6477,1/18/23,10:00 PM
6480,1/8/23,10:00 PM
6531,2/21/23,3:15 AM
6576,TBD,TBD
6577,2/20/23,11:45 PM
6578,1/31/23,1:00 AM
6579,1/3/23,10:00 PM
6583,2/2/23,11:30 PM
6587,2/8/23,At store close
6588,2/19/23,11:45 PM
6590,2/1/23,1:30 AM
6732,2/22/23,At Store Close
6786,1/10/23,5:00 AM
6789,2/20/23,12:00 AM
6807,2/9/23,11:30 PM
6814,1/31/23,At store close
6849,2/19/23,11:30 PM
6876,1/23/2023,12:30 AM
6878,2/2/23,11:30 PM
6898,1/25/2023,5:00 AM
6932,1/26/2023,5:00 AM
6936,1/24/2023,At Store Close
6937,2/9/23,3:00 AM
6941,2/7/23,At store close
6943,1/22/2023,At Store Close
6963,2/20/23,4:00 AM
6964,2/22/23,At Store Close
6967,1/11/23,10:00 PM
6998,2/1/23,3:00 AM
7004,2/23/23,At Store Close
7009,1/31/23,At store close
7020,2/21/23,At Store Close
7032,1/18/23,10:00 PM
7062,2/21/23,At Store Close
7098,2/1/23,3:00 AM
7099,1/12/23,10:00 PM
7137,2/1/23,12:00 AM
7146,2/22/23,At Store Close
7156,1/10/23,10:00 PM
7180,1/19/23,10:00 PM
7185,1/11/23,12:30 AM
7188,2/6/23,At store close
7194,2/28/23,At Store Close
7199,2/19/23,At Store Close
7205,2/6/23,12:00 AM
7209,2/19/23,At Store Close
7220,2/28/23,11:30 PM
7221,1/3/23,10:00 PM
7224,2/21/23,At Store Close
7229,1/31/23,2:00 AM
7232,1/9/23,10:00 PM
7233,1/31/23,11:30 PM
7235,1/3/23,1:00 AM
7240,2/8/23,5:00 AM
7243,TBD,TBD
7246,2/20/23,At Store Close
7247,2/21/23,1:30 AM
7262,1/30/23,At store close
7280,2/19/23,At Store Close
7294,1/10/23,1:00 AM
7296,1/23/2023,3:00 AM
7298,2/22/23,12:00 AM
7301,1/22/2023,At Store Close
7304,1/26/2023,12:00 AM
7307,1/19/23,2:00 AM
7308,1/10/23,12:00 AM
7311,2/28/23,3:30 AM
7315,1/30/23,2:00 AM
7320,1/30/23,12:00 AM
7324,2/6/23,11:30 PM
7339,1/9/23,10:00 PM
7342,2/8/23,11:30 PM
7347,2/19/23,10:45 PM
7357,3/1/23,5:00 AM
7361,2/8/23,5:00 AM
7362,2/28/23,At Store Close
8930,2/27/23,5:00 AM
8958,1/12/23,5:00 AM
