STORE_NBR,MARKET_AREA_NBR,REGION_NBR,InHome Van Count,InHome Van VIN(s),InHome Van VIN(s),InHome Van VIN(s),
2734,353,44,2,1FTBW3XK4NKA30422,3C6MRVJG8PE566447,,
2735,454,56,1,1FTBW3XK5NKA30333,,,
2740,112,3,2,1FTBW3XK6NKA08289,3C6MRVJG7PE592117,,
2751,380,54,2,1FTBW3XK2NKA30435,3C6MRVJG6PE582839,,
2752,585,54,1,1FTBW3XK0NKA28425,,,
2756,280,76,1,1FTBW3XK0NKA00527,,,
2757,151,12,1,1FTBW3XK6NKA30440,,,
2766,372,46,1,1FTBW3XK7NKA30379,,,
2767,372,46,1,3C6LRVDG4ME573561,,,
2768,371,46,1,1FTBW3XK7NKA30348,,,
2772,300,4,0,No Van,,,
2774,217,21,1,1FTBW3XK0NKA30076,,,
2777,368,46,1,1FTBW3XK9NKA30335,,,
2786,482,41,1,1FTBW3XK2NKA28457,,,
2787,249,41,1,1FTBW3XK8NKA28415,,,
2788,482,41,1,1FTBW3XK7NKA28499,,,
2789,108,9,1,1FTBR1X81MKA29291,,,
2795,287,75,0,No Van,,,
2796,111,3,1,1FTBW3XK9NKA14474,,,
2803,352,44,2,1FTBW3XK3NKA30413,3C6MRVJG6PE566446,,
2804,352,44,1,1FTBW3XK6NKA30373,,,
2808,290,75,1,1FTBW3XK3NKA14423,,,
2814,110,9,1,1FTBW3XK5NKA09627,,,
2817,238,19,2,1FTBW3XK9NKA14135,1FTBW3XK7NKA09631,,
2818,238,19,1,1FTBW3XKXNKA14144,,,
2821,290,75,2,1FTBW3XK3NKA14468,3C6MRVJG5PE599311,,
2834,50,5,2,1FTBW3XK1NKA14209,3C6MRVJG1PE575359,,
2835,528,64,1,1FTBW3XK8NKA30102,,,
2838,396,57,1,1FTBW3XK8NKA30133,,,
2842,461,58,1,3C6MRVJG0PE581587,,,
2846,144,11,2,1FTBW3XK0NKA00494,1FTBW3XK2NKA22531,,
2847,433,47,1,1FTBW3XK7NKA22489,,,
2855,362,40,1,1FTBW3XKXNKA14404,,,
2857,360,40,1,1FTBW3XK6NKA14402,,,
2858,546,59,2,3C6MRVJG1PE592114,3C6MRVJG4PE592107,,
2864,506,7,2,1FTBW3XK3NKA28399,1FTBW3XK6NKA28459,,
2872,197,19,1,3C6MRVJG5PE599339,,,
2873,206,19,1,3C6MRVJG6PE599348,,,
2875,533,64,1,1FTBW3XK1NKA30362,,,
2881,90,9,1,1FTBW3XK6NKA14187,,,
2882,422,52,1,1FTBW3X81PKB65834,,,
2883,56,5,1,1FTBW3XK6NKA00533,,,
2884,394,57,1,1FTBW3XK7NKA30091,,,
2886,484,57,1,1FTBW3XK9NKA28522,,,
2892,376,54,2,1FTBW3XKXNKA46687,3C6MRVJG2PE592090,,
2912,197,19,2,3C6MRVJG1PE581548,3C6MRVJG3PE575332,,
2918,51,5,1,1FTBW3XK1NKA00536,,,
2920,101,3,1,1FTBW3XK6NKA09636,,,
2922,366,46,1,1FTBW3XK6NKA14349,,,
2926,56,5,1,1FTBW3XKXNKA14158,,,
2930,103,72,1,1FTBW3XK3NKA14373,,,
2941,24,2,2,1FTBW3XK7NKA28406,1FTBW3XK9NKA28455,,
2945,167,22,1,3C6MRVJG6PE599334,,,
2946,109,9,2,1FTBW3XK3NKA09626,1FTBW3XK0NKA14105,,
2948,484,57,2,1FTBW3XK9NKA28472,1FTBW3XK3NKA28421,,
2950,448,57,1,1FTBW3XK6NKA28557,,,
2951,448,57,1,1FTBW3XK5NKA28565,,,
2955,362,40,1,1FTBW3XK6NKA14416,,,
2956,262,25,1,1FTBW3XK3NKA14129,,,
2962,108,9,1,1FTBW3XK0NKA08286,,,
2963,108,9,1,1FTBW3XK0NKA14136,,,
2967,225,21,1,1FTBW3XK4NKA30338,,,
2973,51,5,1,1FTBW3XK0NKA14380,,,
2974,504,64,2,1FTBW3XKXNKA00468,1FTBW3XK8NKA00579,,
2976,561,64,1,1FTBW3XK6NKA00547,,,
2977,561,64,1,1FTBW3XK3NKA08251,,,
2978,44,5,2,1FTBW3XK8NKA14160,3C6MRVJG5PE592147,,
2979,58,64,1,1FTBW3XK9NKA14412,,,
2980,479,5,2,1FTBW3XK6NKA28428,3C6MRVJG1PE546220,,
2981,58,64,1,1FTBW3XK8NKA22520,,,
2987,109,9,1,1FTBW3XK4NKA00482,,,
2991,82,7,1,1FTBW3XK9NKA00512,,,
2993,62,6,1,1FTBW3XK5NKA30087,,,
2995,504,64,1,1FTBW3XK8NKA09640,,,
2996,53,5,1,1FTBW3XK6NKA14366,,,
3004,268,25,1,1FTBW3XK0NKA00477,,,
3011,488,72,1,1FTBW3XK3NKA00604,,,
3014,49,5,1,1FTBW3XK4NKA14365,,,
3018,389,54,2,1FTBW3XK3NKA28497,3C6MRVJG3PE592048,,
3019,490,61,1,1FTBW3XK4NKA30453,,,
3023,512,61,1,1FTBW3XK5NKA14178,,,
3035,283,76,1,1FTBW3XK1NKA08250,,,
3044,50,5,1,1FTBW3XK8NKA00484,,,
3057,506,7,1,1FTBW3XK5NKA28436,,,
3058,86,7,1,1FTBW3XK5NKA30445,,,
3061,340,40,1,1FTBW3XK9NKA30397,,,
3066,102,72,1,1FTBW3XK0NKA08238,,,
3067,23,2,1,1FTBW3XK2NKA28586,,,
3071,554,59,1,1FTBW3XK2NKA28507,,,
3077,292,76,1,1FTBW3XK0NKA08255,,,
3078,175,17,1,1FTBW3XK8NKA30391,,,
3081,454,56,1,1FTBW3XKXNKA30487,,,
3083,490,61,1,1FTBW3XK5NKA28498,,,
3101,551,61,1,1FTBW3XK4NKA28489,,,
3102,424,52,1,3C6MRVJG2PE568856,,,
3104,488,72,1,1FTBW3XK1NKA14386,,,
3106,86,7,2,1FTBW3XK1NKA30460,1FTBW3XK9NKA28553,,
3112,77,7,1,1FTBW3XK3NKA30430,,,
3118,20,2,1,1FTBW3XK1NKA14470,,,
3123,512,61,1,1FTBW3XK1NKA22536,,,
3126,490,61,1,1FTBW3XK3NKA30105,,,
3128,490,61,1,1FTBW3XK8NKA28463,,,
3132,515,61,1,1FTBW3XKXNKA28481,,,
3143,9,61,1,1FTBW3XK3NKA22523,,,
3150,432,47,1,1FTBW3XK7NKA22492,,,
3156,502,59,1,1FTBW3XK1NKA00519,,,
3159,577,17,1,1FTBW3XKXNKA30389,,,
3161,548,72,1,1FTBW3XK5NKA22488,,,
3162,96,72,1,1FTBW3XKXNKA14175,,,
3163,553,9,1,1FTBW3XK5NKA08235,,,
3167,125,13,2,1FTBW3XK2NKA35635,3C6MRVJG5PE546284,,
3172,491,61,1,1FTBW3XK8NKA14143,,,
3173,491,61,1,1FTBW3XK9NKA14359,,,
3175,490,61,1,1FTBW3XK4NKA28430,,,
3176,490,61,1,1FTBW3XK9NKA14197,,,
3180,446,57,1,1FTBW3XK2NKA28491,,,
3188,23,2,2,1FTBW3XK9NKA14233,1FTBW3XK3NKA28449,,
3197,112,3,2,1FTBW3XK3NKA08279,1FTBW3XK1NKA46688,,
3198,504,64,1,1FTBW3XK8NKA22484,,,
3201,19,2,2,1FTBR1X87MKA10566,1FTBW3XK8NKA28432,,
3205,22,2,1,3C6MRVJG4PE573699,,,
3207,94,3,1,1FTBW3XK7NKA08267,,,
3209,424,52,1,3C6MRVJG5PE568799,,,
3213,68,13,1,1FTBW3XK2NKA30080,,,
3214,288,75,2,1FTBW3XK2NKA00500,3C6MRVJG6PE566298,,
3216,289,75,1,1FTBW3XK2NKA00576,,,
3224,583,5,1,1FTBW3XK9NKA09629,,,
3225,583,5,2,1FTBW3XK1NKA00505,3C6MRVJG8PE575360,,
3226,65,6,1,1FTBW3XK4NKA28539,,,
3228,231,76,1,1FTBW3XK2NKA14137,,,
3232,403,54,1,1FTBW3XK7NKA30088,,,
3235,553,9,1,1FTBW3XK4NKA08288,,,
3236,178,22,1,1FTBW3XK3NKA30377,,,
3241,369,46,1,1FTBW3XK7NKA30334,,,
3248,464,58,1,1FTBW3XK7NKA28423,,,
3265,288,75,2,1FTBW3XK3NKA14390,3C6MRVJG6PE599317,,
3267,432,47,1,1FTBW3XK9NKA22509,,,
3273,362,40,2,1FTBW3XK2NKA14414,1FTBW3XK0NKA14413,,
3274,50,5,1,1FTBW3XK9NKA00560,,,
3279,77,7,1,1FTBW3XK8NKA28446,,,
3283,409,44,1,1FTBW3XK2NKA00495,,,
3284,44,5,3,3C6LRVDG3ME573552,1FTBW3XK2NKA14395,1FTBW3XK6NKA35718,
3285,44,5,1,1FTBW3XK1NKA08281,,,
3286,52,5,1,1FTBW3XK4NKA08257,,,
3294,242,41,1,1FTBW3XK5NKA30462,,,
3296,64,6,1,1FTBW3XK9NKA28519,,,
3297,67,6,2,1FTBW3XK4NKA46698,1FTBW3XK3NKA14180,,
3298,60,6,1,1FTBW3XK6NKA46685,,,
3302,64,6,1,1FTBW3XK7NKA46680,,,
3308,101,3,2,1FTBW3XK3NKA08265,3C6MRVJG2PE566315,,
3309,98,3,2,1FTBW3XK0NKA14119,1FTBW3XK1NKA22522,,
3313,376,54,1,1FTBW3XKXNKA28450,,,
3314,510,61,1,1FTBW3XK2NKA30483,,,
3315,510,61,1,1FTBW3XK0NKA30109,,,
3336,197,19,1,3C6MRVJG4PE599350,,,
3340,507,64,1,1FTBW3XK9NKA00588,,,
3341,58,64,1,1FTBW3XK2NKA08287,,,
3348,107,9,1,1FTBW3XK2NKA14364,,,
3350,394,57,1,1FTBW3XK9NKA28505,,,
3351,394,57,1,1FTBW3XKXNKA14242,,,
3354,397,61,2,1FTBW3XK2NKA14185,1FTBW3XK2NKA35621,,
3355,397,61,1,1FTBW3XK7NKA35744,,,
3356,397,61,1,1FTBW3XK8NKA35493,,,
3360,373,46,1,1FTBW3XK6NKA14173,,,
3370,115,9,1,1FTBW3XK0NKA14461,,,
3372,111,3,1,1FTBW3XK2NKA22500,,,
3387,118,9,2,1FTBW3XK0NKA22530,3C6MRVJG7PE566309,,
3388,25,2,1,1FTBW3XK3NKA46711,,,
3389,25,2,1,1FTBW3XK3NKA14471,,,
3390,68,13,1,1FTBW3XK4NKA35622,,,
3392,58,64,1,1FTBW3XK1NKA14162,,,
3397,553,9,1,1FTBW3XK1NKA00469,,,
3400,265,25,1,1FTBW3XK7NKA14148,,,
3401,20,2,1,3C6MRVJG5ME551948,,,
3402,19,2,1,1FTBW3XK7NKA14473,,,
3403,26,2,1,1FTBW3XK2NKA14476,,,
3406,51,5,1,1FTBW3XK4NKA00594,,,
3414,548,72,1,1FTBW3XK1NKA14176,,,
3415,104,3,1,1FTBW3XK6NKA22483,,,
3418,112,3,2,1FTBW3XK4NKA14477,3C6MRVJG5PE566311,,
3419,58,64,1,1FTBW3XKXNKA14421,,,
3425,63,6,1,1FTBW3XK7NKA35632,,,
3430,352,44,1,1FTBW3XK8NKA30097,,,
3432,49,5,1,1FTBW3XK6NKA00581,,,
3433,49,5,1,1FTBW3XK2NKA14347,,,
3434,270,25,1,1FTBW3XKXNKA14211,,,
3435,249,41,1,1FTBW3XK1NKA28501,,,
3452,562,64,1,1FTBW3XK7NKA30480,,,
3461,16,14,1,1FTBW3XK2NKA46683,,,
3462,24,2,1,1FTBW3XK3NKA30119,,,
3463,114,3,1,1FTBW3XK8NKA14109,,,
3464,462,58,1,3C6MRVJG5PE573758,,,
3465,369,46,1,1FTBW3XK4NKA30095,,,
3471,26,2,1,1FTBW3XK2NKA28474,,,
3473,394,57,1,1FTBW3XK4NKA35670,,,
3474,115,9,1,1FTBW3XK1NKA22505,,,
3476,197,19,1,3C6MRVJG4PE563142,,,
3477,465,57,1,1FTBW3XKXNKA28383,,,
3482,51,5,1,1FTBW3XK5NKA00538,,,
3487,206,19,1,3C6MRVJG2PE575323,,,
3492,409,44,1,1FTBW3XK4NKA00501,,,
3498,422,52,1,3C6MRVJG5PE568818,,,
3500,60,6,1,1FTBW3XK3NKA30122,,,
3502,221,21,1,1FTBW3XK7NKA30074,,,
3509,562,64,1,1FTBW3XK7NKA30110,,,
3510,62,6,1,1FTBW3XK4NKA30081,,,
3520,577,17,2,1FTBW3XKXNKA30358,3C6MRVJG0PE566474,,
3522,484,57,2,1FTBW3XK6NKA14223,1FTBW3XK0NKA14251,,
3523,448,57,1,1FTBW3XK2NKA14235,,,
3533,585,54,1,1FTBW3XK9NKA28438,,,
3535,157,16,2,1FTBW3X8XPKB66450,3C6MRVJG7PE591999,,
3541,167,22,1,1FTBW3X8XPKB65685,,,
3542,562,64,1,1FTBW3XK7NKA28549,,,
3564,170,22,2,3C6MRVJG2PE597659,3C6MRVJG9PE597660,,
3566,380,54,1,1FTBW3XK9NKA30447,,,
3568,403,54,1,1FTBW3XK4NKA28461,,,
3569,83,7,1,1FTBW3XK8NKA00467,,,
3571,221,21,1,1FTBW3XK6NKA28476,,,
3572,62,6,1,1FTBW3XK6NKA28431,,,
3573,286,76,1,3C6LRVDG7ME583596,,,
3580,219,21,1,1FTBW3XK8NKA46753,,,
3582,391,54,1,1FTBW3XK0NKA46701,,,
3584,64,6,1,1FTBW3XK6NKA28378,,,
3587,455,56,1,1FTBW3XKXNKA30134,,,
3588,291,75,2,1FTBW3XK3NKA00585,1FTBW3XK2NKA00531,,
3589,403,54,1,1FTBW3XK0NKA28523,,,
3594,58,64,1,1FTBW3XK7NKA00542,,,
3599,492,72,1,1FTBW3XK7NKA09645,,,
3601,266,25,1,1FTBW3XK9NKA14149,,,
3609,19,2,1,1FTBW3XKXNKA14466,,,
3611,26,2,1,1FTBW3XK6NKA14478,,,
3615,533,64,2,1FTBW3XK9NKA46678,3C6MRVJG8PE592000,,
3620,403,54,2,1FTBW3XK1NKA35626,3C6MRVJG9PE512042,,
3621,23,2,2,1FTBW3XK7NKA14456,1FTBW3XK2NKA28488,,
3624,424,52,1,3C6MRVJG5PE546298,,,
3625,109,9,2,1FTBW3XK6NKA14111,3C6MRVJG7PE566312,,
3631,44,5,1,1FTBW3XKXNKA14161,,,
3639,292,76,2,3C6LRVDG1ME583593,3C6MRVJG8PE509343,,
3640,65,6,2,1FTBW3XK9NKA14216,1FTBW3XK0NKA22477,,
3652,453,56,1,1FTBW3XK1NKA30104,,,
3655,397,61,1,1FTBW3XK1NKA30443,,,
3659,119,12,1,1FTBW3XK6NKA22502,,,
3661,526,64,1,1FTBW3XK8NKA30083,,,
3700,309,26,2,1FTBW3XK4NKA30419,3C6MRVJG5NE139174,,
3703,543,64,1,1FTBW3XK7NKA35551,,,
3709,20,2,1,1FTBW3XKXNKA28447,,,
3712,455,56,1,1FTBW3XK6NKA30082,,,
3717,153,12,1,1FTBW3XK5NKA30123,,,
3725,267,25,1,1FTBW3XK1NKA09625,,,
3728,394,57,1,1FTBW3XK7NKA30401,,,
3733,42,4,1,1FTBW3XK9NKA30416,,,
3741,22,2,1,1FTBW1XG4MKA18818,,,
3748,26,2,1,1FTBW3XK6NKA28509,,,
3749,225,21,1,1FTBW3XK3NKA14163,,,
3751,373,46,2,3C6LRVDG6ME540593,3C6MRVJG0PE575353,,
3763,505,7,1,1FTBW3XK1NKA28563,,,
3771,371,46,1,3C6LRVDG2ME573543,,,
3773,479,5,1,1FTBW3XK9NKA14166,,,
3774,165,22,1,3C6MRVJG0PE556737,,,
3777,56,5,1,1FTBW3XK7NKA00606,,,
3782,91,9,1,1FTBW3XK6NKA08275,,,
3784,221,21,1,1FTBW3XK5NKA46757,,,
3786,25,2,1,1FTBW3XK5NKA28419,,,
3788,397,61,1,1FTBW3XK1NKA30457,,,
3790,265,25,1,1FTBW3XK4NKA14110,,,
3795,577,17,1,1FTBR1X85MKA29312,,,
3796,462,58,2,3C6MRVJG0PE532485,3C6MRVJG2PE581588,,
3799,371,46,2,1FTBW3XK1NKA30085,1FTBW3XK5NKA30090,,
3802,284,22,1,3C6MRVJG6PE547363,,,
3810,168,22,1,3C6MRVJG5PE597669,,,
3812,217,21,2,1FTBW3XK6NKA46749,1FTBW3XK1NKA30071,,
3824,585,54,1,1FTBW3XK4NKA28475,,,
3827,64,6,1,1FTBW3XK3NKA14194,,,
3833,373,46,2,1FTBW3XK6NKA28493,1FTBW3XK7NKA14392,,
3838,227,20,1,1FTBW3XK6NKA14139,,,
3844,510,61,1,1FTBW3XK0NKA14248,,,
3845,510,61,1,1FTBW3XK7NKA35677,,,
3858,108,9,3,1FTBW3XK1NKA08264,3C6MRVJG4PE581611,3C6MRVJG7PE546223,
3861,373,46,1,1FTBW3XKXNKA35673,,,
3867,379,54,1,1FTBW3XK5NKA28470,,,
3869,287,75,1,1FTBW3XK8NKA22498,,,
3870,561,64,1,1FTBW3XK2NKA09634,,,
3884,367,46,2,1FTBW3XK9NKA14443,3C6MRVJG2PE582823,,
3888,86,7,2,1FTBW3XK3NKA28418,3C6MRVJG2PE566296,,
3891,269,25,1,1FTBW3XK0NKA08272,,,
3893,269,25,1,1FTBW3XK4NKA28394,,,
3896,368,46,1,1FTBW3XK0NKA14346,,,
3912,176,17,1,1FTBW3XK6NKA30468,,,
3935,103,72,1,1FTBW3XK4NKA08260,,,
4049,266,25,1,1FTBW3XKXNKA14208,,,
4053,494,59,1,1FTBW3XK1NKA28367,,,
4055,87,7,1,1FTBW3XK7NKA22511,,,
4056,528,64,1,1FTBW3XK3NKA09643,,,
4064,289,75,1,1FTBW3XK2NKA08239,,,
4108,323,42,2,1FTBW3XK6NKA30096,3C6MRVJG7PE526361,,
4131,506,7,1,1FTBW3XK7NKA09628,,,
4132,465,57,1,1FTBW3XK5NKA14200,,,
4134,551,61,1,1FTBW3XK0NKA46696,,,
4140,103,72,1,Rental Van,,,
4141,548,72,1,1FTBW3XK5NKA14150,,,
4142,96,72,1,1FTBW3XK5NKA14133,,,
4153,175,17,1,1FTBW3XK1NKA30331,,,
4162,506,7,1,1FTBW3XK4NKA46703,,,
4163,82,7,1,1FTBW3XK6NKA00578,,,
4165,479,5,1,1FTBW3XK1NKA00522,,,
4171,466,58,1,1FTBW3XK1NKA28420,,,
4174,512,61,1,1FTBW3XKXNKA14354,,,
4182,504,64,1,1FTBW3XK1NKA00584,,,
4185,24,2,1,1FTBW3XKXNKA14239,,,
4191,287,75,2,1FTBW3XK4NKA08274,3C6MRVJG1PE599354,,
4196,490,61,1,1FTBW3XK0NKA28389,,,
4197,96,72,1,1FTBW3XK3NKA00537,,,
4202,455,56,1,1FTBW3XK0NKA28490,,,
4208,401,54,1,1FTBW3XK5NKA30476,,,
4211,96,72,1,1FTBW3XK3NKA22537,,,
4219,82,7,1,1FTBW3XK0NKA00530,,,
4232,370,46,2,3C6MRVJG3ME551964,3C6MRVJG0ME551968,,
4237,42,4,1,1FTBW3XK5NKA30400,,,
4240,53,5,2,1FTBW3XK6NKA08258,3C6MRVJG8PE566304,,
4260,107,9,2,1FTBW3XK4NKA08291,3C6MRVJG9PE592118,,
4275,510,61,1,1FTBW3XK9NKA35678,,,
4284,380,54,1,1FTBW3XK3NKA28578,,,
4286,265,25,1,1FTBW3XK6NKA14450,,,
4288,379,54,2,1FTBW3XK9NKA28441,1FTBW3XK6NKA28462,,
4298,59,6,1,1FTBW3XK0NKA35603,,,
4303,553,9,2,1FTBW3XK3NKA14387,1FTBW3XK8NKA14370,,
4309,455,56,2,1FTBW3XK4NKA28573,1FTBW3XKXNKA00583,,
4321,409,44,1,1FTBW3XK3NKA00506,,,
4324,9,61,1,1FTBW3XK3NKA30363,,,
4332,90,9,1,1FTBW3XK8NKA00601,,,
4336,368,46,1,1FTBW3XK6NKA30342,,,
4340,445,58,1,3C6MRVJG4PE581589,,,
4356,396,57,1,1FTBW3XK4NKA30341,,,
4358,432,47,3,1FTBW3XK4NKA00515,1FTBW3XK9NKA35664,3C6MRVJG6PE591945,
4380,488,72,1,1FTBW3XK0NKA00513,,,
4392,445,58,1,3C6MRVJGXPE526340,,,
4393,453,56,1,1FTBW3XK8NKA35736,,,
4405,264,25,1,1FTBW3XK7NKA14408,,,
4415,526,64,1,1FTBW3XK0NKA28456,,,
4416,67,6,1,1FTBW3XK2NKA35618,,,
4424,206,19,2,3C6MRVJG7PE575320,3C6MRVJG8PE546277,,
4425,96,72,1,1FTBW3XK7NKA14134,,,
4435,149,12,1,1FTBW3XK0NKA46679,,,
4436,24,2,1,1FTBW3XK1NKA14212,,,
4441,488,72,1,1FTBW3XK4NKA08243,,,
4444,98,3,1,1FTBW3XKXNKA14452,,,
4446,107,9,1,1FTBW3XK8NKA08245,,,
4450,242,41,1,1FTBW3XK6NKA30406,,,
4451,373,46,2,1FTBW3XK6NKA14352,3C6MRVJG1PE575362,,
4465,562,64,1,1FTBW3XK8NKA35560,,,
4466,562,64,1,1FTBW3XK5NKA35712,,,
4468,562,64,1,1FTBW3XK6NKA35654,,,
4472,25,2,2,1FTBW3XK9NKA14202,1FTBW3XK7NKA14117,,
4474,469,60,2,1FTBW3U80PKB65764, 1FTBW3U88PKB65706 ,,
4475,362,40,3,1FTBW3X80MKA43381,1FTBW3XK7NKA35727,3C6MRVJG7PE566343,
4482,153,12,1,1FTBW3XK3NKA28466,,,
4497,13,14,1,1FTBW3XKXNKA28531,,,
4498,103,72,1,1FTBW3XKXNKA14368,,,
4503,44,5,1,1FTBW3XK1NKA22519,,,
4504,544,72,1,1FTBW3XKXNKA28478,,,
4509,48,5,1,1FTBW3XK8NKA00548,,,
4512,65,6,1,1FTBW3XK3NKA35806,,,
4524,498,59,1,1FTBW3XK7NKA30382,,,
4529,266,25,1,1FTBW3XK5NKA14469,,,
4531,265,25,1,1FTBW3XK9NKA00607,,,
4538,67,6,1,1FTBW3XK5NKA30381,,,
4540,203,19,1,3C6MRVJG9PE599344,,,
4546,488,72,1,1FTBW3XK5NKA08283,,,
4553,361,40,1,1FTBW3XK8NKA00470,,,
4554,82,7,1,1FTBW3XK8NKA09623,,,
4557,396,57,2,1FTBW3XK1NKA28532,3C6MRVJG9PE576775,,
4558,25,2,1,1FTBW3XK2NKA14199,,,
4560,488,72,1,1FTBW3XK0NKA00592,,,
4561,549,72,1,1FTBW3XK8NKA14210,,,
4563,103,72,1,1FTBW3XK8NKA14353,,,
4567,379,54,1,1FTBW3XK3NKA14244,,,
4574,306,26,2,1FTBW3XK0NKA30353,3C6MRVJG1PE599290,,
4580,544,72,1,1FTBW3XK0NKA14198,,,
4588,91,9,1,1FTBW3XK9NKA14460,,,
4590,361,40,1,1FTBW3XK8NKA14417,,,
4593,42,4,1,1FTBW3XK2NKA46747,,,
4600,433,47,1,1FTBW3XK9NKA00509,,,
4609,225,21,1,1FTBW3XK6NKA35542,,,
4611,362,40,1,1FTBW3XK8NKA14420,,,
4617,103,72,1,1FTBW3XK7NKA22475,,,
4618,562,64,1,1FTBW3XK1NKA30359,,,
4627,52,5,1,1FTBW3XK6NKA14481,,,
4631,238,19,1,1FTBW3XK7NKA00492,,,
4641,270,25,1,1FTBW3XK5NKA14391,,,
4643,229,20,1,1FTBW3XK2NKA14140,,,
4644,227,20,3,1FTBW3XK3NKA14146,1FTBW3XK9NKA22543,3C6MRVJG6PE566477,
4681,112,3,1,1FTBW3XK3NKA14177,,,
4683,130,13,1,1FTBW3XK8NKA30438,,,
4687,167,22,1,3C6MRVJG2PE597662,,,
4690,111,3,2,1FTBW3XK9NKA14457,1FTBW3XK6NKA00600,,
4692,554,59,2,1FTBW3XKXNKA22504,1FTBW3XK7NKA22508,,
4734,585,54,1,1FTBW3XK7NKA14215,,,
4747,490,61,2,3C6MRVJG6ME566507,3C6MRVJG0PE592041,,
4759,552,61,2,1FTBW3XK8NKA35672,1FTBW3XK4NKA30128,,
4762,515,61,1,1FTBW3XK7NKA46713,,,
4826,103,72,1,1FTBW3XK9NKA14362,,,
4848,499,59,1,1FTBW3XK4NKA35524,,,
5005,549,72,1,1FTBW3XK6NKA00595,,,
5021,561,64,1,1FTBW3XK8NKA00582,,,
5022,125,13,1,1FTBW3XK0NKA35519,,,
5031,366,46,1,1FTBW3XK2NKA14428,,,
5036,112,3,2,1FTBW3XK5NKA14441,3C6MRVJG7PE566391,,
5043,492,72,1,1FTBW3XK8NKA14174,,,
5045,67,6,1,1FTBW3XK0NKA30126,,,
5048,203,19,2,3C6MRVJG1PE576768,3C6MRVJGXPE582858,,
5049,380,54,1,1FTBW3XK2NKA14221,,,
5054,98,3,1,1FTBW3XK0NKA14458,,,
5056,131,13,2,1FTBW3XK6NKA30115,3C6MRVJG4PE592060,,
5057,151,12,1,1FTBW3XK4NKA14253,,,
5058,153,12,1,1FTBW3XK1NKA28417,,,
5060,270,25,1,1FTBW3XK0NKA46715,,,
5063,309,26,1,1FTBW3XK5NKA35581,,,
5070,396,57,2,1FTBW3XK5NKA28517,3C6MRVJG7PE575351,,
5080,50,5,1,1FTBW3XK0NKA00611,,,
5085,305,26,1,1FTBW3XKXNKA35625,,,
5091,67,6,1,1FTBW3XKXNKA30084,,,
5092,53,5,1,1FTBW3XK9NKA14488,,,
5094,562,64,1,1FTBW3XK4NKA28556,,,
5096,463,58,1,3C6MRVJG7PE547386,,,
5102,543,64,1,1FTBW3XK4NKA35586,,,
5109,557,61,1,1FTBW3XK8NKA30455,,,
5116,60,6,1,1FTBW3XK9NKA28424,,,
5119,566,59,1,1FTBW3XK4NKA28525,,,
5123,391,54,2,1FTBW3XK7NKA28454,1FTBW3XK8NKA30410,,
5124,369,46,1,1FTBW3XK8NKA30486,,,
5132,96,72,1,1FTBW3XK6NKA14447,,,
5137,376,54,1,1FTBW3XK4NKA14219,,,
5141,432,47,1,1FTBW3XK2NKA00593,,,
5142,178,22,2,1FTBW3XK6NKA46699,1FTBW3XK8NKA30116,,
5144,77,7,1,1FTBW3XK9NKA46700,,,
5145,86,7,1,1FTBW3XK7NKA35601,,,
5146,506,7,1,1FTBW3XKXNKA30456,,,
5147,44,5,1,1FTBW3XK4NKA14236,,,
5154,484,57,2,1FTBW3XK8NKA46686,1FTBW3XKXNKA14192,,
5156,463,58,1,3C6MRVJG6PE581593,,,
5162,448,57,1,1FTBW3XK0NKA46682,,,
5179,96,72,1,1FTBW3XK0NKA22544,,,
5183,498,59,1,1FTBW3XKXNKA30344,,,
5184,219,21,1,1FTBW3XKXNKA35608,,,
5185,217,21,1,1FTBW3XKXNKA35611,,,
5186,373,46,1,1FTBW3XK4NKA30114,,,
5189,369,46,1,1FTBW3XK9NKA30089,,,
5190,370,46,1,1FTBW3XK9NKA30075,,,
5192,455,56,1,1FTBW3XK8NKA35705,,,
5193,461,58,1,3C6MRVJG1PE581582,,,
5199,269,25,1,1FTBW3XK2NKA14350,,,
5201,175,17,1,1FTBW3XK0NKA30370,,,
5207,485,59,1,1FTBW3XK9NKA14426,,,
5211,52,5,1,1FTBW3XK4NKA09635,,,
5218,111,3,1,1FTBW3XK7NKA08253,,,
5220,112,3,1,1FTBW3XKXNKA22535,,,
5221,548,72,1,1FTBW3XKXNKA14113,,,
5233,403,54,1,1FTBW3XK7NKA30446,,,
5235,403,54,2,1FTBW3XK0NKA30434,1FTBW3XK9NKA30402,,
5241,231,76,2,1FTBW3XK5NKA14147,3C6MRVJG8PE568814,,
5245,77,7,1,1FTBW3XK0NKA30451,,,
5252,25,2,1,1FTBW3XK0NKA14217,,,
5253,289,75,1,1FTBW3XKXNKA00535,,,
5257,510,61,1,1FTBW3XK3NKA28452,,,
5258,397,61,1,1FTBW3XK8NKA28429,,,
5259,397,61,1,1FTBW3XK2NKA28409,,,
5260,323,42,3,1FTBR1X82LKB70174,1FTBW3XK2NKA14249,3C6MRVJG9PE526362,
5261,323,42,2,1FTBR3X88MKA17926,3C6MRVJGXPE522546,,
5262,13,14,1,1FTBW3XK4NKA28458,,,
5264,115,9,1,1FTBW3XK2NKA14168,,,
5266,104,3,1,1FTBW3XK4NKA22546,,,
