CLUB,ITEM,ON HAND QTY
8181,635203 - TITO'S HANDMADE,355
8184,625029 - TITO'S HANDMADE,984
8186,660590 - TITO'S HANDMADE,503
8194,817588 - TITO'S HANDMADE,531
8197,625029 - TITO'S HANDMADE,1162
8205,671194 - TITO'S HANDMADE,355
8215,625029 - TITO'S HANDMADE,1410
8221,635203 - TITO'S HANDMADE,613
8237,635203 - TITO'S HANDMADE,548
8238,778411 - TITO'S HANDMADE,871
8251,671194 - TITO'S HANDMADE,327
8252,82021 - TITO'S HANDMADE,443
8265,635203 - TITO'S HANDMADE,505
8271,991804 - TITO'S HANDMADE,589
8285,625029 - TITO'S HANDMADE,1338
8291,467107 - TITO'S HANDMADE,399
8296,671194 - TITO'S HANDMADE,317
8297,625029 - TITO'S HANDMADE,1213
8298,625029 - TITO'S HANDMADE,1470
4738,990409493 - GUINNESS EXTRA STOUT,89
4774,990409486 - GUINNESS EXTRA STOUT,97
6311,990409493 - GUINNESS EXTRA STOUT,103
4704,698716 - BUDWEISER,132
6428,50446 - BUDWEISER,104
6458,737747 - BUDWEISER,107
6524,737712 - BUDWEISER,114
6614,736348 - BUDWEISER,108
6643,980108739 - BUDWEISER,126
4999,227105 - JOHNNIE WALKER,396
6388,227105 - JOHNNIE WALKER,408
6365,52238 - HNOVR PRK BEAN 114OZ,877
6655,52238 - HNOVR PRK BEAN 114OZ,1001
6660,31705 - LABATT BLUE LIGHT,161
6236,65470 - MEZZACORONA,460
6353,65470 - MEZZACORONA,513
6463,65470 - MEZZACORONA,457
8283,65470 - MEZZACORONA,477
6535,980280907 - COORS LIGHT ALUM,193
6671,980235584 - FRANZIA,343
4866,662086 - TITO'S HANDMADE,1058
6543,662086 - TITO'S HANDMADE,736
6690,662086 - TITO'S HANDMADE,762
