CLUB #,ITEM #,SDC,DC name,Item Description,DISTRO,Region,Market
4853,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,13,Western,5
4855,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,16,Northeast,38
4857,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,6,Southeast,32
4859,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,37
4860,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,34
4861,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,31
4866,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,36
4870,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,9
4872,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,35
4873,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,19,North Central,8
4874,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,20,Mississippi Valley,17
4875,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,19
4876,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,25,Central,22
4878,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,28,Central,19
4879,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,29
4901,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,26,Southeast,30
4905,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,18,South Central,11
4906,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,14
4911,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,24,South Central,11
4914,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,12
4915,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,7,Western,4
4917,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,13,Southeast,30
4920,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,17,Central,9
4926,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,21
4933,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,7
4936,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,33
4938,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,15,South Central,6
4939,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,25,South Central,12
4942,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,20
4944,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,25
4946,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,35
4947,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,27
4948,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,11
4950,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,30
4952,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,37
4955,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,15,Western,4
4958,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,12
4961,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,8,South Central,6
4962,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,10,North Central,26
4963,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,27
4969,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,16
4972,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,32
4973,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,8
4974,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,24,Western,4
4982,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,25
4983,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,12,Western,4
4985,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,27,Central,16
4987,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,8,North Central,7
4989,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,24
4990,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,13,Mississippi Valley,24
4991,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,32
4992,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,22
4994,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,39
4996,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,34
4998,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,31
4999,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,10,Central,19
6181,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,17,North Central,8
6188,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,13
6189,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,13,Southeast,36
6201,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,6,Northeast,37
6202,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,15
6203,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,35
6204,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,29
6205,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,19,Western,4
6212,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,13,Southeast,36
6213,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,20,Western,4
6216,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,20,Southeast,35
6217,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,32
6218,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,36
6219,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,18,Western,5
6220,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,14,Mississippi Valley,17
6225,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,36
6228,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,20
6235,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,20,Western,2
6236,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,30
6238,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,10
6239,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,7,Northeast,38
6240,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,14,Western,2
6242,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,10,Mississippi Valley,27
6244,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,17,South Central,11
6245,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,11
6246,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,16,South Central,6
6247,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,9
6249,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,23
6251,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,14,Mississippi Valley,27
6252,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,9,Central,19
6254,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,18
6255,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,8,South Central,14
6256,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,18,Mississippi Valley,23
6257,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,16,Western,4
6259,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,13,South Central,13
6260,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,19,Mississippi Valley,23
6261,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,17,Western,4
6262,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,15,South Central,12
6265,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,14
6267,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,13,Central,10
6269,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,26,South Central,12
6270,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,36
6275,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,9
6302,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,20,Northeast,33
6304,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,21
6305,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,23,Northeast,33
6307,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,9,Mississippi Valley,27
6308,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,15,Mississippi Valley,27
6309,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,18
6310,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,13,North Central,18
6311,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,18
6312,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,23,North Central,18
6313,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,25
6314,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,22,Northeast,33
6315,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,25
6317,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,29,Northeast,33
6319,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,18,North Central,25
6320,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,17,North Central,7
6321,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,18
6322,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,20,Northeast,33
6324,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,18,North Central,18
6325,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,21
6326,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,14,Mississippi Valley,27
6327,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,27,Northeast,33
6328,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,20
6329,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,17,Mississippi Valley,24
6330,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,39
6331,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,20
6332,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,39
6333,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,9,Northeast,40
6334,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,12,Central,21
6335,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,31
6336,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,11
6338,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,21,South Central,13
6339,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,8,North Central,20
6341,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,7,Southeast,32
6342,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,10
6343,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,34
6344,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,8
6345,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,10,Western,3
6347,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,12,South Central,6
6348,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,30
6349,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,20
6350,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,17,Central,10
6351,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,34
6352,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,8,Northeast,40
6353,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,35
6354,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,34
6355,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,29,Southeast,30
6356,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,4,Northeast,40
6357,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,38
6358,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,20
6359,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,25
6360,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,11,Western,3
6361,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,24
6363,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,21,Southeast,29
6364,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,32
6365,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,11,Northeast,34
6366,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,37
6367,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,27,South Central,13
6368,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,20,Northeast,34
6369,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,10,Northeast,40
6371,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,38
6372,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,6,South Central,14
6373,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,15,Mississippi Valley,27
6375,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,27
6376,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,14
6378,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,30,Western,2
6379,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,13,Western,3
6380,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,22
6381,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,14
6382,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,11,Western,4
6383,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,38
6384,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,20
6386,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,6,Northeast,40
6387,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,31
6388,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,20
6401,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,31
6402,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,32,Northeast,34
6403,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,20,Southeast,31
6404,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,25,Northeast,33
6405,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,8,Western,1
6406,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,9,Northeast,37
6407,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,14,Mississippi Valley,27
6408,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,6,South Central,6
6409,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,19,Mississippi Valley,28
6410,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,20,Western,1
6412,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,17,North Central,26
6413,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,8
6414,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,28,Southeast,30
6415,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,16
6418,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,15,Central,9
6419,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,8,North Central,25
6420,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,31
6421,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,13
6422,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,19,South Central,15
6423,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,6,Northeast,40
6425,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,4,North Central,7
6426,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,10,Central,9
6427,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,8
6428,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,40
6429,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,16,North Central,25
6431,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,9,Northeast,37
6433,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,10,Western,1
6434,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,14,Northeast,38
6435,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,26,Mississippi Valley,24
6436,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,11,North Central,18
6437,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,22,Central,21
6439,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,22,South Central,6
6440,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,8,Northeast,37
6441,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,31
6443,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,16,Southeast,35
6444,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,20
6445,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,32
6448,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,10,Southeast,31
6449,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,19
6450,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,22
6452,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,17,Southeast,30
6453,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,13
6454,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,17,North Central,26
6455,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,17,Western,1
6456,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,8,Northeast,37
6457,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,27
6458,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,23,Northeast,34
6460,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,20,Northeast,37
6462,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,8,Northeast,40
6463,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,14,Southeast,30
6464,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,6,North Central,20
6472,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,13,North Central,8
6474,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,19
6479,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,20,Central,19
6482,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,21,South Central,14
6485,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,21
6487,668330,4897,Sterling,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,20
6489,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,19,Central,21
6501,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,28,Mississippi Valley,23
6502,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,26,South Central,6
6503,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,19,Mississippi Valley,17
6505,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,11,Central,9
6506,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,16,Southeast,29
6507,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,23
6509,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,12,Mississippi Valley,28
6512,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,23
6517,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,13,Central,22
6518,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,23
6520,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,32
6521,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,9,Mississippi Valley,17
6524,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,16,Northeast,34
6527,668330,4887,Hammond,UNICED CHOCOLATE CUPCAKES 150CT,20,Mississippi Valley,17
6528,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,18,Central,22
6535,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,18
6536,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,39
6539,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,8,Northeast,37
6540,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,16,Southeast,30
6543,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,36
6547,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,16,Northeast,37
6549,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,17,Western,5
6562,668330,4044,Indy,UNICED CHOCOLATE CUPCAKES 150CT,15,North Central,25
6565,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,7
6569,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,34
6570,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,11,Southeast,35
6571,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Southeast,35
6572,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,26,Mississippi Valley,23
6573,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,15,Southeast,35
6575,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,16,Northeast,33
6581,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,13,Northeast,40
6582,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,29
6604,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,16,Western,4
6605,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,18,Western,4
6606,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,20,Western,4
6608,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,16,Western,4
6609,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,13,Western,2
6610,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,19,Western,2
6612,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,10,Western,1
6613,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,26,Western,2
6614,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,19,Western,2
6615,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,17,Western,2
6616,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,17,Western,2
6617,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,30,Western,2
6619,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,36,Western,2
6620,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,6,Western,1
6621,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,11,Western,1
6622,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,14,Western,1
6624,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,33,Western,2
6626,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,21,Western,2
6628,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,16,Western,2
6630,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,8,Western,5
6631,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,15,Western,5
6632,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,6,Western,5
6633,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,5,North Central,7
6634,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,6,Western,5
6635,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,11,Western,5
6636,668330,6297,Johnstown,UNICED CHOCOLATE CUPCAKES 150CT,11,Northeast,40
6637,668330,4042,Cocoa,UNICED CHOCOLATE CUPCAKES 150CT,8,Southeast,32
6643,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,28
6644,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,28
6646,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,11,Mississippi Valley,28
6650,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,21,Northeast,38
6651,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,25,Northeast,38
6652,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,11,Northeast,38
