CLUB #,ITEM #,SDC,DC name,Item Description,DISTRO,Region,Market
6502,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,38,South Central,6
6503,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,29,Mississippi Valley,17
6505,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,16,Central,9
6506,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,24,Southeast,29
6507,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,24,Mississippi Valley,23
6509,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,18,Mississippi Valley,28
6512,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,25,Mississippi Valley,23
6517,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,19,Central,22
6518,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,25,Mississippi Valley,23
6520,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,18,Southeast,32
6521,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,13,Mississippi Valley,17
6524,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,23,Northeast,34
6527,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,29,Mississippi Valley,17
6528,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,26,Central,22
6535,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,20,North Central,18
6536,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,19,Northeast,39
6539,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,13,Northeast,37
6540,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,24,Southeast,30
6543,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,16,Southeast,36
6547,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,23,Northeast,37
6549,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,26,Western,5
6562,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,23,North Central,25
6565,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,22,North Central,7
6569,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,17,Northeast,34
6570,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,17,Southeast,35
6571,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,19,Southeast,35
6572,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,38,Mississippi Valley,23
6573,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,22,Southeast,35
6575,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,23,Northeast,33
6581,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,19,Northeast,40
6582,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,13,Southeast,29
6604,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,24,Western,4
6605,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,28,Western,4
6606,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,30,Western,4
6608,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,25,Western,4
6609,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,19,Western,2
6610,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,29,Western,2
6612,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,14,Western,1
6613,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,38,Western,2
6614,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,29,Western,2
6615,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,25,Western,2
6616,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,25,Western,2
6617,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,46,Western,2
6619,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,53,Western,2
6620,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,10,Western,1
6621,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,16,Western,1
6622,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,21,Western,1
6624,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,50,Western,2
6626,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,32,Western,2
6628,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,24,Western,2
6630,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,12,Western,5
6631,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,22,Western,5
6632,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,10,Western,5
6633,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,7,North Central,7
6634,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,8,Western,5
6635,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,16,Western,5
6636,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,16,Northeast,40
6637,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,12,Southeast,32
6643,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,17,Mississippi Valley,28
6644,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,24,Mississippi Valley,28
6646,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,17,Mississippi Valley,28
6650,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,31,Northeast,38
6651,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,37,Northeast,38
6652,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,16,Northeast,38
6653,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,17,Northeast,38
6655,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,22,Northeast,38
6657,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,17,North Central,26
6658,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,22,North Central,25
6659,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,31,North Central,26
6660,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,8,North Central,26
6661,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,23,North Central,25
6662,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,26,North Central,26
6663,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,12,North Central,25
6664,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,16,North Central,26
6666,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,16,North Central,26
6667,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,13,North Central,26
6670,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,34,Northeast,39
6671,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,16,Northeast,39
6672,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,16,South Central,6
6673,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,25,Northeast,37
6674,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,19,Northeast,40
6675,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,29,Northeast,37
6676,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,26,Northeast,39
6677,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,28,Northeast,33
6678,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,20,Northeast,33
6679,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,25,Northeast,33
6680,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,20,Southeast,36
6682,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,20,Western,3
6683,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,12,Western,3
6684,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,20,Western,3
6685,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,18,Western,3
6686,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,14,Western,3
6689,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,14,Southeast,36
6690,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,10,Southeast,36
6692,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,34,Western,4
6693,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,19,Northeast,39
6779,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,22,Central,10
6781,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,17,South Central,11
6867,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,22,South Central,15
6976,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,17,Southeast,35
6979,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,23,North Central,8
7189,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,11,Central,10
7658,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,18,Southeast,29
7676,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,28,South Central,6
8102,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,31,Mississippi Valley,24
8104,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,26,Central,16
8106,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,25,Mississippi Valley,24
8107,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,16,Mississippi Valley,24
8111,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,31,Central,22
8112,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,29,Mississippi Valley,23
8114,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,26,Mississippi Valley,17
8115,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,38,Southeast,29
8116,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,17,Southeast,29
8117,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,30,Central,10
8119,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,30,Mississippi Valley,24
8120,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,22,Southeast,29
8123,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,35,Central,22
8125,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,26,Central,19
8126,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,53,South Central,12
8128,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,14,Central,21
8129,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,29,Southeast,35
8130,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,11,Southeast,32
8132,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,28,Central,22
8133,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,28,Central,22
8134,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,20,Central,16
8135,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,36,Central,21
8136,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,28,Central,22
8138,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,16,Southeast,36
8139,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,22,North Central,26
8141,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,11,Southeast,32
8142,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,43,Southeast,30
8144,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,14,Northeast,39
8145,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,17,Northeast,39
8146,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,31,North Central,8
8147,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,11,North Central,7
8149,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,14,North Central,18
8150,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,17,Southeast,32
8151,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,30,Southeast,29
8152,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,33,Mississippi Valley,27
8153,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,45,South Central,6
8155,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,25,Southeast,31
8156,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,73,South Central,12
8157,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,16,Southeast,32
8158,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,14,Mississippi Valley,28
8160,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,25,Northeast,39
8161,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,21,Northeast,38
8162,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,10,North Central,8
8163,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,19,Central,9
8164,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,17,North Central,18
8165,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,34,North Central,7
8166,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,22,Mississippi Valley,28
8167,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,16,North Central,18
8168,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,32,Central,21
8169,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,26,Central,21
8172,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,28,North Central,7
8173,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,28,Southeast,32
8174,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,44,Central,21
8175,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,19,Northeast,39
8176,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,31,Central,9
8177,668305,4888,Colton,UNICED WHITE CUPCAKES 150CT,21,Western,4
8181,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,29,Mississippi Valley,17
8182,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,14,Central,19
8183,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,31,North Central,18
8184,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,17,North Central,20
8185,668305,7328,Mankato,UNICED WHITE CUPCAKES 150CT,24,North Central,18
8186,668305,6297,Johnstown,UNICED WHITE CUPCAKES 150CT,14,Northeast,40
8188,668305,4885,Washington Court House,UNICED WHITE CUPCAKES 150CT,29,Central,22
8190,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,16,South Central,15
8191,668305,4886,Pottsville,UNICED WHITE CUPCAKES 150CT,23,Northeast,40
8192,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,15,Southeast,29
8193,668305,6296,Bedford,UNICED WHITE CUPCAKES 150CT,28,Northeast,38
8194,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,32,Mississippi Valley,28
8196,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,17,Mississippi Valley,24
8197,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,22,Central,21
8201,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,14,Southeast,31
8202,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,19,Southeast,29
8203,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,16,Mississippi Valley,28
8205,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,35,Central,19
8207,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,27,Central,9
8208,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,23,Central,9
8209,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,23,Central,16
8210,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,27,South Central,11
8211,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,24,Mississippi Valley,28
8213,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,38,Mississippi Valley,24
8215,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,26,Central,21
8218,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,29,Southeast,35
8219,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,19,Southeast,30
8220,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,19,Northeast,34
8221,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,25,Mississippi Valley,17
8222,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,32,Mississippi Valley,23
8223,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,15,Southeast,35
8224,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,22,Central,10
8225,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,16,Mississippi Valley,28
8226,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,32,South Central,11
8227,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,40,South Central,12
8228,668305,4891,Henderson,UNICED WHITE CUPCAKES 150CT,31,Northeast,34
8236,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,33,Mississippi Valley,24
8237,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,34,Mississippi Valley,17
8238,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,26,North Central,8
8239,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,19,Central,10
8241,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,34,Central,10
8242,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,22,South Central,14
8243,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,30,Central,9
8244,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,31,South Central,15
8245,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,27,South Central,13
8246,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,21,South Central,15
8247,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,22,Mississippi Valley,24
8248,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,17,South Central,14
8250,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,58,South Central,12
8251,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,36,Central,19
8252,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,23,Southeast,29
8253,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,22,Southeast,29
8254,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,40,Central,9
8256,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,27,Mississippi Valley,23
8257,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,37,Mississippi Valley,23
8259,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,19,South Central,13
8261,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,21,Mississippi Valley,17
8262,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,29,South Central,12
8263,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,23,Central,10
8264,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,33,South Central,12
8265,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,22,South Central,15
8266,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,22,Central,16
8267,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,31,South Central,12
8268,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,25,South Central,11
8269,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,28,South Central,11
8270,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,41,South Central,6
8271,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,29,Mississippi Valley,17
8272,668305,4877,Cheyenne,UNICED WHITE CUPCAKES 150CT,18,Western,5
8273,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,33,Mississippi Valley,17
8274,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,22,South Central,15
8275,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,31,South Central,15
8276,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,28,Central,22
8277,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,20,South Central,11
8278,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,30,Southeast,30
8279,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,14,South Central,6
8280,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,51,South Central,6
8281,668305,4887,Hammond,UNICED WHITE CUPCAKES 150CT,40,South Central,13
8282,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,55,South Central,11
8283,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,21,Southeast,35
8284,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,34,South Central,15
8285,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,35,Central,19
8286,668305,6295,Terrell,UNICED WHITE CUPCAKES 150CT,21,South Central,11
8287,668305,4880,Monroe,UNICED WHITE CUPCAKES 150CT,55,Mississippi Valley,28
8288,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,26,South Central,6
8289,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,17,Central,10
8290,668305,4042,Cocoa,UNICED WHITE CUPCAKES 150CT,14,Southeast,36
8291,668305,4044,Indy,UNICED WHITE CUPCAKES 150CT,9,North Central,25
8292,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,28,Mississippi Valley,23
8293,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,37,Central,9
8294,668305,6294,Olney,UNICED WHITE CUPCAKES 150CT,18,Mississippi Valley,23
8295,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,24,Central,16
8296,668305,4882,Harrisonville,UNICED WHITE CUPCAKES 150CT,30,Central,16
8297,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,18,North Central,20
8298,668305,4897,Sterling,UNICED WHITE CUPCAKES 150CT,19,Central,21
8299,668305,4883,Pauls Valley,UNICED WHITE CUPCAKES 150CT,13,South Central,14
4109,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,16,Mississippi Valley,17
4702,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,14,South Central,15
4703,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,11,South Central,6
4704,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,27,Western,1
4707,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,9
4709,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,30,Western,2
4710,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,15,Northeast,34
4711,668330,4891,Henderson,UNICED CHOCOLATE CUPCAKES 150CT,12,Northeast,34
4712,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,15
4713,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,20,South Central,13
4718,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,10,Western,3
4720,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,9,South Central,13
4721,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,14,South Central,13
4722,668330,4886,Pottsville,UNICED CHOCOLATE CUPCAKES 150CT,18,Northeast,39
4724,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,21,Mississippi Valley,24
4728,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,14,Central,22
4729,668330,6296,Bedford,UNICED CHOCOLATE CUPCAKES 150CT,7,Northeast,38
4730,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,15,Western,3
4731,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,12,Central,10
4732,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,21,Western,4
4735,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,20,Western,2
4736,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,14,North Central,18
4738,668330,7328,Mankato,UNICED CHOCOLATE CUPCAKES 150CT,12,North Central,18
4739,668330,4880,Monroe,UNICED CHOCOLATE CUPCAKES 150CT,23,Mississippi Valley,28
4740,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,30,Mississippi Valley,23
4741,668330,6294,Olney,UNICED CHOCOLATE CUPCAKES 150CT,27,Central,19
4742,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,19,South Central,11
4743,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,10,South Central,14
4745,668330,4877,Cheyenne,UNICED CHOCOLATE CUPCAKES 150CT,16,Western,5
4749,668330,4882,Harrisonville,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,16
4750,668330,4885,Washington Court House,UNICED CHOCOLATE CUPCAKES 150CT,16,Northeast,33
4755,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,12,Western,1
4761,668330,4883,Pauls Valley,UNICED CHOCOLATE CUPCAKES 150CT,16,Central,10
4763,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,16,South Central,15
4764,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,17,South Central,15
4767,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,24,Western,1
4768,668330,4888,Colton,UNICED CHOCOLATE CUPCAKES 150CT,12,Western,1
4769,668330,6295,Terrell,UNICED CHOCOLATE CUPCAKES 150CT,13,South Central,15
