Store Nbr,Market,Region,Tier,Details
1024,30,3,Tier 2,GM Pause
3639,292,75,Tier 2,GM Pause
731,11,14,Tier 2,GM Pause
1950,301,26,Tier 1,ISA On in Total Store
3294,242,41,Tier 1,ISA On in Total Store
3308,101,3,Tier 2,GM Pause
2367,419,52,Tier 1,ISA On in Total Store
5911,108,9,Tier 2,GM Pause
3830,178,22,Tier 2,GM Pause
3623,88,46,Tier 2,GM Pause
500,505,46,Tier 1,ISA On in Total Store
366,121,2,Tier 2,GM Pause
6579,59,6,Tier 2,GM Pause
5034,105,9,Tier 1,ISA On in Total Store
4458,299,26,Tier 2,GM Pause
5416,50,5,Tier 2,GM Pause
3888,86,6,Tier 2,GM Pause
3251,218,21,Tier 2,GM Pause
7243,300,26,Tier 1,ISA On in Total Store
5962,526,64,Tier 2,GM Pause
1073,81,5,Tier 2,GM Pause
494,16,3,Tier 2,GM Pause
3289,124,4,Tier 2,GM Pause
2446,170,22,Tier 2,GM Pause
7304,498,59,Tier 2,GM Pause
2169,232,22,Tier 2,GM Pause
767,101,3,Tier 2,GM Pause
59,334,42,Tier 2,GM Pause
80,359,40,Tier 2,GM Pause
3400,265,25,Tier 2,GM Pause
2009,281,75,Tier 1,ISA On in Total Store
3131,515,61,Tier 2,GM Pause
2821,290,75,Tier 2,GM Pause
825,257,41,Tier 2,GM Pause
3739,399,56,Tier 2,GM Pause
3876,200,19,Tier 2,GM Pause
1963,450,56,Tier 2,GM Pause
2135,190,17,Tier 2,GM Pause
4679,131,13,Tier 2,GM Pause
5334,376,47,Tier 2,GM Pause
1613,308,26,Tier 2,GM Pause
432,10,14,Tier 2,GM Pause
3384,70,46,Tier 2,GM Pause
6931,256,41,Tier 2,GM Pause
656,151,12,Tier 2,GM Pause
244,135,42,Tier 2,GM Pause
408,66,13,Tier 2,GM Pause
701,254,41,Tier 2,GM Pause
2038,292,75,Tier 1,ISA On in Total Store
1279,59,6,Tier 2,GM Pause
1563,448,57,Tier 1,ISA On in Total Store
25,359,40,Tier 2,GM Pause
2732,22,2,Tier 2,GM Pause
7240,561,64,Tier 2,GM Pause
968,116,9,Tier 1,ISA On in Total Store
2234,189,17,Tier 1,ISA On in Total Store
5703,137,12,Tier 2,GM Pause
5174,1,14,Tier 2,GM Pause
5246,65,6,Tier 2,GM Pause
5190,370,46,Tier 2,GM Pause
1169,127,42,Tier 2,GM Pause
2596,471,60,Tier 2,GM Pause
5683,552,61,Tier 2,GM Pause
7178,56,5,Tier 2,GM Pause
5300,116,9,Tier 2,GM Pause
5678,550,61,Tier 2,GM Pause
5226,528,64,Tier 2,GM Pause
2702,333,40,Tier 2,GM Pause
2496,124,4,Tier 1,ISA On in Total Store
2067,811,29,Tier 2,GM Pause
486,362,40,Tier 1,ISA On in Total Store
3146,550,61,Tier 1,ISA On in Total Store
5012,170,22,Tier 1,ISA On in Total Store
3145,550,61,Tier 2,GM Pause
1437,406,47,Tier 1,ISA On in Total Store
1837,59,6,Tier 2,GM Pause
3140,481,61,Tier 2,GM Pause
5638,551,61,Tier 2,GM Pause
1939,180,16,Tier 2,GM Pause
510,21,2,Tier 2,GM Pause
5753,283,75,Tier 2,GM Pause
3098,550,61,Tier 2,GM Pause
7337,500,59,Tier 2,GM Pause
723,7,14,Tier 2,GM Pause
5479,83,5,Tier 1,ISA On in Total Store
2501,801,29,Tier 2,GM Pause
5701,449,57,Tier 2,GM Pause
5845,15,14,Tier 2,GM Pause
5891,166,22,Tier 2,GM Pause
722,22,2,Tier 2,GM Pause
1884,226,17,Tier 2,GM Pause
1940,188,17,Tier 2,GM Pause
161,147,12,Tier 2,GM Pause
3114,157,16,Tier 2,GM Pause
2428,409,44,Tier 2,GM Pause
1460,429,47,Tier 2,GM Pause
5803,801,29,Tier 1,ISA On in Total Store
1611,205,19,Tier 2,GM Pause
938,8,14,Tier 2,GM Pause
3691,800,29,Tier 2,GM Pause
727,22,2,Tier 2,GM Pause
1347,87,6,Tier 2,GM Pause
1245,114,9,Tier 2,GM Pause
2872,197,19,Tier 2,GM Pause
1233,258,41,Tier 2,GM Pause
3112,77,6,Tier 2,GM Pause
4648,545,72,Tier 2,GM Pause
2096,170,22,Tier 2,GM Pause
4131,506,6,Tier 1,ISA On in Total Store
5744,545,72,Tier 2,GM Pause
2929,310,26,Tier 2,GM Pause
966,375,46,Tier 2,GM Pause
2014,204,19,Tier 2,GM Pause
3899,496,59,Tier 2,GM Pause
1547,246,21,Tier 2,GM Pause
2082,464,57,Tier 2,GM Pause
918,46,5,Tier 2,GM Pause
2225,161,16,Tier 2,GM Pause
1281,42,4,Tier 2,GM Pause
764,11,14,Tier 2,GM Pause
7329,500,59,Tier 2,GM Pause
1552,308,26,Tier 2,GM Pause
7249,334,42,Tier 2,GM Pause
3262,216,20,Tier 2,GM Pause
2751,380,47,Tier 2,GM Pause
3609,19,2,Tier 2,GM Pause
3135,58,64,Tier 1,ISA On in Total Store
491,253,41,Tier 2,GM Pause
2444,189,17,Tier 2,GM Pause
1921,178,22,Tier 1,ISA On in Total Store
755,70,46,Tier 2,GM Pause
1105,326,42,Tier 2,GM Pause
2460,285,75,Tier 2,GM Pause
7174,502,59,Tier 2,GM Pause
4160,96,72,Tier 1,ISA On in Total Store
3258,478,60,Tier 2,GM Pause
4057,538,72,Tier 2,GM Pause
3500,60,6,Tier 2,GM Pause
4469,566,59,Tier 2,GM Pause
7209,500,59,Tier 2,GM Pause
3141,481,61,Tier 1,ISA On in Total Store
726,10,14,Tier 2,GM Pause
2044,457,56,Tier 2,GM Pause
3236,178,22,Tier 2,GM Pause
2311,248,21,Tier 2,GM Pause
1496,415,52,Tier 2,GM Pause
2087,422,52,Tier 1,ISA On in Total Store
1637,432,47,Tier 2,GM Pause
5499,221,21,Tier 2,GM Pause
1693,445,57,Tier 2,GM Pause
5667,435,53,Tier 2,GM Pause
4452,497,59,Tier 2,GM Pause
4219,82,5,Tier 2,GM Pause
3162,96,72,Tier 2,GM Pause
4508,80,6,Tier 1,ISA On in Total Store
1425,248,21,Tier 2,GM Pause
2437,286,75,Tier 2,GM Pause
2552,476,60,Tier 1,ISA On in Total Store
1643,439,53,Tier 2,GM Pause
4273,300,26,Tier 2,GM Pause
4206,554,59,Tier 2,GM Pause
423,13,14,Tier 2,GM Pause
3042,543,64,Tier 2,GM Pause
2334,233,22,Tier 2,GM Pause
2062,201,19,Tier 2,GM Pause
5288,49,5,Tier 1,ISA On in Total Store
5491,385,46,Tier 2,GM Pause
5296,316,20,Tier 2,GM Pause
1667,247,21,Tier 2,GM Pause
295,340,40,Tier 1,ISA On in Total Store
5204,542,64,Tier 2,GM Pause
5414,178,22,Tier 2,GM Pause
5123,391,47,Tier 1,ISA On in Total Store
933,263,53,Tier 2,GM Pause
112,138,14,Tier 2,GM Pause
2027,280,75,Tier 2,GM Pause
754,30,3,Tier 2,GM Pause
201,341,25,Tier 2,GM Pause
415,132,13,Tier 2,GM Pause
7233,541,64,Tier 2,GM Pause
1812,215,20,Tier 2,GM Pause
4288,379,47,Tier 2,GM Pause
429,80,6,Tier 2,GM Pause
2040,170,22,Tier 1,ISA On in Total Store
5430,384,46,Tier 2,GM Pause
5338,459,57,Tier 1,ISA On in Total Store
76,322,42,Tier 1,ISA On in Total Store
3314,510,61,Tier 2,GM Pause
4524,494,59,Tier 2,GM Pause
1355,302,26,Tier 2,GM Pause
621,37,4,Tier 2,GM Pause
3177,378,54,Tier 2,GM Pause
2654,257,41,Tier 2,GM Pause
1419,248,21,Tier 1,ISA On in Total Store
1735,269,25,Tier 2,GM Pause
1087,107,9,Tier 2,GM Pause
305,138,14,Tier 2,GM Pause
5889,53,5,Tier 1,ISA On in Total Store
5771,545,72,Tier 2,GM Pause
2730,301,26,Tier 2,GM Pause
3572,62,6,Tier 2,GM Pause
246,345,44,Tier 2,GM Pause
2328,497,59,Tier 2,GM Pause
7309,562,64,Tier 2,GM Pause
887,141,13,Tier 2,GM Pause
5036,112,9,Tier 2,GM Pause
144,322,42,Tier 2,GM Pause
1734,246,21,Tier 2,GM Pause
4215,55,5,Tier 1,ISA On in Total Store
2603,227,20,Tier 2,GM Pause
472,356,44,Tier 2,GM Pause
1577,424,52,Tier 2,GM Pause
1785,184,16,Tier 2,GM Pause
159,359,40,Tier 2,GM Pause
3748,26,2,Tier 2,GM Pause
1917,459,57,Tier 2,GM Pause
2089,311,20,Tier 2,GM Pause
1080,124,4,Tier 2,GM Pause
2718,64,6,Tier 1,ISA On in Total Store
2313,209,20,Tier 2,GM Pause
5448,160,16,Tier 2,GM Pause
3150,432,47,Tier 2,GM Pause
2150,458,57,Tier 1,ISA On in Total Store
2297,448,57,Tier 2,GM Pause
3590,426,52,Tier 2,GM Pause
181,47,44,Tier 2,GM Pause
5106,96,72,Tier 2,GM Pause
1192,141,13,Tier 2,GM Pause
1565,427,54,Tier 2,GM Pause
3490,282,75,Tier 1,ISA On in Total Store
588,27,3,Tier 2,GM Pause
1888,401,54,Tier 2,GM Pause
6798,502,59,Tier 2,GM Pause
1167,435,53,Tier 1,ISA On in Total Store
531,132,13,Tier 2,GM Pause
3843,285,75,Tier 2,GM Pause
5828,490,61,Tier 2,GM Pause
100,323,42,Tier 2,GM Pause
459,25,2,Tier 2,GM Pause
1320,122,2,Tier 2,GM Pause
2309,221,21,Tier 2,GM Pause
4466,562,64,Tier 2,GM Pause
2184,160,16,Tier 1,ISA On in Total Store
1715,285,75,Tier 2,GM Pause
7280,2,14,Tier 2,GM Pause
3738,227,20,Tier 2,GM Pause
450,127,42,Tier 2,GM Pause
1905,400,56,Tier 2,GM Pause
5359,48,5,Tier 2,GM Pause
644,39,2,Tier 2,GM Pause
1662,304,4,Tier 2,GM Pause
5252,25,2,Tier 2,GM Pause
1830,191,17,Tier 2,GM Pause
1514,340,40,Tier 2,GM Pause
315,3,14,Tier 2,GM Pause
4673,544,72,Tier 2,GM Pause
5898,78,6,Tier 2,GM Pause
292,87,6,Tier 2,GM Pause
3275,533,64,Tier 2,GM Pause
5344,281,75,Tier 1,ISA On in Total Store
3337,178,22,Tier 2,GM Pause
1856,179,16,Tier 2,GM Pause
3338,497,59,Tier 2,GM Pause
894,356,44,Tier 2,GM Pause
1554,452,56,Tier 2,GM Pause
1979,453,56,Tier 2,GM Pause
5623,545,72,Tier 2,GM Pause
5498,187,17,Tier 2,GM Pause
43,407,47,Tier 2,GM Pause
2120,190,17,Tier 2,GM Pause
3635,498,59,Tier 2,GM Pause
1904,292,75,Tier 2,GM Pause
3104,488,72,Tier 2,GM Pause
2223,585,47,Tier 1,ISA On in Total Store
3747,239,21,Tier 2,GM Pause
3827,64,6,Tier 2,GM Pause
328,341,25,Tier 2,GM Pause
5490,528,64,Tier 2,GM Pause
4565,559,72,Tier 2,GM Pause
1555,463,57,Tier 2,GM Pause
7235,500,59,Tier 2,GM Pause
1397,384,46,Tier 2,GM Pause
2248,293,75,Tier 1,ISA On in Total Store
2433,561,64,Tier 2,GM Pause
1244,35,2,Tier 2,GM Pause
4494,557,61,Tier 2,GM Pause
5659,481,61,Tier 2,GM Pause
4618,562,64,Tier 2,GM Pause
2662,317,20,Tier 2,GM Pause
2335,441,53,Tier 2,GM Pause
998,485,59,Tier 2,GM Pause
5692,538,72,Tier 2,GM Pause
1298,302,26,Tier 2,GM Pause
1972,511,56,Tier 2,GM Pause
1776,442,53,Tier 2,GM Pause
3307,97,3,Tier 2,GM Pause
1218,366,46,Tier 2,GM Pause
3860,208,20,Tier 2,GM Pause
5091,67,6,Tier 2,GM Pause
2448,423,52,Tier 2,GM Pause
518,26,2,Tier 2,GM Pause
2841,558,22,Tier 2,GM Pause
4198,485,59,Tier 2,GM Pause
5601,551,61,Tier 2,GM Pause
2637,164,17,Tier 2,GM Pause
397,80,6,Tier 2,GM Pause
2300,227,20,Tier 2,GM Pause
2858,546,72,Tier 2,GM Pause
2486,512,61,Tier 2,GM Pause
1026,580,25,Tier 2,GM Pause
3082,490,61,Tier 2,GM Pause
2432,433,47,Tier 2,GM Pause
4056,528,64,Tier 2,GM Pause
3344,286,75,Tier 2,GM Pause
2998,515,61,Tier 2,GM Pause
3829,124,4,Tier 2,GM Pause
2022,162,17,Tier 2,GM Pause
719,257,41,Tier 2,GM Pause
8930,583,5,Tier 2,GM Pause
1266,130,13,Tier 2,GM Pause
844,262,25,Tier 2,GM Pause
4669,548,72,Tier 2,GM Pause
2876,533,64,Tier 2,GM Pause
1493,14,14,Tier 2,GM Pause
4475,362,40,Tier 2,GM Pause
3537,467,60,Tier 2,GM Pause
1912,461,57,Tier 2,GM Pause
2278,228,17,Tier 2,GM Pause
1881,454,56,Tier 2,GM Pause
3254,392,56,Tier 2,GM Pause
182,136,12,Tier 2,GM Pause
98,135,42,Tier 2,GM Pause
6887,39,2,Tier 1,ISA On in Total Store
120,146,41,Tier 2,GM Pause
1071,341,25,Tier 2,GM Pause
1381,372,46,Tier 2,GM Pause
1658,30,3,Tier 2,GM Pause
2226,481,61,Tier 2,GM Pause
3569,83,5,Tier 2,GM Pause
6850,528,64,Tier 2,GM Pause
414,349,44,Tier 2,GM Pause
672,122,2,Tier 2,GM Pause
7222,500,59,Tier 2,GM Pause
3081,454,56,Tier 2,GM Pause
466,147,12,Tier 1,ISA On in Total Store
3423,385,46,Tier 2,GM Pause
566,580,25,Tier 2,GM Pause
3872,430,54,Tier 2,GM Pause
1146,36,4,Tier 2,GM Pause
2747,161,16,Tier 2,GM Pause
3046,512,61,Tier 2,GM Pause
2209,216,20,Tier 2,GM Pause
5935,477,60,Tier 2,GM Pause
447,88,46,Tier 1,ISA On in Total Store
1407,221,21,Tier 2,GM Pause
2628,260,41,Tier 2,GM Pause
4444,98,3,Tier 2,GM Pause
5969,292,75,Tier 2,GM Pause
4197,96,72,Tier 2,GM Pause
3513,423,52,Tier 2,GM Pause
425,11,14,Tier 2,GM Pause
2833,320,75,Tier 2,GM Pause
5090,440,53,Tier 2,GM Pause
1338,16,3,Tier 2,GM Pause
3198,561,64,Tier 2,GM Pause
1043,350,44,Tier 2,GM Pause
6398,549,72,Tier 2,GM Pause
4484,297,26,Tier 2,GM Pause
55,321,42,Tier 2,GM Pause
5077,577,17,Tier 2,GM Pause
4171,466,57,Tier 2,GM Pause
5954,484,57,Tier 2,GM Pause
364,503,6,Tier 2,GM Pause
3424,544,72,Tier 2,GM Pause
66,321,42,Tier 2,GM Pause
1081,93,3,Tier 2,GM Pause
3483,129,13,Tier 2,GM Pause
6586,499,59,Tier 2,GM Pause
4706,557,61,Tier 2,GM Pause
6876,492,72,Tier 2,GM Pause
3641,223,21,Tier 2,GM Pause
4580,544,72,Tier 2,GM Pause
5713,88,46,Tier 2,GM Pause
5741,559,72,Tier 2,GM Pause
1121,21,2,Tier 2,GM Pause
1710,140,13,Tier 2,GM Pause
1452,309,26,Tier 2,GM Pause
2291,458,57,Tier 2,GM Pause
5645,495,59,Tier 2,GM Pause
41,345,44,Tier 2,GM Pause
6789,308,26,Tier 2,GM Pause
5148,566,59,Tier 2,GM Pause
1339,41,4,Tier 2,GM Pause
2551,280,75,Tier 2,GM Pause
1191,296,26,Tier 2,GM Pause
3191,35,2,Tier 2,GM Pause
1478,259,41,Tier 2,GM Pause
3568,403,54,Tier 2,GM Pause
3328,200,19,Tier 2,GM Pause
628,36,4,Tier 2,GM Pause
1432,204,19,Tier 2,GM Pause
547,114,9,Tier 2,GM Pause
1965,432,47,Tier 2,GM Pause
1603,42,4,Tier 2,GM Pause
5922,289,75,Tier 2,GM Pause
2575,326,42,Tier 2,GM Pause
280,83,5,Tier 2,GM Pause
3724,497,59,Tier 2,GM Pause
3912,176,17,Tier 2,GM Pause
5054,98,3,Tier 2,GM Pause
5726,526,64,Tier 2,GM Pause
4607,494,59,Tier 2,GM Pause
42,410,44,Tier 2,GM Pause
2237,118,9,Tier 2,GM Pause
2459,115,9,Tier 2,GM Pause
2594,471,60,Tier 2,GM Pause
4468,562,64,Tier 2,GM Pause
5085,305,4,Tier 2,GM Pause
2994,360,40,Tier 2,GM Pause
811,118,9,Tier 2,GM Pause
2767,372,46,Tier 2,GM Pause
3660,120,2,Tier 2,GM Pause
1653,320,75,Tier 2,GM Pause
1423,203,19,Tier 2,GM Pause
5162,448,57,Tier 2,GM Pause
2688,45,5,Tier 2,GM Pause
3053,471,60,Tier 2,GM Pause
318,325,42,Tier 2,GM Pause
3422,165,22,Tier 2,GM Pause
718,114,9,Tier 2,GM Pause
1783,580,25,Tier 2,GM Pause
1405,61,6,Tier 2,GM Pause
2271,440,53,Tier 2,GM Pause
4194,84,6,Tier 2,GM Pause
1768,582,54,Tier 2,GM Pause
1215,120,2,Tier 2,GM Pause
680,123,2,Tier 2,GM Pause
2795,287,75,Tier 2,GM Pause
1566,247,21,Tier 2,GM Pause
2619,204,19,Tier 2,GM Pause
872,62,6,Tier 2,GM Pause
4560,488,72,Tier 2,GM Pause
2854,162,17,Tier 2,GM Pause
1668,269,25,Tier 2,GM Pause
2995,504,64,Tier 2,GM Pause
5709,19,2,Tier 2,GM Pause
1230,364,46,Tier 2,GM Pause
2744,537,72,Tier 2,GM Pause
5384,284,75,Tier 2,GM Pause
1946,187,17,Tier 2,GM Pause
5265,559,72,Tier 2,GM Pause
4626,485,59,Tier 2,GM Pause
5399,279,25,Tier 2,GM Pause
6962,499,59,Tier 2,GM Pause
316,3,14,Tier 2,GM Pause
1433,222,21,Tier 2,GM Pause
5871,91,9,Tier 2,GM Pause
4210,545,72,Tier 2,GM Pause
2954,173,17,Tier 2,GM Pause
910,442,53,Tier 2,GM Pause
2565,315,75,Tier 2,GM Pause
501,141,13,Tier 2,GM Pause
1831,191,17,Tier 2,GM Pause
2205,233,22,Tier 2,GM Pause
2541,208,20,Tier 2,GM Pause
4757,550,61,Tier 2,GM Pause
5049,380,47,Tier 2,GM Pause
5039,284,75,Tier 2,GM Pause
2567,200,19,Tier 2,GM Pause
3330,502,59,Tier 2,GM Pause
1980,162,17,Tier 2,GM Pause
2159,194,17,Tier 1,ISA On in Total Store
5251,120,2,Tier 2,GM Pause
576,345,44,Tier 2,GM Pause
431,253,41,Tier 2,GM Pause
2449,811,29,Tier 2,GM Pause
3603,509,59,Tier 2,GM Pause
564,344,44,Tier 2,GM Pause
3386,3,14,Tier 2,GM Pause
1691,362,40,Tier 2,GM Pause
1137,60,6,Tier 2,GM Pause
4660,206,19,Tier 2,GM Pause
1699,401,54,Tier 2,GM Pause
3380,475,60,Tier 2,GM Pause
5930,464,57,Tier 2,GM Pause
550,273,25,Tier 2,GM Pause
3512,526,64,Tier 2,GM Pause
1739,227,20,Tier 2,GM Pause
7320,510,61,Tier 2,GM Pause
3535,157,16,Tier 2,GM Pause
1802,411,47,Tier 2,GM Pause
1020,425,53,Tier 2,GM Pause
3508,507,64,Tier 2,GM Pause
5846,559,72,Tier 2,GM Pause
809,10,14,Tier 2,GM Pause
1897,268,25,Tier 2,GM Pause
522,60,6,Tier 2,GM Pause
2986,439,53,Tier 2,GM Pause
1078,74,5,Tier 2,GM Pause
2170,162,17,Tier 1,ISA On in Total Store
3712,455,56,Tier 2,GM Pause
1150,85,6,Tier 2,GM Pause
2166,191,17,Tier 2,GM Pause
5307,410,44,Tier 2,GM Pause
5627,550,61,Tier 2,GM Pause
4676,526,64,Tier 2,GM Pause
5632,449,57,Tier 2,GM Pause
612,273,25,Tier 2,GM Pause
4681,112,9,Tier 2,GM Pause
960,93,3,Tier 2,GM Pause
2023,233,22,Tier 2,GM Pause
2944,549,72,Tier 2,GM Pause
3202,533,64,Tier 2,GM Pause
1370,365,57,Tier 2,GM Pause
4333,1,14,Tier 2,GM Pause
1915,463,57,Tier 1,ISA On in Total Store
1959,164,17,Tier 2,GM Pause
1868,180,16,Tier 2,GM Pause
2511,582,54,Tier 2,GM Pause
1260,143,13,Tier 2,GM Pause
861,71,46,Tier 2,GM Pause
5604,481,61,Tier 2,GM Pause
484,411,47,Tier 2,GM Pause
4865,430,54,Tier 2,GM Pause
1747,461,57,Tier 2,GM Pause
105,4,12,Tier 2,GM Pause
4445,497,59,Tier 2,GM Pause
689,257,41,Tier 2,GM Pause
3403,26,2,Tier 2,GM Pause
2068,170,22,Tier 2,GM Pause
1981,508,75,Tier 2,GM Pause
195,360,40,Tier 2,GM Pause
1688,289,75,Tier 2,GM Pause
2845,296,26,Tier 2,GM Pause
2618,203,19,Tier 1,ISA On in Total Store
3287,504,64,Tier 2,GM Pause
4590,361,40,Tier 2,GM Pause
1593,202,19,Tier 2,GM Pause
5790,537,72,Tier 2,GM Pause
3083,490,61,Tier 2,GM Pause
324,356,44,Tier 2,GM Pause
948,304,4,Tier 2,GM Pause
1749,183,16,Tier 2,GM Pause
677,146,41,Tier 2,GM Pause
97,146,41,Tier 2,GM Pause
1709,248,21,Tier 2,GM Pause
961,129,13,Tier 2,GM Pause
808,61,6,Tier 2,GM Pause
1674,280,75,Tier 2,GM Pause
632,36,4,Tier 2,GM Pause
6578,58,64,Tier 2,GM Pause
2520,291,75,Tier 2,GM Pause
3579,562,64,Tier 2,GM Pause
3648,427,54,Tier 2,GM Pause
1217,294,2,Tier 2,GM Pause
1883,208,20,Tier 2,GM Pause
1523,287,75,Tier 2,GM Pause
7342,566,59,Tier 2,GM Pause
300,3,14,Tier 2,GM Pause
1482,112,9,Tier 1,ISA On in Total Store
5654,548,72,Tier 2,GM Pause
667,151,12,Tier 2,GM Pause
7245,27,3,Tier 2,GM Pause
3548,173,17,Tier 2,GM Pause
5751,451,56,Tier 2,GM Pause
882,425,53,Tier 2,GM Pause
5818,549,72,Tier 2,GM Pause
1181,23,2,Tier 2,GM Pause
122,335,40,Tier 2,GM Pause
3066,102,72,Tier 2,GM Pause
1276,444,53,Tier 2,GM Pause
3588,291,75,Tier 2,GM Pause
3296,64,6,Tier 2,GM Pause
2699,554,59,Tier 2,GM Pause
52,325,42,Tier 2,GM Pause
3284,44,5,Tier 2,GM Pause
5056,131,13,Tier 2,GM Pause
6159,528,64,Tier 2,GM Pause
5863,533,64,Tier 2,GM Pause
4104,504,64,Tier 2,GM Pause
5385,207,19,Tier 2,GM Pause
4200,16,3,Tier 2,GM Pause
86,357,40,Tier 2,GM Pause
520,25,2,Tier 2,GM Pause
1906,160,16,Tier 2,GM Pause
4627,52,5,Tier 2,GM Pause
1731,192,17,Tier 2,GM Pause
217,53,5,Tier 2,GM Pause
5740,545,72,Tier 2,GM Pause
1989,447,57,Tier 2,GM Pause
1094,361,40,Tier 2,GM Pause
143,253,41,Tier 2,GM Pause
6467,45,5,Tier 2,GM Pause
157,328,42,Tier 2,GM Pause
5264,115,9,Tier 2,GM Pause
4413,494,59,Tier 2,GM Pause
569,257,41,Tier 2,GM Pause
1575,457,56,Tier 2,GM Pause
3837,263,53,Tier 2,GM Pause
1859,463,57,Tier 2,GM Pause
1821,306,4,Tier 2,GM Pause
2819,248,21,Tier 2,GM Pause
1436,107,9,Tier 2,GM Pause
2420,235,20,Tier 2,GM Pause
1871,187,17,Tier 2,GM Pause
1141,249,25,Tier 2,GM Pause
6966,504,64,Tier 2,GM Pause
5098,545,72,Tier 2,GM Pause
1135,38,4,Tier 2,GM Pause
942,89,9,Tier 2,GM Pause
2019,235,20,Tier 2,GM Pause
2242,464,57,Tier 2,GM Pause
1203,116,9,Tier 2,GM Pause
5267,554,59,Tier 2,GM Pause
88,357,40,Tier 2,GM Pause
5378,497,59,Tier 2,GM Pause
5041,514,60,Tier 2,GM Pause
661,137,12,Tier 2,GM Pause
1836,202,19,Tier 2,GM Pause
5396,478,60,Tier 2,GM Pause
3102,424,52,Tier 2,GM Pause
923,482,25,Tier 2,GM Pause
742,124,4,Tier 2,GM Pause
334,275,25,Tier 2,GM Pause
2469,467,60,Tier 2,GM Pause
2773,546,72,Tier 2,GM Pause
3870,58,64,Tier 2,GM Pause
2273,205,19,Tier 2,GM Pause
1854,801,29,Tier 2,GM Pause
3147,481,61,Tier 2,GM Pause
1977,178,22,Tier 2,GM Pause
3439,15,14,Tier 2,GM Pause
6300,56,5,Tier 2,GM Pause
3452,562,64,Tier 2,GM Pause
839,130,13,Tier 2,GM Pause
1636,427,54,Tier 2,GM Pause
413,569,6,Tier 2,GM Pause
5228,282,75,Tier 2,GM Pause
5358,234,22,Tier 2,GM Pause
437,84,6,Tier 2,GM Pause
2020,246,21,Tier 2,GM Pause
4176,477,60,Tier 2,GM Pause
7301,132,13,Tier 2,GM Pause
1887,232,22,Tier 2,GM Pause
71,328,42,Tier 2,GM Pause
4238,449,57,Tier 2,GM Pause
4324,9,61,Tier 2,GM Pause
2981,58,64,Tier 2,GM Pause
5428,372,46,Tier 2,GM Pause
7246,32,3,Tier 2,GM Pause
1956,382,54,Tier 2,GM Pause
4325,365,57,Tier 2,GM Pause
2549,474,60,Tier 2,GM Pause
3463,114,9,Tier 2,GM Pause
301,3,14,Tier 2,GM Pause
840,554,59,Tier 2,GM Pause
6166,543,64,Tier 2,GM Pause
481,273,25,Tier 2,GM Pause
2178,179,16,Tier 2,GM Pause
3299,502,59,Tier 2,GM Pause
5888,234,22,Tier 2,GM Pause
2207,403,54,Tier 2,GM Pause
5100,544,72,Tier 2,GM Pause
89,336,40,Tier 2,GM Pause
1454,275,25,Tier 2,GM Pause
4540,203,19,Tier 2,GM Pause
5059,566,59,Tier 2,GM Pause
1750,222,21,Tier 2,GM Pause
483,8,14,Tier 2,GM Pause
1486,314,75,Tier 2,GM Pause
1548,262,25,Tier 2,GM Pause
6170,507,64,Tier 2,GM Pause
3786,25,2,Tier 2,GM Pause
2198,423,52,Tier 2,GM Pause
2037,472,60,Tier 2,GM Pause
5376,204,19,Tier 2,GM Pause
6813,526,64,Tier 2,GM Pause
1018,28,3,Tier 2,GM Pause
5434,511,56,Tier 2,GM Pause
4557,396,57,Tier 2,GM Pause
2247,299,26,Tier 2,GM Pause
1516,70,46,Tier 2,GM Pause
698,119,2,Tier 2,GM Pause
533,132,13,Tier 2,GM Pause
3391,87,6,Tier 2,GM Pause
5815,554,59,Tier 2,GM Pause
5198,546,72,Tier 2,GM Pause
6226,502,59,Tier 2,GM Pause
5076,179,16,Tier 2,GM Pause
5809,80,6,Tier 2,GM Pause
5731,291,75,Tier 2,GM Pause
3216,289,75,Tier 2,GM Pause
2600,339,40,Tier 2,GM Pause
3503,308,26,Tier 2,GM Pause
867,429,47,Tier 2,GM Pause
252,271,25,Tier 2,GM Pause
4595,103,72,Tier 2,GM Pause
1154,506,6,Tier 2,GM Pause
3298,60,6,Tier 2,GM Pause
388,321,42,Tier 2,GM Pause
2211,208,20,Tier 2,GM Pause
5945,103,72,Tier 2,GM Pause
1082,98,3,Tier 2,GM Pause
3861,373,46,Tier 2,GM Pause
2660,157,16,Tier 2,GM Pause
4638,291,75,Tier 2,GM Pause
387,352,44,Tier 2,GM Pause
3300,222,21,Tier 2,GM Pause
2533,14,14,Tier 2,GM Pause
3204,561,64,Tier 2,GM Pause
5200,233,22,Tier 2,GM Pause
5383,497,59,Tier 2,GM Pause
1932,179,16,Tier 2,GM Pause
2534,7,14,Tier 2,GM Pause
801,360,40,Tier 2,GM Pause
4262,89,9,Tier 2,GM Pause
63,347,44,Tier 2,GM Pause
3138,481,61,Tier 2,GM Pause
2243,478,60,Tier 2,GM Pause
5673,51,5,Tier 2,GM Pause
1631,288,75,Tier 2,GM Pause
4102,86,6,Tier 2,GM Pause
4162,506,6,Tier 2,GM Pause
4191,287,75,Tier 2,GM Pause
3127,490,61,Tier 2,GM Pause
574,37,4,Tier 2,GM Pause
7339,554,59,Tier 2,GM Pause
4759,552,61,Tier 2,GM Pause
1032,15,14,Tier 2,GM Pause
2886,484,57,Tier 2,GM Pause
285,503,6,Tier 2,GM Pause
2658,444,53,Tier 2,GM Pause
