Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type 
3646,391047334155,7/21/2025,Out for delivery,,FedEx Ground
5702,391047334340,7/22/2025,Out for delivery,,FedEx Ground
2590,391047336191,7/21/2025,On the way,,FedEx Ground
7299,391047336640,7/21/2025,Out for delivery,,FedEx Ground
4582,391047336754,7/21/2025,Out for delivery,,FedEx Ground
5776,391047338334,7/22/2025,Out for delivery,,FedEx Ground
5700,391047340448,7/22/2025,Out for delivery,,FedEx Ground
5634,391047341960,7/21/2025,Out for delivery,,FedEx Ground
5383,391047342668,7/21/2025,Out for delivery,,FedEx Ground
8958,391047345222,7/21/2025,On the way,,FedEx Ground
5182,391047346663,7/22/2025,Out for delivery,,FedEx Ground
5611,391047346788,7/21/2025,Out for delivery,,FedEx Ground
4826,391047348552,7/21/2025,Out for delivery,,FedEx Ground
4674,391047348840,7/22/2025,Out for delivery,,FedEx Ground
3542,391047348850,7/22/2025,Out for delivery,,FedEx Ground
2944,391047348910,7/21/2025,Out for delivery,,FedEx Ground
5328,391047349022,7/22/2025,Out for delivery,,FedEx Ground
3579,391047349066,7/22/2025,Out for delivery,,FedEx Ground
2870,391047349147,7/21/2025,Out for delivery,,FedEx Ground
4759,391047349423,7/21/2025,Out for delivery,,FedEx Ground
2396,391047350059,7/21/2025,Out for delivery,,FedEx Ground
3456,391047350070,7/21/2025,Out for delivery,,FedEx Ground
5378,391047350140,7/21/2025,Out for delivery,,FedEx Ground
4563,391047350380,7/21/2025,Delivered,7/24/2025,FedEx Ground
7311,391047351066,7/22/2025,Delivered,7/24/2025,FedEx Ground
4056,391047351240,7/22/2025,Out for delivery,,FedEx Ground
3629,391047351570,7/21/2025,Out for delivery,,FedEx Ground
5923,391047351776,7/21/2025,Out for delivery,,FedEx Ground
4147,391047351824,7/21/2025,Delivery updated,,FedEx Ground
5719,391047352187,7/21/2025,Out for delivery,,FedEx Ground
4546,391047352555,7/21/2025,Out for delivery,,FedEx Ground
5310,391047353047,7/22/2025,Out for delivery,,FedEx Ground
3746,391047353161,7/22/2025,Out for delivery,,FedEx Ground
4528,391047400414,7/21/2025,Delivered,7/23/2025,FedEx Ground
7168,391047400583,7/21/2025,Out for delivery,,FedEx Ground
5221,391047401395,7/21/2025,Out for delivery,,FedEx Ground
3066,391047401796,7/21/2025,Out for delivery,,FedEx Ground
3414,391047401866,7/21/2025,Out for delivery,,FedEx Ground
5818,391047401888,7/21/2025,Out for delivery,,FedEx Ground
7320,391047402542,7/21/2025,Out for delivery,,FedEx Ground
3359,391047402564,7/21/2025,Out for delivery,,FedEx Ground
7062,391047403207,7/21/2025,Delivered,7/24/2025,FedEx Ground
4148,391047403479,7/21/2025,Out for delivery,,FedEx Ground
3377,391047403505,7/21/2025,On the way,,FedEx Ground
6968,391047403711,7/21/2025,Out for delivery,,FedEx Ground
7329,391047403755,7/21/2025,Out for delivery,,FedEx Ground
2840,391047403825,7/21/2025,Out for delivery,,FedEx Ground
5602,391047404008,7/21/2025,Out for delivery,,FedEx Ground
3140,391047404096,7/21/2025,On the way,,FedEx Ground
3144,391047404269,7/21/2025,Out for delivery,,FedEx Ground
5258,391047404339,7/21/2025,On the way,,FedEx Ground
3338,391047404420,7/21/2025,Out for delivery,,FedEx Ground
4517,391047404660,7/21/2025,Delivered,7/24/2025,FedEx Ground
840,391047404740,7/21/2025,Delivered,7/23/2025,FedEx Ground
5691,391047404795,7/21/2025,Out for delivery,,FedEx Ground
6587,391047404843,7/21/2025,Out for delivery,,FedEx Ground
6586,391047404913,7/21/2025,Out for delivery,,FedEx Ground
6828,391047405026,7/21/2025,Delivered,7/24/2025,FedEx Ground
4561,391047405416,7/21/2025,Out for delivery,,FedEx Ground
5453,391047405541,7/21/2025,Out for delivery,,FedEx Ground
4431,391047405552,7/21/2025,Out for delivery,,FedEx Ground
4494,391047405596,7/21/2025,Out for delivery,,FedEx Ground
5993,391047405703,7/21/2025,On the way,,FedEx Ground
3074,391047405770,7/21/2025,Delivered,7/23/2025,FedEx Ground
3023,391047405840,7/21/2025,Out for delivery,,FedEx Ground
4595,391047406066,7/21/2025,Out for delivery,,FedEx Ground
5603,391047406088,7/21/2025,Out for delivery,,FedEx Ground
4218,391047406170,7/21/2025,Out for delivery,,FedEx Ground
3817,391047406342,7/21/2025,Out for delivery,,FedEx Ground
6967,391047406490,7/21/2025,Out for delivery,,FedEx Ground
4339,391047406629,7/21/2025,Out for delivery,,FedEx Ground
5875,391047406732,7/21/2025,Delivered,7/24/2025,FedEx Ground
2731,391047406813,7/21/2025,Delivered,7/23/2025,FedEx Ground
4211,391047406835,7/21/2025,Out for delivery,,FedEx Ground
6264,391047406868,7/21/2025,Out for delivery,,FedEx Ground
3132,391047406890,7/21/2025,Out for delivery,,FedEx Ground
4105,391047407474,7/21/2025,Out for delivery,,FedEx Ground
3504,391047408140,7/21/2025,Out for delivery,,FedEx Ground
2983,391047408323,7/21/2025,Out for delivery,,FedEx Ground
6398,391047408390,7/21/2025,Out for delivery,,FedEx Ground
2858,391047408481,7/21/2025,Out for delivery,,FedEx Ground
4264,391047408562,7/21/2025,Out for delivery,,FedEx Ground
5257,391047408621,7/21/2025,Out for delivery,,FedEx Ground
4434,391047408757,7/21/2025,Out for delivery,,FedEx Ground
4324,391047409205,7/21/2025,Out for delivery,,FedEx Ground
5604,391047409569,7/21/2025,Out for delivery,,FedEx Ground
5661,391047409672,7/21/2025,Out for delivery,,FedEx Ground
6548,391047409694,7/21/2025,Delivery updated,,FedEx Ground
5393,391047409731,7/21/2025,Out for delivery,,FedEx Ground
5758,391047409753,7/21/2025,Out for delivery,,FedEx Ground
4380,391047410003,7/21/2025,Out for delivery,,FedEx Ground
3022,391047410117,7/21/2025,Out for delivery,,FedEx Ground
6894,391047410253,7/21/2025,Out for delivery,,FedEx Ground
2887,391047410264,7/21/2025,Out for delivery,,FedEx Ground
5643,391047410893,7/21/2025,Out for delivery,,FedEx Ground
3355,391047411180,7/21/2025,Out for delivery,,FedEx Ground
5658,391047411330,7/21/2025,Out for delivery,,FedEx Ground
3101,391047426105,7/21/2025,Out for delivery,,FedEx Ground
3161,391047426469,7/21/2025,Out for delivery,,FedEx Ground
4357,391047427513,7/21/2025,Out for delivery,,FedEx Ground
5255,391047427903,7/21/2025,Out for delivery,,FedEx Ground
5205,391047427914,7/21/2025,Out for delivery,,FedEx Ground
7334,391047428120,7/21/2025,Out for delivery,,FedEx Ground
3899,391047428233,7/21/2025,Out for delivery,,FedEx Ground
4159,391047428748,7/21/2025,Out for delivery,,FedEx Ground
4421,391047428921,7/21/2025,Delivered,7/23/2025,FedEx Ground
7146,391047429343,7/21/2025,Out for delivery,,FedEx Ground
5267,391047431078,7/21/2025,Delivered,7/23/2025,FedEx Ground
5005,391047431516,7/21/2025,Out for delivery,,FedEx Ground
3141,391047432497,7/21/2025,Out for delivery,,FedEx Ground
5259,391047433596,7/21/2025,Out for delivery,,FedEx Ground
6174,391047433986,7/21/2025,Out for delivery,,FedEx Ground
7304,391047434228,7/21/2025,Out for delivery,,FedEx Ground
4366,391047434445,7/21/2025,Out for delivery,,FedEx Ground
6941,391047434743,7/21/2025,Out for delivery,,FedEx Ground
4848,391047434890,7/21/2025,Out for delivery,,FedEx Ground
5609,391047436161,7/21/2025,Out for delivery,,FedEx Ground
4180,391047437694,7/21/2025,Out for delivery,,FedEx Ground
4169,391047437959,7/21/2025,Out for delivery,,FedEx Ground
3070,391047438006,7/21/2025,Out for delivery,,FedEx Ground
3099,391047439057,7/21/2025,Out for delivery,,FedEx Ground
5198,391047439388,7/21/2025,Out for delivery,,FedEx Ground
5876,391047439506,7/21/2025,Out for delivery,,FedEx Ground
5994,391047439826,7/21/2025,On the way,,FedEx Ground
4354,391047439860,7/21/2025,Out for delivery,,FedEx Ground
5633,391047440197,7/21/2025,Out for delivery,,FedEx Ground
2468,391047440223,7/21/2025,Out for delivery,,FedEx Ground
5601,391047440543,7/21/2025,Out for delivery,,FedEx Ground
3314,391047441208,7/21/2025,Out for delivery,,FedEx Ground
4565,391047441241,7/21/2025,Out for delivery,,FedEx Ground
3011,391047441333,7/21/2025,Out for delivery,,FedEx Ground
3356,391047441610,7/21/2025,Out for delivery,,FedEx Ground
920,391047442178,7/21/2025,Delivered,7/23/2025,FedEx Ground
5304,391047442502,7/21/2025,Out for delivery,,FedEx Ground
3146,391047442936,7/21/2025,On the way,,FedEx Ground
6813,391047443152,7/21/2025,Out for delivery,,FedEx Ground
7180,391047443233,7/21/2025,Out for delivery,,FedEx Ground
3724,391047443369,Will be updated soon,Out for delivery,,FedEx Ground
3179,391047444090,7/21/2025,Out for delivery,,FedEx Ground
4473,391047445475,7/21/2025,Out for delivery,,FedEx Ground
4617,391047445578,7/21/2025,Delivered,7/24/2025,FedEx Ground
6814,391047445913,7/21/2025,Out for delivery,,FedEx Ground
4498,391047446118,7/21/2025,Delivered,7/24/2025,FedEx Ground
5988,391047446129,7/21/2025,Out for delivery,,FedEx Ground
2465,391047446520,7/21/2025,Out for delivery,,FedEx Ground
5815,391047446791,7/21/2025,Delivered,7/23/2025,FedEx Ground
3049,391047446920,7/21/2025,Out for delivery,,FedEx Ground
7004,391047446975,7/21/2025,Out for delivery,,FedEx Ground
2499,391047447114,7/21/2025,Out for delivery,,FedEx Ground
5265,391047447283,7/21/2025,Out for delivery,,FedEx Ground
5306,391047447560,7/21/2025,On the way,,FedEx Ground
4174,391047447662,7/21/2025,Out for delivery,,FedEx Ground
4142,391047447813,7/21/2025,Out for delivery,,FedEx Ground
4425,391047447835,7/21/2025,Out for delivery,,FedEx Ground
5831,391047448496,7/21/2025,Out for delivery,,FedEx Ground
7315,391047448706,7/21/2025,Out for delivery,,FedEx Ground
6176,391047448820,7/21/2025,Out for delivery,,FedEx Ground
3026,391047448886,7/21/2025,Out for delivery,,FedEx Ground
5659,391047449404,7/21/2025,Out for delivery,,FedEx Ground
4275,391047449507,7/21/2025,Out for delivery,,FedEx Ground
5623,391047449595,7/21/2025,Out for delivery,,FedEx Ground
4426,391047459997,7/21/2025,Delivered,7/23/2025,FedEx Ground
7340,391047460486,7/21/2025,Out for delivery,,FedEx Ground
6531,391047460556,7/21/2025,Delivered,7/23/2025,FedEx Ground
3138,391047461151,7/21/2025,Out for delivery,,FedEx Ground
5654,391047461655,7/21/2025,Out for delivery,,FedEx Ground
5816,391047461850,7/21/2025,Out for delivery,,FedEx Ground
4706,391047462136,7/21/2025,Out for delivery,,FedEx Ground
6207,391047462434,7/21/2025,Out for delivery,,FedEx Ground
7601,391047462721,7/21/2025,Delivered,7/23/2025,FedEx Ground
2328,391047463018,7/21/2025,Delivered,7/24/2025,FedEx Ground
7205,391047463235,7/21/2025,Out for delivery,,FedEx Ground
525,391047463772,7/21/2025,On the way,,FedEx Ground
5291,391047463875,7/21/2025,Out for delivery,,FedEx Ground
5664,391047463934,7/21/2025,Out for delivery,,FedEx Ground
6233,391047463956,7/21/2025,Out for delivery,,FedEx Ground
5269,391047464231,7/21/2025,On the way,,FedEx Ground
4443,391047464757,7/21/2025,Delivery updated,,FedEx Ground
2414,391047466680,7/21/2025,Out for delivery,,FedEx Ground
5635,391047468281,7/21/2025,On the way,,FedEx Ground
2826,391047470605,7/21/2025,Out for delivery,,FedEx Ground
5321,391047470811,7/21/2025,Out for delivery,,FedEx Ground
4667,391047471370,7/21/2025,Out for delivery,,FedEx Ground
3635,391047471900,7/21/2025,Delivered,7/23/2025,FedEx Ground
3084,391047472685,7/21/2025,Out for delivery,,FedEx Ground
4415,391047473019,7/21/2025,Out for delivery,,FedEx Ground
5813,391047477882,7/21/2025,Out for delivery,,FedEx Ground
5132,391047478032,7/21/2025,Out for delivery,,FedEx Ground
4545,391047478503,7/21/2025,Out for delivery,,FedEx Ground
3147,391047478606,7/21/2025,Out for delivery,,FedEx Ground
4527,391047478764,7/21/2025,Out for delivery,,FedEx Ground
4490,391047479201,7/21/2025,Out for delivery,,FedEx Ground
5610,391047479679,7/21/2025,Out for delivery,,FedEx Ground
4140,391047480812,7/21/2025,Delivered,7/24/2025,FedEx Ground
7235,391047480970,7/21/2025,Out for delivery,,FedEx Ground
7218,391047481164,7/21/2025,Out for delivery,,FedEx Ground
3178,391047481565,7/21/2025,Out for delivery,,FedEx Ground
3655,391047481944,7/21/2025,Out for delivery,,FedEx Ground
5982,391047482540,7/21/2025,Out for delivery,,FedEx Ground
2998,391047483031,7/21/2025,Out for delivery,,FedEx Ground
4160,391047483373,7/21/2025,Out for delivery,,FedEx Ground
5826,391047483557,7/21/2025,Out for delivery,,FedEx Ground
2226,391047483730,7/21/2025,Out for delivery,,FedEx Ground
6962,391047483785,7/21/2025,Out for delivery,,FedEx Ground
5689,391047484255,7/21/2025,On the way,,FedEx Ground
3411,391047484428,7/21/2025,Out for delivery,,FedEx Ground
5332,391047484689,7/21/2025,Out for delivery,,FedEx Ground
3143,391047484965,7/21/2025,Out for delivery,,FedEx Ground
4184,391047485115,7/21/2025,On the way,,FedEx Ground
5179,391047485126,7/21/2025,Out for delivery,,FedEx Ground
3606,391047485170,7/21/2025,Out for delivery,,FedEx Ground
7229,391047485273,7/21/2025,Out for delivery,,FedEx Ground
5663,391047485652,7/21/2025,Out for delivery,,FedEx Ground
8861,391047485700,7/21/2025,Out for delivery,,FedEx Ground
3845,391047485799,7/21/2025,Out for delivery,,FedEx Ground
6149,391047485836,7/21/2025,Out for delivery,,FedEx Ground
2391,391047485983,7/21/2025,Delivered,7/24/2025,FedEx Ground
5013,391047486214,7/21/2025,Out for delivery,,FedEx Ground
7222,391047486523,7/21/2025,Out for delivery,,FedEx Ground
3162,391047486545,7/21/2025,Out for delivery,,FedEx Ground
3071,391047486626,7/21/2025,Out for delivery,,FedEx Ground
2632,391047486843,7/21/2025,Out for delivery,,FedEx Ground
3862,391047486946,7/21/2025,Out for delivery,,FedEx Ground
4525,391047487460,7/21/2025,Out for delivery,,FedEx Ground
6937,391047487828,7/21/2025,Out for delivery,,FedEx Ground
3013,391047495918,7/21/2025,Out for delivery,,FedEx Ground
3442,391047496524,7/21/2025,Out for delivery,,FedEx Ground
5014,391047496568,7/21/2025,Out for delivery,,FedEx Ground
5907,391047496682,7/21/2025,Delivered,7/23/2025,FedEx Ground
3139,391047496888,7/21/2025,Out for delivery,,FedEx Ground
5760,391047497130,7/21/2025,Out for delivery,,FedEx Ground
4206,391047499100,7/21/2025,Out for delivery,,FedEx Ground
5817,391047499420,7/21/2025,Out for delivery,,FedEx Ground
2930,391047500185,7/21/2025,Out for delivery,,FedEx Ground
5423,391047500288,7/21/2025,On the way,,FedEx Ground
4700,391047500303,7/21/2025,Out for delivery,,FedEx Ground
7209,391047500483,7/21/2025,Out for delivery,,FedEx Ground
3661,391047500586,7/21/2025,Out for delivery,,FedEx Ground
5981,391047501089,7/21/2025,Out for delivery,,FedEx Ground
6243,391047501160,7/21/2025,Out for delivery,,FedEx Ground
5606,391047501527,7/21/2025,Out for delivery,,FedEx Ground
3638,391047501906,7/21/2025,Out for delivery,,FedEx Ground
5759,391047502968,7/21/2025,Out for delivery,,FedEx Ground
4157,391047504467,7/21/2025,Out for delivery,,FedEx Ground
2689,391047509517,7/21/2025,On the way,,FedEx Ground
5670,391047509940,7/21/2025,Out for delivery,,FedEx Ground
4762,391047510337,7/21/2025,Out for delivery,,FedEx Ground
5819,391047510543,7/21/2025,Out for delivery,,FedEx Ground
2699,391047511160,7/21/2025,Delivered,7/23/2025,FedEx Ground
3094,391047513288,7/21/2025,Out for delivery,,FedEx Ground
5108,391047513314,7/21/2025,Out for delivery,,FedEx Ground
5725,391047516195,Will be updated soon,Out for delivery,,FedEx Ground
3123,391047517310,7/21/2025,Out for delivery,,FedEx Ground
7098,391047517630,7/21/2025,Out for delivery,,FedEx Ground
5622,391047518728,7/21/2025,Out for delivery,,FedEx Ground
6263,391047519530,7/21/2025,Out for delivery,,FedEx Ground
2801,391047519724,7/21/2025,Out for delivery,,FedEx Ground
3600,391047520393,7/21/2025,Out for delivery,,FedEx Ground
2773,391047521242,7/21/2025,Delivered,7/23/2025,FedEx Ground
5820,391047521702,7/21/2025,Out for delivery,,FedEx Ground
3628,391047521735,7/21/2025,Out for delivery,,FedEx Ground
5110,391047521816,7/21/2025,Out for delivery,,FedEx Ground
2392,391047522135,7/21/2025,Out for delivery,,FedEx Ground
7221,391047522180,7/21/2025,Out for delivery,,FedEx Ground
2486,391047522190,7/21/2025,Out for delivery,,FedEx Ground
3354,391047522878,7/21/2025,Out for delivery,,FedEx Ground
3788,391047522890,7/21/2025,On the way,,FedEx Ground
6732,391047523462,7/21/2025,Out for delivery,,FedEx Ground
5637,391047523495,7/21/2025,Out for delivery,,FedEx Ground
5451,391047523554,7/21/2025,Out for delivery,,FedEx Ground
5627,391047523613,7/21/2025,Out for delivery,,FedEx Ground
4134,391047523749,7/21/2025,Out for delivery,,FedEx Ground
5349,391047523852,7/21/2025,Out for delivery,,FedEx Ground
3604,391047523911,7/21/2025,Out for delivery,,FedEx Ground
4197,391047524013,7/21/2025,Out for delivery,,FedEx Ground
4293,391047524057,7/21/2025,Out for delivery,,FedEx Ground
3617,391047524127,7/21/2025,Delivered,7/24/2025,FedEx Ground
7337,391047524296,7/21/2025,Out for delivery,,FedEx Ground
5741,391047524491,7/21/2025,Out for delivery,,FedEx Ground
3047,391047524723,7/21/2025,Out for delivery,,FedEx Ground
4530,391047524859,7/21/2025,Out for delivery,,FedEx Ground
5605,391047525156,7/21/2025,Out for delivery,,FedEx Ground
3050,391047525215,7/21/2025,Out for delivery,,FedEx Ground
5106,391047525248,7/21/2025,Out for delivery,,FedEx Ground
3183,391047525329,7/21/2025,Out for delivery,,FedEx Ground
5684,391047525546,7/21/2025,Out for delivery,,FedEx Ground
3357,391047525660,7/21/2025,Out for delivery,,FedEx Ground
7296,391047525719,7/21/2025,Out for delivery,,FedEx Ground
2406,391047528865,7/21/2025,Out for delivery,,FedEx Ground
7043,391047532526,7/21/2025,Out for delivery,,FedEx Ground
3880,391047533485,7/21/2025,Delivered,7/24/2025,FedEx Ground
3145,391047534209,7/21/2025,Out for delivery,,FedEx Ground
6798,391047534595,7/21/2025,Out for delivery,,FedEx Ground
7177,391047534600,7/21/2025,Out for delivery,,FedEx Ground
3156,391047534768,7/21/2025,Out for delivery,,FedEx Ground
5754,391047535547,7/21/2025,Out for delivery,,FedEx Ground
3299,391047537907,7/21/2025,Out for delivery,,FedEx Ground
5206,391047540443,7/21/2025,Out for delivery,,FedEx Ground
3605,391047540535,7/21/2025,Out for delivery,,FedEx Ground
7174,391047540605,7/21/2025,Delivered,7/24/2025,FedEx Ground
3098,391047541623,7/21/2025,Out for delivery,,FedEx Ground
6936,391047542207,7/21/2025,Out for delivery,,FedEx Ground
3614,391047542376,7/21/2025,Out for delivery,,FedEx Ground
3988,391047543902,7/21/2025,Out for delivery,,FedEx Ground
3330,391047544210,7/21/2025,Out for delivery,,FedEx Ground
3157,391047544335,7/21/2025,Out for delivery,,FedEx Ground
6226,391047544909,7/21/2025,Out for delivery,,FedEx Ground
4757,391047545103,7/21/2025,On the way,,FedEx Ground
5109,391047545949,7/21/2025,Out for delivery,,FedEx Ground
3603,391047546647,7/21/2025,Out for delivery,,FedEx Ground
3622,391047547091,7/21/2025,Delivered,7/24/2025,FedEx Ground
4388,391047547231,7/21/2025,Out for delivery,,FedEx Ground
5755,391047547632,7/21/2025,Out for delivery,,FedEx Ground
5678,391047548606,7/21/2025,Out for delivery,,FedEx Ground
5125,391047588780,7/22/2025,Out for delivery,,FedEx Ground
7233,391047589812,7/22/2025,Out for delivery,,FedEx Ground
5421,391047590297,7/22/2025,Out for delivery,,FedEx Ground
5903,391047590470,7/22/2025,Delivered,7/24/2025,FedEx Ground
4648,391047590632,7/22/2025,Out for delivery,,FedEx Ground
5183,391047590985,7/22/2025,Out for delivery,,FedEx Ground
4589,391047592197,7/22/2025,Out for delivery,,FedEx Ground
