Store,City,State,Battery Supplier ,Effective Week
658,ROME,GA,CLARIOS,37
659,NASHVILLE,TN,CLARIOS,37
660,MUSCLE SHOALS,AL,CLARIOS,37
661,ATHENS,AL,CLARIOS,37
662,DECATUR,AL,CLARIOS,37
663,ATHENS,TN,CLARIOS,37
664,HAYS,KS,ELLIOTT AUTO,37
665,CAMPBELLSVILLE,KY,CLARIOS,37
666,SEBRING,FL,CLARIOS,37
667,TULLAHOMA,TN,CLARIOS,37
668,MCMINNVILLE,TN,CLARIOS,37
669,DALTON,GA,CLARIOS,37
670,CULLMAN,AL,CLARIOS,37
671,LEBANON,TN,CLARIOS,37
672,ALCOA,TN,CLARIOS,37
673,CLARKSVILLE,TN,CLARIOS,37
674,GALLATIN,TN,CLARIOS,37
675,UNION CITY,TN,CLARIOS,37
676,ROCKWOOD,TN,CLARIOS,37
677,DYERSBURG,TN,CLARIOS,37
678,NEWPORT,TN,CLARIOS,37
680,GREENEVILLE,TN,CLARIOS,37
681,GUNTERSVILLE,AL,CLARIOS,37
682,MURFREESBORO,TN,CLARIOS,37
683,LAWRENCEBURG,TN,CLARIOS,37
684,LEXINGTON,TN,CLARIOS,37
685,MORRISTOWN,TN,CLARIOS,37
686,FITZGERALD,GA,CLARIOS,37
687,CROSSVILLE,TN,CLARIOS,37
688,NASHVILLE,TN,CLARIOS,37
689,SOMERSET,KY,CLARIOS,37
690,ELIZABETHTON,TN,CLARIOS,37
691,FORT PAYNE,AL,CLARIOS,37
692,DANVILLE,KY,CLARIOS,37
693,JACKSON,KY,CLARIOS,37
694,HENDERSON,KY,CLARIOS,37
695,MADISON,TN,CLARIOS,37
696,PRESTONSBURG,KY,CLARIOS,37
697,OCALA,FL,CLARIOS,37
698,CLEVELAND,TN,CLARIOS,37
699,OXFORD,MS,CLARIOS,37
700,SELMA,AL,CLARIOS,37
701,OWENSBORO,KY,CLARIOS,37
702,WINCHESTER,KY,CLARIOS,37
703,TOMBALL,TX,CLARIOS,37
705,MOUNT DORA,FL,CLARIOS,37
706,ZEPHYRHILLS,FL,CLARIOS,37
707,CLARKSDALE,MS,CLARIOS,37
708,VICKSBURG,MS,CLARIOS,37
709,ELIZABETHTOWN,KY,CLARIOS,37
710,HERMITAGE,TN,CLARIOS,37
711,GLASGOW,KY,CLARIOS,37
712,SCOTTSBORO,AL,CLARIOS,37
713,DADE CITY,FL,CLARIOS,37
714,WEST HELENA,AR,CLARIOS,37
715,TUSCALOOSA,AL,CLARIOS,37
716,GREENWOOD,MS,CLARIOS,37
718,AUBURNDALE,FL,CLARIOS,37
719,RICHMOND,KY,CLARIOS,37
720,FRANKFORT,KY,CLARIOS,37
721,PORT CHARLOTTE,FL,CLARIOS,37
722,CARROLLTON,GA,CLARIOS,37
723,TROY,AL,CLARIOS,37
724,JEFFERSON CITY,TN,CLARIOS,37
725,HAINES CITY,FL,CLARIOS,37
726,ALEXANDER CITY,AL,CLARIOS,37
727,CEDARTOWN,GA,CLARIOS,37
728,HILTON HEAD,SC,CLARIOS,37
729,BARDSTOWN,KY,CLARIOS,37
730,SYLACAUGA,AL,CLARIOS,37
731,DEMOPOLIS,AL,CLARIOS,37
733,VALLEY,AL,CLARIOS,37
734,ENTERPRISE,AL,CLARIOS,37
735,WINCHESTER,TN,CLARIOS,37
736,RUSSELLVILLE,KY,CLARIOS,37
737,LEWISBURG,TN,CLARIOS,37
738,CAMDEN,TN,CLARIOS,37
739,MIDDLESBORO,KY,CLARIOS,37
740,OZARK,AL,CLARIOS,37
741,LENOIR CITY,TN,CLARIOS,37
742,KINGSPORT,TN,CLARIOS,37
743,OKLAHOMA CITY,OK,ELLIOTT AUTO,37
744,HUMBLE,TX,CLARIOS,37
745,STOCKBRIDGE,GA,CLARIOS,37
746,TEMPLE,TX,CLARIOS,37
747,CAHOKIA,IL,CLARIOS,37
748,NEWTON,IA,CLARIOS,37
749,AMES,IA,CLARIOS,37
750,INDEPENDENCE,IA,CLARIOS,37
751,PELLA,IA,CLARIOS,37
752,PASADENA,TX,CLARIOS,37
753,CEDAR FALLS,IA,CLARIOS,37
754,STATESBORO,GA,CLARIOS,37
755,AMARILLO,TX,CLARIOS,37
756,TRION,GA,CLARIOS,37
757,PLEASANTON,TX,CLARIOS,37
758,AMERICUS,GA,CLARIOS,37
759,WAUCHULA,FL,CLARIOS,37
760,HARDINSBURG,KY,CLARIOS,37
761,RACELAND,LA,CLARIOS,37
762,BIRMINGHAM,AL,CLARIOS,37
764,BESSEMER,AL,CLARIOS,37
765,SAN ANTONIO,TX,CLARIOS,37
766,FLORENCE,AL,CLARIOS,37
767,LAKE CITY,FL,CLARIOS,37
768,KATY,TX,CLARIOS,37
769,VENICE,FL,CLARIOS,37
770,GREAT BEND,KS,ELLIOTT AUTO,37
771,MERRITT ISLAND,FL,CLARIOS,37
772,HOUSTON,TX,CLARIOS,37
773,EUNICE,LA,CLARIOS,37
774,COLUMBUS,NE,ELLIOTT AUTO,37
775,GALESBURG,IL,CLARIOS,37
776,FREMONT,NE,ELLIOTT AUTO,37
777,WEST ORANGE,TX,CLARIOS,37
778,PUNTA GORDA,FL,CLARIOS,37
779,LAKELAND,FL,CLARIOS,37
780,MONROE,GA,CLARIOS,37
781,MARBLE FALLS,TX,CLARIOS,37
782,UVALDE,TX,CLARIOS,37
783,MACON,MO,CLARIOS,37
784,MOUNT PLEASANT,IA,CLARIOS,37
785,WAYNESBORO,MS,CLARIOS,37
786,DEKALB,IL,CLARIOS,37
787,RIVERDALE,GA,CLARIOS,37
788,CLINTON,AR,CLARIOS,37
789,MESQUITE,TX,CLARIOS,37
790,MCCOOK,NE,ELLIOTT AUTO,37
791,ALICE,TX,CLARIOS,37
792,ALEDO,IL,CLARIOS,37
793,CANYON,TX,CLARIOS,37
794,HUTCHINSON,KS,ELLIOTT AUTO,37
795,BARNWELL,SC,CLARIOS,37
796,PERU,IL,CLARIOS,37
797,WEST BURLINGTON,IA,CLARIOS,37
798,MARSHALL,IL,CLARIOS,37
799,LIBERAL,KS,ELLIOTT AUTO,37
800,LEESBURG,FL,CLARIOS,37
801,MARYVILLE,MO,CLARIOS,37
802,MONROE,WI,CLARIOS,37
803,BOGALUSA,LA,CLARIOS,37
804,MINERAL WELLS,TX,CLARIOS,37
805,FENTON,MO,CLARIOS,37
806,LAS CRUCES,NM,ELLIOTT AUTO,37
807,NORTH RICHLAND HILL,TX,CLARIOS,37
808,LAKE JACKSON,TX,CLARIOS,37
809,OXFORD,AL,CLARIOS,37
810,MASON CITY,IA,CLARIOS,37
811,ARCADIA,FL,CLARIOS,37
812,DUMAS,TX,CLARIOS,37
813,BROWNWOOD,TX,CLARIOS,37
814,OKEECHOBEE,FL,CLARIOS,37
815,OSAGE BEACH,MO,CLARIOS,37
816,BROOKHAVEN,MS,CLARIOS,37
817,KISSIMMEE,FL,CLARIOS,37
818,PANAMA CITY BEACH,FL,CLARIOS,37
819,CAPE CORAL,FL,CLARIOS,37
820,BOONVILLE,MO,CLARIOS,37
821,CLOVIS,NM,ELLIOTT AUTO,37
822,AMARILLO,TX,CLARIOS,37
823,PONCA CITY,OK,ELLIOTT AUTO,37
824,ALBUQUERQUE,NM,ELLIOTT AUTO,37
825,STANFORD,KY,CLARIOS,37
826,FARMINGTON,NM,ELLIOTT AUTO,37
827,CANTON,TX,CLARIOS,37
828,PLAINFIELD,IN,CLARIOS,37
829,SANTA FE,NM,ELLIOTT AUTO,37
830,ROCK FALLS,IL,CLARIOS,37
833,CARMI,IL,CLARIOS,37
834,BETHANY,MO,CLARIOS,37
835,ALBUQUERQUE,NM,ELLIOTT AUTO,37
836,SAINT MARYS,GA,CLARIOS,37
837,THAYER,MO,CLARIOS,37
838,SAND SPRINGS,OK,ELLIOTT AUTO,37
839,BATON ROUGE,LA,CLARIOS,37
841,TIPTON,IA,CLARIOS,37
842,PUEBLO,CO,ELLIOTT AUTO,37
843,CAMILLA,GA,CLARIOS,37
844,MORRIS,IL,CLARIOS,37
845,BUFFALO,MO,CLARIOS,37
846,LA GRANGE,TX,CLARIOS,37
847,DODGEVILLE,WI,CLARIOS,37
848,SOUTHAVEN,MS,CLARIOS,37
849,SPRING,TX,CLARIOS,37
850,ALBUQUERQUE,NM,ELLIOTT AUTO,37
851,RUIDOSO DOWNS,NM,ELLIOTT AUTO,37
852,OTTAWA,IL,CLARIOS,37
853,MOBILE,AL,CLARIOS,37
854,FRANKFORT,IN,CLARIOS,37
855,UNION CITY,GA,CLARIOS,37
856,BREMEN,GA,CLARIOS,37
857,SANFORD,FL,CLARIOS,37
858,CAIRO,GA,CLARIOS,37
859,LAKE WALES,FL,CLARIOS,37
860,DELAND,FL,CLARIOS,37
861,LUBBOCK,TX,CLARIOS,37
862,HINESVILLE,GA,CLARIOS,37
863,ROANOKE,AL,CLARIOS,37
864,VIDALIA,GA,CLARIOS,37
865,NEW BRAUNFELS,TX,CLARIOS,37
866,MOBILE,AL,CLARIOS,37
867,SCOTTSBLUFF,NE,ELLIOTT AUTO,37
868,CARLSBAD,NM,ELLIOTT AUTO,37
869,ALAMOSA,CO,ELLIOTT AUTO,37
870,JASPER,IN,CLARIOS,37
871,MOUNTAIN VIEW,MO,CLARIOS,37
872,PEARLAND,TX,CLARIOS,37
873,TAOS,NM,ELLIOTT AUTO,37
874,NATCHEZ,MS,CLARIOS,37
875,RIDGELAND,MS,CLARIOS,37
876,MANY,LA,CLARIOS,37
877,MONROE,NC,CLARIOS,37
878,CUMMING,GA,CLARIOS,37
879,LAFAYETTE,TN,CLARIOS,37
880,IRVING,TX,CLARIOS,37
881,LEXINGTON,SC,CLARIOS,37
882,PRAIRIE DU CHIEN,WI,CLARIOS,37
884,SHELBYVILLE,IN,CLARIOS,37
885,SEWARD,NE,ELLIOTT AUTO,37
886,FORT DODGE,IA,CLARIOS,37
887,PETAL,MS,CLARIOS,37
888,BUTLER,MO,CLARIOS,37
889,THOMASVILLE,GA,CLARIOS,37
890,ORLANDO,FL,CLARIOS,37
891,STERLING,IL,CLARIOS,37
892,ANKENY,IA,CLARIOS,37
893,LINDSAY,OK,ELLIOTT AUTO,37
894,TULSA,OK,ELLIOTT AUTO,37
895,CUBA,MO,CLARIOS,37
896,GRAND PRAIRIE,TX,CLARIOS,37
897,FORT STOCKTON,TX,CLARIOS,37
898,PECOS,TX,CLARIOS,37
899,VALDOSTA,GA,CLARIOS,37
900,CHILDRESS,TX,CLARIOS,37
901,SEGUIN,TX,CLARIOS,37
902,GREENCASTLE,IN,CLARIOS,37
903,JACKSON,MS,CLARIOS,37
904,FOLEY,AL,CLARIOS,37
905,LONGMONT,CO,ELLIOTT AUTO,37
906,GALLUP,NM,ELLIOTT AUTO,37
907,FORSYTH,GA,CLARIOS,37
908,ORLANDO,FL,CLARIOS,37
909,CHALMETTE,LA,CLARIOS,37
910,LAKE GENEVA,WI,CLARIOS,37
911,MARRERO,LA,CLARIOS,37
912,NEW ORLEANS,LA,CLARIOS,37
913,DECORAH,IA,CLARIOS,37
914,CASSVILLE,MO,CLARIOS,37
915,STAFFORD,TX,CLARIOS,37
916,HATTIESBURG,MS,CLARIOS,37
917,BRADY,TX,CLARIOS,37
918,MARSHALL,TX,CLARIOS,37
919,FORT WALTON BEACH,FL,CLARIOS,37
921,SALIDA,CO,ELLIOTT AUTO,37
922,CORYDON,IN,CLARIOS,37
923,NOBLESVILLE,IN,CLARIOS,37
924,STERLING,CO,ELLIOTT AUTO,37
925,SEFFNER,FL,CLARIOS,37
927,PLAINVIEW,TX,CLARIOS,37
928,ST. JOHNS,FL,CLARIOS,37
929,PORT ST LUCIE,FL,CLARIOS,37
930,MONTGOMERY,AL,CLARIOS,37
931,VERO BEACH,FL,CLARIOS,37
932,GRIFFIN,GA,CLARIOS,37
933,ROCHELLE,IL,CLARIOS,37
934,DAPHNE,AL,CLARIOS,37
935,DENHAM SPRINGS,LA,CLARIOS,37
936,EFFINGHAM,IL,CLARIOS,37
937,MARIETTA,GA,CLARIOS,37
938,MONTGOMERY,AL,CLARIOS,37
939,WACO,TX,CLARIOS,37
940,WESTWORTH VILLAGE,TX,CLARIOS,37
941,VALRICO,FL,CLARIOS,37
942,OCOEE,FL,CLARIOS,37
943,CASSELBERRY,FL,CLARIOS,37
944,CRESTVIEW,FL,CLARIOS,37
945,LUBBOCK,TX,CLARIOS,37
947,SHERMAN,TX,CLARIOS,37
948,HICKORY,NC,CLARIOS,37
950,BARTLETT,TN,CLARIOS,37
951,HEMPSTEAD,TX,CLARIOS,37
952,MOULTRIE,GA,CLARIOS,37
953,LOVELAND,CO,ELLIOTT AUTO,37
954,HAZLEHURST,MS,CLARIOS,37
955,APOPKA,FL,CLARIOS,37
956,INDIAN HARBOUR BEAC,FL,CLARIOS,37
958,PLATTEVILLE,WI,CLARIOS,37
959,BUSHNELL,FL,CLARIOS,37
960,DUNNELLON,FL,CLARIOS,37
961,LA PLACE,LA,CLARIOS,37
962,TRINIDAD,CO,ELLIOTT AUTO,37
963,WEATHERFORD,TX,CLARIOS,37
964,EL PASO,TX,CLARIOS,37
965,TOMAH,WI,CLARIOS,37
966,CORTEZ,CO,ELLIOTT AUTO,37
967,SPRING HILL,FL,CLARIOS,37
968,WINTER HAVEN,FL,CLARIOS,37
969,GULFPORT,MS,CLARIOS,37
970,PICAYUNE,MS,CLARIOS,37
971,VIROQUA,WI,CLARIOS,37
972,LAKE WORTH,TX,CLARIOS,37
973,FORT PIERCE,FL,CLARIOS,37
974,WEST MELBOURNE,FL,CLARIOS,37
975,DURANT,OK,ELLIOTT AUTO,37
976,WINNSBORO,LA,CLARIOS,37
977,FERNANDINA BEACH,FL,CLARIOS,37
978,ARKANSAS CITY,KS,ELLIOTT AUTO,37
979,SPARTA,WI,CLARIOS,37
980,GREELEY,CO,ELLIOTT AUTO,37
981,MERIDIAN,MS,CLARIOS,37
982,OWATONNA,MN,CLARIOS,37
984,CASTLE ROCK,CO,ELLIOTT AUTO,37
985,FAIRFIELD,IA,CLARIOS,37
986,FRISCO,CO,ELLIOTT AUTO,37
987,FORT MYERS,FL,CLARIOS,37
988,LUTZ,FL,CLARIOS,37
989,METAIRIE,LA,CLARIOS,37
990,MILTON,FL,CLARIOS,37
991,MOBILE,AL,CLARIOS,37
992,TULSA,OK,ELLIOTT AUTO,37
993,MCPHERSON,KS,ELLIOTT AUTO,37
994,NEW PORT RICHEY,FL,CLARIOS,37
995,FRANKLIN,IN,CLARIOS,37
996,SPENCER,IN,CLARIOS,37
999,SAN ANTONIO,TX,CLARIOS,37
1000,BROWNSVILLE,TX,CLARIOS,37
1001,PUEBLO,CO,ELLIOTT AUTO,37
1002,LINTON,IN,CLARIOS,37
1003,PLANO,IL,CLARIOS,37
1004,BRADENTON,FL,CLARIOS,37
1005,WAVERLY,IA,CLARIOS,37
1006,CORDELE,GA,CLARIOS,37
1007,RICHLAND CENTER,WI,CLARIOS,37
1008,LOVELAND,CO,ELLIOTT AUTO,37
1009,REPUBLIC,MO,CLARIOS,37
1010,ROCKINGHAM,NC,CLARIOS,37
1011,RINCON,GA,CLARIOS,37
1012,BEAVER DAM,WI,CLARIOS,37
1013,CLINTON,IN,CLARIOS,37
1014,INDEPENDENCE,MO,CLARIOS,37
1015,EL PASO,TX,CLARIOS,37
1016,THIBODAUX,LA,CLARIOS,37
1017,MANNING,SC,CLARIOS,37
1018,EASTMAN,GA,CLARIOS,37
1019,CANON CITY,CO,ELLIOTT AUTO,37
1020,ALBERT LEA,MN,CLARIOS,37
1021,WARRENTON,MO,CLARIOS,37
1022,TYLER,TX,CLARIOS,37
1023,GALAX,VA,EAST PENN,37
1024,SWAINSBORO,GA,CLARIOS,37
1025,MCCOMB,MS,CLARIOS,37
1026,BEDFORD,IN,CLARIOS,37
1027,CONCORD,NC,CLARIOS,37
1028,EAST PEORIA,IL,CLARIOS,37
1029,HOMOSASSA,FL,CLARIOS,37
1030,LANCASTER,SC,CLARIOS,37
1032,LYNN HAVEN,FL,CLARIOS,37
1033,SEYMOUR,IN,CLARIOS,37
1034,SHELBY,NC,CLARIOS,37
1035,SPARTANBURG,SC,CLARIOS,37
1036,FOREST CITY,NC,CLARIOS,37
1037,SUMMERVILLE,SC,CLARIOS,37
1038,WASECA,MN,CLARIOS,37
1039,MOUNT AIRY,NC,CLARIOS,37
1040,HOUSTON,TX,CLARIOS,37
1041,WESLACO,TX,CLARIOS,37
1042,BASTROP,TX,CLARIOS,37
1043,PAULS VALLEY,OK,ELLIOTT AUTO,37
1044,TYLER,TX,CLARIOS,37
1045,LAFAYETTE,CO,ELLIOTT AUTO,37
1046,CARRIZO SPRINGS,TX,CLARIOS,37
1047,MORROW,GA,CLARIOS,37
1048,WILLIAMSBURG,KY,CLARIOS,37
1051,LEVELLAND,TX,CLARIOS,37
1052,FAYETTE,AL,CLARIOS,37
1053,LA GRANGE,KY,CLARIOS,37
1054,ATCHISON,KS,ELLIOTT AUTO,37
1055,GARLAND,TX,CLARIOS,37
1056,NEWCASTLE,OK,ELLIOTT AUTO,37
1057,TALLASSEE,AL,CLARIOS,37
1058,MONTROSE,CO,ELLIOTT AUTO,37
1059,FOREST,MS,CLARIOS,37
1060,MORGANTON,NC,CLARIOS,37
1061,HAZLEHURST,GA,CLARIOS,37
1062,FRIENDSWOOD,TX,CLARIOS,37
1063,GENEVA,AL,CLARIOS,37
1064,LENOIR,NC,CLARIOS,37
1065,HOPE,AR,CLARIOS,37
1066,PASCAGOULA,MS,CLARIOS,37
1067,HALLETTSVILLE,TX,CLARIOS,37
1068,SEBASTIAN,FL,CLARIOS,37
1069,NEWTON,MS,CLARIOS,37
1070,EAST ELLIJAY,GA,CLARIOS,37
1071,WOOD RIVER,IL,CLARIOS,37
1072,TIFTON,GA,CLARIOS,37
1073,LAMPASAS,TX,CLARIOS,37
1074,GRENADA,MS,CLARIOS,37
1075,CLARKSVILLE,TN,CLARIOS,37
1076,MACON,GA,CLARIOS,37
1077,TALLAHASSEE,FL,CLARIOS,37
1078,BALLINGER,TX,CLARIOS,37
1079,NEW SMYRNA BEACH,FL,CLARIOS,37
1080,JOHNSON CITY,TN,CLARIOS,37
1081,GAINESVILLE,FL,CLARIOS,37
1082,JACKSONVILLE,FL,CLARIOS,37
1083,JACKSONVILLE,FL,CLARIOS,37
1084,ORLANDO,FL,CLARIOS,37
1085,PORT RICHEY,FL,CLARIOS,37
1086,SAINT CLOUD,FL,CLARIOS,37
1087,STUART,FL,CLARIOS,37
1088,BILOXI,MS,CLARIOS,37
1089,KIMBALL,TN,CLARIOS,37
1090,JACKSONVILLE,FL,CLARIOS,37
1091,ANDALUSIA,AL,CLARIOS,37
1093,RANTOUL,IL,CLARIOS,37
1094,RAYTOWN,MO,CLARIOS,37
1095,GLENWOOD SPRINGS,CO,ELLIOTT AUTO,37
1096,MOCKSVILLE,NC,CLARIOS,37
1097,ABERDEEN,NC,CLARIOS,37
1098,PORT LAVACA,TX,CLARIOS,37
1099,WICHITA,KS,ELLIOTT AUTO,37
1100,HAMILTON,AL,CLARIOS,37
1101,WETUMPKA,AL,CLARIOS,37
1102,BAKER,LA,CLARIOS,37
1103,HOUSTON,TX,CLARIOS,37
1104,INVERNESS,FL,CLARIOS,37
1105,NORTH LITTLE ROCK,AR,CLARIOS,37
1106,VIDALIA,LA,CLARIOS,37
1107,OAKDALE,LA,CLARIOS,37
1108,OAK GROVE,LA,CLARIOS,37
1109,RAYVILLE,LA,CLARIOS,37
1110,FARMERVILLE,LA,CLARIOS,37
1111,HARTWELL,GA,CLARIOS,37
1112,THOMASTON,GA,CLARIOS,37
1113,LONDON,KY,CLARIOS,37
1114,MOUNTAIN VIEW,AR,CLARIOS,37
1115,HOHENWALD,TN,CLARIOS,37
1116,DUNCAN,OK,ELLIOTT AUTO,37
1117,PLANO,TX,CLARIOS,37
1118,BALCH SPRINGS,TX,CLARIOS,37
1119,NAPLES,FL,CLARIOS,37
1120,GLADSTONE,MO,CLARIOS,37
1121,MILLEDGEVILLE,GA,CLARIOS,37
1122,EASTANOLLEE,GA,CLARIOS,37
1123,SENECA,SC,CLARIOS,37
1124,HARTSELLE,AL,CLARIOS,37
1125,NORMAL,IL,CLARIOS,37
1126,BOERNE,TX,CLARIOS,37
1128,MANSURA,LA,CLARIOS,37
1129,AUSTIN,TX,CLARIOS,37
1130,LAURENS,SC,CLARIOS,37
1131,TAYLORSVILLE,NC,CLARIOS,37
1132,ASHEBORO,NC,CLARIOS,37
1133,ALBEMARLE,NC,CLARIOS,37
1134,DE FUNIAK SPRINGS,FL,CLARIOS,37
1135,HARTSVILLE,SC,CLARIOS,37
1136,PORT ALLEN,LA,CLARIOS,37
1137,HOUSTON,TX,CLARIOS,37
1138,MADISON,WI,CLARIOS,37
1139,MOREHEAD,KY,CLARIOS,37
1140,MOUNT STERLING,KY,CLARIOS,37
1141,GREENFIELD,IN,CLARIOS,37
1142,SCOTTSBURG,IN,CLARIOS,37
1143,SANDERSVILLE,GA,CLARIOS,37
1144,YORK,SC,CLARIOS,37
1146,MONCKS CORNER,SC,CLARIOS,37
1147,FLIPPIN,AR,CLARIOS,37
1148,WICHITA FALLS,TX,CLARIOS,37
1149,SAFFORD,AZ,ELLIOTT AUTO,37
1150,COLLEGE STATION,TX,CLARIOS,37
1151,KANSAS CITY,KS,ELLIOTT AUTO,37
1152,SIOUX CENTER,IA,CLARIOS,37
1153,MACON,GA,CLARIOS,37
1154,FREDERICKSBURG,TX,CLARIOS,37
1155,LUMBERTON,NC,CLARIOS,37
1156,MOORESVILLE,NC,CLARIOS,37
1157,NORTH VERNON,IN,CLARIOS,37
1158,BIRMINGHAM,AL,CLARIOS,37
1159,NEW TAZEWELL,TN,CLARIOS,37
1160,AURORA,IN,CLARIOS,37
1161,ST CHARLES,MO,CLARIOS,37
1162,WASHINGTON,IN,CLARIOS,37
1163,NEW ORLEANS,LA,CLARIOS,37
1164,COLUMBIA,SC,CLARIOS,37
1165,RADCLIFF,KY,CLARIOS,37
1166,ELIZABETHTOWN,NC,CLARIOS,37
1167,KENOSHA,WI,CLARIOS,37
1168,COLUMBIA,MS,CLARIOS,37
1169,SPRINGHILL,LA,CLARIOS,37
1170,LOUISVILLE,KY,CLARIOS,37
1171,SARASOTA,FL,CLARIOS,37
1172,JACKSONVILLE,FL,CLARIOS,37
1173,JACKSONVILLE,FL,CLARIOS,37
1174,THOMASVILLE,AL,CLARIOS,37
1175,FLAGSTAFF,AZ,ELLIOTT AUTO,37
1176,STOUGHTON,WI,CLARIOS,37
1177,MANCHESTER,MO,CLARIOS,37
1178,BEDFORD,TX,CLARIOS,37
1179,ARDEN,NC,CLARIOS,37
1180,GREENSBURG,IN,CLARIOS,37
1181,MARIETTA,GA,CLARIOS,37
1182,PALM COAST,FL,CLARIOS,37
1183,WEST COLUMBIA,SC,CLARIOS,37
1184,STONE MOUNTAIN,GA,CLARIOS,37
1185,AUSTIN,TX,CLARIOS,37
1186,LIBERTY,TX,CLARIOS,37
1187,IOLA,KS,ELLIOTT AUTO,37
1188,BRIDGETON,MO,CLARIOS,37
1189,BARBOURVILLE,KY,CLARIOS,37
1190,BEREA,KY,CLARIOS,37
1191,HILLSBOROUGH,NC,CLARIOS,37
1192,MAGEE,MS,CLARIOS,37
1193,MONROE,LA,CLARIOS,37
1194,OAK RIDGE,TN,CLARIOS,37
1195,WAVELAND,MS,CLARIOS,37
1196,NEW ROADS,LA,CLARIOS,37
1197,ROCKY MOUNT,NC,CLARIOS,37
1198,SAN ANTONIO,TX,CLARIOS,37
1199,AVON,CO,ELLIOTT AUTO,37
1200,COLORADO SPRINGS,CO,ELLIOTT AUTO,37
1201,GARDENDALE,AL,CLARIOS,37
1202,WISCONSIN RAPIDS,WI,CLARIOS,37
1203,WIMAUMA,FL,CLARIOS,37
1204,LAKE CHARLES,LA,CLARIOS,37
1205,MACCLENNY,FL,CLARIOS,37
1206,BATON ROUGE,LA,CLARIOS,37
1207,CALLAWAY,FL,CLARIOS,37
1209,LINCOLNTON,NC,CLARIOS,37
1210,NICHOLASVILLE,KY,CLARIOS,37
1211,HARVARD,IL,CLARIOS,37
1212,SARALAND,AL,CLARIOS,37
1213,BROOKSVILLE,FL,CLARIOS,37
1214,COLBY,KS,ELLIOTT AUTO,37
1215,CALHOUN,GA,CLARIOS,37
1216,CARROLLTON,TX,CLARIOS,37
1217,FRANKLIN,NC,CLARIOS,37
1218,CASA GRANDE,AZ,ELLIOTT AUTO,37
1219,JACKSONVILLE,FL,CLARIOS,37
1220,ORLANDO,FL,CLARIOS,37
1221,WICHITA,KS,ELLIOTT AUTO,37
1222,PENSACOLA,FL,CLARIOS,37
1223,TALLAHASSEE,FL,CLARIOS,37
1224,PENSACOLA,FL,CLARIOS,37
1225,ORANGE PARK,FL,CLARIOS,37
1226,ASHLAND CITY,TN,CLARIOS,37
1227,AUGUSTA,GA,CLARIOS,37
1228,ROUND LAKE BEACH,IL,CLARIOS,37
1229,HOOVER,AL,CLARIOS,37
1230,SHOW LOW,AZ,ELLIOTT AUTO,37
1231,THORNTON,CO,ELLIOTT AUTO,37
1232,BELTON,TX,CLARIOS,37
1233,PAINTSVILLE,KY,CLARIOS,37
1234,MONTICELLO,KY,CLARIOS,37
1235,SAN ANTONIO,TX,CLARIOS,37
1236,GOLDSBORO,NC,CLARIOS,37
1237,ERWIN,NC,CLARIOS,37
1238,FAYETTEVILLE,NC,CLARIOS,37
1239,URBANA,OH,CLARIOS,37
1240,SIERRA VISTA,AZ,ELLIOTT AUTO,37
1241,DAVENPORT,IA,CLARIOS,37
1242,HENDERSONVILLE,NC,CLARIOS,37
1243,MARTINSVILLE,VA,EAST PENN,37
1244,TAYLORS,SC,CLARIOS,37
1245,LAKELAND,FL,CLARIOS,37
1247,HAZARD,KY,CLARIOS,37
1248,MEMPHIS,TN,CLARIOS,37
1249,SAN ANGELO,TX,CLARIOS,37
1252,HIGHLANDS RANCH,CO,ELLIOTT AUTO,37
1253,AUSTIN,TX,CLARIOS,37
1254,BELLMEAD,TX,CLARIOS,37
1255,LAURINBURG,NC,CLARIOS,37
1256,JOLIET,IL,CLARIOS,37
1257,STAMFORD,TX,CLARIOS,37
1259,CORBIN,KY,CLARIOS,37
1260,LUCEDALE,MS,CLARIOS,37
1261,FAYETTEVILLE,NC,CLARIOS,37
1263,EVANSVILLE,IN,CLARIOS,37
1264,BELLEFONTAINE,OH,CLARIOS,37
1265,SAINT LOUIS,MO,CLARIOS,37
1266,BATON ROUGE,LA,CLARIOS,37
1267,SUN PRAIRIE,WI,CLARIOS,37
1268,WHITEVILLE,NC,CLARIOS,37
1270,NORTH AUGUSTA,SC,CLARIOS,37
1271,MERIDIAN,MS,CLARIOS,37
1272,SNYDER,TX,CLARIOS,37
1273,FOUNTAIN,CO,ELLIOTT AUTO,37
1274,WHITEWATER,WI,CLARIOS,37
1275,LEBANON,IN,CLARIOS,37
1276,SHEBOYGAN,WI,CLARIOS,37
1277,BLACK RIVER FALLS,WI,CLARIOS,37
1279,HOUSTON,TX,CLARIOS,37
1280,GRAND JUNCTION,CO,ELLIOTT AUTO,37
1281,SPARTANBURG,SC,CLARIOS,37
1282,CONCORDIA,KS,ELLIOTT AUTO,37
1283,STARKE,FL,CLARIOS,37
1284,PHENIX CITY,AL,CLARIOS,37
1285,OTTUMWA,IA,CLARIOS,37
1286,COLUMBIA,SC,CLARIOS,37
1287,BURLINGTON,NC,CLARIOS,37
1288,ROXBORO,NC,CLARIOS,37
1289,WILMINGTON,OH,CLARIOS,37
1290,WILKESBORO,NC,CLARIOS,37
1291,TUCSON,AZ,ELLIOTT AUTO,37
1292,CHRISTIANSBURG,VA,EAST PENN,37
1293,AUGUSTA,GA,CLARIOS,37
1294,MARION,IN,CLARIOS,37
