Store Nbr,Store Type Descr,Store Name,State,Market,Reg,Cupcake Double Bucket,"DZ Roses 
Double Bucket","DZ Roses 
Pallet","DZ Roses 
Double Decker",LG Carnations Double Bucket,LG Vase DZ Roses Pallet,MED Vase Mixed Bqt Display,Mega Mixed Bqt Pallet,Mini Rose Plus Double Bucket,"Mixed BQT 
Double Bucket","Mixed BQT 
Pallet","Mixed BQT 
Double Decker","Rose Lily
Double Bucket",Small Bouquet Double Bucket,"XL Premium Roses
Double Bucket","XL Premium Roses
Pallet",TOTAL PROMO DISPLAYS
257,Supercenter,MORGANFIELD KY.,KY,254,41,,3,1,,,3,2,,4,1,,1,3,,2,,20
258,Supercenter,TUPELO MS.,MS,4,12,10,4,,3,,6,2,,,3,1,1,3,1,1,,35
259,Supercenter,ROCKWALL TX.,TX,583,5,1,2,,4,3,9,2,2,,2,2,1,3,5,4,,40
261,Supercenter,HOT SPRINGS AR.,AR,325,42,5,3,1,1,,5,4,,,4,2,1,3,,1,,30
262,Supercenter,BENTON IL /WEST CITY.,IL,271,25,6,2,,2,,3,2,,2,3,1,1,3,,2,,27
265,Supercenter,"TERRELL, TX",TX,45,5,6,2,1,1,6,8,3,2,2,1,,1,3,2,1,2,41
266,Supercenter,"SOUTHLAKE, TX",TX,50,5,2,2,,2,,4,2,,2,2,2,1,3,,2,,24
269,Supercenter,"LAWTON, OK",OK,349,44,4,3,2,3,5,11,3,2,10,1,1,1,4,8,2,1,61
272,Supercenter,FRANKLIN TN,TN,153,12,2,3,2,2,,5,2,,2,1,,1,3,2,4,,29
276,Supercenter,STIGLER OK,OK,351,44,,3,1,,,2,,,2,3,1,1,,,1,,14
279,Supercenter,DE QUEEN AR,AR,321,42,5,2,,1,3,6,,2,,2,,1,,,1,,23
280,Supercenter,ROCKDALE TX,TX,83,5,4,2,1,1,,,5,,4,3,,1,3,,,2,26
281,Supercenter,HEBER SPRINGS AR.,AR,328,42,4,2,,1,,3,5,,4,1,2,1,3,,1,1,28
288,Supercenter,WOODVILLE TX,TX,503,6,,3,,,,,3,,,3,1,1,3,,3,2,19
292,Supercenter,LOCKHART TX,TX,87,6,7,2,,1,3,4,,,6,2,,1,3,,2,,31
294,Supercenter,"CENTRAL CITY, KY",KY,253,41,4,4,1,1,,4,2,,6,4,,1,3,,2,,32
295,Supercenter,EUREKA MO,MO,340,40,1,2,,1,,3,2,,,3,1,1,3,,3,,20
296,Supercenter,DARDANELLE AR,AR,325,42,2,2,,1,,3,2,,2,3,1,1,3,,5,,25
301,Supercenter,GADSDEN AL,AL,3,14,7,3,1,5,5,6,3,2,6,1,2,1,4,6,5,,57
308,Supercenter,MANCHESTER TN,TN,152,41,5,3,1,2,6,7,5,2,12,1,1,1,4,4,5,,59
316,Supercenter,ATTALLA AL,AL,3,14,,3,2,2,,4,4,,8,1,1,1,2,,4,,32
317,Supercenter,VANDALIA IL,IL,272,25,7,2,1,1,,4,,,4,1,,1,,,3,,24
318,Supercenter,ARKADELPHIA AR,AR,325,42,5,2,1,1,,2,4,,,3,1,1,3,,4,,27
321,Supercenter,BRENHAM TX,TX,85,6,4,2,1,2,,3,5,,2,2,2,1,2,,3,,29
322,Supercenter,BRYAN TX,TX,85,6,4,3,2,3,,5,4,,6,3,2,1,2,,4,1,40
324,Supercenter,BRISTOW OK,OK,356,44,,3,2,1,,2,5,,,4,,1,2,,3,,23
325,Supercenter,RICHMOND MO,MO,360,40,4,2,,1,,4,4,,2,1,1,1,2,,1,,23
330,Supercenter,VICTORIA TX,TX,84,6,3,2,,2,,3,2,,,1,,1,2,,4,2,22
332,Supercenter,HUNTSVILLE AL,AL,5,12,4,2,,4,,6,5,,6,1,1,1,2,2,3,,37
333,Supercenter,BEAVER DAM KY,KY,254,41,7,2,2,1,4,5,4,,4,3,1,1,2,,2,,38
336,Supercenter,SHERIDAN AR,AR,325,42,6,2,,1,,5,2,,,3,1,1,3,,,1,25
340,Supercenter,CHECOTAH OK,OK,351,44,9,3,1,1,,4,,,,1,1,1,,,2,,23
342,Supercenter,HIAWATHA KS,KS,411,47,2,2,1,,,2,5,,6,3,,1,2,,1,,25
345,Supercenter,PALESTINE TX,TX,46,5,4,2,2,2,3,4,2,,,3,,1,2,2,2,,29
346,Supercenter,AUGUSTA KS,KS,409,44,,2,2,,,2,,,,3,,1,,,3,,13
348,Supercenter,MONTICELLO AR,AR,327,42,3,3,2,1,,3,2,,4,3,,1,3,3,5,2,35
350,Supercenter,YORK NE,NE,433,47,2,3,1,1,,3,,,2,4,1,1,2,,3,1,24
353,Supercenter,GRAHAM TX,TX,48,5,5,3,,2,,,2,,4,2,2,1,2,7,4,1,35
354,Supercenter,OWENSVILLE MO,MO,336,40,8,2,1,,,2,,,,1,,1,,,1,,16
355,Supercenter,OPELIKA AL,AL,10,14,4,2,,3,,5,,,4,2,,1,,,3,,24
356,Supercenter,AUBURN AL,AL,10,14,3,2,,3,,7,5,,2,2,2,1,2,,2,,31
359,Supercenter,"FAYETTEVILLE, AR",AR,322,42,3,3,2,2,,10,,2,2,4,,1,4,6,1,,40
360,Supercenter,CUSHING OK,OK,352,44,3,2,,1,,4,2,,,2,,1,2,,4,1,22
361,Supercenter,COLLINSVILLE IL,IL,341,25,1,3,1,4,4,6,,2,2,1,1,1,,2,1,1,30
362,Supercenter,WINFIELD AL,AL,11,14,6,3,1,1,,2,2,,2,2,,1,2,,4,,26
363,Supercenter,"MARSHALL, MO",MO,361,40,3,3,2,1,,3,5,,2,1,1,1,2,,1,1,26
364,Supercenter,CENTER TX,TX,503,6,2,4,1,2,,,3,,2,3,1,1,4,,5,2,30
365,Supercenter,"PEARL, MS",MS,140,13,7,3,,2,,5,4,,8,3,2,1,2,,2,,39
368,Supercenter,"PARSONS, KS",KS,410,44,8,2,,1,,2,,,,2,,1,,,3,1,20
372,Supercenter,DODGE CITY KS,KS,406,47,4,2,1,2,9,9,2,2,6,1,2,1,2,2,1,2,48
375,Supercenter,HUNTSVILLE AL,AL,5,12,5,2,,3,,5,,,6,1,1,1,2,5,3,,34
378,Supercenter,HOLTON KS,KS,411,47,,2,2,,,,2,,,1,1,1,2,,3,1,15
382,Supercenter,OTTAWA KS,KS,410,44,4,2,,,,5,4,,2,3,2,1,2,,3,,28
387,Supercenter,CHANDLER OK,OK,352,44,,3,1,,,2,,,,1,,1,,,2,1,11
388,Supercenter,FT SMITH AR,AR,321,42,4,2,2,3,6,3,3,2,4,1,2,1,4,6,,2,45
391,Supercenter,TUPELO MS,MS,4,12,2,2,,4,,5,5,,,2,,1,2,,2,,25
392,Supercenter,WEATHERFORD OK,OK,344,44,8,4,1,2,,5,4,,4,1,2,1,2,,,1,35
398,Supercenter,LONGVIEW TX,TX,46,5,1,2,,3,,7,2,1,6,3,1,1,2,,4,,33
400,Supercenter,CONROE TX,TX,68,6,4,2,2,5,3,3,2,2,,1,,1,2,,5,2,34
406,Supercenter,"SMYRNA, TN",TN,153,12,3,4,1,4,6,10,3,2,2,3,2,1,2,4,4,,51
408,Supercenter,"PORT ARTHUR, TX",TX,66,13,1,3,,4,7,5,,2,2,3,2,1,2,1,,2,35
412,Supercenter,ATHENS TX,TX,45,5,6,3,,3,,7,2,1,4,2,,1,2,4,1,2,38
413,Supercenter,PORT ISABEL TX,TX,569,6,5,3,1,2,,3,4,,2,1,1,1,2,,5,,30
414,Supercenter,WICHITA FALLS TX,TX,349,44,4,2,1,2,3,3,3,,8,3,,1,2,4,4,1,41
417,Supercenter,SULPHUR SPRINGS TX,TX,47,44,7,2,2,2,7,4,3,2,4,3,1,1,2,4,,2,46
420,Supercenter,"WICHITA FALLS (N), TX",TX,349,44,4,3,2,2,,8,2,,6,3,1,1,2,2,4,,40
422,Supercenter,ROBINSON IL,IL,273,25,8,3,,1,,4,,,4,1,2,1,,,3,,27
426,Supercenter,THE COLONY TX,TX,53,5,3,2,1,3,3,5,2,2,2,3,2,1,2,4,4,1,40
427,Supercenter,GREENVILLE TX,TX,47,44,10,4,1,5,,10,3,1,2,1,2,1,2,,1,1,44
432,Supercenter,TALLADEGA AL,AL,10,14,,2,,2,,3,3,,2,2,,1,2,,1,,18
434,Supercenter,"HUNTSVILLE, AL",AL,5,12,2,2,,3,,6,,,2,1,1,1,2,2,4,1,27
440,Supercenter,ROCKPORT TX /FULTON,TX,78,6,3,2,,1,,3,4,,,1,,1,2,,4,1,22
449,Supercenter,GROVES TX,TX,66,13,7,2,2,4,4,4,,2,,3,,1,2,,4,2,37
451,Supercenter,COLUMBIA MO,MO,359,40,4,2,,2,,4,3,,4,3,2,1,2,,4,,31
454,Supercenter,FAIRFIELD IL,IL,273,25,,3,1,,,2,,,4,1,,1,,,1,,13
457,Supercenter,VIDOR TX,TX,66,13,,3,1,1,,3,5,,10,1,1,1,2,,1,1,30
458,Supercenter,ARANSAS PASS TX,TX,78,6,4,3,1,2,,4,,,6,1,,1,2,,3,,27
463,Supercenter,BEEVILLE TX,TX,84,6,3,4,,2,,3,5,,8,1,2,1,2,,3,1,35
465,Supercenter,FLORESVILLE TX,TX,77,6,,2,2,,,3,5,,,2,1,1,2,,1,,19
467,Supercenter,DENTON TX,TX,52,5,7,2,1,3,,3,5,,6,1,2,1,2,,2,1,36
468,Supercenter,TEXARKANA AR,AR,47,44,1,2,1,1,,5,4,,2,2,1,1,3,,3,,26
476,Supercenter,GATESVILLE TX,TX,81,5,4,2,,2,,2,3,,,1,2,1,4,,5,2,28
477,Supercenter,SODDY-DAISY TN,TN,119,2,5,2,,1,,4,2,,6,4,,1,2,,2,,29
483,Supercenter,PRATTVILLE AL,AL,8,14,7,2,1,2,,13,5,,2,2,,1,2,1,1,,39
484,Supercenter,LAWRENCE KS,KS,411,47,1,2,,2,,3,5,,,1,2,1,2,3,1,,23
486,Supercenter,BONNER SPRINGS KS,KS,362,40,2,2,2,,,5,2,,2,1,1,1,2,,3,,23
490,Supercenter,"CORPUS CHRISTI, TX",TX,78,6,2,3,1,2,,3,2,,4,3,2,1,2,,1,1,27
494,Supercenter,"NEWNAN, GA",GA,16,3,2,3,,4,,11,,,2,2,2,1,,,5,,32
499,Supercenter,ENID OK,OK,344,44,3,2,,5,,5,,2,,3,2,1,,,3,,26
501,Supercenter,LAUREL MS,MS,141,13,8,2,2,2,,14,2,,4,3,1,1,2,5,,1,47
504,Supercenter,GALVESTON TX,TX,61,6,3,3,,,,3,2,,4,2,,1,2,,3,1,24
507,Supercenter,LAWRENCEBURG KY,KY,260,41,7,2,,1,3,5,,,4,3,1,1,,,5,,32
510,Supercenter,GAINESVILLE GA,GA,21,2,8,2,1,4,9,7,5,2,8,1,2,1,2,2,2,1,57
514,Supercenter,AIKEN SC,SC,39,2,4,3,2,2,,4,5,,,1,2,1,2,,3,,29
515,Supercenter,MURPHY NC,NC,18,2,6,3,1,1,3,3,5,,4,1,1,1,2,,2,,33
523,Supercenter,CARTHAGE TX,TX,46,5,3,2,,1,,3,5,,4,1,,1,2,7,,1,30
526,Supercenter,"LOUISVILLE (NE), KY",KY,242,41,1,3,2,,,3,5,,2,1,1,1,2,1,3,,25
527,Supercenter,ANGLETON TX,TX,61,6,,3,2,1,,3,5,,,3,1,1,2,,1,,22
529,Supercenter,TEXAS CITY TX,TX,61,6,4,2,1,3,,2,2,2,2,1,2,1,2,,4,2,30
530,Supercenter,"EL DORADO, AR",AR,327,42,2,2,1,1,,6,3,,4,1,,1,3,2,4,,30
536,Supercenter,ABILENE TX (N),TX,74,5,5,3,,3,5,7,5,,4,1,1,1,2,,2,,39
537,Supercenter,ODESSA TX,TX,73,46,2,2,2,3,,8,2,1,,2,2,1,2,,1,,28
538,Supercenter,GAINESVILLE FL,FL,93,3,,2,2,3,3,2,4,,2,1,1,1,2,4,3,,30
546,Supercenter,"RICHMOND, TX",TX,62,6,8,4,,5,,7,5,2,2,2,,1,2,6,4,,48
547,Supercenter,"PLANT CITY, FL",FL,114,9,3,2,2,2,,5,5,2,4,1,2,1,2,3,7,2,43
550,Supercenter,LAWRENCEVILLE IL,IL,273,25,,2,1,,,3,5,,,1,,1,2,,2,,17
551,Supercenter,PALATKA FL,FL,93,3,3,3,,1,3,5,3,,,3,2,1,2,,5,,31
556,Supercenter,WAYCROSS GA,GA,28,3,5,2,,1,3,5,2,,4,3,,1,2,,1,,29
558,Supercenter,SALINA KS,KS,407,47,,3,,1,,5,4,,,2,,1,2,,2,,20
559,Supercenter,MUSCATINE IA,IA,418,52,4,4,1,2,,3,2,,4,1,,1,2,,2,,26
560,Supercenter,ST JOSEPH MO,MO,360,40,5,3,2,1,3,5,2,,2,1,1,1,2,9,1,,38
561,Supercenter,EASTLAND TX,TX,76,5,,2,,,,3,2,,,3,,1,2,,4,,17
562,Supercenter,LEEDS AL,AL,2,14,2,3,2,1,,9,3,,2,3,2,1,2,6,1,,37
565,Supercenter,CORSICANA TX,TX,55,5,2,3,2,3,,5,,,4,3,2,1,2,,,,27
566,Supercenter,BOONVILLE IN,IN,580,25,5,3,,1,,3,5,,4,2,,1,2,,2,,28
569,Supercenter,COLUMBIA KY,KY,257,41,8,2,1,1,3,3,5,,4,1,1,1,2,5,3,,40
572,Supercenter,KILGORE TX,TX,46,5,3,4,1,2,,4,4,,2,3,2,1,2,,1,1,30
573,Supercenter,LEE'S SUMMIT MO,MO,361,40,3,3,,2,,5,4,,4,1,1,1,2,,2,,28
575,Supercenter,WOODSTOCK GA,GA,24,2,5,2,1,2,,,5,,6,3,,1,2,,4,2,33
576,Supercenter,TULSA OK,OK,345,44,1,2,1,5,4,9,5,2,,3,,1,2,3,1,,39
577,Supercenter,OLATHE KS,KS,362,40,4,2,1,3,5,6,5,2,,3,2,1,2,2,1,,39
580,Supercenter,BARTOW FL,FL,116,9,3,2,2,2,,5,4,2,4,3,1,1,2,,2,2,35
583,Supercenter,ONEIDA TN,TN,121,2,,3,2,,,4,2,,4,1,2,1,2,,4,,25
587,Supercenter,SPARTA TN,TN,152,41,6,2,2,1,,5,5,,6,3,2,1,2,3,2,1,41
591,Supercenter,CYNTHIANA KY,KY,259,41,11,3,1,1,,4,2,,2,3,1,1,2,,4,,35
600,Supercenter,PAMPA TX,TX,70,46,2,2,1,1,,4,5,,,1,,1,2,,,1,20
601,Supercenter,SAN ANGELO TX,TX,74,5,3,2,2,2,,5,2,,2,4,1,1,2,,3,,29
603,Supercenter,PEKIN IL,IL,278,25,4,3,,2,,3,4,,2,4,,1,2,,1,,26
604,Supercenter,DOTHAN AL,AL,7,14,5,3,,2,,4,4,,2,1,1,1,2,1,5,,31
608,Supercenter,MIDLAND TX,TX,73,46,5,3,1,2,,10,5,2,4,1,2,1,2,4,1,1,44
609,Supercenter,HANNIBAL MO,MO,275,25,5,3,2,1,,4,3,,,3,1,1,2,,3,,28
611,Supercenter,ROSWELL NM,NM,387,46,6,4,,1,,2,3,,10,3,2,1,2,2,2,1,39
612,Supercenter,CHARLESTON IL,IL,273,25,6,2,1,2,,2,,,4,2,,1,,,5,,25
613,Supercenter,ORMOND BEACH FL,FL,94,3,5,2,,3,,3,5,1,,3,1,1,2,6,4,1,37
618,Supercenter,HIRAM GA,GA,26,2,4,2,,3,,5,2,,6,1,1,1,2,2,3,1,33
619,Supercenter,DAYTON TN,TN,119,2,9,3,2,1,,3,3,,2,2,1,1,2,5,4,,38
621,Supercenter,LAKE CITY SC,SC,37,4,,2,1,2,,10,2,,4,1,2,1,2,,,1,28
623,Supercenter,N FT MYERS FL,FL,118,9,12,3,,3,,3,2,2,14,2,,1,2,4,4,2,54
624,Supercenter,NEWBERRY SC,SC,39,2,3,3,,3,3,6,3,,4,3,2,1,2,5,3,,41
628,Supercenter,SUMMERVILLE SC,SC,36,4,5,2,,4,,11,5,,4,2,,1,2,4,5,2,47
632,Supercenter,MT PLEASANT SC,SC,36,4,3,2,,2,,,3,,4,1,1,1,2,3,1,2,25
633,Supercenter,KEWANEE IL,IL,279,25,4,2,,,,4,,,2,3,,1,,,3,,19
635,Supercenter,SAVANNAH GA,GA,29,4,2,3,2,2,3,6,4,,4,3,2,1,2,,4,,38
636,Supercenter,PRINCETON IL,IL,279,25,5,2,2,,,,3,,2,2,2,1,2,,2,,23
637,Supercenter,LEXINGTON NE,NE,429,47,1,2,2,,8,6,4,,,1,1,1,2,4,,1,33
642,Supercenter,CHERAW SC,SC,38,4,8,2,,1,,7,5,,12,2,,1,2,,3,,43
643,Supercenter,MYRTLE BEACH SC,SC,37,4,6,2,2,1,,6,4,,4,1,1,1,2,,2,1,33
644,Supercenter,ANDERSON SC,SC,39,2,,3,2,2,,7,2,,6,1,1,1,2,,1,,28
646,Supercenter,ANAMOSA IA,IA,415,52,2,3,,,,2,2,,,3,,1,2,,4,,19
648,Supercenter,"ST PETERS, MO",MO,339,40,4,2,,3,,3,2,,2,2,,1,2,3,4,1,29
649,Supercenter,"TITUSVILLE,FL",FL,92,9,8,3,1,3,,6,3,,4,1,2,1,2,,2,,36
652,Supercenter,GARDEN CITY KS,KS,406,47,4,3,2,2,,7,5,,2,1,1,1,2,,2,,32
653,Supercenter,HOPKINSVILLE KY,KY,253,41,4,3,2,3,,5,5,,4,3,,1,4,,3,,37
655,Supercenter,MADISONVILLE KY,KY,253,41,6,2,,1,,6,2,,2,2,1,1,2,,3,1,29
656,Supercenter,SHELBYVILLE TN,TN,151,12,4,3,1,2,,6,5,,4,2,,1,2,,3,,33
660,Supercenter,MUSCLE SHOALS /SHEFFIELD,AL,137,12,7,3,2,4,,10,,,4,1,2,1,,6,3,2,45
662,Supercenter,DECATUR AL,AL,137,12,4,3,1,3,,8,2,2,10,2,1,1,2,6,5,,50
663,Supercenter,ATHENS TN,TN,119,2,5,3,,2,4,5,3,,2,1,2,1,2,8,4,,42
664,Supercenter,HAYS KS,KS,406,47,4,3,2,,,5,4,,4,1,2,1,2,,1,,29
667,Supercenter,TULLAHOMA TN,TN,151,12,6,2,,2,,4,5,,2,3,2,1,2,,1,,30
672,Supercenter,"ALCOA, TN",TN,122,2,3,2,1,1,,6,,,6,1,1,1,,4,,1,27
674,Supercenter,"GALLATIN, TN",TN,152,41,8,3,1,2,,9,4,,10,1,2,1,2,7,,1,51
676,Supercenter,ROCKWOOD/HARRIMAN TN,TN,121,2,7,3,,1,4,4,,,2,2,,1,,,1,,25
678,Supercenter,NEWPORT TN,TN,123,2,7,3,2,,3,4,4,,4,3,1,1,2,,2,,36
681,Supercenter,GUNTERSVILLE AL,AL,3,14,8,2,2,,6,9,,2,8,1,1,1,,,4,,44
682,Supercenter,MURFREESBORO TN,TN,151,12,4,3,1,5,,5,5,,6,3,2,1,2,,1,,38
685,Supercenter,MORRISTOWN TN,TN,123,2,6,3,,1,3,6,,2,12,2,1,1,,7,5,,49
688,Supercenter,"NASHVILLE (S), TN",TN,153,12,3,3,,4,9,7,5,2,2,4,,1,2,4,3,,49
690,Supercenter,ELIZABETHTON TN,TN,124,4,7,3,1,1,4,3,2,,,1,1,1,2,3,4,,33
692,Supercenter,DANVILLE KY,KY,260,41,4,2,2,2,3,3,2,,6,4,,1,2,,,1,32
694,Supercenter,HENDERSON KY,KY,254,41,6,2,1,2,,8,2,2,8,3,,1,2,,2,1,40
697,Supercenter,OCALA FL,FL,93,3,4,2,,5,3,8,3,,4,3,1,1,4,6,,1,45
699,Supercenter,OXFORD MS,MS,136,12,5,2,1,2,,7,5,,2,1,2,1,2,1,1,,32
701,Supercenter,"OWENSBORO, KY",KY,254,41,5,3,2,2,,2,,,2,2,,1,,,3,,22
702,Supercenter,WINCHESTER KY,KY,259,41,3,2,2,,,5,5,,4,1,1,1,2,,2,,28
703,Supercenter,TOMBALL TX,TX,67,6,3,2,1,2,,3,2,,6,3,,1,2,,4,,29
705,Supercenter,"MOUNT DORA, FL",FL,89,9,4,2,2,3,,8,4,,4,1,1,1,2,11,,,43
710,Supercenter,HERMITAGE TN,TN,153,12,1,2,1,2,,3,2,,2,2,1,1,2,,2,,21
716,Supercenter,GREENWOOD MS,MS,136,12,4,3,,2,,6,5,,12,3,,1,2,5,3,,46
718,Supercenter,AUBURNDALE FL,FL,114,9,3,3,2,5,,9,,2,6,1,,1,,6,,2,40
719,Supercenter,RICHMOND KY,KY,257,41,3,2,,4,,6,2,,4,1,2,1,2,,2,,29
721,Supercenter,PORT CHARLOTTE /MURDOCK,FL,118,9,8,2,2,3,,5,4,2,,3,2,1,2,10,2,2,48
722,Supercenter,CARROLLTON GA,GA,22,2,11,2,1,2,,,2,,4,2,1,1,2,,3,2,33
723,Supercenter,TROY AL,AL,7,14,4,2,,1,,4,2,,2,1,1,1,2,2,2,,24
724,Supercenter,JEFFERSON CITY TN,TN,123,2,6,3,1,1,3,4,4,,4,3,,1,2,6,5,,43
725,Supercenter,HAINES CITY FL,FL,114,9,7,3,,10,,6,3,2,4,1,2,1,4,8,,2,53
726,Supercenter,ALEXANDER CITY AL,AL,10,14,8,4,,1,,5,3,,,1,,1,2,,1,,26
728,Supercenter,HILTON HD ISL SC,SC,29,4,,2,,1,3,3,4,,4,1,1,1,2,,2,,24
730,Supercenter,SYLACAUGA AL,AL,10,14,6,3,2,2,,5,,,8,1,,1,,,4,1,33
731,Supercenter,DEMOPOLIS AL,AL,11,14,,3,1,1,,2,2,,2,3,,1,2,2,3,,22
735,Supercenter,WINCHESTER TN,TN,151,12,8,3,1,1,,4,,,4,1,2,1,2,6,5,,38
738,Supercenter,CAMDEN TN,TN,147,12,3,2,1,1,,2,2,,4,1,1,1,2,,1,1,22
739,Supercenter,MIDDLESBORO KY,KY,258,41,1,3,1,1,,5,4,,12,4,,1,2,,,1,35
740,Supercenter,OZARK AL,AL,7,14,4,2,,2,,2,2,,2,3,2,1,2,,2,,24
741,Supercenter,"LENOIR CITY, TN",TN,121,2,5,4,1,2,4,5,2,,4,1,1,1,2,2,,1,35
742,Supercenter,KINGSPORT TN,TN,124,4,4,2,2,1,4,5,,,4,1,2,1,,,3,,29
743,Supercenter,OKLAHOMA CITY OK,OK,353,44,2,2,,5,7,12,,2,6,1,1,1,,4,4,2,49
744,Supercenter,ATASCOCITA TX,TX,59,6,5,2,1,5,,8,4,2,2,1,2,1,2,3,5,,43
746,Supercenter,TEMPLE TX,TX,76,5,3,4,,3,,6,,,6,3,,1,2,,2,,30
749,Supercenter,AMES IA,IA,414,52,3,2,1,1,3,3,2,,,2,,1,2,,3,,23
751,Supercenter,PELLA IA,IA,413,52,,2,2,,,2,,,2,3,1,1,,1,3,,17
753,Supercenter,CEDAR FALLS IA,IA,415,52,5,3,1,2,,2,,,2,1,2,1,,,2,,21
755,Supercenter,AMARILLO TX,TX,70,46,6,2,1,2,,4,,,2,1,2,1,2,8,2,1,34
757,Supercenter,PLEASANTON TX,TX,77,6,4,3,2,1,,3,3,,4,2,,1,2,,1,,26
758,Supercenter,AMERICUS GA,GA,32,3,2,3,,1,,2,5,,2,1,1,1,2,,2,1,23
759,Supercenter,WAUCHULA FL,FL,116,9,9,2,2,2,,2,2,,2,3,1,1,2,,2,,30
766,Supercenter,FLORENCE AL,AL,137,12,4,2,1,5,3,7,5,1,6,2,2,1,2,1,5,,47
767,Supercenter,LAKE CITY FL,FL,101,3,2,3,1,4,3,5,3,,8,2,2,1,2,7,5,,48
770,Supercenter,GREAT BEND KS,KS,406,47,1,2,,1,,5,,,4,3,,1,,,1,,18
771,Supercenter,MERRITT ISLAND FL,FL,92,9,4,2,2,1,,3,2,,2,1,1,1,2,,1,,22
774,Supercenter,COLUMBUS NE,NE,433,47,3,3,2,1,4,5,2,,2,3,1,1,2,8,2,2,41
775,Supercenter,GALESBURG IL,IL,279,25,3,3,2,1,,2,,,2,1,2,1,,,2,,19
776,Supercenter,FREMONT NE,NE,432,47,3,3,,1,8,6,,,,2,,1,,,2,,26
777,Supercenter,WEST ORANGE TX,TX,66,13,2,3,1,3,,4,,,,1,,1,,,3,,18
778,Supercenter,PUNTA GORDA FL,FL,118,9,5,3,,3,,5,3,2,,3,1,1,4,6,1,,37
779,Supercenter,LAKELAND FL,FL,114,9,5,2,,2,,5,4,,18,2,,1,2,2,,2,45
781,Supercenter,MARBLE FALLS TX,TX,81,5,2,2,,2,,3,2,,,1,1,1,2,3,2,2,23
782,Supercenter,UVALDE TX,TX,88,46,10,4,,2,,4,2,,8,3,1,1,2,,4,1,42
786,Supercenter,"DEKALB, IL",IL,264,25,1,3,,3,,2,2,,2,1,1,1,2,3,1,,22
787,Supercenter,RIVERDALE GA,GA,22,2,4,2,,,,12,,,,1,2,1,,8,,,30
788,Supercenter,CLINTON AR,AR,328,42,,2,,1,,2,3,,,1,1,1,3,,2,,16
791,Supercenter,ALICE TX,TX,78,6,3,2,2,2,,2,5,,12,1,1,1,2,,3,,36
793,Supercenter,CANYON TX,TX,70,46,1,4,1,1,,5,4,,8,4,,1,2,,1,2,34
794,Supercenter,HUTCHINSON KS,KS,409,44,3,3,2,2,,,2,,,1,,1,2,,1,,17
799,Supercenter,LIBERAL KS,KS,406,47,1,2,,2,4,6,4,,2,1,,1,2,2,4,1,32
800,Supercenter,LEESBURG FL,FL,89,9,5,3,1,4,3,5,3,,2,1,1,1,2,,4,,35
802,Supercenter,MONROE WI,WI,263,53,3,2,2,,,2,2,,2,4,,1,2,,1,,21
804,Supercenter,MINERAL WELLS TX,TX,48,5,4,3,1,1,7,7,,2,,3,1,1,4,1,3,1,39
806,Supercenter,"LAS CRUCES, NM",NM,387,46,8,3,,1,9,8,2,2,20,3,2,1,4,8,1,2,74
808,Supercenter,LAKE JACKSON TX,TX,61,6,2,4,,3,,6,5,,6,2,1,1,2,,1,,33
809,Supercenter,OXFORD AL,AL,10,14,8,3,,5,3,8,4,2,4,1,2,1,2,9,2,,54
811,Supercenter,ARCADIA FL,FL,118,9,4,3,1,1,,7,2,,4,2,,1,2,3,4,,34
812,Supercenter,DUMAS TX,TX,70,46,,2,2,1,8,7,5,2,4,4,,1,4,4,3,1,48
814,Supercenter,"OKEECHOBEE, FL",FL,107,9,7,2,1,4,,4,,,6,1,,1,,9,2,,37
815,Supercenter,"OSAGE BEACH, MO",MO,336,40,2,2,2,,,3,4,,,2,,1,2,,,1,19
817,Supercenter,KISSIMMEE FL,FL,90,9,5,2,,2,,5,2,2,6,3,1,1,2,4,3,1,39
818,Supercenter,PANAMA CITY BEACH,FL,15,14,3,4,1,1,,3,5,,2,4,1,1,2,,3,,30
820,Supercenter,BOONVILLE MO,MO,359,40,3,3,,1,,3,4,,,1,,1,2,,2,,20
821,Supercenter,CLOVIS NM,NM,71,46,5,3,2,2,,13,5,,4,3,2,1,2,3,1,1,47
822,Supercenter,AMARILLO TX,TX,70,46,,3,,2,6,9,5,2,12,4,,1,4,9,,2,59
823,Supercenter,PONCA CITY OK,OK,345,44,6,3,2,2,,5,,,,1,2,1,,,4,1,27
824,Supercenter,ALBUQUERQUE (N),NM,385,46,,2,,1,,3,3,,8,1,,1,2,,5,,26
827,Supercenter,CANTON TX,TX,45,5,6,3,1,1,,8,5,,,1,2,1,2,4,3,1,38
828,Supercenter,INDIANAPOLIS (PLAINFIELD),IN,251,25,5,3,2,3,5,3,3,,10,1,1,1,2,4,,,43
831,Supercenter,ALBUQUERQUE,NM,385,46,,2,,1,,3,4,,4,1,,1,2,,4,2,24
833,Supercenter,CARMI ILL,IL,271,25,,4,1,,,2,2,,6,2,,1,2,,1,,21
834,Supercenter,BETHANY MO,MO,360,40,3,4,1,,,2,2,,,2,,1,2,,1,,18
835,Supercenter,ALBUQUERQUE - JUAN TOBO,NM,385,46,2,3,2,1,,8,3,,,1,1,1,2,3,1,,28
836,Supercenter,ST MARYS GA,GA,28,3,4,4,1,3,3,10,,,,1,2,1,,7,3,1,40
838,Supercenter,SAND SPRINGS OK,OK,345,44,6,4,1,5,,6,3,,,4,1,1,2,,2,1,36
