DC Number,Type,Date,Application,Summary,CRQ,CRQ Link,Blast Radius
7019,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
7030,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
7055,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
3010,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
4154,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
6072,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
6085,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
6095,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
6096,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
7012,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
7017,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
7023,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
8851,Enhancement,8/6/2025,Shore,Truncate unused tables in Shore,CHG3383482,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2b100ac2c34b6e1c90873adb0501317d&recordUrl=change_request.do%3Fsys_id%3D2b100ac2c34b6e1c90873adb0501317d&sysparm_stack=&sysparm_view=,"Cell001,Cell002,Cell010,Cell011,Cell012"
2971,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
4047,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6047,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6059,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6074,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6091,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6097,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6858,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
7014,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
7016,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
2364,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
4020,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6055,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6062,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6071,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6073,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
6099,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
7019,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
7030,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
7055,Enhancement,8/6/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388022,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell010, Cell011"
2971,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
4047,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6047,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6059,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6074,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6091,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6097,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6858,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
7014,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
7016,Enhancement Pilot,8/6/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
2971,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
4047,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6047,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6059,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6074,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6091,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6097,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6858,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7014,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7016,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
2364,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
4020,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6055,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6062,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6071,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6073,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6099,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7019,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7030,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7055,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
3010,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
4154,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6072,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6085,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6095,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
6096,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7012,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7017,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
7023,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
8851,Enhancement,8/6/2025,Inventory,Auto purge jobs enabled for Witron and Dematic DC,CHG3386502,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=339b7a12c3c7aa5c90873adb050131b7&recordUrl=change_request.do%3Fsys_id%3D339b7a12c3c7aa5c90873adb050131b7&sysparm_stack=&sysparm_view=,"Cell010, Cell011, cell012"
3010,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
4154,Enhancement,8/6/2025,Inventory,Updating time frequency to every 2hours instead every 1 hour for auto and manual 5110 feeds jobs,CHG3386522,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d8850b12c303ea5c90873adb05013106&recordUrl=change_request.do%3Fsys_id%3Dd8850b12c303ea5c90873adb05013106&sysparm_stack=&sysparm_view=,cell012
