Primary key,Division,Region,Market,Facility,Bucket
256,E,41,256,760,FSR Investment -$14
129,B,13,129,761,FSR Investment -$14
2,A,14,2,762,FSR Investment -$14
11,A,14,11,764,FSR Investment -$14
87,B,6,87,765,FSR Investment -$14
137,A,12,137,766,FSR Investment -$14
101,A,3,101,767,FSR Investment -$14
65,B,6,65,768,FSR Investment -$14
115,A,9,115,769,GI Only
406,M,47,406,770,FSR Investment -$14
92,A,9,92,771,FSR Investment -$14
64,B,6,64,772,FSR Investment -$14
134,B,13,134,773,FSR Investment -$14
433,M,47,433,774,GI Only
279,E,25,279,775,FSR Investment -$14
432,M,47,432,776,GI Only
66,B,13,66,777,FSR Investment -$14
118,A,9,118,778,GI Only
114,A,9,114,779,FSR Investment -$14
25,A,2,25,780,FSR Investment -$14
81,B,5,81,781,FSR Investment -$14
88,B,46,88,782,FSR Investment -$14
359,E,40,359,783,FSR Investment -$14
418,M,52,418,784,GI Only
141,B,13,141,785,FSR Investment -$14
264,E,25,264,786,GI Only
22,A,2,22,787,FSR Investment -$14
328,A,42,328,788,FSR Investment -$14
583,B,5,583,789,FSR Investment -$14
429,M,47,429,790,FSR Investment -$14
78,B,6,78,791,FSR Investment -$14
279,E,25,279,792,FSR Investment -$14
70,B,46,70,793,FSR Investment -$14
409,B,44,409,794,FSR Investment -$14
39,A,2,39,795,FSR Investment -$14
279,E,25,279,796,GI Only
418,M,52,418,797,GI Only
273,E,25,273,798,FSR Investment -$14
406,M,47,406,799,FSR Investment -$14
89,A,9,89,800,FSR Investment -$14
360,E,40,360,801,FSR Investment -$14
263,E,53,263,802,GI Only
128,B,13,128,803,FSR Investment -$14
48,B,5,48,804,FSR Investment -$14
340,E,40,340,805,GI Only
387,B,46,387,806,FSR Investment -$14
50,B,5,50,807,FSR Investment -$14
61,B,6,61,808,FSR Investment -$14
10,A,14,10,809,FSR Investment -$14
426,M,52,426,810,GI Only
118,A,9,118,811,GI Only
70,B,46,70,812,FSR Investment -$14
81,B,5,81,813,FSR Investment -$14
107,A,9,107,814,FSR Investment -$14
336,E,40,336,815,FSR Investment -$14
141,B,13,141,816,FSR Investment -$14
90,A,9,90,817,GI Only
15,A,14,15,818,GI Only
105,A,9,105,819,FSR Investment -$14
359,E,40,359,820,FSR Investment -$14
71,B,46,71,821,FSR Investment -$14
70,B,46,70,822,FSR Investment -$14
345,B,44,345,823,FSR Investment -$14
385,B,46,385,824,FSR Investment -$14
257,E,41,257,825,GI Only
375,B,46,375,826,Increase to Market
45,B,5,45,827,FSR Investment -$14
251,E,25,251,828,GI Only
385,B,46,385,829,FSR Investment -$14
279,E,25,279,830,GI Only
385,B,46,385,831,FSR Investment -$14
271,E,25,271,833,Increase to Market
360,E,40,360,834,FSR Investment -$14
385,B,46,385,835,FSR Investment -$14
28,A,3,28,836,GI Only
333,E,40,333,837,FSR Investment -$14
345,B,44,345,838,FSR Investment -$14
130,B,13,130,839,FSR Investment -$14
554,O,59,554,840,FSR Investment -$14
415,M,52,415,841,GI Only
389,M,54,389,842,GI Only
27,A,3,27,843,FSR Investment -$14
262,E,25,262,844,GI Only
357,E,40,357,845,FSR Investment -$14
85,B,6,85,846,FSR Investment -$14
441,E,53,441,847,FSR Investment -$14
144,A,12,144,848,GI Only
59,B,6,59,849,FSR Investment -$14
385,B,46,385,850,FSR Investment -$14
387,B,46,387,851,FSR Investment -$14
262,E,25,262,852,GI Only
1,A,14,1,853,FSR Investment -$14
246,E,21,246,854,FSR Investment -$14
22,A,2,22,855,FSR Investment -$14
22,A,2,22,856,FSR Investment -$14
94,A,3,94,857,GI Only
97,A,3,97,858,FSR Investment -$14
116,A,9,116,859,FSR Investment -$14
94,A,3,94,860,GI Only
71,B,46,71,861,FSR Investment -$14
28,A,3,28,862,FSR Investment -$14
10,A,14,10,863,FSR Investment -$14
28,A,3,28,864,FSR Investment -$14
87,B,6,87,865,FSR Investment -$14
1,A,14,1,866,FSR Investment -$14
429,M,47,429,867,FSR Investment -$14
387,B,46,387,868,GI Only
375,B,46,375,869,GI Only
580,E,25,580,870,Increase to Market
333,E,40,333,871,FSR Investment -$14
62,B,6,62,872,FSR Investment -$14
375,B,46,375,873,GI Only
141,B,13,141,874,FSR Investment -$14
140,B,13,140,875,FSR Investment -$14
127,A,42,127,876,FSR Investment -$14
309,F,26,309,877,GI Only
24,A,2,24,878,FSR Investment -$14
152,E,41,152,879,FSR Investment -$14
50,B,5,50,880,FSR Investment -$14
41,F,4,41,881,FSR Investment -$14
425,E,53,425,882,FSR Investment -$14
249,E,25,249,884,FSR Investment -$14
433,M,47,433,885,GI Only
426,M,52,426,886,GI Only
141,B,13,141,887,FSR Investment -$14
334,A,42,334,888,FSR Investment -$14
27,A,3,27,889,FSR Investment -$14
91,A,9,91,890,GI Only
279,E,25,279,891,GI Only
414,M,52,414,892,GI Only
349,B,44,349,893,FSR Investment -$14
356,B,44,356,894,FSR Investment -$14
336,E,40,336,895,FSR Investment -$14
49,B,5,49,896,FSR Investment -$14
73,B,46,73,897,GI Only
73,B,46,73,898,GI Only
27,A,3,27,899,FSR Investment -$14
70,B,46,70,900,FSR Investment -$14
77,B,6,77,901,FSR Investment -$14
251,E,25,251,902,FSR Investment -$14
140,B,13,140,903,FSR Investment -$14
1,A,14,1,904,FSR Investment -$14
379,M,54,379,905,GI Only
384,B,46,384,906,FSR Investment -$14
32,A,3,32,907,FSR Investment -$14
90,A,9,90,908,GI Only
125,B,13,125,909,FSR Investment -$14
442,E,53,442,910,GI Only
128,B,13,128,911,FSR Investment -$14
125,B,13,125,912,FSR Investment -$14
425,E,53,425,913,Increase to Market
322,A,42,322,914,FSR Investment -$14
62,B,6,62,915,FSR Investment -$14
141,B,13,141,916,FSR Investment -$14
81,B,5,81,917,FSR Investment -$14
46,B,5,46,918,FSR Investment -$14
15,A,14,15,919,FSR Investment -$14
554,O,59,554,920,FSR Investment -$14
388,M,54,388,921,GI Only
243,E,25,243,922,GI Only
482,E,25,482,923,FSR Investment -$14
378,M,54,378,924,GI Only
114,A,9,114,925,FSR Investment -$14
71,B,46,71,927,FSR Investment -$14
98,A,3,98,928,GI Only
107,A,9,107,929,FSR Investment -$14
8,A,14,8,930,FSR Investment -$14
92,A,9,92,931,FSR Investment -$14
16,A,3,16,932,FSR Investment -$14
263,E,53,263,933,GI Only
1,A,14,1,934,FSR Investment -$14
130,B,13,130,935,FSR Investment -$14
273,E,25,273,936,FSR Investment -$14
26,A,2,26,937,FSR Investment -$14
8,A,14,8,938,FSR Investment -$14
76,B,5,76,939,FSR Investment -$14
479,B,5,479,940,FSR Investment -$14
116,A,9,116,941,FSR Investment -$14
89,A,9,89,942,FSR Investment -$14
91,A,9,91,943,GI Only
15,A,14,15,944,FSR Investment -$14
71,B,46,71,945,FSR Investment -$14
350,B,44,350,947,FSR Investment -$14
304,F,4,304,948,GI Only
145,A,12,145,950,GI Only
85,B,6,85,951,FSR Investment -$14
27,A,3,27,952,FSR Investment -$14
378,M,54,378,953,GI Only
141,B,13,141,954,FSR Investment -$14
91,A,9,91,955,GI Only
92,A,9,92,956,FSR Investment -$14
279,E,25,279,957,FSR Investment -$14
263,E,53,263,958,FSR Investment -$14
89,A,9,89,959,FSR Investment -$14
93,A,3,93,960,FSR Investment -$14
129,B,13,129,961,FSR Investment -$14
389,M,54,389,962,GI Only
48,B,5,48,963,FSR Investment -$14
505,B,46,505,964,FSR Investment -$14
438,E,53,438,965,FSR Investment -$14
375,B,46,375,966,GI Only
104,A,9,104,967,FSR Investment -$14
116,A,9,116,968,FSR Investment -$14
143,B,13,143,969,FSR Investment -$14
143,B,13,143,970,FSR Investment -$14
438,E,53,438,971,FSR Investment -$14
479,B,5,479,972,FSR Investment -$14
92,A,9,92,973,FSR Investment -$14
92,A,9,92,974,FSR Investment -$14
350,B,44,350,975,FSR Investment -$14
135,A,42,135,976,FSR Investment -$14
98,A,3,98,977,GI Only
406,M,47,406,978,FSR Investment -$14
438,E,53,438,979,FSR Investment -$14
378,M,54,378,980,GI Only
138,A,14,138,981,FSR Investment -$14
425,E,53,425,982,Increase to Market
391,M,54,391,984,GI Only
418,M,52,418,985,GI Only
388,M,54,388,986,GI Only
105,A,9,105,987,FSR Investment -$14
104,A,9,104,988,FSR Investment -$14
128,B,13,128,989,FSR Investment -$14
14,A,14,14,990,FSR Investment -$14
1,A,14,1,991,FSR Investment -$14
356,B,44,356,992,FSR Investment -$14
407,M,47,407,993,FSR Investment -$14
104,A,9,104,994,FSR Investment -$14
251,E,25,251,995,FSR Investment -$14
251,E,25,251,996,FSR Investment -$14
56,B,5,56,997,FSR Investment -$14
485,O,59,485,998,GI Only
86,B,6,86,999,FSR Investment -$14
569,B,6,569,1000,FSR Investment -$14
389,M,54,389,1001,GI Only
580,E,25,580,1002,FSR Investment -$14
262,E,25,262,1003,Increase to Market
115,A,9,115,1004,GI Only
426,M,52,426,1005,GI Only
27,A,3,27,1006,FSR Investment -$14
438,E,53,438,1007,FSR Investment -$14
378,M,54,378,1008,GI Only
333,E,40,333,1009,FSR Investment -$14
309,F,26,309,1010,FSR Investment -$14
29,F,4,29,1011,GI Only
444,E,53,444,1012,FSR Investment -$14
251,E,25,251,1013,FSR Investment -$14
361,E,40,361,1014,GI Only
505,B,46,505,1015,FSR Investment -$14
129,B,13,129,1016,FSR Investment -$14
38,F,4,38,1017,FSR Investment -$14
28,A,3,28,1018,FSR Investment -$14
389,M,54,389,1019,GI Only
425,E,53,425,1020,Increase to Market
339,E,40,339,1021,GI Only
45,B,5,45,1022,FSR Investment -$14
311,E,20,311,1023,GI Only
30,A,3,30,1024,FSR Investment -$14
141,B,13,141,1025,FSR Investment -$14
580,E,25,580,1026,FSR Investment -$14
306,F,4,306,1027,GI Only
278,E,25,278,1028,FSR Investment -$14
104,A,9,104,1029,FSR Investment -$14
38,F,4,38,1030,GI Only
15,A,14,15,1032,GI Only
243,E,25,243,1033,GI Only
305,F,4,305,1034,GI Only
42,F,4,42,1035,FSR Investment -$14
294,A,2,294,1036,GI Only
36,F,4,36,1037,GI Only
425,E,53,425,1038,Increase to Market
304,F,4,304,1039,GI Only
65,B,6,65,1040,FSR Investment -$14
569,B,6,569,1041,FSR Investment -$14
85,B,6,85,1042,FSR Investment -$14
350,B,44,350,1043,FSR Investment -$14
45,B,5,45,1044,FSR Investment -$14
379,M,54,379,1045,GI Only
88,B,46,88,1046,FSR Investment -$14
22,A,2,22,1047,FSR Investment -$14
257,E,41,257,1048,FSR Investment -$14
71,B,46,71,1051,FSR Investment -$14
11,A,14,11,1052,FSR Investment -$14
242,E,41,242,1053,GI Only
411,M,47,411,1054,FSR Investment -$14
583,B,5,583,1055,FSR Investment -$14
353,B,44,353,1056,FSR Investment -$14
10,A,14,10,1057,FSR Investment -$14
388,M,54,388,1058,GI Only
138,A,14,138,1059,FSR Investment -$14
304,F,4,304,1060,GI Only
28,A,3,28,1061,FSR Investment -$14
63,B,6,63,1062,FSR Investment -$14
7,A,14,7,1063,FSR Investment -$14
304,F,4,304,1064,GI Only
325,A,42,325,1065,FSR Investment -$14
143,B,13,143,1066,FSR Investment -$14
84,B,6,84,1067,FSR Investment -$14
92,A,9,92,1068,FSR Investment -$14
138,A,14,138,1069,FSR Investment -$14
18,A,2,18,1070,FSR Investment -$14
341,E,25,341,1071,GI Only
27,A,3,27,1072,FSR Investment -$14
81,B,5,81,1073,FSR Investment -$14
136,A,12,136,1074,FSR Investment -$14
149,A,12,149,1075,GI Only
32,A,3,32,1076,FSR Investment -$14
97,A,3,97,1077,FSR Investment -$14
74,B,5,74,1078,FSR Investment -$14
94,A,3,94,1079,GI Only
124,F,4,124,1080,FSR Investment -$14
93,A,3,93,1081,FSR Investment -$14
98,A,3,98,1082,GI Only
101,A,3,101,1083,GI Only
91,A,9,91,1084,GI Only
104,A,9,104,1085,FSR Investment -$14
90,A,9,90,1086,GI Only
107,A,9,107,1087,FSR Investment -$14
143,B,13,143,1088,FSR Investment -$14
119,A,2,119,1089,FSR Investment -$14
101,A,3,101,1090,GI Only
7,A,14,7,1091,FSR Investment -$14
246,E,21,246,1093,FSR Investment -$14
361,E,40,361,1094,GI Only
388,M,54,388,1095,GI Only
304,F,4,304,1096,FSR Investment -$14
309,F,26,309,1097,FSR Investment -$14
84,B,6,84,1098,FSR Investment -$14
409,B,44,409,1099,FSR Investment -$14
137,A,12,137,1100,FSR Investment -$14
8,A,14,8,1101,FSR Investment -$14
130,B,13,130,1102,FSR Investment -$14
59,B,6,59,1103,FSR Investment -$14
104,A,9,104,1104,FSR Investment -$14
326,A,42,326,1105,FSR Investment -$14
141,B,13,141,1106,FSR Investment -$14
134,B,13,134,1107,FSR Investment -$14
135,A,42,135,1108,FSR Investment -$14
135,A,42,135,1109,FSR Investment -$14
135,A,42,135,1110,FSR Investment -$14
21,A,2,21,1111,FSR Investment -$14
16,A,3,16,1112,FSR Investment -$14
258,E,41,258,1113,FSR Investment -$14
328,A,42,328,1114,FSR Investment -$14
147,A,12,147,1115,FSR Investment -$14
349,B,44,349,1116,FSR Investment -$14
51,B,5,51,1117,FSR Investment -$14
55,B,5,55,1118,FSR Investment -$14
105,A,9,105,1119,GI Only
360,E,40,360,1120,GI Only
21,A,2,21,1121,FSR Investment -$14
18,A,2,18,1122,FSR Investment -$14
35,A,2,35,1123,FSR Investment -$14
137,A,12,137,1124,FSR Investment -$14
278,E,25,278,1125,GI Only
506,B,6,506,1126,FSR Investment -$14
134,B,13,134,1128,FSR Investment -$14
82,B,5,82,1129,FSR Investment -$14
39,A,2,39,1130,FSR Investment -$14
304,F,4,304,1131,GI Only
298,F,26,298,1132,FSR Investment -$14
309,F,26,309,1133,GI Only
7,A,14,7,1134,FSR Investment -$14
38,F,4,38,1135,FSR Investment -$14
131,B,13,131,1136,FSR Investment -$14
60,B,6,60,1137,FSR Investment -$14
441,E,53,441,1138,FSR Investment -$14
259,E,41,259,1139,GI Only
259,E,41,259,1140,GI Only
249,E,25,249,1141,GI Only
243,E,25,243,1142,GI Only
30,A,3,30,1143,FSR Investment -$14
42,F,4,42,1144,GI Only
36,F,4,36,1146,GI Only
328,A,42,328,1147,FSR Investment -$14
349,B,44,349,1148,FSR Investment -$14
367,B,46,367,1149,GI Only
85,B,6,85,1150,FSR Investment -$14
362,E,40,362,1151,GI Only
426,M,52,426,1152,GI Only
32,A,3,32,1153,FSR Investment -$14
506,B,6,506,1154,GI Only
310,F,26,310,1155,FSR Investment -$14
306,F,4,306,1156,GI Only
243,E,25,243,1157,GI Only
2,A,14,2,1158,FSR Investment -$14
123,A,2,123,1159,FSR Investment -$14
243,E,25,243,1160,GI Only
339,E,40,339,1161,GI Only
580,E,25,580,1162,Increase to Market
125,B,13,125,1163,FSR Investment -$14
41,F,4,41,1164,FSR Investment -$14
256,E,41,256,1165,FSR Investment -$14
300,F,26,300,1166,FSR Investment -$14
435,E,53,435,1167,GI Only
141,B,13,141,1168,FSR Investment -$14
127,A,42,127,1169,FSR Investment -$14
256,E,41,256,1170,GI Only
115,A,9,115,1171,GI Only
98,A,3,98,1172,GI Only
98,A,3,98,1173,GI Only
14,A,14,14,1174,FSR Investment -$14
364,B,46,364,1175,GI Only
441,E,53,441,1176,FSR Investment -$14
340,E,40,340,1177,GI Only
50,B,5,50,1178,FSR Investment -$14
294,A,2,294,1179,GI Only
243,E,25,243,1180,GI Only
23,A,2,23,1181,FSR Investment -$14
94,A,3,94,1182,FSR Investment -$14
41,F,4,41,1183,FSR Investment -$14
20,A,2,20,1184,FSR Investment -$14
83,B,5,83,1185,FSR Investment -$14
60,B,6,60,1186,FSR Investment -$14
410,B,44,410,1187,FSR Investment -$14
339,E,40,339,1188,GI Only
258,E,41,258,1189,FSR Investment -$14
257,E,41,257,1190,GI Only
296,F,26,296,1191,FSR Investment -$14
141,B,13,141,1192,FSR Investment -$14
135,A,42,135,1193,FSR Investment -$14
122,A,2,122,1194,FSR Investment -$14
143,B,13,143,1195,FSR Investment -$14
131,B,13,131,1196,FSR Investment -$14
301,F,26,301,1197,FSR Investment -$14
506,B,6,506,1198,FSR Investment -$14
388,M,54,388,1199,GI Only
391,M,54,391,1200,GI Only
3,A,14,3,1201,FSR Investment -$14
438,E,53,438,1202,FSR Investment -$14
116,A,9,116,1203,FSR Investment -$14
66,B,13,66,1204,FSR Investment -$14
101,A,3,101,1205,GI Only
130,B,13,130,1206,FSR Investment -$14
15,A,14,15,1207,GI Only
305,F,4,305,1209,GI Only
260,E,41,260,1210,GI Only
270,E,25,270,1211,FSR Investment -$14
1,A,14,1,1212,FSR Investment -$14
104,A,9,104,1213,FSR Investment -$14
406,M,47,406,1214,FSR Investment -$14
120,A,2,120,1215,FSR Investment -$14
53,B,5,53,1216,FSR Investment -$14
294,A,2,294,1217,GI Only
366,B,46,366,1218,GI Only
101,A,3,101,1219,GI Only
90,A,9,90,1220,GI Only
409,B,44,409,1221,FSR Investment -$14
14,A,14,14,1222,FSR Investment -$14
97,A,3,97,1223,FSR Investment -$14
14,A,14,14,1224,FSR Investment -$14
101,A,3,101,1225,GI Only
149,A,12,149,1226,GI Only
30,A,3,30,1227,FSR Investment -$14
269,E,25,269,1228,GI Only
13,A,14,13,1229,FSR Investment -$14
364,B,46,364,1230,GI Only
379,M,54,379,1231,GI Only
81,B,5,81,1232,FSR Investment -$14
258,E,41,258,1233,FSR Investment -$14
257,E,41,257,1234,FSR Investment -$14
86,B,6,86,1235,FSR Investment -$14
302,F,26,302,1236,FSR Investment -$14
299,F,26,299,1237,FSR Investment -$14
310,F,26,310,1238,FSR Investment -$14
217,E,21,217,1239,GI Only
367,B,46,367,1240,GI Only
418,M,52,418,1241,GI Only
294,A,2,294,1242,GI Only
312,F,75,312,1243,FSR Investment -$14
35,A,2,35,1244,FSR Investment -$14
114,A,9,114,1245,FSR Investment -$14
258,E,41,258,1247,FSR Investment -$14
144,A,12,144,1248,GI Only
74,B,5,74,1249,FSR Investment -$14
380,M,54,380,1252,GI Only
82,B,5,82,1253,FSR Investment -$14
76,B,5,76,1254,FSR Investment -$14
309,F,26,309,1255,FSR Investment -$14
266,E,25,266,1256,GI Only
74,B,5,74,1257,FSR Investment -$14
258,E,41,258,1259,FSR Investment -$14
143,B,13,143,1260,FSR Investment -$14
310,F,26,310,1261,FSR Investment -$14
254,E,41,254,1263,FSR Investment -$14
222,E,21,222,1264,FSR Investment -$14
340,E,40,340,1265,GI Only
130,B,13,130,1266,FSR Investment -$14
441,E,53,441,1267,GI Only
300,F,26,300,1268,FSR Investment -$14
39,A,2,39,1270,FSR Investment -$14
138,A,14,138,1271,FSR Investment -$14
74,B,5,74,1272,FSR Investment -$14
389,M,54,389,1273,GI Only
441,E,53,441,1274,FSR Investment -$14
482,E,25,482,1275,FSR Investment -$14
444,E,53,444,1276,FSR Investment -$14
438,E,53,438,1277,FSR Investment -$14
59,B,6,59,1279,FSR Investment -$14
388,M,54,388,1280,GI Only
42,F,4,42,1281,FSR Investment -$14
407,M,47,407,1282,FSR Investment -$14
93,A,3,93,1283,FSR Investment -$14
16,A,3,16,1284,FSR Investment -$14
418,M,52,418,1285,GI Only
41,F,4,41,1286,FSR Investment -$14
296,F,26,296,1287,FSR Investment -$14
296,F,26,296,1288,FSR Investment -$14
221,E,21,221,1289,GI Only
304,F,4,304,1290,GI Only
367,B,46,367,1291,GI Only
312,F,75,312,1292,FSR Investment -$14
30,A,3,30,1293,FSR Investment -$14
247,E,21,247,1294,FSR Investment -$14
350,B,44,350,1295,FSR Investment -$14
569,B,6,569,1296,FSR Investment -$14
93,A,3,93,1297,FSR Investment -$14
302,F,26,302,1298,FSR Investment -$14
364,B,46,364,1299,GI Only
302,F,26,302,1300,FSR Investment -$14
312,F,75,312,1301,FSR Investment -$14
311,E,20,311,1302,FSR Investment -$14
81,B,5,81,1303,FSR Investment -$14
247,E,21,247,1304,FSR Investment -$14
441,E,53,441,1305,FSR Investment -$14
387,B,46,387,1306,FSR Investment -$14
262,E,25,262,1307,Increase to Market
380,M,54,380,1308,GI Only
312,F,75,312,1309,FSR Investment -$14
251,E,25,251,1310,FSR Investment -$14
16,A,3,16,1311,FSR Investment -$14
310,F,26,310,1312,FSR Investment -$14
77,B,6,77,1313,FSR Investment -$14
24,A,2,24,1314,FSR Investment -$14
381,M,54,381,1315,GI Only
439,E,53,439,1316,FSR Investment -$14
294,A,2,294,1317,GI Only
122,A,2,122,1318,FSR Investment -$14
122,A,2,122,1319,FSR Investment -$14
122,A,2,122,1320,FSR Investment -$14
299,F,26,299,1321,FSR Investment -$14
308,F,26,308,1322,FSR Investment -$14
278,E,25,278,1323,FSR Investment -$14
366,B,46,366,1324,GI Only
366,B,46,366,1325,GI Only
429,M,47,429,1326,FSR Investment -$14
243,E,25,243,1327,GI Only
364,B,46,364,1328,GI Only
247,E,21,247,1329,FSR Investment -$14
222,E,21,222,1330,GI Only
223,E,21,223,1331,GI Only
426,M,52,426,1332,GI Only
222,E,21,222,1333,FSR Investment -$14
372,B,46,372,1334,GI Only
315,F,75,315,1335,GI Only
311,E,20,311,1336,FSR Investment -$14
304,F,4,304,1337,GI Only
16,A,3,16,1338,FSR Investment -$14
41,F,4,41,1339,FSR Investment -$14
20,A,2,20,1340,FSR Investment -$14
254,E,41,254,1341,FSR Investment -$14
128,B,13,128,1342,FSR Investment -$14
315,F,75,315,1344,GI Only
314,F,75,314,1345,FSR Investment -$14
143,B,13,143,1346,FSR Investment -$14
87,B,6,87,1347,FSR Investment -$14
300,F,26,300,1348,FSR Investment -$14
109,A,9,109,1349,FSR Investment -$14
315,F,75,315,1350,FSR Investment -$14
317,E,20,317,1351,FSR Investment -$14
300,F,26,300,1352,FSR Investment -$14
128,B,13,128,1353,FSR Investment -$14
301,F,26,301,1354,FSR Investment -$14
302,F,26,302,1355,FSR Investment -$14
251,E,25,251,1356,FSR Investment -$14
387,B,46,387,1357,FSR Investment -$14
36,F,4,36,1358,GI Only
36,F,4,36,1359,GI Only
317,E,20,317,1360,FSR Investment -$14
426,M,52,426,1361,GI Only
15,A,14,15,1362,GI Only
21,A,2,21,1363,FSR Investment -$14
365,M,57,365,1364,GI Only
436,E,53,436,1365,GI Only
440,E,53,440,1366,FSR Investment -$14
32,A,3,32,1367,FSR Investment -$14
218,E,21,218,1368,FSR Investment -$14
364,B,46,364,1369,GI Only
365,M,57,365,1370,GI Only
580,E,25,580,1371,FSR Investment -$14
299,F,26,299,1372,FSR Investment -$14
24,A,2,24,1373,FSR Investment -$14
91,A,9,91,1374,GI Only
97,A,3,97,1375,FSR Investment -$14
152,E,41,152,1376,GI Only
270,E,25,270,1377,Increase to Market
247,E,21,247,1378,GI Only
301,F,26,301,1379,FSR Investment -$14
375,B,46,375,1380,Increase to Market
372,B,46,372,1381,GI Only
39,A,2,39,1382,FSR Investment -$14
29,F,4,29,1383,GI Only
389,M,54,389,1384,GI Only
305,F,4,305,1385,GI Only
262,E,25,262,1386,Increase to Market
108,A,9,108,1387,FSR Investment -$14
248,E,21,248,1388,FSR Investment -$14
414,M,52,414,1389,GI Only
111,A,9,111,1390,FSR Investment -$14
94,A,3,94,1391,GI Only
300,F,26,300,1392,FSR Investment -$14
413,M,52,413,1393,GI Only
435,E,53,435,1394,FSR Investment -$14
272,E,25,272,1395,FSR Investment -$14
441,E,53,441,1396,FSR Investment -$14
384,B,46,384,1397,FSR Investment -$14
108,A,9,108,1398,FSR Investment -$14
315,F,75,315,1399,FSR Investment -$14
21,A,2,21,1400,FSR Investment -$14
265,E,25,265,1401,GI Only
18,A,2,18,1403,FSR Investment -$14
269,E,25,269,1404,GI Only
61,B,6,61,1405,FSR Investment -$14
286,F,75,286,1406,GI Only
221,E,21,221,1407,GI Only
97,A,3,97,1408,FSR Investment -$14
65,B,6,65,1409,FSR Investment -$14
223,E,21,223,1410,GI Only
366,B,46,366,1411,GI Only
381,M,54,381,1412,GI Only
270,E,25,270,1413,Increase to Market
384,B,46,384,1414,FSR Investment -$14
421,M,52,421,1415,GI Only
207,E,19,207,1416,GI Only
364,B,46,364,1417,GI Only
341,E,25,341,1418,GI Only
248,E,21,248,1419,GI Only
264,E,25,264,1420,GI Only
278,E,25,278,1421,FSR Investment -$14
204,E,19,204,1422,FSR Investment -$14
203,E,19,203,1423,FSR Investment -$14
290,F,75,290,1424,GI Only
248,E,21,248,1425,FSR Investment -$14
259,E,41,259,1426,FSR Investment -$14
218,E,21,218,1427,GI Only
204,E,19,204,1428,FSR Investment -$14
213,E,19,213,1429,FSR Investment -$14
439,E,53,439,1430,GI Only
418,M,52,418,1431,GI Only
204,E,19,204,1432,FSR Investment -$14
222,E,21,222,1433,GI Only
391,M,54,391,1434,GI Only
413,M,52,413,1435,GI Only
107,A,9,107,1436,FSR Investment -$14
406,M,47,406,1437,FSR Investment -$14
405,B,46,405,1438,FSR Investment -$14
405,B,46,405,1439,GI Only
403,M,54,403,1440,GI Only
221,E,21,221,1441,GI Only
405,B,46,405,1442,GI Only
225,E,21,225,1443,GI Only
98,A,3,98,1444,GI Only
213,E,19,213,1445,GI Only
436,E,53,436,1446,Increase to Market
419,M,52,419,1447,Increase to Market
213,E,19,213,1448,FSR Investment -$14
439,E,53,439,1449,FSR Investment -$14
316,E,20,316,1450,FSR Investment -$14
275,E,25,275,1451,GI Only
309,F,26,309,1452,GI Only
440,E,53,440,1453,FSR Investment -$14
275,E,25,275,1454,GI Only
44,B,5,44,1455,FSR Investment -$14
381,M,54,381,1456,GI Only
381,M,54,381,1457,GI Only
120,A,2,120,1458,FSR Investment -$14
249,E,25,249,1459,FSR Investment -$14
429,M,47,429,1460,FSR Investment -$14
381,M,54,381,1461,GI Only
7,A,14,7,1462,FSR Investment -$14
221,E,21,221,1463,GI Only
305,F,4,305,1464,GI Only
314,F,75,314,1465,FSR Investment -$14
121,A,2,121,1466,FSR Investment -$14
121,A,2,121,1467,FSR Investment -$14
136,A,12,136,1468,FSR Investment -$14
120,A,2,120,1469,FSR Investment -$14
421,M,52,421,1470,GI Only
439,E,53,439,1471,FSR Investment -$14
423,M,52,423,1472,GI Only
421,M,52,421,1473,GI Only
365,M,57,365,1474,GI Only
418,M,52,418,1475,GI Only
243,E,25,243,1476,GI Only
317,E,20,317,1477,FSR Investment -$14
259,E,41,259,1478,FSR Investment -$14
238,E,19,238,1479,GI Only
239,E,21,239,1480,GI Only
13,A,14,13,1481,FSR Investment -$14
112,A,9,112,1482,FSR Investment -$14
430,M,47,430,1483,GI Only
382,M,47,382,1485,GI Only
314,F,75,314,1486,FSR Investment -$14
238,E,19,238,1487,GI Only
22,A,2,22,1488,FSR Investment -$14
269,E,25,269,1489,GI Only
263,E,53,263,1490,GI Only
413,M,52,413,1491,GI Only
376,M,54,376,1492,GI Only
14,A,14,14,1493,FSR Investment -$14
78,B,6,78,1494,FSR Investment -$14
223,E,21,223,1495,GI Only
415,M,52,415,1496,GI Only
266,E,25,266,1497,GI Only
298,F,26,298,1498,FSR Investment -$14
317,E,20,317,1499,FSR Investment -$14
430,M,47,430,1500,GI Only
112,A,9,112,1501,FSR Investment -$14
301,F,26,301,1502,FSR Investment -$14
221,E,21,221,1503,GI Only
221,E,21,221,1504,GI Only
258,E,41,258,1505,FSR Investment -$14
415,M,52,415,1506,GI Only
409,B,44,409,1507,FSR Investment -$14
382,M,47,382,1508,GI Only
415,M,52,415,1509,GI Only
225,E,21,225,1510,GI Only
553,A,9,553,1511,FSR Investment -$14
371,B,46,371,1512,GI Only
111,A,9,111,1513,FSR Investment -$14
340,E,40,340,1514,GI Only
442,E,53,442,1515,FSR Investment -$14
70,B,46,70,1516,FSR Investment -$14
108,A,9,108,1517,FSR Investment -$14
482,E,25,482,1518,FSR Investment -$14
218,E,21,218,1519,FSR Investment -$14
430,M,47,430,1520,GI Only
