Store Number,Tracking Number,Delivered date,Service type ,Reference ,Received by 
3163,427914852041,1/29/2025,FedEx Ground,F0595,RROSA
3474,427914852052,1/29/2025,FedEx Ground,F0595,MJOHN
3546,427914852074,1/29/2025,FedEx Ground,F0595,KDUL
5294,427914852188,1/29/2025,FedEx Ground,F0595,CCARMEN
986,427914852420,1/29/2025,FedEx Ground,F0595,TTATIANA
1705,427914853107,1/29/2025,FedEx Ground,F0595,RDYER
2210,427914853129,1/29/2025,FedEx Ground,F0595,HHHUDHA
2289,427914853130,1/29/2025,FedEx Ground,F0595,WWALMART
200,427914853184,1/29/2025,FedEx Ground,F0595,BBAST
237,427914853195,1/29/2025,FedEx Ground,F0595,JALVEY
246,427914853200,1/29/2025,FedEx Ground,F0595,AGREEN
254,427914853210,1/29/2025,FedEx Ground,F0595,TSHAY
294,427914853221,1/29/2025,FedEx Ground,F0595,SPIPER
304,427914853232,1/29/2025,FedEx Ground,F0595,DPITTS
396,427914853265,1/29/2025,FedEx Ground,F0595,DDUPREE
488,427914853276,1/29/2025,FedEx Ground,F0595,ZKELLY
569,427914853302,1/29/2025,FedEx Ground,F0595,STOMEY
672,427914853313,1/29/2025,FedEx Ground,F0595,JLORAH
711,427914853324,1/29/2025,FedEx Ground,F0595,JTURNER
879,427914853335,1/29/2025,FedEx Ground,F0595,TJENKINS
1136,427914853368,1/29/2025,FedEx Ground,F0595,MJOHNSON
1139,427914853379,1/29/2025,FedEx Ground,F0595,TERRI
1183,427914853390,1/29/2025,FedEx Ground,F0595,TGREEN
1226,427914853427,1/29/2025,FedEx Ground,F0595,ESTEVE
1244,427914853438,1/29/2025,FedEx Ground,F0595,DDF
1466,427914853449,1/29/2025,FedEx Ground,F0595,RRUTHERFERD
1639,427914853460,1/29/2025,FedEx Ground,F0595,TSMITH
1642,427914853471,1/29/2025,FedEx Ground,F0595,WSLAGHT
2214,427914853482,1/29/2025,FedEx Ground,F0595,DJACKSON
332,427914853622,1/29/2025,FedEx Ground,F0595,MJACKSON
409,427914853633,1/29/2025,FedEx Ground,F0595,TBARTON
415,427914853644,1/29/2025,FedEx Ground,F0595,MMORRIS
425,427914853655,1/29/2025,FedEx Ground,F0595,NSMITH
432,427914853666,1/29/2025,FedEx Ground,F0595,SBROWN
434,427914853677,1/29/2025,FedEx Ground,F0595,MTIFFANY
575,427914853703,1/29/2025,FedEx Ground,F0595,KKATEVA
582,427914853714,1/29/2025,FedEx Ground,F0595,RROBERTSON
594,427914853725,1/29/2025,FedEx Ground,F0595,DTHOMAS
605,427914853736,1/29/2025,FedEx Ground,F0595,YKELLER
708,427914853769,1/29/2025,FedEx Ground,F0595,TWILLIAMS
778,427914853806,1/29/2025,FedEx Ground,F0595,WDEBBIE
803,427914853828,1/29/2025,FedEx Ground,F0595,FLANDIS
843,427914853839,1/29/2025,FedEx Ground,F0595,MLANDEROS
956,427914853861,1/29/2025,FedEx Ground,F0595,GTOMPSON
960,427914853872,1/29/2025,FedEx Ground,F0595,DDCHAN
1006,427914853894,1/29/2025,FedEx Ground,F0595,SJONES
1018,427914853909,1/29/2025,FedEx Ground,F0595,ABREWER
1024,427914853910,1/29/2025,FedEx Ground,F0595,AANELLO
1061,427914853920,1/29/2025,FedEx Ground,F0595,RRHONDA
1068,427914853931,1/29/2025,FedEx Ground,F0595,BQUINLAN
1077,427914853942,1/29/2025,FedEx Ground,F0595,MGALE
1079,427914853953,1/29/2025,FedEx Ground,F0595,APAM
1158,427914853975,1/29/2025,FedEx Ground,F0595,LDUNSON
1174,427914854000,1/29/2025,FedEx Ground,F0595,SGREY
1407,427914854044,1/29/2025,FedEx Ground,F0595,ASNIDER
1425,427914854055,1/29/2025,FedEx Ground,F0595,CJONES
1539,427914854103,1/29/2025,FedEx Ground,F0595,JSPENCER
1570,427914854114,1/29/2025,FedEx Ground,F0595,WWALMART
1620,427914854136,1/29/2025,FedEx Ground,F0595,AWEAVER
1709,427914854169,1/29/2025,FedEx Ground,F0595,WWALMART
1713,427914854170,1/29/2025,FedEx Ground,F0595,RMARSH
1720,427914854180,1/29/2025,FedEx Ground,F0595,ASMITH
1733,427914854191,1/29/2025,FedEx Ground,F0595,MCLARK
1739,427914854206,1/29/2025,FedEx Ground,F0595,JWILSON
1759,427914854228,1/29/2025,FedEx Ground,F0595,RMARSHALL
1773,427914854239,1/29/2025,FedEx Ground,F0595,BKOREN
1790,427914854240,1/29/2025,FedEx Ground,F0595,TTORO
1883,427914854309,1/29/2025,FedEx Ground,F0595,GGRET
1895,427914854310,1/29/2025,FedEx Ground,F0595,JWHEYLAN
1990,427914854342,1/29/2025,FedEx Ground,F0595,BBRENDA
2361,427914854478,1/29/2025,FedEx Ground,F0595,KJOYNER
2420,427914854489,1/29/2025,FedEx Ground,F0595,SMASCETTA
2502,427914854526,1/29/2025,FedEx Ground,F0595,LCOFFMAN
2819,427914854607,1/29/2025,FedEx Ground,F0595,MPINKERTON
2866,427914854630,1/29/2025,FedEx Ground,F0595,SBOSAN
2867,427914854640,1/29/2025,FedEx Ground,F0595,SSANCHEZ
2934,427914854662,1/29/2025,FedEx Ground,F0595,ABLOCK
3223,427914854743,1/29/2025,FedEx Ground,F0595,TMARTIN
3422,427914854776,1/29/2025,FedEx Ground,F0595,JJESS
3501,427914854802,1/29/2025,FedEx Ground,F0595,DDEB
3538,427914854835,1/29/2025,FedEx Ground,F0595,AHUNGERMAN
3570,427914854846,1/29/2025,FedEx Ground,F0595,VVERONICA
3738,427914854868,1/29/2025,FedEx Ground,F0595,TMILLER
4144,427914854927,1/29/2025,FedEx Ground,F0595,LWRIGHT
4330,427914854949,1/29/2025,FedEx Ground,F0595,ARUSSELL
4439,427914854950,1/29/2025,FedEx Ground,F0595,PPOTTS
4556,427914854971,1/29/2025,FedEx Ground,F0595,WMART
5028,427914855018,1/29/2025,FedEx Ground,F0595,RRODAWALT
5030,427914855029,1/29/2025,FedEx Ground,F0595,JHUCK
5048,427914855030,1/29/2025,FedEx Ground,F0595,MMARY
5241,427914855062,1/29/2025,FedEx Ground,F0595,SHILL
5252,427914855073,1/29/2025,FedEx Ground,F0595,
5262,427914855095,1/29/2025,FedEx Ground,F0595,WMART
5280,427914855100,1/29/2025,FedEx Ground,F0595,JJAWED
5381,427914855110,1/29/2025,FedEx Ground,F0595,WWALMART
5797,427914855165,1/29/2025,FedEx Ground,F0595,ASMITH
7245,427914855198,1/29/2025,FedEx Ground,F0595,VMILLER
7247,427914855202,1/29/2025,FedEx Ground,F0595,AMCCANTS
1984,427914855647,1/29/2025,FedEx Ground,F0595,LGUISEPPE
298,427914855669,1/29/2025,FedEx Ground,F0595,SBROWN
403,427914855691,1/29/2025,FedEx Ground,F0595,SSHERRY
581,427914855728,1/29/2025,FedEx Ground,F0595,GSMITH
641,427914855740,1/29/2025,FedEx Ground,F0595,MMADK
681,427914855761,1/29/2025,FedEx Ground,F0595,LDAVIDSON
688,427914855772,1/29/2025,FedEx Ground,F0595,SSOLARBAMARNE
728,427914855783,1/29/2025,FedEx Ground,F0595,WWALMART
1004,427914855820,1/29/2025,FedEx Ground,F0595,LSLITZKER
1027,427914855831,1/29/2025,FedEx Ground,F0595,SWILLIAMS
1329,427914855864,1/29/2025,FedEx Ground,F0595,TMCGREW
1437,427914855875,1/29/2025,FedEx Ground,F0595,AMM
1540,427914855886,1/29/2025,FedEx Ground,F0595,GGARRETT
1551,427914855897,1/29/2025,FedEx Ground,F0595,AALEXANDRA
1923,427914855934,1/29/2025,FedEx Ground,F0595,BKO
1959,427914855945,1/29/2025,FedEx Ground,F0595,GGARRETT
2098,427914855978,1/29/2025,FedEx Ground,F0595,JJOHNSON
2426,427914856047,1/29/2025,FedEx Ground,F0595,BDEVORES
2544,427914856058,1/29/2025,FedEx Ground,F0595,LALDRICH
2567,427914856069,1/29/2025,FedEx Ground,F0595,AOLUSHOW
727,427914856140,1/29/2025,FedEx Ground,F0595,RRACHELLE
817,427914856172,1/29/2025,FedEx Ground,F0595,MMAYRA
830,427914856183,1/29/2025,FedEx Ground,F0595,TTERRA
891,427914856210,1/29/2025,FedEx Ground,F0595,RUTHIE
933,427914856220,1/29/2025,FedEx Ground,F0595,MDANECUS
1003,427914856264,1/29/2025,FedEx Ground,F0595,BGREG
1119,427914856297,1/29/2025,FedEx Ground,F0595,MMAKER
1151,427914856301,1/29/2025,FedEx Ground,F0595,XGARZA
1220,427914856356,1/29/2025,FedEx Ground,F0595,TTACHELLE
1378,427914856389,1/29/2025,FedEx Ground,F0595,JMCDANIEL
1489,427914856390,1/29/2025,FedEx Ground,F0595,VVERONICA
1531,427914856404,1/29/2025,FedEx Ground,F0595,YOLANS
1576,427914856415,1/29/2025,FedEx Ground,F0595,JSALINAE
1578,427914856426,1/29/2025,FedEx Ground,F0595,RICHARD
1586,427914856437,1/29/2025,FedEx Ground,F0595,LREGULUS
1596,427914856448,1/29/2025,FedEx Ground,F0595,CCHUCK
1635,427914856459,1/29/2025,FedEx Ground,F0595,WWALMART
1668,427914856460,1/29/2025,FedEx Ground,F0595,FDAY
1737,427914856470,1/29/2025,FedEx Ground,F0595,JWILLIAM
1814,427914856481,1/29/2025,FedEx Ground,F0595,MDAVE
1839,427914856492,1/29/2025,FedEx Ground,F0595,LLINDDA
1851,427914856507,1/29/2025,FedEx Ground,F0595,ATRINIDAD
1892,427914856518,1/29/2025,FedEx Ground,F0595,BROSALES
1898,427914856529,1/29/2025,FedEx Ground,F0595,JOROZCO
2081,427914856562,1/29/2025,FedEx Ground,F0595,JWILLIAMS
2154,427914856584,1/29/2025,FedEx Ground,F0595,SJARRELL
2584,427914856600,1/29/2025,FedEx Ground,F0595,AJOHNSON
2740,427914856632,1/29/2025,FedEx Ground,F0595,MMICHAEL
3067,427914856698,1/29/2025,FedEx Ground,F0595,JJOHNSON
3434,427914856780,1/29/2025,FedEx Ground,F0595,MHAMZA
3597,427914856816,1/29/2025,FedEx Ground,F0595,KKANDY
3611,427914856827,1/29/2025,FedEx Ground,F0595,LTILLLMON
3790,427914856849,1/29/2025,FedEx Ground,F0595,AARTHUR
3893,427914856850,1/29/2025,FedEx Ground,F0595,BBENN
4323,427914856860,1/29/2025,FedEx Ground,F0595,PTATE
4405,427914856882,1/29/2025,FedEx Ground,F0595,AHOLMES
4529,427914856893,1/29/2025,FedEx Ground,F0595,KKELLY
5060,427914856930,1/29/2025,FedEx Ground,F0595,MEELLEN
5326,427914856952,1/29/2025,FedEx Ground,F0595,RREEVE
5352,427914856963,1/29/2025,FedEx Ground,F0595,PPENA
5442,427914856985,1/29/2025,FedEx Ground,F0595,MPATEL
5486,427914856996,1/29/2025,FedEx Ground,F0595,DDANIELLE
6397,427914857054,1/29/2025,FedEx Ground,,MMARIA
1800,427914857514,1/29/2025,FedEx Ground,F0595,AARP
371,427914857709,1/29/2025,FedEx Ground,F0595,RRODRIGUEZ
7178,427914858760,1/29/2025,FedEx Ground,F0595,PGERDE
2143,427914844915,1/30/2025,FedEx Ground,F0595,JTOLES
2158,427914844937,1/30/2025,FedEx Ground,F0595,JJOE
2178,427914844948,1/30/2025,FedEx Ground,F0595,KELLI
2183,427914844959,1/30/2025,FedEx Ground,F0595,KCOOK
2329,427914844970,1/30/2025,FedEx Ground,F0595,DLHEUREUX
2370,427914844992,1/30/2025,FedEx Ground,F0595,MHALL
2629,427914845006,1/30/2025,FedEx Ground,F0595,MLETOUR
2682,427914845017,1/30/2025,FedEx Ground,F0595,MBRITTANY
2283,427914845028,1/30/2025,FedEx Ground,F0595,SSALEESZ
366,427914845381,1/30/2025,FedEx Ground,F0595,SMILSAPS
532,427914845510,1/30/2025,FedEx Ground,F0595,JALBERT
568,427914845554,1/30/2025,FedEx Ground,F0595,DCOLE
571,427914845565,1/30/2025,FedEx Ground,F0595,CHOWARD
715,427914845820,1/30/2025,FedEx Ground,F0595,BBB
1197,427914846470,1/30/2025,FedEx Ground,F0595,CRICKS
1382,427914846790,1/30/2025,FedEx Ground,F0595,DMARS
1426,427914846848,1/30/2025,FedEx Ground,F0595,RSTAMBAUGH
1763,427914847259,1/30/2025,FedEx Ground,F0595,KSPARKS
2684,427914847833,1/30/2025,FedEx Ground,F0595,DDIANA
2771,427914847947,1/30/2025,FedEx Ground,F0595,
618,427914848336,1/30/2025,FedEx Ground,F0595,EGRIFFIS
722,427914848380,1/30/2025,FedEx Ground,F0595,TTHOMPSON
1493,427914848895,1/30/2025,FedEx Ground,F0595,LJAMES
1969,427914849160,1/30/2025,FedEx Ground,F0595,BSELLS
2513,427914849343,1/30/2025,FedEx Ground,F0595,SSMITH
2753,427914849479,1/30/2025,FedEx Ground,F0595,MJEAN
5802,427914860326,1/30/2025,FedEx International Economy,F0595,V.VICTOR
3389,427914849711,1/30/2025,FedEx Ground,F0595,WMART
3461,427914849777,1/30/2025,FedEx Ground,F0595,BBETSY
3462,427914849788,1/30/2025,FedEx Ground,F0595,TGREENE
3471,427914849799,1/30/2025,FedEx Ground,F0595,LSMITH
3709,427914849847,1/30/2025,FedEx Ground,F0595,WWAKT
4558,427914850049,1/30/2025,FedEx Ground,F0595,TIVEY
5218,427914850255,1/30/2025,FedEx Ground,F0595,CCHESHBANE
5814,427914850483,1/30/2025,FedEx Ground,F0595,MMATTHEWS
707,427914850818,1/30/2025,FedEx Ground,F0595,LDAVIS
1891,427914851571,1/30/2025,FedEx Ground,F0595,HHD
2022,427914851582,1/30/2025,FedEx Ground,F0595,LROBINSON
2144,427914851593,1/30/2025,FedEx Ground,F0595,SBALDWIN
2267,427914851608,1/30/2025,FedEx Ground,F0595,DCAYER
2683,427914851619,1/30/2025,FedEx Ground,F0595,SLAF
2797,427914851620,1/30/2025,FedEx Ground,F0595,ELAFOND
2899,427914851630,1/30/2025,FedEx Ground,F0595,YBROWN
2901,427914851641,1/30/2025,FedEx Ground,F0595,LBRO
2965,427914851652,1/30/2025,FedEx Ground,F0595,SKREAMER
2898,427914852008,1/30/2025,FedEx Ground,F0595,AMARC
2130,427914853118,1/30/2025,FedEx Ground,F0595,DDUSSEAULT
2261,427914853140,1/30/2025,FedEx Ground,F0595,MMADONNA
2747,427914853151,1/30/2025,FedEx Ground,F0595,DVEGANT
1499,427914853450,1/30/2025,FedEx Ground,F0595,MLOPEZ
2792,427914853520,1/30/2025,FedEx Ground,F0595,NANTHONY
2690,427914854570,1/30/2025,FedEx Ground,F0595,MPALMER
2157,427914855658,1/30/2025,FedEx Ground,F0595,JJEFF
510,427914855717,1/30/2025,FedEx Ground,F0595,EER
2137,427914855989,1/30/2025,FedEx Ground,F0595,CBRYANT
518,427914856091,1/30/2025,FedEx Ground,F0595,
548,427914856117,1/30/2025,FedEx Ground,F0595,DOLIVER
1211,427914856334,1/30/2025,FedEx Ground,F0595,DHANNAH
1314,427914856367,1/30/2025,FedEx Ground,F0595,GMARTIN
3236,427914856724,1/30/2025,FedEx Ground,F0595,FFLORENTINO
3388,427914856757,1/30/2025,FedEx Ground,F0595,ALOVE
70,427914859860,1/30/2025,FedEx Ground,F0595,KKRISTEN
1161,427914846399,1/31/2025,FedEx Ground,F0595,MMOALRDOR
1714,427914847226,1/31/2025,FedEx Ground,F0595,RASH
2083,427914847465,1/31/2025,FedEx Ground,F0595,ATRINKA
2616,427914847785,1/31/2025,FedEx Ground,F0595,CAUSTIN
606,427914848314,1/31/2025,FedEx Ground,F0595,
1177,427914848726,1/31/2025,FedEx Ground,F0595,CCASEY
2600,427914849387,1/31/2025,FedEx Ground,F0595,KKYLE
2694,427914849424,1/31/2025,FedEx Ground,F0595,PPAUL
3573,427914856805,1/31/2025,FedEx Ground,F0595,DBISHOP
1691,427914859550,1/31/2025,FedEx Ground,F0595,AADKES
3443,427914859561,1/31/2025,FedEx Ground,F0595,VILIANO
4321,427914859572,1/31/2025,FedEx Ground,F0595,JJONI
1507,427914859583,1/31/2025,FedEx Ground,F0595,LHORNECKER
1,427914859594,1/31/2025,FedEx Ground,F0595,NCRUZE
4,427914859609,1/31/2025,FedEx Ground,F0595,TOM
54,427914859610,1/31/2025,FedEx Ground,F0595,CCAROL
359,427914859620,1/31/2025,FedEx Ground,F0595,BSLOAN
388,427914859631,1/31/2025,FedEx Ground,F0595,FFUNK
4108,427914859642,1/31/2025,FedEx Ground,F0595,SDUTTON
5260,427914859653,1/31/2025,FedEx Ground,F0595,JMELENDEZ
590,427914859664,1/31/2025,FedEx Ground,F0595,VBAKER
1117,427914859675,1/31/2025,FedEx Ground,F0595,DDESMOND
1455,427914859686,1/31/2025,FedEx Ground,F0595,DSTEWARD
2086,427914859697,1/31/2025,FedEx Ground,F0595,CSHARKEY
2105,427914859701,1/31/2025,FedEx Ground,F0595,MMARILYN
2427,427914859712,1/31/2025,FedEx Ground,F0595,JGENNA
2463,427914859723,1/31/2025,FedEx Ground,F0595,KGINGER
2834,427914859734,1/31/2025,FedEx Ground,F0595,MCHEMBLES
3044,427914859745,1/31/2025,FedEx Ground,F0595,TWILSON
3406,427914859756,1/31/2025,FedEx Ground,F0595,JJDJRJ
3482,427914859767,1/31/2025,FedEx Ground,F0595,AAMY
3773,427914859778,1/31/2025,FedEx Ground,F0595,XDARRELL
3777,427914859789,1/31/2025,FedEx Ground,F0595,KBECKNER
4165,427914859790,1/31/2025,FedEx Ground,F0595,ZSTEVEN
5764,427914859804,1/31/2025,FedEx Ground,F0595,CCYNDI
5823,427914859815,1/31/2025,FedEx Ground,F0595,AHOOD
43,427914859826,1/31/2025,FedEx Ground,F0595,BBRENDA
530,427914859837,1/31/2025,FedEx Ground,F0595,PPARKER
100,427914859848,1/31/2025,FedEx Ground,F0595,MMARYANNE
5261,427914859859,1/31/2025,FedEx Ground,F0595,MJEMENEZ
2883,427914859870,1/31/2025,FedEx Ground,F0595,APEARL
2918,427914859881,1/31/2025,FedEx Ground,F0595,BBECKY
5211,427914859892,1/31/2025,FedEx Ground,F0595,ASHULTTON
5311,427914859907,1/31/2025,FedEx Ground,F0595,DDEOANTE
3418,427914856779,,FedEx Ground,F0595,
