Store,Market,Region,BU,Final Tier,Details
5227,292,75,EAST BU,Tier 2 - GM Pause,
5228,282,75,EAST BU,Tier 2 - GM Pause,
5229,166,22,EAST BU,Tier 2 - GM Pause,
5231,452,56,WEST BU,Tier 2 - GM Pause,
5232,388,54,WEST BU,Tier 2 - GM Pause,
5233,403,54,WEST BU,Tier 1 - ISA On in Total Store,
5234,401,54,WEST BU,Tier 1 - ISA On in Total Store,
5235,403,54,WEST BU,Tier 1 - ISA On in Total Store,
5236,254,41,NORTH BU,Tier 2 - GM Pause,
5239,167,22,EAST BU,Tier 2 - GM Pause,
5240,190,17,EAST BU,Tier 2 - GM Pause,
5241,231,22,EAST BU,Tier 2 - GM Pause,
5242,191,17,EAST BU,Tier 2 - GM Pause,
5244,324,42,SOUTHEAST BU,Tier 2 - GM Pause,
5245,77,6,SOUTWEST BU,Tier 2 - GM Pause,
5246,65,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5247,479,5,SOUTWEST BU,Tier 2 - GM Pause,
5248,544,72,NHM BU,Tier 1 - ISA On in Total Store,
5250,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5251,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
5252,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
5253,289,75,EAST BU,Tier 2 - GM Pause,
5254,297,26,EAST BU,Tier 3 - Total Store ISA Pause,
5255,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5256,544,72,NHM BU,Tier 1 - ISA On in Total Store,
5257,510,61,NHM BU,Tier 1 - ISA On in Total Store,
5258,397,61,NHM BU,Tier 1 - ISA On in Total Store,
5259,397,61,NHM BU,Tier 1 - ISA On in Total Store,
5260,323,42,SOUTHEAST BU,Tier 2 - GM Pause,
5261,323,42,SOUTHEAST BU,Tier 2 - GM Pause,
5262,13,14,SOUTHEAST BU,Tier 2 - GM Pause,
5263,119,2,SOUTHEAST BU,Tier 2 - GM Pause,
5264,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5265,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5266,104,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5267,554,59,NHM BU,Tier 1 - ISA On in Total Store,
5269,397,61,NHM BU,Tier 1 - ISA On in Total Store,
5270,582,54,WEST BU,Tier 2 - GM Pause,
5272,472,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
5273,472,60,WEST BU,Tier 1 - ISA On in Total Store,
5274,470,60,WEST BU,Tier 2 - GM Pause,
5275,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
5276,269,25,NORTH BU,Tier 2 - GM Pause,
5278,154,16,EAST BU,Tier 2 - GM Pause,
5279,496,59,NHM BU,Tier 1 - ISA On in Total Store,
5280,201,19,NORTH BU,Tier 2 - GM Pause,
5281,175,17,EAST BU,Tier 2 - GM Pause,
5282,192,17,EAST BU,Tier 2 - GM Pause,
5285,215,20,NORTH BU,Tier 2 - GM Pause,
5286,533,64,NHM BU,Tier 1 - ISA On in Total Store,
5287,68,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5288,49,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5290,528,64,NHM BU,Tier 1 - ISA On in Total Store,
5291,497,59,NHM BU,Tier 1 - ISA On in Total Store,
5292,297,26,EAST BU,Tier 1 - ISA On in Total Store,
5293,172,17,EAST BU,Tier 2 - GM Pause,
5294,173,17,EAST BU,Tier 2 - GM Pause,
5295,172,17,EAST BU,Tier 2 - GM Pause,
5296,316,20,NORTH BU,Tier 2 - GM Pause,
5297,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5298,305,4,EAST BU,Tier 1 - ISA On in Total Store,
5299,89,9,SOUTHEAST BU,Tier 2 - GM Pause,
5300,116,9,SOUTHEAST BU,Tier 2 - GM Pause,
5301,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
5303,364,46,SOUTWEST BU,Tier 2 - GM Pause,
5304,9,61,NHM BU,Tier 1 - ISA On in Total Store,
5305,458,57,WEST BU,Tier 1 - ISA On in Total Store,
5306,397,61,NHM BU,Tier 1 - ISA On in Total Store,
5307,410,44,SOUTWEST BU,Tier 2 - GM Pause,Per RVP direction
5308,485,59,NHM BU,Tier 1 - ISA On in Total Store,
5309,213,19,NORTH BU,Tier 2 - GM Pause,
5310,541,64,NHM BU,Tier 1 - ISA On in Total Store,
5311,52,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5312,479,5,SOUTWEST BU,Tier 2 - GM Pause,
5313,339,40,NORTH BU,Tier 1 - ISA On in Total Store,
5314,533,64,NHM BU,Tier 1 - ISA On in Total Store,
5316,479,5,SOUTWEST BU,Tier 2 - GM Pause,
5317,82,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5319,317,20,NORTH BU,Tier 2 - GM Pause,
5320,298,26,EAST BU,Tier 2 - GM Pause,
5321,102,72,NHM BU,Tier 1 - ISA On in Total Store,
5323,533,64,NHM BU,Tier 1 - ISA On in Total Store,
5325,109,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5326,93,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5327,541,64,NHM BU,Tier 1 - ISA On in Total Store,
5328,541,64,NHM BU,Tier 1 - ISA On in Total Store,
5329,370,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5330,369,46,SOUTWEST BU,Tier 2 - GM Pause,
5331,368,46,SOUTWEST BU,Tier 2 - GM Pause,
5332,510,61,NHM BU,Tier 1 - ISA On in Total Store,
5334,376,47,WEST BU,Tier 2 - GM Pause,
5335,463,57,WEST BU,Tier 1 - ISA On in Total Store,
5336,507,64,NHM BU,Tier 1 - ISA On in Total Store,
5337,449,57,WEST BU,Tier 1 - ISA On in Total Store,
5338,459,57,WEST BU,Tier 1 - ISA On in Total Store,
5339,235,20,NORTH BU,Tier 1 - ISA On in Total Store,
5340,558,22,EAST BU,Tier 2 - GM Pause,
5341,379,47,WEST BU,Tier 2 - GM Pause,
5342,365,57,WEST BU,Tier 1 - ISA On in Total Store,
5343,291,75,EAST BU,Tier 1 - ISA On in Total Store,
5344,281,75,EAST BU,Tier 2 - GM Pause,
5345,508,75,EAST BU,Tier 2 - GM Pause,
5346,296,26,EAST BU,Tier 3 - Total Store ISA Pause,
5347,105,9,SOUTHEAST BU,Tier 2 - GM Pause,
5348,8,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5349,510,61,NHM BU,Tier 1 - ISA On in Total Store,
5350,403,54,WEST BU,Tier 2 - GM Pause,
5352,264,25,NORTH BU,Tier 2 - GM Pause,
5353,562,64,NHM BU,Tier 1 - ISA On in Total Store,
5355,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
5356,231,22,EAST BU,Tier 1 - ISA On in Total Store,
5358,234,22,EAST BU,Tier 2 - GM Pause,
5359,48,5,SOUTWEST BU,Tier 2 - GM Pause,
5360,228,17,EAST BU,Tier 1 - ISA On in Total Store,
5361,432,47,WEST BU,Tier 1 - ISA On in Total Store,
5363,16,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
5364,507,64,NHM BU,Tier 1 - ISA On in Total Store,
5365,96,72,NHM BU,Tier 1 - ISA On in Total Store,
5366,96,72,NHM BU,Tier 1 - ISA On in Total Store,
5367,496,59,NHM BU,Tier 1 - ISA On in Total Store,
5368,477,60,WEST BU,Tier 3 - Total Store ISA Pause,
5369,368,46,SOUTWEST BU,Tier 2 - GM Pause,
5370,379,47,WEST BU,Tier 1 - ISA On in Total Store,
5371,497,59,NHM BU,Tier 1 - ISA On in Total Store,
5372,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5373,438,53,NORTH BU,Tier 1 - ISA On in Total Store,
5374,239,21,NORTH BU,Tier 1 - ISA On in Total Store,
5376,204,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5378,497,59,NHM BU,Tier 1 - ISA On in Total Store,
5379,235,20,NORTH BU,Tier 2 - GM Pause,
5381,227,20,NORTH BU,Tier 1 - ISA On in Total Store,
5382,282,75,EAST BU,Tier 2 - GM Pause,
5383,497,59,NHM BU,Tier 1 - ISA On in Total Store,
5384,284,75,EAST BU,Tier 2 - GM Pause,
5385,207,19,NORTH BU,Tier 2 - GM Pause,
5386,200,19,NORTH BU,Tier 2 - GM Pause,
5387,209,20,NORTH BU,Tier 2 - GM Pause,
5388,61,6,SOUTWEST BU,Tier 2 - GM Pause,
5389,76,5,SOUTWEST BU,Tier 2 - GM Pause,
5390,23,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
5391,105,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5392,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
5393,509,59,NHM BU,Tier 1 - ISA On in Total Store,
5394,581,57,WEST BU,Tier 1 - ISA On in Total Store,
5396,478,60,WEST BU,Tier 2 - GM Pause,
5397,438,53,NORTH BU,Tier 2 - GM Pause,
5398,263,53,NORTH BU,Tier 2 - GM Pause,
5399,279,25,NORTH BU,Tier 2 - GM Pause,
5402,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
5403,246,21,NORTH BU,Tier 2 - GM Pause,
5404,238,19,NORTH BU,Tier 2 - GM Pause,
5408,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5409,223,21,NORTH BU,Tier 2 - GM Pause,
5410,215,20,NORTH BU,Tier 3 - Total Store ISA Pause,
5411,202,19,NORTH BU,Tier 2 - GM Pause,
5414,178,22,EAST BU,Tier 2 - GM Pause,
5416,50,5,SOUTWEST BU,Tier 2 - GM Pause,
5417,242,41,NORTH BU,Tier 2 - GM Pause,
5418,242,41,NORTH BU,Tier 2 - GM Pause,
5419,144,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5420,90,9,SOUTHEAST BU,Tier 2 - GM Pause,
5421,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5422,97,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
5423,397,61,NHM BU,Tier 1 - ISA On in Total Store,
5424,468,56,WEST BU,Tier 1 - ISA On in Total Store,
5425,461,57,WEST BU,Tier 1 - ISA On in Total Store,
5426,511,56,WEST BU,Tier 2 - GM Pause,
5427,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5428,372,46,SOUTWEST BU,Tier 2 - GM Pause,
5429,368,46,SOUTWEST BU,Tier 2 - GM Pause,
5430,384,46,SOUTWEST BU,Tier 2 - GM Pause,
5432,436,53,NORTH BU,Tier 2 - GM Pause,
5433,325,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5434,511,56,WEST BU,Tier 1 - ISA On in Total Store,
5435,451,56,WEST BU,Tier 2 - GM Pause,
5436,284,75,EAST BU,Tier 2 - GM Pause,
5438,444,53,NORTH BU,Tier 3 - Total Store ISA Pause,
5439,163,17,EAST BU,Tier 2 - GM Pause,
5440,477,60,WEST BU,Tier 3 - Total Store ISA Pause,
5441,411,47,WEST BU,Tier 2 - GM Pause,
5442,264,25,NORTH BU,Tier 2 - GM Pause,
5443,249,25,NORTH BU,Tier 1 - ISA On in Total Store,
5444,436,53,NORTH BU,Tier 2 - GM Pause,
5445,228,17,EAST BU,Tier 1 - ISA On in Total Store,
5446,235,20,NORTH BU,Tier 2 - GM Pause,
5447,176,17,EAST BU,Tier 1 - ISA On in Total Store,
5448,160,16,EAST BU,Tier 2 - GM Pause,
5449,62,6,SOUTWEST BU,Tier 2 - GM Pause,
5450,284,75,EAST BU,Tier 2 - GM Pause,
5451,102,72,NHM BU,Tier 1 - ISA On in Total Store,
5452,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5453,102,72,NHM BU,Tier 1 - ISA On in Total Store,
5455,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5458,388,54,WEST BU,Tier 1 - ISA On in Total Store,
5459,544,72,NHM BU,Tier 1 - ISA On in Total Store,
5460,78,6,SOUTWEST BU,Tier 2 - GM Pause,
5461,476,60,WEST BU,Tier 1 - ISA On in Total Store,
5462,476,60,WEST BU,Tier 2 - GM Pause,
5463,444,53,NORTH BU,Tier 1 - ISA On in Total Store,
5464,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5466,219,21,NORTH BU,Tier 2 - GM Pause,
5467,498,59,NHM BU,Tier 1 - ISA On in Total Store,
5469,234,22,EAST BU,Tier 2 - GM Pause,
5470,237,22,EAST BU,Tier 2 - GM Pause,
5471,213,19,NORTH BU,Tier 2 - GM Pause,
5472,202,19,NORTH BU,Tier 2 - GM Pause,
5476,165,22,EAST BU,Tier 2 - GM Pause,
5477,359,40,NORTH BU,Tier 2 - GM Pause,
5479,83,5,SOUTWEST BU,Tier 2 - GM Pause,
5480,83,5,SOUTWEST BU,Tier 2 - GM Pause,
5481,305,4,EAST BU,Tier 2 - GM Pause,
5482,21,2,SOUTHEAST BU,Tier 2 - GM Pause,
5483,249,25,NORTH BU,Tier 2 - GM Pause,
5485,268,25,NORTH BU,Tier 1 - ISA On in Total Store,
5486,266,25,NORTH BU,Tier 2 - GM Pause,
5487,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
5488,288,75,EAST BU,Tier 1 - ISA On in Total Store,
5489,310,26,EAST BU,Tier 2 - GM Pause,
5490,528,64,NHM BU,Tier 1 - ISA On in Total Store,
5491,385,46,SOUTWEST BU,Tier 2 - GM Pause,
5492,384,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5494,400,56,WEST BU,Tier 1 - ISA On in Total Store,
5495,166,22,EAST BU,Tier 2 - GM Pause,
5497,187,17,EAST BU,Tier 1 - ISA On in Total Store,
5498,187,17,EAST BU,Tier 2 - GM Pause,
5499,221,21,NORTH BU,Tier 2 - GM Pause,
5600,515,61,NHM BU,Tier 1 - ISA On in Total Store,
5601,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5602,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5603,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5604,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5605,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5606,552,61,NHM BU,Tier 1 - ISA On in Total Store,
5608,552,61,NHM BU,Tier 1 - ISA On in Total Store,
5609,552,61,NHM BU,Tier 1 - ISA On in Total Store,
5610,512,61,NHM BU,Tier 1 - ISA On in Total Store,
5611,512,61,NHM BU,Tier 1 - ISA On in Total Store,
5612,63,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5613,58,64,NHM BU,Tier 1 - ISA On in Total Store,
5614,58,64,NHM BU,Tier 1 - ISA On in Total Store,
5615,103,72,NHM BU,Tier 1 - ISA On in Total Store,
5616,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
5617,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
5622,102,72,NHM BU,Tier 1 - ISA On in Total Store,
5623,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5624,504,64,NHM BU,Tier 1 - ISA On in Total Store,
5625,422,52,WEST BU,Tier 1 - ISA On in Total Store,
5626,367,46,SOUTWEST BU,Tier 2 - GM Pause,
5627,550,61,NHM BU,Tier 1 - ISA On in Total Store,
5628,471,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
5629,457,56,WEST BU,Tier 1 - ISA On in Total Store,
5632,449,57,WEST BU,Tier 1 - ISA On in Total Store,
5633,512,61,NHM BU,Tier 1 - ISA On in Total Store,
5634,512,61,NHM BU,Tier 1 - ISA On in Total Store,
5635,512,61,NHM BU,Tier 1 - ISA On in Total Store,
5637,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5638,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5640,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5641,464,57,WEST BU,Tier 1 - ISA On in Total Store,
5643,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5644,466,57,WEST BU,Tier 2 - GM Pause,
5645,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5646,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5649,170,22,EAST BU,Tier 2 - GM Pause,
5653,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5654,548,72,NHM BU,Tier 1 - ISA On in Total Store,
5657,504,64,NHM BU,Tier 1 - ISA On in Total Store,
5658,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5659,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5661,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5663,515,61,NHM BU,Tier 1 - ISA On in Total Store,
5664,481,61,NHM BU,Tier 1 - ISA On in Total Store,
5667,435,53,NORTH BU,Tier 1 - ISA On in Total Store,
5668,435,53,NORTH BU,Tier 1 - ISA On in Total Store,
5669,435,53,NORTH BU,Tier 3 - Total Store ISA Pause,
5670,548,72,NHM BU,Tier 1 - ISA On in Total Store,
5671,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5672,51,5,SOUTWEST BU,Tier 2 - GM Pause,
5673,51,5,SOUTWEST BU,Tier 2 - GM Pause,
5675,526,64,NHM BU,Tier 1 - ISA On in Total Store,
5676,380,47,WEST BU,Tier 1 - ISA On in Total Store,
5678,550,61,NHM BU,Tier 1 - ISA On in Total Store,
5683,552,61,NHM BU,Tier 1 - ISA On in Total Store,
5684,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5686,448,57,WEST BU,Tier 1 - ISA On in Total Store,
5689,515,61,NHM BU,Tier 1 - ISA On in Total Store,
5691,515,61,NHM BU,Tier 1 - ISA On in Total Store,
5692,538,72,NHM BU,Tier 1 - ISA On in Total Store,
5693,538,72,NHM BU,Tier 1 - ISA On in Total Store,
5695,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5697,495,59,NHM BU,Tier 1 - ISA On in Total Store,
5700,542,64,NHM BU,Tier 1 - ISA On in Total Store,
5701,449,57,WEST BU,Tier 1 - ISA On in Total Store,
5702,561,64,NHM BU,Tier 1 - ISA On in Total Store,
5703,137,12,SOUTHEAST BU,Tier 2 - GM Pause,
5704,488,72,NHM BU,Tier 1 - ISA On in Total Store,
5705,37,4,EAST BU,Tier 2 - GM Pause,
5706,324,42,SOUTHEAST BU,Tier 2 - GM Pause,
5707,52,5,SOUTWEST BU,Tier 2 - GM Pause,
5709,19,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
5710,450,56,WEST BU,Tier 1 - ISA On in Total Store,
5713,88,46,SOUTWEST BU,Tier 2 - GM Pause,
5715,58,64,NHM BU,Tier 1 - ISA On in Total Store,
5716,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5717,505,46,SOUTWEST BU,Tier 2 - GM Pause,
5719,103,72,NHM BU,Tier 1 - ISA On in Total Store,
5722,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5725,9,61,NHM BU,Tier 1 - ISA On in Total Store,
5726,526,64,NHM BU,Tier 1 - ISA On in Total Store,
5727,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5728,254,41,NORTH BU,Tier 2 - GM Pause,
5731,291,75,EAST BU,Tier 1 - ISA On in Total Store,
5732,190,17,EAST BU,Tier 2 - GM Pause,
5734,498,59,NHM BU,Tier 1 - ISA On in Total Store,
5735,30,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5737,537,72,NHM BU,Tier 1 - ISA On in Total Store,
5738,534,72,NHM BU,Tier 1 - ISA On in Total Store,
5740,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5741,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5743,299,26,EAST BU,Tier 2 - GM Pause,
5744,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5745,305,4,EAST BU,Tier 2 - GM Pause,
5747,306,4,EAST BU,Tier 1 - ISA On in Total Store,
5748,414,52,WEST BU,Tier 1 - ISA On in Total Store,
5751,451,56,WEST BU,Tier 1 - ISA On in Total Store,
5752,577,17,EAST BU,Tier 2 - GM Pause,
5753,283,75,EAST BU,Tier 2 - GM Pause,
5754,502,59,NHM BU,Tier 1 - ISA On in Total Store,
5755,502,59,NHM BU,Tier 1 - ISA On in Total Store,
5758,488,72,NHM BU,Tier 1 - ISA On in Total Store,
5759,488,72,NHM BU,Tier 1 - ISA On in Total Store,
5760,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5761,197,19,NORTH BU,Tier 1 - ISA On in Total Store,
5763,403,54,WEST BU,Tier 1 - ISA On in Total Store,
5764,479,5,SOUTWEST BU,Tier 2 - GM Pause,
5766,451,56,WEST BU,Tier 1 - ISA On in Total Store,
5767,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5768,371,46,SOUTWEST BU,Tier 2 - GM Pause,
5769,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5771,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5772,104,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5773,541,64,NHM BU,Tier 1 - ISA On in Total Store,
5774,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5776,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5777,162,17,EAST BU,Tier 1 - ISA On in Total Store,
5779,291,75,EAST BU,Tier 1 - ISA On in Total Store,
5780,492,72,NHM BU,Tier 1 - ISA On in Total Store,
5781,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
5782,526,64,NHM BU,Tier 1 - ISA On in Total Store,
5786,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
5787,310,26,EAST BU,Tier 2 - GM Pause,
5789,537,72,NHM BU,Tier 1 - ISA On in Total Store,
5790,537,72,NHM BU,Tier 1 - ISA On in Total Store,
5791,538,72,NHM BU,Tier 1 - ISA On in Total Store,
5793,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
5795,233,22,EAST BU,Tier 2 - GM Pause,
5797,27,3,SOUTHEAST BU,Tier 2 - GM Pause,
5799,367,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5802,801,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
5803,801,29,SHOUTHEAST BU,Tier 1 - ISA On in Total Store,
5804,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5805,533,64,NHM BU,Tier 1 - ISA On in Total Store,
5806,412,52,WEST BU,Tier 3 - Total Store ISA Pause,Re-evaluate each week and progressively move forward
5807,465,57,WEST BU,Tier 1 - ISA On in Total Store,
5808,569,6,SOUTWEST BU,Tier 2 - GM Pause,
5809,80,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5810,49,5,SOUTWEST BU,Tier 2 - GM Pause,
5812,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
5813,554,59,NHM BU,Tier 1 - ISA On in Total Store,
5814,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
5815,554,59,NHM BU,Tier 1 - ISA On in Total Store,
5816,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5817,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5818,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5819,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5820,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5823,583,5,SOUTWEST BU,Tier 2 - GM Pause,
5824,561,64,NHM BU,Tier 1 - ISA On in Total Store,
5826,102,72,NHM BU,Tier 1 - ISA On in Total Store,
5828,490,61,NHM BU,Tier 1 - ISA On in Total Store,
5829,509,59,NHM BU,Tier 1 - ISA On in Total Store,
5831,548,72,NHM BU,Tier 1 - ISA On in Total Store,
5832,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5835,370,46,SOUTWEST BU,Tier 2 - GM Pause,
5837,534,72,NHM BU,Tier 1 - ISA On in Total Store,
5839,468,56,WEST BU,Tier 2 - GM Pause,
5840,507,64,NHM BU,Tier 1 - ISA On in Total Store,
5841,399,56,WEST BU,Tier 1 - ISA On in Total Store,
5842,197,19,NORTH BU,Tier 2 - GM Pause,
5843,511,56,WEST BU,Tier 1 - ISA On in Total Store,
5844,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5845,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
5846,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5847,290,75,EAST BU,Tier 2 - GM Pause,
5848,454,56,WEST BU,Tier 1 - ISA On in Total Store,
5851,301,26,EAST BU,Tier 3 - Total Store ISA Pause,
5853,467,60,WEST BU,Tier 2 - GM Pause,
5854,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5855,491,61,NHM BU,Tier 1 - ISA On in Total Store,
5857,219,21,NORTH BU,Tier 1 - ISA On in Total Store,
5858,367,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5859,581,57,WEST BU,Tier 1 - ISA On in Total Store,
5861,467,60,WEST BU,Tier 2 - GM Pause,
5863,533,64,NHM BU,Tier 1 - ISA On in Total Store,
5864,392,56,WEST BU,Tier 2 - GM Pause,
5866,56,5,SOUTWEST BU,Tier 2 - GM Pause,
5867,176,17,EAST BU,Tier 1 - ISA On in Total Store,
5869,475,60,WEST BU,Tier 2 - GM Pause,
5871,91,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5872,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
5874,465,57,WEST BU,Tier 1 - ISA On in Total Store,
5875,559,72,NHM BU,Tier 1 - ISA On in Total Store,
5876,548,72,NHM BU,Tier 1 - ISA On in Total Store,
5879,306,4,EAST BU,Tier 2 - GM Pause,
5880,292,75,EAST BU,Tier 1 - ISA On in Total Store,
5881,167,22,EAST BU,Tier 2 - GM Pause,
5882,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5883,474,60,WEST BU,Tier 2 - GM Pause,
5884,451,56,WEST BU,Tier 1 - ISA On in Total Store,
5886,459,57,WEST BU,Tier 1 - ISA On in Total Store,
5888,234,22,EAST BU,Tier 2 - GM Pause,
5889,53,5,SOUTWEST BU,Tier 2 - GM Pause,
5890,450,56,WEST BU,Tier 2 - GM Pause,
5891,166,22,EAST BU,Tier 2 - GM Pause,
5893,203,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5894,91,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5898,78,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5899,476,60,WEST BU,Tier 2 - GM Pause,
5903,546,72,NHM BU,Tier 1 - ISA On in Total Store,
5907,546,72,NHM BU,Tier 1 - ISA On in Total Store,
5908,498,59,NHM BU,Tier 1 - ISA On in Total Store,
5911,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5912,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5922,289,75,EAST BU,Tier 2 - GM Pause,
5923,496,59,NHM BU,Tier 1 - ISA On in Total Store,
5925,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5927,340,40,NORTH BU,Tier 3 - Total Store ISA Pause,
5929,476,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
5930,464,57,WEST BU,Tier 1 - ISA On in Total Store,
5932,109,9,SOUTHEAST BU,Tier 2 - GM Pause,
5935,477,60,WEST BU,Tier 3 - Total Store ISA Pause,
5936,283,75,EAST BU,Tier 1 - ISA On in Total Store,
5938,458,57,WEST BU,Tier 1 - ISA On in Total Store,
5939,514,60,WEST BU,Tier 3 - Total Store ISA Pause,
5941,283,75,EAST BU,Tier 2 - GM Pause,
5944,558,22,EAST BU,Tier 2 - GM Pause,
5945,103,72,NHM BU,Tier 1 - ISA On in Total Store,
5947,505,46,SOUTWEST BU,Tier 2 - GM Pause,
5954,484,57,WEST BU,Tier 1 - ISA On in Total Store,
5956,581,57,WEST BU,Tier 1 - ISA On in Total Store,
5957,585,47,WEST BU,Tier 2 - GM Pause,
