Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
5150,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,76.50%,85.10%,19.7,69.00%,80.60%,78.20%,78.20%
201,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.00%,88.60%,19,83.50%,81.70%,90.00%,80.80%
328,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202350,88.90%,91.60%,10.6,90.20%,94.00%,85.30%,86.20%
1071,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202350,84.30%,87.70%,18.6,78.20%,88.70%,85.00%,84.70%
1407,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202350,88.60%,82.20%,12.5,85.80%,91.10%,89.70%,88.20%
3571,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202350,86.30%,88.20%,17.9,92.90%,92.40%,93.20%,68.40%
2124,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,72.60%,70.50%,22.5,72.50%,68.00%,72.60%,76.80%
3783,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,61.00%,68.60%,31.6,62.70%,67.70%,68.00%,48.00%
5104,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202350,77.30%,81.10%,20.5,61.90%,72.00%,87.10%,84.90%
5409,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,87.20%,89.70%,15.8,85.70%,90.60%,83.20%,88.70%
1510,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202350,77.50%,76.80%,20.1,74.50%,86.10%,94.00%,62.40%
1521,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,84.30%,91.70%,18.5,93.70%,89.20%,93.90%,59.50%
2250,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202350,87.80%,92.00%,19.4,90.40%,91.20%,95.20%,76.80%
3749,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,82.00%,75.60%,17,86.40%,80.50%,81.00%,80.20%
4609,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202350,90.20%,90.90%,15.4,97.10%,96.30%,91.90%,76.20%
702,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,74.50%,81.70%,22.3,57.20%,80.40%,90.30%,74.50%
1140,,Scheduled Delivery Standard,7,Active Monitoring,Degrading,Store Focus,202350,84.40%,86.20%,17,80.40%,91.60%,90.20%,77.00%
3894,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,71.90%,68.70%,19.7,64.30%,75.70%,67.20%,78.60%
1728,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,79.90%,82.70%,25,81.10%,89.60%,79.60%,69.20%
1294,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,84.60%,84.00%,18.6,76.50%,92.00%,85.10%,85.30%
1566,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,82.70%,88.70%,11.9,78.30%,82.90%,87.60%,82.90%
4231,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,87.50%,78.20%,15.5,90.70%,89.40%,85.80%,83.40%
1595,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.20%,81.30%,14.8,92.00%,92.20%,91.50%,82.20%
1427,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,85.60%,78.50%,12,84.30%,82.70%,89.40%,87.00%
1564,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,70.80%,85.60%,17.9,70.60%,69.90%,75.80%,68.20%
2400,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,82.60%,75.30%,14.3,84.70%,91.70%,89.90%,62.00%
2605,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,82.20%,76.80%,12.9,89.90%,87.90%,88.00%,62.40%
2098,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202350,89.30%,89.20%,16.2,87.00%,92.60%,95.60%,82.80%
2726,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202350,77.80%,78.70%,17.5,67.70%,90.70%,90.60%,60.30%
3447,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,77.90%,78.30%,18.5,72.40%,81.00%,86.30%,73.70%
5466,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,78.40%,67.30%,18.8,72.00%,84.00%,93.90%,64.60%
3206,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,78.50%,73.40%,16.4,85.70%,82.30%,69.20%,74.20%
1490,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,87.70%,89.80%,11.5,76.10%,95.50%,90.80%,88.70%
1955,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,89.60%,84.40%,15.6,84.20%,90.80%,91.40%,90.90%
5398,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,86.00%,88.90%,18.4,75.30%,84.90%,92.20%,90.30%
1020,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,86.80%,86.90%,11.6,84.10%,92.40%,87.20%,82.80%
1305,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,80.00%,77.00%,13.4,59.70%,91.40%,92.10%,75.70%
1515,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,85.20%,89.00%,10.6,82.90%,88.50%,86.60%,82.50%
2668,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,90.80%,91.10%,13.1,90.00%,93.60%,92.00%,87.00%
2452,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202350,80.00%,89.60%,22.3,69.30%,81.10%,92.30%,75.70%
2658,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,91.50%,92.40%,10.9,86.80%,94.40%,95.90%,88.40%
6394,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,89.10%,94.60%,13.8,87.90%,86.70%,92.40%,89.60%
1202,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,89.50%,77.20%,14.5,94.70%,90.40%,90.40%,84.40%
1669,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,81.40%,65.80%,12.9,87.60%,86.10%,80.20%,73.00%
5127,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,86.30%,81.50%,12.2,89.40%,92.00%,89.10%,75.70%
1449,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.40%,88.30%,13.3,93.70%,91.40%,93.20%,87.70%
1908,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202350,87.00%,83.00%,15,90.80%,88.40%,83.70%,85.40%
853,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,78.10%,80.90%,17.4,84.70%,87.20%,68.70%,67.30%
991,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,91.50%,94.50%,12.5,90.80%,94.70%,90.30%,89.80%
1212,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,89.80%,89.50%,11.2,91.50%,91.60%,88.90%,86.80%
483,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,72.80%,82.20%,20,87.70%,72.50%,70.40%,64.00%
930,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202350,88.70%,89.80%,11.5,92.10%,91.40%,87.30%,84.60%
938,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202350,89.50%,91.20%,13.2,93.60%,94.00%,96.10%,74.20%
5348,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,81.60%,84.20%,18.8,88.10%,91.60%,88.90%,53.30%
1229,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,77.90%,86.20%,19.6,89.90%,87.50%,67.00%,62.60%
1481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,74.70%,88.20%,23.2,80.10%,90.50%,70.70%,52.80%
2111,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,84.70%,91.70%,16.9,76.00%,92.80%,90.00%,81.70%
4497,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,70.60%,81.60%,22.4,67.40%,88.40%,68.80%,54.10%
4504,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,64.90%,67.10%,22.4,71.10%,37.50%,69.40%,79.90%
990,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202350,91.60%,90.30%,16.1,92.50%,90.70%,95.80%,87.20%
1222,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,76.30%,71.90%,21.8,60.90%,78.00%,85.60%,81.40%
1224,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,74.90%,68.70%,22.8,78.70%,79.30%,74.40%,67.10%
919,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,82.70%,87.00%,18.9,85.20%,94.40%,78.30%,77.80%
5845,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.00%,88.30%,20.4,72.70%,88.20%,85.20%,89.10%
1077,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,87.70%,88.40%,11.4,83.50%,90.90%,90.40%,86.40%
1223,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202350,77.60%,71.30%,13.4,95.50%,82.80%,83.60%,53.20%
4520,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,77.40%,67.30%,16.5,72.40%,90.50%,80.90%,63.50%
562,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,89.50%,86.60%,14.8,89.10%,95.50%,87.20%,85.20%
1711,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,84.90%,91.00%,17.1,83.00%,92.20%,93.30%,72.50%
301,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,85.70%,85.80%,17.5,89.10%,93.00%,88.10%,66.90%
1201,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,79.20%,89.20%,17.9,79.20%,80.10%,88.80%,66.20%
2713,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,77.40%,85.80%,21,76.50%,85.40%,75.60%,71.00%
355,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202350,92.10%,92.20%,11.6,94.90%,96.90%,95.90%,82.00%
432,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,67.10%,61.70%,16,58.70%,75.70%,66.70%,67.90%
730,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,82.20%,77.00%,14.7,82.30%,84.60%,86.90%,76.00%
494,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,84.30%,86.80%,15.9,87.40%,83.70%,89.20%,77.50%
614,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,80.70%,83.30%,14.4,86.10%,86.40%,74.70%,74.40%
1284,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202350,86.30%,88.50%,20,83.10%,91.40%,90.00%,81.40%
1311,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,79.50%,81.10%,14.7,90.40%,90.00%,74.10%,61.70%
3461,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,87.30%,83.40%,13.1,94.80%,92.60%,89.40%,71.80%
4200,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,78.00%,84.10%,18.9,75.00%,88.00%,84.50%,57.60%
988,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202350,86.90%,89.90%,16.9,94.00%,90.60%,95.70%,67.30%
3372,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,92.90%,96.60%,13.5,96.60%,93.80%,92.20%,89.80%
5218,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,86.00%,86.50%,19.2,91.50%,92.40%,74.00%,83.30%
1960,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,91.20%,95.00%,15.4,94.50%,95.10%,94.90%,81.20%
4681,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,89.50%,94.50%,17.4,95.00%,93.60%,93.20%,76.60%
718,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.00%,88.50%,14.4,98.10%,95.70%,87.70%,79.70%
3463,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,93.10%,91.30%,11.8,98.70%,98.00%,95.90%,79.20%
3161,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,92.30%,87.20%,6.2,96.00%,90.90%,96.40%,89.50%
686,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,75.20%,68.00%,16.5,74.40%,83.70%,73.00%,69.40%
705,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,89.30%,91.10%,16.4,90.80%,93.70%,94.80%,78.00%
800,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,92.00%,93.60%,12.6,97.10%,95.20%,96.80%,79.80%
942,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202350,89.10%,85.40%,15.3,97.80%,87.40%,95.30%,77.90%
4262,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,91.90%,92.80%,12.5,93.20%,95.10%,93.00%,86.10%
857,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202350,86.00%,81.20%,15.1,92.30%,84.70%,84.60%,81.90%
1182,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,87.00%,84.80%,20.4,93.40%,91.80%,88.70%,77.40%
588,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,86.50%,95.70%,18.7,92.10%,94.20%,84.00%,75.30%
889,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,84.70%,86.60%,14.7,87.40%,92.80%,95.80%,59.70%
952,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,64.90%,63.70%,19.7,43.20%,80.00%,79.30%,57.10%
1072,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202350,91.60%,88.90%,13.5,90.40%,97.20%,95.20%,83.70%
5797,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,86.40%,91.90%,12.1,77.60%,92.30%,90.20%,87.10%
864,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.00%,82.90%,11.8,98.40%,96.70%,96.50%,66.20%
2630,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.80%,75.60%,12.4,84.80%,84.30%,86.80%,71.50%
1081,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,54.70%,61.10%,39.3,51.00%,60.20%,70.70%,37.70%
5326,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202350,68.60%,76.70%,23.1,69.20%,80.20%,77.00%,49.50%
1219,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,91.60%,91.80%,12.9,97.30%,96.40%,95.20%,77.80%
1225,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,87.60%,86.50%,14.7,89.00%,90.70%,87.70%,83.10%
1606,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,89.90%,89.40%,14.9,89.40%,95.50%,92.10%,82.90%
3659,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,81.50%,86.00%,19.4,84.20%,73.70%,85.20%,84.10%
3835,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,86.00%,89.60%,16.4,76.00%,96.50%,91.60%,80.70%
1469,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,87.10%,80.20%,14.3,91.90%,95.40%,92.60%,66.30%
5173,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,88.10%,82.70%,15.4,92.20%,91.30%,89.90%,79.30%
741,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,85.60%,85.20%,16.4,88.20%,83.80%,85.20%,85.00%
1466,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,89.70%,88.00%,11.1,92.60%,88.90%,86.10%,90.90%
1194,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,86.50%,90.10%,17.5,90.90%,85.80%,91.70%,78.00%
1318,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202350,70.30%,81.80%,20.1,67.60%,75.00%,86.80%,52.40%
1320,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,86.70%,89.80%,19.1,93.40%,92.40%,76.90%,81.50%
2310,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,74.30%,65.50%,16.5,72.60%,74.20%,75.40%,75.30%
690,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,92.10%,92.50%,12.9,91.50%,95.70%,88.70%,91.70%
1080,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.60%,90.30%,14.4,88.80%,87.70%,91.10%,83.20%
3635,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.40%,70.10%,13.4,83.80%,81.30%,76.80%,82.90%
182,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,76.70%,77.10%,19.6,69.50%,84.50%,83.90%,71.00%
1074,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,82.10%,77.10%,17.1,80.10%,90.00%,79.20%,78.50%
175,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,78.40%,72.40%,17.3,72.00%,83.60%,85.80%,71.80%
848,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,85.10%,83.90%,14.1,79.80%,89.00%,87.90%,83.70%
5196,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,80.10%,90.20%,23.3,72.40%,85.70%,86.90%,76.40%
5419,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,91.90%,95.50%,13.7,91.60%,94.60%,95.00%,86.70%
93,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,78.40%,82.10%,15.3,73.20%,85.20%,71.90%,82.00%
94,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,89.40%,82.80%,14.4,93.60%,89.90%,91.70%,82.70%
950,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,88.40%,93.20%,14.2,82.50%,89.70%,91.60%,89.30%
1561,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,67.00%,84.30%,28.4,58.40%,82.10%,77.30%,53.10%
2322,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202350,82.80%,75.50%,15.3,83.60%,76.60%,85.60%,85.40%
120,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,87.40%,86.60%,13.2,87.40%,88.50%,84.80%,88.60%
335,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,84.30%,87.60%,19,84.60%,85.80%,91.40%,74.50%
410,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.60%,89.30%,14.2,90.90%,86.90%,95.20%,86.50%
393,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,91.30%,95.90%,10.4,96.90%,95.90%,85.00%,86.50%
45,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,87.70%,90.10%,13.5,83.60%,94.10%,91.50%,82.20%
128,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,89.60%,83.90%,13.7,80.20%,96.70%,91.60%,90.70%
332,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,83.40%,76.00%,13.8,79.30%,87.90%,86.10%,80.30%
5197,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,82.90%,74.40%,16.2,79.20%,86.80%,88.00%,78.60%
264,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,85.10%,81.00%,10.7,89.40%,80.40%,84.90%,85.50%
4435,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202350,85.80%,88.70%,13.8,87.60%,90.50%,87.70%,75.10%
308,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,88.20%,83.20%,15.6,87.80%,89.10%,93.20%,82.90%
671,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,93.50%,85.90%,11.2,94.50%,94.80%,96.50%,88.50%
272,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202350,89.80%,92.70%,12.8,91.20%,92.60%,94.30%,81.70%
659,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,71.30%,75.20%,20.8,74.70%,81.50%,72.20%,42.90%
688,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,90.60%,84.50%,16.6,94.20%,91.30%,90.50%,86.60%
710,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,78.80%,85.60%,15.4,79.60%,80.90%,76.90%,76.80%
3717,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202350,76.70%,92.60%,11.5,66.20%,83.60%,85.20%,75.00%
5058,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,91.70%,88.00%,14.1,94.80%,96.70%,94.10%,82.10%
7342,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,87.10%,78.00%,13.7,85.60%,86.70%,88.30%,87.80%
153,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,83.70%,87.00%,15.2,83.50%,84.30%,89.80%,78.80%
715,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,79.60%,81.40%,18.9,78.70%,88.60%,87.50%,58.30%
764,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202350,80.10%,80.30%,16.6,85.10%,85.10%,76.20%,73.10%
2306,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,65.20%,63.50%,25.4,49.20%,77.00%,70.70%,66.70%
660,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,89.30%,94.40%,13.5,87.00%,92.30%,93.60%,85.50%
661,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,73.20%,72.70%,17.2,69.60%,81.30%,85.60%,54.30%
662,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,84.20%,75.60%,14.8,92.20%,94.10%,91.50%,59.50%
5703,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,68.30%,66.60%,22.3,82.50%,74.10%,66.20%,51.90%
495,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,87.90%,95.80%,16.6,93.20%,92.10%,88.50%,81.40%
708,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,69.30%,73.50%,19.6,66.50%,81.50%,64.50%,62.70%
875,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,80.00%,82.20%,16,78.80%,87.90%,83.70%,71.60%
2720,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,77.70%,70.80%,14.1,76.80%,88.50%,80.90%,64.30%
3059,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,78.50%,79.50%,9.5,77.70%,85.50%,85.40%,67.40%
6469,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.30%,82.80%,15.1,86.00%,85.60%,85.30%,67.10%
365,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,91.10%,97.10%,11.6,90.40%,95.20%,95.10%,83.40%
1340,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,78.80%,94.20%,23.2,82.90%,82.40%,85.50%,60.20%
3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,77.80%,83.10%,17.4,83.20%,65.70%,81.50%,80.40%
3710,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,84.00%,87.30%,16.8,94.10%,94.90%,85.20%,60.90%
510,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,84.30%,82.80%,12.3,84.00%,85.70%,82.20%,85.00%
1400,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,87.40%,83.70%,11.6,90.00%,92.10%,94.60%,73.90%
3627,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202350,81.40%,76.90%,13.2,95.30%,76.40%,70.30%,78.70%
787,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,84.60%,83.30%,15.2,81.80%,91.40%,85.80%,78.10%
1720,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,88.40%,83.00%,14.6,90.00%,93.60%,87.90%,81.30%
3388,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,88.80%,88.90%,14.1,89.30%,95.10%,87.60%,83.50%
3786,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202350,92.50%,89.80%,14.5,96.80%,94.90%,94.10%,84.60%
5267,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,83.90%,74.60%,7.6,79.80%,93.70%,81.50%,80.50%
1070,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,61.00%,59.10%,16.2,78.60%,54.30%,45.40%,61.30%
1403,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202350,79.50%,72.20%,14.3,93.30%,81.40%,72.60%,67.70%
3874,,Scheduled Delivery Standard,43,Executive Review,Recovering,Store Focus,202350,86.70%,86.70%,7.9,94.80%,88.80%,85.40%,77.40%
1766,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202350,89.80%,96.40%,12.9,94.70%,94.40%,88.30%,82.20%
3205,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,85.50%,91.40%,15.4,81.90%,93.60%,88.40%,77.90%
3741,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202350,88.10%,96.20%,10.2,90.10%,91.70%,87.70%,81.70%
5390,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.20%,88.40%,12.3,92.90%,90.40%,95.10%,87.20%
878,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.50%,93.20%,13.6,96.80%,95.90%,94.20%,83.90%
3072,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,87.50%,80.90%,11.6,86.80%,88.10%,88.80%,86.40%
745,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,82.50%,86.00%,18.5,81.20%,82.10%,81.10%,85.10%
3402,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202350,84.50%,86.70%,15.8,92.60%,93.20%,87.10%,66.40%
3609,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,88.00%,89.70%,13.1,88.90%,93.20%,89.20%,80.90%
3709,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,90.10%,94.20%,12.6,77.90%,94.90%,96.00%,92.20%
