Store Number,Feature,Location
3833,Yes,Entertainment action alley or front of store
3835,Yes,Entertainment action alley or front of store
3838,Yes,Entertainment action alley or front of store
3840,Yes,Entertainment action alley or front of store
3842,Yes,Entertainment action alley or front of store
3843,Yes,Entertainment action alley or front of store
3848,Yes,Entertainment action alley or front of store
3850,Yes,Entertainment action alley or front of store
3851,Yes,Entertainment action alley or front of store
3853,Yes,Entertainment action alley or front of store
3857,Yes,Entertainment action alley or front of store
3860,Yes,Entertainment action alley or front of store
3861,Yes,Entertainment action alley or front of store
3864,Yes,Entertainment action alley or front of store
3868,Yes,Entertainment action alley or front of store
3872,Yes,Entertainment action alley or front of store
3874,Yes,Entertainment action alley or front of store
3876,Yes,Entertainment action alley or front of store
3877,Yes,Entertainment action alley or front of store
3886,Yes,Entertainment action alley or front of store
3887,Yes,Entertainment action alley or front of store
3888,Yes,Entertainment action alley or front of store
3894,Yes,Entertainment action alley or front of store
3896,Yes,Entertainment action alley or front of store
3897,Yes,Entertainment action alley or front of store
3912,Yes,Entertainment action alley or front of store
4049,Yes,Entertainment action alley or front of store
4055,Yes,Entertainment action alley or front of store
4063,Yes,Entertainment action alley or front of store
4064,Yes,Entertainment action alley or front of store
4065,Yes,Entertainment action alley or front of store
4068,Yes,Entertainment action alley or front of store
4102,Yes,Entertainment action alley or front of store
4103,Yes,Entertainment action alley or front of store
4108,Yes,Entertainment action alley or front of store
4111,Yes,Entertainment action alley or front of store
4115,Yes,Entertainment action alley or front of store
4118,Yes,Entertainment action alley or front of store
4129,Yes,Entertainment action alley or front of store
4132,Yes,Entertainment action alley or front of store
4137,Yes,Entertainment action alley or front of store
4144,Yes,Entertainment action alley or front of store
4153,Yes,Entertainment action alley or front of store
4156,Yes,Entertainment action alley or front of store
4163,Yes,Entertainment action alley or front of store
4164,Yes,Entertainment action alley or front of store
4165,Yes,Entertainment action alley or front of store
4166,Yes,Entertainment action alley or front of store
4168,Yes,Entertainment action alley or front of store
4176,Yes,Entertainment action alley or front of store
4183,Yes,Entertainment action alley or front of store
4185,Yes,Entertainment action alley or front of store
4187,Yes,Entertainment action alley or front of store
4194,Yes,Entertainment action alley or front of store
4195,Yes,Entertainment action alley or front of store
4200,Yes,Entertainment action alley or front of store
4201,Yes,Entertainment action alley or front of store
4202,Yes,Entertainment action alley or front of store
4203,Yes,Entertainment action alley or front of store
4215,Yes,Entertainment action alley or front of store
4216,Yes,Entertainment action alley or front of store
4219,Yes,Entertainment action alley or front of store
4221,Yes,Entertainment action alley or front of store
4223,Yes,Entertainment action alley or front of store
4224,Yes,Entertainment action alley or front of store
4230,Yes,Entertainment action alley or front of store
4231,Yes,Entertainment action alley or front of store
4235,Yes,Entertainment action alley or front of store
4237,Yes,Entertainment action alley or front of store
4239,Yes,Entertainment action alley or front of store
4240,Yes,Entertainment action alley or front of store
4241,Yes,Entertainment action alley or front of store
4243,Yes,Entertainment action alley or front of store
4244,Yes,Entertainment action alley or front of store
4253,Yes,Entertainment action alley or front of store
4255,Yes,Entertainment action alley or front of store
4256,Yes,Entertainment action alley or front of store
4257,Yes,Entertainment action alley or front of store
4258,Yes,Entertainment action alley or front of store
4260,Yes,Entertainment action alley or front of store
4262,Yes,Entertainment action alley or front of store
4272,Yes,Entertainment action alley or front of store
4273,Yes,Entertainment action alley or front of store
4274,Yes,Entertainment action alley or front of store
4276,Yes,Entertainment action alley or front of store
4277,Yes,Entertainment action alley or front of store
4283,Yes,Entertainment action alley or front of store
4286,Yes,Entertainment action alley or front of store
4288,Yes,Entertainment action alley or front of store
4295,Yes,Entertainment action alley or front of store
4299,Yes,Entertainment action alley or front of store
4318,Yes,Entertainment action alley or front of store
4321,Yes,Entertainment action alley or front of store
4325,Yes,Entertainment action alley or front of store
4330,Yes,Entertainment action alley or front of store
4332,Yes,Entertainment action alley or front of store
4333,Yes,Entertainment action alley or front of store
4334,Yes,Entertainment action alley or front of store
4335,Yes,Entertainment action alley or front of store
4336,Yes,Entertainment action alley or front of store
4340,Yes,Entertainment action alley or front of store
4341,Yes,Entertainment action alley or front of store
4348,Yes,Entertainment action alley or front of store
4352,Yes,Entertainment action alley or front of store
4355,Yes,Entertainment action alley or front of store
4356,Yes,Entertainment action alley or front of store
4359,Yes,Entertainment action alley or front of store
4368,Yes,Entertainment action alley or front of store
4370,Yes,Entertainment action alley or front of store
4374,Yes,Entertainment action alley or front of store
4381,Yes,Entertainment action alley or front of store
4383,Yes,Entertainment action alley or front of store
4387,Yes,Entertainment action alley or front of store
4389,Yes,Entertainment action alley or front of store
4392,Yes,Entertainment action alley or front of store
4394,Yes,Entertainment action alley or front of store
4395,Yes,Entertainment action alley or front of store
4399,Yes,Entertainment action alley or front of store
4403,Yes,Entertainment action alley or front of store
4410,Yes,Entertainment action alley or front of store
4412,Yes,Entertainment action alley or front of store
4417,Yes,Entertainment action alley or front of store
4420,Yes,Entertainment action alley or front of store
4423,Yes,Entertainment action alley or front of store
4424,Yes,Entertainment action alley or front of store
4430,Yes,Entertainment action alley or front of store
4435,Yes,Entertainment action alley or front of store
4438,Yes,Entertainment action alley or front of store
4440,Yes,Entertainment action alley or front of store
4444,Yes,Entertainment action alley or front of store
4446,Yes,Entertainment action alley or front of store
4450,Yes,Entertainment action alley or front of store
4451,Yes,Entertainment action alley or front of store
4456,Yes,Entertainment action alley or front of store
4458,Yes,Entertainment action alley or front of store
4459,Yes,Entertainment action alley or front of store
4460,Yes,Entertainment action alley or front of store
4471,Yes,Entertainment action alley or front of store
4474,Yes,Entertainment action alley or front of store
4475,Yes,Entertainment action alley or front of store
4476,Yes,Entertainment action alley or front of store
4479,Yes,Entertainment action alley or front of store
4482,Yes,Entertainment action alley or front of store
4483,Yes,Entertainment action alley or front of store
4487,Yes,Entertainment action alley or front of store
4497,Yes,Entertainment action alley or front of store
4499,Yes,Entertainment action alley or front of store
4506,Yes,Entertainment action alley or front of store
4508,Yes,Entertainment action alley or front of store
4509,Yes,Entertainment action alley or front of store
4511,Yes,Entertainment action alley or front of store
4512,Yes,Entertainment action alley or front of store
4520,Yes,Entertainment action alley or front of store
4521,Yes,Entertainment action alley or front of store
4526,Yes,Entertainment action alley or front of store
4529,Yes,Entertainment action alley or front of store
4531,Yes,Entertainment action alley or front of store
4533,Yes,Entertainment action alley or front of store
4540,Yes,Entertainment action alley or front of store
4553,Yes,Entertainment action alley or front of store
4564,Yes,Entertainment action alley or front of store
4567,Yes,Entertainment action alley or front of store
4568,Yes,Entertainment action alley or front of store
4574,Yes,Entertainment action alley or front of store
4588,Yes,Entertainment action alley or front of store
4590,Yes,Entertainment action alley or front of store
4593,Yes,Entertainment action alley or front of store
4594,Yes,Entertainment action alley or front of store
4597,Yes,Entertainment action alley or front of store
4599,Yes,Entertainment action alley or front of store
4601,Yes,Entertainment action alley or front of store
4609,Yes,Entertainment action alley or front of store
4611,Yes,Entertainment action alley or front of store
4612,Yes,Entertainment action alley or front of store
4615,Yes,Entertainment action alley or front of store
4616,Yes,Entertainment action alley or front of store
4627,Yes,Entertainment action alley or front of store
4631,Yes,Entertainment action alley or front of store
4635,Yes,Entertainment action alley or front of store
4637,Yes,Entertainment action alley or front of store
4643,Yes,Entertainment action alley or front of store
4644,Yes,Entertainment action alley or front of store
4653,Yes,Entertainment action alley or front of store
4660,Yes,Entertainment action alley or front of store
4677,Yes,Entertainment action alley or front of store
4678,Yes,Entertainment action alley or front of store
4681,Yes,Entertainment action alley or front of store
4682,Yes,Entertainment action alley or front of store
4697,Yes,Entertainment action alley or front of store
4849,Yes,Entertainment action alley or front of store
4865,Yes,Entertainment action alley or front of store
5022,Yes,Entertainment action alley or front of store
5028,Yes,Entertainment action alley or front of store
5029,Yes,Entertainment action alley or front of store
5030,Yes,Entertainment action alley or front of store
5031,Yes,Entertainment action alley or front of store
5032,Yes,Entertainment action alley or front of store
5033,Yes,Entertainment action alley or front of store
5034,Yes,Entertainment action alley or front of store
5035,Yes,Entertainment action alley or front of store
5037,Yes,Entertainment action alley or front of store
,Yes,Entertainment action alley or front of store
5044,Yes,Entertainment action alley or front of store
5045,Yes,Entertainment action alley or front of store
5046,Yes,Entertainment action alley or front of store
5048,Yes,Entertainment action alley or front of store
5049,Yes,Entertainment action alley or front of store
5051,Yes,Entertainment action alley or front of store
5054,Yes,Entertainment action alley or front of store
5055,Yes,Entertainment action alley or front of store
5057,Yes,Entertainment action alley or front of store
5063,Yes,Entertainment action alley or front of store
5064,Yes,Entertainment action alley or front of store
5065,Yes,Entertainment action alley or front of store
5066,Yes,Entertainment action alley or front of store
5070,Yes,Entertainment action alley or front of store
5071,Yes,Entertainment action alley or front of store
5073,Yes,Entertainment action alley or front of store
5076,Yes,Entertainment action alley or front of store
5078,Yes,Entertainment action alley or front of store
5079,Yes,Entertainment action alley or front of store
5082,Yes,Entertainment action alley or front of store
5085,Yes,Entertainment action alley or front of store
5087,Yes,Entertainment action alley or front of store
5088,Yes,Entertainment action alley or front of store
5090,Yes,Entertainment action alley or front of store
5091,Yes,Entertainment action alley or front of store
5095,Yes,Entertainment action alley or front of store
5096,Yes,Entertainment action alley or front of store
5097,Yes,Entertainment action alley or front of store
5099,Yes,Entertainment action alley or front of store
5105,Yes,Entertainment action alley or front of store
5113,Yes,Entertainment action alley or front of store
5115,Yes,Entertainment action alley or front of store
5116,Yes,Entertainment action alley or front of store
5117,Yes,Entertainment action alley or front of store
5118,Yes,Entertainment action alley or front of store
5123,Yes,Entertainment action alley or front of store
5124,Yes,Entertainment action alley or front of store
5126,Yes,Entertainment action alley or front of store
5127,Yes,Entertainment action alley or front of store
5129,Yes,Entertainment action alley or front of store
5133,Yes,Entertainment action alley or front of store
5134,Yes,Entertainment action alley or front of store
5136,Yes,Entertainment action alley or front of store
5137,Yes,Entertainment action alley or front of store
5141,Yes,Entertainment action alley or front of store
5142,Yes,Entertainment action alley or front of store
5144,Yes,Entertainment action alley or front of store
5145,Yes,Entertainment action alley or front of store
5147,Yes,Entertainment action alley or front of store
5150,Yes,Entertainment action alley or front of store
5151,Yes,Entertainment action alley or front of store
5154,Yes,Entertainment action alley or front of store
5155,Yes,Entertainment action alley or front of store
5156,Yes,Entertainment action alley or front of store
5159,Yes,Entertainment action alley or front of store
5160,Yes,Entertainment action alley or front of store
5165,Yes,Entertainment action alley or front of store
5167,Yes,Entertainment action alley or front of store
5173,Yes,Entertainment action alley or front of store
5175,Yes,Entertainment action alley or front of store
5184,Yes,Entertainment action alley or front of store
5185,Yes,Entertainment action alley or front of store
5189,Yes,Entertainment action alley or front of store
5191,Yes,Entertainment action alley or front of store
5192,Yes,Entertainment action alley or front of store
5195,Yes,Entertainment action alley or front of store
5200,Yes,Entertainment action alley or front of store
5203,Yes,Entertainment action alley or front of store
5210,Yes,Entertainment action alley or front of store
5214,Yes,Entertainment action alley or front of store
5215,Yes,Entertainment action alley or front of store
5216,Yes,Entertainment action alley or front of store
5218,Yes,Entertainment action alley or front of store
5229,Yes,Entertainment action alley or front of store
5233,Yes,Entertainment action alley or front of store
5234,Yes,Entertainment action alley or front of store
5235,Yes,Entertainment action alley or front of store
5239,Yes,Entertainment action alley or front of store
5240,Yes,Entertainment action alley or front of store
5241,Yes,Entertainment action alley or front of store
5244,Yes,Entertainment action alley or front of store
5245,Yes,Entertainment action alley or front of store
5247,Yes,Entertainment action alley or front of store
5250,Yes,Entertainment action alley or front of store
5252,Yes,Entertainment action alley or front of store
5253,Yes,Entertainment action alley or front of store
5254,Yes,Entertainment action alley or front of store
5260,Yes,Entertainment action alley or front of store
5261,Yes,Entertainment action alley or front of store
5262,Yes,Entertainment action alley or front of store
5263,Yes,Entertainment action alley or front of store
5264,Yes,Entertainment action alley or front of store
5266,Yes,Entertainment action alley or front of store
5270,Yes,Entertainment action alley or front of store
5272,Yes,Entertainment action alley or front of store
5274,Yes,Entertainment action alley or front of store
5275,Yes,Entertainment action alley or front of store
5278,Yes,Entertainment action alley or front of store
5280,Yes,Entertainment action alley or front of store
5287,Yes,Entertainment action alley or front of store
5288,Yes,Entertainment action alley or front of store
5294,Yes,Entertainment action alley or front of store
5295,Yes,Entertainment action alley or front of store
5296,Yes,Entertainment action alley or front of store
5298,Yes,Entertainment action alley or front of store
5299,Yes,Entertainment action alley or front of store
5300,Yes,Entertainment action alley or front of store
5301,Yes,Entertainment action alley or front of store
5303,Yes,Entertainment action alley or front of store
5307,Yes,Entertainment action alley or front of store
5311,Yes,Entertainment action alley or front of store
5313,Yes,Entertainment action alley or front of store
5316,Yes,Entertainment action alley or front of store
5319,Yes,Entertainment action alley or front of store
5326,Yes,Entertainment action alley or front of store
5329,Yes,Entertainment action alley or front of store
5334,Yes,Entertainment action alley or front of store
5335,Yes,Entertainment action alley or front of store
5337,Yes,Entertainment action alley or front of store
5342,Yes,Entertainment action alley or front of store
5343,Yes,Entertainment action alley or front of store
5344,Yes,Entertainment action alley or front of store
5346,Yes,Entertainment action alley or front of store
5347,Yes,Entertainment action alley or front of store
5355,Yes,Entertainment action alley or front of store
5358,Yes,Entertainment action alley or front of store
5359,Yes,Entertainment action alley or front of store
5360,Yes,Entertainment action alley or front of store
5361,Yes,Entertainment action alley or front of store
5368,Yes,Entertainment action alley or front of store
5369,Yes,Entertainment action alley or front of store
5370,Yes,Entertainment action alley or front of store
5373,Yes,Entertainment action alley or front of store
5374,Yes,Entertainment action alley or front of store
5376,Yes,Entertainment action alley or front of store
5379,Yes,Entertainment action alley or front of store
5384,Yes,Entertainment action alley or front of store
5385,Yes,Entertainment action alley or front of store
5386,Yes,Entertainment action alley or front of store
5388,Yes,Entertainment action alley or front of store
5391,Yes,Entertainment action alley or front of store
5394,Yes,Entertainment action alley or front of store
5396,Yes,Entertainment action alley or front of store
5397,Yes,Entertainment action alley or front of store
5398,Yes,Entertainment action alley or front of store
5399,Yes,Entertainment action alley or front of store
5403,Yes,Entertainment action alley or front of store
,Yes,Entertainment action alley or front of store
5409,Yes,Entertainment action alley or front of store
5410,Yes,Entertainment action alley or front of store
5411,Yes,Entertainment action alley or front of store
5414,Yes,Entertainment action alley or front of store
5416,Yes,Entertainment action alley or front of store
5417,Yes,Entertainment action alley or front of store
5418,Yes,Entertainment action alley or front of store
5419,Yes,Entertainment action alley or front of store
5420,Yes,Entertainment action alley or front of store
5424,Yes,Entertainment action alley or front of store
5425,Yes,Entertainment action alley or front of store
5426,Yes,Entertainment action alley or front of store
5428,Yes,Entertainment action alley or front of store
5429,Yes,Entertainment action alley or front of store
5430,Yes,Entertainment action alley or front of store
5432,Yes,Entertainment action alley or front of store
5434,Yes,Entertainment action alley or front of store
5438,Yes,Entertainment action alley or front of store
5441,Yes,Entertainment action alley or front of store
5443,Yes,Entertainment action alley or front of store
5444,Yes,Entertainment action alley or front of store
5446,Yes,Entertainment action alley or front of store
5448,Yes,Entertainment action alley or front of store
5450,Yes,Entertainment action alley or front of store
5455,Yes,Entertainment action alley or front of store
5458,Yes,Entertainment action alley or front of store
5460,Yes,Entertainment action alley or front of store
5461,Yes,Entertainment action alley or front of store
5463,Yes,Entertainment action alley or front of store
5466,Yes,Entertainment action alley or front of store
5469,Yes,Entertainment action alley or front of store
5470,Yes,Entertainment action alley or front of store
5471,Yes,Entertainment action alley or front of store
5472,Yes,Entertainment action alley or front of store
5476,Yes,Entertainment action alley or front of store
5477,Yes,Entertainment action alley or front of store
5480,Yes,Entertainment action alley or front of store
5482,Yes,Entertainment action alley or front of store
5483,Yes,Entertainment action alley or front of store
5487,Yes,Entertainment action alley or front of store
5488,Yes,Entertainment action alley or front of store
5491,Yes,Entertainment action alley or front of store
5494,Yes,Entertainment action alley or front of store
5495,Yes,Entertainment action alley or front of store
5497,Yes,Entertainment action alley or front of store
5499,Yes,Entertainment action alley or front of store
5625,Yes,Entertainment action alley or front of store
5626,Yes,Entertainment action alley or front of store
5628,Yes,Entertainment action alley or front of store
5632,Yes,Entertainment action alley or front of store
5641,Yes,Entertainment action alley or front of store
5669,Yes,Entertainment action alley or front of store
5701,Yes,Entertainment action alley or front of store
5703,Yes,Entertainment action alley or front of store
5707,Yes,Entertainment action alley or front of store
5713,Yes,Entertainment action alley or front of store
5717,Yes,Entertainment action alley or front of store
5728,Yes,Entertainment action alley or front of store
5743,Yes,Entertainment action alley or front of store
5747,Yes,Entertainment action alley or front of store
5748,Yes,Entertainment action alley or front of store
5761,Yes,Entertainment action alley or front of store
5764,Yes,Entertainment action alley or front of store
5777,Yes,Entertainment action alley or front of store
5786,Yes,Entertainment action alley or front of store
5793,Yes,Entertainment action alley or front of store
5795,Yes,Entertainment action alley or front of store
5802,Yes,Entertainment action alley or front of store
5803,Yes,Entertainment action alley or front of store
5806,Yes,Entertainment action alley or front of store
5808,Yes,Entertainment action alley or front of store
5809,Yes,Entertainment action alley or front of store
5823,Yes,Entertainment action alley or front of store
5839,Yes,Entertainment action alley or front of store
5841,Yes,Entertainment action alley or front of store
5842,Yes,Entertainment action alley or front of store
5844,Yes,Entertainment action alley or front of store
5845,Yes,Entertainment action alley or front of store
5853,Yes,Entertainment action alley or front of store
5857,Yes,Entertainment action alley or front of store
5861,Yes,Entertainment action alley or front of store
5879,Yes,Entertainment action alley or front of store
5886,Yes,Entertainment action alley or front of store
5893,Yes,Entertainment action alley or front of store
5898,Yes,Entertainment action alley or front of store
5922,Yes,Entertainment action alley or front of store
5927,Yes,Entertainment action alley or front of store
5929,Yes,Entertainment action alley or front of store
5935,Yes,Entertainment action alley or front of store
5938,Yes,Entertainment action alley or front of store
5947,Yes,Entertainment action alley or front of store
5957,Yes,Entertainment action alley or front of store
5976,Yes,Entertainment action alley or front of store
5992,Yes,Entertainment action alley or front of store
5996,Yes,Entertainment action alley or front of store
6173,Yes,Entertainment action alley or front of store
6190,Yes,Entertainment action alley or front of store
6286,Yes,Entertainment action alley or front of store
6300,Yes,Entertainment action alley or front of store
6370,Yes,Entertainment action alley or front of store
6392,Yes,Entertainment action alley or front of store
6394,Yes,Entertainment action alley or front of store
6395,Yes,Entertainment action alley or front of store
6397,Yes,Entertainment action alley or front of store
6467,Yes,Entertainment action alley or front of store
6469,Yes,Entertainment action alley or front of store
6476,Yes,Entertainment action alley or front of store
6477,Yes,Entertainment action alley or front of store
6576,Yes,Entertainment action alley or front of store
6579,Yes,Entertainment action alley or front of store
6789,Yes,Entertainment action alley or front of store
6878,Yes,Entertainment action alley or front of store
6879,Yes,Entertainment action alley or front of store
6887,Yes,Entertainment action alley or front of store
6898,Yes,Entertainment action alley or front of store
6929,Yes,Entertainment action alley or front of store
6931,Yes,Entertainment action alley or front of store
6932,Yes,Entertainment action alley or front of store
6952,Yes,Entertainment action alley or front of store
6958,Yes,Entertainment action alley or front of store
6963,Yes,Entertainment action alley or front of store
6964,Yes,Entertainment action alley or front of store
6978,Yes,Entertainment action alley or front of store
7009,Yes,Entertainment action alley or front of store
7020,Yes,Entertainment action alley or front of store
7032,Yes,Entertainment action alley or front of store
7156,Yes,Entertainment action alley or front of store
7178,Yes,Entertainment action alley or front of store
7179,Yes,Entertainment action alley or front of store
7181,Yes,Entertainment action alley or front of store
7185,Yes,Entertainment action alley or front of store
7188,Yes,Entertainment action alley or front of store
7194,Yes,Entertainment action alley or front of store
7199,Yes,Entertainment action alley or front of store
7243,Yes,Entertainment action alley or front of store
7245,Yes,Entertainment action alley or front of store
7247,Yes,Entertainment action alley or front of store
7249,Yes,Entertainment action alley or front of store
7280,Yes,Entertainment action alley or front of store
7281,Yes,Entertainment action alley or front of store
7290,Yes,Entertainment action alley or front of store
7294,Yes,Entertainment action alley or front of store
7301,Yes,Entertainment action alley or front of store
7324,Yes,Entertainment action alley or front of store
7326,Yes,Entertainment action alley or front of store
