Market,Store,Op Model Tier,Fashion Coach,Move GM Coach,Approved TL Headcount,VizPick Fashion Kit ,RFID Containment Box 
127,1169,3,No,NO,3,Week 16,Week 16
127,3868,2,Yes,YES,4,Week 16,Week 16
127,6932,3,No,NO,4,Week 16,Week 16
135,23,2,Yes,YES,4,Week 16,Week 16
135,98,3,No,NO,4,Week 16,Week 16
135,149,3,No,NO,3,Week 16,Week 16
135,244,3,No,NO,3,Week 16,Week 16
135,307,1,Yes,YES,4,Week 16,Week 16
135,976,3,No,NO,3,Week 16,Week 16
135,1108,3,No,NO,3,Week 16,Week 16
135,1109,3,No,NO,3,Week 16,Week 16
135,1110,3,No,NO,3,Week 16,Week 16
135,1193,2,Yes,YES,4,Week 16,Week 16
321,16,2,Yes,NO,4,Week 16,Week 16
321,55,3,No,NO,3,Week 16,Week 16
321,66,3,No,NO,4,Week 16,Week 16
321,67,3,No,NO,4,Week 16,Week 16
321,125,2,Yes,NO,4,Week 16,Week 16
321,141,2,Yes,NO,4,Week 16,Week 16
321,209,3,No,NO,2,Week 16,Week 16
321,230,3,No,NO,2,Week 16,Week 16
321,279,3,No,NO,3,Week 16,Week 16
321,358,3,No,NO,3,Week 16,Week 16
321,388,2,Yes,NO,4,Week 16,Week 16
321,3231,3,No,NO,3,Week 16,Week 16
322,2,2,Yes,YES,4,Week 16,Week 16
322,54,1,Yes,YES,4,Week 16,Week 16
322,76,3,No,NO,4,Week 16,Week 16
322,144,1,Yes,YES,4,Week 16,Week 16
322,359,1,Yes,YES,4,Week 16,Week 16
322,373,3,No,NO,4,Week 16,Week 16
322,914,3,No,NO,4,Week 16,Week 16
323,1,1,Yes,YES,4,Week 16,Week 16
323,4,2,Yes,YES,4,Week 16,Week 16
323,100,1,Yes,YES,4,Week 16,Week 16
323,4108,2,Yes,NO,4,Week 16,Week 16
323,5260,1,Yes,YES,4,Week 16,Week 16
323,5261,3,No,NO,4,Week 16,Week 16
324,85,2,Yes,NO,4,Week 16,Week 16
324,124,2,Yes,YES,4,Week 16,Week 16
324,126,2,Yes,YES,4,Week 16,Week 16
324,3230,2,Yes,YES,4,Week 16,Week 16
324,4460,2,Yes,NO,4,Week 16,Week 16
324,5244,3,No,NO,4,Week 16,Week 16
324,5706,3,No,NO,4,Week 16,Week 16
325,33,3,No,NO,3,Week 16,Week 16
325,52,2,Yes,NO,4,Week 16,Week 16
325,58,1,Yes,YES,4,Week 16,Week 16
325,127,3,No,NO,4,Week 16,Week 16
325,133,3,No,NO,3,Week 16,Week 16
325,261,1,Yes,YES,4,Week 16,Week 16
325,296,3,No,NO,3,Week 16,Week 16
325,318,3,No,NO,4,Week 16,Week 16
325,336,3,No,NO,3,Week 16,Week 16
325,1065,3,No,NO,4,Week 16,Week 16
325,5433,3,No,NO,3,Week 16,Week 16
326,5,1,Yes,NO,4,Week 16,Week 16
326,7,2,Yes,YES,4,Week 16,Week 16
326,8,3,No,NO,4,Week 16,Week 16
326,24,2,Yes,NO,4,Week 16,Week 16
326,169,3,No,NO,3,Week 16,Week 16
326,1105,2,Yes,YES,4,Week 16,Week 16
326,2575,3,No,NO,4,Week 16,Week 16
326,2587,1,Yes,YES,4,Week 16,Week 16
326,4168,3,No,NO,4,Week 16,Week 16
327,83,3,No,NO,3,Week 16,Week 16
327,102,3,No,NO,3,Week 16,Week 16
327,167,3,No,NO,3,Week 16,Week 16
327,171,3,No,NO,3,Week 16,Week 16
327,289,3,No,NO,2,Week 16,Week 16
327,339,3,No,NO,2,Week 16,Week 16
327,348,2,Yes,YES,4,Week 16,Week 16
327,530,2,Yes,NO,4,Week 16,Week 16
327,714,3,No,NO,3,Week 16,Week 16
327,3331,1,Yes,YES,4,Week 16,Week 16
328,11,2,Yes,YES,4,Week 16,Week 16
328,18,3,No,NO,3,Week 16,Week 16
328,57,3,No,NO,3,Week 16,Week 16
328,71,3,No,NO,4,Week 16,Week 16
328,119,2,Yes,YES,4,Week 16,Week 16
328,157,1,Yes,YES,4,Week 16,Week 16
328,160,3,No,NO,4,Week 16,Week 16
328,281,3,No,NO,4,Week 16,Week 16
328,788,3,No,NO,3,Week 16,Week 16
328,1114,3,No,NO,3,Week 16,Week 16
328,1147,3,No,NO,3,Week 16,Week 16
334,13,3,No,NO,4,Week 16,Week 16
334,17,2,Yes,YES,4,Week 16,Week 16
334,34,3,No,NO,3,Week 16,Week 16
334,48,3,No,NO,3,Week 16,Week 16
334,59,2,Yes,YES,4,Week 16,Week 16
334,79,2,Yes,YES,4,Week 16,Week 16
334,92,3,No,NO,3,Week 16,Week 16
334,267,3,No,NO,4,Week 16,Week 16
334,338,3,No,NO,3,Week 16,Week 16
334,888,3,No,NO,3,Week 16,Week 16
334,7249,3,No,NO,3,Week 16,Week 16
44,1455,2,Yes,NO,4,Week 16,Week 16
44,1801,1,Yes,NO,4,Week 16,Week 16
44,2978,2,Yes,NO,4,Week 16,Week 16
44,3284,2,Yes,NO,4,Week 16,Week 16
44,3285,2,Yes,NO,4,Week 16,Week 16
44,3631,2,Yes,NO,4,Week 16,Week 16
44,4279,2,Yes,YES,4,Week 16,Week 16
44,4503,1,Yes,NO,4,Week 16,Week 16
44,5147,1,Yes,YES,4,Week 16,Week 16
45,251,2,Yes,NO,4,Week 16,Week 16
45,265,2,Yes,NO,4,Week 16,Week 16
45,412,2,Yes,NO,4,Week 16,Week 16
45,516,2,Yes,NO,4,Week 16,Week 16
45,827,2,Yes,NO,4,Week 16,Week 16
45,1022,2,Yes,NO,4,Week 16,Week 16
45,1044,2,Yes,NO,4,Week 16,Week 16
45,2688,2,Yes,NO,4,Week 16,Week 16
45,3764,2,Yes,NO,4,Week 16,Week 16
45,6467,2,Yes,NO,4,Week 16,Week 16
48,220,1,Yes,YES,4,Week 16,Week 16
48,228,1,Yes,NO,4,Week 16,Week 16
48,353,3,No,NO,4,Week 16,Week 16
48,371,1,Yes,YES,4,Week 16,Week 16
48,590,2,Yes,YES,4,Week 16,Week 16
48,804,2,Yes,YES,4,Week 16,Week 16
48,963,2,Yes,YES,4,Week 16,Week 16
48,3431,2,Yes,NO,4,Week 16,Week 16
48,4509,3,No,NO,4,Week 16,Week 16
48,5359,2,Yes,NO,4,Week 16,Week 16
49,284,1,Yes,NO,4,Week 16,Week 16
49,471,1,Yes,YES,4,Week 16,Week 16
49,896,1,Yes,NO,4,Week 16,Week 16
49,3014,2,Yes,NO,4,Week 16,Week 16
49,3432,2,Yes,YES,4,Week 16,Week 16
49,3433,2,Yes,NO,4,Week 16,Week 16
49,5288,1,Yes,NO,4,Week 16,Week 16
49,5810,2,Yes,NO,4,Week 16,Week 16
50,266,2,Yes,YES,4,Week 16,Week 16
50,807,1,Yes,YES,4,Week 16,Week 16
50,880,1,Yes,YES,4,Week 16,Week 16
50,1178,2,Yes,YES,4,Week 16,Week 16
50,2649,2,Yes,YES,4,Week 16,Week 16
50,2834,2,Yes,NO,4,Week 16,Week 16
50,3044,2,Yes,YES,4,Week 16,Week 16
50,3274,2,Yes,NO,4,Week 16,Week 16
50,5080,2,Yes,YES,4,Week 16,Week 16
50,5416,1,Yes,YES,4,Week 16,Week 16
51,202,3,No,NO,4,Week 16,Week 16
51,1117,2,Yes,YES,4,Week 16,Week 16
51,1484,3,No,NO,4,Week 16,Week 16
51,2918,3,No,NO,4,Week 16,Week 16
51,2973,2,Yes,NO,4,Week 16,Week 16
51,3406,2,Yes,NO,4,Week 16,Week 16
51,3482,2,Yes,NO,4,Week 16,Week 16
51,5210,2,Yes,NO,4,Week 16,Week 16
51,5672,3,No,NO,4,Week 16,Week 16
51,5673,3,No,NO,4,Week 16,Week 16
52,206,2,Yes,NO,4,Week 16,Week 16
52,263,3,No,NO,4,Week 16,Week 16
52,467,2,Yes,NO,4,Week 16,Week 16
52,3286,3,No,NO,4,Week 16,Week 16
52,4627,2,Yes,NO,4,Week 16,Week 16
52,5211,2,Yes,NO,4,Week 16,Week 16
52,5311,2,Yes,NO,4,Week 16,Week 16
52,5707,2,Yes,NO,4,Week 16,Week 16
52,6963,2,Yes,NO,4,Week 16,Week 16
53,217,2,Yes,YES,4,Week 16,Week 16
53,426,2,Yes,YES,4,Week 16,Week 16
53,1216,2,Yes,YES,4,Week 16,Week 16
53,2105,1,Yes,YES,4,Week 16,Week 16
53,2427,2,Yes,YES,4,Week 16,Week 16
53,2996,3,No,NO,4,Week 16,Week 16
53,4240,2,Yes,YES,4,Week 16,Week 16
53,5092,2,Yes,YES,4,Week 16,Week 16
53,5889,3,No,NO,4,Week 16,Week 16
55,260,1,Yes,YES,4,Week 16,Week 16
55,286,2,Yes,NO,4,Week 16,Week 16
55,565,2,Yes,NO,4,Week 16,Week 16
55,1118,1,Yes,NO,4,Week 16,Week 16
55,2667,1,Yes,NO,4,Week 16,Week 16
55,4164,2,Yes,NO,4,Week 16,Week 16
55,4215,3,No,NO,4,Week 16,Week 16
55,5191,1,Yes,NO,4,Week 16,Week 16
56,1250,2,Yes,YES,4,Week 16,Week 16
56,2086,2,Yes,NO,4,Week 16,Week 16
56,2463,3,No,NO,4,Week 16,Week 16
56,2883,2,Yes,NO,4,Week 16,Week 16
56,2926,3,No,NO,3,Week 16,Week 16
56,3777,2,Yes,NO,4,Week 16,Week 16
56,5866,2,Yes,NO,4,Week 16,Week 16
56,6300,2,Yes,NO,4,Week 16,Week 16
56,7178,2,Yes,NO,4,Week 16,Week 16
76,211,2,Yes,NO,4,Week 16,Week 16
76,248,2,Yes,NO,4,Week 16,Week 16
76,320,3,No,NO,2,Week 16,Week 16
76,561,3,No,NO,3,Week 16,Week 16
76,610,2,Yes,YES,4,Week 16,Week 16
76,746,1,Yes,NO,4,Week 16,Week 16
76,939,1,Yes,YES,4,Week 16,Week 16
76,1254,1,Yes,YES,4,Week 16,Week 16
76,5389,2,Yes,NO,4,Week 16,Week 16
76,6929,2,Yes,NO,4,Week 16,Week 16
76,7156,2,Yes,NO,4,Week 16,Week 16
479,421,1,Yes,NO,4,Week 16,Week 16
479,940,2,Yes,NO,4,Week 16,Week 16
479,972,2,Yes,YES,4,Week 16,Week 16
479,2737,2,Yes,YES,4,Week 16,Week 16
479,2980,1,Yes,YES,4,Week 16,Week 16
479,3773,2,Yes,YES,4,Week 16,Week 16
479,4165,2,Yes,NO,4,Week 16,Week 16
479,5247,2,Yes,YES,4,Week 16,Week 16
479,5312,1,Yes,YES,4,Week 16,Week 16
479,5316,1,Yes,NO,4,Week 16,Week 16
479,5764,2,Yes,NO,4,Week 16,Week 16
583,259,2,Yes,YES,4,Week 16,Week 16
583,789,1,Yes,YES,4,Week 16,Week 16
583,1055,1,Yes,YES,4,Week 16,Week 16
583,1800,1,Yes,YES,4,Week 16,Week 16
583,3224,1,Yes,YES,4,Week 16,Week 16
583,3225,1,Yes,YES,4,Week 16,Week 16
583,5823,2,Yes,YES,4,Week 16,Week 16
583,5987,2,Yes,YES,4,Week 16,Week 16
583,8930,3,No,NO,4,Week 16,Week 16
59,297,1,Yes,NO,4,Week 16,Week 16
59,744,1,Yes,NO,4,Week 16,Week 16
59,849,1,Yes,NO,4,Week 16,Week 16
59,1103,1,Yes,NO,4,Week 16,Week 16
59,1279,1,Yes,NO,4,Week 16,Week 16
59,1837,1,Yes,YES,4,Week 16,Week 16
59,4298,1,Yes,NO,4,Week 16,Week 16
59,6579,1,Yes,NO,4,Week 16,Week 16
60,194,1,Yes,YES,4,Week 16,Week 16
60,522,2,Yes,YES,4,Week 16,Week 16
60,1137,1,Yes,YES,4,Week 16,Week 16
60,1186,2,Yes,NO,4,Week 16,Week 16
60,2439,2,Yes,NO,4,Week 16,Week 16
60,3298,2,Yes,NO,4,Week 16,Week 16
60,3500,1,Yes,NO,4,Week 16,Week 16
60,5116,1,Yes,YES,4,Week 16,Week 16
61,462,1,Yes,YES,4,Week 16,Week 16
61,482,3,No,NO,2,Week 16,Week 16
61,504,1,Yes,YES,4,Week 16,Week 16
61,527,2,Yes,NO,4,Week 16,Week 16
61,529,1,Yes,NO,4,Week 16,Week 16
61,808,1,Yes,YES,4,Week 16,Week 16
61,1405,2,Yes,NO,4,Week 16,Week 16
61,5388,1,Yes,YES,4,Week 16,Week 16
62,546,1,Yes,YES,4,Week 16,Week 16
62,872,1,Yes,NO,4,Week 16,Week 16
62,915,1,Yes,YES,4,Week 16,Week 16
62,2505,2,Yes,NO,4,Week 16,Week 16
62,2993,1,Yes,YES,4,Week 16,Week 16
62,3510,2,Yes,NO,4,Week 16,Week 16
62,3572,1,Yes,YES,4,Week 16,Week 16
62,5449,2,Yes,YES,4,Week 16,Week 16
63,752,1,Yes,YES,4,Week 16,Week 16
63,1062,1,Yes,YES,4,Week 16,Week 16
63,2724,1,Yes,YES,4,Week 16,Week 16
63,3425,1,Yes,YES,4,Week 16,Week 16
63,4526,1,Yes,YES,4,Week 16,Week 16
63,5612,1,Yes,YES,4,Week 16,Week 16
63,5959,1,Yes,YES,4,Week 16,Week 16
64,772,2,Yes,NO,4,Week 16,Week 16
64,2066,1,Yes,YES,4,Week 16,Week 16
64,2718,1,Yes,YES,4,Week 16,Week 16
64,3296,2,Yes,NO,4,Week 16,Week 16
64,3302,1,Yes,YES,4,Week 16,Week 16
64,3584,1,Yes,YES,4,Week 16,Week 16
64,3827,2,Yes,YES,4,Week 16,Week 16
65,344,3,No,NO,3,Week 16,Week 16
65,768,1,Yes,YES,4,Week 16,Week 16
65,1040,1,Yes,YES,4,Week 16,Week 16
65,1409,2,Yes,NO,4,Week 16,Week 16
65,3226,1,Yes,YES,4,Week 16,Week 16
65,3640,2,Yes,YES,4,Week 16,Week 16
65,4111,2,Yes,YES,4,Week 16,Week 16
65,4512,2,Yes,YES,4,Week 16,Week 16
65,5246,3,No,NO,3,Week 16,Week 16
67,703,2,Yes,NO,4,Week 16,Week 16
67,2257,1,Yes,YES,4,Week 16,Week 16
67,3297,1,Yes,NO,4,Week 16,Week 16
67,4416,2,Yes,YES,4,Week 16,Week 16
67,4538,2,Yes,YES,4,Week 16,Week 16
67,5045,1,Yes,YES,4,Week 16,Week 16
67,5091,1,Yes,YES,4,Week 16,Week 16
67,6930,1,Yes,YES,4,Week 16,Week 16
78,440,2,Yes,NO,4,Week 16,Week 16
78,442,2,Yes,YES,4,Week 16,Week 16
78,458,2,Yes,YES,4,Week 16,Week 16
78,464,1,Yes,YES,4,Week 16,Week 16
78,470,1,Yes,YES,4,Week 16,Week 16
78,490,2,Yes,YES,4,Week 16,Week 16
78,791,1,Yes,NO,4,Week 16,Week 16
78,1494,1,Yes,YES,4,Week 16,Week 16
78,5460,2,Yes,YES,4,Week 16,Week 16
78,5898,1,Yes,YES,4,Week 16,Week 16
80,395,1,Yes,NO,4,Week 16,Week 16
80,397,1,Yes,NO,4,Week 16,Week 16
80,429,2,Yes,NO,4,Week 16,Week 16
80,452,1,Yes,NO,4,Week 16,Week 16
80,1958,1,Yes,NO,4,Week 16,Week 16
80,3320,1,Yes,NO,4,Week 16,Week 16
80,3567,1,Yes,NO,4,Week 16,Week 16
80,3886,1,Yes,NO,4,Week 16,Week 16
80,4508,2,Yes,NO,4,Week 16,Week 16
80,5165,1,Yes,NO,4,Week 16,Week 16
80,5809,1,Yes,YES,4,Week 16,Week 16
84,330,1,Yes,YES,4,Week 16,Week 16
84,385,3,No,NO,3,Week 16,Week 16
84,437,3,No,NO,4,Week 16,Week 16
84,463,2,Yes,YES,4,Week 16,Week 16
84,503,3,No,NO,3,Week 16,Week 16
84,524,3,No,NO,3,Week 16,Week 16
84,1067,3,No,NO,3,Week 16,Week 16
84,1098,3,No,NO,4,Week 16,Week 16
84,4194,2,Yes,YES,4,Week 16,Week 16
85,293,3,No,NO,3,Week 16,Week 16
85,321,2,Yes,YES,4,Week 16,Week 16
85,322,1,Yes,NO,4,Week 16,Week 16
85,446,3,No,NO,3,Week 16,Week 16
85,473,3,No,NO,3,Week 16,Week 16
85,567,3,No,NO,3,Week 16,Week 16
85,846,3,No,NO,3,Week 16,Week 16
85,951,3,No,NO,3,Week 16,Week 16
85,1042,1,Yes,YES,4,Week 16,Week 16
85,1150,1,Yes,NO,4,Week 16,Week 16
85,4183,2,Yes,YES,4,Week 16,Week 16
569,413,2,Yes,NO,4,Week 16,Week 16
569,456,1,Yes,NO,4,Week 16,Week 16
569,595,1,Yes,YES,4,Week 16,Week 16
569,1000,1,Yes,NO,4,Week 16,Week 16
569,1041,1,Yes,NO,4,Week 16,Week 16
569,1296,2,Yes,NO,4,Week 16,Week 16
569,2763,1,Yes,NO,4,Week 16,Week 16
569,2765,3,No,NO,3,Week 16,Week 16
569,4112,1,Yes,NO,4,Week 16,Week 16
569,5808,2,Yes,NO,4,Week 16,Week 16
87,292,2,Yes,NO,4,Week 16,Week 16
87,404,1,Yes,YES,4,Week 16,Week 16
87,765,2,Yes,YES,4,Week 16,Week 16
87,865,1,Yes,YES,4,Week 16,Week 16
87,1347,2,Yes,NO,4,Week 16,Week 16
87,1803,2,Yes,NO,4,Week 16,Week 16
87,2404,1,Yes,NO,4,Week 16,Week 16
87,2769,2,Yes,NO,4,Week 16,Week 16
87,3391,2,Yes,NO,4,Week 16,Week 16
87,4055,2,Yes,YES,4,Week 16,Week 16
87,4115,2,Yes,YES,4,Week 16,Week 16
132,309,2,Yes,NO,4,Week 16,Week 16
132,310,2,Yes,NO,4,Week 16,Week 16
132,386,2,Yes,NO,4,Week 16,Week 16
132,402,2,Yes,NO,4,Week 16,Week 16
132,415,2,Yes,NO,4,Week 16,Week 16
132,531,1,Yes,NO,4,Week 16,Week 16
132,533,2,Yes,NO,4,Week 16,Week 16
132,543,2,Yes,NO,4,Week 16,Week 16
132,2938,2,Yes,NO,4,Week 16,Week 16
132,7301,2,Yes,NO,4,Week 16,Week 16
356,73,3,No,NO,4,Week 16,Week 16
356,324,3,No,NO,3,Week 16,Week 16
356,472,2,Yes,YES,4,Week 16,Week 16
356,894,1,Yes,NO,4,Week 16,Week 16
356,992,2,Yes,YES,4,Week 16,Week 16
356,1597,2,Yes,YES,4,Week 16,Week 16
356,3295,3,No,NO,4,Week 16,Week 16
356,4615,2,Yes,YES,4,Week 16,Week 16
356,4637,2,Yes,YES,4,Week 16,Week 16
370,1598,2,Yes,NO,4,Week 16,Week 16
370,2113,1,Yes,YES,4,Week 16,Week 16
370,2515,1,Yes,NO,4,Week 16,Week 16
370,4232,3,No,NO,3,Week 16,Week 16
370,5190,2,Yes,NO,4,Week 16,Week 16
370,5329,3,No,NO,4,Week 16,Week 16
370,5835,3,No,NO,4,Week 16,Week 16
370,6477,2,Yes,NO,4,Week 16,Week 16
432,1637,2,Yes,YES,4,Week 16,Week 16
432,1671,2,Yes,YES,4,Week 16,Week 16
432,1965,2,Yes,YES,4,Week 16,Week 16
432,2847,1,Yes,YES,4,Week 16,Week 16
432,3150,2,Yes,NO,4,Week 16,Week 16
432,3151,2,Yes,YES,4,Week 16,Week 16
432,3267,2,Yes,YES,4,Week 16,Week 16
432,4358,2,Yes,YES,4,Week 16,Week 16
432,4568,3,No,NO,3,Week 16,Week 16
432,4600,3,No,NO,3,Week 16,Week 16
432,5141,2,Yes,NO,4,Week 16,Week 16
432,5361,2,Yes,YES,4,Week 16,Week 16
426,810,1,Yes,YES,4,Week 16,Week 16
426,886,2,Yes,YES,4,Week 16,Week 16
426,1005,3,No,NO,4,Week 16,Week 16
426,1152,3,No,NO,3,Week 16,Week 16
426,1332,2,Yes,YES,4,Week 16,Week 16
426,1361,2,Yes,YES,4,Week 16,Week 16
426,1526,3,No,NO,4,Week 16,Week 16
426,1546,3,No,NO,3,Week 16,Week 16
426,1625,3,No,NO,3,Week 16,Week 16
426,2714,3,No,NO,4,Week 16,Week 16
426,3590,2,Yes,YES,4,Week 16,Week 16
376,984,2,Yes,NO,4,Week 16,Week 16
376,1492,2,Yes,NO,4,Week 16,Week 16
376,1689,2,Yes,NO,4,Week 16,Week 16
376,2892,2,Yes,YES,4,Week 16,Week 16
376,3313,3,No,NO,4,Week 16,Week 16
376,4639,3,No,NO,4,Week 16,Week 16
376,5137,2,Yes,YES,4,Week 16,Week 16
376,5334,1,Yes,YES,4,Week 16,Week 16
378,924,3,No,NO,4,Week 16,Week 16
378,953,2,Yes,YES,4,Week 16,Week 16
378,980,2,Yes,YES,4,Week 16,Week 16
378,1008,2,Yes,NO,4,Week 16,Week 16
378,2729,2,Yes,NO,4,Week 16,Week 16
378,3177,3,No,NO,3,Week 16,Week 16
378,4599,2,Yes,NO,4,Week 16,Week 16
378,5033,2,Yes,NO,4,Week 16,Week 16
378,5051,1,Yes,YES,4,Week 16,Week 16
379,905,2,Yes,NO,4,Week 16,Week 16
379,1045,3,No,NO,4,Week 16,Week 16
379,1231,1,Yes,YES,4,Week 16,Week 16
379,1659,2,Yes,YES,4,Week 16,Week 16
379,3867,2,Yes,YES,4,Week 16,Week 16
379,4288,2,Yes,NO,4,Week 16,Week 16
379,4567,2,Yes,NO,4,Week 16,Week 16
379,5341,3,No,NO,4,Week 16,Week 16
379,5370,2,Yes,NO,4,Week 16,Week 16
380,1252,2,Yes,YES,4,Week 16,Week 16
380,1308,3,No,NO,4,Week 16,Week 16
380,2125,2,Yes,YES,4,Week 16,Week 16
380,2751,2,Yes,NO,4,Week 16,Week 16
380,3566,2,Yes,YES,4,Week 16,Week 16
380,4284,2,Yes,YES,4,Week 16,Week 16
380,5049,2,Yes,YES,4,Week 16,Week 16
380,5676,3,No,NO,3,Week 16,Week 16
388,921,3,No,NO,4,Week 16,Week 16
388,986,3,No,NO,3,Week 16,Week 16
388,1058,2,Yes,NO,4,Week 16,Week 16
388,1095,2,Yes,NO,4,Week 16,Week 16
388,1199,2,Yes,NO,4,Week 16,Week 16
388,1280,2,Yes,YES,4,Week 16,Week 16
388,1550,3,No,NO,2,Week 16,Week 16
388,1808,3,No,NO,4,Week 16,Week 16
388,4377,3,No,NO,3,Week 16,Week 16
388,5099,1,Yes,NO,4,Week 16,Week 16
388,5232,2,Yes,NO,4,Week 16,Week 16
388,5458,3,No,NO,4,Week 16,Week 16
389,842,2,Yes,YES,4,Week 16,Week 16
389,962,3,No,NO,4,Week 16,Week 16
389,1001,2,Yes,YES,4,Week 16,Week 16
389,1019,2,Yes,NO,4,Week 16,Week 16
389,1273,2,Yes,YES,4,Week 16,Week 16
389,1384,3,No,NO,4,Week 16,Week 16
389,2672,3,No,NO,3,Week 16,Week 16
389,3018,2,Yes,YES,4,Week 16,Week 16
389,3382,2,Yes,YES,4,Week 16,Week 16
391,1200,2,Yes,YES,4,Week 16,Week 16
391,1434,2,Yes,YES,4,Week 16,Week 16
391,1896,2,Yes,NO,4,Week 16,Week 16
391,3227,3,No,NO,4,Week 16,Week 16
391,3582,1,Yes,YES,4,Week 16,Week 16
391,3805,3,No,NO,4,Week 16,Week 16
391,4335,2,Yes,YES,4,Week 16,Week 16
391,5123,2,Yes,YES,4,Week 16,Week 16
401,1699,2,Yes,YES,4,Week 16,Week 16
401,1708,2,Yes,YES,4,Week 16,Week 16
401,1888,2,Yes,YES,4,Week 16,Week 16
401,2921,2,Yes,YES,4,Week 16,Week 16
401,3366,2,Yes,NO,4,Week 16,Week 16
401,3454,2,Yes,YES,4,Week 16,Week 16
401,3789,3,No,NO,4,Week 16,Week 16
401,3848,2,Yes,YES,4,Week 16,Week 16
401,4208,3,No,NO,3,Week 16,Week 16
401,4272,2,Yes,NO,4,Week 16,Week 16
401,5234,1,Yes,YES,4,Week 16,Week 16
403,1440,1,Yes,NO,4,Week 16,Week 16
403,1686,1,Yes,NO,4,Week 16,Week 16
403,2207,3,No,NO,3,Week 16,Week 16
403,2307,2,Yes,NO,4,Week 16,Week 16
403,3232,1,Yes,NO,4,Week 16,Week 16
403,3568,1,Yes,NO,4,Week 16,Week 16
403,3589,1,Yes,NO,4,Week 16,Week 16
403,3620,2,Yes,NO,4,Week 16,Week 16
403,5233,1,Yes,NO,4,Week 16,Week 16
403,5235,2,Yes,NO,4,Week 16,Week 16
403,5350,3,No,NO,4,Week 16,Week 16
403,5763,2,Yes,YES,4,Week 16,Week 16
582,1572,2,Yes,NO,4,Week 16,Week 16
582,1725,3,No,NO,4,Week 16,Week 16
582,1768,1,Yes,NO,4,Week 16,Week 16
582,1827,3,No,NO,3,Week 16,Week 16
582,2511,2,Yes,YES,4,Week 16,Week 16
582,3208,2,Yes,YES,4,Week 16,Week 16
582,4068,2,Yes,YES,4,Week 16,Week 16
582,4438,1,Yes,YES,4,Week 16,Week 16
582,4689,3,No,NO,3,Week 16,Week 16
582,4696,3,No,NO,3,Week 16,Week 16
582,5167,2,Yes,NO,4,Week 16,Week 16
582,5270,2,Yes,YES,4,Week 16,Week 16
585,2223,1,Yes,YES,4,Week 16,Week 16
585,2293,3,No,NO,3,Week 16,Week 16
585,2752,2,Yes,NO,4,Week 16,Week 16
585,3533,2,Yes,YES,4,Week 16,Week 16
585,3824,2,Yes,NO,4,Week 16,Week 16
585,4734,3,No,NO,4,Week 16,Week 16
585,5957,3,No,NO,4,Week 16,Week 16
451,2002,1,Yes,NO,4,Week 16,Week 16
451,2117,2,Yes,NO,4,Week 16,Week 16
451,2280,1,Yes,NO,4,Week 16,Week 16
451,2458,2,Yes,NO,4,Week 16,Week 16
451,4488,2,Yes,NO,4,Week 16,Week 16
451,5435,1,Yes,YES,4,Week 16,Week 16
451,5751,2,Yes,YES,4,Week 16,Week 16
451,5766,3,No,NO,3,Week 16,Week 16
451,5884,3,No,NO,4,Week 16,Week 16
484,2251,2,Yes,YES,4,Week 16,Week 16
484,2292,2,Yes,YES,4,Week 16,Week 16
484,2401,1,Yes,NO,4,Week 16,Week 16
484,2886,1,Yes,YES,4,Week 16,Week 16
484,2948,2,Yes,NO,4,Week 16,Week 16
484,3522,1,Yes,YES,4,Week 16,Week 16
484,5154,1,Yes,YES,4,Week 16,Week 16
463,1555,1,Yes,NO,4,Week 16,Week 16
463,1805,1,Yes,YES,4,Week 16,Week 16
463,1832,1,Yes,YES,4,Week 16,Week 16
463,1859,1,Yes,NO,4,Week 16,Week 16
463,1915,2,Yes,NO,4,Week 16,Week 16
463,2181,1,Yes,NO,4,Week 16,Week 16
463,5096,1,Yes,YES,4,Week 16,Week 16
463,5156,1,Yes,YES,4,Week 16,Week 16
463,5335,2,Yes,NO,4,Week 16,Week 16
514,2385,1,Yes,YES,4,Week 16,Week 16
514,2403,1,Yes,YES,4,Week 16,Week 16
514,2516,1,Yes,NO,4,Week 16,Week 16
514,2571,2,Yes,NO,4,Week 16,Week 16
514,3525,1,Yes,YES,4,Week 16,Week 16
514,3794,1,Yes,NO,4,Week 16,Week 16
514,5041,2,Yes,NO,4,Week 16,Week 16
514,5073,2,Yes,YES,4,Week 16,Week 16
