Store ,Market ,Store Type,Launch Date 
436,272,WM Supercenter,TBD
437,84,WM Supercenter,TBD
438,74,WM Supercenter,TBD
440,78,WM Supercenter,TBD
442,78,WM Supercenter,TBD
443,88,WM Supercenter,TBD
444,333,WM Supercenter,TBD
445,256,WM Supercenter,TBD
446,85,Wal-Mart,TBD
447,88,WM Supercenter,TBD
448,127,WM Supercenter,TBD
449,66,WM Supercenter,TBD
450,127,WM Supercenter,TBD
451,359,WM Supercenter,TBD
452,80,WM Supercenter,TBD
453,329,Wal-Mart,TBD
454,272,WM Supercenter,TBD
456,569,WM Supercenter,TBD
457,66,WM Supercenter,TBD
458,78,WM Supercenter,TBD
461,88,WM Supercenter,TBD
462,61,WM Supercenter,TBD
463,84,WM Supercenter,TBD
464,78,WM Supercenter,TBD
465,77,WM Supercenter,TBD
466,147,WM Supercenter,TBD
467,52,WM Supercenter,TBD
468,47,WM Supercenter,TBD
469,66,WM Supercenter,TBD
470,78,WM Supercenter,TBD
471,49,WM Supercenter,TBD
472,356,WM Supercenter,TBD
473,85,Wal-Mart,TBD
475,83,WM Supercenter,TBD
476,81,WM Supercenter,TBD
478,77,Wal-Mart,TBD
479,349,WM Supercenter,TBD
480,275,Wal-Mart,TBD
481,273,WM Supercenter,TBD
482,61,Wal-Mart,TBD
483,8,WM Supercenter,TBD
484,411,WM Supercenter,TBD
485,129,WM Supercenter,TBD
486,362,WM Supercenter,TBD
489,128,WM Supercenter,TBD
490,78,WM Supercenter,TBD
491,253,WM Supercenter,TBD
495,138,WM Supercenter,TBD
498,134,WM Supercenter,TBD
499,344,WM Supercenter,TBD
501,141,WM Supercenter,TBD
502,129,WM Supercenter,TBD
503,84,Wal-Mart,TBD
504,61,WM Supercenter,TBD
505,134,WM Supercenter,TBD
506,272,WM Supercenter,TBD
508,506,WM Supercenter,TBD
513,73,WM Supercenter,TBD
516,45,WM Supercenter,TBD
517,353,WM Supercenter,TBD
521,66,WM Supercenter,TBD
522,60,WM Supercenter,TBD
523,46,WM Supercenter,TBD
524,84,WM Supercenter,TBD
527,61,WM Supercenter,TBD
529,61,WM Supercenter,TBD
530,327,WM Supercenter,TBD
531,132,WM Supercenter,TBD
532,130,WM Supercenter,TBD
533,132,WM Supercenter,TBD
535,74,WM Supercenter,TBD
536,74,WM Supercenter,TBD
537,73,WM Supercenter,TBD
539,134,WM Supercenter,TBD
540,129,WM Supercenter,TBD
541,128,WM Supercenter,TBD
542,129,WM Supercenter,TBD
543,132,WM Supercenter,TBD
544,353,WM Supercenter,TBD
546,62,WM Supercenter,TBD
550,273,WM Supercenter,TBD
553,125,WM Supercenter,TBD
554,88,Wal-Mart,TBD
557,407,WM Supercenter,TBD
558,407,WM Supercenter,TBD
559,418,WM Supercenter,TBD
560,360,WM Supercenter,TBD
561,76,WM Supercenter,TBD
562,2,WM Supercenter,TBD
564,344,WM Supercenter,TBD
565,55,WM Supercenter,TBD
566,580,WM Supercenter,TBD
567,85,Wal-Mart,TBD
568,152,WM Supercenter,TBD
569,257,WM Supercenter,TBD
572,46,WM Supercenter,TBD
573,361,WM Supercenter,TBD
576,345,WM Supercenter,TBD
577,362,WM Supercenter,TBD
581,414,WM Supercenter,TBD
587,121,WM Supercenter,TBD
590,48,WM Supercenter,TBD
592,406,WM Supercenter,TBD
595,569,WM Supercenter,TBD
596,271,Wal-Mart,TBD
598,429,WM Supercenter,TBD
600,70,WM Supercenter,TBD
601,74,WM Supercenter,TBD
602,68,WM Supercenter,TBD
603,278,WM Supercenter,TBD
604,7,WM Supercenter,TBD
607,349,Wal-Mart,TBD
608,73,WM Supercenter,TBD
609,275,WM Supercenter,TBD
610,76,WM Supercenter,TBD
612,273,WM Supercenter,TBD
622,344,WM Supercenter,TBD
626,73,Wal-Mart,TBD
633,279,WM Supercenter,TBD
636,279,WM Supercenter,TBD
637,429,WM Supercenter,TBD
645,433,WM Supercenter,TBD
646,415,WM Supercenter,TBD
647,414,WM Supercenter,TBD
648,339,WM Supercenter,TBD
651,66,WM Supercenter,TBD
652,406,WM Supercenter,TBD
653,253,WM Supercenter,TBD
655,253,WM Supercenter,TBD
656,151,WM Supercenter,TBD
657,121,WM Supercenter,TBD
659,153,WM Supercenter,TBD
660,137,WM Supercenter,TBD
661,137,WM Supercenter,TBD
662,137,WM Supercenter,TBD
664,406,WM Supercenter,TBD
667,151,WM Supercenter,TBD
668,151,WM Supercenter,TBD
670,2,WM Supercenter,TBD
671,152,WM Supercenter,TBD
673,149,WM Supercenter,TBD
674,152,WM Supercenter,TBD
675,146,WM Supercenter,TBD
677,146,WM Supercenter,TBD
681,5,WM Supercenter,TBD
682,151,WM Supercenter,TBD
683,147,WM Supercenter,TBD
684,147,WM Supercenter,TBD
687,121,WM Supercenter,TBD
688,153,WM Supercenter,TBD
691,3,WM Supercenter,TBD
694,254,WM Supercenter,TBD
695,152,WM Supercenter,TBD
699,136,WM Supercenter,TBD
700,8,WM Supercenter,TBD
701,254,WM Supercenter,TBD
703,67,WM Supercenter,TBD
707,136,WM Supercenter,TBD
708,140,WM Supercenter,TBD
710,152,WM Supercenter,TBD
711,257,WM Supercenter,TBD
712,5,WM Supercenter,TBD
714,327,WM Supercenter,TBD
715,11,WM Supercenter,TBD
716,136,WM Supercenter,TBD
723,7,WM Supercenter,TBD
726,10,WM Supercenter,TBD
730,10,WM Supercenter,TBD
731,11,WM Supercenter,TBD
733,10,WM Supercenter,TBD
734,7,WM Supercenter,TBD
735,151,WM Supercenter,TBD
736,253,WM Supercenter,TBD
737,151,WM Supercenter,TBD
738,147,WM Supercenter,TBD
740,7,WM Supercenter,TBD
743,353,WM Supercenter,TBD
744,59,WM Supercenter,TBD
746,76,WM Supercenter,TBD
748,414,WM Supercenter,TBD
749,414,WM Supercenter,TBD
750,415,WM Supercenter,TBD
751,413,WM Supercenter,TBD
752,63,WM Supercenter,TBD
753,415,WM Supercenter,TBD
755,70,WM Supercenter,TBD
757,77,WM Supercenter,TBD
760,256,Wal-Mart,TBD
761,129,WM Supercenter,TBD
762,2,WM Supercenter,TBD
764,11,WM Supercenter,TBD
765,87,WM Supercenter,TBD
766,137,WM Supercenter,TBD
768,65,WM Supercenter,TBD
770,406,WM Supercenter,TBD
772,64,WM Supercenter,TBD
773,134,WM Supercenter,TBD
774,433,WM Supercenter,TBD
775,279,WM Supercenter,TBD
776,433,WM Supercenter,TBD
777,66,WM Supercenter,TBD
781,81,WM Supercenter,TBD
782,88,WM Supercenter,TBD
783,359,Wal-Mart,TBD
784,418,WM Supercenter,TBD
785,141,WM Supercenter,TBD
786,264,WM Supercenter,TBD
788,328,WM Supercenter,TBD
789,583,WM Supercenter,TBD
790,406,WM Supercenter,TBD
791,78,WM Supercenter,TBD
792,279,Wal-Mart,TBD
793,70,WM Supercenter,TBD
794,409,WM Supercenter,TBD
796,279,WM Supercenter,TBD
797,418,WM Supercenter,TBD
798,273,WM Supercenter,TBD
799,406,WM Supercenter,TBD
801,360,WM Supercenter,TBD
802,263,WM Supercenter,TBD
803,128,WM Supercenter,TBD
804,48,WM Supercenter,TBD
805,340,WM Supercenter,TBD
807,50,WM Supercenter,TBD
808,61,WM Supercenter,TBD
809,10,WM Supercenter,TBD
810,426,WM Supercenter,TBD
812,70,WM Supercenter,TBD
813,81,WM Supercenter,TBD
815,336,WM Supercenter,TBD
816,141,WM Supercenter,TBD
818,15,WM Supercenter,TBD
820,359,WM Supercenter,TBD
822,70,WM Supercenter,TBD
823,345,WM Supercenter,TBD
827,45,WM Supercenter,TBD
830,279,Wal-Mart,TBD
833,271,WM Supercenter,TBD
834,360,WM Supercenter,TBD
837,333,Wal-Mart,TBD
838,345,WM Supercenter,TBD
839,130,WM Supercenter,TBD
841,415,Wal-Mart,TBD
844,262,WM Supercenter,TBD
845,357,Wal-Mart,TBD
846,85,WM Supercenter,TBD
847,438,WM Supercenter,TBD
848,144,WM Supercenter,TBD
849,59,WM Supercenter,TBD
852,262,WM Supercenter,TBD
853,1,WM Supercenter,TBD
861,71,WM Supercenter,TBD
863,10,WM Supercenter,TBD
865,87,WM Supercenter,TBD
866,1,WM Supercenter,TBD
871,333,Wal-Mart,TBD
872,62,WM Supercenter,TBD
874,141,WM Supercenter,TBD
875,140,WM Supercenter,TBD
876,127,WM Supercenter,TBD
879,152,WM Supercenter,TBD
880,50,WM Supercenter,TBD
882,425,WM Supercenter,TBD
885,433,WM Supercenter,TBD
886,426,WM Supercenter,TBD
887,141,WM Supercenter,TBD
888,334,WM Supercenter,TBD
891,279,WM Supercenter,TBD
892,414,WM Supercenter,TBD
893,349,Wal-Mart,TBD
894,356,WM Supercenter,TBD
895,336,Wal-Mart,TBD
896,49,WM Supercenter,TBD
897,73,WM Supercenter,TBD
898,73,Wal-Mart,TBD
900,70,WM Supercenter,TBD
901,77,WM Supercenter,TBD
903,140,WM Supercenter,TBD
904,1,WM Supercenter,TBD
909,125,WM Supercenter,TBD
910,442,WM Supercenter,TBD
911,128,WM Supercenter,TBD
912,125,WM Supercenter,TBD
913,425,WM Supercenter,TBD
914,322,WM Supercenter,TBD
915,62,WM Supercenter,TBD
916,141,WM Supercenter,TBD
917,81,WM Supercenter,TBD
918,46,WM Supercenter,TBD
919,15,WM Supercenter,TBD
927,71,WM Supercenter,TBD
930,8,WM Supercenter,TBD
933,263,WM Supercenter,TBD
934,1,WM Supercenter,TBD
935,130,WM Supercenter,TBD
936,272,WM Supercenter,TBD
938,8,WM Supercenter,TBD
939,76,WM Supercenter,TBD
940,479,WM Supercenter,TBD
944,15,WM Supercenter,TBD
945,71,WM Supercenter,TBD
947,350,WM Supercenter,TBD
950,145,WM Supercenter,TBD
951,85,Wal-Mart,TBD
954,141,WM Supercenter,TBD
957,279,Wal-Mart,TBD
958,263,WM Supercenter,TBD
961,129,WM Supercenter,TBD
963,48,WM Supercenter,TBD
965,438,WM Supercenter,TBD
969,143,WM Supercenter,TBD
970,143,WM Supercenter,TBD
971,438,WM Supercenter,TBD
972,479,WM Supercenter,TBD
975,350,WM Supercenter,TBD
976,135,WM Supercenter,TBD
978,406,WM Supercenter,TBD
979,438,WM Supercenter,TBD
981,138,WM Supercenter,TBD
982,425,WM Supercenter,TBD
985,418,WM Supercenter,TBD
989,128,WM Supercenter,TBD
990,14,WM Supercenter,TBD
991,1,WM Supercenter,TBD
992,356,WM Supercenter,TBD
993,407,WM Supercenter,TBD
998,485,Neighborhood Market,TBD
999,86,WM Supercenter,TBD
1000,569,WM Supercenter,TBD
1003,262,WM Supercenter,TBD
1005,426,WM Supercenter,TBD
1007,438,WM Supercenter,TBD
1009,333,WM Supercenter,TBD
1012,444,WM Supercenter,TBD
1014,361,WM Supercenter,TBD
1016,129,WM Supercenter,TBD
1020,425,WM Supercenter,TBD
1021,339,WM Supercenter,TBD
1022,45,WM Supercenter,TBD
1025,141,WM Supercenter,TBD
1028,278,WM Supercenter,TBD
1032,15,WM Supercenter,TBD
1038,425,WM Supercenter,TBD
1040,65,WM Supercenter,TBD
1041,569,WM Supercenter,TBD
1042,85,WM Supercenter,TBD
1043,350,WM Supercenter,TBD
1044,45,WM Supercenter,TBD
1046,88,Wal-Mart,TBD
1051,71,WM Supercenter,TBD
1052,11,WM Supercenter,TBD
1054,411,WM Supercenter,TBD
1056,353,WM Supercenter,TBD
1057,10,WM Supercenter,TBD
1059,138,WM Supercenter,TBD
1062,63,WM Supercenter,TBD
1063,7,Wal-Mart,TBD
1065,325,WM Supercenter,TBD
1066,143,WM Supercenter,TBD
1067,84,Wal-Mart,TBD
1069,138,WM Supercenter,TBD
1071,341,WM Supercenter,TBD
1073,81,WM Supercenter,TBD
1074,136,WM Supercenter,TBD
1075,149,WM Supercenter,TBD
1078,74,Wal-Mart,TBD
1088,143,WM Supercenter,TBD
1089,120,WM Supercenter,TBD
1091,7,WM Supercenter,TBD
1093,273,WM Supercenter,TBD
1094,361,WM Supercenter,TBD
1098,84,WM Supercenter,TBD
1099,409,WM Supercenter,TBD
1100,137,WM Supercenter,TBD
1101,8,WM Supercenter,TBD
1102,130,WM Supercenter,TBD
1103,59,WM Supercenter,TBD
1105,326,WM Supercenter,TBD
1106,141,WM Supercenter,TBD
1107,134,WM Supercenter,TBD
1108,135,WM Supercenter,TBD
1109,135,WM Supercenter,TBD
1110,135,WM Supercenter,TBD
1114,328,WM Supercenter,TBD
1115,147,WM Supercenter,TBD
1116,349,WM Supercenter,TBD
1117,51,WM Supercenter,TBD
1118,55,WM Supercenter,TBD
1120,360,WM Supercenter,TBD
1124,137,WM Supercenter,TBD
1125,278,WM Supercenter,TBD
1126,506,WM Supercenter,TBD
1128,134,WM Supercenter,TBD
1129,82,WM Supercenter,TBD
1134,7,WM Supercenter,TBD
1136,131,WM Supercenter,TBD
1137,60,WM Supercenter,TBD
1138,441,Wal-Mart,TBD
1147,328,WM Supercenter,TBD
1148,349,WM Supercenter,TBD
1150,85,WM Supercenter,TBD
1151,362,WM Supercenter,TBD
1152,426,WM Supercenter,TBD
1154,506,WM Supercenter,TBD
1158,2,WM Supercenter,TBD
1161,339,WM Supercenter,TBD
1163,125,WM Supercenter,TBD
1167,435,WM Supercenter,TBD
1168,141,WM Supercenter,TBD
1169,127,WM Supercenter,TBD
1174,14,WM Supercenter,TBD
1176,441,WM Supercenter,TBD
1177,340,WM Supercenter,TBD
1178,50,WM Supercenter,TBD
1185,83,WM Supercenter,TBD
1186,60,WM Supercenter,TBD
1187,410,WM Supercenter,TBD
1188,339,WM Supercenter,TBD
1192,141,WM Supercenter,TBD
1193,135,WM Supercenter,TBD
1195,143,WM Supercenter,TBD
1196,131,WM Supercenter,TBD
1198,506,WM Supercenter,TBD
1201,3,WM Supercenter,TBD
1202,439,WM Supercenter,TBD
1204,66,WM Supercenter,TBD
1206,130,WM Supercenter,TBD
1207,15,WM Supercenter,TBD
1211,270,WM Supercenter,TBD
1212,1,WM Supercenter,TBD
1214,406,WM Supercenter,TBD
1216,53,WM Supercenter,TBD
1221,409,WM Supercenter,TBD
1222,14,WM Supercenter,TBD
1224,14,WM Supercenter,TBD
1226,149,WM Supercenter,TBD
1228,269,WM Supercenter,TBD
1229,13,WM Supercenter,TBD
1232,81,WM Supercenter,TBD
1235,86,WM Supercenter,TBD
1241,418,WM Supercenter,TBD
1248,144,WM Supercenter,TBD
1249,74,WM Supercenter,TBD
1253,82,WM Supercenter,TBD
1254,76,WM Supercenter,TBD
1256,266,WM Supercenter,TBD
1257,74,WM Supercenter,TBD
1260,143,WM Supercenter,TBD
1263,254,WM Supercenter,TBD
1265,339,WM Supercenter,TBD
1266,130,WM Supercenter,TBD
1267,441,WM Supercenter,TBD
1271,138,WM Supercenter,TBD
1272,74,WM Supercenter,TBD
1274,441,WM Supercenter,TBD
1276,444,WM Supercenter,TBD
1277,438,WM Supercenter,TBD
1279,59,WM Supercenter,TBD
1282,407,WM Supercenter,TBD
1285,418,WM Supercenter,TBD
1295,350,WM Supercenter,TBD
1296,569,WM Supercenter,TBD
1303,81,WM Supercenter,TBD
1305,441,WM Supercenter,TBD
1307,262,WM Supercenter,TBD
1313,77,WM Supercenter,TBD
1316,439,WM Supercenter,TBD
1323,278,Wal-Mart,TBD
1326,433,WM Supercenter,TBD
1332,426,WM Supercenter,TBD
1341,254,WM Supercenter,TBD
1342,128,WM Supercenter,TBD
1346,143,WM Supercenter,TBD
1347,87,WM Supercenter,TBD
1353,128,WM Supercenter,TBD
1361,426,WM Supercenter,TBD
1362,15,WM Supercenter,TBD
1365,436,Wal-Mart,TBD
1366,440,WM Supercenter,TBD
1376,152,WM Supercenter,TBD
1377,270,WM Supercenter,TBD
1386,262,WM Supercenter,TBD
1389,414,WM Supercenter,TBD
1393,413,WM Supercenter,TBD
1394,435,WM Supercenter,TBD
1395,272,WM Supercenter,TBD
1396,441,WM Supercenter,TBD
1401,265,WM Supercenter,TBD
1404,269,WM Supercenter,TBD
1405,61,WM Supercenter,TBD
1409,65,WM Supercenter,TBD
1413,270,WM Supercenter,TBD
1415,421,WM Supercenter,TBD
1418,341,WM Supercenter,TBD
1420,264,WM Supercenter,TBD
1421,278,WM Supercenter,TBD
1430,439,WM Supercenter,TBD
1431,418,WM Supercenter,TBD
1435,413,WM Supercenter,TBD
1437,406,WM Supercenter,TBD
1446,436,WM Supercenter,TBD
1447,419,WM Supercenter,TBD
1449,439,WM Supercenter,TBD
1451,275,WM Supercenter,TBD
1453,440,WM Supercenter,TBD
1454,275,WM Supercenter,TBD
1455,44,WM Supercenter,TBD
1460,433,WM Supercenter,TBD
1462,7,WM Supercenter,TBD
1467,121,WM Supercenter,TBD
1468,136,WM Supercenter,TBD
1470,421,WM Supercenter,TBD
1471,439,Wal-Mart,TBD
1472,423,WM Supercenter,TBD
1473,421,WM Supercenter,TBD
1475,418,WM Supercenter,TBD
1479,238,WM Supercenter,TBD
1481,13,WM Supercenter,TBD
1483,430,WM Supercenter,TBD
1487,238,WM Supercenter,TBD
1489,269,Wal-Mart,TBD
1490,263,WM Supercenter,TBD
1491,413,WM Supercenter,TBD
1493,14,WM Supercenter,TBD
1494,78,WM Supercenter,TBD
1496,415,WM Supercenter,TBD
1497,266,WM Supercenter,TBD
1500,430,WM Supercenter,TBD
1506,415,WM Supercenter,TBD
1507,409,WM Supercenter,TBD
1509,415,WM Supercenter,TBD
1514,340,WM Supercenter,TBD
1515,442,WM Supercenter,TBD
1516,70,WM Supercenter,TBD
1520,430,WM Supercenter,TBD
1526,426,WM Supercenter,TBD
1528,415,WM Supercenter,TBD
1530,136,WM Supercenter,TBD
1531,270,WM Supercenter,TBD
1534,427,WM Supercenter,TBD
1535,430,WM Supercenter,TBD
1538,430,WM Supercenter,TBD
1545,412,WM Supercenter,TBD
1546,426,Wal-Mart,TBD
1548,262,WM Supercenter,TBD
1551,435,WM Supercenter,TBD
1553,264,WM Supercenter,TBD
1556,266,WM Supercenter,TBD
1561,145,WM Supercenter,TBD
1562,424,Wal-Mart,TBD
1565,382,WM Supercenter,TBD
1571,435,WM Supercenter,TBD
1576,238,Wal-Mart,TBD
1577,424,WM Supercenter,TBD
1581,427,WM Supercenter,TBD
1585,429,WM Supercenter,TBD
1596,265,WM Supercenter,TBD
1597,356,WM Supercenter,TBD
1599,362,WM Supercenter,TBD
1602,275,WM Supercenter,TBD
1605,14,WM Supercenter,TBD
1609,419,WM Supercenter,TBD
1618,238,WM Supercenter,TBD
1620,14,WM Supercenter,TBD
1621,418,WM Supercenter,TBD
1625,426,WM Supercenter,TBD
1626,352,WM Supercenter,TBD
1627,427,WM Supercenter,TBD
1632,412,WM Supercenter,TBD
1633,424,WM Supercenter,TBD
1634,419,WM Supercenter,TBD
1635,442,WM Supercenter,TBD
1636,427,WM Supercenter,TBD
1637,432,WM Supercenter,TBD
1638,7,WM Supercenter,TBD
1643,444,WM Supercenter,TBD
1649,427,WM Supercenter,TBD
1650,444,WM Supercenter,TBD
1654,419,WM Supercenter,TBD
1657,425,WM Supercenter,TBD
1668,269,WM Supercenter,TBD
1669,438,WM Supercenter,TBD
1671,432,WM Supercenter,TBD
1672,436,WM Supercenter,TBD
1676,254,WM Supercenter,TBD
1678,442,WM Supercenter,TBD
1679,438,WM Supercenter,TBD
1681,268,WM Supercenter,TBD
1683,413,WM Supercenter,TBD
1685,430,WM Supercenter,TBD
1690,275,WM Supercenter,TBD
1691,362,Wal-Mart,TBD
1695,427,WM Supercenter,TBD
1696,412,WM Supercenter,TBD
1710,140,WM Supercenter,TBD
1711,2,WM Supercenter,TBD
1713,278,Wal-Mart,TBD
1721,418,WM Supercenter,TBD
1722,421,WM Supercenter,TBD
1723,413,WM Supercenter,TBD
1727,439,WM Supercenter,TBD
1732,414,WM Supercenter,TBD
1734,273,WM Supercenter,TBD
1735,269,WM Supercenter,TBD
1737,268,WM Supercenter,TBD
1738,421,WM Supercenter,TBD
1740,263,WM Supercenter,TBD
1757,419,WM Supercenter,TBD
1761,341,WM Supercenter,TBD
1764,413,WM Supercenter,TBD
1776,442,WM Supercenter,TBD
1779,265,Wal-Mart,TBD
1783,580,WM Supercenter,TBD
1786,423,Wal-Mart,TBD
1787,414,WM Supercenter,TBD
1799,441,WM Supercenter,TBD
1800,583,WM Supercenter,TBD
1801,44,WM Supercenter,TBD
1802,411,WM Supercenter,TBD
1803,87,WM Supercenter,TBD
1814,264,WM Supercenter,TBD
1819,436,WM Supercenter,TBD
1828,439,WM Supercenter,TBD
1837,59,WM Supercenter,TBD
1848,264,WM Supercenter,TBD
1855,423,WM Supercenter,TBD
1858,421,WM Supercenter,TBD
1861,422,WM Supercenter,TBD
1864,422,WM Supercenter,TBD
1865,421,WM Supercenter,TBD
1892,268,WM Supercenter,TBD
1897,268,WM Supercenter,TBD
1898,264,WM Supercenter,TBD
1908,440,WM Supercenter,TBD
1929,419,WM Supercenter,TBD
1931,440,WM Supercenter,TBD
1933,267,Wal-Mart,TBD
1938,268,WM Supercenter,TBD
1943,433,WM Supercenter,TBD
1952,422,WM Supercenter,TBD
1955,263,WM Supercenter,TBD
1958,80,WM Supercenter,TBD
1965,432,WM Supercenter,TBD
1971,425,WM Supercenter,TBD
1982,439,WM Supercenter,TBD
1998,267,WM Supercenter,TBD
1999,424,WM Supercenter,TBD
2004,415,WM Supercenter,TBD
2020,246,Wal-Mart,TBD
2033,427,WM Supercenter,TBD
2066,64,WM Supercenter,TBD
2087,422,WM Supercenter,TBD
2105,53,WM Supercenter,TBD
2111,13,WM Supercenter,TBD
2114,7,WM Supercenter,TBD
2123,47,WM Supercenter,TBD
2127,440,WM Supercenter,TBD
2131,411,WM Supercenter,TBD
2132,131,WM Supercenter,TBD
2133,82,WM Supercenter,TBD
2175,333,WM Supercenter,TBD
2198,423,WM Supercenter,TBD
2204,267,WM Supercenter,TBD
2213,340,WM Supercenter,TBD
2215,265,WM Supercenter,TBD
2221,333,WM Supercenter,TBD
2231,279,WM Supercenter,TBD
2239,86,WM Supercenter,TBD
2257,67,WM Supercenter,TBD
2271,440,WM Supercenter,TBD
2274,424,WM Supercenter,TBD
2276,238,WM Supercenter,TBD
2306,11,WM Supercenter,TBD
2322,145,WM Supercenter,TBD
2335,441,WM Supercenter,TBD
2352,424,WM Supercenter,TBD
2367,419,WM Supercenter,TBD
2393,533,Neighborhood Market,TBD
2394,533,Neighborhood Market,TBD
2395,507,Neighborhood Market,TBD
2397,561,Neighborhood Market,TBD
2404,87,WM Supercenter,TBD
2421,436,WM Supercenter,TBD
2425,485,Neighborhood Market,TBD
2428,409,WM Supercenter,TBD
2431,492,Neighborhood Market,TBD
2432,433,WM Supercenter,TBD
2433,561,Neighborhood Market,TBD
2434,196,WM Supercenter,TBD
2439,60,WM Supercenter,TBD
2442,485,Neighborhood Market,TBD
2443,430,WM Supercenter,TBD
2448,423,WM Supercenter,TBD
2452,444,WM Supercenter,TBD
2488,566,Neighborhood Market,TBD
2490,362,Wal-Mart,TBD
2491,273,WM Supercenter,TBD
2505,62,WM Supercenter,TBD
2509,439,WM Supercenter,TBD
2510,440,WM Supercenter,TBD
2532,263,WM Supercenter,TBD
2533,14,WM Supercenter,TBD
2534,7,WM Supercenter,TBD
2544,238,WM Supercenter,TBD
2545,196,WM Supercenter,TBD
2575,326,WM Supercenter,TBD
2587,326,WM Supercenter,TBD
2599,86,WM Supercenter,TBD
2600,339,WM Supercenter,TBD
2616,339,WM Supercenter,TBD
2642,423,WM Supercenter,TBD
2643,422,WM Supercenter,TBD
2649,50,WM Supercenter,TBD
2654,257,WM Supercenter,TBD
2658,444,WM Supercenter,TBD
2665,125,WM Supercenter,TBD
2667,55,WM Supercenter,TBD
2668,435,WM Supercenter,TBD
2688,45,WM Supercenter,TBD
2690,137,WM Supercenter,TBD
2694,340,WM Supercenter,TBD
2702,333,WM Supercenter,TBD
2706,125,WM Supercenter,TBD
2713,3,WM Supercenter,TBD
2714,426,WM Supercenter,TBD
2715,143,WM Supercenter,TBD
2716,415,WM Supercenter,TBD
2717,141,WM Supercenter,TBD
2718,64,Wal-Mart,TBD
2720,140,WM Supercenter,TBD
2723,2,WM Supercenter,TBD
2724,63,WM Supercenter,TBD
2728,275,WM Supercenter,TBD
2734,353,WM Supercenter,TBD
2739,14,WM Supercenter,TBD
2741,534,Neighborhood Market,TBD
2742,534,Neighborhood Market,TBD
2743,492,Neighborhood Market,TBD
2748,1,WM Supercenter,TBD
2755,140,WM Supercenter,TBD
2760,14,WM Supercenter,TBD
2763,569,WM Supercenter,TBD
2764,414,WM Supercenter,TBD
2765,569,WM Supercenter,TBD
2769,87,WM Supercenter,TBD
2784,407,WM Supercenter,TBD
2803,352,WM Supercenter,TBD
2804,352,WM Supercenter,TBD
2812,425,WM Supercenter,TBD
2813,440,WM Supercenter,TBD
2815,268,Wal-Mart,TBD
2816,267,Wal-Mart,TBD
2817,238,WM Supercenter,TBD
2818,238,WM Supercenter,TBD
2820,421,WM Supercenter,TBD
2822,131,WM Supercenter,TBD
2827,418,WM Supercenter,TBD
2828,435,WM Supercenter,TBD
2834,50,WM Supercenter,TBD
2835,528,Neighborhood Market,TBD
2846,144,WM Supercenter,TBD
2847,432,WM Supercenter,TBD
2855,362,WM Supercenter,TBD
2856,361,WM Supercenter,TBD
2857,360,WM Supercenter,TBD
2864,506,WM Supercenter,TBD
2875,533,Neighborhood Market,TBD
2876,533,Neighborhood Market,TBD
2877,533,Neighborhood Market,TBD
2878,533,Neighborhood Market,TBD
2880,507,Neighborhood Market,TBD
2882,422,WM Supercenter,TBD
2889,415,WM Supercenter,TBD
2891,73,WM Supercenter,TBD
2893,410,WM Supercenter,TBD
2913,129,WM Supercenter,TBD
2918,51,WM Supercenter,TBD
2919,542,Neighborhood Market,TBD
2926,56,WM Supercenter,TBD
2934,273,WM Supercenter,TBD
2935,413,WM Supercenter,TBD
2937,419,WM Supercenter,TBD
2938,132,WM Supercenter,TBD
2939,140,WM Supercenter,TBD
2940,542,Neighborhood Market,TBD
2955,362,WM Supercenter,TBD
2956,266,WM Supercenter,TBD
2957,412,WM Supercenter,TBD
2958,439,WM Supercenter,TBD
2973,51,WM Supercenter,TBD
2975,561,Neighborhood Market,TBD
2976,561,Neighborhood Market,TBD
2977,561,Neighborhood Market,TBD
2978,44,WM Supercenter,TBD
2979,58,Neighborhood Market,TBD
2980,479,WM Supercenter,TBD
2981,58,Neighborhood Market,TBD
2984,533,Neighborhood Market,TBD
2986,439,WM Supercenter,TBD
2990,430,WM Supercenter,TBD
2991,82,WM Supercenter,TBD
2993,62,WM Supercenter,TBD
2994,360,WM Supercenter,TBD
2995,504,Neighborhood Market,TBD
2996,53,WM Supercenter,TBD
3004,268,WM Supercenter,TBD
3014,49,WM Supercenter,TBD
3015,561,Neighborhood Market,TBD
3017,153,WM Supercenter,TBD
3042,543,Neighborhood Market,TBD
3043,58,Neighborhood Market,TBD
3044,50,WM Supercenter,TBD
3055,345,WM Supercenter,TBD
3056,506,WM Supercenter,TBD
3057,506,WM Supercenter,TBD
3058,86,WM Supercenter,TBD
3059,140,WM Supercenter,TBD
3060,140,WM Supercenter,TBD
3061,340,WM Supercenter,TBD
3062,538,Neighborhood Market,TBD
3075,15,WM Supercenter,TBD
3088,424,WM Supercenter,TBD
3102,424,WM Supercenter,TBD
3103,409,WM Supercenter,TBD
3106,86,WM Supercenter,TBD
3107,506,WM Supercenter,TBD
3110,494,Neighborhood Market,TBD
3111,538,Neighborhood Market,TBD
3112,77,WM Supercenter,TBD
3119,15,WM Supercenter,TBD
3135,58,Neighborhood Market,TBD
3137,149,WM Supercenter,TBD
3150,432,WM Supercenter,TBD
3151,432,WM Supercenter,TBD
3152,491,Neighborhood Market,TBD
3153,491,Neighborhood Market,TBD
3154,491,Neighborhood Market,TBD
3155,491,Neighborhood Market,TBD
3167,125,WM Supercenter,TBD
