State,Store ID,CBSA,Type,Address,Zip Code,City
FL,5266,"Tampa-St. Petersburg-Clearwater, FL",SUP,12610 Us Highway 19,34667-1954,Hudson
NV,5269,"Las Vegas-Henderson-Paradise, NV",WNM,490 E Silverado Ranch Blvd,89183-6290,Las Vegas
GA,5275,"Atlanta-Sandy Springs-Roswell, GA",SUP,6435 Bells Ferry Rd,30189-2317,Woodstock
OK,5286,"Oklahoma City, OK",WNM,9320 N Pennsylvania Pl,73120-1519,The Village
TX,5287,"Houston-The Woodlands-Sugar Land, TX",SUP,21150 Kuykendahl Rd,77379-3300,Spring
NY,5295,"New York-Newark-Jersey City, NY-NJ-PA",SUP,965 Broadhollow Rd,11735-3906,Farmingdale
KY,5297,"Louisville-Jefferson County, KY-IN",WNM,143 Thierman Ln,40207-5009,Louisville
NC,5298,"Charlotte-Concord-Gastonia, NC-SC",SUP,223 N Myrtle School Rd,28052-1257,Gastonia
FL,5300,"Tampa-St. Petersburg-Clearwater, FL",SUP,9205 Gibsonton Dr,33534-4608,Gibsonton
FL,5301,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,4375 Belvedere Rd,33406-1545,West Palm Beach
AZ,5304,"Phoenix-Mesa-Scottsdale, AZ",WNM,1916 S Lindsay Rd,85204-7108,Mesa
NV,5306,"Las Vegas-Henderson-Paradise, NV",WNM,5545 Simmons St,89031-9005,North Las Vegas
KS,5308,"Kansas City, MO-KS",WNM,11010 W 74th Ter,66203-4422,Shawnee
TX,5311,"Dallas-Fort Worth-Arlington, TX",SUP,1721 N Custer Rd,75071-3274,Mckinney
TX,5312,"Dallas-Fort Worth-Arlington, TX",SUP,3851 Airport Fwy,76111-5906,Fort Worth
MO,5313,"St. Louis, MO-IL",SUP,6100 Ronald Reagan Dr,63367-2660,Lake Saint Louis
OK,5314,"Oklahoma City, OK",WNM,4420 S Western Ave,73109-3414,Oklahoma City
TX,5316,"Dallas-Fort Worth-Arlington, TX",SUP,1401 N Saginaw Blvd,76179-5096,Saginaw
TX,5317,"Austin-Round Rock, TX",SUP,9300 S Interstate 35 Ste B,78748-1741,Austin
FL,5325,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,5555 W Atlantic Blvd,33063-5296,MARGATE
LA,5327,"Baton Rouge, LA",WNM,9830 Old Hammond Hwy,70816-8251,Baton Rouge
AZ,5330,"Phoenix-Mesa-Scottsdale, AZ",SUP,6145 N 35th Ave,85017-1940,Phoenix
AZ,5331,"Phoenix-Mesa-Scottsdale, AZ",SUP,7575 W Lower Buckeye Rd,85043-3450,Phoenix
AZ,5332,"Phoenix-Mesa-Scottsdale, AZ",WNM,730 E Mckellips Rd,85203-2537,Mesa
CO,5334,"Denver-Aurora-Lakewood, CO",SUP,3301 Tower Rd,80011-3509,Aurora
CO,5341,"Denver-Aurora-Lakewood, CO",SUP,500 Summit Blvd,80021-8219,Broomfield
VA,5343,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,10001 Southpoint Pkwy,22407-2700,Fredericksburg
AZ,5349,"Phoenix-Mesa-Scottsdale, AZ",WNM,8335 E Guadalupe Rd,85212-9630,Mesa
UT,5350,"Salt Lake City, UT",SUP,4627 S 900 E,84117-4879,Salt Lake City
IL,5352,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,801 N Randall Rd,60510-1992,Batavia
TX,5353,"Houston-The Woodlands-Sugar Land, TX",WNM,24809 Aldine Westfield Rd,77373-0000,Spring
NE,5361,"Omaha-Council Bluffs, NE-IA",SUP,12850 L St,68137-2078,Omaha
GA,5363,"Atlanta-Sandy Springs-Roswell, GA",SUP,11465 Tara Blvd,30250-0000,Lovejoy
AZ,5369,"Phoenix-Mesa-Scottsdale, AZ",SUP,1100 N Estrella Pkwy,85338-2808,Goodyear
TX,5388,"Houston-The Woodlands-Sugar Land, TX",SUP,1701 W Fm 646 Rd,77573-4968,League City
GA,5390,"Atlanta-Sandy Springs-Roswell, GA",SUP,210 Cobb Pkwy S,30060-6509,Marietta
IN,5408,"Indianapolis-Carmel-Anderson, IN",WNM,3805 S Keystone Ave,46227-3540,Indianapolis
NJ,5414,"New York-Newark-Jersey City, NY-NJ-PA",SUP,580 Us Highway 9,08734-2210,Lanoka Harbor
TX,5416,"Dallas-Fort Worth-Arlington, TX",SUP,915 E Randol Mill Rd,76011-6017,Arlington
KY,5417,"Louisville-Jefferson County, KY-IN",SUP,175 Outer Loop,40214-5544,Louisville
KY,5418,"Louisville-Jefferson County, KY-IN",SUP,2020 Bashford Manor Ln,40218-2114,Louisville
FL,5420,"Orlando-Kissimmee-Sanford, FL",SUP,3250 Vineland Rd,34746-4893,Kissimmee
MO,5421,"St. Louis, MO-IL",WNM,45 Sutters Mill Rd,63376-0000,St. Peters
NV,5423,"Las Vegas-Henderson-Paradise, NV",WNM,6570 E Lake Mead Blvd,89156-7044,Las Vegas
MO,5427,"St. Louis, MO-IL",WNM,3031 Mid Rivers Mall Dr,63376-0000,St. Peters
AZ,5428,"Phoenix-Mesa-Scottsdale, AZ",SUP,1710 S Greenfield Rd,85206-3481,Mesa
AZ,5429,"Phoenix-Mesa-Scottsdale, AZ",SUP,14111 N Prasada Gateway Ave,85388-2201,Surprise
CA,5435,"San Jose-Sunnyvale-Santa Clara, CA",SUP,777 Story Rd,95122-2628,San Jose
IL,5442,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,1050 N Rohlwing Rd,60101-1034,Addison
IN,5443,"Indianapolis-Carmel-Anderson, IN",SUP,4650 S Emerson Ave,46203-5932,Indianapolis
NJ,5447,"New York-Newark-Jersey City, NY-NJ-PA",SUP,150 Harrison Ave,07032-5950,KEARNY
TX,5449,"Houston-The Woodlands-Sugar Land, TX",SUP,9929 Hwy 6,77459-4149,Missouri City
OH,5466,"Columbus, OH",SUP,1693 Stringtown Rd,43123-8265,Grove City
TX,5479,"Austin-Round Rock, TX",SUP,1548 Fm 685,78660-3576,Pflugerville
TX,5480,"Austin-Round Rock, TX",SUP,4700 E Palm Valley Blvd,78665-2580,Round Rock
NC,5481,"Charlotte-Concord-Gastonia, NC-SC",SUP,9820 Callabridge Ct,28216-7669,Charlotte
IN,5483,"Indianapolis-Carmel-Anderson, IN",SUP,882 S State Road 135,46143-0000,Greenwood
IL,5485,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,2500 W 95th St,60805-2807,Evergreen Park
VA,5488,"Virginia Beach-Norfolk-Newport News, VA-NC",SUP,7530 Tidewater Dr,23505-3703,Norfolk
OH,5499,"Cincinnati, OH-KY-IN",SUP,201 Chamber Dr,45150-2516,Milford
CA,5600,"Los Angeles-Long Beach-Anaheim, CA",WNM,30491 Avenida De Las Flores,92688-3923,Rancho Santa Margarita
CA,5601,"Los Angeles-Long Beach-Anaheim, CA",WNM,21132 Beach Blvd,92648-5404,Huntington Beach
CA,5602,"Los Angeles-Long Beach-Anaheim, CA",WNM,20226 Avalon Blvd,90746-0000,Carson
CA,5603,"Los Angeles-Long Beach-Anaheim, CA",WNM,12270 Paramount Blvd,90242-3549,Downey
CA,5604,"Los Angeles-Long Beach-Anaheim, CA",WNM,14441 Inglewood Ave,90250-6715,Hawthorne
CA,5605,"Los Angeles-Long Beach-Anaheim, CA",WNM,14530 Nordhoff St,91402-1811,Panorama City
CA,5610,"San Francisco-Oakland-Hayward, CA",WNM,9100 Alcosta Blvd,94583-3857,San Ramon
CA,5611,"San Francisco-Oakland-Hayward, CA",WNM,3112 Santa Rita Rd,94566-8300,Pleasanton
TX,5612,"Houston-The Woodlands-Sugar Land, TX",SUP,2391 S Wayside Dr,77023-0000,Houston
TX,5613,"Dallas-Fort Worth-Arlington, TX",WNM,2121 N Collins St,76011-2878,Arlington
TX,5614,"Dallas-Fort Worth-Arlington, TX",WNM,4904 Colleyville Blvd,76034-0000,Colleyville
FL,5615,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,11800 Hialeah Gardens Blvd,33018-0000,Hialeah Gardens
TN,5616,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,2421 Powell Ave,37204-4653,Nashville
IL,5617,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,4626 W Diversey Ave,60639-1829,Chicago
FL,5622,"Tampa-St. Petersburg-Clearwater, FL",WNM,10863 Bloomingdale Ave,33578-3616,Riverview
TX,5624,"Dallas-Fort Worth-Arlington, TX",WNM,13100 Josey Ln,75234-6351,FARMERS BRANCH
AZ,5626,"Tucson, AZ",SUP,1260 E Tucson Marketplace Blvd,85713-0000,Tucson
CA,5641,"Los Angeles-Long Beach-Anaheim, CA",SUP,1000 E Imperial Hwy,90631-7452,La Habra
CA,5644,"Los Angeles-Long Beach-Anaheim, CA",SUP,16555 Von Karman Ave,92606-4928,IRVINE (N)
FL,5654,"Tampa-St. Petersburg-Clearwater, FL",WNM,3671 W Hillsborough Ave,33614-0000,Tampa
TX,5657,"Dallas-Fort Worth-Arlington, TX",WNM,3100 Custer Rd,75075-2060,Plano
FL,5670,"Tampa-St. Petersburg-Clearwater, FL",WNM,2171 Gulf To Bay Blvd,33765-0000,Clearwater
FL,5671,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,13600 Sw 288th St,33033-1905,Homestead
TX,5672,"Dallas-Fort Worth-Arlington, TX",SUP,2662 W Lucas Rd,75002-0000,Lucas
TX,5673,"Dallas-Fort Worth-Arlington, TX",SUP,8015 Woodbridge Pkwy,75048-0000,Sachse
CA,5683,"Sacramento--Roseville--Arden-Arcade, CA",WNM,8455 Elk Grove Blvd,95758-9573,Elk Grove
CA,5686,"Los Angeles-Long Beach-Anaheim, CA",SUP,1301 N Victory Pl,91502-1649,Burbank
TX,5717,"El Paso, TX",SUP,7831 Paseo Del Norte Blvd,79912-8001,El Paso
FL,5719,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,14720 Sw 26th St,33185-0000,Miami
AZ,5725,"Tucson, AZ",WNM,831 E Fort Lowell Road,85719-0000,Tucson
FL,5727,"North Port-Sarasota-Bradenton, FL",SUP,5810 Ranch Lake Blvd,34202-0000,Bradenton
VA,5753,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,6303 Richmond Hwy,22306-6410,Alexandria
FL,5758,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,3911 S Jog Rd,33467-1590,Greenacres
FL,5759,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,6177 S Jog Rd,33467-6503,Lake Worth
FL,5760,"Tampa-St. Petersburg-Clearwater, FL",WNM,1601 W Kennedy Blvd,33606-1844,Tampa
UT,5763,"Salt Lake City, UT",SUP,3590 W South Jordan Pkwy,84095-8916,South Jordan
IN,5767,"Indianapolis-Carmel-Anderson, IN",WNM,9354 Ambleside Dr,46038-0000,Fishers
AZ,5768,"Phoenix-Mesa-Scottsdale, AZ",SUP,800 E Southern Ave,85282-5225,Tempe
AZ,5799,"Tucson, AZ",SUP,2711 S Houghton Rd,85730-9006,Tucson
CA,5807,"Los Angeles-Long Beach-Anaheim, CA",SUP,2100 N Long Beach Blvd,90221-1252,Compton
TX,5810,"Dallas-Fort Worth-Arlington, TX",SUP,7075 W Wheatland Rd,75249-0000,Dallas
GA,5814,"Atlanta-Sandy Springs-Roswell, GA",SUP,2200 Holly Springs Pkwy,30115-0000,Holly Springs
GA,5815,"Atlanta-Sandy Springs-Roswell, GA",WNM,2909 Austell Rd Sw,30008-0000,Marietta
TX,5823,"Dallas-Fort Worth-Arlington, TX",SUP,6185 Retail Rd,75231-7807,Dallas
TX,5824,"Dallas-Fort Worth-Arlington, TX",WNM,1951 Military Pkwy,75149-0000,Mesquite
FL,5826,"Tampa-St. Petersburg-Clearwater, FL",WNM,901 Lithia Pinecrest Rd,33511-6120,Brandon
OH,5857,"Columbus, OH",SUP,50 E Schrock Rd,43081-2915,Westerville
TX,5866,"Dallas-Fort Worth-Arlington, TX",SUP,8555 Preston Rd,75034-5606,Frisco
NJ,5867,"New York-Newark-Jersey City, NY-NJ-PA",SUP,500 Bayonne Crossing Way,07002-5305,Bayonne
FL,5871,"Orlando-Kissimmee-Sanford, FL",SUP,5734 S Orange Blossom Trl,32839-0000,Orlando
FL,5876,"Tampa-St. Petersburg-Clearwater, FL",WNM,2102 Main St,34698-5604,Dunedin
NC,5879,"Charlotte-Concord-Gastonia, NC-SC",SUP,11145 Bryton Town Center Dr,28078-7215,Huntersville
VA,5880,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,11181 Lee Hwy,22030-5004,Fairfax
FL,5882,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,2765 10th Ave N,33461-3192,Palm Springs
CA,5884,"San Jose-Sunnyvale-Santa Clara, CA",SUP,5095 Almaden Expy,95118-2051,San Jose
TX,5889,"Dallas-Fort Worth-Arlington, TX",SUP,9410 Webb Chapel Rd,75220-0000,Dallas
FL,5894,"Orlando-Kissimmee-Sanford, FL",SUP,5511 Deep Lake Rd,32765-0000,Oviedo
FL,5911,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,3625 S Federal Hwy,33435-8656,Boynton Beach
FL,5912,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,21151 S Dixie Hwy,33189-0000,Miami
VA,5922,"Virginia Beach-Norfolk-Newport News, VA-NC",SUP,546 First Colonial Rd,23451-0000,Virginia Beach
MO,5927,"St. Louis, MO-IL",SUP,3390 N Highway 67,63033-1605,Florissant
CA,5930,"Los Angeles-Long Beach-Anaheim, CA",SUP,88 E Orangethorpe Ave,92801-1206,Anaheim
FL,5932,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,12800 Pines Blvd,33027-1708,Pembroke Pines
FL,5945,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,400 W 49th St,33012-3603,Hialeah
TX,5947,"El Paso, TX",SUP,5631 Dyer St,79904-6204,El Paso
CA,5954,"Los Angeles-Long Beach-Anaheim, CA",SUP,2753 E Eastland Center Dr Ste 5555,91791-0000,West Covina
CO,5957,"Denver-Aurora-Lakewood, CO",SUP,5957 W 44th Ave,80212-7410,Denver
TX,5959,"Houston-The Woodlands-Sugar Land, TX",SUP,111 Yale St,77007-3730,Houston
FL,5964,"Tampa-St. Petersburg-Clearwater, FL",SUP,1720 E Hillsborough Ave,33610-0000,Tampa
DC,5968,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,5929 Georgia Ave Nw,20011-0000,Washington
VA,5969,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,4368 Chantilly Shopping Center Dr,20151-4016,Chantilly
CA,5980,"Sacramento--Roseville--Arden-Arcade, CA",WNM,4080 Douglas Blvd,95746-5900,Granite Bay
CA,5981,"Sacramento--Roseville--Arden-Arcade, CA",WNM,6005 Madison Ave,95608-0521,Carmichael
CA,5982,"Sacramento--Roseville--Arden-Arcade, CA",WNM,2700 Marconi Ave,95821-4914,Sacramento
FL,5988,"Orlando-Kissimmee-Sanford, FL",WNM,2271 N Semoran Blvd,32807-0000,ORLANDO (BALDWIN)
OK,6170,"Tulsa, OK",WNM,3139 S Harvard Ave E,74135-0000,Tulsa
KS,6172,"Kansas City, MO-KS",WNM,2300 Metropolitan Avenue,66106-0000,Kansas City
CO,6178,"Denver-Aurora-Lakewood, CO",WNM,10400 E Colfax Ave,80010-0000,Aurora
TX,6300,"Dallas-Fort Worth-Arlington, TX",SUP,500 Richland Blvd,75078-0000,Prosper
AZ,6477,"Phoenix-Mesa-Scottsdale, AZ",SUP,9600 N Metro Pkwy W,85051-1402,Phoenix
AZ,6480,"Phoenix-Mesa-Scottsdale, AZ",SUP,3460 W Chandler Blvd,85226-0000,Chandler
MO,6500,"Kansas City, MO-KS",WNM,3411 S Noland Rd,64055-0000,Independence
FL,6548,"Tampa-St. Petersburg-Clearwater, FL",WNM,4525 Gunn Hwy,33624-0000,Tampa
TN,6807,"Memphis, TN-MS-AR",SUP,6727 Raleigh Lagrange Rd,38133-0000,Memphis
FL,6894,"Orlando-Kissimmee-Sanford, FL",WNM,820 Balmy Beach Dr,32703-0000,Apopka
KY,6931,"Louisville-Jefferson County, KY-IN",SUP,4840 Outer Loop,40219-0000,Louisville
MS,6964,"Memphis, TN-MS-AR",SUP,4150 Goodman Road West,38637-0000,Horn Lake
FL,6978,"Jacksonville, FL",SUP,7075 Collins Rd,32244-5041,Jacksonville
TN,7020,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,5511 Murfreesboro Rd,37086-0000,La Vergne
VA,7032,"Richmond, VA",SUP,5001 Nine Mile Rd,23223-5732,Henrico
VA,7174,"Richmond, VA",WNM,5700 Hopkins Rd,23234-0000,North Chesterfield
GA,7185,"Atlanta-Sandy Springs-Roswell, GA",SUP,3655 Browns Bridge Rd,30028-0000,Cumming
LA,7262,"Baton Rouge, LA",WNM,11550 Coursey Blvd,70816-0000,Baton Rouge
KY,7290,"Louisville-Jefferson County, KY-IN",SUP,6501 Veterans Memorial Pkwy,40014-0000,Crestwood
OK,7294,"Oklahoma City, OK",SUP,3651 Classen Blvd,73071-0000,Norman
FL,7307,"North Port-Sarasota-Bradenton, FL",WNM,4536 53rd Ave E,34203-0000,Bradenton
OK,7326,"Oklahoma City, OK",SUP,3301 Sw 104th St,73159-0000,Oklahoma City
TX,7347,"Dallas-Fort Worth-Arlington, TX",WNM,720 W Pipeline Rd,76053-0000,Hurst
TX,7357,"Houston-The Woodlands-Sugar Land, TX",WNM,8208 Barker Cypress Rd,77433-0000,Cypress
TX,7361,"Houston-The Woodlands-Sugar Land, TX",WNM,12631 Broadway Street,77584-0000,Pearland
NY,8331,"New York-Newark-Jersey City, NY-NJ-PA",SUP,901 Boulevard East,11980,Yaphank
TX,8930,"Dallas-Fort Worth-Arlington, TX",SUP,15757 Coit Rd,75248-4467,Dallas
