sn,Procedure,Equipment,Compliance,Compliance2,Compliance3,Compliance4,Operational,Operational2,Operational3,Operational4
849,1,1,1,1,1,1,1,1,1,1
850,1,1,1,1,1,1,1,1,1,1
851,0,1,1,1,1,1,1,1,1,1
852,1,1,1,1,1,1,1,1,1,1
853,0,1,0,1,1,1,0,1,1,1
854,1,1,1,1,1,1,1,1,1,1
855,0,0,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0
859,1,1,1,1,1,1,1,1,1,1
860,0,1,0,0,1,0,0,0,1,0
861,1,1,1,1,1,1,1,1,1,1
862,1,1,1,1,1,1,1,1,1,1
863,1,1,1,1,1,1,1,1,1,1
864,1,1,1,1,1,1,1,1,1,1
865,1,1,1,1,1,1,1,1,1,1
866,1,1,1,0,1,1,1,0,1,1
867,1,1,1,1,1,1,1,1,1,1
868,1,1,1,1,1,1,1,1,1,1
869,1,1,1,1,1,1,1,1,1,1
870,1,1,1,1,1,1,1,1,1,1
871,1,1,1,1,1,1,1,1,1,1
872,1,1,1,1,1,1,1,1,1,1
874,1,1,1,1,1,1,1,1,1,1
877,1,1,1,1,1,1,1,1,1,1
878,1,1,1,0,0,1,1,0,0,1
879,1,1,1,1,1,1,1,1,1,1
880,1,1,1,1,1,1,1,1,1,1
881,1,1,1,1,1,1,1,1,1,1
882,1,1,0,0,1,1,0,0,1,1
884,1,1,1,1,1,1,1,1,1,1
886,1,1,1,1,1,1,1,1,1,1
888,1,1,1,1,1,1,1,1,1,1
889,1,1,1,1,1,1,1,1,1,1
890,0,1,1,0,1,1,1,0,1,1
891,1,1,1,1,1,1,1,1,1,1
892,1,1,1,1,1,1,1,1,1,1
894,1,1,1,1,1,1,1,1,1,1
896,1,1,1,1,1,1,1,1,1,1
899,1,1,1,0,1,1,1,0,1,1
900,1,1,1,1,1,1,1,1,1,1
901,1,1,1,1,1,1,1,1,1,1
902,1,1,1,1,1,1,1,1,1,1
903,0,1,1,1,1,1,1,1,1,1
904,1,1,1,1,1,1,1,1,1,1
906,1,1,1,1,1,1,1,1,1,1
908,1,1,1,1,1,0,1,1,1,0
910,1,1,0,1,1,1,0,1,1,1
911,1,1,1,1,1,1,1,1,1,1
913,1,1,1,1,1,1,1,1,1,1
914,1,1,1,1,1,1,1,1,1,1
915,1,1,1,1,1,1,1,1,1,1
916,1,1,0,1,1,1,0,1,1,1
918,1,1,1,1,1,1,1,1,1,1
919,1,1,1,1,1,1,1,1,1,1
922,1,1,1,1,1,1,1,1,1,1
923,0,1,0,1,0,1,0,0,0,1
924,1,1,1,1,1,1,1,1,1,1
927,1,1,1,1,0,1,1,1,0,1
928,0,0,1,1,1,1,1,1,0,0
929,1,1,0,1,1,1,0,1,1,1
930,1,1,1,1,1,1,1,1,1,1
931,1,1,1,1,1,1,1,1,1,1
932,1,1,0,1,0,1,0,1,0,1
934,1,1,0,1,0,1,0,1,0,1
935,1,1,1,1,1,1,1,1,1,1
936,0,0,0,0,0,0,0,0,0,0
937,1,1,1,0,1,0,1,0,1,0
938,1,1,1,1,1,1,1,1,1,1
939,1,1,1,1,1,1,1,1,1,1
940,1,1,1,1,1,1,1,1,1,1
942,1,1,1,1,1,1,1,1,1,1
943,1,1,1,1,1,1,1,1,1,1
944,1,1,1,1,1,1,1,1,1,1
945,1,1,1,1,1,1,1,1,1,1
947,0,1,1,1,1,1,1,1,1,1
950,1,1,1,1,1,1,1,1,1,1
952,1,1,1,1,1,1,1,0,1,1
953,1,1,1,1,1,1,1,1,1,1
954,1,1,1,1,0,1,1,1,0,1
955,1,1,0,1,0,1,0,1,0,0
958,1,1,1,1,0,0,1,1,0,0
959,1,1,1,1,1,1,1,1,1,1
960,1,1,1,1,1,1,1,1,1,1
961,0,0,0,0,0,0,0,0,0,0
962,1,1,1,1,1,1,1,1,1,1
963,1,1,1,1,1,1,1,1,1,1
964,1,1,1,1,1,1,1,1,1,1
965,1,1,1,1,1,1,1,1,1,1
966,1,1,1,1,1,1,1,1,1,1
967,1,1,1,1,1,1,1,1,1,1
969,1,1,0,1,1,1,0,1,1,1
970,1,1,1,1,1,1,1,1,1,1
972,1,1,1,1,1,1,1,1,1,1
973,0,1,1,1,1,1,1,1,1,1
974,1,1,1,1,1,1,1,1,1,1
975,1,1,1,1,1,1,1,1,1,1
976,1,1,0,0,1,1,0,0,1,1
978,1,1,1,1,1,1,1,1,1,1
979,1,1,1,1,1,1,1,1,1,1
980,1,1,0,1,1,1,0,1,1,1
981,1,1,1,1,1,1,1,1,1,1
982,1,1,1,1,1,1,1,1,1,0
984,1,1,1,1,1,1,1,1,1,1
987,1,1,1,1,1,1,1,1,1,1
990,1,1,0,1,1,0,0,1,1,0
991,0,0,0,0,0,0,0,0,0,0
992,1,1,1,1,1,1,1,1,1,1
993,1,1,1,1,1,1,1,1,1,1
994,1,1,1,1,1,1,1,1,1,1
995,1,1,0,1,1,1,0,1,1,1
999,1,1,0,1,1,1,0,1,1,1
1000,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,0,1,1,1,0,1
1003,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,0,1,1,1,0,1,1
1005,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1
1007,1,1,1,1,1,1,1,1,1,1
1008,1,1,1,1,1,1,1,1,1,1
1009,1,1,1,1,1,1,1,1,1,1
1010,0,0,0,1,1,0,0,1,1,0
1011,1,1,1,1,1,1,1,1,1,1
1012,1,1,1,1,1,1,1,1,1,1
1014,1,1,1,1,0,1,1,1,0,1
1016,1,1,1,1,1,1,0,1,1,1
1017,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1
1020,0,1,1,1,1,1,1,1,0,1
1021,1,1,1,1,1,1,1,1,1,1
1022,1,1,1,1,1,1,1,0,1,1
1023,1,1,1,1,0,1,1,1,0,1
1024,1,1,1,1,1,0,1,1,1,0
1025,1,0,1,1,1,1,1,1,1,0
1026,1,1,0,0,0,0,0,0,0,0
1027,1,1,1,1,1,1,1,1,1,1
1028,1,0,1,1,1,1,1,1,1,1
1030,1,1,1,1,0,0,1,1,0,0
1033,1,1,1,1,1,1,1,1,1,1
1034,1,1,1,1,1,1,1,1,1,1
1035,1,1,1,1,1,1,1,1,1,1
1036,1,1,1,1,1,1,1,1,1,1
1037,1,0,0,0,0,0,0,0,0,0
1039,1,1,1,1,1,1,1,1,1,1
1040,1,1,1,1,1,1,1,1,1,1
1041,1,1,1,1,1,1,1,1,1,1
1042,1,1,1,1,1,1,1,0,1,1
1043,1,1,1,1,1,1,1,1,1,1
1044,1,1,1,1,1,1,1,0,1,1
1045,1,1,1,1,1,1,1,1,1,1
1048,1,1,1,1,1,1,1,1,1,1
1051,1,1,1,1,1,1,1,1,1,1
1053,1,1,1,1,1,1,1,1,1,1
1054,1,1,1,1,1,1,1,1,0,1
1055,1,1,1,1,1,1,1,1,1,1
1056,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,0,1,1,1,0,1,1
1059,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1
1064,0,1,1,1,1,1,1,1,1,1
1065,0,0,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1
1070,1,1,1,1,1,1,1,1,1,1
1071,0,1,0,0,0,0,0,0,0,0
1072,1,1,1,1,1,1,1,1,1,1
1074,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,0,1,1,1
1076,1,1,1,1,1,0,1,1,1,0
1080,1,1,1,1,1,1,1,1,1,1
1081,1,1,1,1,1,1,1,1,1,1
1085,1,1,1,1,1,1,1,1,1,1
1086,1,1,1,1,1,1,1,1,1,1
1087,1,1,1,1,1,1,1,1,1,1
1089,1,1,1,1,1,1,1,1,1,1
1090,1,1,1,1,1,1,1,1,1,1
1091,0,1,1,0,1,1,1,0,1,0
1093,0,1,1,1,0,1,1,1,0,1
1096,1,1,1,1,1,1,1,1,1,1
1097,1,1,0,1,1,1,0,1,1,1
1098,1,1,1,1,1,1,1,1,1,1
1099,1,1,1,1,1,1,1,1,1,1
1100,1,1,1,1,1,1,1,1,1,1
1101,1,1,1,0,1,1,1,0,1,1
1102,1,1,1,1,1,1,1,1,1,0
1103,1,1,1,1,1,1,1,1,1,1
1104,1,1,1,1,1,1,1,1,1,1
1105,1,1,1,1,1,1,1,1,1,1
1107,1,1,1,1,1,1,1,1,1,1
1111,1,1,1,1,1,1,1,1,1,1
1112,1,1,1,1,1,1,1,1,1,1
1113,1,1,1,1,1,1,1,1,1,1
1114,1,0,1,1,1,0,1,1,1,0
1116,1,1,1,1,1,1,1,1,1,1
1117,1,0,1,1,1,1,1,1,1,1
1118,1,1,1,1,1,1,1,1,1,1
1120,1,1,1,1,1,1,1,1,1,1
1121,1,1,1,1,1,1,1,1,1,1
1122,1,1,0,1,1,0,0,1,1,0
1123,1,1,1,1,1,1,1,1,1,1
1124,1,1,1,1,1,1,1,1,1,1
1125,1,1,1,1,1,1,1,1,1,1
1126,1,1,1,1,1,1,1,1,1,1
1128,1,1,1,1,1,1,1,1,1,1
1129,1,1,1,1,1,1,1,1,1,1
1132,1,1,0,1,1,1,0,1,1,1
1133,1,1,1,1,1,1,1,1,1,1
1134,0,0,0,0,0,0,0,0,0,0
1135,1,1,1,1,1,1,1,1,1,1
1136,1,1,1,1,1,1,1,1,1,1
1139,1,1,1,1,1,1,1,1,1,1
1140,1,1,1,1,1,1,1,1,1,1
1141,1,1,1,1,1,1,1,1,1,1
1142,1,1,1,1,1,1,1,1,1,1
1143,1,1,0,1,1,1,0,1,1,1
1144,1,1,1,1,1,1,1,1,1,1
1146,1,1,1,1,1,1,1,1,1,1
1147,1,1,1,1,1,1,1,1,1,1
1148,1,1,1,1,1,1,1,1,1,1
1149,1,1,1,1,0,0,1,1,0,0
1150,1,1,1,1,1,1,1,1,1,1
1151,0,1,1,1,1,1,1,1,1,1
1153,1,0,1,1,1,1,1,1,1,1
1154,1,1,1,1,0,1,1,1,0,1
1155,1,1,1,1,1,1,1,1,1,1
1156,1,1,1,1,1,1,1,1,1,1
1158,1,1,1,1,1,1,1,1,1,1
1160,1,1,1,1,1,1,1,1,1,1
1161,1,1,1,1,1,1,1,1,1,1
1162,1,1,1,1,1,1,1,1,1,1
1163,1,1,1,1,1,1,1,1,1,1
1164,1,1,1,1,1,1,1,1,1,1
1165,1,1,1,1,1,1,1,1,1,1
1168,1,1,1,1,1,1,1,1,1,1
1173,1,1,1,1,1,1,1,1,1,1
1174,1,1,1,1,1,1,1,1,1,1
1177,1,1,1,1,1,1,1,1,1,1
1178,1,1,0,0,0,1,0,0,0,1
1180,1,1,1,1,1,1,1,1,1,1
1182,1,1,1,1,1,1,1,1,1,1
1183,1,1,1,1,0,1,1,1,0,1
1184,1,1,1,1,1,1,1,1,1,1
1185,1,1,1,1,1,1,1,1,1,1
1186,1,1,0,1,1,1,0,0,1,1
1187,1,1,1,1,1,1,1,1,1,1
1190,1,1,1,1,1,1,1,1,1,1
1191,0,1,1,1,1,1,0,0,0,0
1192,1,1,1,1,1,1,1,1,1,1
1193,0,0,1,0,1,0,1,0,0,0
1195,1,1,1,1,1,1,1,1,1,1
1196,1,1,0,1,1,1,0,1,1,1
1197,1,1,1,1,1,1,1,1,1,1
1198,1,1,1,1,1,1,1,1,1,1
1199,1,1,1,1,1,1,1,1,1,1
1200,1,1,1,1,1,1,1,1,1,1
1201,1,1,1,1,1,1,1,1,1,1
1202,1,1,1,1,1,1,1,1,1,1
1203,1,1,1,1,1,1,1,1,1,1
1204,1,1,1,1,1,1,1,1,1,1
1205,1,1,1,1,1,1,1,1,1,1
1206,1,1,1,1,1,1,1,1,1,1
1207,1,0,1,1,1,1,1,1,1,1
1209,1,1,0,1,0,1,0,1,0,1
1210,0,1,1,1,1,1,1,0,1,0
1212,1,1,1,1,1,1,1,1,1,1
1213,1,1,1,1,1,1,1,1,1,1
1215,1,1,1,1,1,1,1,1,1,1
1216,1,1,0,1,1,1,0,1,1,1
1218,1,1,0,1,1,1,0,1,1,1
1219,1,1,0,1,0,0,0,1,0,0
1220,1,1,1,1,0,1,0,1,0,0
1221,1,1,1,1,1,1,1,1,1,1
1222,1,1,1,1,1,1,1,1,1,1
1223,1,1,0,1,1,1,0,1,1,0
1224,1,1,1,1,1,1,1,1,1,1
1225,1,1,1,1,1,1,1,1,1,1
1226,1,1,1,1,1,0,1,1,0,0
1227,1,1,1,1,1,1,1,1,0,1
1229,1,1,1,1,1,1,1,1,1,1
1230,1,1,1,0,0,1,1,0,0,1
1231,1,1,1,1,1,1,1,1,1,1
1232,1,1,1,1,1,1,1,1,1,1
1233,1,1,1,1,1,1,1,1,1,1
1234,1,1,1,1,1,1,1,1,1,1
1235,1,1,0,0,0,1,0,0,0,1
1237,1,1,1,1,1,1,1,1,1,1
1238,1,1,1,0,0,0,1,0,0,0
1239,1,1,0,1,1,1,0,1,1,1
1241,1,1,1,1,1,1,1,1,1,1
1242,1,0,1,0,1,1,1,0,1,1
1243,1,1,1,1,1,1,1,1,1,1
1244,1,1,1,1,1,1,1,1,1,1
1245,1,1,1,1,0,1,1,1,0,1
1247,1,1,1,1,1,1,1,1,1,1
1248,0,0,0,0,1,0,0,0,1,0
1249,1,1,1,1,1,1,1,1,1,1
1252,1,1,1,1,1,1,1,1,1,1
1253,1,1,1,0,1,1,1,0,1,1
1254,1,1,1,1,1,1,1,1,1,1
1255,1,1,1,1,1,1,1,1,1,1
1256,1,1,1,1,1,1,1,1,1,1
1259,1,1,1,1,1,1,1,1,1,1
1260,1,1,1,1,1,1,1,1,1,1
1261,1,1,0,1,1,1,0,1,1,1
1263,1,1,1,0,1,1,1,0,1,1
1264,1,1,1,1,1,1,1,1,1,1
1266,1,1,1,0,0,1,1,0,0,1
1268,0,0,1,1,1,1,1,1,1,1
1270,1,1,0,1,1,1,0,1,1,1
1271,1,1,1,1,1,1,1,1,1,1
1275,1,1,1,1,1,1,0,1,1,1
1276,1,1,1,1,1,1,1,1,1,1
1277,1,1,0,1,1,1,0,1,1,1
1279,1,1,1,1,1,1,1,1,1,1
1280,1,1,1,1,1,1,1,1,1,1
1281,1,1,1,1,1,1,1,1,1,1
1283,1,1,1,0,1,1,1,0,1,1
1284,1,1,0,1,0,0,1,1,0,0
1285,1,1,1,1,1,1,1,1,1,1
1286,0,1,1,1,0,0,1,1,0,0
1288,0,1,0,1,0,1,0,1,0,1
1289,0,1,1,1,1,1,1,1,1,1
1291,1,1,1,1,1,1,1,0,0,0
1292,0,0,1,1,1,1,1,1,1,1
1296,1,1,1,1,1,1,1,1,1,1
1297,0,1,1,0,1,1,1,0,1,1
1299,1,1,0,1,1,1,0,1,0,1
1302,0,1,1,1,1,1,1,1,1,1
1303,1,1,1,1,1,1,1,1,1,1
1304,1,1,1,1,1,1,1,1,1,1
1305,1,1,1,1,1,1,1,1,1,1
1306,1,1,1,1,1,1,1,1,1,1
1307,1,1,0,1,1,1,0,0,1,1
1310,1,1,1,1,1,1,1,1,1,1
1311,1,1,0,0,0,1,0,0,0,0
1312,1,1,1,1,1,1,1,1,1,1
1313,1,1,1,1,1,1,1,1,1,1
1314,1,1,0,1,0,1,0,1,0,1
1315,1,1,1,1,1,1,1,1,1,1
1317,1,1,1,1,0,1,1,1,0,1
1318,1,1,1,1,1,1,0,1,0,1
1319,1,1,1,1,1,1,1,1,1,1
1320,1,1,1,1,1,1,1,1,1,1
1321,1,1,1,1,1,1,1,1,1,1
1322,0,0,1,1,1,1,1,1,1,1
1323,1,1,1,1,1,1,1,1,1,1
1324,1,1,1,1,1,1,1,1,1,1
1326,1,1,1,1,1,1,1,1,1,1
1327,1,1,1,1,1,1,1,1,1,1
1328,1,1,1,0,1,1,1,0,1,1
1330,1,1,1,1,1,1,1,1,1,1
1331,1,1,1,1,1,1,1,1,1,1
1332,1,1,0,0,1,1,0,0,1,1
1333,0,0,0,0,0,0,0,0,0,0
1338,0,1,1,1,1,1,1,1,0,1
1339,0,0,0,0,0,1,0,0,1,1
1340,1,0,0,1,0,1,0,1,0,0
1341,1,1,1,1,1,1,1,1,1,1
1342,1,1,1,1,1,1,1,1,1,1
1344,1,1,1,1,1,1,1,1,1,1
1346,1,1,1,0,1,1,1,0,1,1
1347,1,1,1,1,1,1,1,1,1,1
1348,1,1,1,1,1,1,1,1,0,1
1351,1,1,1,1,1,1,1,1,1,1
1353,1,1,1,1,1,1,1,1,1,1
1354,1,1,1,1,1,1,1,1,1,1
1355,1,1,1,1,1,1,1,1,1,1
1356,1,1,1,1,1,1,1,1,1,1
1357,1,1,1,1,1,1,1,1,1,1
1358,1,1,1,1,1,1,1,1,1,1
1360,1,1,1,1,1,1,1,1,1,1
1361,1,1,1,1,1,1,1,1,1,1
1362,1,0,1,0,0,0,0,0,0,0
1363,1,1,1,0,1,0,1,0,1,0
1367,1,1,1,0,1,1,1,0,1,1
1368,1,1,1,1,1,1,1,1,1,1
1370,1,1,1,1,1,1,1,1,1,1
1371,1,1,1,1,1,1,1,1,1,1
1373,1,1,1,1,1,1,1,1,1,1
1375,1,1,1,1,1,1,1,1,1,1
1376,1,1,1,1,1,1,1,1,1,1
1378,1,1,1,1,1,1,1,1,1,1
1379,1,1,1,1,0,1,1,1,0,1
1381,1,1,1,1,1,1,1,1,1,1
1383,1,1,1,1,1,1,1,1,1,1
1384,1,1,1,1,1,1,1,1,1,1
1386,0,1,1,1,1,1,1,1,1,1
1388,1,1,1,1,1,1,1,1,1,1
1390,1,1,1,1,1,1,1,1,1,1
1391,1,1,1,1,1,1,1,1,1,1
1392,1,1,1,1,1,1,1,1,1,1
1393,1,1,1,1,1,1,1,1,1,1
1396,1,1,1,1,1,1,1,1,1,1
1397,1,0,1,1,1,1,1,1,1,1
1399,1,1,1,1,1,1,1,1,1,1
1400,0,0,0,0,0,0,0,0,0,0
1405,1,1,1,1,1,1,1,1,1,1
1406,1,1,1,1,1,1,1,1,1,1
1407,1,1,1,1,1,0,1,1,1,0
1408,0,1,1,1,1,1,0,1,1,1
1411,1,1,1,1,1,1,1,1,1,1
1412,1,1,1,1,1,1,1,1,1,1
1413,1,1,1,0,1,1,1,0,1,1
1414,1,1,1,0,1,1,1,1,1,1
1415,1,1,1,1,1,1,1,1,1,1
1416,1,1,1,1,1,1,1,1,1,1
1417,1,1,1,1,1,1,1,1,1,1
1418,0,1,1,1,1,0,1,1,1,0
1421,1,1,1,0,0,1,1,0,0,1
1423,1,1,1,1,1,1,1,1,1,1
1424,1,1,1,0,1,1,0,0,1,1
1425,0,1,1,1,0,0,1,1,0,0
1426,1,1,1,1,1,1,1,1,1,1
1427,1,1,1,1,1,1,1,1,1,1
1428,1,1,1,1,1,1,1,1,1,1
1429,1,1,1,1,1,1,1,1,1,1
1430,1,1,1,1,1,1,1,1,1,1
1431,1,1,1,1,1,1,0,1,1,1
1432,1,1,1,1,1,1,1,1,1,1
1433,1,1,1,0,1,1,1,0,1,1
1434,1,1,1,1,1,1,1,1,1,1
1435,1,1,1,1,1,1,1,1,1,1
1437,1,1,1,1,1,1,1,1,1,1
1438,0,1,1,1,0,1,0,1,0,1
1439,1,1,1,1,1,1,1,1,1,1
1440,1,1,1,1,1,1,1,1,1,1
1441,1,1,0,0,0,0,0,0,0,0
1442,1,1,1,1,1,0,0,1,1,0
1443,1,1,1,1,1,1,1,1,1,1
1444,1,1,1,1,1,1,1,1,1,1
1445,1,1,1,1,1,1,1,1,1,1
1446,1,1,1,0,1,0,1,0,1,0
1447,1,1,1,1,1,1,1,1,1,1
1448,1,1,1,1,1,1,1,1,1,0
1450,1,1,1,1,1,1,1,1,1,1
1453,1,1,1,1,1,1,1,1,1,1
1454,1,1,1,1,1,1,1,1,1,1
1455,1,1,1,1,1,1,1,1,1,1
1456,1,1,1,1,1,1,1,0,1,1
1457,1,1,1,1,1,1,1,1,1,1
1458,1,0,0,0,0,0,0,0,0,0
1459,1,1,1,1,1,1,1,1,1,1
1460,1,1,1,1,0,1,1,1,0,1
1461,1,1,1,1,1,1,1,1,1,1
1462,0,0,0,0,0,0,0,0,0,0
1463,0,1,1,1,0,1,1,1,0,1
1464,0,1,1,1,1,1,1,1,1,1
1465,1,1,1,1,1,1,1,1,1,1
1466,1,1,1,1,1,1,1,1,1,1
1468,0,0,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,0,0
1472,1,1,1,1,1,1,1,1,1,1
1474,1,1,1,1,1,1,1,1,1,1
1476,1,1,1,0,1,1,1,0,1,1
1479,1,0,1,1,0,1,1,1,0,1
1480,1,1,1,1,1,1,1,1,1,1
1483,1,1,1,1,1,1,1,1,1,1
1485,1,1,1,1,1,1,1,1,1,1
1486,1,1,1,1,1,1,1,1,1,1
1487,1,1,1,1,1,1,1,1,1,1
1488,1,1,0,0,1,1,0,0,1,1
1490,1,1,1,1,1,1,1,1,1,1
1491,1,1,1,1,1,1,1,1,1,1
1494,1,1,1,1,1,1,1,1,1,1
1495,0,0,1,0,0,0,0,0,0,0
1499,1,1,1,1,1,1,1,1,1,1
1500,1,1,1,1,1,1,1,1,1,1
1502,1,1,1,1,1,1,1,1,1,1
1503,1,0,1,1,0,1,0,0,0,1
1505,1,1,1,1,1,1,1,1,1,1
1507,1,1,1,1,1,1,1,1,1,1
1510,0,0,0,0,0,0,0,0,0,0
1514,1,1,1,1,1,1,1,0,1,1
1515,0,1,1,1,1,1,0,1,0,0
1516,1,1,1,1,1,1,1,1,1,1
1518,1,0,0,0,1,1,0,0,0,1
1519,1,1,1,1,1,1,1,1,1,1
1520,1,1,1,1,1,1,1,1,1,1
1521,0,0,0,0,0,0,0,0,0,0
1525,1,1,1,1,1,1,1,1,1,1
1526,1,1,1,1,1,1,1,1,1,1
1527,1,1,1,1,1,1,1,1,1,0
1530,0,0,0,0,0,0,0,0,0,0
1533,1,1,1,1,1,1,1,1,1,1
1534,1,1,1,1,1,1,1,1,1,1
1535,1,1,1,1,1,1,1,0,1,1
1538,1,1,1,1,1,1,1,1,1,1
1539,1,1,1,1,0,1,1,1,0,1
1540,1,1,1,1,1,1,1,1,1,1
1541,0,1,1,1,0,1,1,1,0,1
1542,1,1,1,1,1,1,1,1,1,1
1543,1,1,1,1,1,1,1,1,1,1
1544,1,1,1,1,1,1,1,1,1,1
1545,1,1,1,1,1,1,1,1,1,1
1547,0,0,0,1,0,0,0,1,0,0
1549,1,1,1,1,1,1,1,1,1,1
1552,1,1,1,1,1,1,1,0,1,1
1554,1,1,1,1,1,1,1,1,1,1
1555,1,1,1,1,1,1,1,1,1,1
1557,1,1,1,1,1,1,1,1,1,1
1558,1,1,0,0,1,1,0,0,1,1
1560,1,1,1,1,1,1,1,1,1,1
1561,1,1,1,0,0,0,1,0,0,0
1563,1,1,1,1,1,1,1,1,1,1
1564,1,1,1,1,1,1,1,1,1,1
1565,0,1,1,1,1,1,1,1,1,1
1566,1,1,1,1,1,1,1,1,1,1
1567,1,1,1,1,1,1,1,1,1,1
1568,1,1,1,1,1,1,1,1,1,1
1569,1,1,1,1,1,1,1,1,1,1
1570,1,1,1,1,1,1,1,1,1,1
1571,0,0,0,0,0,1,0,0,0,1
1572,1,1,1,1,1,1,1,1,1,1
1573,1,1,1,1,1,1,1,1,1,1
1577,1,1,1,1,1,1,1,1,1,1
1578,1,1,0,1,1,1,0,1,1,1
1580,1,1,1,1,1,1,1,1,1,1
1581,1,1,1,0,1,1,1,0,1,1
1586,1,1,1,1,1,1,1,1,1,1
1588,0,0,1,1,0,1,1,1,0,1
1590,0,0,0,0,0,0,0,0,0,0
1592,1,1,1,1,1,1,1,1,1,1
1593,1,1,1,1,1,1,1,1,1,1
1594,1,1,1,1,1,1,1,1,1,1
1595,1,1,1,1,1,0,1,1,1,0
1597,1,1,1,1,1,1,1,1,1,1
1599,1,1,1,1,1,1,1,1,1,1
1602,1,1,1,1,1,1,1,1,1,1
1604,1,1,1,1,1,1,1,1,1,1
1606,0,0,0,0,0,0,0,0,0,0
1609,1,1,1,1,1,1,1,1,1,1
1611,1,1,1,1,1,1,1,1,1,1
1612,1,1,1,1,1,1,1,1,1,1
1615,1,1,1,1,1,1,1,1,1,1
1620,1,1,1,1,1,1,1,1,1,1
1622,1,1,1,1,1,1,1,1,1,1
1623,0,0,1,1,1,1,1,0,1,1
1625,1,1,1,1,1,1,1,1,1,1
1626,1,1,1,1,1,1,1,1,1,1
1627,1,1,1,1,1,1,1,1,1,1
1628,1,1,1,0,1,1,1,0,1,1
1632,1,1,1,1,1,1,1,1,1,1
1634,1,1,1,1,1,1,1,1,1,1
1636,1,1,1,1,1,1,1,1,1,1
1637,1,1,1,1,1,1,1,1,1,1
1642,1,0,1,0,1,1,1,0,1,1
1643,1,1,1,1,1,1,1,1,1,1
1644,1,1,1,1,0,1,1,1,0,1
1645,1,1,1,1,1,1,1,1,1,1
1647,0,0,1,1,1,1,0,1,1,1
1648,1,1,1,1,1,1,1,1,1,1
1652,1,1,1,1,1,1,1,1,1,1
1654,1,1,1,1,1,1,1,1,1,1
1655,1,1,0,1,0,1,0,1,0,1
1657,1,1,1,1,1,1,1,1,1,1
1660,1,1,0,1,1,1,0,1,1,1
1662,1,1,1,1,1,1,1,1,1,1
1665,1,1,1,1,1,1,1,1,1,1
1667,1,1,1,1,1,1,1,1,1,1
1671,1,1,1,1,1,1,1,1,1,1
1672,1,1,1,1,0,1,1,1,0,1
1673,1,1,1,1,1,1,1,1,1,1
1674,0,1,1,1,1,1,1,1,1,1
1676,1,1,1,1,0,1,1,1,0,1
1677,1,1,1,1,1,1,1,1,1,1
1679,1,1,1,1,1,1,1,1,1,1
1682,1,1,1,1,0,1,1,1,0,1
1685,1,1,1,1,1,1,1,1,1,1
1686,1,1,1,1,1,1,1,1,1,1
1689,1,1,1,1,1,1,1,1,1,1
1690,1,1,1,1,1,1,1,1,1,1
1691,1,1,1,1,1,1,1,1,1,1
1692,1,1,1,1,1,1,1,1,1,1
1693,0,1,1,1,0,0,1,1,0,0
1695,1,1,1,1,1,1,1,1,1,1
1698,0,0,0,1,1,1,0,1,1,1
1699,1,1,0,1,1,1,0,0,1,0
1704,1,1,1,1,1,1,1,1,1,1
1705,1,1,1,1,1,1,1,1,1,1
1707,1,1,1,1,1,1,1,1,1,1
1708,1,1,0,1,1,0,0,1,1,0
1709,1,1,1,1,1,1,1,1,1,1
1710,1,1,1,1,0,1,1,1,0,1
1719,1,1,1,1,1,1,1,1,1,1
1720,1,1,0,0,0,1,0,0,0,1
1722,1,1,1,1,0,0,1,1,0,0
1723,1,1,1,1,1,1,1,1,1,1
1724,1,1,1,1,1,1,1,1,1,1
1726,1,1,1,1,1,1,1,1,1,1
1728,1,1,1,1,1,1,1,1,1,1
1733,1,1,1,1,1,1,1,1,1,1
1734,1,1,1,1,1,1,1,1,1,1
1738,0,1,1,1,1,1,1,1,1,1
1739,1,1,1,1,1,1,1,1,1,1
1740,1,1,1,0,1,1,1,0,1,1
1741,1,0,0,1,0,0,0,1,0,0
1745,1,1,1,1,1,1,1,1,1,1
1748,1,1,0,1,1,0,0,1,1,0
1750,1,1,1,1,1,1,1,1,1,1
1756,1,1,1,1,1,1,1,1,1,1
1758,1,1,1,1,1,1,1,1,1,1
1759,1,0,1,0,1,1,0,0,0,1
1760,1,1,1,1,1,1,1,1,1,1
1761,1,1,1,1,1,0,1,1,1,0
1762,1,1,1,1,1,1,1,1,1,1
1763,1,1,1,1,1,1,1,1,1,1
1764,1,1,1,1,1,1,1,1,1,1
1765,1,1,1,1,1,1,1,1,1,1
1767,1,1,1,1,1,1,1,1,1,1
1768,1,1,1,1,1,1,1,1,1,1
1771,1,1,1,1,1,1,1,1,1,1
