Userid2,Store,Store Rank
K0R08RD,1665,2
STJ002C,1666,2
KJM00BO,1671,2
MLV002S,1672,2
ALF005O,1673,2
S0D036Q,1676,2
PAPARKH,1677,2
MMWITT,1678,2
SRH006E,1679,2
SGHADIM,1681,2
S0A01QU,1683,2
SRHIQUE,1684,2
TAHAUSM,1685,2
D0A02XK,1686,2
T0N019Z,1689,2
BTPREND,1690,2
VLSHANS,1691,2
Y0N009A,1692,2
B0M04IL,1693,2
CHS0027,1694,2
ERJ0030,1695,2
TMLEMON,1696,2
MDA004R,1697,2
BMS008L,1699,2
K0D03NA,1700,2
DVESECK,1702,2
CAM00PK,1704,2
JLDURNI,1705,2
E0A00ST,1707,2
D0H0HOK,1708,2
MAWILCO,1709,2
DJWHITE,1710,2
MNO000U,1711,2
NJROBBI,1712,2
J0M08VK,1713,2
BCTATE,1714,2
S0J03M0,1718,2
T0H03KA,1720,2
KSOYAMA,1721,2
A0H0AYX,1722,2
SMKRABE,1723,2
DDIERKE,1724,2
E0G02ZI,1726,2
TJANZEN,1727,2
JLAMRHE,1729,2
RIPLAIN,1731,2
T0K03N2,1732,2
SALYCKA,1733,2
M0T00TG,1738,2
LMLIBER,1739,2
S0R0EQC,1740,2
SDM002B,1741,2
MAP00TM,1742,2
GFCLARK,1743,2
DELWELL,1744,2
D0W0JW8,1745,2
DONTIVE,1747,2
S0K03KL,1748,2
FMKELLE,1749,2
H0G05ZQ,1750,2
CMJ00AV,1751,2
B0T06RN,1752,2
R0H07IR,1753,2
RAA0052,1754,2
JWRETTI,1755,2
Z0M00OA,1756,2
D0L0GLG,1757,2
R0L06Y3,1762,2
S0C06H2,1763,2
KSS006I,1764,2
WMH000Q,1765,2
CML003C,1768,2
ACBARGE,1769,2
WRIGBY1,1770,2
R0S049V,1772,2
K0G013M,1774,2
K0C02M3,1775,2
JLHILLE,1776,2
C0N018M,1778,2
FLS000F,1782,2
T0B0L9A,1783,2
J0L0DEV,1784,2
YKFERNA,1785,2
RJBECKE,1786,2
JMYOST,1787,2
DRF0041,1788,2
E0N00F9,1789,2
LMH00CH,1790,2
MDH008H,1791,2
A0K03HU,1792,2
A0M0YDC,1793,2
R0D02CY,1794,2
AHANDER,1795,2
HDTRAN,1796,2
MEWALTZ,1798,2
HJBORTZ,1799,2
CAC00RZ,1800,2
SKKESSE,1801,2
J0H0321,1802,2
WRANTAN,1804,2
DMUNIZB,1805,2
JKH005E,1806,2
I0L00U8,1808,2
BLH00CJ,1812,2
WPORTEU,1813,2
A0R03VV,1815,2
C0B07B6,1816,2
JLG00HL,1817,2
AFORSBE,1819,2
C0S0DUC,1826,2
A0M1DSE,1827,2
V0H00GT,1828,2
BWL0007,1829,2
ARESTR1,1832,2
J0A07A3,1833,2
JAB00B6,1834,2
EMREDEN,1835,2
SLDUNN,1836,2
CEELPER,1837,2
C0F02WH,1838,2
KIORTIZ,1839,2
KJMELTO,1840,2
RJGOODM,1841,2
M0B09SN,1843,2
DFF000A,1844,2
C0K03ZS,1847,2
LIHARGR,1849,2
MND001Y,1851,2
A0S05IP,1852,2
D0L0EDC,1853,2
I0R0273,1855,2
CADILL,1856,2
A0J0B2F,1858,2
A0W035K,1859,2
B0X00A3,1861,2
MAJ005K,1862,2
TJGALAS,1863,2
TLJ0031,1864,2
PJKRAMI,1865,2
C0H082U,1867,2
R0B04ES,1870,2
AJP00CE,1871,2
LAP007T,1872,2
TMG005J,1876,2
J0S0A97,1877,2
A0L0AHF,1878,2
E0W02PF,1879,2
JDCHAFF,1880,2
JAA00HU,1881,2
S0H09PD,1882,2
T0W01N3,1884,2
PDS000Z,1886,2
MSG0045,1887,2
JAV0079,1888,2
Z0R01GC,1889,2
DCHALLJ,1890,2
J0C05WG,1892,2
J0H02XI,1894,2
JMBIAGE,1895,2
R0J042T,1896,2
G0G00SG,1897,2
K0S066X,1898,2
JRC00FA,1899,2
C0S0421,1900,2
SMWINE,1901,2
SLJ001B,1902,2
VAB001Q,1903,2
GPBURT,1905,2
AMM010Q,1907,2
KAH005Y,1908,2
M0M0CYL,1910,2
FMHAFEE,1912,2
M0B0HP9,1913,2
M0E04GW,1914,2
R0A040G,1915,2
NRMANAU,1916,2
R0R0CBL,1917,2
J0D0BI0,1918,2
DEWOODF,1920,2
ABCALDE,1922,2
JJJ009X,1924,2
JKRATLI,1925,2
C0S0IZE,1928,2
G0C01VU,1929,2
J0M1QL2,1930,2
MMH00BI,1933,2
AMPULLI,1934,2
JAT0086,1935,2
J0D07JG,1936,2
PSNICKE,1937,2
NAN000D,1938,2
JCA003U,1940,2
S0Z03LL,1941,2
C0S064J,1943,2
CLA0040,1945,2
BLJOHNS,1946,2
ZFIANNE,1947,2
TAKULIG,1949,2
TSHENDR,1950,2
SAC00FB,1951,2
RLWITTR,1952,2
MJELMQU,1953,2
S0N00ON,1955,2
JSORTIZ,1956,2
J0S04KL,1960,2
JLKEARN,1962,2
JHINIGU,1963,2
DGANTON,1964,2
TPH000M,1965,2
B0C07C6,1969,2
J0G0PR0,1972,2
DEA0030,1973,2
LMPARAD,1974,2
N0C0AEP,1975,2
RMUNIZJ,1976,2
MJH00AQ,1979,2
MLKUBIS,1982,2
JJBOWEN,1983,2
J0P0JRU,1984,2
JAREER,1986,2
RAR00C8,1987,2
BJG005I,1988,2
B0W033A,1989,2
NNANSAR,1991,2
A0L0KK4,1992,2
JLF00DO,1994,2
E0R01HV,1995,2
JJC00E8,1996,2
CNTHIMI,1997,2
D0H0BCK,1999,2
RDH0049,2001,2
AMM00S1,2002,2
E0M05OU,2004,2
JOVERCA,2005,2
KJGOSSE,2006,2
A0S0YHH,2007,2
JLMOSLE,2008,2
CMJ0073,2009,2
A0C0XYQ,2012,2
J0F0DQF,2013,2
G0H05JJ,2014,2
N0L036S,2016,2
A0S0D6R,2020,2
JAM01AD,2022,2
MKUFFA,2024,2
R0R0CII,2025,2
MAG00L4,2028,2
AAB005G,2031,2
B0A0859,2032,2
J0A0G4I,2033,2
HMYOUNT,2035,2
GLFARME,2036,2
JVH000Z,2037,2
SERIGGI,2043,2
R0G05FZ,2044,2
SRD0059,2045,2
HAMCEWE,2047,2
B0D00HN,2048,2
K0M0JYQ,2049,2
AMHARMO,2050,2
CLS00B9,2051,2
KBFREY,2052,2
A0C0UWF,2053,2
HAA002N,2054,2
ERT000U,2055,2
GAGREEL,2056,2
PUN000D,2057,2
DELANGL,2058,2
TRW0096,2059,2
AJK0024,2061,2
B0H02DM,2063,2
MCMAXWE,2065,2
J0B0SMN,2069,2
M0K07A4,2070,2
MNASON,2071,2
TLD00B2,2073,2
MJH007L,2074,2
LRH0052,2075,2
J0L08MV,2077,2
JRG00EO,2078,2
J0F058K,2079,2
AMM00JC,2081,2
L0L04FA,2082,2
JEB009L,2083,2
B0S0GBT,2084,2
B0W0ATP,2086,2
ARF002R,2087,2
PSUSAN,2088,2
REMOONE,2089,2
M0S078V,2091,2
ALA008P,2092,2
B0F012I,2093,2
F0R00JJ,2094,2
DCLASSE,2097,2
CLH0076,2098,2
CMW00H5,2099,2
R0C0F2D,2100,2
BALIDDE,2101,2
BCHEFLI,2102,2
KMBELTO,2103,2
SRM008S,2105,2
JNCOMST,2106,2
JLQUEEN,2108,2
D0R0HDB,2109,2
L0H03EE,2110,2
RSE000K,2111,2
BAA003P,2112,2
MSWAGGO,2113,2
JEJOUBE,2114,2
PMR003F,2115,2
V0B00IF,2116,2
E0C020E,2117,2
T0W05NE,2118,2
MBCARPI,2119,2
H0F00TM,2120,2
DAGOODI,2121,2
J0L0UTT,2122,2
DLWHITM,2123,2
CMLAMBA,2124,2
K0H03ZN,2125,2
DKSHIMA,2126,2
B0G0599,2127,2
FTDEPIN,2128,2
LSHARPL,2129,2
M0L0354,2130,2
TJHORTO,2131,2
LBW001G,2132,2
J0S03TW,2133,2
W0R02NZ,2135,2
DMG007J,2136,2
EMA004C,2142,2
E0Y00W2,2143,2
SMMARIT,2144,2
T0W03NU,2146,2
EMS0086,2147,2
KJGEARH,2149,2
A0L02HH,2150,2
JCH008M,2153,2
BDC0019,2154,2
D0C0456,2158,2
W0C03QB,2159,2
A0A0J7H,2160,2
MMONSHI,2161,2
JJF00AL,2164,2
ARGARFI,2166,2
J0H0984,2169,2
JDNEISW,2175,2
MACCILI,2176,2
D0M0PF6,2177,2
Y0R00KR,2181,2
D0D09UY,2183,2
J0F07D3,2185,2
J0V04H5,2187,2
C0G0CYN,2188,2
OLCENTE,2189,2
J0D0E1T,2190,2
AABINON,2192,2
LGPERGI,2193,2
C0A01QA,2196,2
CLM00JG,2197,2
GTE0009,2198,2
MAP00GZ,2201,2
S0D04ME,2202,2
T0D01C5,2206,2
A0W0MFQ,2207,2
SLT00A6,2208,2
C0B0AZK,2209,2
SNG002B,2211,2
B0F01L3,2213,2
BML0034,2214,2
R0L01PR,2218,2
H0G04M7,2221,2
HLS004U,2223,2
D0C02GN,2224,2
MAV00BM,2226,2
ACKISER,2230,2
AAS009A,2234,2
B0M02RZ,2236,2
MDCALLI,2237,2
EJDEHOO,2238,2
LVTORRE,2239,2
MGR004F,2241,2
YCCALDE,2242,2
PAH004W,2243,2
MDCARD,2244,2
IBB000G,2245,2
JLG00IW,2249,2
M0R020Y,2251,2
LLM0077,2253,2
K0C0CRK,2254,2
CIC000W,2257,2
RJM005W,2258,2
RTSOTOM,2259,2
ELSALGA,2263,2
CKGONSA,2269,2
B0G01O6,2270,2
C0L0C9D,2271,2
N0S067J,2273,2
SKK0021,2274,2
KEBRAND,2275,2
NADOWNS,2276,2
C0R02HA,2277,2
M0L0H7C,2278,2
TCDUPRE,2279,2
M0V01ZG,2280,2
RWM0023,2281,2
A0H0O6N,2283,2
E0O03KY,2286,2
C0K03IR,2287,2
ENBARAJ,2288,2
RMZ000I,2291,2
CHELGUE,2292,2
BTROMIN,2293,2
L0M02H1,2297,2
AMP00CE,2307,2
GAACOJI,2308,2
J0R0DGW,2309,2
CSK001P,2310,2
JRF005R,2312,2
AADUCHA,2314,2
CJH009U,2315,2
RLFULKR,2316,2
BNKEALO,2317,2
MTMCCUN,2318,2
ABSINGH,2319,2
DTBELL,2320,2
AEO0015,2321,2
CTW003V,2322,2
Z0T0272,2325,2
M0W02VZ,2328,2
AEFRYOU,2330,2
KSCARTE,2333,2
S0W0KPI,2335,2
WCHALPI,2336,2
CLG002R,2339,2
NJYAAS,2351,2
EBMIX,2352,2
KASZYMA,2358,2
NMCASTR,2359,2
NMZ0003,2361,2
JJSPATE,2362,2
QKK0000,2365,2
K0L09X1,2367,2
C0G07WO,2369,2
ALHATHA,2370,2
DLMERCA,2371,2
A0F0B9X,2385,2
AMTREAD,2387,2
NAKOESS,2391,2
SMS00GR,2392,2
RWJAYCO,2394,2
A0C08X9,2395,2
A0N00F9,2396,2
KLDECAT,2399,2
J0H0JGA,2400,2
R0R021O,2401,2
M0R0SSH,2402,2
NDCOWAN,2403,2
TLW00H6,2405,2
RGCHARL,2406,2
LJGREEN,2414,2
DGMITCH,2417,2
B0P0AJJ,2418,2
CMWILSO,2420,2
RMM00AV,2421,2
JRDECIO,2422,2
K0W0BLV,2424,2
R0W08ZC,2425,2
M0P0D1X,2426,2
R0B04XU,2427,2
JAD008A,2428,2
MAM01C3,2429,2
BMH009Z,2431,2
VCLUNDH,2432,2
AMGURGA,2434,2
ALRAYNE,2435,2
A0M0MKB,2438,2
J0L0CBP,2439,2
JAO009P,2441,2
S0P01FH,2442,2
A0M1ELX,2443,2
B0J02CL,2444,2
DLW00DH,2448,2
JLP00DH,2450,2
RJGROCE,2452,2
JBBASCI,2453,2
RJWANNE,2455,2
GSA001T,2458,2
VVTOMOV,2459,2
S0S0G8E,2460,2
SSD0026,2464,2
DES005D,2465,2
JAC010J,2469,2
V0L00KQ,2471,2
BJPALAC,2473,2
M0W02E4,2474,2
GDTUTTL,2476,2
D0R013T,2479,2
DLILLEY,2481,2
SMM00HC,2482,2
EMEI,2483,2
JALASHL,2484,2
T0O00CI,2485,2
NDB003G,2488,2
CASCHLA,2492,2
DMLIMON,2494,2
VCTRUON,2495,2
JDDANIE,2496,2
RINSABE,2497,2
MAV00A6,2499,2
R0S0A2P,2502,2
M0M0V3L,2503,2
DAP00CX,2506,2
O0H0089,2507,2
C0F07VO,2508,2
ZSTEFFE,2509,2
JDS00CA,2511,2
CRS00FF,2512,2
CNDISPA,2513,2
M0K04YD,2514,2
D0P02A5,2515,2
CBM0024,2516,2
A0R0TIR,2517,2
SMRUTKO,2520,2
J0H0WEJ,2522,2
A0R0J71,2523,2
RCREYES,2526,2
C0H07NV,2527,2
D0P0AUL,2528,2
T0K0287,2529,2
CSC0067,2530,2
JLW00DX,2532,2
BACARRU,2533,2
J0M0E1N,2534,2
L0K045N,2535,2
MDIAZJR,2536,2
SDM0046,2537,2
JES0049,2538,2
JTM008Y,2539,2
I0M0108,2540,2
K0K0B3A,2541,2
C0S02MR,2542,2
CWSALSA,2543,2
J0J0DUT,2544,2
DSG003W,2545,2
V0M00RM,2546,2
M0L07C4,2547,2
JAJ008W,2548,2
CRW007N,2549,2
M0J01ZS,2550,2
JJPOPLA,2551,2
H0M00QL,2553,2
PLFLYNN,2554,2
S0H05Q2,2556,2
M0R036G,2557,2
BJMAJEE,2558,2
NPLAMBA,2559,2
R0C0FI7,2561,2
AMBURKH,2562,2
AFMANSF,2563,2
P0W02HS,2565,2
C0G051N,2568,2
BPS000R,2571,2
SAM00W7,2572,2
L0D08TT,2575,2
HAC001V,2576,2
MDWOODS,2579,2
S0D0333,2581,2
BLP005C,2584,2
M0C0TU5,2585,2
RLCALHO,2587,2
WMREES,2588,2
HFOGELL,2590,2
RGS003U,2591,2
B0W06VT,2592,2
V0L01ZL,2593,2
M0H0KB3,2594,2
JJH008P,2595,2
KABUSTA,2596,2
K0F026V,2597,2
K0W03XT,2598,2
T0M032A,2599,2
MCH0040,2603,2
CAT00B0,2605,2
DRTOLLE,2607,2
K0S03HH,2608,2
V0S00DV,2609,2
AMO007Q,2610,2
CDH00E9,2613,2
D0C0CAN,2616,2
JDAWSO1,2617,2
AMFIX,2618,2
CBLACKF,2619,2
N0E00AL,2621,2
R0M039L,2626,2
SKW001Q,2628,2
M0S02SM,2633,2
CAB00PS,2634,2
M0K08EE,2636,2
SRHITCH,2638,2
AASCHOO,2639,2
TVNEWMA,2642,2
DRFLOYD,2643,2
MLA005V,2644,2
RDRHEA,2645,2
D0W0AMS,2646,2
DARYMAN,2647,2
DLSAEPH,2648,2
SAT003R,2653,2
RJEMBER,2654,2
A0W0JSB,2658,2
C0S0E3I,2659,2
M0H087H,2662,2
MRYENDZ,2663,2
JAPOERI,2664,2
P0M017A,2665,2
M0H0MYT,2667,2
ARLEXA,2668,2
KJVANWO,2671,2
JSS00BO,2672,2
J0S1CEG,2674,2
LALAVOI,2681,2
JLMILIZ,2682,2
D0D09P3,2684,2
B0S08DW,2686,2
E0S0CDJ,2688,2
TCHUM,2689,2
E0C06QH,2690,2
JEM00D0,2691,2
SJCUCCI,2693,2
BJLAURI,2694,2
CSS009J,2696,2
A0A0475,2697,2
JAC01A9,2699,2
SMBOLEN,2700,2
KAEASLE,2702,2
P0W00TF,2703,2
AROXEND,2704,2
APE000T,2705,2
P0W04EM,2706,2
B0S02AE,2708,2
JMGABOR,2710,2
RGC001J,2711,2
NAH0014,2713,2
JJJ0085,2714,2
M0P09XU,2715,2
ELJ002V,2716,2
R0A01L0,2720,2
MKLOLLE,2722,2
ZRLAMB,2723,2
JLTIMS,2724,2
VBLEMAS,2725,2
GJNAPIE,2726,2
LCSPRAD,2728,2
TEFARME,2729,2
JDCURIE,2731,2
MRSULLI,2732,2
ATMATHI,2733,2
EST001L,2734,2
EAG001A,2735,2
K0L02BQ,2739,2
RLFARME,2741,2
RWS003P,2742,2
KLHICE,2743,2
CTSIMPS,2744,2
MDM00N6,2745,2
B0H042I,2749,2
K0S021D,2751,2
QMSPRUI,2752,2
NLDAVIS,2753,2
PLH001A,2754,2
MDM00D2,2755,2
RKD0029,2760,2
BLKISER,2761,2
TMMONTG,2764,2
JAVACA,2765,2
TCP000H,2766,2
A0K09RH,2768,2
FNFILIP,2771,2
TDMAGGA,2772,2
SKIRTLA,2774,2
DBMASON,2777,2
SRGARFI,2778,2
J0J07VN,2780,2
BJW0084,2781,2
C0B08RT,2782,2
TLSARGE,2784,2
A0R0HYP,2785,2
KRB0091,2788,2
JVYZDUR,2789,2
EBRANGE,2791,2
ADMAY,2792,2
A0C0LAZ,2794,2
TNC002K,2795,2
M0M04N2,2796,2
NICOFFU,2797,2
S0M078M,2801,2
DWJ0011,2803,2
CLL00BI,2805,2
J0X02TM,2807,2
KGPOORE,2808,2
M0M03QB,2810,2
BAS00AW,2811,2
JSINDT,2812,2
LAH00A5,2813,2
M0M07ZS,2814,2
O0S00LP,2815,2
M0H072P,2816,2
E0R02D9,2818,2
SABUTCH,2819,2
I0M021A,2820,2
M0L0NE7,2821,2
A0H0W6Y,2823,2
JLM006T,2826,2
SRW005P,2827,2
C0A01QP,2831,2
DLC00LM,2833,2
KCJ0033,2834,2
S0H0AUS,2835,2
CLL007R,2836,2
ISH000D,2838,2
TAR00AC,2839,2
ESS002M,2840,2
KLS00AV,2841,2
DJH0082,2842,2
RMS009C,2843,2
DMLAMER,2844,2
JMB013I,2846,2
BLH0024,2847,2
SAL00BQ,2849,2
CAAHIAK,2850,2
KLG0071,2852,2
CMS00RS,2855,2
RCALKHA,2856,2
BMHERSH,2857,2
JKLEWIS,2859,2
I0S00NG,2861,2
AAM00F1,2862,2
D0N032U,2864,2
DZWRIGH,2865,2
J0N01UU,2866,2
KAE003K,2867,2
KRA0019,2869,2
R0P080J,2880,2
JMINAYA,2881,2
KMZ0007,2882,2
T0D036N,2883,2
KLT001Q,2884,2
JMPORTE,2886,2
SMN0027,2887,2
LAMAZE,2889,2
ALS00BG,2890,2
MHR0010,2891,2
J0V01V5,2892,2
J0A0AEN,2894,2
JVVELAZ,2897,2
HEJ000U,2904,2
P0M02FC,2907,2
JTS00CU,2908,2
J0B05PK,2909,2
F0V01JB,2910,2
TMHEWIT,2911,2
CJJ002P,2913,2
A0H0TKQ,2918,2
KFG000M,2920,2
HWMERKA,2921,2
DCMCMIL,2923,2
ACJARAM,2924,2
A0G03IP,2925,2
K0M03CN,2927,2
M0P08FM,2929,2
KKCAMPB,2930,2
E0S03HG,2931,2
K0H0ERN,2932,2
LMT007E,2933,2
C0S08MH,2934,2
RMEBRIG,2935,2
M0W03G0,2937,2
DJU0002,2938,2
CRV001Q,2939,2
AGE000U,2944,2
LJDUSAT,2947,2
S1B0LEG,2948,2
CIMUNIZ,2950,2
Z0H02SA,2951,2
TMH00DO,2952,2
AMM00LU,2953,2
M0P04ES,2955,2
CGMALEC,2957,2
JSBALL,2958,2
DRAZNIK,2959,2
M0L0L1D,2963,2
W0F0088,2964,2
T0J01IF,2965,2
GJM002Z,2973,2
C0W0FO8,2974,2
S0Y030E,2978,2
B0R0BVL,2980,2
RLP003G,2981,2
MSANTI3,2984,2
A0B0661,2985,2
M0B0CXA,2986,2
RAS00BQ,2988,2
J0P0399,2989,2
DLMARGH,2990,2
BSHOLT,2991,2
S0P079X,2992,2
JGCONAR,2994,2
H0F00PB,2995,2
L0F05QX,2998,2
J0M0DI9,3011,2
BJMCGLU,3013,2
H0O015R,3017,2
R0R01QU,3018,2
C0F0B7E,3019,2
C0J00U7,3042,2
JBG002J,3047,2
J0V0A2F,3049,2
HNBAKKE,3050,2
CTM002O,3053,2
A0D048V,3056,2
MJH00GH,3057,2
A0J04MA,3059,2
A0C0334,3060,2
MAH00IR,3062,2
J0L0HNW,3066,2
KRS007I,3067,2
A0F0BCM,3070,2
VZARE,3071,2
QTCRAWF,3072,2
SMP00E8,3074,2
TLRICKS,3075,2
H0K02XF,3078,2
ERW002E,3081,2
CSSNOBE,3087,2
L0B0F8X,3088,2
M0E05U7,3090,2
TBHESS,3093,2
E0B04FB,3094,2
O0D0060,3099,2
APLASSE,3102,2
LJFAHRE,3103,2
JAW00SG,3104,2
VRG000I,3106,2
STPONCE,3107,2
SCBUIE,3110,2
R0L03OT,3111,2
M0F0A5W,3119,2
C0G0FES,3131,2
K0P07QW,3132,2
RAM00F0,3133,2
DJW00C8,3135,2
B0G01BS,3136,2
MEMCGIL,3137,2
C0B0GBN,3143,2
SEPHILP,3145,2
A0N04XE,3150,2
ACS00BI,3151,2
FJCALLE,3152,2
J0D0R5E,3155,2
M0D05I0,3156,2
JEVASQU,3159,2
S0N00SA,3161,2
ALWIELA,3162,2
N0J01JC,3163,2
GJDESPA,3164,2
JRV0030,3168,2
AMHOLOM,3170,2
D0H0AKS,3172,2
DER001Z,3177,2
S0J01PZ,3178,2
F0F01XT,3179,2
M0H053C,3180,2
C0D01JV,3183,2
N0C04TV,3184,2
TTB0025,3185,2
CNBANKS,3188,2
PJRAMEY,3192,2
EAT0030,3197,2
JMALVEA,3198,2
T0H0H5E,3202,2
ADT0057,3205,2
A0W0JVM,3206,2
TJVANAM,3207,2
DCRUDD,3208,2
J0D0TN0,3209,2
TJJ0067,3212,2
I0A00C2,3213,2
J0C0BF5,3215,2
IJCORTE,3217,2
J0B0FUZ,3218,2
JLPETRE,3220,2
KRNICKE,3221,2
KMO001Z,3222,2
N0N020S,3223,2
J0E02W0,3224,2
RSTCLAI,3225,2
NAQADRI,3226,2
A0R04BI,3227,2
ANB00C4,3228,2
J0K0A54,3230,2
JMB01E4,3231,2
JMO0014,3232,2
BWBISTR,3233,2
MPSEGER,3234,2
UDESCOL,3235,2
B0M01DU,3237,2
SBC0027,3238,2
PREDMON,3239,2
MJPASSA,3241,2
G0S018M,3243,2
MJR00BH,3245,2
D0D0FJU,3247,2
ARM005V,3248,2
KBFORSH,3251,2
JRWILLE,3253,2
S0W0I4A,3254,2
KSSMEAD,3258,2
KRH004Z,3259,2
ACC0073,3260,2
MMPETTI,3261,2
LASECRE,3262,2
AZI0001,3266,2
ADT002H,3267,2
SJBELLI,3268,2
J0S0Q5E,3269,2
TMPUCKE,3270,2
B0C01YC,3271,2
KLL0045,3273,2
JAQ000S,3276,2
AML006L,3277,2
EMWELCH,3278,2
S0M0DXY,3280,2
JAM00TA,3281,2
DMTRAVI,3282,2
SMS00NC,3283,2
IMBADAW,3284,2
KLM0090,3286,2
DLHOOSI,3289,2
JIDELUZ,3290,2
J0B0I03,3293,2
CPM003E,3296,2
MEL004B,3298,2
JCE004X,3299,2
A0E02PN,3300,2
GESTEEL,3303,2
TJANNEY,3305,2
JMB0139,3307,2
DMZICKE,3308,2
BNR001U,3309,2
E0S02MJ,3311,2
MAS00OE,3313,2
N0H01ZU,3319,2
J0M0ESB,3320,2
JBOGENB,3322,2
EFKORAN,3324,2
MAA003Q,3327,2
RAS00KF,3328,2
GAS005O,3329,2
AQD0004,3330,2
LDLAWSO,3331,2
RSEILER,3337,2
D0S0B3W,3339,2
C0T032U,3342,2
CLT006V,3347,2
B0S00XB,3348,2
SRR004V,3349,2
D0E03PU,3350,2
R0K015R,3351,2
YMM000Q,3352,2
N0A016Y,3354,2
Y0R01KB,3355,2
CAN0027,3356,2
C0C052N,3357,2
F0T011X,3359,2
RAMCGLA,3360,2
H0F019B,3362,2
JMP00AZ,3363,2
S0O012H,3364,2
NMR004Q,3366,2
FECARRE,3370,2
CLT006T,3371,2
N0T00BG,3372,2
D0C03N9,3377,2
BAH0087,3379,2
VYALONS,3380,2
E0T00IU,3382,2
JAMARCO,3383,2
J0C1FL1,3384,2
TRFANNI,3386,2
RETEASD,3387,2
F0E0018,3388,2
MEG009S,3391,2
DAA003Y,3394,2
R0S0LFT,3395,2
YAMATOS,3397,2
MHOLTZ,3400,2
CNB004S,3402,2
MEH001P,3403,2
DSIMONC,3404,2
MBALTMA,3408,2
KJNAULT,3409,2
MJM0086,3414,2
DMGUINA,3415,2
DRIBAS,3417,2
Y0M00QW,3418,2
SBD0013,3424,2
PPPONCE,3427,2
PAM0056,3428,2
S0W03D6,3429,2
A0R01KY,3431,2
JDJ008V,3432,2
TRK002K,3434,2
KMC00F5,3435,2
T0Y0270,3436,2
TRDRAKE,3439,2
R0P08EV,3447,2
MJR00B2,3449,2
CMBERNA,3450,2
J0G100G,3452,2
E0T02BV,3454,2
M0B0WT8,3455,2
JAM01K9,3456,2
J0S03WD,3458,2
RTD001J,3461,2
GMBOETT,3462,2
JNF002L,3463,2
JRBAJAJ,3464,2
K0M03D4,3465,2
ISA000U,3469,2
DRHEINZ,3471,2
JLGEBHA,3472,2
TTL001P,3473,2
KRLISCU,3474,2
L0M0JN4,3475,2
E0C0C31,3477,2
JFAAPAL,3478,2
KKRYEZI,3479,2
RPWHITE,3480,2
TLGARDN,3481,2
TMHADI,3482,2
MLS006N,3483,2
CRSPINK,3484,2
LEBUNCE,3486,2
MAJAMES,3487,2
ALERDMA,3488,2
TAVILLA,3492,2
SLRAY,3493,2
A0R0KVS,3494,2
BRLINK,3495,2
ARW0057,3497,2
CJPAWLO,3498,2
A0C059Q,3500,2
CDD008N,3502,2
SCS0085,3503,2
JAD00EI,3504,2
A0K08CS,3505,2
E0D054F,3508,2
O0A00IE,3509,2
M0H02VF,3511,2
M0S0QSG,3512,2
A0M10FV,3513,2
JLMURRA,3514,2
D0H0D1Q,3515,2
JAC00XA,3516,2
AJC00JT,3518,2
RAH00BH,3520,2
E0M091K,3521,2
ATR000E,3522,2
ELP002G,3523,2
R0B02N8,3525,2
K0B01MV,3526,2
YBB0002,3527,2
LDFINLE,3529,2
SEM007T,3531,2
J0D0IW4,3533,2
ATCARVE,3535,2
CAJ007F,3537,2
R0B08MA,3538,2
J0L09X4,3541,2
RERUIZA,3543,2
Z0P0121,3546,2
E0D01AV,3548,2
BNRZECZ,3549,2
J0P0T1Y,3561,2
DMF006K,3566,2
A0C08KR,3567,2
RKMCCAR,3568,2
KFAVERA,3570,2
M0C0L84,3571,2
AASOLAN,3572,2
A0B11IN,3574,2
LMMAKSY,3579,2
D0V00DG,3580,2
L0K02W2,3581,2
JMB00R5,3582,2
SEOLDEN,3583,2
KRWHIDD,3585,2
GLEONID,3587,2
JMG00GL,3588,2
PAT0039,3589,2
AJP006Z,3590,2
KMCNICO,3591,2
JDCUSIC,3593,2
L0H04GQ,3596,2
C0G04O2,3597,2
N0J04LV,3599,2
D0S02BR,3600,2
ALY001R,3602,2
N0D04DF,3603,2
J0M0DTA,3605,2
BRJ002U,3606,2
SRMOYER,3607,2
B0S0CNJ,3608,2
JKC006M,3611,2
DMN0032,3612,2
JMCARRA,3617,2
N0C04BJ,3619,2
M0W09NS,3620,2
JOHADLE,3621,2
NDT001O,3622,2
D0V00FP,3623,2
KMM00DM,3624,2
AJS00R0,3626,2
RTW002H,3627,2
M0Y011O,3628,2
TIR000P,3629,2
MVAGHER,3630,2
SLC00IZ,3632,2
WHEHLER,3633,2
S0S0Z3P,3634,2
RGILREA,3635,2
GTLYNCH,3638,2
DMP00G2,3639,2
MAFURRO,3641,2
T0M063A,3643,2
V0B0106,3644,2
A0P0DMO,3645,2
A0J032Q,3646,2
CDFIEST,3648,2
C0M0WLV,3650,2
SAA006W,3652,2
RTBLEX,3653,2
KAN003W,3654,2
TLHART,3659,2
AFGRIME,3660,2
JSDELAC,3700,2
MMF006F,3702,2
CASINGH,3705,2
MKH0035,3708,2
W0N00BN,3712,2
DLC005L,3713,2
OLA0007,3717,2
NLB005Z,3722,2
MWK0017,3723,2
B0L099N,3724,2
JROSWAL,3726,2
ACRUSSO,3728,2
T0B02ZR,3729,2
LBB000V,3730,2
K0M04IP,3731,2
JLP00DI,3732,2
J0A0KEF,3734,2
T0D01GI,3739,2
T0K0397,3742,2
N0O01K5,3746,2
RNY0008,3748,2
JLS018N,3749,2
