Stores,Dept, July End Inv 
5046,93," 70,122 "
5046,94," 54,211 "
5046,98," 23,169 "
5048,80," 22,684 "
5048,93," 51,536 "
5048,94," 22,291 "
5048,98," 19,797 "
5049,80," 19,278 "
5049,93," 45,843 "
5049,94," 37,443 "
5049,98," 24,361 "
5051,80," 15,869 "
5051,93," 69,325 "
5051,94," 31,639 "
5051,98," 25,095 "
5054,80," 17,367 "
5054,93," 48,048 "
5054,94," 38,614 "
5054,98," 19,499 "
5055,80," 14,519 "
5055,93," 55,844 "
5055,94," 41,179 "
5055,98," 16,460 "
5056,80," 15,228 "
5056,93," 49,360 "
5056,94," 32,837 "
5056,98," 20,546 "
5057,80," 35,536 "
5057,93," 76,176 "
5057,94," (7,236)"
5057,98," 22,586 "
5058,80," 23,187 "
5058,93," 88,285 "
5058,94," 16,059 "
5058,98," 22,290 "
5059,80," 4,577 "
5059,93," 37,292 "
5059,94," 16,977 "
5059,98," 6,328 "
5060,80," 15,300 "
5060,93," 54,954 "
5060,94," 23,785 "
5060,98," 18,257 "
5062,80," 9,441 "
5062,93," 26,619 "
5062,94," 13,952 "
5062,98," 7,911 "
5063,80," 19,756 "
5063,93," 56,515 "
5063,94," 33,875 "
5063,98," 19,733 "
5064,80," 19,990 "
5064,93," 51,116 "
5064,94," 19,879 "
5064,98," 20,610 "
5065,80," 12,714 "
5065,93," 55,722 "
5065,94," 20,555 "
5065,98," 18,652 "
5066,80," 15,855 "
5066,93," 54,830 "
5066,94," 34,789 "
5066,98," 21,042 "
5070,80," 11,236 "
5070,93," 66,735 "
5070,94," 33,053 "
5070,98," 21,640 "
5071,80," 11,362 "
5071,93," 54,999 "
5071,94," 25,915 "
5071,98," 18,913 "
5075,80," 16,346 "
5075,93," 50,380 "
5075,94," 36,570 "
5075,98," 18,550 "
5076,80," 7,940 "
5076,93," 30,148 "
5076,94," 22,827 "
5076,98," 14,400 "
5078,80," 10,514 "
5078,93," 60,830 "
5078,94," 42,926 "
5078,98," 26,633 "
5079,80," 3,126 "
5079,93," 47,021 "
5079,94," 18,206 "
5079,98," 19,766 "
5080,80," 13,042 "
5080,93," 48,983 "
5080,94," 23,902 "
5080,98," 20,917 "
5081,80," 7,442 "
5081,93," 37,895 "
5081,94," 24,199 "
5081,98," 8,007 "
5082,80," 15,585 "
5082,93," 69,929 "
5082,94," 35,958 "
5082,98," 24,412 "
5085,80," 22,781 "
5085,93," 31,632 "
5085,94," 20,754 "
5085,98," 21,763 "
5087,80," 21,802 "
5087,93," 40,888 "
5087,94," 21,977 "
5087,98," 26,253 "
5088,80," 11,568 "
5088,93," 50,678 "
5088,94," 32,960 "
5088,98," 21,562 "
5090,80," 10,131 "
5090,93," 42,326 "
5090,94," 18,366 "
5090,98," 20,424 "
5091,80," 19,161 "
5091,93," 53,606 "
5091,94," 40,577 "
5091,98," 20,601 "
5092,80," 14,875 "
5092,93," 63,099 "
5092,94," 21,349 "
5092,98," 20,838 "
5093,80," 12,325 "
5093,93," 41,338 "
5093,94," 19,711 "
5093,98," 9,430 "
5094,80," 16,663 "
5094,93," 33,489 "
5094,94," 28,586 "
5094,98," 6,587 "
5095,80," 21,603 "
5095,93," 73,206 "
5095,94," 36,253 "
5095,98," 23,387 "
5096,80," 17,465 "
5096,93," 60,432 "
5096,94," 42,523 "
5096,98," 23,104 "
5097,80," 14,887 "
5097,93," 51,654 "
5097,94," 21,414 "
5097,98," 25,894 "
5098,80," 12,697 "
5098,93," 34,758 "
5098,94," 17,450 "
5098,98," 8,332 "
5099,80," 15,590 "
5099,93," 59,889 "
5099,94," 31,470 "
5099,98," 18,634 "
5100,80," 7,623 "
5100,93," 35,039 "
5100,94," 24,850 "
5100,98," 9,044 "
5101,80," 31,331 "
5101,93," 52,893 "
5101,94," 40,410 "
5101,98," 24,479 "
5102,80, 516 
5102,93," 19,158 "
5102,94," 16,606 "
5102,98," 7,092 "
5104,80," 28,100 "
5104,93," 47,204 "
5104,94," 22,695 "
5104,98," 19,442 "
5105,80," 19,418 "
5105,93," 52,811 "
5105,94," 39,497 "
5105,98," 19,072 "
5106,80," 15,593 "
5106,93," 36,278 "
5106,94," 29,958 "
5106,98," 9,888 "
5107,80," 11,904 "
5107,93," 26,336 "
5107,94," 19,025 "
5107,98," 7,518 "
5108,80," 11,971 "
5108,93," 41,134 "
5108,94," 26,794 "
5108,98," 10,152 "
5109,80," 11,262 "
5109,93," 38,541 "
5109,94," 21,372 "
5109,98," 11,965 "
5110,80," 10,401 "
5110,93," 23,169 "
5110,94," 13,581 "
5110,98," 8,514 "
5113,80," 14,236 "
5113,93," 41,685 "
5113,94," 26,155 "
5113,98," 17,655 "
5115,80," 21,205 "
5115,93," 58,498 "
5115,94," 17,313 "
5115,98," 22,403 "
5116,80," 11,270 "
5116,93," 41,673 "
5116,94," 18,311 "
5116,98," 20,850 "
5117,80," 20,007 "
5117,93," 46,962 "
5117,94," 25,873 "
5117,98," 20,298 "
5118,80," 22,253 "
5118,93," 47,655 "
5118,94," 20,448 "
5118,98," 19,355 "
5119,80," 8,030 "
5119,93," 36,894 "
5119,94," 16,263 "
5119,98," 7,187 "
5122,80," 12,105 "
5122,93," 29,645 "
5122,94," 32,942 "
5122,98," 7,744 "
5123,80," 19,189 "
5123,93," 80,611 "
5123,94," 44,949 "
5123,98," 21,192 "
5124,80," 16,145 "
5124,93," 66,381 "
5124,94," 17,981 "
5124,98," 22,326 "
5125,80," 6,975 "
5125,93," 34,321 "
5125,94," 18,430 "
5125,98," 7,561 "
5126,80," 11,524 "
5126,93," 25,703 "
5126,94," 18,578 "
5126,98," 18,166 "
5127,80," 11,539 "
5127,93," 46,511 "
5127,94," 24,653 "
5127,98," 18,081 "
5132,80," 12,103 "
5132,93," 31,252 "
5132,94," 21,758 "
5132,98," 8,818 "
5133,80," 29,502 "
5133,93," 61,842 "
5133,94," 19,697 "
5133,98," 25,547 "
5134,80," 16,423 "
5134,93," 95,429 "
5134,94," 61,305 "
5134,98," 26,262 "
5135,80," 8,357 "
5135,93," 21,727 "
5135,94," 14,850 "
5135,98," 8,515 "
5136,80," 24,938 "
5136,93," 56,276 "
5136,94," 34,756 "
5136,98," 27,583 "
5137,80," 17,749 "
5137,93," 65,650 "
5137,94," 33,665 "
5137,98," 25,816 "
5139,80," 9,402 "
5139,93," 32,022 "
5139,94," 4,647 "
5139,98," 23,145 "
5141,80," 18,180 "
5141,93," 61,363 "
5141,94," 33,459 "
5141,98," 19,575 "
5142,80," 17,783 "
5142,93," 53,181 "
5142,94," 41,510 "
5142,98," 23,990 "
5143,80," 6,980 "
5143,93," 19,398 "
5143,94," 11,043 "
5143,98," 7,212 "
5144,80," 15,998 "
5144,93," 51,784 "
5144,94," 28,728 "
5144,98," 27,333 "
5145,80," 14,019 "
5145,93," 63,254 "
5145,94," 32,155 "
5145,98," 24,159 "
5146,80," 7,051 "
5146,93," 55,462 "
5146,94," 14,719 "
5146,98," 23,156 "
5147,80," 22,901 "
5147,93," 61,937 "
5147,94," 27,246 "
5147,98," 23,314 "
5148,80," 5,091 "
5148,93," 26,249 "
5148,94," 10,396 "
5148,98," 6,868 "
5149,80," 9,513 "
5149,93," 26,497 "
5149,94," 22,438 "
5149,98," 7,303 "
5150,80," 17,774 "
5150,93," 86,940 "
5150,94," 47,207 "
5150,98," 18,442 "
5151,80," 10,592 "
5151,93," 50,322 "
5151,94," 29,348 "
5151,98," 20,673 "
5154,80," 13,491 "
5154,93," 109,526 "
5154,94," 97,716 "
5154,98," 24,211 "
5155,80," 25,160 "
5155,93," 89,007 "
5155,94," 59,889 "
5155,98," 26,890 "
5156,80," 22,068 "
5156,93," 79,401 "
5156,94," 51,178 "
5156,98," 28,044 "
5157,80," 14,506 "
5157,93," 35,485 "
5157,94," 18,133 "
5157,98," 21,114 "
5159,80," 3,352 "
5159,93," 49,034 "
5159,94," 15,932 "
5159,98," 23,397 "
5160,80," 19,726 "
5160,93," 41,796 "
5160,94," 20,999 "
5160,98," 21,569 "
5162,80," 16,881 "
5162,93," 37,800 "
5162,94," 27,596 "
5162,98," 10,919 "
5165,80," 16,204 "
5165,93," 39,811 "
5165,94," 18,173 "
5165,98," 27,950 "
5166,80," 9,368 "
5166,93," 48,043 "
5166,94," 19,067 "
5166,98," 23,446 "
5167,80," 18,846 "
5167,93," 41,708 "
5167,94," 36,520 "
5167,98," 20,945 "
5168,80," 21,506 "
5168,93," 36,584 "
5168,94," 28,997 "
5168,98," 21,558 "
5170,80," 6,568 "
5170,93," 31,007 "
5170,94," 21,244 "
5170,98," 6,699 "
5172,80," 11,085 "
5172,93," 37,133 "
5172,94," 15,624 "
5172,98," 15,672 "
5173,80," 29,718 "
5173,93," 38,358 "
5173,94," 8,032 "
5173,98," 17,201 "
5174,80," 15,759 "
5174,93," 52,655 "
5174,94," 27,606 "
5174,98," 21,507 "
5175,80," 6,217 "
5175,93," 39,335 "
5175,94," 24,994 "
5175,98," 18,463 "
5179,80," 9,603 "
5179,93," 41,574 "
5179,94," 34,108 "
5179,98," 10,346 "
5182,80," 4,270 "
5182,93," 35,449 "
5182,94," 8,326 "
5182,98," 6,380 "
5183,80," 6,476 "
5183,93," 31,462 "
5183,94," 27,848 "
5183,98," 8,156 "
5184,80," 15,692 "
5184,93," 57,694 "
5184,94," 18,734 "
5184,98," 16,336 "
5185,80," 15,217 "
5185,93," 48,573 "
5185,94," 16,203 "
5185,98," 22,406 "
5186,80," 18,429 "
5186,93," 41,948 "
5186,94," 16,980 "
5186,98," 17,634 "
5188,80," 3,830 "
5188,93," 23,566 "
5188,94," 13,465 "
5188,98," 6,998 "
5189,80," 12,620 "
5189,93," 42,620 "
5189,94," 23,981 "
5189,98," 17,207 "
5190,80," 23,809 "
5190,93," 37,932 "
5190,94," 4,503 "
5190,98," 21,701 "
5191,80," 10,626 "
5191,93," 42,694 "
5191,94," 18,667 "
5191,98," 22,951 "
5192,80," 21,121 "
5192,93," 87,290 "
5192,94, 114 
5192,98," 31,796 "
5193,80," 10,941 "
5193,93," 66,217 "
5193,94," 55,338 "
5193,98," 24,665 "
5196,80," 18,648 "
5196,93," 53,702 "
5196,94," 20,911 "
5196,98," 15,747 "
5197,80," 15,034 "
5197,93," 58,262 "
5197,94," 18,054 "
5197,98," 19,095 "
5198,80," 3,797 "
5198,93," 22,881 "
5198,94," 19,250 "
5198,98," 6,158 "
5199,80," 14,611 "
5199,93," 53,875 "
5199,94, (950)
5199,98," 22,141 "
5203,80," 10,388 "
5203,93," 40,926 "
5203,94," 14,695 "
5203,98," 17,262 "
5204,80," 15,419 "
5204,93," (5,163)"
5204,94," 23,572 "
5204,98," 10,204 "
5205,80," 7,954 "
5205,93," 22,956 "
5205,94," 13,436 "
5205,98," 7,434 "
5206,80," 10,977 "
5206,93," 24,316 "
5206,94," 16,601 "
5206,98," 11,100 "
5207,80," 11,833 "
5207,93," 29,171 "
5207,94," 20,106 "
5207,98," 6,658 "
5210,80," 3,240 "
5210,93," 40,879 "
5210,94," 21,242 "
5210,98," 17,554 "
5211,80," 14,430 "
5211,93," 50,233 "
5211,94," 35,268 "
5211,98," 19,166 "
5214,80," 18,979 "
5214,93," 126,967 "
5214,94," 82,387 "
5214,98," 7,486 "
5215,80," 11,816 "
5215,93," 59,589 "
5215,94," 26,484 "
5215,98," 25,733 "
5216,80," 16,184 "
5216,93," 58,870 "
5216,94," 27,373 "
5216,98," 21,500 "
5218,80," 15,121 "
5218,93," 57,962 "
5218,94," 36,779 "
5218,98," 18,252 "
5219,80," 21,229 "
5219,93," 30,920 "
5219,94," 16,901 "
5219,98," 13,853 "
5220,80," 13,919 "
5220,93," 53,851 "
5220,94," 25,973 "
5220,98," 19,094 "
5221,80," 7,670 "
5221,93," 39,111 "
5221,94," 32,376 "
5221,98," 9,117 "
5224,80," 5,418 "
5224,93," 27,197 "
5224,94," 17,439 "
5224,98," 8,181 "
5226,80," 5,565 "
5226,93," 22,728 "
5226,94," 16,660 "
5226,98," 10,151 "
5231,80," 9,414 "
5231,93," 47,365 "
5231,94," 28,515 "
5231,98," 22,786 "
5232,80," 10,119 "
5232,93," 60,045 "
5232,94," 25,465 "
5232,98," 19,083 "
5233,80," 15,525 "
5233,93," 89,421 "
5233,94," 25,998 "
5233,98," 33,774 "
5234,80," 16,756 "
5234,93," 53,727 "
5234,94," 40,161 "
5234,98," 25,240 "
5235,80," 21,602 "
5235,93," 57,166 "
5235,94," 27,142 "
5235,98," 19,826 "
5236,80," 9,098 "
5236,93," 68,555 "
5236,94," 38,450 "
5236,98," 21,408 "
5239,80," 7,317 "
5239,93," 33,904 "
5239,94," 22,916 "
5239,98," 19,456 "
5240,80," 10,540 "
5240,93," 48,269 "
5240,94," 17,919 "
5240,98," 18,046 "
5241,80," 14,900 "
5241,93," 40,983 "
5241,94," 17,262 "
5241,98," 19,564 "
5242,80," 21,333 "
5242,93," 53,923 "
5242,94," 28,550 "
5242,98," 20,001 "
5244,80," 14,865 "
5244,93," 55,053 "
5244,94," 23,323 "
5244,98," 14,677 "
5245,80," 11,446 "
5245,93," 58,955 "
5245,94," 22,152 "
5245,98," 23,048 "
5246,80," 5,570 "
5246,93," 42,179 "
5246,94," 22,112 "
5246,98," 19,815 "
5247,80," 13,089 "
5247,93," 75,653 "
5247,94," 48,411 "
5247,98," 21,734 "
5248,80," 6,747 "
5248,93," 34,813 "
5248,94," 19,352 "
5248,98," 6,965 "
5250,80," 26,835 "
5250,93," 93,585 "
5250,94," 78,886 "
5250,98," 23,986 "
5251,80," 19,290 "
5251,93," 61,045 "
5251,94," 23,474 "
5251,98," 19,014 "
5252,80," 23,765 "
5252,93," 73,951 "
5252,94," 27,161 "
5252,98," 21,766 "
5253,80," 10,178 "
5253,93," 42,217 "
5253,94," 31,086 "
5253,98," 21,753 "
5254,80," 9,571 "
5254,93," 52,333 "
5254,94," 30,252 "
5254,98," 16,129 "
5255,80," 10,280 "
5255,93," 51,037 "
5255,94," 26,264 "
5255,98," 10,502 "
5256,80," 7,813 "
5256,93," 37,780 "
5256,94," 9,077 "
5256,98," 5,487 "
5257,80," 8,892 "
5257,93," 34,444 "
5257,94," 14,958 "
5257,98," 9,015 "
5258,80," 10,765 "
5258,93," 28,105 "
5258,94," 21,167 "
5258,98," 11,471 "
5259,80," 5,726 "
5259,93," 41,349 "
5259,94," 24,604 "
5259,98," 10,671 "
5260,80," 17,353 "
5260,93," 47,679 "
5260,94," 16,302 "
5260,98," 20,770 "
5261,80," 12,936 "
5261,93," 64,704 "
5261,94," 14,201 "
5261,98," 23,471 "
5262,80," 16,451 "
5262,93," 41,668 "
5262,94," 25,400 "
5262,98," 15,396 "
5263,80," 17,743 "
5263,93," 54,679 "
5263,94," 25,597 "
5263,98," 22,841 "
5264,80," 8,778 "
5264,93," 45,524 "
5264,94," 24,492 "
5264,98," 17,030 "
5265,80," 19,164 "
5265,93," 31,772 "
5265,94," 24,189 "
5265,98," 13,273 "
5266,80," 24,694 "
5266,93," 43,227 "
5266,94," 25,404 "
5266,98," 31,665 "
5267,80," 2,880 "
5267,93," 26,100 "
5267,94," 20,340 "
5267,98," 7,201 "
5269,80," 11,053 "
5269,93," 53,372 "
5269,94," 31,678 "
5269,98," 11,954 "
5270,80," 17,755 "
5270,93," 63,997 "
5270,94," 42,320 "
5270,98," 26,929 "
5272,80," 9,568 "
5272,93," 48,841 "
5272,94," 39,315 "
5272,98," 25,914 "
5273,80," 16,390 "
5273,93," 48,833 "
5273,94," 29,557 "
5273,98," 19,354 "
5275,80," 12,120 "
5275,93," 38,663 "
5275,94," 19,246 "
5275,98," 16,355 "
5278,80," 17,608 "
5278,93," 70,476 "
5278,94," 37,294 "
5278,98," 38,986 "
5279,80," 12,984 "
5279,93," 32,838 "
5279,94," 29,858 "
5279,98," 6,536 "
5280,80," 9,235 "
5280,93," 41,701 "
5280,94," 21,350 "
5280,98," 18,576 "
5282,80," 15,930 "
5282,93," 74,741 "
5282,94," 26,462 "
5282,98," 17,917 "
5285,80," 30,284 "
5285,93," 54,708 "
5285,94," 22,827 "
5285,98," 20,660 "
5286,80," 15,723 "
5286,93," 41,583 "
5286,94," 21,065 "
5286,98," 9,937 "
5287,80," 9,842 "
5287,93," 43,399 "
5287,94," 37,283 "
5287,98," 19,226 "
5288,80," 6,205 "
5288,93," 49,140 "
5288,94," 34,458 "
5288,98," 18,026 "
5290,80," 4,280 "
5290,93," 28,833 "
5290,94," 12,866 "
5290,98," 10,097 "
5291,80," 8,909 "
5291,93," 28,534 "
5291,94," 20,016 "
5291,98," 7,279 "
5292,80," 21,874 "
5292,93," 69,195 "
5292,94," 39,643 "
5292,98," 25,040 "
5293,80," 14,134 "
5293,93," 132,462 "
5293,94," 47,448 "
5293,98," 29,189 "
5295,80," 35,414 "
5295,93," 180,265 "
5295,94," 105,350 "
5295,98," 45,776 "
5296,80," 13,953 "
5296,93," 38,475 "
5296,94," 18,303 "
5296,98," 30,855 "
5297,80," 8,448 "
5297,93," 32,665 "
5297,94," 21,943 "
5297,98," 9,682 "
5298,80," 22,496 "
5298,93," 51,943 "
5298,94," 28,327 "
5298,98," 21,785 "
5299,80," 31,899 "
5299,93," 86,985 "
5299,94," 47,231 "
5299,98," 17,776 "
5300,80," 26,183 "
5300,93," 64,334 "
5300,94," 45,049 "
5300,98," 21,856 "
5301,80," 20,257 "
5301,93," 77,282 "
5301,94," 43,555 "
5301,98," 20,014 "
5303,80," 11,597 "
5303,93," 27,970 "
5303,94," 15,139 "
5303,98," 15,472 "
5304,80," 9,593 "
5304,93," 35,181 "
5304,94," 18,500 "
5304,98," 7,838 "
5306,80," 8,329 "
5306,93," 39,301 "
5306,94," 21,219 "
5306,98," 10,885 "
5307,80," 24,467 "
5307,93," 48,121 "
5307,94," 21,235 "
5307,98," 29,867 "
5308,80," 10,699 "
5308,93," 40,953 "
5308,94," 20,109 "
5308,98," 6,799 "
5309,80," 8,562 "
5309,93," 46,684 "
5309,94," 22,718 "
5309,98," 18,307 "
5310,80," 9,244 "
5310,93," 34,860 "
5310,94," 20,029 "
5310,98," 7,914 "
5311,80," 12,810 "
5311,93," 58,277 "
5311,94," 28,650 "
5311,98," 18,805 "
5312,80," 9,497 "
5312,93," 53,706 "
5312,94," 29,823 "
5312,98," 19,763 "
5313,80," 26,030 "
5313,93," 71,726 "
5313,94," 38,706 "
5313,98," 20,915 "
5314,80," 7,804 "
5314,93," 47,358 "
5314,94," 26,132 "
5314,98," 11,180 "
5316,80," 15,453 "
5316,93," 50,325 "
5316,94," 7,059 "
5316,98," 22,438 "
5317,80," 14,042 "
5317,93," 50,466 "
5317,94," 24,648 "
5317,98," 16,562 "
5319,80," 11,521 "
5319,93," 33,430 "
5319,94," 10,498 "
5319,98," 22,609 "
5320,80," 21,262 "
5320,93," 66,729 "
5320,94," 37,755 "
5320,98," 18,299 "
5321,80," 7,817 "
5321,93," 28,473 "
5321,94," 19,384 "
5321,98," 6,814 "
5323,80," 6,439 "
5323,93," 34,068 "
5323,94," 21,233 "
5323,98," 8,918 "
5325,80," 9,036 "
5325,93," 45,128 "
5325,94," 35,739 "
5325,98," 15,542 "
5326,80," 18,308 "
5326,93," 27,722 "
5326,94," 9,628 "
5326,98," 20,397 "
5327,80," 12,510 "
5327,93," 54,428 "
5327,94," 25,492 "
5327,98," 12,023 "
5328,80," 12,340 "
5328,93," 38,126 "
5328,94," 25,391 "
5328,98," 8,454 "
5329,80," 17,358 "
5329,93," 34,512 "
5329,94," 17,086 "
5329,98," 19,253 "
5330,80," 15,218 "
5330,93," 68,952 "
5330,94," 41,662 "
5330,98," 24,560 "
5331,80," 17,653 "
5331,93," 56,634 "
5331,94," 28,014 "
5331,98," 23,931 "
5332,80," 15,381 "
5332,93," 40,095 "
5332,94," 16,213 "
5332,98," 8,840 "
5334,80," 16,360 "
5334,93," 80,264 "
5334,94," 42,506 "
5334,98," 26,665 "
5335,80," 8,701 "
5335,93," 53,025 "
5335,94," 27,663 "
5335,98," 21,435 "
5336,80," 8,819 "
5336,93," 29,803 "
5336,94," 15,880 "
5336,98," 7,471 "
5337,80," 29,101 "
5337,93," 76,221 "
5337,94," 47,386 "
5337,98," 23,496 "
5341,80," 12,870 "
5341,93," 45,949 "
5341,94," 25,933 "
5341,98," 17,955 "
5342,80," 22,357 "
5342,93," 48,285 "
5342,94," 24,575 "
5342,98," 20,480 "
5343,80," 24,408 "
5343,93," 72,501 "
5343,94," 35,525 "
5343,98," 26,958 "
5346,80," 15,083 "
5346,93," 45,873 "
5346,94," 29,782 "
5346,98," 16,410 "
5347,80," 8,444 "
5347,93," 54,550 "
5347,94," 38,098 "
5347,98," 25,312 "
5348,80," 21,312 "
5348,93," 71,288 "
5348,94," 20,838 "
5348,98," 42,333 "
5349,80," 17,489 "
5349,93," 40,392 "
5349,94," 37,404 "
5349,98," 18,362 "
5350,80," 11,143 "
5350,93," 38,970 "
5350,94," 32,975 "
5350,98," 10,986 "
5352,80," 11,405 "
5352,93," 46,897 "
5352,94," 29,840 "
5352,98," 18,421 "
5353,80," 10,703 "
5353,93," 30,739 "
5353,94," 36,835 "
5353,98," 13,046 "
5355,80," 12,166 "
5355,93," 40,660 "
5355,94," 17,652 "
5355,98," 19,568 "
5356,80," 11,085 "
5356,93," 27,222 "
5356,94," 23,457 "
5356,98," 7,626 "
5358,80," 12,933 "
5358,93," 29,650 "
5358,94," 21,344 "
5358,98," 18,757 "
5359,80," 8,376 "
5359,93," 63,037 "
5359,94," 31,775 "
5359,98," 28,117 "
5360,80," 13,622 "
5360,93," 32,732 "
5360,94," 17,549 "
5360,98," 9,496 "
5361,80," 13,172 "
5361,93," 64,343 "
5361,94," 71,572 "
5361,98," 19,894 "
5363,80," 21,762 "
5363,93," 50,071 "
5363,94," 42,615 "
5363,98," 19,866 "
5364,80," 7,987 "
5364,93," 23,910 "
5364,94," 9,711 "
5364,98," 9,421 "
5365,80," 8,655 "
5365,93," 22,821 "
5365,94," 13,474 "
5365,98," 10,368 "
5366,80," 16,389 "
5366,93," 54,215 "
5366,94," 35,380 "
5366,98," 15,003 "
5367,80," 8,395 "
5367,93," 32,284 "
5367,94," 26,923 "
5367,98," 12,325 "
5368,80," 11,422 "
5368,93," 75,576 "
5368,94," 35,820 "
5368,98," 25,533 "
5369,80," 18,538 "
5369,93," 58,229 "
5369,94," 29,592 "
5369,98," 20,316 "
5370,80," 15,662 "
5370,93," 52,075 "
5370,94," 31,280 "
5370,98," 22,739 "
5371,80," 8,065 "
5371,93," 21,125 "
5371,94," 10,453 "
5371,98," 7,173 "
5372,80," 8,737 "
5372,93," 38,766 "
5372,94," 14,991 "
5372,98," 9,082 "
5373,80," 19,303 "
5373,93," 47,762 "
5373,94," 11,229 "
5373,98," 22,787 "
5374,80," 12,688 "
5374,93," 29,549 "
5374,94," 13,099 "
5374,98," 18,890 "
5376,80," 14,334 "
5376,93," 40,335 "
5376,94," 15,960 "
5376,98," 21,960 "
5378,80," 9,706 "
5378,93," 27,999 "
5378,94," 19,490 "
5378,98," 6,273 "
5379,80," 12,129 "
5379,93," 42,518 "
5379,94," 23,446 "
5379,98," 18,611 "
5382,80," 15,059 "
5382,93," 52,415 "
5382,94," 21,044 "
5382,98," 16,113 "
5383,80," 8,511 "
5383,93," 31,053 "
5383,94," 27,770 "
5383,98," 7,008 "
5385,80," 13,228 "
5385,93," 41,601 "
5385,94," 14,483 "
5385,98," 19,908 "
5386,80," 15,086 "
5386,93," 42,316 "
5386,94," 25,561 "
5386,98," 16,177 "
5387,80," 18,079 "
5387,93," 39,671 "
5387,94," 34,790 "
5387,98," 19,243 "
5388,80," 11,016 "
5388,93," 55,718 "
5388,94," 14,725 "
5388,98," 19,429 "
5389,80," 15,426 "
5389,93," 28,603 "
5389,94," 22,455 "
5389,98," 18,933 "
5390,80," 14,338 "
5390,93," 36,987 "
5390,94," 44,545 "
5390,98," 16,496 "
5391,80," 13,989 "
5391,93," 59,877 "
5391,94," 39,869 "
5391,98," 15,929 "
5392,80," 3,619 "
5392,93," 34,214 "
5392,94," 17,374 "
5392,98," 10,773 "
5393,80," 11,641 "
5393,93," 33,610 "
5393,94," 21,877 "
5393,98," 6,763 "
5394,80," 21,076 "
5394,93," 67,278 "
5394,94," 52,044 "
5394,98," 36,655 "
5396,80," 14,709 "
5396,93," 49,790 "
5396,94," 25,301 "
5396,98," 22,602 "
5397,80," 11,491 "
5397,93," 56,069 "
5397,94," 26,265 "
5397,98," 17,355 "
5398,80," 18,562 "
5398,93," 70,626 "
5398,94," 44,002 "
5398,98," 18,221 "
5399,80," 15,714 "
5399,93," 44,348 "
5399,94," 21,709 "
5399,98," 22,883 "
5402,80," 19,270 "
5402,93," 57,219 "
5402,94," 24,593 "
5402,98," 15,533 "
5403,80," 23,034 "
5403,93," 71,419 "
5403,94," 18,273 "
5403,98," 17,664 "
5408,80," 7,779 "
5408,93," 37,105 "
5408,94," 16,598 "
5408,98," 10,573 "
5409,80," 15,991 "
5409,93," 37,074 "
5409,94," 9,256 "
5409,98," 19,528 "
5410,80," 19,290 "
5410,93," 79,148 "
5410,94," 39,785 "
5410,98," 21,029 "
5411,80," 11,785 "
5411,93," 40,144 "
5411,94," 19,278 "
5411,98," 16,602 "
5414,80," 29,011 "
5414,93," 36,635 "
5414,94," 25,007 "
5414,98," 20,708 "
5416,80," 20,775 "
5416,93," 59,466 "
5416,94," 36,985 "
5416,98," 24,767 "
5417,80," 25,375 "
5417,93," 61,672 "
5417,94," 50,468 "
5417,98," 24,336 "
5418,80," 14,182 "
5418,93," 47,420 "
5418,94," 17,790 "
5418,98," 20,021 "
5419,80," 10,725 "
5419,93," 35,669 "
5419,94," 22,758 "
5419,98," 17,256 "
5420,80," 37,316 "
5420,93," 77,813 "
5420,94," 59,428 "
5420,98," 32,312 "
5421,80," 9,469 "
5421,93," 37,233 "
5421,94," 21,415 "
5421,98," 9,172 "
5422,80," 15,897 "
5422,93," 45,694 "
5422,94," 22,575 "
5422,98," 21,108 "
5423,80," 12,820 "
5423,93," 43,474 "
5423,94," 46,366 "
5423,98," 12,672 "
5424,80," 14,559 "
5424,93," 55,721 "
5424,94," 37,915 "
5424,98," 28,250 "
5425,80," 18,276 "
5425,93," 65,334 "
5425,94," 40,451 "
5425,98," 27,576 "
5427,80," 5,652 "
5427,93," 30,033 "
5427,94," 18,081 "
5427,98," 7,732 "
5428,80," 7,212 "
5428,93," 40,511 "
5428,94," 20,337 "
5428,98," 19,177 "
5429,80," 12,545 "
5429,93," 33,745 "
5429,94," 13,571 "
5429,98," 23,712 "
5430,80," 16,057 "
5430,93," 57,374 "
5430,94," 29,252 "
5430,98," 34,655 "
5432,80," 12,248 "
5432,93," 37,750 "
5432,94," 24,569 "
5432,98," 21,908 "
5433,80," 12,119 "
5433,93," 34,259 "
5433,94," 18,466 "
5433,98," 11,894 "
5435,80," 13,310 "
5435,93," 89,418 "
5435,94," 66,184 "
5435,98," 20,022 "
5438,80," 14,413 "
5438,93," 54,718 "
5438,94," 24,105 "
5438,98," 17,855 "
5439,80," 25,693 "
5439,93," 71,726 "
5439,94," 21,355 "
5439,98," 27,105 "
5441,80," 13,388 "
5441,93," 44,581 "
5441,94," 22,779 "
5441,98," 21,798 "
5442,80," 10,459 "
5442,93," 49,905 "
5442,94," 19,676 "
5442,98," 14,891 "
5443,80," 22,364 "
5443,93," 59,439 "
5443,94," 42,963 "
5443,98," 22,991 "
5444,80," 7,736 "
5444,93," 34,304 "
5444,94," 11,960 "
5444,98," 15,467 "
5445,80," 13,302 "
5445,93," 43,272 "
5445,94," 23,634 "
5445,98," 18,950 "
5446,80," 17,384 "
5446,93," 43,395 "
5446,94," 24,416 "
5446,98," 17,910 "
5447,80," 18,046 "
5447,93," 169,461 "
5447,94," 62,908 "
