Market ,Avg. ,Stores ,Avg Returns volume ,Volume bucket ,Avg Return Units Per day ,Avg DotCom Return Units Per Day ,Average MP Return Units  ,Avg MP Return Units Per Day,Avg NPS ,Avg Wait Time 
430,,1543,19897,Medium,262,23,433,6,52,4.57
430,,1604,24010,Medium,316,22,564,7,46,6.04
430,,1685,12197,Low,160,9,277,4,22,8.84
430,,2443,26356,High,347,41,735,10,52,5.13
430,,2990,15830,Low,208,15,364,5,63,5.65
430,,3237,26977,High,355,33,646,9,56,8.26
430,,3734,8405,Low,111,9,141,2,79,5.75
430,,3853,9813,Low,129,9,165,2,73,8.17
430,,3872,20362,Medium,268,32,541,7,68,5.12
430,,4865,16099,Low,212,22,459,6,47,6.41
432,Mkt Avg,,20635,,272,25,540,7,46,9.23
432,,776,17763,Medium,234,16,420,6,56,11.67
432,,1637,17910,Medium,236,16,456,6,8,11.69
432,,1965,22838,Medium,301,23,557,7,49,7.74
432,,3150,13674,Low,180,12,325,4,52,7.34
432,,3151,12775,Low,168,8,252,3,50,9.24
432,,3267,30493,High,401,51,924,12,61,8.27
432,,4358,18783,Medium,247,16,566,7,33,9.73
432,,4568,7742,Low,102,10,169,2,56,5.74
432,,5141,35626,High,469,57,980,13,42,11.75
432,,5361,28743,High,378,37,747,10,56,9.1
433,Mkt Avg,,19833,,261,26,547,7,57,6.25
433,,350,9924,Low,131,13,246,3,43,5.14
433,,645,26949,High,355,40,791,10,73,4.46
433,,774,17128,Low,225,20,443,6,55,4
433,,885,7413,Low,98,7,187,2,100,4.13
433,,1671,28989,High,381,38,803,11,31,7.87
433,,1943,25659,Medium,338,24,573,8,53,7.82
433,,2432,20396,Medium,268,30,747,10,57,7.21
433,,2847,20907,Medium,275,27,475,6,56,7.7
433,,3278,26373,High,347,36,784,10,65,4.39
433,,3823,20521,Medium,270,25,613,8,34,9.43
433,,4600,13902,Low,183,21,356,5,57,6.63
435,Mkt Avg,,19829,,261,21,579,8,52,7.77
435,,1167,24286,Medium,320,28,778,10,44,8.33
435,,1394,24803,Medium,326,27,696,9,44,6.43
435,,1551,18350,Medium,241,17,591,8,43,7.24
435,,1571,19639,Medium,258,25,571,8,66,4.98
435,,2668,24731,Medium,325,22,690,9,49,6.44
435,,2828,18039,Medium,237,12,309,4,45,11.17
435,,3488,16781,Low,221,17,419,6,60,7.04
435,,4677,20585,Medium,271,24,657,9,64,9.97
435,,5667,16145,Low,212,14,479,6,56,10.67
435,,5668,14933,Low,196,19,598,8,50,5.48
436,Mkt Avg,,13640,,179,14,324,4,60,5.79
436,,1365,17842,Medium,235,16,516,7,50,6.34
436,,1446,17724,Medium,233,22,457,6,69,6.5
436,,1672,9631,Low,127,8,219,3,70,6.89
436,,1819,17720,Medium,233,17,374,5,71,6.04
436,,2192,16713,Low,220,28,425,6,67,4.6
436,,2421,15120,Low,199,13,359,5,57,4.41
436,,3245,8956,Low,118,8,144,2,26,8.52
436,,4281,6980,Low,92,5,137,2,69,5.9
436,,5432,16837,Low,222,18,398,5,65,3.92
436,,5444,8876,Low,117,7,210,3,56,4.77
438,Mkt Avg,,17774,,234,18,419,6,51,5.45
438,,847,11751,Low,155,11,254,3,50,5.58
438,,965,14111,Low,186,12,299,4,73,5.36
438,,971,9143,Low,120,6,157,2,57,4.06
438,,979,9792,Low,129,10,172,2,75,8
438,,1007,11282,Low,148,10,210,3,63,4.11
438,,1277,10246,Low,135,8,159,2,0,3.89
438,,1669,31117,High,409,34,1002,13,50,6.51
438,,1679,34074,High,448,40,811,11,50,6.04
438,,5127,17390,Low,229,17,383,5,41,3.47
438,,5373,28487,High,375,35,806,11,45,5.69
438,,5397,18125,Medium,238,14,353,5,53,7.23
439,Mkt Avg,,21051,,277,23,592,8,55,5.89
439,,1202,24228,Medium,319,23,571,8,60,6.57
439,,1316,11492,Low,151,8,303,4,55,6.63
439,,1430,27886,High,367,32,756,10,47,5.77
439,,1449,21884,Medium,288,25,621,8,38,5.01
439,,1471,8589,Low,113,6,219,3,27,7.47
439,,1727,8680,Low,114,7,192,3,86,4.33
439,,1828,28999,High,382,30,826,11,56,5.28
439,,1982,31066,High,409,38,907,12,62,4.75
439,,2509,9249,Low,122,9,227,3,63,6.94
439,,2958,36367,High,479,48,1196,16,63,6.49
439,,2986,23121,Medium,304,25,689,9,47,5.59
440,Mkt Avg,,19940,,262,22,587,8,59,6.03
440,,1366,10790,Low,142,10,286,4,50,4.64
440,,1453,34353,High,452,41,1140,15,55,5.73
440,,1908,24393,Medium,321,32,768,10,41,8.68
440,,1931,19155,Medium,252,18,548,7,50,5.01
440,,2127,29843,High,393,45,1004,13,45,8.61
440,,2271,17673,Medium,233,12,405,5,53,6.82
440,,2510,12796,Low,168,10,300,4,69,7.29
440,,2813,24721,Medium,325,25,634,8,76,4.52
440,,3268,9995,Low,132,8,260,3,65,4.98
440,,3643,9414,Low,124,6,238,3,72,6.28
440,,5090,26209,High,345,40,875,12,71,3.74
441,Mkt Avg,,17565,,231,19,518,7,43,7.13
441,,1138,25248,Medium,332,31,1072,14,61,6.49
441,,1176,14539,Low,191,18,411,5,40,10.47
441,,1267,23812,Medium,313,29,770,10,47,6.87
441,,1274,6594,Low,87,5,114,2,67,4.04
441,,1305,25129,Medium,331,27,703,9,38,5.94
441,,1396,17616,Medium,232,16,458,6,39,7.61
441,,1799,16798,Low,221,18,394,5,53,5.36
441,,2335,17681,Medium,233,18,496,7,19,10.94
441,,3505,12680,Low,167,11,355,5,57,5.52
441,,3857,15553,Low,205,18,410,5,14,8.06
442,Mkt Avg,,19528,,257,22,558,7,48,6.53
442,,910,20559,Medium,271,18,430,6,43,5.12
442,,1515,24792,Medium,326,32,828,11,37,5.39
442,,1635,20656,Medium,272,28,588,8,62,6.91
442,,1678,19105,Medium,251,29,688,9,44,6.33
442,,1776,18399,Medium,242,18,396,5,64,5.94
442,,3247,16014,Low,211,16,374,5,39,9.77
442,,3322,24083,Medium,317,31,831,11,47,5.72
442,,3499,10782,Low,142,11,257,3,82,4.44
442,,5438,23620,Medium,311,29,780,10,40,8.37
442,,5669,17268,Low,227,11,406,5,21,7.3
444,Mkt Avg,,19016,,250,21,509,7,52,6.39
444,,1012,19257,Medium,253,22,578,8,60,4.8
444,,1276,22011,Medium,290,25,483,6,67,6.28
444,,1643,29057,High,382,38,888,12,55,6.31
444,,1650,16340,Low,215,22,551,7,63,5.04
444,,2452,16771,Low,221,12,392,5,20,7.54
444,,2658,25271,Medium,333,27,755,10,54,8.35
444,,3324,15262,Low,201,16,366,5,37,7.63
444,,3497,14085,Low,185,15,311,4,76,4.06
444,,5463,18259,Medium,240,23,406,5,61,6.29
444,,6394,13849,Low,182,12,364,5,33,7.58
445,Mkt Avg,,26782,,352,28,653,9,50,9.46
445,,1588,39445,High,519,38,1319,17,36,8.33
445,,1692,20560,Medium,271,25,535,7,36,10.84
445,,1693,34356,High,452,54,1046,14,54,7.47
445,,1879,18405,Medium,242,13,295,4,64,11.24
445,,1914,29605,High,390,31,791,10,42,10.28
445,,2333,21137,Medium,278,21,668,9,55,5.69
445,,3276,24400,Medium,321,18,489,6,40,10.2
445,,4340,28917,High,380,32,220,3,60,7.36
445,,4392,24212,Medium,319,19,512,7,63,13.74
446,Mkt Avg,,33920,,446,44,1332,18,52,8.51
446,,2032,32671,High,430,35,948,12,55,8.73
446,,2526,51225,High,674,83,2233,29,45,8.54
446,,2568,38781,High,510,48,1636,22,56,5.43
446,,2621,38131,High,502,55,1487,20,56,7.38
446,,3087,14561,Low,192,11,319,4,46,7.56
446,,3180,33607,High,442,36,1162,15,51,10.36
446,,3650,23842,Medium,314,29,970,13,53,9.07
446,,5152,38539,High,507,57,1899,25,53,11.05
447,Mkt Avg,,26783,,352,32,722,10,49,8.96
447,,1574,34031,High,448,31,792,10,43,9.03
447,,1600,18580,Medium,244,17,310,4,56,7.44
447,,1624,31896,High,420,31,922,12,62,9.95
447,,1989,17663,Medium,232,22,492,6,53,11.59
447,,2099,24704,Medium,325,28,731,10,60,6.77
447,,2507,28475,High,375,35,966,13,48,8.61
447,,2556,24470,Medium,322,40,873,11,58,7.96
447,,2557,33300,High,438,49,971,13,39,14.03
447,,4317,18165,Medium,239,19,457,6,33,6.37
447,,5134,36550,High,481,51,707,9,40,7.9
448,Mkt Avg,,39184,,516,47,1244,16,47,9.06
448,,1563,36382,High,479,36,902,12,43,8.9
448,,1660,40994,High,539,37,1005,13,45,8.28
448,,2297,34221,High,450,41,848,11,53,6.26
448,,2950,27884,High,367,22,583,8,42,7.99
448,,2951,25037,Medium,329,20,443,6,48,12.47
448,,3523,47575,High,626,58,1383,18,56,7.61
448,,5162,30969,High,407,41,872,11,39,11.63
448,,5686,70412,High,926,118,3912,51,49,9.3
449,Mkt Avg,,28057,,369,33,741,10,60,8.47
449,,1583,26213,Medium,345,26,631,8,63,7.32
449,,1815,35184,High,463,39,1000,13,59,8.04
449,,2001,27464,High,361,21,14,0,73,6.57
449,,2277,27886,High,367,30,777,10,52,9.67
449,,2985,40657,High,535,59,1499,20,52,6.67
449,,4238,17888,Medium,235,18,403,5,50,10.13
449,,5337,46165,High,607,83,1701,22,71,6.62
449,,5632,15684,Low,206,11,408,5,47,14.03
449,,5701,15368,Low,202,11,232,3,69,7.16
450,Mkt Avg,,24809,,326,27,646,9,51,8.33
450,,1587,27906,High,367,31,749,10,74,6.3
450,,1840,29447,High,387,36,930,12,44,8.47
450,,1963,34100,High,449,35,774,10,57,5.76
450,,1983,30250,High,398,33,822,11,56,8.24
450,,2030,19185,Medium,252,22,486,6,36,9.74
450,,2039,22492,Medium,296,22,283,4,65,9.52
450,,5710,25709,Medium,338,35,770,10,51,8.86
450,,5843,16748,Low,220,12,298,4,16,11.61
450,,5890,17441,Low,229,20,705,9,58,6.48
451,Mkt Avg,,26286,,346,38,1047,14,52,8.32
451,,2002,26500,High,349,31,560,7,55,7.44
451,,2117,20894,Medium,275,20,462,6,39,7.33
451,,2280,41078,High,541,92,2083,27,54,7.89
451,,2458,18088,Medium,238,18,507,7,86,7.04
451,,4488,17468,Low,230,20,616,8,52,5.69
451,,5435,45357,High,597,54,1996,26,55,10.66
451,,5751,21494,Medium,283,20,559,7,39,10.1
451,,5766,12772,Low,168,18,514,7,51,7.69
451,,5884,32921,High,433,68,2129,28,32,11.09
452,Mkt Avg,,27005,,355,32,921,12,51,9.8
452,,1554,35237,High,464,28,893,12,59,8.76
452,,1615,22736,Medium,299,25,686,9,46,9.98
452,,1651,20487,Medium,270,19,558,7,36,11.62
452,,1755,28348,High,373,31,1089,14,40,13.01
452,,2697,29645,High,390,40,1226,16,51,11.79
452,,2925,15574,Low,205,16,509,7,52,11.71
452,,3352,29704,High,391,38,853,11,63,6.98
452,,3455,29581,High,389,37,1153,15,62,7.25
452,,3493,31734,High,418,55,1321,17,48,7.13
453,Mkt Avg,,20500,,270,20,522,7,48,9.75
453,,1704,23960,Medium,315,27,682,9,56,8.7
453,,1881,11632,Low,153,14,280,4,57,9.75
453,,2048,20539,Medium,270,19,497,7,63,8.07
453,,2190,18900,Medium,249,18,507,7,67,7.77
453,,2598,26173,Medium,344,28,775,10,37,15.09
453,,3652,28074,High,369,29,694,9,31,10.93
453,,3708,18360,Medium,242,18,498,7,33,9.92
453,,4393,20382,Medium,268,13,433,6,51,11.26
453,,5139,16481,Low,217,17,336,4,37,6.29
454,Mkt Avg,,24831,,327,29,689,9,55,6.99
454,,1697,27035,High,356,31,932,12,63,5.98
454,,1789,36099,High,475,46,1003,13,53,5.44
454,,2054,14208,Low,187,16,363,5,61,6.82
454,,2457,21091,Medium,278,26,661,9,29,9.87
454,,2464,28952,High,381,36,796,10,71,6.96
454,,2735,26084,High,343,20,531,7,37,8.13
454,,3081,28838,High,379,29,843,11,57,7.7
454,,5231,17457,Low,230,19,351,5,68,5.14
454,,5848,23716,Medium,312,35,723,10,53,6.85
455,Mkt Avg,,23296,,307,30,689,9,49,8.15
455,,1648,18511,Medium,244,20,392,5,49,7.01
455,,1760,33110,High,436,60,1295,17,52,6.32
455,,1988,43515,High,573,73,1518,20,63,8.93
455,,2418,17535,Medium,231,19,413,5,51,10.14
455,,3408,15952,Low,210,14,336,4,51,7.29
455,,3587,26997,High,355,36,921,12,41,8.48
455,,3712,22370,Medium,294,26,621,8,36,11.77
455,,4202,22213,Medium,292,32,736,10,45,6.49
455,,4309,17274,Low,227,20,534,7,53,6.06
455,,5192,23794,Medium,313,25,495,7,45,9.98
455,,5864,14985,Low,197,12,315,4,50,7.17
457,Mkt Avg,,19129,,252,19,472,6,48,8.77
457,,1575,18930,Medium,249,17,420,6,40,8.44
457,,1608,15595,Low,205,11,320,4,43,9.77
457,,1903,26512,High,349,29,592,8,42,10.34
457,,1979,13404,Low,176,8,304,4,64,5.03
457,,2044,23026,Medium,303,23,675,9,48,12.32
457,,2052,13097,Low,172,10,308,4,45,13.98
457,,2053,7985,Low,105,5,146,2,42,7.06
457,,2537,27217,High,358,34,851,11,49,8.5
457,,2553,26861,High,353,29,836,11,51,7.42
457,,5133,14019,Low,184,14,400,5,62,6.66
457,,5136,23769,Medium,313,25,338,4,45,6.91
458,Mkt Avg,,34875,,459,30,776,10,56,8.99
458,,2150,41393,High,545,34,1053,14,75,7.78
458,,2253,30099,High,396,33,869,11,67,7.96
458,,2291,29098,High,383,21,140,2,58,9.29
458,,3516,47319,High,623,49,1126,15,44,11.01
458,,3947,33805,High,445,38,882,12,66,8.69
458,,5023,38999,High,513,25,905,12,47,8.74
458,,5305,39985,High,526,24,734,10,42,13.85
458,,5938,18300,Medium,241,16,499,7,45,4.62
459,Mkt Avg,,36255,,477,46,1195,16,55,8.67
459,,1700,43219,High,569,65,1706,22,41,12.24
459,,1917,36085,High,475,40,970,13,76,11.24
459,,2177,36543,High,481,46,1142,15,62,5.75
459,,2479,38653,High,509,37,1161,15,57,8.99
459,,3494,33583,High,442,34,1052,14,55,8.37
459,,5140,40773,High,536,48,1368,18,55,6.49
459,,5338,47244,High,622,70,1703,22,49,9.3
459,,5886,27845,High,366,49,1166,15,51,8.25
459,,5996,22346,Medium,294,23,484,6,49,7.36
460,Mkt Avg,,35051,,461,42,977,13,56,8.01
460,,2077,33389,High,439,37,926,12,53,8.84
460,,2094,25852,Medium,340,27,671,9,61,7.31
460,,2245,32917,High,433,38,773,10,57,6.72
460,,2494,27096,High,357,29,710,9,59,7.72
460,,2527,28624,High,377,34,804,11,49,8.55
460,,2708,51016,High,671,65,1295,17,50,7.92
460,,2952,54067,High,711,75,1892,25,63,7.2
460,,5075,27446,High,361,32,744,10,54,9.85
461,Mkt Avg,,34836,,458,34,944,12,51,9.68
461,,1747,31168,High,410,24,687,9,64,11.45
461,,1853,40524,High,533,31,929,12,53,10.4
461,,1899,34638,High,456,41,1101,14,54,8.67
461,,1912,30581,High,402,35,1003,13,45,13.13
461,,2028,36213,High,476,36,1107,15,52,9.84
461,,2842,37248,High,490,48,1202,16,44,8.64
461,,5193,32867,High,432,36,825,11,34,7.77
461,,5425,35450,High,466,24,698,9,59,7.57
462,Mkt Avg,,33624,,442,42,1043,14,53,9.02
462,,1756,29192,High,384,30,961,13,53,9
462,,1862,32161,High,423,33,630,8,55,8.36
462,,1922,37497,High,493,53,1521,20,37,13.04
462,,1941,35746,High,470,58,1295,17,49,10.23
462,,1992,29205,High,384,38,1012,13,61,6.35
462,,2288,17995,Medium,237,18,403,5,73,10.52
462,,3464,51716,High,680,71,1675,22,49,7.74
462,,3796,35480,High,467,35,850,11,46,6.92
463,Mkt Avg,,33858,,445,31,763,10,55,7.32
463,,1555,47643,High,627,52,1106,15,57,7.44
463,,1805,41407,High,545,39,872,11,60,7.61
463,,1832,33111,High,436,24,710,9,38,7.24
463,,1859,44691,High,588,36,908,12,55,5.32
463,,1915,22784,Medium,300,20,519,7,62,5.43
463,,2181,25448,Medium,335,20,498,7,45,9.43
463,,5096,33156,High,436,31,944,12,57,9.67
463,,5156,35522,High,467,37,957,13,62,8.33
463,,5335,20958,Medium,276,18,353,5,60,5.45
464,Mkt Avg,,31237,,411,41,946,12,52,7.61
464,,2082,33328,High,439,44,756,10,34,8.33
464,,2242,26638,High,350,27,751,10,50,9.94
464,,2523,39770,High,523,63,1183,16,49,9.31
464,,2546,42716,High,562,67,1592,21,54,6.21
464,,3248,36370,High,479,44,1148,15,54,7.41
464,,5032,28999,High,382,38,845,11,60,6.12
464,,5641,19051,Medium,251,25,592,8,48,6.66
464,,5930,23023,Medium,303,21,701,9,71,6.94
465,Mkt Avg,,32717,,430,43,1210,16,54,9.36
465,,2110,29961,High,394,23,683,9,61,7.43
465,,2609,32429,High,427,36,1202,16,47,9.04
465,,3477,35007,High,461,53,1387,18,48,9.7
465,,4101,23863,Medium,314,30,645,8,53,12.56
465,,4132,36959,High,486,52,1309,17,53,8.96
465,,5072,45027,High,592,66,1777,23,53,8.85
465,,5807,24882,Medium,327,20,624,8,61,7.36
465,,5874,33608,High,442,66,2056,27,55,10.97
466,Mkt Avg,,39859,,524,59,1542,20,48,10.81
466,,2206,54525,High,717,68,2019,27,54,9.42
466,,2218,45335,High,597,72,1632,21,62,8.71
466,,2495,30834,High,406,44,1338,18,40,11.05
466,,2517,34044,High,448,40,1045,14,49,11.16
466,,2636,43152,High,568,66,1618,21,53,11.15
466,,4171,22299,Medium,293,32,831,11,33,11.42
466,,5644,48823,High,642,93,2314,30,44,12.79
467,Mkt Avg,,20434,,269,20,482,6,51,7.57
467,,2249,25008,Medium,329,20,597,8,44,5.99
467,,2469,15639,Low,206,14,390,5,68,6.93
467,,3218,18093,Medium,238,14,390,5,69,7.25
467,,3531,25232,Medium,332,29,685,9,62,10.31
467,,3537,24188,Medium,318,24,945,12,49,12.95
467,,3705,15416,Low,203,13,285,4,26,5.42
467,,3850,22736,Medium,299,24,684,9,53,4.67
467,,4137,24763,Medium,326,26,112,1,24,9.57
467,,5853,12828,Low,169,12,252,3,61,5.02
468,Mkt Avg,,15698,,207,14,383,5,58,7.36
468,,1630,8176,Low,108,5,169,2,59,8.5
468,,1772,16356,Low,215,15,398,5,50,5.74
468,,1834,27275,High,359,23,677,9,60,7.5
468,,1880,17435,Low,229,15,407,5,64,9.88
468,,1910,11858,Low,156,8,221,3,56,9.81
468,,2069,20438,Medium,269,18,497,7,41,6.44
468,,2320,8209,Low,108,8,205,3,73,4.16
468,,2477,18899,Medium,249,16,515,7,48,8.18
468,,5424,12836,Low,169,10,255,3,82,6.54
468,,5629,9529,Low,125,9,321,4,51,8.68
468,,5839,21665,Medium,285,24,544,7,57,5.52
469,Mkt Avg,,14493,,191,10,146,2,52,6.68
469,,2070,17327,Low,228,12,175,2,60,12.94
469,,2071,17285,Low,227,13,284,4,45,9.76
469,,2074,20635,Medium,272,19,263,3,38,11.9
469,,2188,9709,Low,128,7,108,1,60,3.39
469,,2710,5553,Low,73,2,6,0,0,0
469,,2711,5963,Low,78,2,5,0,80,2.17
469,,2722,18537,Medium,244,15,166,2,33,6.35
469,,4359,22136,Medium,291,10,192,3,59,8.12
469,,4474,13292,Low,175,11,117,2,93,5.5
470,Mkt Avg,,40645,,535,38,503,7,51,7.61
470,,2126,46121,High,607,45,482,6,68,4.28
470,,2308,18900,Medium,249,13,203,3,35,9.98
470,,2314,26970,High,355,30,248,3,74,4
470,,2321,29687,High,391,20,335,4,37,8.74
470,,2473,32507,High,428,26,406,5,48,10.67
470,,3290,46681,High,614,33,579,8,35,8.22
470,,3478,73592,High,968,79,1055,14,56,7.35
470,,3883,37719,High,496,41,582,8,58,9.45
470,,5274,53627,High,706,57,637,8,50,5.76
471,Mkt Avg,,22161,,292,25,665,9,47,9.7
471,,2319,17046,Medium,224,17,312,4,53,8.02
471,,2450,28569,High,376,34,980,13,43,8.1
471,,2594,34237,High,450,53,1587,21,44,11.46
471,,2595,16882,Low,222,17,492,6,32,13.8
471,,2596,25484,Medium,335,22,601,8,52,8.92
471,,3053,17111,Low,225,19,636,8,40,12.13
471,,3757,20815,Medium,274,22,398,5,56,8.91
471,,3801,20472,Medium,269,24,500,7,49,5.9
471,,5628,18831,Medium,248,21,481,6,57,10.06
472,Mkt Avg,,18047,,237,15,372,5,57,10.05
472,,2037,15726,Low,207,14,354,5,58,8.77
472,,2121,16931,Low,223,14,317,4,58,7.11
472,,2196,13178,Low,173,9,199,3,75,8.06
472,,2317,19742,Medium,260,16,389,5,37,24.33
472,,2325,26514,High,349,28,654,9,46,9.34
472,,5272,24823,Medium,327,24,478,6,49,8.17
472,,5273,16899,Low,222,9,325,4,61,7.29
472,,5861,10562,Low,139,9,263,3,70,7.32
473,Mkt Avg,,17082,,225,18,326,4,58,6.8
473,,1947,13632,Low,179,13,208,3,68,4.21
473,,2007,24946,Medium,328,25,453,6,41,8.26
473,,2016,14729,Low,194,16,312,4,71,5.28
473,,2187,18345,Medium,241,20,486,6,41,6.55
473,,2269,23478,Medium,309,22,378,5,67,7.57
473,,3217,8896,Low,117,9,87,1,40,6.88
473,,3260,12105,Low,159,12,157,2,39,10.12
473,,3754,10152,Low,134,5,147,2,100,3.67
473,,5078,27452,High,361,38,706,9,51,8.66
474,Mkt Avg,,24142,,318,24,562,7,57,7.41
474,,2485,21412,Medium,282,20,377,5,51,5.11
474,,2539,31765,High,418,38,899,12,45,7.88
474,,2549,35268,High,464,37,936,12,56,8.55
474,,2865,26101,Medium,343,22,583,8,59,5.92
474,,3472,26359,High,347,31,620,8,49,7.4
474,,3511,35193,High,463,41,930,12,66,5.72
474,,4249,5871,Low,77,3,74,1,71,8.8
474,,4394,21672,Medium,285,16,362,5,21,8.1
474,,4395,13509,Low,178,12,293,4,93,5.71
474,,5883,24270,Medium,319,23,546,7,62,10.88
475,Mkt Avg,,22279,,293,22,458,6,59,6.76
475,,1817,18399,Medium,242,15,280,4,57,7.94
475,,1870,13986,Low,184,15,218,3,75,4.13
475,,1889,13050,Low,172,11,250,3,45,11.38
475,,2006,24214,Medium,319,20,533,7,75,7.19
475,,2101,32677,High,430,29,698,9,65,5.61
475,,2241,19369,Medium,255,13,300,4,23,7.44
475,,2476,25392,Medium,334,20,522,7,70,7.82
475,,2492,12091,Low,159,8,176,2,69,5.56
475,,3261,38918,High,512,55,979,13,49,8.35
475,,3380,34116,High,449,36,765,10,53,5.43
475,,5869,12853,Low,169,18,312,4,72,3.55
476,Mkt Avg,,19025,,250,19,471,6,49,6.5
476,,1876,13650,Low,180,7,251,3,64,3.97
476,,2422,10698,Low,141,10,217,3,35,4.71
476,,2550,23262,Medium,306,19,490,6,44,5.92
476,,2927,23389,Medium,308,25,721,9,49,8.6
476,,2947,22919,Medium,302,27,618,8,53,5.28
476,,3742,12193,Low,160,10,187,2,25,6.68
476,,5461,19341,Medium,254,18,531,7,71,8.2
476,,5462,26481,High,348,27,735,10,43,7.32
476,,5929,19288,Medium,254,25,486,6,57,7.78
477,Mkt Avg,,22247,,293,26,638,8,45,8.62
477,,1784,26769,High,352,17,507,7,29,13.96
477,,1793,17048,Low,224,14,321,4,39,9.49
477,,1843,17580,Medium,231,14,364,5,67,8.61
477,,1920,22843,Medium,301,20,504,7,42,7.14
477,,4176,19066,Medium,251,30,639,8,47,6.91
477,,4221,20386,Medium,268,30,554,7,55,6.82
477,,5368,25673,Medium,338,24,612,8,56,6.79
477,,5440,27697,High,364,42,1166,15,33,10.04
477,,5935,23165,Medium,305,47,1075,14,41,7.78
478,Mkt Avg,,18062,,238,18,463,6,52,7.32
478,,1775,13160,Low,173,13,266,4,65,7.54
478,,1925,10907,Low,144,6,329,4,49,9.35
478,,2075,23080,Medium,304,25,701,9,56,5.48
478,,2243,22179,Medium,292,24,555,7,52,5.81
478,,2315,12569,Low,165,8,261,3,42,8.2
478,,2538,18042,Medium,237,20,497,7,49,7.29
478,,3239,24127,Medium,317,21,527,7,43,8.48
478,,3258,18985,Medium,250,25,539,7,55,6.44
478,,5396,19511,Medium,257,21,493,6,61,7.3
479,Mkt Avg,,26649,,351,28,576,8,55,7.89
479,,421,24244,Medium,319,21,415,5,49,5.23
479,,940,24664,Medium,325,26,559,7,53,15.35
479,,972,29843,High,393,24,636,8,64,7.76
479,,2980,40348,High,531,52,1020,13,73,5.98
479,,3773,21728,Medium,286,23,461,6,69,7.12
479,,4165,16237,Low,214,8,165,2,20,7.64
479,,5247,28512,High,375,39,831,11,47,9.31
479,,5312,19547,Medium,257,11,197,3,76,5.36
479,,5316,33375,High,439,41,813,11,66,6.62
479,,5764,27995,High,368,39,665,9,37,8.54
481,Mkt Avg,,2896,,38,11,329,4,38,11.11
481,,2226,2909,High,38,10,318,4,8,9.3
481,,3138,1902,Medium,25,11,187,2,29,8.38
481,,3139,2411,High,32,15,421,6,22,10.55
481,,3140,2151,Medium,28,5,151,2,-14,17.36
481,,3141,1755,Medium,23,2,11,0,-20,26
481,,3147,3301,High,43,9,298,4,80,5.03
481,,3179,4899,High,64,29,1056,14,57,5.29
481,,5602,2615,High,34,6,191,3,0,20.13
481,,5604,5860,High,77,34,1161,15,53,6.82
481,,5605,2545,High,33,3,41,1,100,17.83
481,,5643,2602,High,34,6,58,1,60,6.39
481,,5658,2929,High,39,4,67,1,100,3.67
481,,5659,1101,Low,14,1,44,1,0,12.5
481,,5664,3570,High,47,19,606,8,55,6.27
482,Mkt Avg,,22610,,297,27,675,9,42,7.86
482,,923,30300,High,399,46,1132,15,52,6.13
482,,1275,12491,Low,164,9,252,3,82,4.47
482,,1518,21939,Medium,289,20,660,9,31,6.52
482,,1557,32557,High,428,43,909,12,34,9.71
482,,1601,32114,High,423,56,1386,18,53,6.88
482,,1655,16089,Low,212,11,319,4,24,9.36
482,,2786,25120,Medium,331,26,744,10,42,8.81
482,,2788,24329,Medium,320,31,581,8,19,10.05
482,,3781,17337,Low,228,12,435,6,26,10.78
482,,6476,13822,Low,182,13,332,4,54,5.86
484,Mkt Avg,,34377,,452,43,1168,15,54,8.99
484,,2251,25190,Medium,331,36,1050,14,50,10.82
484,,2292,19850,Medium,261,21,516,7,62,6.18
484,,2401,42844,High,564,67,1535,20,56,7.64
484,,2886,44140,High,581,47,1246,16,60,8.34
484,,2948,25305,Medium,333,28,866,11,49,8.88
484,,3522,40251,High,530,38,956,13,51,8.85
484,,5154,55577,High,731,76,2377,31,53,9.02
484,,5954,21858,Medium,288,32,794,10,53,12.17
485,Mkt Avg,,1884,,25,5,80,1,35,7.05
485,,998,2082,Medium,27,7,107,1,33,12.67
485,,2425,1821,Medium,24,5,88,1,100,4.33
485,,2442,2023,Medium,27,9,115,2,50,9
485,,4198,2665,High,35,10,151,2,0,10.75
485,,5149,1396,Low,18,5,93,1,63,8.83
485,,5207,2602,High,34,6,77,1,25,4.17
485,,5308,1667,Low,22,2,4,0,75,3.25
485,,5372,1127,Low,15,2,17,0,-100,0
485,,5421,1644,Low,22,3,62,1,100,2.4
485,,5427,2055,Medium,27,6,98,1,11,9.92
485,,5452,1408,Low,19,4,10,0,83,7
485,,6172,1568,Low,21,3,54,1,50,10
485,,6500,2438,High,32,5,161,2,-33,9.33
488,Mkt Avg,,4198,,55,8,147,2,44,8.09
488,,2396,6485,High,85,12,302,4,44,35
488,,2406,4184,High,55,6,97,1,86,2.93
488,,3011,3570,High,47,7,94,1,0,4.83
488,,3104,4810,High,63,12,196,3,71,7
488,,4380,4949,High,65,11,195,3,71,9.1
488,,4441,3070,High,40,5,77,1,67,2.67
488,,4546,3414,High,45,8,190,3,50,0
488,,4560,3536,High,47,5,94,1,80,3.38
488,,5704,2433,High,32,4,37,0,-100,15
488,,5758,4874,High,64,7,92,1,75,5.13
488,,5759,3867,High,51,7,166,2,73,2.67
488,,6967,5243,High,69,14,299,4,33,12.73
488,,7299,4134,High,54,5,78,1,25,4.69
490,Mkt Avg,,1884,,25,3,76,1,27,9.78
