Market ,Avg. ,Stores ,Avg Returns volume ,Volume bucket ,Avg Return Units Per day ,Avg DotCom Return Units Per Day ,Average MP Return Units  ,Avg MP Return Units Per Day,Avg NPS ,Avg Wait Time 
206,,2959,31513,High,415,31,1302,17,27,7.78
206,,3487,35341,High,465,52,1429,19,46,8.85
206,,4424,28809,High,379,29,1047,14,69,7.51
206,,4660,35092,High,462,45,1439,19,49,8.21
206,,5844,27226,High,358,28,29,0,38,9.16
207,Mkt Avg,,17023,,224,18,481,6,55,6.77
207,,1416,8989,Low,118,10,190,3,50,4
207,,1913,15493,Low,204,16,408,5,59,4.88
207,,2191,12841,Low,169,13,266,4,54,6.12
207,,2350,13746,Low,181,14,339,4,58,6.95
207,,3445,22642,Medium,298,25,674,9,58,5.42
207,,4479,20575,Medium,271,26,809,11,47,7.39
207,,5028,14738,Low,194,11,337,4,60,7.87
207,,5029,18544,Medium,244,23,290,4,41,8.83
207,,5030,28240,High,372,32,1097,14,53,9.12
207,,5385,14425,Low,190,12,397,5,68,7.11
208,Mkt Avg,,21766,,286,24,662,9,58,6.26
208,,1707,19711,Medium,259,20,519,7,54,4.82
208,,2063,26335,High,347,28,784,10,59,5.03
208,,2197,26227,High,345,30,955,13,50,6.1
208,,2211,29214,High,384,36,935,12,50,6.24
208,,2506,12967,Low,171,13,375,5,60,7.31
208,,2541,21571,Medium,284,24,668,9,60,5.73
208,,2910,18814,Medium,248,22,502,7,51,6.18
208,,3722,24306,Medium,320,31,703,9,59,7.14
208,,3860,16746,Low,220,14,520,7,74,7.77
209,Mkt Avg,,20714,,273,24,668,9,59,6.5
209,,1857,26246,Medium,345,36,1047,14,62,4.86
209,,1863,23172,Medium,305,26,833,11,60,8.4
209,,1927,23915,Medium,315,32,845,11,53,5.78
209,,2313,16732,Low,220,19,502,7,67,7.25
209,,2359,21188,Medium,279,17,494,7,54,5.97
209,,2362,22918,Medium,302,26,980,13,50,8.04
209,,3250,21514,Medium,283,30,767,10,45,6.83
209,,3293,19851,Medium,261,26,575,8,76,4.69
209,,3608,20321,Medium,267,19,443,6,59,5.26
209,,5387,11280,Low,148,8,193,3,65,7.98
213,Mkt Avg,,14929,,196,16,404,5,58,5.87
213,,1429,16724,Low,220,16,485,6,72,5.69
213,,1445,10787,Low,142,10,241,3,65,3.69
213,,1448,18071,Medium,238,20,509,7,44,5.06
213,,1539,23375,Medium,308,31,726,10,58,6.29
213,,1622,18308,Medium,241,14,420,6,50,5.09
213,,1628,16371,Low,215,18,543,7,52,9.83
213,,1986,17065,Low,225,20,393,5,50,7.91
213,,2613,8650,Low,114,7,209,3,33,3.72
213,,3809,6160,Low,81,5,145,2,100,5.92
213,,5309,11412,Low,150,12,377,5,62,6.72
213,,5471,17291,Low,228,21,401,5,53,4.65
214,Mkt Avg,,25221,,332,34,909,12,51,8.11
214,,1839,19743,Medium,260,23,720,9,35,9.94
214,,2073,21470,Medium,282,22,654,9,56,8.94
214,,2266,31472,High,414,44,1189,16,36,8.79
214,,2316,26457,High,348,44,1138,15,61,7.23
214,,4255,20113,Medium,265,28,726,10,61,6
214,,4285,19989,Medium,263,18,527,7,35,7.96
214,,5066,28777,High,379,52,1166,15,63,7.4
214,,5082,33747,High,444,41,1155,15,59,8.58
215,Mkt Avg,,23959,,315,30,776,10,60,5.63
215,,1812,21571,Medium,284,26,631,8,68,5.41
215,,1894,25858,Medium,340,41,950,13,43,7.07
215,,1895,22904,Medium,301,29,735,10,50,6.4
215,,1911,24725,Medium,325,29,840,11,67,5.97
215,,2323,23280,Medium,306,33,903,12,52,5.24
215,,2361,33148,High,436,44,1242,16,54,6.3
215,,2914,22965,Medium,302,26,691,9,57,5.13
215,,2966,26747,High,352,36,860,11,68,5.17
215,,5285,17108,Low,225,15,441,6,80,3.85
215,,5410,21279,Medium,280,17,471,6,59,5.73
216,Mkt Avg,,18036,,237,17,453,6,53,6.15
216,,1724,11045,Low,145,9,168,2,56,5.31
216,,1782,26312,High,346,24,641,8,79,7.94
216,,1937,13728,Low,181,11,323,4,35,4.95
216,,2078,22340,Medium,294,22,581,8,50,6.93
216,,2115,22789,Medium,300,25,704,9,54,6.66
216,,2149,21529,Medium,283,22,524,7,53,5.55
216,,2209,20629,Medium,271,23,570,8,61,5.92
216,,2684,11461,Low,151,9,207,3,50,4.5
216,,2823,20971,Medium,276,21,597,8,72,4.85
216,,2852,14592,Low,192,12,366,5,38,7.57
216,,3262,17066,Low,225,16,455,6,48,5.37
216,,3581,13965,Low,184,12,302,4,35,8.24
217,Mkt Avg,,19501,,257,26,614,8,53,7.34
217,,1239,12629,Low,166,10,247,3,57,6.98
217,,1595,20341,Medium,268,22,573,8,49,9.17
217,,1990,13716,Low,180,16,438,6,55,4.71
217,,2426,23904,Medium,315,27,819,11,44,7.64
217,,2471,20901,Medium,275,33,772,10,66,7.17
217,,2725,32571,High,429,57,1318,17,52,5.71
217,,2774,24248,Medium,319,45,784,10,62,6.96
217,,3812,20934,Medium,275,27,763,10,25,9.4
217,,5185,15262,Low,201,10,187,2,54,11.21
217,,5203,10502,Low,138,10,241,3,64,4.48
218,Mkt Avg,,16145,,212,14,362,5,56,6.05
218,,1368,10144,Low,133,7,177,2,50,8
218,,1427,16567,Low,218,16,439,6,38,6.32
218,,1519,16516,Low,217,17,355,5,83,4.2
218,,1564,25990,Medium,342,24,702,9,32,6.82
218,,2400,23500,Medium,309,20,606,8,50,6.45
218,,2572,10464,Low,138,8,197,3,67,5.74
218,,2605,17516,Low,230,14,357,5,64,9.05
218,,3251,12064,Low,159,9,208,3,67,4.2
218,,3282,12635,Low,166,10,299,4,47,4.08
218,,3486,17789,Medium,234,16,372,5,60,6.02
218,,3515,14413,Low,190,11,273,4,58,5.71
219,Mkt Avg,,21960,,289,25,734,10,54,7.71
219,,1594,19549,Medium,257,19,559,7,77,4.57
219,,2098,26665,High,351,29,730,10,13,10.5
219,,2726,29148,High,384,43,1130,15,56,6.76
219,,3447,16894,Low,222,13,471,6,58,7.84
219,,3580,20878,Medium,275,21,624,8,59,6.26
219,,3792,22173,Medium,292,23,707,9,58,6.31
219,,5184,21899,Medium,288,23,622,8,61,6.72
219,,5466,22696,Medium,299,27,981,13,60,11.98
219,,5857,17733,Medium,233,23,785,10,45,8.41
221,Mkt Avg,,22356,,294,27,686,9,48,7.51
221,,1289,13642,Low,179,17,296,4,6,8.08
221,,1407,17846,Medium,235,22,476,6,47,6.63
221,,1441,33698,High,443,50,1313,17,56,9.88
221,,1503,30498,High,401,38,964,13,68,6.12
221,,1504,27965,High,368,35,888,12,48,7.95
221,,2309,25426,Medium,335,37,790,10,55,6.79
221,,2441,15366,Low,202,14,471,6,52,7.56
221,,3502,25559,Medium,336,30,774,10,51,9.41
221,,3571,19166,Medium,252,16,445,6,44,7.39
221,,3784,16540,Low,218,17,454,6,69,7.3
221,,5499,20214,Medium,266,24,675,9,35,5.55
222,Mkt Avg,,15782,,208,16,412,5,53,6.13
222,,1264,15554,Low,205,12,374,5,59,6.53
222,,1330,22456,Medium,295,21,645,8,57,8.05
222,,1333,11882,Low,156,13,283,4,73,4.3
222,,1433,20784,Medium,273,28,721,9,68,5.78
222,,1718,23220,Medium,306,22,610,8,63,6.43
222,,1750,18650,Medium,245,20,525,7,60,6.69
222,,2542,10608,Low,140,11,329,4,43,5.38
222,,3206,16293,Low,214,15,317,4,46,6.27
222,,3300,11095,Low,146,10,243,3,40,6.83
222,,3840,15695,Low,207,16,321,4,32,7.03
222,,5355,7369,Low,97,5,159,2,47,4.1
223,Mkt Avg,,19299,,254,20,531,7,53,7.66
223,,1331,20755,Medium,273,20,539,7,58,4.97
223,,1410,24137,Medium,318,32,752,10,43,5.52
223,,1463,22105,Medium,291,23,564,7,75,5.46
223,,1495,22815,Medium,300,25,717,9,59,7.08
223,,2124,23334,Medium,307,34,769,10,57,5.43
223,,2429,21279,Medium,280,20,590,8,60,6.68
223,,3641,13253,Low,174,11,330,4,29,15.63
223,,3765,11929,Low,157,10,253,3,62,7.79
223,,3783,16966,Low,223,11,427,6,44,8.33
223,,5104,15704,Low,207,15,407,5,50,8.74
223,,5409,20014,Medium,263,18,497,7,49,8.68
225,Mkt Avg,,22906,,301,26,769,10,49,7.82
225,,1443,28888,High,380,32,1038,14,60,5.65
225,,1510,36112,High,475,45,1294,17,48,8.46
225,,1521,17581,Low,231,15,506,7,53,8.82
225,,1961,21515,Medium,283,28,663,9,35,6.21
225,,2250,20292,Medium,267,26,767,10,36,9.66
225,,2447,20866,Medium,275,22,646,9,49,6.63
225,,2967,30692,High,404,37,1005,13,55,5.61
225,,3342,15185,Low,200,16,396,5,64,7.1
225,,3749,15736,Low,207,18,567,7,37,10.52
225,,4609,22192,Medium,292,23,809,11,55,9.5
226,Mkt Avg,,23126,,304,27,751,10,58,6.74
226,,1623,32684,High,430,38,1114,15,63,10.63
226,,1884,38882,High,512,55,1552,20,61,6.92
226,,1945,12938,Low,170,12,314,4,57,7.11
226,,2024,16069,Low,211,18,451,6,50,6.08
226,,2064,24646,Medium,324,25,835,11,53,5.56
226,,2208,18877,Medium,248,16,615,8,67,6.47
226,,2480,23825,Medium,313,31,668,9,60,4.29
226,,2543,21223,Medium,279,28,683,9,57,5.63
226,,4276,18991,Medium,250,17,531,7,57,7.96
227,Mkt Avg,,26434,,348,33,844,11,56,6.66
227,,1948,17692,Medium,233,16,423,6,53,6.96
227,,2193,22144,Medium,291,20,582,8,69,5.19
227,,2300,31232,High,411,43,1114,15,41,9.12
227,,2588,28601,High,376,34,941,12,54,7.13
227,,3738,22947,Medium,302,26,614,8,52,6.86
227,,3838,29576,High,389,39,1156,15,72,4.88
227,,4644,22262,Medium,293,32,532,7,48,6.59
227,,5040,33275,High,438,45,1123,15,48,7.22
227,,5381,30179,High,397,45,1114,15,68,6.01
228,Mkt Avg,,16456,,217,17,392,5,58,5.91
228,,1656,20935,Medium,275,18,480,6,66,5.72
228,,2278,28449,High,374,35,676,9,60,6.32
228,,2561,27529,High,362,35,804,11,70,5.98
228,,2597,19501,Medium,257,19,461,6,18,4.9
228,,2674,12651,Low,166,9,260,3,50,7.96
228,,2909,7793,Low,103,6,185,2,85,4.12
228,,3253,13057,Low,172,13,324,4,83,5.28
228,,3281,19399,Medium,255,23,478,6,47,8.49
228,,3429,13424,Low,177,16,308,4,53,7.32
228,,3514,11914,Low,157,10,281,4,67,5.06
228,,5360,7877,Low,104,6,145,2,63,4.47
228,,5445,14945,Low,197,10,305,4,38,5.26
229,Mkt Avg,,24143,,318,29,681,9,55,6.12
229,,1568,27230,High,358,27,740,10,65,5.96
229,,1770,45326,High,596,84,1722,23,50,6.4
229,,1820,18894,Medium,249,19,497,7,57,5.55
229,,1883,23291,Medium,306,24,575,8,31,6.61
229,,1885,34955,High,460,39,976,13,69,6.94
229,,2008,12292,Low,162,8,243,3,45,7.24
229,,2287,22413,Medium,295,23,570,8,45,7.49
229,,2540,16699,Low,220,20,409,5,54,5.16
229,,2603,27898,High,367,38,909,12,64,5.56
229,,3223,22414,Medium,295,24,513,7,62,6.06
229,,4643,14158,Low,186,14,337,4,66,4.34
231,Mkt Avg,,25329,,333,29,673,9,64,5.71
231,,1765,19029,Medium,250,19,456,6,59,6.78
231,,1935,32955,High,434,37,860,11,60,5.38
231,,2059,42460,High,559,54,1046,14,57,5.53
231,,2318,29105,High,383,30,792,10,68,5.48
231,,2502,29270,High,385,30,714,9,59,8.68
231,,2663,20478,Medium,269,24,545,7,61,5.67
231,,2664,11359,Low,149,14,227,3,83,4.1
231,,3228,27081,High,356,38,844,11,65,5.71
231,,5241,32446,High,427,42,1058,14,61,5.76
231,,5356,9109,Low,120,8,192,3,64,4.03
232,Mkt Avg,,18801,,247,22,494,7,59,7.15
232,,1644,21810,Medium,287,23,622,8,52,5.5
232,,1794,22955,Medium,302,29,631,8,55,7.21
232,,1887,24487,Medium,322,27,806,11,63,6.15
232,,2169,23262,Medium,306,32,568,7,55,9.94
232,,2185,19885,Medium,262,29,584,8,51,9.17
232,,2255,21693,Medium,285,22,600,8,70,5.54
232,,2481,13146,Low,173,12,287,4,74,8.43
232,,2528,17410,Low,229,19,397,5,38,6.25
232,,2535,19873,Medium,261,23,455,6,66,4.35
232,,3412,10924,Low,144,11,302,4,62,3.95
232,,3634,11371,Low,150,12,187,2,62,12.16
233,Mkt Avg,,23508,,309,32,749,10,59,7.15
233,,1529,30023,High,395,38,996,13,51,9.54
233,,2023,21602,Medium,284,36,663,9,58,5.97
233,,2205,23909,Medium,315,31,784,10,51,10.06
233,,2334,19981,Medium,263,26,607,8,50,8.03
233,,2340,26169,High,344,34,732,10,74,5.01
233,,2519,28094,High,370,37,813,11,66,6.65
233,,2888,20628,Medium,271,30,667,9,66,5.02
233,,4404,15256,Low,201,18,492,6,63,6.11
233,,5200,25908,Medium,341,43,991,13,56,7.95
234,Mkt Avg,,21650,,285,28,684,9,57,7.14
234,,1537,16483,Medium,217,15,400,5,53,5.15
234,,1591,26046,High,343,33,957,13,51,12.29
234,,1823,25791,Medium,339,31,715,9,54,5.11
234,,1850,23264,Medium,306,30,742,10,56,9.15
234,,1886,29898,High,393,43,1152,15,56,9.28
234,,2574,20960,Medium,276,25,619,8,70,8.71
234,,3633,20860,Medium,274,25,527,7,73,4.09
234,,5358,14449,Low,190,19,358,5,59,5.64
234,,5469,21395,Medium,282,30,563,7,53,4.55
234,,5888,17354,Low,228,27,810,11,47,7.39
235,Mkt Avg,,23166,,305,25,648,9,65,6.42
235,,1739,40230,High,529,49,1291,17,60,6.36
235,,2019,29395,High,387,32,761,10,64,5.44
235,,2199,23606,Medium,311,20,578,8,66,5.6
235,,2281,35266,High,464,47,1346,18,53,7.83
235,,2420,29035,High,382,26,724,10,69,6.63
235,,2611,19718,Medium,259,24,442,6,66,6.27
235,,4501,12060,Low,159,12,273,4,81,9.52
235,,5088,16035,Low,211,17,414,5,56,4.35
235,,5379,14275,Low,188,14,326,4,56,8.12
235,,5446,12039,Low,158,11,328,4,82,4.04
237,Mkt Avg,,19468,,256,22,533,7,65,6.58
237,,1607,17671,Medium,233,19,442,6,61,5.58
237,,1640,23304,Medium,307,35,714,9,61,5.42
237,,1684,13074,Low,172,9,325,4,59,4.81
237,,1769,22890,Medium,301,24,628,8,65,5.23
237,,1792,14339,Low,189,14,341,4,75,20.78
237,,2049,34140,High,449,40,1047,14,64,5.03
237,,2129,13977,Low,184,15,441,6,69,6.44
237,,2230,24155,Medium,318,26,582,8,66,3.58
237,,4348,18037,Medium,237,24,482,6,53,4.19
237,,5470,13092,Low,172,12,326,4,76,4.78
238,Mkt Avg,,23886,,314,25,781,10,52,6.91
238,,1479,26220,High,345,33,837,11,54,4.68
238,,1487,16368,Low,215,14,435,6,54,7.48
238,,1576,30792,High,405,40,1257,17,65,6.74
238,,1618,30801,High,405,32,1041,14,38,7.81
238,,2276,16183,Low,213,15,397,5,75,7.86
238,,2544,23670,Medium,311,24,764,10,47,5.53
238,,2817,24792,Medium,326,23,900,12,52,7.25
238,,2818,28026,High,369,29,853,11,32,7.82
238,,4631,18118,Medium,238,17,549,7,49,7.04
239,Mkt Avg,,14902,,196,13,360,5,54,6.86
239,,1480,6792,Low,89,4,132,2,67,5.13
239,,1665,24141,Medium,318,24,696,9,48,9.39
239,,1728,26378,High,347,20,724,10,61,6.19
239,,1729,11981,Low,158,12,240,3,47,7.14
239,,1745,18731,Medium,246,16,504,7,50,6.83
239,,1758,13956,Low,184,13,335,4,63,9.79
239,,2035,17711,Medium,233,19,403,5,79,4.93
239,,2275,11095,Low,146,9,205,3,60,6.15
239,,2388,8433,Low,111,7,174,2,14,4.35
239,,3747,11918,Low,157,10,272,4,32,12.19
239,,5374,12789,Low,168,10,273,4,69,3.37
242,Mkt Avg,,23504,,309,24,678,9,54,8.14
242,,497,19482,Medium,256,20,477,6,66,6.87
242,,526,23123,Medium,304,28,698,9,49,9.52
242,,1053,18442,Medium,243,14,392,5,42,6.48
242,,3294,28726,High,378,27,977,13,69,4.95
242,,4450,34381,High,452,45,1106,15,72,6.11
242,,5417,19957,Medium,263,14,477,6,38,10.02
242,,5418,26834,High,353,25,839,11,45,8.22
242,,7290,17087,Low,225,18,459,6,47,12.99
243,Mkt Avg,,17824,,235,16,476,6,54,6.89
243,,922,21311,Medium,280,22,488,6,66,6.98
243,,1033,18959,Medium,249,15,409,5,47,8.15
243,,1142,13401,Low,176,9,235,3,56,7.77
243,,1157,9996,Low,132,7,192,3,18,10.25
243,,1160,22182,Medium,292,21,713,9,40,7.1
243,,1180,18913,Medium,249,17,428,6,81,8.42
243,,1327,17569,Low,231,15,415,5,64,5.46
243,,1476,30934,High,407,34,1074,14,49,7.92
243,,2691,23686,Medium,312,24,783,10,57,5.59
243,,2968,7737,Low,102,6,184,2,43,3.05
243,,7087,11375,Low,150,9,312,4,76,5.13
246,Mkt Avg,,16344,,215,17,417,5,61,5.95
246,,854,10265,Low,135,8,188,2,73,4.69
246,,1329,13725,Low,181,11,329,4,62,4.5
246,,1547,23839,Medium,314,24,658,9,54,8.7
246,,1962,23938,Medium,315,24,735,10,47,7.85
246,,2020,7764,Low,102,6,163,2,56,4.75
246,,2339,20221,Medium,266,28,540,7,51,7.63
246,,2771,11043,Low,145,10,251,3,81,3.8
246,,3851,19956,Medium,263,26,471,6,66,5.68
247,Mkt Avg,,15091,,199,14,350,5,55,5.66
247,,1294,17402,Low,229,20,553,7,42,6.84
247,,1304,21294,Medium,280,21,613,8,66,7.66
247,,1378,12638,Low,166,10,227,3,44,8.17
247,,1425,12595,Low,166,12,287,4,60,6.72
247,,1566,18024,Medium,237,19,382,5,28,5.32
247,,1639,8059,Low,106,7,173,2,81,3.84
247,,1667,13252,Low,174,10,270,4,56,4.23
247,,1978,18382,Medium,242,16,396,5,56,4.64
247,,2311,15163,Low,200,14,310,4,60,4.67
247,,2679,17363,Low,228,13,386,5,55,4.67
247,,4399,11831,Low,156,11,248,3,58,5.54
248,Mkt Avg,,18796,,247,21,505,7,60,7.06
248,,1388,12854,Low,169,10,269,4,72,8.09
248,,1419,23601,Medium,311,20,577,8,62,5.61
248,,1570,17496,Low,230,15,378,5,17,7.2
248,,1647,14385,Low,189,17,338,4,62,7.43
248,,1709,14946,Low,197,16,358,5,64,5.06
248,,1804,26115,High,344,27,777,10,62,5.69
248,,2819,12670,Low,167,14,350,5,71,9.12
248,,4230,28452,High,374,47,885,12,58,5.64
248,,4231,13384,Low,176,9,295,4,58,9.47
248,,5025,24061,Medium,317,30,823,11,71,7.32
249,Mkt Avg,,20649,,272,20,526,7,50,9.24
249,,884,19283,Medium,254,15,401,5,65,5.85
249,,1141,25964,Medium,342,28,713,9,74,5.11
249,,1459,19678,Medium,259,16,470,6,44,9.97
249,,1580,19269,Medium,254,16,28,0,17,17.71
249,,2787,15386,Low,202,16,470,6,44,8.49
249,,3435,25356,Medium,334,25,936,12,69,9.79
249,,3529,16722,Low,220,13,470,6,8,14.78
249,,5443,21603,Medium,284,19,435,6,63,6.23
249,,5483,22578,Medium,297,28,809,11,63,5.21
251,Mkt Avg,,16056,,211,15,392,5,46,7.35
251,,828,25176,Medium,331,27,639,8,43,6.17
251,,902,12820,Low,169,10,327,4,13,6
251,,995,19092,Medium,251,16,498,7,64,10.15
251,,996,4490,Low,59,3,94,1,67,5.25
251,,1013,6915,Low,91,4,145,2,63,3.97
251,,1310,20257,Medium,267,16,289,4,52,4.93
251,,1356,14631,Low,193,11,313,4,58,8.84
251,,1629,8952,Low,118,6,172,2,-14,15.8
251,,1991,24115,Medium,317,29,733,10,48,6.82
251,,4235,21066,Medium,277,23,615,8,46,6.51
251,,4417,19097,Medium,251,17,491,6,63,6.4
253,Mkt Avg,,17850,,235,16,414,5,69,5.79
253,,143,16511,Low,217,15,404,5,69,6.01
253,,204,14242,Low,187,10,69,1,74,5.32
253,,282,15858,Low,209,12,377,5,50,3.98
253,,294,11960,Low,157,13,244,3,73,4.34
253,,430,16384,Low,216,15,378,5,75,6.53
253,,431,19329,Medium,254,14,473,6,88,4.76
253,,491,30892,High,406,33,870,11,67,8.66
253,,653,23833,Medium,314,19,605,8,56,5.53
253,,655,19322,Medium,254,18,580,8,71,7.35
253,,736,14070,Low,185,12,323,4,68,3.31
253,,3362,13948,Low,184,12,236,3,67,7.84
254,Mkt Avg,,22749,,299,25,606,8,59,6.22
254,,257,7490,Low,99,7,147,2,67,4.63
254,,299,40930,High,539,54,1258,17,70,5.26
254,,333,11775,Low,155,10,269,4,75,10.5
254,,694,22289,Medium,293,19,514,7,48,5.34
254,,701,26430,High,348,31,675,9,67,5.6
254,,1263,31471,High,414,35,867,11,57,4.97
254,,1341,23726,Medium,312,26,732,10,58,6.89
254,,1676,14956,Low,197,16,313,4,50,5.52
254,,3363,25840,Medium,340,26,714,9,65,7.02
254,,5236,19728,Medium,260,17,480,6,42,5.6
254,,5728,25609,Medium,337,32,698,9,47,7.09
256,Mkt Avg,,19487,,256,17,542,7,66,7.47
256,,445,17902,Medium,236,16,477,6,78,8.21
256,,589,26100,High,343,24,693,9,69,6.11
256,,709,32198,High,424,35,1017,13,62,5.19
256,,729,23187,Medium,305,20,495,7,73,6.86
256,,760,5324,Low,70,3,140,2,75,6.07
256,,1165,19162,Medium,252,18,554,7,68,5.75
256,,1170,16836,Low,222,14,678,9,72,9.47
256,,1675,12951,Low,170,9,220,3,85,5.6
256,,4118,21087,Medium,277,20,648,9,51,10.02
256,,6931,20122,Medium,265,13,494,7,29,11.39
257,Mkt Avg,,19113,,251,18,440,6,60,7.08
257,,569,14789,Low,195,13,351,5,78,5.96
257,,665,21023,Medium,277,17,372,5,59,5.07
257,,689,31861,High,419,33,849,11,58,10.22
257,,711,25845,Medium,340,25,685,9,69,5.48
257,,719,32692,High,430,33,835,11,67,6.19
257,,825,11958,Low,157,15,275,4,59,6.42
257,,1048,13986,Low,184,12,275,4,50,10.04
257,,1190,18394,Medium,242,19,361,5,65,4.84
257,,1234,13138,Low,173,10,268,4,68,8.47
257,,2654,7443,Low,98,5,128,2,30,8.07
258,Mkt Avg,,17859,,235,16,419,6,63,6.76
258,,545,6040,Low,79,3,114,2,50,7.86
258,,552,10121,Low,133,6,239,3,70,7.13
258,,696,12290,Low,162,9,254,3,82,7.1
258,,739,24665,Medium,325,19,450,6,67,6.92
258,,1113,28992,High,381,32,820,11,68,6.15
258,,1189,8743,Low,115,5,162,2,54,6.38
258,,1233,23613,Medium,311,23,557,7,63,8.27
258,,1247,17765,Medium,234,14,368,5,48,8.42
258,,1259,23449,Medium,309,23,519,7,49,6.66
258,,1505,28474,High,375,31,849,11,71,4.35
258,,1743,12295,Low,162,8,276,4,72,5.1
259,Mkt Avg,,18278,,240,17,425,6,53,6.93
259,,591,11580,Low,152,7,176,2,85,11.05
259,,693,6091,Low,80,3,161,2,67,4
259,,702,20562,Medium,271,16,390,5,53,7.62
259,,1139,17949,Medium,236,15,467,6,68,5.96
259,,1140,19555,Medium,257,16,478,6,60,6.23
259,,1426,29506,High,388,32,780,10,49,6.75
259,,1478,19689,Medium,259,19,451,6,42,9.87
259,,1569,18437,Medium,243,18,415,5,56,4.57
259,,2638,15521,Low,204,13,298,4,74,8.6
259,,3894,31840,High,419,37,860,11,61,5.8
259,,4461,10323,Low,136,7,199,3,-33,5.8
260,Mkt Avg,,20228,,266,19,469,6,57,9.1
260,,493,11383,Low,150,9,197,3,75,9.35
260,,507,15141,Low,199,15,313,4,46,8.78
260,,519,12102,Low,159,8,234,3,28,8.4
260,,571,25982,Medium,342,26,573,8,61,6.84
260,,584,14188,Low,187,14,311,4,60,4.56
260,,692,24236,Medium,319,23,548,7,69,8.28
260,,720,22683,Medium,298,19,595,8,63,5.42
260,,1210,22246,Medium,293,20,491,6,41,21.1
260,,2628,38281,High,504,49,1087,14,53,9.18
260,,2783,16032,Low,211,10,339,4,74,9.06
262,Mkt Avg,,18168,,239,20,460,6,63,6.56
262,,844,22469,Medium,296,27,480,6,51,5.72
262,,852,16953,Low,223,15,401,5,65,6.31
262,,1003,19619,Medium,258,24,521,7,51,6.2
262,,1307,23264,Medium,306,29,559,7,54,8.15
262,,1386,11931,Low,157,12,272,4,42,4.84
262,,1548,7955,Low,105,6,174,2,88,5.83
262,,2956,39574,High,521,51,1289,17,59,6.59
262,,4323,13428,Low,177,10,299,4,62,9.01
262,,4699,8318,Low,109,6,145,2,94,6.38
263,Mkt Avg,,16317,,215,16,406,5,46,6.47
263,,802,14936,Low,197,14,326,4,50,7.96
263,,933,9367,Low,123,10,260,3,19,7.19
263,,958,15327,Low,202,14,288,4,65,3.76
263,,1490,28917,High,380,33,783,10,62,7.53
263,,1740,17489,Low,230,15,477,6,49,6.31
263,,1955,20643,Medium,272,23,598,8,45,5.81
263,,2532,17142,Low,226,14,370,5,31,7.18
263,,3837,18753,Medium,247,26,535,7,59,5.36
263,,5044,7066,Low,93,7,145,2,50,7.11
263,,5398,13532,Low,178,8,278,4,26,6.55
264,Mkt Avg,,27810,,366,32,873,11,49,8.36
264,,786,22199,Medium,292,27,509,7,50,6.91
264,,1420,37915,High,499,39,1290,17,35,10.06
264,,1553,39916,High,525,47,1396,18,60,6.45
264,,1814,32074,High,422,36,1001,13,43,8.57
264,,1848,32575,High,429,44,1112,15,56,7.27
264,,1898,20007,Medium,263,24,588,8,28,7.7
264,,4405,18870,Medium,248,18,421,6,62,14.93
264,,5352,24763,Medium,326,34,869,11,58,4.71
264,,5442,21971,Medium,289,21,668,9,46,8.61
265,Mkt Avg,,29609,,390,36,882,12,48,7.83
265,,1401,53703,High,707,82,1945,26,61,6.33
265,,1596,22859,Medium,301,22,617,8,47,6.18
265,,1779,25240,Medium,332,24,869,11,27,9.14
265,,2215,34957,High,460,43,1176,15,43,8.69
265,,3400,32319,High,425,39,840,11,52,9.59
265,,3790,20793,Medium,274,27,658,9,63,5.8
265,,4286,21609,Medium,284,23,528,7,51,8.27
265,,4531,25395,Medium,334,31,426,6,40,8.62
266,Mkt Avg,,26181,,344,27,750,10,54,8.47
266,,1256,24737,Medium,325,19,573,8,71,7.58
266,,1497,19421,Medium,256,15,483,6,59,6.58
266,,1556,43695,High,575,53,1728,23,54,8.05
266,,3601,25112,Medium,330,28,59,1,46,10.23
266,,4049,27603,High,363,21,717,9,56,9.58
266,,4529,28501,High,375,40,994,13,52,7.32
266,,5486,19977,Medium,263,19,758,10,38,10.34
266,,5965,20398,Medium,268,18,686,9,54,8.05
267,Mkt Avg,,30761,,405,36,1146,15,49,7.26
267,,1933,25371,Medium,334,24,816,11,59,6.99
267,,1998,38856,High,511,54,1552,20,49,6.29
267,,2204,33270,High,438,36,1083,14,53,7.58
267,,2816,37128,High,489,50,1394,18,45,7.97
267,,3725,38094,High,501,48,1571,21,57,6.32
267,,5402,19807,Medium,261,19,695,9,45,7.71
267,,5617,22804,Medium,300,24,908,12,33,7.99
268,Mkt Avg,,32345,,426,35,1118,15,54,7.18
