Store #,Bag Size,Bunzl Delivery,Qty,3rd Party Tracking,3rd party carrier
369,Med,9/17/2022,2,N/A,N/A
370,Med,9/17/2022,6,N/A,N/A
370,Small,9/17/2022,3,N/A,N/A
370,Med,9/17/2022,2,N/A,N/A
371,Small,9/15/2022,3,N/A,N/A
371,Med,9/15/2022,2,N/A,N/A
372,Small,9/21/2022,3,N/A,N/A
373,Small,9/17/2022,3,N/A,N/A
374,Small,9/20/2022,3,N/A,N/A
374,Med,9/20/2022,3,N/A,N/A
375,Med,9/15/2022,6,N/A,N/A
375,Small,9/15/2022,3,N/A,N/A
376,Small,9/15/2022,3,N/A,N/A
376,Med,9/15/2022,2,N/A,N/A
378,Med,9/17/2022,5,N/A,N/A
378,Small,9/17/2022,3,N/A,N/A
379,Small,9/22/2022,3,N/A,N/A
381,Small,9/20/2022,3,N/A,N/A
381,Med,9/20/2022,2,N/A,N/A
382,Med,9/21/2022,6,N/A,N/A
382,Small,9/21/2022,3,N/A,N/A
383,Small,9/17/2022,3,N/A,N/A
384,Small,9/17/2022,3,N/A,N/A
384,Med,9/17/2022,3,N/A,N/A
385,Med,9/24/2022,6,N/A,N/A
385,Small,9/24/2022,3,N/A,N/A
386,Small,9/28/2022,3,N/A,N/A
386,Med,9/28/2022,2,N/A,N/A
387,Med,9/22/2022,7,N/A,N/A
387,Small,9/22/2022,3,N/A,N/A
388,Small,9/20/2022,3,N/A,N/A
389,Small,9/17/2022,3,N/A,N/A
389,Med,9/17/2022,3,N/A,N/A
390,Med,9/17/2022,6,N/A,N/A
390,Small,9/17/2022,3,N/A,N/A
391,Small,9/22/2022,3,N/A,N/A
391,Med,9/22/2022,3,N/A,N/A
392,Small,9/22/2022,3,N/A,N/A
393,Small,9/20/2022,3,N/A,N/A
393,Med,9/20/2022,3,N/A,N/A
394,Small,9/15/2022,3,N/A,N/A
394,Med,9/22/2022,3,N/A,N/A
395,Small,9/24/2022,3,N/A,N/A
395,Med,9/24/2022,2,N/A,N/A
396,Small,9/17/2022,3,N/A,N/A
396,Med,9/17/2022,3,N/A,N/A
397,Small,9/24/2022,3,N/A,N/A
397,Med,9/24/2022,3,N/A,N/A
398,Small,9/21/2022,3,N/A,N/A
398,Med,9/21/2022,2,N/A,N/A
399,Small,9/21/2022,3,N/A,N/A
399,Med,9/21/2022,2,N/A,N/A
400,Small,9/16/2022,3,N/A,N/A
400,Med,9/16/2022,3,N/A,N/A
401,Med,9/28/2022,6,N/A,N/A
401,Small,9/28/2022,3,N/A,N/A
401,Med,9/28/2022,2,N/A,N/A
402,Med,9/30/2022,7,N/A,N/A
402,Small,9/30/2022,3,N/A,N/A
402,Med,9/30/2022,2,N/A,N/A
403,Small,9/15/2022,3,N/A,N/A
403,Med,9/22/2022,3,N/A,N/A
404,Small,9/23/2022,3,N/A,N/A
404,Med,9/23/2022,2,N/A,N/A
405,Small,9/17/2022,3,N/A,N/A
406,Small,9/21/2022,3,N/A,N/A
406,Med,9/21/2022,3,N/A,N/A
407,Small,9/20/2022,3,N/A,N/A
407,Med,9/20/2022,2,N/A,N/A
408,Small,9/15/2022,3,N/A,N/A
408,Med,9/15/2022,3,N/A,N/A
409,Small,9/17/2022,3,N/A,N/A
409,Med,9/17/2022,3,N/A,N/A
410,Small,9/16/2022,3,N/A,N/A
410,Med,9/16/2022,3,N/A,N/A
411,Small,9/17/2022,3,N/A,N/A
412,Small,9/21/2022,3,N/A,N/A
412,Med,9/21/2022,2,N/A,N/A
413,Med,9/24/2022,7,N/A,N/A
413,Small,9/24/2022,3,N/A,N/A
414,Small,9/15/2022,3,N/A,N/A
415,Small,9/28/2022,3,N/A,N/A
415,Med,9/28/2022,2,N/A,N/A
416,Small,9/23/2022,3,N/A,N/A
417,Small,9/15/2022,3,N/A,N/A
417,Med,9/15/2022,2,N/A,N/A
419,Med,9/21/2022,6,N/A,N/A
419,Small,9/21/2022,3,N/A,N/A
420,Small,9/15/2022,3,N/A,N/A
421,Small,9/15/2022,3,N/A,N/A
421,Med,9/15/2022,2,N/A,N/A
423,Small,9/20/2022,3,N/A,N/A
423,Med,9/20/2022,3,N/A,N/A
424,Small,9/22/2022,3,N/A,N/A
424,Med,9/22/2022,3,N/A,N/A
425,Med,9/15/2022,7,N/A,N/A
425,Small,9/15/2022,3,N/A,N/A
426,Med,9/15/2022,6,N/A,N/A
426,Small,9/15/2022,3,N/A,N/A
427,Small,9/21/2022,3,N/A,N/A
427,Med,9/21/2022,2,N/A,N/A
428,Med,9/28/2022,7,N/A,N/A
428,Small,9/28/2022,3,N/A,N/A
428,Med,9/28/2022,2,N/A,N/A
429,Small,9/24/2022,3,N/A,N/A
429,Med,9/24/2022,2,N/A,N/A
430,Small,9/16/2022,3,N/A,N/A
430,Med,9/16/2022,3,N/A,N/A
431,Small,9/16/2022,3,N/A,N/A
432,Med,9/15/2022,7,N/A,N/A
432,Small,9/15/2022,3,N/A,N/A
433,Med,9/22/2022,7,N/A,N/A
433,Small,9/22/2022,3,N/A,N/A
434,Med,9/17/2022,6,N/A,N/A
434,Small,9/17/2022,3,N/A,N/A
435,Med,9/16/2022,7,N/A,N/A
435,Small,9/16/2022,3,N/A,N/A
436,Med,9/16/2022,6,N/A,N/A
436,Small,9/16/2022,3,N/A,N/A
437,Small,9/20/2022,3,N/A,N/A
437,Med,9/20/2022,3,N/A,N/A
438,Med,9/20/2022,6,N/A,N/A
438,Small,9/20/2022,3,N/A,N/A
440,Small,9/21/2022,3,N/A,N/A
440,Med,9/21/2022,2,N/A,N/A
442,Small,9/22/2022,3,N/A,N/A
442,Med,9/22/2022,2,N/A,N/A
443,Med,9/22/2022,6,N/A,N/A
443,Small,9/22/2022,3,N/A,N/A
444,Small,9/23/2022,3,N/A,N/A
444,Med,9/23/2022,2,N/A,N/A
445,Small,9/28/2022,3,N/A,N/A
446,Small,9/16/2022,3,N/A,N/A
447,Small,9/22/2022,3,N/A,N/A
447,Med,9/22/2022,2,N/A,N/A
448,Med,9/21/2022,7,N/A,N/A
448,Small,9/21/2022,3,N/A,N/A
449,Med,9/15/2022,7,N/A,N/A
449,Small,9/15/2022,3,N/A,N/A
450,Small,9/21/2022,3,N/A,N/A
451,Med,9/17/2022,7,N/A,N/A
451,Small,9/17/2022,3,N/A,N/A
452,Med,9/24/2022,2,N/A,N/A
453,Med,9/20/2022,6,N/A,N/A
453,Small,9/20/2022,3,N/A,N/A
457,Small,9/15/2022,3,N/A,N/A
458,Small,9/21/2022,3,N/A,N/A
459,Med,9/16/2022,3,N/A,N/A
461,Small,9/22/2022,3,N/A,N/A
461,Med,9/22/2022,3,N/A,N/A
462,Small,9/17/2022,3,N/A,N/A
462,Med,9/17/2022,3,N/A,N/A
463,Small,9/24/2022,3,N/A,N/A
463,Med,9/24/2022,2,N/A,N/A
464,Small,9/28/2022,3,N/A,N/A
464,Med,9/28/2022,3,N/A,N/A
465,Med,9/24/2022,7,N/A,N/A
465,Small,9/24/2022,3,N/A,N/A
466,Small,9/20/2022,3,N/A,N/A
467,Small,9/21/2022,3,N/A,N/A
468,Med,9/15/2022,7,N/A,N/A
468,Small,9/15/2022,3,N/A,N/A
469,Med,9/15/2022,7,N/A,N/A
469,Small,9/15/2022,3,N/A,N/A
470,Small,9/21/2022,3,N/A,N/A
470,Med,9/21/2022,2,N/A,N/A
471,Small,9/20/2022,3,N/A,N/A
471,Med,9/20/2022,2,N/A,N/A
472,Small,9/20/2022,3,N/A,N/A
472,Med,9/20/2022,3,N/A,N/A
473,Med,9/21/2022,7,N/A,N/A
473,Small,9/21/2022,3,N/A,N/A
475,Small,9/24/2022,3,N/A,N/A
475,Med,9/24/2022,2,N/A,N/A
476,Small,9/20/2022,3,N/A,N/A
477,Med,9/15/2022,7,N/A,N/A
477,Small,9/15/2022,3,N/A,N/A
478,Med,9/27/2022,7,N/A,N/A
478,Small,9/27/2022,3,N/A,N/A
481,Small,9/16/2022,3,N/A,N/A
481,Med,9/16/2022,2,N/A,N/A
482,Small,9/16/2022,3,N/A,N/A
483,Small,9/15/2022,3,N/A,N/A
483,Med,9/22/2022,3,N/A,N/A
484,Med,9/17/2022,7,N/A,N/A
484,Small,9/17/2022,3,N/A,N/A
485,Med,9/30/2022,6,N/A,N/A
485,Small,9/30/2022,3,N/A,N/A
485,Med,9/30/2022,2,N/A,N/A
486,Med,9/17/2022,6,N/A,N/A
486,Small,9/17/2022,3,N/A,N/A
488,Med,9/20/2022,7,N/A,N/A
488,Small,9/20/2022,3,N/A,N/A
489,Small,9/27/2022,3,N/A,N/A
489,Med,9/27/2022,2,N/A,N/A
490,Small,9/21/2022,3,N/A,N/A
490,Med,9/21/2022,2,N/A,N/A
491,Small,9/16/2022,3,N/A,N/A
491,Med,9/16/2022,3,N/A,N/A
492,Small,9/28/2022,3,N/A,N/A
492,Med,9/28/2022,2,N/A,N/A
493,Small,9/29/2022,3,N/A,N/A
494,Small,9/20/2022,3,N/A,N/A
494,Med,9/20/2022,3,N/A,N/A
495,Small,9/21/2022,3,N/A,N/A
495,Med,9/21/2022,3,N/A,N/A
497,Small,9/28/2022,3,N/A,N/A
498,Med,9/28/2022,7,N/A,N/A
498,Small,9/28/2022,3,N/A,N/A
498,Med,9/28/2022,2,N/A,N/A
501,Small,9/24/2022,3,N/A,N/A
501,Med,9/24/2022,2,N/A,N/A
502,Small,9/24/2022,3,N/A,N/A
502,Med,9/24/2022,2,N/A,N/A
503,Med,9/22/2022,7,N/A,N/A
503,Small,9/22/2022,3,N/A,N/A
504,Small,9/17/2022,3,N/A,N/A
505,Small,9/17/2022,3,N/A,N/A
505,Med,9/17/2022,3,N/A,N/A
506,Med,9/22/2022,6,N/A,N/A
506,Small,9/22/2022,3,N/A,N/A
508,Small,9/24/2022,3,N/A,N/A
508,Med,9/24/2022,2,N/A,N/A
510,Small,9/17/2022,3,N/A,N/A
510,Med,9/17/2022,3,N/A,N/A
511,Small,9/21/2022,3,N/A,N/A
512,Small,9/23/2022,2,N/A,N/A
512,Med,9/23/2022,2,N/A,N/A
513,Med,9/17/2022,7,N/A,N/A
513,Small,9/17/2022,3,N/A,N/A
514,Small,9/21/2022,3,N/A,N/A
515,Small,9/17/2022,3,N/A,N/A
515,Med,9/17/2022,3,N/A,N/A
516,Small,9/21/2022,3,N/A,N/A
516,Med,9/21/2022,2,N/A,N/A
517,Small,9/23/2022,3,N/A,N/A
517,Med,9/23/2022,3,N/A,N/A
518,Small,9/17/2022,3,N/A,N/A
518,Med,9/17/2022,3,N/A,N/A
519,Med,9/30/2022,7,N/A,N/A
519,Small,9/30/2022,3,N/A,N/A
520,Small,9/21/2022,3,N/A,N/A
520,Med,9/21/2022,3,N/A,N/A
521,Small,9/15/2022,3,N/A,N/A
522,Small,9/17/2022,3,N/A,N/A
523,Small,9/21/2022,3,N/A,N/A
524,Med,9/24/2022,7,N/A,N/A
524,Small,9/24/2022,3,N/A,N/A
526,Med,9/28/2022,7,N/A,N/A
526,Small,9/28/2022,3,N/A,N/A
527,Small,9/17/2022,3,N/A,N/A
528,Small,9/17/2022,3,N/A,N/A
529,Small,9/17/2022,3,N/A,N/A
529,Med,9/17/2022,3,N/A,N/A
530,Small,9/17/2022,3,N/A,N/A
530,Med,9/17/2022,3,N/A,N/A
531,Small,9/28/2022,3,N/A,N/A
531,Med,9/28/2022,2,N/A,N/A
532,Small,9/30/2022,3,N/A,N/A
532,Med,9/30/2022,2,N/A,N/A
533,Small,9/28/2022,3,N/A,N/A
533,Med,9/28/2022,2,N/A,N/A
535,Small,9/17/2022,3,N/A,N/A
535,Med,9/17/2022,2,N/A,N/A
536,Small,9/17/2022,3,N/A,N/A
536,Med,9/17/2022,2,N/A,N/A
538,Small,9/21/2022,3,N/A,N/A
539,Small,9/28/2022,3,N/A,N/A
539,Med,9/28/2022,2,N/A,N/A
540,Small,9/30/2022,3,N/A,N/A
540,Med,9/30/2022,2,N/A,N/A
541,Small,9/29/2022,3,N/A,N/A
541,Med,9/29/2022,2,N/A,N/A
542,Small,9/24/2022,3,N/A,N/A
542,Med,9/24/2022,2,N/A,N/A
543,Small,9/28/2022,3,N/A,N/A
543,Med,9/28/2022,2,N/A,N/A
544,Small,9/23/2022,3,N/A,N/A
544,Med,9/23/2022,3,N/A,N/A
545,Small,9/30/2022,3,N/A,N/A
545,Med,9/30/2022,2,N/A,N/A
546,Small,9/16/2022,3,N/A,N/A
546,Med,9/16/2022,3,N/A,N/A
548,Small,9/21/2022,3,N/A,N/A
549,Small,9/24/2022,3,N/A,N/A
549,Small,9/24/2022,2,N/A,N/A
549,Med,9/24/2022,2,N/A,N/A
550,Med,9/22/2022,6,N/A,N/A
550,Small,9/22/2022,3,N/A,N/A
551,Small,9/20/2022,3,N/A,N/A
552,Med,9/30/2022,7,N/A,N/A
552,Small,9/30/2022,3,N/A,N/A
553,Small,9/29/2022,3,N/A,N/A
553,Med,9/29/2022,2,N/A,N/A
554,Small,9/27/2022,3,N/A,N/A
554,Med,9/27/2022,2,N/A,N/A
555,Small,9/16/2022,3,N/A,N/A
555,Med,9/16/2022,3,N/A,N/A
556,Small,9/17/2022,3,N/A,N/A
556,Med,9/17/2022,3,N/A,N/A
557,Small,9/21/2022,3,N/A,N/A
558,Small,9/21/2022,3,N/A,N/A
558,Med,9/21/2022,2,N/A,N/A
559,Small,9/21/2022,3,N/A,N/A
560,Small,9/17/2022,3,N/A,N/A
560,Med,9/17/2022,2,N/A,N/A
561,Small,9/17/2022,3,N/A,N/A
562,Small,9/20/2022,3,N/A,N/A
562,Med,9/20/2022,3,N/A,N/A
563,Small,9/16/2022,3,N/A,N/A
564,Small,9/23/2022,3,N/A,N/A
564,Med,9/23/2022,3,N/A,N/A
565,Small,9/17/2022,3,N/A,N/A
565,Med,9/17/2022,2,N/A,N/A
567,Med,9/21/2022,7,N/A,N/A
567,Small,9/21/2022,3,N/A,N/A
568,Small,9/22/2022,3,N/A,N/A
568,Med,9/22/2022,3,N/A,N/A
569,Small,9/28/2022,3,N/A,N/A
569,Med,9/28/2022,2,N/A,N/A
571,Small,9/29/2022,3,N/A,N/A
571,Med,9/29/2022,2,N/A,N/A
572,Small,9/21/2022,3,N/A,N/A
572,Med,9/21/2022,2,N/A,N/A
573,Small,9/22/2022,3,N/A,N/A
574,Small,9/22/2022,3,N/A,N/A
574,Med,9/22/2022,3,N/A,N/A
574,Small,9/22/2022,2,N/A,N/A
575,Small,9/17/2022,3,N/A,N/A
576,Small,9/20/2022,3,N/A,N/A
576,Med,9/20/2022,3,N/A,N/A
577,Small,9/21/2022,3,N/A,N/A
578,Small,9/21/2022,3,N/A,N/A
579,Small,9/20/2022,3,N/A,N/A
580,Small,9/21/2022,3,N/A,N/A
581,Small,9/15/2022,3,N/A,N/A
581,Small,9/15/2022,2,N/A,N/A
581,Med,9/15/2022,2,N/A,N/A
582,Small,9/20/2022,3,N/A,N/A
583,Small,9/29/2022,3,N/A,N/A
583,Med,9/29/2022,2,N/A,N/A
584,Small,9/28/2022,3,N/A,N/A
585,Small,9/21/2022,3,N/A,N/A
585,Small,9/21/2022,2,N/A,N/A
585,Med,9/21/2022,2,N/A,N/A
586,Small,9/22/2022,3,N/A,N/A
586,Med,9/22/2022,3,N/A,N/A
586,Small,9/22/2022,2,N/A,N/A
587,Med,9/22/2022,7,N/A,N/A
587,Small,9/22/2022,3,N/A,N/A
588,Small,9/16/2022,3,N/A,N/A
588,Med,9/16/2022,3,N/A,N/A
589,Small,9/28/2022,3,N/A,N/A
589,Med,9/28/2022,2,N/A,N/A
590,Med,9/17/2022,2,N/A,N/A
591,Med,9/29/2022,7,N/A,N/A
591,Small,9/29/2022,3,N/A,N/A
592,Small,9/17/2022,3,N/A,N/A
592,Med,9/17/2022,3,N/A,N/A
593,Small,9/16/2022,3,N/A,N/A
593,Med,9/16/2022,3,N/A,N/A
594,Small,9/20/2022,3,N/A,N/A
594,Med,9/20/2022,3,N/A,N/A
595,Small,9/24/2022,3,N/A,N/A
596,Med,9/22/2022,5,N/A,N/A
596,Small,9/22/2022,3,N/A,N/A
598,Small,9/20/2022,3,N/A,N/A
599,Small,9/17/2022,3,N/A,N/A
599,Med,9/17/2022,3,N/A,N/A
599,Small,9/17/2022,2,N/A,N/A
600,Med,9/22/2022,7,N/A,N/A
600,Small,9/22/2022,3,N/A,N/A
601,Small,9/22/2022,3,N/A,N/A
602,Small,9/20/2022,3,N/A,N/A
603,Small,9/15/2022,3,N/A,N/A
604,Small,9/20/2022,3,N/A,N/A
604,Med,9/20/2022,3,N/A,N/A
605,Small,9/17/2022,3,N/A,N/A
606,Med,9/20/2022,6,N/A,N/A
606,Small,9/20/2022,3,N/A,N/A
607,Med,9/22/2022,5,N/A,N/A
607,Small,9/22/2022,3,N/A,N/A
608,Med,9/17/2022,2,N/A,N/A
609,Small,9/17/2022,3,N/A,N/A
610,Small,9/17/2022,3,N/A,N/A
610,Med,9/17/2022,2,N/A,N/A
611,Small,9/24/2022,3,N/A,N/A
611,Small,9/24/2022,2,N/A,N/A
611,Med,9/24/2022,2,N/A,N/A
612,Med,9/16/2022,7,N/A,N/A
612,Small,9/16/2022,3,N/A,N/A
613,Small,9/16/2022,3,N/A,N/A
614,Small,9/20/2022,3,N/A,N/A
614,Med,9/20/2022,3,N/A,N/A
615,Small,9/22/2022,3,N/A,N/A
615,Med,9/22/2022,3,N/A,N/A
616,Med,9/21/2022,7,N/A,N/A
616,Small,9/21/2022,3,N/A,N/A
616,Small,9/21/2022,2,N/A,N/A
616,Med,9/21/2022,2,N/A,N/A
618,Med,9/22/2022,3,N/A,N/A
619,Med,9/15/2022,7,N/A,N/A
619,Small,9/15/2022,3,N/A,N/A
620,Small,9/17/2022,3,N/A,N/A
620,Med,9/17/2022,3,N/A,N/A
620,Small,9/17/2022,2,N/A,N/A
622,Med,9/22/2022,3,N/A,N/A
623,Small,9/16/2022,3,N/A,N/A
624,Med,9/21/2022,7,N/A,N/A
624,Small,9/21/2022,3,N/A,N/A
625,Small,9/22/2022,3,N/A,N/A
625,Small,9/22/2022,2,N/A,N/A
625,Med,9/22/2022,2,N/A,N/A
627,Med,9/21/2022,7,N/A,N/A
627,Small,9/21/2022,3,N/A,N/A
627,Small,9/21/2022,2,N/A,N/A
627,Med,9/21/2022,2,N/A,N/A
628,Small,9/21/2022,3,N/A,N/A
628,Med,9/21/2022,2,N/A,N/A
629,Small,9/20/2022,3,N/A,N/A
629,Med,9/20/2022,2,N/A,N/A
630,Small,9/21/2022,3,N/A,N/A
630,Med,9/21/2022,3,N/A,N/A
631,Small,9/17/2022,3,N/A,N/A
631,Med,9/17/2022,3,N/A,N/A
632,Med,9/21/2022,5,N/A,N/A
632,Small,9/21/2022,3,N/A,N/A
632,Med,9/21/2022,2,N/A,N/A
633,Med,9/15/2022,7,N/A,N/A
633,Small,9/15/2022,3,N/A,N/A
634,Small,9/21/2022,3,N/A,N/A
634,Med,9/21/2022,2,N/A,N/A
635,Small,9/17/2022,3,N/A,N/A
635,Med,9/17/2022,3,N/A,N/A
636,Med,9/15/2022,6,N/A,N/A
636,Small,9/15/2022,3,N/A,N/A
637,Med,9/20/2022,6,N/A,N/A
637,Small,9/20/2022,3,N/A,N/A
638,Small,9/20/2022,3,N/A,N/A
638,Med,9/20/2022,3,N/A,N/A
639,Small,9/17/2022,3,N/A,N/A
639,Med,9/17/2022,3,N/A,N/A
640,Small,9/17/2022,3,N/A,N/A
640,Med,9/17/2022,3,N/A,N/A
641,Med,9/17/2022,7,N/A,N/A
641,Small,9/17/2022,3,N/A,N/A
642,Med,9/21/2022,7,N/A,N/A
642,Small,9/21/2022,3,N/A,N/A
642,Med,9/21/2022,2,N/A,N/A
643,Small,9/22/2022,3,N/A,N/A
643,Med,9/22/2022,3,N/A,N/A
644,Small,9/17/2022,3,N/A,N/A
644,Med,9/17/2022,3,N/A,N/A
645,Small,9/22/2022,3,N/A,N/A
646,Med,9/20/2022,6,N/A,N/A
646,Small,9/20/2022,3,N/A,N/A
647,Med,9/17/2022,6,N/A,N/A
647,Small,9/17/2022,3,N/A,N/A
648,Med,9/20/2022,2,N/A,N/A
649,Small,9/21/2022,3,N/A,N/A
651,Small,9/16/2022,3,N/A,N/A
651,Med,9/16/2022,3,N/A,N/A
652,Small,9/21/2022,3,N/A,N/A
652,Med,9/21/2022,3,N/A,N/A
653,Small,9/17/2022,3,N/A,N/A
653,Med,9/17/2022,2,N/A,N/A
655,Small,9/22/2022,3,N/A,N/A
655,Med,9/22/2022,2,N/A,N/A
656,Small,9/20/2022,3,N/A,N/A
656,Med,9/20/2022,3,N/A,N/A
657,Small,9/22/2022,3,N/A,N/A
657,Med,9/22/2022,2,N/A,N/A
658,Small,9/15/2022,3,N/A,N/A
658,Med,9/22/2022,3,N/A,N/A
659,Med,9/20/2022,7,N/A,N/A
659,Small,9/20/2022,3,N/A,N/A
660,Small,9/15/2022,3,N/A,N/A
660,Med,9/22/2022,3,N/A,N/A
661,Small,9/21/2022,3,N/A,N/A
661,Med,9/21/2022,3,N/A,N/A
662,Small,9/21/2022,3,N/A,N/A
662,Med,9/21/2022,3,N/A,N/A
663,Small,9/22/2022,3,N/A,N/A
663,Med,9/22/2022,3,N/A,N/A
665,Small,9/28/2022,3,N/A,N/A
665,Med,9/28/2022,2,N/A,N/A
666,Small,9/21/2022,3,N/A,N/A
667,Small,9/20/2022,3,N/A,N/A
668,Small,9/15/2022,3,N/A,N/A
669,Small,9/17/2022,3,N/A,N/A
669,Med,9/17/2022,3,N/A,N/A
670,Small,9/21/2022,3,N/A,N/A
670,Med,9/21/2022,3,N/A,N/A
671,Small,9/21/2022,3,N/A,N/A
671,Med,9/21/2022,2,N/A,N/A
672,Small,9/21/2022,3,N/A,N/A
672,Med,9/21/2022,3,N/A,N/A
673,Small,9/17/2022,3,N/A,N/A
673,Med,9/17/2022,2,N/A,N/A
674,Small,9/21/2022,3,N/A,N/A
674,Med,9/21/2022,2,N/A,N/A
675,Small,9/16/2022,3,N/A,N/A
675,Med,9/16/2022,2,N/A,N/A
676,Small,9/22/2022,3,N/A,N/A
676,Med,9/22/2022,3,N/A,N/A
677,Small,9/20/2022,3,N/A,N/A
677,Med,9/20/2022,2,N/A,N/A
678,Small,9/17/2022,3,N/A,N/A
678,Med,9/17/2022,3,N/A,N/A
680,Small,9/17/2022,3,N/A,N/A
680,Med,9/17/2022,3,N/A,N/A
681,Small,9/22/2022,3,N/A,N/A
681,Med,9/22/2022,3,N/A,N/A
683,Small,9/21/2022,3,N/A,N/A
684,Small,9/17/2022,3,N/A,N/A
684,Med,9/17/2022,2,N/A,N/A
685,Small,9/17/2022,3,N/A,N/A
686,Small,9/16/2022,3,N/A,N/A
686,Med,9/16/2022,3,N/A,N/A
687,Small,9/22/2022,3,N/A,N/A
687,Med,9/22/2022,2,N/A,N/A
688,Med,9/20/2022,6,N/A,N/A
688,Small,9/20/2022,3,N/A,N/A
689,Small,9/29/2022,3,N/A,N/A
689,Med,9/29/2022,2,N/A,N/A
690,Small,9/17/2022,3,N/A,N/A
690,Med,9/17/2022,3,N/A,N/A
691,Small,9/17/2022,3,N/A,N/A
691,Med,9/17/2022,3,N/A,N/A
694,Small,9/22/2022,3,N/A,N/A
695,Small,9/21/2022,3,N/A,N/A
696,Small,9/29/2022,3,N/A,N/A
697,Small,9/20/2022,3,N/A,N/A
698,Small,9/15/2022,3,N/A,N/A
698,Med,9/22/2022,3,N/A,N/A
699,Small,9/22/2022,3,N/A,N/A
700,Small,9/22/2022,3,N/A,N/A
701,Small,9/17/2022,3,N/A,N/A
701,Med,9/17/2022,2,N/A,N/A
702,Small,9/29/2022,3,N/A,N/A
702,Med,9/29/2022,2,N/A,N/A
703,Small,9/21/2022,3,N/A,N/A
703,Med,9/21/2022,3,N/A,N/A
705,Small,9/20/2022,3,N/A,N/A
706,Small,9/15/2022,3,N/A,N/A
707,Med,9/21/2022,6,N/A,N/A
707,Small,9/21/2022,3,N/A,N/A
708,Small,9/24/2022,3,N/A,N/A
708,Med,9/24/2022,2,N/A,N/A
709,Small,9/28/2022,3,N/A,N/A
709,Med,9/28/2022,2,N/A,N/A
711,Small,9/28/2022,3,N/A,N/A
711,Med,9/28/2022,2,N/A,N/A
712,Small,9/17/2022,3,N/A,N/A
712,Med,9/17/2022,3,N/A,N/A
713,Med,9/15/2022,6,N/A,N/A
713,Small,9/15/2022,3,N/A,N/A
714,Med,9/22/2022,6,N/A,N/A
714,Small,9/22/2022,3,N/A,N/A
715,Small,9/20/2022,3,N/A,N/A
715,Med,9/20/2022,3,N/A,N/A
716,Med,9/21/2022,7,N/A,N/A
716,Small,9/21/2022,3,N/A,N/A
718,Small,9/20/2022,3,N/A,N/A
719,Small,9/29/2022,3,N/A,N/A
719,Med,9/29/2022,2,N/A,N/A
720,Small,9/29/2022,3,N/A,N/A
720,Med,9/29/2022,2,N/A,N/A
721,Small,9/21/2022,3,N/A,N/A
722,Small,9/20/2022,3,N/A,N/A
722,Med,9/20/2022,3,N/A,N/A
723,Small,9/20/2022,3,N/A,N/A
724,Small,9/21/2022,3,N/A,N/A
724,Med,9/21/2022,3,N/A,N/A
725,Small,9/20/2022,3,N/A,N/A
726,Small,9/15/2022,3,N/A,N/A
726,Med,9/22/2022,3,N/A,N/A
727,Med,9/22/2022,7,N/A,N/A
727,Small,9/22/2022,3,N/A,N/A
728,Med,9/20/2022,6,N/A,N/A
728,Small,9/20/2022,3,N/A,N/A
729,Small,9/28/2022,3,N/A,N/A
729,Med,9/28/2022,2,N/A,N/A
730,Med,9/22/2022,7,N/A,N/A
730,Small,9/22/2022,3,N/A,N/A
733,Small,9/20/2022,3,N/A,N/A
734,Small,9/20/2022,3,N/A,N/A
734,Med,9/20/2022,3,N/A,N/A
735,Small,9/20/2022,3,N/A,N/A
735,Med,9/20/2022,3,N/A,N/A
736,Small,9/28/2022,3,N/A,N/A
736,Med,9/28/2022,2,N/A,N/A
737,Small,9/20/2022,3,N/A,N/A
737,Med,9/20/2022,3,N/A,N/A
738,Med,9/17/2022,7,N/A,N/A
738,Small,9/17/2022,3,N/A,N/A
740,Med,9/21/2022,7,N/A,N/A
740,Small,9/21/2022,3,N/A,N/A
741,Small,9/22/2022,3,N/A,N/A
741,Med,9/22/2022,3,N/A,N/A
742,Small,9/17/2022,3,N/A,N/A
743,Small,9/17/2022,3,N/A,N/A
743,Med,9/17/2022,3,N/A,N/A
744,Med,9/20/2022,3,N/A,N/A
745,Small,9/20/2022,3,N/A,N/A
747,Med,9/16/2022,6,N/A,N/A
747,Small,9/16/2022,3,N/A,N/A
748,Med,9/17/2022,6,N/A,N/A
748,Small,9/17/2022,3,N/A,N/A
749,Med,9/21/2022,5,N/A,N/A
749,Small,9/21/2022,3,N/A,N/A
750,Med,9/15/2022,6,N/A,N/A
750,Small,9/15/2022,3,N/A,N/A
750,Small,9/15/2022,2,N/A,N/A
750,Med,9/15/2022,2,N/A,N/A
751,Med,9/17/2022,6,N/A,N/A
751,Small,9/17/2022,3,N/A,N/A
752,Small,9/17/2022,3,N/A,N/A
752,Med,9/17/2022,2,N/A,N/A
753,Small,9/15/2022,3,N/A,N/A
753,Small,9/15/2022,2,N/A,N/A
753,Med,9/15/2022,2,N/A,N/A
754,Small,9/17/2022,3,N/A,N/A
754,Med,9/17/2022,3,N/A,N/A
755,Small,9/23/2022,3,N/A,N/A
755,Med,9/23/2022,3,N/A,N/A
756,Small,9/17/2022,3,N/A,N/A
757,Small,9/24/2022,3,N/A,N/A
758,Small,9/16/2022,3,N/A,N/A
759,Small,9/21/2022,3,N/A,N/A
761,Small,9/24/2022,3,N/A,N/A
761,Med,9/24/2022,2,N/A,N/A
762,Med,9/15/2022,6,N/A,N/A
762,Small,9/15/2022,3,N/A,N/A
