Store #,Bag Size,Bunzl Delivery,Qty,3rd Party Tracking,3rd party carrier
1011,Med,9/20/2022,2,N/A,N/A
1012,Small,9/21/2022,3,N/A,N/A
1014,Small,9/22/2022,3,N/A,N/A
1014,Med,9/22/2022,2,N/A,N/A
1015,Med,9/24/2022,2,N/A,N/A
1016,Small,9/24/2022,3,N/A,N/A
1016,Med,9/24/2022,2,N/A,N/A
1017,Small,9/21/2022,3,N/A,N/A
1017,Med,9/21/2022,2,N/A,N/A
1018,Med,9/16/2022,6,N/A,N/A
1018,Small,9/16/2022,3,N/A,N/A
1019,Med,9/16/2022,7,N/A,N/A
1019,Small,9/16/2022,3,N/A,N/A
1019,Med,9/16/2022,2,N/A,N/A
1020,Med,9/16/2022,7,N/A,N/A
1020,Small,9/16/2022,3,N/A,N/A
1020,Small,9/16/2022,2,N/A,N/A
1020,Med,9/16/2022,2,N/A,N/A
1021,Small,9/21/2022,3,N/A,N/A
1022,Small,9/17/2022,3,N/A,N/A
1023,Small,9/17/2022,3,N/A,N/A
1023,Med,9/17/2022,3,N/A,N/A
1024,Small,9/16/2022,3,N/A,N/A
1024,Med,9/16/2022,2,N/A,N/A
1025,Small,9/24/2022,3,N/A,N/A
1025,Med,9/24/2022,2,N/A,N/A
1026,Small,9/27/2022,3,N/A,N/A
1026,Med,9/27/2022,2,N/A,N/A
1027,Small,9/22/2022,3,N/A,N/A
1027,Med,9/22/2022,3,N/A,N/A
1028,Med,9/15/2022,7,N/A,N/A
1028,Small,9/15/2022,3,N/A,N/A
1029,Med,9/17/2022,7,N/A,N/A
1029,Small,9/17/2022,3,N/A,N/A
1030,Small,9/21/2022,3,N/A,N/A
1030,Med,9/21/2022,2,N/A,N/A
1032,Small,9/28/2022,3,N/A,N/A
1032,Med,9/28/2022,2,N/A,N/A
1033,Small,9/27/2022,3,N/A,N/A
1033,Med,9/27/2022,2,N/A,N/A
1034,Small,9/17/2022,3,N/A,N/A
1034,Med,9/17/2022,2,N/A,N/A
1035,Small,9/20/2022,3,N/A,N/A
1035,Med,9/20/2022,2,N/A,N/A
1036,Small,9/17/2022,3,N/A,N/A
1036,Med,9/17/2022,3,N/A,N/A
1037,Small,9/17/2022,3,N/A,N/A
1037,Med,9/17/2022,3,N/A,N/A
1038,Med,9/21/2022,6,N/A,N/A
1038,Small,9/21/2022,3,N/A,N/A
1038,Small,9/21/2022,2,N/A,N/A
1038,Med,9/21/2022,2,N/A,N/A
1039,Small,9/17/2022,3,N/A,N/A
1039,Med,9/17/2022,3,N/A,N/A
1040,Small,9/21/2022,3,N/A,N/A
1040,Med,9/21/2022,3,N/A,N/A
1041,Med,9/22/2022,3,N/A,N/A
1042,Small,9/27/2022,3,N/A,N/A
1042,Med,9/27/2022,3,N/A,N/A
1043,Small,9/22/2022,3,N/A,N/A
1044,Small,9/21/2022,3,N/A,N/A
1044,Med,9/21/2022,2,N/A,N/A
1045,Med,9/21/2022,6,N/A,N/A
1045,Small,9/21/2022,3,N/A,N/A
1045,Med,9/21/2022,2,N/A,N/A
1047,Small,9/16/2022,3,N/A,N/A
1048,Small,9/29/2022,3,N/A,N/A
1048,Med,9/29/2022,3,N/A,N/A
1051,Med,9/17/2022,7,N/A,N/A
1051,Small,9/17/2022,3,N/A,N/A
1052,Med,9/17/2022,7,N/A,N/A
1052,Small,9/17/2022,3,N/A,N/A
1053,Small,9/28/2022,3,N/A,N/A
1053,Med,9/28/2022,2,N/A,N/A
1054,Med,9/17/2022,6,N/A,N/A
1054,Small,9/17/2022,3,N/A,N/A
1055,Small,9/16/2022,3,N/A,N/A
1055,Med,9/16/2022,2,N/A,N/A
1056,Small,9/17/2022,3,N/A,N/A
1056,Med,9/17/2022,3,N/A,N/A
1057,Med,9/15/2022,7,N/A,N/A
1057,Small,9/15/2022,3,N/A,N/A
1058,Med,9/21/2022,6,N/A,N/A
1058,Small,9/21/2022,3,N/A,N/A
1058,Med,9/21/2022,2,N/A,N/A
1059,Med,9/21/2022,7,N/A,N/A
1059,Small,9/21/2022,3,N/A,N/A
1060,Small,9/17/2022,3,N/A,N/A
1060,Med,9/17/2022,3,N/A,N/A
1061,Med,9/16/2022,7,N/A,N/A
1061,Small,9/16/2022,3,N/A,N/A
1062,Small,9/17/2022,3,N/A,N/A
1062,Med,9/17/2022,3,N/A,N/A
1063,Med,9/20/2022,6,N/A,N/A
1063,Small,9/20/2022,3,N/A,N/A
1064,Small,9/17/2022,3,N/A,N/A
1064,Med,9/17/2022,2,N/A,N/A
1066,Small,9/24/2022,3,N/A,N/A
1066,Med,9/24/2022,2,N/A,N/A
1067,Med,9/24/2022,6,N/A,N/A
1067,Small,9/24/2022,3,N/A,N/A
1068,Small,9/30/2022,3,N/A,N/A
1068,Med,9/30/2022,2,N/A,N/A
1069,Med,9/24/2022,6,N/A,N/A
1069,Small,9/24/2022,3,N/A,N/A
1069,Med,9/24/2022,2,N/A,N/A
1070,Small,9/17/2022,3,N/A,N/A
1070,Med,9/17/2022,3,N/A,N/A
1071,Small,9/22/2022,3,N/A,N/A
1071,Med,9/22/2022,3,N/A,N/A
1072,Small,9/16/2022,3,N/A,N/A
1072,Med,9/16/2022,3,N/A,N/A
1073,Med,9/20/2022,7,N/A,N/A
1073,Small,9/20/2022,3,N/A,N/A
1074,Small,9/21/2022,3,N/A,N/A
1074,Med,9/21/2022,3,N/A,N/A
1075,Small,9/17/2022,3,N/A,N/A
1075,Med,9/17/2022,3,N/A,N/A
1076,Med,9/16/2022,7,N/A,N/A
1076,Small,9/16/2022,3,N/A,N/A
1077,Med,9/20/2022,7,N/A,N/A
1077,Small,9/20/2022,3,N/A,N/A
1078,Med,9/20/2022,6,N/A,N/A
1078,Small,9/20/2022,3,N/A,N/A
1079,Small,9/21/2022,3,N/A,N/A
1080,Small,9/17/2022,3,N/A,N/A
1080,Med,9/17/2022,3,N/A,N/A
1081,Small,9/20/2022,3,N/A,N/A
1081,Med,9/20/2022,2,N/A,N/A
1082,Med,9/16/2022,7,N/A,N/A
1082,Small,9/16/2022,3,N/A,N/A
1083,Small,9/20/2022,3,N/A,N/A
1083,Med,9/20/2022,2,N/A,N/A
1084,Med,9/21/2022,7,N/A,N/A
1084,Small,9/21/2022,3,N/A,N/A
1085,Small,9/15/2022,3,N/A,N/A
1086,Small,9/15/2022,3,N/A,N/A
1086,Med,9/15/2022,2,N/A,N/A
1087,Med,9/28/2022,7,N/A,N/A
1087,Small,9/28/2022,3,N/A,N/A
1087,Med,9/28/2022,2,N/A,N/A
1088,Med,9/24/2022,7,N/A,N/A
1088,Small,9/24/2022,3,N/A,N/A
1088,Med,9/24/2022,2,N/A,N/A
1089,Small,9/15/2022,3,N/A,N/A
1089,Med,9/22/2022,3,N/A,N/A
1090,Small,9/20/2022,3,N/A,N/A
1091,Med,9/20/2022,3,N/A,N/A
1093,Med,9/15/2022,6,N/A,N/A
1093,Small,9/15/2022,3,N/A,N/A
1094,Small,9/23/2022,3,N/A,N/A
1094,Med,9/23/2022,3,N/A,N/A
1095,Med,9/16/2022,6,N/A,N/A
1095,Small,9/16/2022,3,N/A,N/A
1095,Med,9/16/2022,2,N/A,N/A
1096,Small,9/20/2022,3,N/A,N/A
1096,Med,9/20/2022,3,N/A,N/A
1097,Small,9/21/2022,3,N/A,N/A
1097,Med,9/21/2022,2,N/A,N/A
1098,Med,9/17/2022,7,N/A,N/A
1098,Small,9/17/2022,3,N/A,N/A
1099,Small,9/17/2022,3,N/A,N/A
1099,Med,9/17/2022,3,N/A,N/A
1100,Med,9/17/2022,6,N/A,N/A
1100,Small,9/17/2022,3,N/A,N/A
1101,Small,9/15/2022,3,N/A,N/A
1102,Med,9/28/2022,6,N/A,N/A
1102,Small,9/28/2022,3,N/A,N/A
1102,Med,9/28/2022,2,N/A,N/A
1103,Small,9/15/2022,3,N/A,N/A
1103,Med,9/15/2022,3,N/A,N/A
1104,Small,9/17/2022,3,N/A,N/A
1105,Small,9/20/2022,3,N/A,N/A
1105,Med,9/20/2022,3,N/A,N/A
1106,Small,9/24/2022,3,N/A,N/A
1106,Med,9/24/2022,2,N/A,N/A
1107,Med,9/28/2022,6,N/A,N/A
1107,Small,9/28/2022,3,N/A,N/A
1107,Med,9/28/2022,2,N/A,N/A
1108,Med,9/21/2022,7,N/A,N/A
1108,Small,9/28/2022,3,N/A,N/A
1109,Med,9/21/2022,6,N/A,N/A
1109,Small,9/21/2022,3,N/A,N/A
1110,Med,9/21/2022,6,N/A,N/A
1110,Small,9/21/2022,3,N/A,N/A
1111,Small,9/17/2022,3,N/A,N/A
1111,Med,9/17/2022,3,N/A,N/A
1112,Small,9/20/2022,3,N/A,N/A
1113,Small,9/29/2022,3,N/A,N/A
1113,Med,9/29/2022,2,N/A,N/A
1114,Med,9/17/2022,7,N/A,N/A
1114,Small,9/17/2022,3,N/A,N/A
1115,Med,9/21/2022,7,N/A,N/A
1115,Small,9/21/2022,3,N/A,N/A
1116,Small,9/22/2022,3,N/A,N/A
1116,Med,9/22/2022,3,N/A,N/A
1117,Small,9/16/2022,3,N/A,N/A
1118,Small,9/16/2022,3,N/A,N/A
1118,Med,9/16/2022,2,N/A,N/A
1119,Med,9/17/2022,6,N/A,N/A
1119,Small,9/17/2022,3,N/A,N/A
1120,Med,9/23/2022,7,N/A,N/A
1120,Small,9/23/2022,3,N/A,N/A
1121,Med,9/16/2022,7,N/A,N/A
1121,Small,9/16/2022,3,N/A,N/A
1122,Small,9/17/2022,3,N/A,N/A
1122,Med,9/17/2022,3,N/A,N/A
1123,Small,9/17/2022,3,N/A,N/A
1124,Med,9/21/2022,6,N/A,N/A
1124,Small,9/21/2022,3,N/A,N/A
1125,Small,9/15/2022,3,N/A,N/A
1126,Small,9/24/2022,3,N/A,N/A
1128,Med,9/28/2022,6,N/A,N/A
1128,Small,9/28/2022,3,N/A,N/A
1128,Med,9/28/2022,2,N/A,N/A
1129,Med,9/27/2022,6,N/A,N/A
1129,Small,9/27/2022,3,N/A,N/A
1130,Small,9/17/2022,3,N/A,N/A
1131,Small,9/17/2022,3,N/A,N/A
1131,Med,9/17/2022,3,N/A,N/A
1132,Small,9/16/2022,3,N/A,N/A
1132,Med,9/16/2022,3,N/A,N/A
1133,Small,9/21/2022,3,N/A,N/A
1133,Med,9/21/2022,3,N/A,N/A
1134,Small,9/29/2022,3,N/A,N/A
1134,Med,9/29/2022,2,N/A,N/A
1135,Small,9/21/2022,3,N/A,N/A
1135,Med,9/21/2022,2,N/A,N/A
1136,Med,9/28/2022,6,N/A,N/A
1136,Small,9/28/2022,3,N/A,N/A
1136,Med,9/28/2022,2,N/A,N/A
1137,Small,9/20/2022,3,N/A,N/A
1138,Med,9/20/2022,6,N/A,N/A
1138,Small,9/20/2022,3,N/A,N/A
1139,Small,9/29/2022,3,N/A,N/A
1139,Med,9/29/2022,2,N/A,N/A
1140,Small,9/29/2022,3,N/A,N/A
1140,Med,9/29/2022,2,N/A,N/A
1141,Small,9/30/2022,3,N/A,N/A
1142,Small,9/28/2022,3,N/A,N/A
1143,Small,9/16/2022,3,N/A,N/A
1143,Med,9/16/2022,3,N/A,N/A
1144,Small,9/21/2022,3,N/A,N/A
1144,Med,9/21/2022,2,N/A,N/A
1146,Small,9/21/2022,3,N/A,N/A
1146,Med,9/21/2022,3,N/A,N/A
1147,Med,9/17/2022,7,N/A,N/A
1147,Small,9/17/2022,3,N/A,N/A
1148,Small,9/15/2022,3,N/A,N/A
1148,Med,9/15/2022,2,N/A,N/A
1149,Small,9/22/2022,3,N/A,N/A
1149,Med,9/22/2022,3,N/A,N/A
1150,Small,9/20/2022,3,N/A,N/A
1150,Med,9/20/2022,3,N/A,N/A
1151,Small,9/17/2022,3,N/A,N/A
1152,Med,9/20/2022,6,N/A,N/A
1152,Small,9/20/2022,3,N/A,N/A
1153,Small,9/16/2022,3,N/A,N/A
1154,Med,9/24/2022,7,N/A,N/A
1154,Small,9/24/2022,3,N/A,N/A
1155,Small,9/22/2022,3,N/A,N/A
1155,Med,9/22/2022,3,N/A,N/A
1156,Small,9/20/2022,3,N/A,N/A
1156,Med,9/20/2022,3,N/A,N/A
1157,Med,9/27/2022,6,N/A,N/A
1157,Small,9/27/2022,3,N/A,N/A
1158,Small,9/22/2022,3,N/A,N/A
1159,Med,9/16/2022,7,N/A,N/A
1159,Small,9/16/2022,3,N/A,N/A
1160,Small,9/30/2022,3,N/A,N/A
1160,Med,9/30/2022,2,N/A,N/A
1161,Small,9/20/2022,3,N/A,N/A
1161,Med,9/20/2022,3,N/A,N/A
1162,Med,9/28/2022,7,N/A,N/A
1162,Small,9/28/2022,3,N/A,N/A
1163,Med,9/27/2022,7,N/A,N/A
1163,Small,9/27/2022,3,N/A,N/A
1163,Med,9/27/2022,2,N/A,N/A
1164,Small,9/21/2022,3,N/A,N/A
1164,Med,9/21/2022,2,N/A,N/A
1165,Small,9/28/2022,3,N/A,N/A
1166,Small,9/22/2022,3,N/A,N/A
1166,Med,9/22/2022,3,N/A,N/A
1167,Small,9/21/2022,3,N/A,N/A
1168,Small,9/30/2022,3,N/A,N/A
1168,Med,9/30/2022,2,N/A,N/A
1169,Med,9/21/2022,7,N/A,N/A
1169,Small,9/21/2022,3,N/A,N/A
1170,Med,9/28/2022,7,N/A,N/A
1170,Small,9/28/2022,3,N/A,N/A
1171,Small,9/15/2022,3,N/A,N/A
1171,Med,9/15/2022,2,N/A,N/A
1172,Small,9/21/2022,3,N/A,N/A
1172,Med,9/21/2022,2,N/A,N/A
1173,Med,9/17/2022,6,N/A,N/A
1173,Small,9/17/2022,3,N/A,N/A
1175,Med,9/21/2022,6,N/A,N/A
1175,Small,9/21/2022,3,N/A,N/A
1175,Med,9/21/2022,2,N/A,N/A
1176,Med,9/20/2022,5,N/A,N/A
1176,Small,9/20/2022,3,N/A,N/A
1177,Med,9/20/2022,7,N/A,N/A
1177,Small,9/20/2022,3,N/A,N/A
1178,Med,9/16/2022,7,N/A,N/A
1178,Small,9/16/2022,3,N/A,N/A
1179,Small,9/17/2022,3,N/A,N/A
1179,Med,9/17/2022,2,N/A,N/A
1180,Small,9/27/2022,3,N/A,N/A
1180,Med,9/27/2022,2,N/A,N/A
1181,Med,9/17/2022,6,N/A,N/A
1181,Small,9/17/2022,3,N/A,N/A
1182,Small,9/20/2022,3,N/A,N/A
1182,Med,9/20/2022,2,N/A,N/A
1183,Small,9/21/2022,3,N/A,N/A
1183,Med,9/21/2022,3,N/A,N/A
1184,Med,9/21/2022,7,N/A,N/A
1184,Small,9/21/2022,3,N/A,N/A
1185,Small,9/22/2022,3,N/A,N/A
1186,Small,9/15/2022,3,N/A,N/A
1186,Med,9/15/2022,3,N/A,N/A
1187,Med,9/21/2022,6,N/A,N/A
1187,Small,9/21/2022,3,N/A,N/A
1188,Small,9/20/2022,3,N/A,N/A
1189,Small,9/29/2022,3,N/A,N/A
1190,Small,9/29/2022,3,N/A,N/A
1190,Med,9/29/2022,2,N/A,N/A
1191,Med,9/16/2022,6,N/A,N/A
1191,Small,9/16/2022,3,N/A,N/A
1191,Med,9/16/2022,2,N/A,N/A
1192,Small,9/24/2022,3,N/A,N/A
1192,Med,9/24/2022,2,N/A,N/A
1193,Small,9/21/2022,3,N/A,N/A
1193,Med,9/21/2022,2,N/A,N/A
1194,Small,9/22/2022,3,N/A,N/A
1195,Small,9/24/2022,3,N/A,N/A
1195,Med,9/24/2022,2,N/A,N/A
1196,Med,9/28/2022,7,N/A,N/A
1196,Small,9/28/2022,3,N/A,N/A
1196,Med,9/28/2022,2,N/A,N/A
1197,Small,9/17/2022,3,N/A,N/A
1197,Small,9/17/2022,2,N/A,N/A
1197,Med,9/17/2022,2,N/A,N/A
1198,Small,9/23/2022,3,N/A,N/A
1198,Med,9/23/2022,3,N/A,N/A
1199,Med,9/16/2022,6,N/A,N/A
1199,Small,9/16/2022,3,N/A,N/A
1199,Med,9/16/2022,2,N/A,N/A
1200,Med,9/16/2022,7,N/A,N/A
1200,Small,9/16/2022,3,N/A,N/A
1200,Med,9/16/2022,2,N/A,N/A
1201,Small,9/22/2022,3,N/A,N/A
1201,Med,9/22/2022,3,N/A,N/A
1202,Small,9/21/2022,3,N/A,N/A
1202,Small,9/21/2022,2,N/A,N/A
1202,Med,9/21/2022,2,N/A,N/A
1203,Med,9/16/2022,2,N/A,N/A
1204,Small,9/15/2022,3,N/A,N/A
1205,Small,9/15/2022,3,N/A,N/A
1205,Med,9/15/2022,2,N/A,N/A
1206,Med,9/28/2022,6,N/A,N/A
1206,Small,9/28/2022,3,N/A,N/A
1206,Med,9/28/2022,2,N/A,N/A
1207,Small,9/28/2022,3,N/A,N/A
1207,Med,9/28/2022,2,N/A,N/A
1209,Small,9/17/2022,3,N/A,N/A
1209,Med,9/17/2022,3,N/A,N/A
1210,Small,9/29/2022,3,N/A,N/A
1210,Med,9/29/2022,2,N/A,N/A
1211,Med,9/20/2022,5,N/A,N/A
1211,Small,9/20/2022,3,N/A,N/A
1212,Small,9/24/2022,3,N/A,N/A
1212,Med,9/24/2022,2,N/A,N/A
1213,Small,9/17/2022,3,N/A,N/A
1213,Med,9/17/2022,2,N/A,N/A
1214,Med,9/15/2022,5,N/A,N/A
1214,Small,9/15/2022,3,N/A,N/A
1214,Med,9/22/2022,2,N/A,N/A
1215,Small,9/17/2022,3,N/A,N/A
1215,Med,9/17/2022,3,N/A,N/A
1216,Med,9/16/2022,7,N/A,N/A
1216,Small,9/16/2022,3,N/A,N/A
1217,Small,9/17/2022,3,N/A,N/A
1217,Med,9/17/2022,3,N/A,N/A
1218,Small,9/20/2022,3,N/A,N/A
1218,Med,9/20/2022,3,N/A,N/A
1219,Med,9/15/2022,7,N/A,N/A
1219,Small,9/15/2022,3,N/A,N/A
1220,Small,9/21/2022,3,N/A,N/A
1221,Small,9/17/2022,3,N/A,N/A
1222,Small,9/29/2022,3,N/A,N/A
1222,Med,9/29/2022,2,N/A,N/A
1223,Med,9/22/2022,7,N/A,N/A
1223,Small,9/22/2022,3,N/A,N/A
1224,Med,9/29/2022,7,N/A,N/A
1224,Small,9/29/2022,3,N/A,N/A
1224,Med,9/29/2022,2,N/A,N/A
1225,Small,9/16/2022,3,N/A,N/A
1226,Med,9/17/2022,7,N/A,N/A
1226,Small,9/17/2022,3,N/A,N/A
1227,Small,9/21/2022,3,N/A,N/A
1227,Med,9/21/2022,3,N/A,N/A
1228,Med,9/20/2022,7,N/A,N/A
1228,Small,9/20/2022,3,N/A,N/A
1229,Small,9/20/2022,3,N/A,N/A
1230,Small,9/24/2022,3,N/A,N/A
1230,Med,9/24/2022,2,N/A,N/A
1231,Small,9/21/2022,3,N/A,N/A
1231,Med,9/21/2022,2,N/A,N/A
1232,Small,9/20/2022,3,N/A,N/A
1233,Small,9/29/2022,3,N/A,N/A
1233,Med,9/29/2022,2,N/A,N/A
1234,Small,9/29/2022,3,N/A,N/A
1234,Med,9/29/2022,2,N/A,N/A
1235,Med,9/21/2022,7,N/A,N/A
1235,Small,9/21/2022,3,N/A,N/A
1236,Med,9/17/2022,7,N/A,N/A
1236,Small,9/17/2022,3,N/A,N/A
1236,Small,9/17/2022,2,N/A,N/A
1236,Med,9/17/2022,2,N/A,N/A
1237,Small,9/22/2022,3,N/A,N/A
1237,Med,9/22/2022,2,N/A,N/A
1238,Small,9/22/2022,3,N/A,N/A
1238,Med,9/22/2022,3,N/A,N/A
1239,Med,9/24/2022,7,N/A,N/A
1239,Small,9/24/2022,3,N/A,N/A
1240,Med,9/22/2022,3,N/A,N/A
1241,Small,9/16/2022,3,N/A,N/A
1242,Med,9/17/2022,7,N/A,N/A
1242,Small,9/17/2022,3,N/A,N/A
1242,Med,9/17/2022,2,N/A,N/A
1243,Small,9/16/2022,3,N/A,N/A
1243,Med,9/16/2022,3,N/A,N/A
1244,Med,9/20/2022,6,N/A,N/A
1244,Small,9/20/2022,3,N/A,N/A
1244,Med,9/20/2022,2,N/A,N/A
1245,Small,9/20/2022,3,N/A,N/A
1245,Med,9/20/2022,2,N/A,N/A
1247,Small,9/29/2022,3,N/A,N/A
1247,Med,9/29/2022,2,N/A,N/A
1248,Med,9/20/2022,7,N/A,N/A
1248,Small,9/20/2022,3,N/A,N/A
1249,Med,9/22/2022,7,N/A,N/A
1249,Small,9/22/2022,3,N/A,N/A
1252,Med,9/15/2022,6,N/A,N/A
1252,Small,9/15/2022,3,N/A,N/A
1252,Med,9/22/2022,2,N/A,N/A
1253,Med,9/27/2022,7,N/A,N/A
1253,Small,9/27/2022,3,N/A,N/A
1254,Small,9/20/2022,3,N/A,N/A
1254,Med,9/20/2022,2,N/A,N/A
1255,Small,9/21/2022,3,N/A,N/A
1255,Med,9/21/2022,2,N/A,N/A
1256,Small,9/15/2022,3,N/A,N/A
1257,Med,9/17/2022,6,N/A,N/A
1257,Small,9/17/2022,3,N/A,N/A
1259,Small,9/29/2022,3,N/A,N/A
1259,Med,9/29/2022,2,N/A,N/A
1260,Small,9/24/2022,3,N/A,N/A
1260,Med,9/24/2022,2,N/A,N/A
1261,Small,9/22/2022,3,N/A,N/A
1261,Med,9/22/2022,3,N/A,N/A
1264,Small,9/24/2022,3,N/A,N/A
1264,Med,9/24/2022,2,N/A,N/A
1265,Med,9/20/2022,6,N/A,N/A
1265,Small,9/20/2022,3,N/A,N/A
1266,Med,9/30/2022,6,N/A,N/A
1266,Small,9/30/2022,3,N/A,N/A
1266,Med,9/30/2022,2,N/A,N/A
1267,Med,9/20/2022,6,N/A,N/A
1267,Small,9/20/2022,3,N/A,N/A
1268,Small,9/22/2022,3,N/A,N/A
1268,Med,9/22/2022,2,N/A,N/A
1270,Small,9/21/2022,3,N/A,N/A
1270,Med,9/21/2022,3,N/A,N/A
1271,Small,9/21/2022,3,N/A,N/A
1271,Med,9/21/2022,3,N/A,N/A
1272,Med,9/17/2022,7,N/A,N/A
1272,Small,9/17/2022,3,N/A,N/A
1273,Small,9/17/2022,3,N/A,N/A
1273,Med,9/17/2022,2,N/A,N/A
1274,Med,9/21/2022,5,N/A,N/A
1274,Small,9/21/2022,3,N/A,N/A
1275,Small,9/27/2022,3,N/A,N/A
1276,Med,9/21/2022,7,N/A,N/A
1276,Small,9/21/2022,3,N/A,N/A
1277,Med,9/22/2022,6,N/A,N/A
1277,Small,9/22/2022,3,N/A,N/A
1277,Small,9/22/2022,2,N/A,N/A
1277,Med,9/22/2022,2,N/A,N/A
1279,Small,9/20/2022,3,N/A,N/A
1279,Med,9/20/2022,3,N/A,N/A
1280,Med,9/21/2022,7,N/A,N/A
1280,Small,9/21/2022,3,N/A,N/A
1280,Med,9/21/2022,2,N/A,N/A
1281,Small,9/20/2022,3,N/A,N/A
1281,Med,9/20/2022,3,N/A,N/A
1282,Med,9/21/2022,6,N/A,N/A
1282,Small,9/21/2022,3,N/A,N/A
1283,Small,9/21/2022,3,N/A,N/A
1283,Med,9/21/2022,2,N/A,N/A
1284,Small,9/20/2022,3,N/A,N/A
1284,Med,9/20/2022,3,N/A,N/A
1285,Small,9/17/2022,3,N/A,N/A
1285,Med,9/17/2022,3,N/A,N/A
1286,Small,9/21/2022,3,N/A,N/A
1286,Med,9/21/2022,2,N/A,N/A
1287,Small,9/16/2022,3,N/A,N/A
1287,Med,9/16/2022,3,N/A,N/A
1288,Med,9/16/2022,7,N/A,N/A
1288,Small,9/16/2022,3,N/A,N/A
1289,Med,9/24/2022,7,N/A,N/A
1289,Small,9/24/2022,3,N/A,N/A
1290,Small,9/17/2022,3,N/A,N/A
1290,Med,9/17/2022,3,N/A,N/A
1291,Small,9/23/2022,3,N/A,N/A
1291,Med,9/23/2022,3,N/A,N/A
1292,Small,9/17/2022,3,N/A,N/A
1292,Med,9/17/2022,3,N/A,N/A
1293,Med,9/21/2022,7,N/A,N/A
1293,Small,9/21/2022,3,N/A,N/A
1294,Med,9/30/2022,6,N/A,N/A
1294,Small,9/30/2022,3,N/A,N/A
1296,Small,9/24/2022,3,N/A,N/A
1296,Med,9/24/2022,3,N/A,N/A
1297,Small,9/20/2022,3,N/A,N/A
1297,Med,9/20/2022,2,N/A,N/A
1298,Small,9/16/2022,3,N/A,N/A
1298,Med,9/16/2022,3,N/A,N/A
1299,Med,9/23/2022,7,N/A,N/A
1299,Small,9/23/2022,3,N/A,N/A
1299,Med,9/23/2022,2,N/A,N/A
1300,Small,9/22/2022,3,N/A,N/A
1300,Med,9/22/2022,3,N/A,N/A
1300,Small,9/22/2022,2,N/A,N/A
1301,Small,9/16/2022,3,N/A,N/A
1301,Med,9/16/2022,3,N/A,N/A
1302,Small,9/17/2022,3,N/A,N/A
1302,Med,9/17/2022,3,N/A,N/A
1303,Small,9/22/2022,3,N/A,N/A
1303,Med,9/22/2022,3,N/A,N/A
1305,Small,9/20/2022,3,N/A,N/A
1305,Med,9/20/2022,2,N/A,N/A
1306,Small,9/24/2022,3,N/A,N/A
1306,Med,9/24/2022,2,N/A,N/A
1307,Small,9/15/2022,3,N/A,N/A
1307,Med,9/15/2022,2,N/A,N/A
1308,Med,9/17/2022,6,N/A,N/A
1308,Small,9/17/2022,3,N/A,N/A
1308,Med,9/17/2022,2,N/A,N/A
1309,Small,9/16/2022,3,N/A,N/A
1310,Small,9/27/2022,3,N/A,N/A
1310,Med,9/27/2022,2,N/A,N/A
1311,Small,9/20/2022,3,N/A,N/A
1311,Med,9/20/2022,3,N/A,N/A
1312,Med,9/22/2022,7,N/A,N/A
1312,Small,9/22/2022,3,N/A,N/A
1313,Small,9/21/2022,3,N/A,N/A
1314,Small,9/21/2022,3,N/A,N/A
1315,Small,9/17/2022,3,N/A,N/A
1315,Med,9/17/2022,3,N/A,N/A
1317,Med,9/17/2022,7,N/A,N/A
1317,Small,9/17/2022,3,N/A,N/A
1318,Small,9/21/2022,3,N/A,N/A
1318,Med,9/21/2022,3,N/A,N/A
1319,Small,9/21/2022,3,N/A,N/A
1319,Med,9/21/2022,3,N/A,N/A
1320,Small,9/17/2022,3,N/A,N/A
1320,Med,9/17/2022,3,N/A,N/A
1321,Small,9/17/2022,3,N/A,N/A
1321,Small,9/17/2022,2,N/A,N/A
1321,Med,9/17/2022,2,N/A,N/A
1322,Small,9/16/2022,3,N/A,N/A
1322,Med,9/16/2022,3,N/A,N/A
1323,Med,9/15/2022,5,N/A,N/A
1323,Small,9/15/2022,3,N/A,N/A
1324,Small,9/21/2022,3,N/A,N/A
1324,Med,9/21/2022,3,N/A,N/A
1325,Small,9/20/2022,3,N/A,N/A
1325,Med,9/20/2022,2,N/A,N/A
1326,Small,9/20/2022,3,N/A,N/A
1326,Med,9/20/2022,3,N/A,N/A
1327,Small,9/28/2022,3,N/A,N/A
1328,Med,9/24/2022,7,N/A,N/A
1328,Small,9/24/2022,3,N/A,N/A
1328,Med,9/24/2022,2,N/A,N/A
1329,Med,9/15/2022,7,N/A,N/A
1329,Small,9/15/2022,3,N/A,N/A
1330,Small,9/21/2022,3,N/A,N/A
1330,Med,9/21/2022,3,N/A,N/A
1330,Small,9/21/2022,2,N/A,N/A
1331,Small,9/24/2022,3,N/A,N/A
1332,Med,9/20/2022,7,N/A,N/A
1332,Small,9/20/2022,3,N/A,N/A
1333,Small,9/21/2022,3,N/A,N/A
1333,Med,9/21/2022,2,N/A,N/A
1334,Small,9/22/2022,3,N/A,N/A
1334,Med,9/22/2022,2,N/A,N/A
1335,Med,9/21/2022,7,N/A,N/A
1335,Small,9/21/2022,3,N/A,N/A
1335,Small,9/21/2022,2,N/A,N/A
1335,Med,9/21/2022,2,N/A,N/A
1336,Med,9/17/2022,7,N/A,N/A
1336,Small,9/17/2022,3,N/A,N/A
1337,Small,9/17/2022,3,N/A,N/A
1337,Med,9/17/2022,3,N/A,N/A
1338,Med,9/20/2022,6,N/A,N/A
