Store Numbers,Store Footage,Status,Status For Comms,Store Messaging,Expected Service,
4156,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2682,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2332,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2369,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2758,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2639,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2055,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2153,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1698,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1753,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1785,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2399,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1796,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
3549,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2116,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1871,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1994,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2504,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2056,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2152,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2844,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1677,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2234,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
4594,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1854,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2240,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2026,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2423,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2067,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2449,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
5803,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2346,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2501,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2721,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1822,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2085,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
3693,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
5802,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
3716,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2072,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
5793,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2302,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
936,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
213,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
435,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2221,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
1009,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2175,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
4381,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
15,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
444,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
2702,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
379,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
32,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
56,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
188,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
19,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
69,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
82,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
122,16ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
37,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
9,8ft,Retrofit,WK 49 MOD & RETROFIT OF EXISTING WALL FIXTURE,You will be receiving the new Wk 49 Modular Reset & a Retrofit Kit for your Existing Wall Shelves. Premium Service Reps will be visting your store twice to assist with the project; starting Wk 50 & Wk 52. The first visit they will help complete setting the new Wk 49 modular assortment. The second visit they will be resetting the shelves on your wall fixture to improve RFID scanning. ,Visit 1 Between WK 50 - WK 2 Visit 2 Between WK 53 - WK 6,
