Store Number,Week,Day,Remodel
2805,31,9/3/2025,No
4697,31,9/3/2025,No
3231,31,9/3/2025,No
3463,32,9/9/2025,No
1117,33,9/17/2025,No
5706,31,9/3/2025,No
1466,32,9/9/2025,No
2496,32,9/9/2025,No
3043,33,9/17/2025,No
758,34,9/24/2025,No
907,34,9/24/2025,No
1105,31,9/3/2025,No
1147,31,9/3/2025,No
7347,33,9/17/2025,No
2505,33,9/17/2025,No
772,33,9/17/2025,No
1040,33,9/17/2025,No
1383,34,9/24/2025,No
1114,31,9/3/2025,Remodel Site
183,32,9/9/2025,No
3640,33,9/17/2025,No
3381,33,9/17/2025,Remodel Site
781,33,9/17/2025,No
586,34,9/24/2025,Remodel Site
642,34,9/24/2025,No
229,31,9/3/2025,No
950,32,9/9/2025,No
2881,33,9/17/2025,No
1702,33,9/17/2025,No
4197,33,9/17/2025,No
621,34,9/24/2025,Remodel Site
6576,34,9/24/2025,No
4695,31,9/3/2025,No
5057,32,9/9/2025,No
4211,33,9/17/2025,No
622,31,9/3/2025,No
5037,33,9/17/2025,No
4595,33,9/17/2025,No
1270,34,9/24/2025,Remodel Site
90,31,9/3/2025,No
3717,32,9/9/2025,No
5058,32,9/9/2025,No
5945,33,9/17/2025,No
3527,33,9/17/2025,No
585,34,9/24/2025,Remodel Site
146,34,9/24/2025,Remodel Site
3286,34,9/24/2025,No
975,31,9/3/2025,Remodel Site
3475,32,9/9/2025,No
3541,32,9/9/2025,No
1517,33,9/17/2025,No
5325,33,9/17/2025,Remodel Site
1680,33,9/17/2025,No
2068,32,9/9/2025,No
340,31,9/3/2025,No
1966,32,9/9/2025,No
2727,33,9/17/2025,No
5707,34,9/24/2025,No
752,34,9/24/2025,No
2804,31,9/3/2025,No
2586,32,9/9/2025,No
3197,33,9/17/2025,No
5036,33,9/17/2025,No
666,33,9/17/2025,No
2567,32,9/9/2025,No
544,31,9/3/2025,No
2471,32,9/9/2025,No
5184,32,9/9/2025,No
1504,32,9/9/2025,No
5104,32,9/9/2025,No
725,33,9/17/2025,No
5959,34,9/24/2025,No
669,33,9/17/2025,No
2857,31,9/3/2025,No
3342,32,9/9/2025,Remodel Site
1467,33,9/17/2025,No
3827,34,9/24/2025,No
5091,34,9/24/2025,No
1516,34,9/24/2025,Remodel Site
3379,31,9/3/2025,No
5858,31,9/3/2025,No
1850,32,9/9/2025,No
1886,32,9/9/2025,No
2388,32,9/9/2025,No
553,33,9/17/2025,No
2706,33,9/17/2025,No
312,33,9/17/2025,No
1532,31,9/3/2025,No
1165,32,9/9/2025,No
1561,33,9/17/2025,No
1257,34,9/24/2025,Remodel Site
1313,34,9/24/2025,Remodel Site
6480,31,9/3/2025,No
4533,33,9/17/2025,No
2650,33,9/17/2025,No
464,34,9/24/2025,No
440,34,9/24/2025,Remodel Site
5137,31,9/3/2025,No
1923,33,9/17/2025,No
4471,31,9/3/2025,No
786,32,9/9/2025,No
1256,32,9/9/2025,No
5185,33,9/17/2025,No
470,34,9/24/2025,Remodel Site
4601,31,9/3/2025,No
1623,33,9/17/2025,No
430,33,9/17/2025,No
476,34,9/24/2025,Remodel Site
77,34,9/24/2025,No
4377,31,9/3/2025,No
4323,33,9/17/2025,No
447,34,9/24/2025,Remodel Site
461,34,9/24/2025,Remodel Site
1001,31,9/3/2025,Remodel Site
802,33,9/17/2025,No
2695,34,9/24/2025,No
3805,31,9/3/2025,No
5486,32,9/9/2025,No
908,34,9/24/2025,No
974,34,9/24/2025,No
931,34,9/24/2025,Remodel Site
3254,31,9/3/2025,No
2782,31,9/3/2025,No
1228,33,9/17/2025,No
973,34,9/24/2025,Remodel Site
3103,31,9/3/2025,No
5060,32,9/9/2025,No
3891,33,9/17/2025,No
1187,31,9/3/2025,No
334,32,9/9/2025,No
1631,33,9/17/2025,No
1723,31,9/3/2025,No
5753,32,9/9/2025,No
2564,32,9/9/2025,No
3404,31,9/3/2025,Remodel Site
1811,33,9/17/2025,No
3102,31,9/3/2025,No
4569,31,9/3/2025,No
1424,33,9/17/2025,No
3612,33,9/17/2025,No
697,34,9/24/2025,No
1081,34,9/24/2025,No
3853,31,9/3/2025,No
1833,32,9/9/2025,No
857,34,9/24/2025,No
1391,34,9/24/2025,Remodel Site
4677,31,9/3/2025,No
1348,32,9/9/2025,No
3825,32,9/9/2025,No
4250,33,9/17/2025,No
1558,33,9/17/2025,No
1029,34,9/24/2025,Remodel Site
5179,34,9/24/2025,No
4340,31,9/3/2025,No
1131,32,9/9/2025,No
1060,32,9/9/2025,Remodel Site
5298,32,9/9/2025,No
2836,33,9/17/2025,No
2000,33,9/17/2025,No
1408,34,9/24/2025,No
3180,31,9/3/2025,No
948,33,9/17/2025,No
4317,31,9/3/2025,No
2472,32,9/9/2025,No
4477,32,9/9/2025,No
877,32,9/9/2025,No
1464,33,9/17/2025,No
5632,31,9/3/2025,No
6879,32,9/9/2025,No
4574,33,9/17/2025,No
858,34,9/24/2025,Remodel Site
1083,34,9/24/2025,No
2697,31,9/3/2025,No
3270,32,9/9/2025,No
3626,33,9/17/2025,No
1155,33,9/17/2025,No
1760,31,9/3/2025,Remodel Site
1238,33,9/17/2025,No
3308,34,9/24/2025,No
3183,34,9/24/2025,No
1608,31,9/3/2025,No
1350,32,9/9/2025,No
52,33,9/17/2025,No
5034,34,9/24/2025,No
5193,31,9/3/2025,No
127,32,9/9/2025,No
2181,31,9/3/2025,No
171,32,9/9/2025,No
338,32,9/9/2025,No
169,33,9/17/2025,No
62,33,9/17/2025,No
4232,33,9/17/2025,No
1746,33,9/17/2025,No
5768,33,9/17/2025,No
4359,31,9/3/2025,No
60,32,9/9/2025,No
179,32,9/9/2025,No
5626,32,9/9/2025,No
5232,33,9/17/2025,No
5861,31,9/3/2025,No
4395,31,9/3/2025,No
5391,34,9/24/2025,No
2241,31,9/3/2025,No
1549,32,9/9/2025,No
1087,34,9/24/2025,No
4530,31,9/3/2025,No
4599,32,9/9/2025,No
1384,33,9/17/2025,No
7296,31,9/3/2025,Remodel Site
3473,32,9/9/2025,No
1507,32,9/9/2025,No
6936,31,9/3/2025,No
4246,32,9/9/2025,No
2784,33,9/17/2025,No
1541,34,9/24/2025,Remodel Site
288,31,9/3/2025,No
1683,32,9/9/2025,No
5717,31,9/3/2025,No
1241,32,9/9/2025,No
4244,33,9/17/2025,No
1349,34,9/24/2025,No
4131,31,9/3/2025,No
1394,32,9/9/2025,No
1551,32,9/9/2025,No
5932,34,9/24/2025,No
6233,31,9/3/2025,No
2335,32,9/9/2025,No
1600,32,9/9/2025,No
8958,31,9/3/2025,No
377,31,9/3/2025,No
2814,34,9/24/2025,No
2875,31,9/3/2025,Remodel Site
1815,32,9/9/2025,No
5789,31,9/3/2025,No
5773,31,9/3/2025,No
940,32,9/9/2025,No
2081,34,9/24/2025,No
4605,31,9/3/2025,No
2396,32,9/9/2025,No
5081,31,9/3/2025,No
5248,31,9/3/2025,No
2840,32,9/9/2025,No
6174,32,9/9/2025,Remodel Site
985,33,9/17/2025,No
1722,33,9/17/2025,No
4757,31,9/3/2025,No
3760,33,9/17/2025,No
2847,33,9/17/2025,No
1943,33,9/17/2025,No
2796,34,9/24/2025,No
3101,31,9/3/2025,No
1167,33,9/17/2025,No
1678,33,9/17/2025,No
3163,31,9/3/2025,No
7601,31,9/3/2025,No
2627,34,9/24/2025,No
1004,34,9/24/2025,No
3988,31,9/3/2025,No
3614,32,9/9/2025,No
4696,31,9/3/2025,No
8930,31,9/3/2025,No
5755,32,9/9/2025,No
2201,32,9/9/2025,No
580,34,9/24/2025,No
6173,31,9/2/2025,No
114,31,9/2/2025,No
4309,33,9/17/2025,No
623,34,9/24/2025,No
5197,31,9/2/2025,No
672,34,9/24/2025,No
2534,31,9/2/2025,No
3271,31,9/2/2025,No
6176,32,9/9/2025,No
909,34,9/24/2025,Remodel Site
803,34,9/24/2025,Remodel Site
7247,31,9/2/2025,No
1880,33,9/17/2025,No
502,34,9/24/2025,Remodel Site
3119,31,9/2/2025,No
2074,33,9/17/2025,No
2485,33,9/17/2025,No
5786,31,9/2/2025,No
935,34,9/24/2025,Remodel Site
4472,31,9/2/2025,No
5308,33,9/17/2025,No
7245,31,9/2/2025,No
862,31,9/2/2025,No
4556,31,9/2/2025,No
2403,32,9/9/2025,No
310,34,9/24/2025,Remodel Site
4506,31,9/2/2025,No
4237,31,9/2/2025,No
6953,32,9/9/2025,No
6960,32,9/9/2025,No
7317,32,9/9/2025,No
4491,33,9/17/2025,No
3172,33,9/17/2025,No
98,34,9/24/2025,Remodel Site
371,31,9/2/2025,No
6323,32,9/9/2025,No
4673,32,9/9/2025,No
4053,33,9/17/2025,No
5810,31,9/2/2025,No
1468,34,9/24/2025,Remodel Site
202,31,9/2/2025,No
4607,33,9/17/2025,No
4443,33,9/17/2025,No
409,34,9/24/2025,No
239,34,9/24/2025,Remodel Site
6963,31,9/2/2025,No
4580,32,9/9/2025,Remodel Site
1118,31,9/2/2025,No
5612,31,9/2/2025,No
2414,33,9/17/2025,No
305,34,9/24/2025,Remodel Site
4111,31,9/2/2025,No
365,34,9/24/2025,No
970,34,9/24/2025,Remodel Site
2322,34,9/24/2025,No
1075,34,9/24/2025,Remodel Site
6930,31,9/2/2025,No
7177,33,9/17/2025,No
1015,33,9/17/2025,No
406,34,9/24/2025,Remodel Site
3384,31,9/2/2025,No
659,34,9/24/2025,No
897,31,9/2/2025,No
2500,32,9/9/2025,New Store
3457,33,9/17/2025,No
5093,33,9/17/2025,No
1249,31,9/2/2025,No
5245,31,9/2/2025,No
1980,34,9/24/2025,Remodel Site
2003,34,9/24/2025,No
5898,31,9/2/2025,No
4582,32,9/9/2025,No
7205,33,9/17/2025,No
3469,34,9/24/2025,No
5867,34,9/24/2025,No
5809,31,9/2/2025,No
5654,32,9/9/2025,No
1907,34,9/24/2025,Remodel Site
1839,34,9/24/2025,No
4194,31,9/2/2025,No
6398,32,9/9/2025,No
5640,32,9/9/2025,No
5609,32,9/9/2025,Remodel Site
4494,32,9/9/2025,No
1427,34,9/24/2025,Remodel Site
3106,31,9/2/2025,No
5455,31,9/2/2025,No
4415,33,9/17/2025,No
2098,34,9/24/2025,No
3207,31,9/2/2025,No
5109,32,9/9/2025,No
5726,33,9/17/2025,No
2726,34,9/24/2025,No
4262,31,9/2/2025,No
3784,34,9/24/2025,No
1264,34,9/24/2025,No
6894,31,9/2/2025,No
3238,33,9/17/2025,No
4478,33,9/17/2025,No
5327,33,9/17/2025,No
1718,34,9/24/2025,No
4520,31,9/2/2025,No
5719,31,9/2/2025,No
3417,31,9/2/2025,No
5265,32,9/9/2025,No
1410,34,9/24/2025,No
1883,34,9/24/2025,Remodel Site
5882,31,9/2/2025,No
6590,32,9/9/2025,No
6397,31,9/2/2025,No
1765,34,9/24/2025,Remodel Site
3370,31,9/2/2025,No
6190,31,9/2/2025,No
7309,32,9/9/2025,No
7262,33,9/17/2025,No
4371,33,9/17/2025,Remodel Site
3660,31,9/2/2025,No
5148,32,9/9/2025,No
4357,33,9/17/2025,No
2574,34,9/24/2025,No
5374,34,9/24/2025,No
3167,31,9/2/2025,No
3517,32,9/9/2025,No
3616,31,9/2/2025,No
761,31,9/2/2025,No
4426,33,9/17/2025,No
2132,31,9/2/2025,No
3520,32,9/9/2025,No
4706,33,9/17/2025,No
3870,33,9/17/2025,No
1107,31,9/2/2025,No
7240,33,9/17/2025,No
5119,33,9/17/2025,No
1476,34,9/24/2025,No
1100,31,9/2/2025,No
789,32,9/9/2025,No
2293,32,9/9/2025,No
3385,33,9/17/2025,No
2691,34,9/24/2025,No
1160,34,9/24/2025,Remodel Site
3059,31,9/2/2025,No
738,31,9/2/2025,No
1294,34,9/24/2025,No
589,34,9/24/2025,No
7020,31,9/2/2025,No
2072,32,9/9/2025,No
2085,32,9/9/2025,No
665,34,9/24/2025,No
1140,34,9/24/2025,No
1891,31,9/2/2025,No
7349,33,9/17/2025,No
3795,33,9/17/2025,No
3212,31,9/2/2025,No
5891,31,9/2/2025,No
670,32,9/8/2025,Remodel Site
507,34,9/24/2025,No
4687,31,9/2/2025,No
938,32,9/8/2025,No
1386,34,9/24/2025,No
5617,34,9/24/2025,No
2365,31,9/2/2025,No
1174,32,9/8/2025,No
3078,31,9/2/2025,No
3709,32,9/8/2025,No
2941,32,9/8/2025,No
3224,33,9/17/2025,No
618,32,9/8/2025,No
317,34,9/24/2025,No
4403,31,9/2/2025,No
2152,31,9/2/2025,No
1153,32,9/8/2025,No
2159,31,9/2/2025,No
4597,31,9/2/2025,No
628,32,9/8/2025,No
454,34,9/24/2025,No
1771,31,9/2/2025,No
343,34,9/24/2025,No
3447,31,9/2/2025,No
2721,33,9/17/2025,No
3693,33,9/17/2025,No
3749,31,9/2/2025,No
5355,31,9/2/2025,No
4609,31,9/2/2025,No
3738,31,9/2/2025,No
5236,31,9/2/2025,No
2783,31,9/2/2025,No
4049,31,9/2/2025,No
222,31,9/2/2025,No
2712,32,9/8/2025,No
1968,34,9/24/2025,Remodel Site
1395,31,9/2/2025,No
1093,31,9/2/2025,No
4664,32,9/8/2025,No
1382,32,9/8/2025,No
3143,33,9/18/2025,No
609,31,9/2/2025,No
3459,31,9/2/2025,No
4514,34,9/24/2025,No
4511,31,9/2/2025,No
4324,33,9/18/2025,No
3843,31,9/2/2025,No
4476,31,9/2/2025,No
1801,32,9/8/2025,No
730,33,9/18/2025,No
4638,31,9/2/2025,No
3401,33,9/18/2025,No
1525,34,9/24/2025,No
3182,31,9/2/2025,No
4065,31,9/2/2025,No
228,32,9/8/2025,No
5879,31,9/2/2025,No
3205,33,9/18/2025,No
6789,31,9/2/2025,No
3733,33,9/18/2025,No
2548,31,9/2/2025,No
1841,34,9/24/2025,No
76,31,9/2/2025,No
348,31,9/2/2025,No
2137,34,9/24/2025,No
2702,31,9/2/2025,No
263,32,9/8/2025,New Store
2996,32,9/8/2025,No
3285,33,9/18/2025,No
5046,34,9/24/2025,No
2463,32,9/8/2025,No
7249,31,9/2/2025,No
3135,32,9/8/2025,No
546,32,9/8/2025,No
4279,33,9/18/2025,No
226,33,9/18/2025,No
576,31,9/2/2025,No
1354,34,9/24/2025,No
1148,31,9/2/2025,No
3572,32,9/8/2025,No
384,32,9/8/2025,No
1216,33,9/18/2025,No
2086,33,9/18/2025,No
185,31,9/2/2025,No
7009,34,9/24/2025,No
992,31,9/2/2025,No
537,32,9/8/2025,No
3777,33,9/18/2025,No
3341,33,9/18/2025,No
3302,33,9/18/2025,No
7238,34,9/24/2025,No
1209,34,9/24/2025,No
1385,34,9/24/2025,No
4252,31,9/2/2025,No
901,32,9/8/2025,No
4163,32,9/8/2025,No
3569,32,9/8/2025,No
3226,33,9/18/2025,No
5287,33,9/18/2025,No
1364,31,9/2/2025,No
861,33,9/18/2025,No
1322,34,9/24/2025,No
1666,34,9/24/2025,No
3371,34,9/24/2025,No
5369,31,9/2/2025,No
579,32,9/8/2025,No
211,33,9/18/2025,No
397,33,9/18/2025,No
1023,34,9/24/2025,No
1243,34,9/24/2025,No
3751,31,9/2/2025,No
1444,32,9/8/2025,No
5165,33,9/18/2025,No
407,33,9/18/2025,No
3428,31,9/2/2025,No
437,33,9/18/2025,No
404,33,9/18/2025,No
705,33,9/18/2025,No
3177,31,9/2/2025,No
3309,32,9/8/2025,No
1225,32,9/8/2025,No
2920,32,9/8/2025,No
706,33,9/18/2025,No
3935,32,9/8/2025,No
1450,34,9/24/2025,Remodel Site
1659,31,9/2/2025,No
4140,32,9/8/2025,No
5420,33,9/18/2025,No
943,33,9/18/2025,No
1360,34,9/24/2025,Remodel Site
358,34,9/24/2025,No
388,34,9/24/2025,No
2175,34,9/24/2025,No
99,34,9/24/2025,No
2607,31,9/2/2025,No
1387,32,9/8/2025,No
1398,32,9/8/2025,No
1079,33,9/18/2025,No
3162,33,9/18/2025,No
5132,33,9/18/2025,No
1177,34,9/24/2025,No
5492,31,9/2/2025,No
5854,32,9/8/2025,No
2672,31,9/2/2025,No
4339,31,9/2/2025,No
392,34,9/24/2025,No
178,34,9/24/2025,Remodel Site
3589,31,9/2/2025,No
2387,32,9/8/2025,No
5172,33,9/18/2025,No
3702,33,9/18/2025,No
3568,31,9/2/2025,Remodel Site
528,32,9/8/2025,No
968,32,9/8/2025,No
1205,33,9/18/2025,No
3066,33,9/18/2025,Remodel Site
994,33,9/18/2025,No
823,34,9/24/2025,Remodel Site
276,34,9/24/2025,No
4678,31,9/2/2025,No
387,34,9/24/2025,No
5806,31,9/2/2025,No
2716,31,9/2/2025,No
2237,32,9/8/2025,No
2988,32,9/8/2025,No
3348,33,9/18/2025,No
5115,31,9/2/2025,No
3852,32,9/8/2025,No
5022,32,9/8/2025,No
450,32,9/8/2025,No
4260,33,9/18/2025,No
2963,33,9/18/2025,No
2591,33,9/18/2025,No
325,34,9/24/2025,Remodel Site
3807,34,9/24/2025,No
3771,34,9/24/2025,No
4849,31,9/2/2025,No
611,34,9/24/2025,Remodel Site
3806,31,9/2/2025,No
5671,33,9/18/2025,No
4690,33,9/18/2025,No
1280,34,9/24/2025,Remodel Site
3498,31,9/2/2025,No
1353,32,9/8/2025,No
989,32,9/8/2025,Remodel Site
3347,33,9/18/2025,No
5173,33,9/18/2025,No
1273,34,9/24/2025,Remodel Site
3355,34,9/24/2025,No
5992,31,9/2/2025,No
1102,32,9/8/2025,No
724,33,9/18/2025,No
369,34,9/24/2025,Remodel Site
3590,31,9/2/2025,No
1136,32,9/8/2025,No
498,32,9/8/2025,No
708,32,9/8/2025,No
1694,33,9/18/2025,No
370,34,9/24/2025,Remodel Site
1604,31,9/2/2025,No
874,32,9/8/2025,No
448,33,9/18/2025,No
3872,31,9/2/2025,Remodel Site
848,32,9/8/2025,No
6932,33,9/18/2025,Remodel Site
341,34,9/24/2025,Remodel Site
4253,34,9/24/2025,No
3857,31,9/2/2025,No
5686,31,9/2/2025,No
2282,32,9/8/2025,Remodel Site
1435,34,9/24/2025,Remodel Site
2651,32,9/8/2025,No
2280,31,9/2/2025,No
2262,32,9/8/2025,No
1705,32,9/8/2025,No
1744,32,9/8/2025,Remodel Site
93,33,9/18/2025,No
688,33,9/18/2025,No
2464,31,9/2/2025,No
1909,32,9/8/2025,No
2141,33,9/18/2025,No
2145,33,9/18/2025,No
2252,33,9/18/2025,No
750,34,9/24/2025,Remodel Site
3081,31,9/2/2025,Remodel Site
1432,32,9/8/2025,No
2445,33,9/18/2025,No
4202,31,9/2/2025,No
3516,31,9/2/2025,No
3581,32,9/8/2025,No
1239,32,9/8/2025,No
1976,33,9/18/2025,No
1285,34,9/24/2025,Remodel Site
1634,34,9/24/2025,Remodel Site
2198,34,9/24/2025,No
2082,31,9/2/2025,No
2447,32,9/8/2025,No
1591,32,9/8/2025,No
1739,32,9/8/2025,Remodel Site
2968,32,9/8/2025,No
1180,32,9/8/2025,No
1642,33,9/18/2025,No
5644,31,9/2/2025,No
1667,32,9/8/2025,Remodel Site
1419,32,9/8/2025,No
569,32,9/8/2025,No
1048,32,9/8/2025,No
1423,33,9/18/2025,No
1611,33,9/18/2025,No
1928,33,9/18/2025,No
1581,34,9/24/2025,No
1695,34,9/24/2025,No
1453,34,9/24/2025,Remodel Site
1267,34,9/24/2025,No
2320,31,9/2/2025,No
591,32,9/8/2025,No
1596,32,9/8/2025,No
1707,33,9/18/2025,No
2073,33,9/18/2025,No
1433,33,9/18/2025,No
1480,33,9/18/2025,No
3505,34,9/24/2025,No
5628,31,9/2/2025,No
254,32,9/8/2025,No
3294,33,9/18/2025,No
5442,33,9/18/2025,No
2032,34,9/24/2025,No
1624,34,9/24/2025,No
200,33,9/18/2025,No
1789,34,9/24/2025,No
3754,31,9/2/2025,No
5039,32,9/8/2025,No
1825,32,9/8/2025,No
2295,32,9/8/2025,No
5343,32,9/8/2025,No
1859,34,9/24/2025,No
2595,34,9/24/2025,No
1179,32,9/8/2025,No
2442,34,9/24/2025,No
2927,31,9/2/2025,No
1579,32,9/8/2025,No
2256,32,9/8/2025,No
1842,32,9/8/2025,No
5372,34,9/24/2025,No
3019,34,9/24/2025,No
5990,34,9/24/2025,No
4206,34,9/24/2025,No
2247,32,9/8/2025,No
1027,32,9/8/2025,No
5658,31,9/2/2025,Remodel Site
2005,32,9/8/2025,Remodel Site
1125,33,9/18/2025,No
1406,33,9/18/2025,No
1217,33,9/18/2025,No
4388,34,9/24/2025,No
2612,34,9/24/2025,No
55,32,9/8/2025,No
92,32,9/8/2025,No
4626,31,9/2/2025,No
1161,32,9/8/2025,No
2694,32,9/8/2025,No
5118,33,9/18/2025,No
5254,33,9/18/2025,No
1321,33,9/18/2025,No
3701,33,9/18/2025,No
2864,34,9/24/2025,No
6586,34,9/24/2025,No
4174,34,9/24/2025,No
5459,31,9/2/2025,No
246,32,9/8/2025,No
81,32,9/8/2025,No
1295,32,9/8/2025,No
1626,32,9/8/2025,No
1097,33,9/18/2025,No
1261,33,9/18/2025,No
4376,34,9/24/2025,No
6971,34,9/24/2025,No
3062,34,9/24/2025,No
3111,34,9/24/2025,No
2465,31,9/2/2025,No
139,32,9/8/2025,No
2761,33,9/18/2025,No
2807,33,9/18/2025,No
1499,33,9/18/2025,No
7304,31,9/2/2025,No
472,32,9/8/2025,Remodel Site
2027,33,9/18/2025,No
281,33,9/18/2025,No
4659,34,9/24/2025,No
4114,34,9/24/2025,No
4504,34,9/24/2025,No
3504,31,9/2/2025,Remodel Site
25,32,9/8/2025,No
59,33,9/18/2025,No
122,33,9/18/2025,No
5062,34,9/24/2025,No
840,34,9/24/2025,No
3880,31,9/2/2025,Remodel Site
108,33,9/18/2025,No
4527,34,9/24/2025,No
2515,32,9/8/2025,No
7320,31,9/2/2025,No
2751,32,9/8/2025,No
806,32,9/8/2025,No
162,33,9/18/2025,No
4141,34,9/24/2025,No
4667,34,9/24/2025,No
3098,34,9/24/2025,No
2689,31,9/2/2025,No
2617,32,9/8/2025,No
3093,32,9/8/2025,No
1472,32,9/8/2025,No
414,33,9/18/2025,No
5982,34,9/24/2025,No
2516,31,9/2/2025,No
5663,31,9/2/2025,Remodel Site
3209,32,9/8/2025,No
1627,32,9/8/2025,No
3799,33,9/18/2025,No
5186,33,9/18/2025,No
7199,33,9/18/2025,Remodel Site
3366,33,9/18/2025,No
3789,33,9/18/2025,No
1590,34,9/24/2025,No
1996,34,9/24/2025,No
1511,34,9/24/2025,Remodel Site
5188,34,9/24/2025,No
7229,31,9/2/2025,No
1637,32,9/8/2025,No
5168,33,9/18/2025,No
1361,33,9/18/2025,No
4100,34,9/24/2025,No
5715,31,9/2/2025,No
5231,32,9/8/2025,No
3217,32,9/8/2025,No
1534,33,9/18/2025,No
2001,33,9/18/2025,No
5864,33,9/18/2025,No
4180,34,9/24/2025,No
1807,34,9/24/2025,Remodel Site
3617,34,9/24/2025,No
7308,31,9/2/2025,No
2737,32,9/8/2025,New Store
998,32,9/8/2025,No
2110,33,9/18/2025,No
3152,33,9/18/2025,No
4434,34,9/24/2025,No
5925,34,9/24/2025,No
3654,31,9/2/2025,No
4498,32,9/8/2025,No
3605,32,9/8/2025,No
3317,34,9/24/2025,No
2839,31,9/2/2025,No
3136,32,9/8/2025,No
4233,32,9/8/2025,No
5043,33,9/18/2025,No
5802,34,9/24/2025,No
6207,31,9/2/2025,No
4561,31,9/2/2025,No
2486,32,9/8/2025,No
6975,33,9/18/2025,No
2699,33,9/18/2025,No
5815,31,9/2/2025,Remodel Site
7209,32,9/8/2025,No
3622,33,9/18/2025,No
7174,33,9/18/2025,No
3844,33,9/18/2025,No
2385,33,9/18/2025,No
5803,34,9/24/2025,No
5824,31,9/2/2025,No
7098,32,9/8/2025,Remodel Site
3637,33,9/18/2025,No
4468,31,9/2/2025,No
4105,32,9/8/2025,No
5059,31,9/2/2025,No
5782,32,9/8/2025,No
5107,31,9/2/2025,Remodel Site
5198,33,9/18/2025,No
2765,31,9/2/2025,No
1725,30,8/27/2025,New Store
2563,31,9/2/2025,No
4128,32,9/8/2025,No
525,33,9/18/2025,No
3050,33,9/18/2025,No
7168,33,9/18/2025,No
2259,34,9/24/2025,Remodel Site
5215,31,9/2/2025,Remodel Site
7072,32,9/8/2025,No
4456,33,9/18/2025,No
7127,32,9/8/2025,No
1822,31,9/2/2025,No
4672,32,9/8/2025,No
6548,32,9/8/2025,No
3311,32,9/8/2025,No
4159,33,9/18/2025,No
4565,33,9/18/2025,No
5808,33,9/18/2025,Remodel Site
4464,33,9/18/2025,No
5859,33,9/18/2025,Remodel Site
3522,34,9/24/2025,Remodel Site
1854,31,9/2/2025,No
3071,32,9/8/2025,No
2026,32,9/8/2025,No
2067,32,9/8/2025,No
2752,33,9/18/2025,No
5793,33,9/18/2025,No
3716,33,9/18/2025,No
3128,34,9/24/2025,Remodel Site
1899,35,10/1/2025,No
1913,35,10/1/2025,No
1915,35,10/1/2025,No
2016,35,10/1/2025,No
2050,35,10/1/2025,No
2051,35,10/1/2025,No
2056,35,10/1/2025,No
2064,35,10/1/2025,No
2213,35,10/1/2025,No
2230,35,10/1/2025,No
2239,35,10/1/2025,No
2250,35,10/1/2025,No
2269,35,10/1/2025,No
2270,35,10/1/2025,No
2274,35,10/1/2025,No
2284,35,10/1/2025,No
2336,35,10/1/2025,No
2338,35,10/1/2025,No
2355,35,10/1/2025,No
2402,35,10/1/2025,No
2412,35,10/1/2025,No
2432,35,10/1/2025,No
2436,35,10/1/2025,No
2494,35,10/1/2025,No
2503,35,10/1/2025,No
2508,35,10/1/2025,No
2529,35,10/1/2025,No
2576,35,10/1/2025,No
2605,35,10/1/2025,No
2628,35,10/1/2025,No
2629,35,10/1/2025,No
2639,35,10/1/2025,No
2649,35,10/1/2025,No
2678,35,10/1/2025,No
2688,35,10/1/2025,No
2696,35,10/1/2025,No
2714,35,10/1/2025,No
2725,35,10/1/2025,No
2766,35,10/1/2025,No
2842,35,10/1/2025,No
2882,35,10/1/2025,No
2891,35,10/1/2025,No
2945,35,10/1/2025,No
3222,35,10/1/2025,No
3255,35,10/1/2025,No
3278,35,10/1/2025,No
3313,35,10/1/2025,No
3430,35,10/1/2025,No
3460,35,10/1/2025,No
3488,35,10/1/2025,No
3860,35,10/1/2025,No
3894,35,10/1/2025,No
3896,35,10/1/2025,No
4102,35,10/1/2025,No
4153,35,10/1/2025,No
4187,35,10/1/2025,No
4249,35,10/1/2025,No
4278,35,10/1/2025,No
4318,35,10/1/2025,No
4330,35,10/1/2025,No
4335,35,10/1/2025,No
4337,35,10/1/2025,No
4370,35,10/1/2025,No
4389,35,10/1/2025,No
4393,35,10/1/2025,No
4399,35,10/1/2025,No
4457,35,10/1/2025,No
4488,35,10/1/2025,No
4497,35,10/1/2025,No
4600,35,10/1/2025,No
4643,35,10/1/2025,No
4644,35,10/1/2025,No
5041,35,10/1/2025,No
5085,35,10/1/2025,No
5160,35,10/1/2025,No
5216,35,10/1/2025,No
5234,35,10/1/2025,No
5252,35,10/1/2025,No
5275,35,10/1/2025,No
5303,35,10/1/2025,No
5309,35,10/1/2025,No
5335,35,10/1/2025,No
5346,35,10/1/2025,No
5370,35,10/1/2025,No
5422,35,10/1/2025,No
5432,35,10/1/2025,No
5438,35,10/1/2025,No
5483,35,10/1/2025,No
5641,35,10/1/2025,No
5709,35,10/1/2025,No
5727,35,10/1/2025,No
5766,35,10/1/2025,No
5779,35,10/1/2025,No
5844,35,10/1/2025,No
5845,35,10/1/2025,No
5890,35,10/1/2025,No
5935,35,10/1/2025,No
6395,35,10/1/2025,No
6878,35,10/1/2025,No
6929,35,10/1/2025,No
7156,35,10/1/2025,No
7294,35,10/1/2025,No
7324,35,10/1/2025,No
184,35,10/1/2025,No
219,35,10/1/2025,No
252,35,10/1/2025,No
307,35,10/1/2025,No
313,35,10/1/2025,No
342,35,10/1/2025,No
