Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
41,243,1160,4.54,74.1%,77.72,6.3%,18.3%,17.7%,93.6%,-0.7%
41,243,1180,4.59,70.5%,82.25,8.2%,15.7%,26.3%,96.8%,-0.9%
41,243,1327,4.49,74.0%,71.47,7.4%,16.1%,35.8%,95.0%,-2.6%
41,243,1476,4.49,68.9%,75.21,3.9%,14.7%,53.3%,90.4%,-3.4%
41,243,2691,4.53,70.6%,79.83,16.5%,14.8%,64.6%,92.7%,
41,243,2968,4.65,84.9%,83.90,5.7%,14.0%,54.1%,96.8%,-1.7%
41,243,7087,4.72,84.6%,85.41,6.2%,14.7%,16.9%,97.5%,-0.7%
41,249,884,4.54,58.9%,73.91,7.6%,17.9%,38.3%,93.0%,-1.7%
41,249,1141,4.52,71.9%,83.86,12.7%,18.1%,43.7%,94.7%,-1.5%
41,249,1459,4.52,72.0%,81.16,-0.6%,13.9%,25.4%,91.7%,-3.1%
41,249,1580,4.47,68.4%,79.05,6.3%,12.7%,48.9%,87.6%,-5.1%
41,249,2787,4.53,72.7%,81.31,4.3%,12.5%,64.3%,90.8%,-3.5%
41,249,3435,4.62,81.4%,88.80,6.5%,16.5%,52.5%,92.5%,
41,249,3529,4.48,54.7%,80.40,-1.1%,10.7%,78.8%,86.4%,-4.3%
41,249,5443,4.41,64.4%,81.56,6.3%,15.4%,51.3%,89.8%,-3.6%
41,249,5483,4.57,57.6%,81.88,5.6%,16.5%,37.7%,92.1%,-2.1%
41,251,828,4.48,63.8%,75.00,8.5%,15.3%,51.4%,93.3%,-2.7%
41,251,902,4.49,57.0%,73.09,5.8%,16.0%,22.4%,95.9%,-0.9%
41,251,995,4.5,66.3%,85.67,4.6%,15.2%,22.8%,94.5%,-2.5%
41,251,996,4.81,70.9%,83.21,7.7%,13.3%,88.0%,95.3%,-1.0%
41,251,1013,4.78,75.2%,86.40,9.2%,13.9%,35.0%,96.6%,-0.4%
41,251,1310,4.51,61.8%,84.43,2.7%,14.6%,4.9%,93.5%,
41,251,1356,4.53,60.8%,81.25,10.5%,17.1%,39.6%,94.4%,-1.5%
41,251,1629,4.69,68.5%,78.06,7.3%,12.9%,42.8%,95.2%,-1.5%
41,251,1991,4.51,65.6%,80.90,9.4%,16.5%,38.6%,91.4%,-2.6%
41,251,4235,4.54,60.9%,79.46,6.6%,16.6%,30.2%,94.3%,-2.7%
41,251,4417,4.47,59.4%,75.85,5.3%,14.6%,45.7%,90.9%,-3.1%
41,253,143,4.57,64.6%,75.40,10.0%,15.6%,31.5%,96.2%,-1.1%
41,253,204,4.63,86.2%,88.46,8.3%,17.4%,29.8%,95.4%,-0.5%
41,253,282,4.57,64.4%,89.15,8.1%,17.1%,53.6%,93.9%,-1.2%
41,253,294,4.6,68.0%,84.19,10.9%,15.4%,53.7%,96.5%,-0.6%
41,253,430,4.62,72.8%,87.20,9.5%,14.9%,44.2%,96.0%,-1.3%
41,253,431,4.65,71.1%,73.14,8.0%,17.0%,75.4%,95.5%,-1.7%
41,253,491,4.5,68.4%,90.10,9.8%,17.8%,37.1%,95.1%,-2.2%
41,253,653,4.48,64.3%,71.95,6.3%,17.9%,36.2%,95.7%,-1.2%
41,253,655,4.47,71.6%,87.12,2.4%,16.5%,29.2%,94.0%,-1.0%
41,253,736,4.61,70.6%,79.64,10.2%,17.6%,29.3%,95.9%,-0.8%
41,253,3362,4.5,69.6%,74.04,2.9%,16.4%,19.7%,95.3%,-1.9%
41,254,257,4.65,71.0%,91.84,8.7%,14.1%,36.1%,96.3%,-0.4%
41,254,299,4.47,59.4%,84.42,7.0%,16.5%,36.2%,94.1%,-2.8%
41,254,333,4.75,73.9%,88.15,7.6%,16.0%,24.0%,97.1%,-1.1%
41,254,694,4.48,66.1%,72.46,10.6%,15.5%,31.5%,94.0%,-2.4%
41,254,701,4.52,69.3%,82.48,9.4%,16.6%,23.5%,95.9%,-1.6%
41,254,1263,4.41,56.0%,75.52,5.3%,16.7%,43.4%,94.3%,-2.6%
41,254,1341,4.55,67.4%,81.67,6.0%,17.0%,39.2%,95.5%,-1.7%
41,254,1676,4.62,68.9%,86.10,8.7%,16.1%,43.2%,96.8%,-1.5%
41,254,3363,4.53,70.8%,84.17,11.4%,16.1%,37.3%,95.7%,-1.8%
41,254,5236,4.52,63.6%,80.45,8.2%,14.4%,20.0%,94.7%,-3.1%
41,254,5728,4.55,66.0%,79.95,12.4%,18.1%,34.6%,95.6%,-1.0%
41,256,445,4.6,67.3%,82.56,9.2%,16.9%,1.8%,94.6%,-1.2%
41,256,589,4.59,65.8%,71.43,6.9%,13.7%,35.9%,94.1%,-3.2%
41,256,709,4.55,68.7%,76.82,6.7%,20.4%,26.3%,92.7%,-2.2%
41,256,729,4.47,70.5%,83.71,7.7%,17.8%,23.1%,92.6%,-1.8%
41,256,760,4.87,80.9%,90.91,2.0%,14.7%,59.1%,98.1%,-0.3%
41,256,1165,4.53,66.7%,76.96,2.9%,17.9%,26.8%,94.3%,-1.9%
41,256,1170,4.66,84.5%,74.26,12.6%,11.8%,116.7%,93.2%,-3.8%
41,256,1675,4.54,73.7%,73.39,9.2%,15.1%,23.6%,94.9%,-1.7%
41,256,4118,4.64,67.4%,78.50,10.7%,15.6%,38.1%,94.5%,-2.1%
41,256,6931,4.54,74.0%,81.99,8.5%,9.2%,43.2%,90.5%,-5.8%
41,257,569,4.65,77.5%,78.95,7.3%,17.1%,22.1%,96.5%,-1.2%
41,257,665,4.56,73.3%,80.00,7.8%,17.8%,44.9%,95.8%,-0.8%
41,257,689,4.47,69.9%,74.45,6.8%,18.7%,24.0%,93.9%,-0.9%
41,257,711,4.54,78.4%,80.53,6.6%,18.1%,15.8%,93.8%,-1.0%
41,257,719,4.52,60.9%,73.67,8.5%,17.1%,31.9%,95.4%,
41,257,825,4.67,82.3%,84.14,10.6%,15.1%,33.1%,97.7%,-1.0%
41,257,1048,4.6,80.9%,75.19,8.9%,14.6%,56.5%,95.9%,-1.5%
41,257,1190,4.62,65.5%,73.62,7.9%,17.2%,26.6%,95.7%,-1.0%
41,257,1234,4.77,78.2%,76.39,9.1%,14.4%,26.1%,95.9%,-1.9%
41,257,2654,4.68,69.5%,74.84,7.5%,14.0%,30.7%,97.0%,-1.2%
41,260,493,4.55,66.1%,89.49,7.8%,14.8%,27.1%,95.9%,-1.3%
41,260,507,4.58,68.1%,89.01,12.5%,16.2%,38.6%,95.5%,-1.5%
41,260,519,4.5,65.3%,83.11,9.6%,15.0%,49.7%,95.0%,-2.0%
41,260,571,4.45,60.5%,90.51,8.8%,15.6%,47.3%,95.3%,
41,260,584,4.46,54.7%,67.91,6.2%,15.5%,13.1%,95.5%,-1.6%
41,260,692,4.54,62.0%,80.68,6.7%,16.0%,14.4%,96.0%,-1.2%
41,260,720,4.46,69.4%,81.70,6.5%,16.5%,20.7%,94.5%,-3.1%
41,260,1210,4.44,67.6%,75.95,6.7%,14.4%,19.0%,93.2%,-2.1%
41,260,2628,4.44,63.5%,79.34,6.1%,16.3%,67.1%,93.6%,-3.3%
41,260,2783,4.47,68.9%,91.51,7.9%,12.9%,45.0%,93.0%,-4.5%
41,271,196,4.52,58.7%,78.88,2.2%,11.7%,19.9%,94.0%,-3.8%
41,271,216,4.54,64.1%,82.35,8.6%,17.8%,46.7%,94.8%,-1.8%
41,271,222,4.59,65.4%,77.96,2.9%,11.7%,14.2%,95.0%,-2.3%
41,271,233,4.7,59.0%,87.43,10.0%,14.9%,64.8%,95.5%,-1.6%
41,271,237,4.57,58.1%,76.92,5.6%,16.0%,21.4%,95.7%,-1.4%
41,271,252,4.65,79.2%,82.56,8.3%,14.6%,41.7%,97.1%,-1.9%
41,271,262,4.5,62.6%,76.55,6.1%,14.1%,35.9%,94.8%,-2.2%
41,271,302,4.62,62.4%,80.00,15.7%,12.9%,25.1%,95.3%,-2.2%
41,271,352,4.84,74.8%,89.69,8.9%,10.8%,59.7%,96.9%,-0.7%
41,271,596,4.66,71.9%,95.60,11.7%,13.9%,60.2%,97.6%,-1.2%
41,271,833,4.71,60.8%,86.70,5.5%,14.3%,15.0%,96.7%,-0.7%
41,482,923,4.48,59.1%,78.39,3.8%,16.9%,34.7%,88.6%,
41,482,1275,4.48,65.9%,80.07,9.0%,15.6%,66.1%,95.3%,
41,482,1518,4.48,65.8%,83.87,-0.2%,14.0%,23.1%,86.6%,
41,482,1557,4.38,67.1%,61.17,-4.6%,12.9%,8.7%,86.6%,
41,482,1601,4.61,65.7%,81.91,9.8%,15.6%,64.2%,92.7%,-1.8%
41,482,1655,4.45,65.3%,68.17,6.6%,17.0%,23.3%,94.2%,-1.4%
41,482,2786,4.45,70.4%,85.05,4.3%,14.6%,62.2%,90.7%,
41,482,2788,4.44,64.4%,64.94,2.4%,15.5%,23.2%,91.9%,-2.1%
41,482,3781,4.46,80.7%,54.40,7.5%,13.8%,126.1%,82.3%,-4.9%
41,482,6476,4.57,62.1%,87.23,5.4%,16.3%,27.9%,90.8%,-1.3%
41,580,492,4.53,62.0%,79.10,5.1%,15.7%,11.2%,93.5%,-1.5%
41,580,566,4.59,66.7%,79.63,10.7%,14.2%,33.7%,97.1%,-1.1%
41,580,617,4.85,76.7%,90.70,8.8%,10.2%,36.1%,95.5%,-0.5%
41,580,870,4.46,64.0%,80.42,7.3%,18.4%,46.3%,93.7%,-0.8%
41,580,1002,4.65,66.5%,92.11,5.6%,17.0%,42.2%,95.0%,-0.5%
41,580,1026,4.51,65.0%,85.93,5.2%,17.4%,30.9%,94.5%,-1.2%
41,580,1162,4.57,69.7%,87.76,5.9%,17.7%,36.7%,95.5%,-0.7%
41,580,1371,4.44,58.7%,87.26,8.0%,15.5%,29.2%,94.4%,-3.2%
41,580,1783,4.65,66.2%,82.88,5.9%,15.2%,37.7%,95.1%,-1.1%
41,580,2563,4.6,71.2%,85.56,8.0%,14.7%,49.8%,96.1%,-1.4%
41,580,4216,4.66,78.2%,82.06,6.0%,15.1%,25.0%,95.2%,-2.1%
42,127,87,4.5,68.0%,61.45,10.7%,14.9%,40.1%,94.6%,-2.2%
42,127,116,4.74,75.0%,92.16,7.1%,5.9%,36.7%,93.3%,-2.0%
42,127,278,4.47,66.3%,76.14,7.8%,15.0%,68.7%,90.9%,-3.1%
42,127,323,4.76,83.3%,60.12,11.7%,11.2%,58.1%,94.7%,-2.1%
42,127,376,4.41,73.8%,67.00,5.7%,15.8%,31.9%,91.9%,-2.0%
42,127,448,4.55,70.7%,65.56,6.5%,3.5%,54.7%,94.8%,-2.8%
42,127,450,4.45,68.2%,72.58,12.5%,13.6%,51.7%,93.7%,-2.9%
42,127,876,4.53,62.4%,64.36,7.5%,14.1%,20.5%,94.3%,-2.4%
42,127,1169,4.67,82.7%,78.66,8.3%,14.0%,64.4%,95.9%,-1.1%
42,127,3868,4.45,65.8%,71.83,7.2%,12.9%,36.5%,91.1%,-2.9%
42,127,6932,4.55,75.3%,73.26,9.0%,13.6%,33.7%,94.9%,-2.4%
42,135,23,4.5,69.4%,79.89,5.8%,16.3%,23.3%,93.7%,-2.0%
42,135,98,4.67,75.6%,88.19,6.7%,12.3%,41.4%,95.0%,-0.5%
42,135,149,4.7,76.4%,66.85,6.6%,13.4%,70.2%,97.0%,-1.0%
42,135,244,4.7,73.0%,83.73,6.2%,11.5%,62.7%,96.6%,-0.5%
42,135,307,4.51,75.2%,80.86,5.8%,15.5%,50.7%,93.9%,-2.6%
42,135,976,4.68,66.3%,83.54,5.4%,14.8%,40.2%,95.8%,-0.9%
42,135,1108,4.73,74.5%,86.88,4.6%,12.0%,37.8%,96.1%,-0.9%
42,135,1109,4.77,72.0%,86.02,11.6%,13.1%,31.3%,96.5%,-1.0%
42,135,1110,4.57,61.7%,87.16,9.5%,15.4%,67.0%,95.7%,-0.8%
42,135,1193,4.63,80.7%,79.40,9.0%,13.2%,82.8%,94.5%,-2.0%
42,321,16,4.45,72.0%,74.06,7.2%,17.9%,26.9%,97.0%,-0.5%
42,321,55,4.75,78.6%,84.16,7.9%,14.2%,38.8%,98.0%,-0.5%
42,321,66,4.49,72.8%,74.24,8.3%,16.6%,19.4%,96.9%,-0.5%
42,321,67,4.58,68.9%,77.33,5.9%,18.8%,29.6%,97.4%,-0.3%
42,321,125,4.48,75.8%,83.60,8.6%,17.8%,39.6%,97.2%,-1.3%
42,321,141,4.46,66.2%,73.63,8.5%,18.3%,48.7%,96.5%,-1.9%
42,321,209,4.65,79.7%,79.76,3.6%,14.3%,40.2%,96.5%,-0.9%
42,321,230,4.71,80.9%,85.06,7.4%,12.2%,65.4%,97.8%,-0.4%
42,321,279,4.62,76.4%,89.05,8.0%,16.5%,58.0%,97.0%,-0.7%
42,321,358,4.57,71.2%,83.83,11.6%,16.7%,35.7%,97.0%,-0.5%
42,321,388,4.5,71.4%,87.22,6.3%,14.8%,33.9%,96.8%,-1.3%
42,321,3231,4.7,74.3%,81.62,8.6%,16.3%,36.0%,96.8%,-0.5%
42,322,2,4.55,59.9%,85.11,8.1%,18.2%,36.8%,95.9%,-0.3%
42,322,54,4.47,67.0%,82.56,7.4%,15.8%,31.3%,95.6%,-1.7%
42,322,76,4.52,73.2%,85.16,7.6%,16.8%,19.7%,95.6%,-1.3%
42,322,144,4.35,57.9%,75.31,8.3%,18.0%,63.0%,94.3%,-1.7%
42,322,359,4.39,62.1%,84.08,11.8%,16.6%,69.4%,94.1%,-2.5%
42,322,373,4.58,64.0%,89.41,8.3%,14.1%,72.1%,96.6%,-1.6%
42,322,914,4.63,63.5%,90.80,9.4%,16.4%,24.8%,96.7%,-0.8%
42,323,1,4.46,62.3%,74.34,7.7%,18.8%,48.7%,95.4%,-1.4%
42,323,4,4.32,67.6%,77.92,6.5%,18.3%,28.1%,95.4%,-1.5%
42,323,100,4.41,57.5%,78.06,12.4%,16.7%,114.7%,95.5%,-0.7%
42,323,4108,4.38,70.6%,75.73,8.1%,15.9%,50.3%,95.4%,-1.3%
42,323,5260,4.5,70.3%,64.64,9.0%,16.9%,41.0%,95.2%,-1.1%
42,323,5261,4.35,64.4%,72.83,9.6%,16.1%,32.5%,95.8%,-1.1%
42,324,85,4.41,64.7%,82.83,10.5%,17.4%,27.4%,94.0%,-2.0%
42,324,124,4.44,74.7%,57.37,8.5%,10.0%,81.0%,93.2%,-3.1%
42,324,126,4.47,68.9%,89.02,9.0%,12.2%,53.5%,93.4%,-3.4%
42,324,3230,4.41,62.9%,75.61,11.7%,17.6%,34.5%,93.1%,-2.5%
42,324,4460,4.48,73.0%,78.26,12.4%,15.3%,19.1%,92.9%,-2.3%
42,324,5244,4.42,68.1%,79.42,8.0%,15.1%,35.6%,92.3%,-2.4%
42,324,5706,4.47,70.4%,85.93,11.6%,13.4%,23.7%,93.6%,-3.3%
42,325,33,4.59,70.5%,84.79,7.5%,15.3%,42.7%,97.6%,-0.5%
42,325,52,4.6,71.5%,85.97,7.8%,16.6%,40.5%,96.4%,-1.3%
42,325,58,4.41,59.9%,78.18,7.9%,18.5%,37.4%,96.5%,-1.5%
42,325,127,4.52,74.1%,71.13,12.2%,15.9%,28.1%,97.0%,-1.0%
42,325,133,4.71,74.7%,88.65,4.4%,11.4%,36.6%,98.0%,-1.4%
42,325,261,4.54,78.0%,82.49,11.6%,19.0%,48.8%,96.2%,-1.4%
42,325,296,4.61,68.0%,90.38,9.6%,16.0%,23.4%,97.4%,-0.8%
42,325,318,4.54,74.7%,74.34,11.6%,15.1%,18.8%,96.7%,-1.4%
42,325,336,4.61,77.4%,86.61,10.7%,17.2%,29.4%,96.6%,-0.7%
42,325,1065,4.54,72.5%,85.39,9.9%,14.4%,33.2%,96.9%,-1.8%
42,325,5433,4.73,75.5%,95.07,7.0%,17.6%,28.5%,97.1%,-1.0%
42,326,5,4.54,66.6%,83.05,9.3%,18.1%,34.7%,96.2%,-1.9%
42,326,7,4.47,70.7%,88.79,6.9%,16.6%,24.1%,94.1%,-1.8%
42,326,8,4.52,69.3%,82.38,9.9%,16.5%,16.6%,95.8%,-1.4%
42,326,24,4.61,71.1%,82.96,2.9%,14.6%,27.0%,96.3%,
42,326,169,4.65,67.7%,90.96,13.3%,13.4%,55.7%,96.7%,
42,326,1105,4.49,78.2%,78.28,15.3%,14.4%,61.9%,94.0%,-3.7%
42,326,2575,4.56,67.2%,93.06,12.2%,17.2%,39.6%,96.1%,-1.8%
42,326,2587,4.48,73.2%,87.80,8.8%,17.5%,30.5%,95.3%,-2.2%
42,326,4168,4.64,68.9%,87.39,10.3%,16.8%,37.0%,96.7%,-1.1%
42,327,83,4.43,70.1%,70.00,9.5%,15.5%,20.1%,95.0%,-1.0%
42,327,102,4.58,83.0%,82.57,7.2%,16.7%,38.3%,95.2%,
42,327,167,4.55,73.0%,82.72,7.4%,15.5%,15.9%,96.2%,-1.0%
42,327,171,4.54,76.0%,78.00,11.3%,14.4%,34.8%,95.7%,-1.4%
42,327,289,4.79,82.0%,95.00,7.8%,13.9%,69.4%,97.3%,-1.1%
42,327,339,4.85,69.5%,78.08,5.5%,11.2%,105.1%,95.9%,-1.5%
42,327,348,4.6,69.2%,83.93,10.2%,17.1%,70.2%,95.0%,-2.1%
42,327,530,4.56,70.7%,86.47,6.5%,13.8%,30.8%,95.5%,-3.3%
42,327,714,4.63,83.5%,80.40,3.9%,13.2%,50.1%,95.5%,-1.1%
42,327,3331,4.38,67.8%,60.08,11.1%,14.5%,37.5%,92.6%,-3.1%
42,328,11,4.39,66.7%,90.12,10.1%,19.6%,69.0%,95.4%,-1.2%
42,328,18,4.57,71.8%,89.42,10.2%,14.0%,32.0%,96.2%,-1.5%
42,328,57,4.68,77.8%,94.78,9.9%,13.4%,100.6%,96.1%,-0.8%
42,328,71,4.6,64.3%,89.11,8.2%,16.6%,37.9%,96.1%,-0.9%
42,328,119,4.46,68.9%,86.82,8.1%,18.8%,30.0%,95.2%,-0.9%
42,328,157,4.44,62.9%,69.06,9.7%,18.3%,65.1%,95.5%,-1.9%
42,328,160,4.55,63.1%,79.57,5.4%,18.7%,18.9%,95.9%,-0.7%
42,328,281,4.58,74.0%,77.78,6.0%,19.8%,71.4%,96.2%,-0.5%
42,328,788,4.55,61.5%,77.25,9.2%,16.5%,33.0%,96.1%,-0.9%
42,328,1114,4.5,73.1%,81.52,6.7%,16.9%,14.8%,96.4%,-0.8%
42,328,1147,4.59,69.2%,90.71,5.4%,15.8%,11.8%,96.9%,-0.3%
42,334,13,4.44,62.0%,87.68,10.3%,16.7%,29.6%,96.7%,-0.6%
42,334,17,4.44,69.6%,85.54,10.7%,17.6%,32.1%,95.4%,-2.2%
42,334,34,4.53,66.0%,93.96,9.8%,17.2%,32.5%,95.8%,-1.1%
42,334,48,4.48,52.9%,86.22,11.1%,16.2%,22.5%,96.0%,-1.2%
42,334,59,4.39,66.0%,91.51,10.4%,16.9%,47.9%,95.3%,-3.1%
42,334,79,4.47,67.2%,84.33,14.2%,14.8%,49.9%,95.2%,-2.3%
42,334,92,4.55,66.7%,89.47,10.2%,15.7%,29.8%,97.3%,-0.7%
42,334,267,4.39,69.6%,83.67,8.4%,16.2%,30.4%,95.2%,-1.7%
42,334,338,4.64,55.3%,80.11,8.6%,13.6%,42.8%,97.1%,-1.6%
42,334,888,4.59,64.0%,84.62,8.9%,13.5%,50.1%,96.9%,-1.6%
42,334,7249,4.6,70.8%,92.05,11.5%,14.9%,35.2%,97.5%,-0.6%
44,47,38,4.6,75.2%,78.57,4.2%,16.8%,25.3%,95.9%,-1.4%
44,47,49,4.62,70.7%,84.40,2.3%,15.0%,26.5%,95.3%,-1.5%
44,47,117,4.62,77.7%,84.30,7.6%,16.7%,106.9%,95.4%,-1.7%
44,47,131,4.57,63.3%,65.56,6.1%,17.4%,42.4%,93.5%,-2.4%
44,47,148,4.44,61.9%,65.06,9.2%,17.6%,38.5%,93.0%,-2.1%
44,47,181,4.66,72.8%,90.51,5.8%,14.9%,12.7%,97.0%,-1.3%
44,47,226,4.54,65.8%,75.00,5.9%,16.7%,47.8%,95.8%,-0.8%
44,47,240,4.66,75.8%,84.38,6.9%,13.9%,21.0%,95.2%,-2.1%
44,47,417,4.5,64.3%,73.02,7.6%,19.3%,26.4%,93.3%,-1.1%
44,47,427,4.49,66.8%,76.96,8.7%,17.7%,41.5%,92.9%,-2.3%
44,47,468,4.64,73.1%,84.00,5.1%,15.3%,34.9%,95.3%,-1.3%
44,47,2123,4.57,70.1%,68.35,6.0%,17.7%,51.6%,93.2%,-2.2%
44,344,108,4.57,68.2%,79.80,6.9%,14.5%,14.7%,96.2%,-1.0%
44,344,132,4.63,72.3%,85.26,6.9%,14.7%,14.4%,96.8%,-0.5%
44,344,134,4.63,71.7%,74.46,4.9%,17.6%,25.6%,95.2%,-0.6%
44,344,150,4.58,69.4%,88.08,5.8%,17.8%,26.8%,95.3%,-0.3%
44,344,178,4.61,64.0%,82.47,5.8%,12.0%,53.4%,96.7%,-1.5%
44,344,221,4.39,57.4%,54.33,8.8%,17.7%,41.0%,93.5%,-1.5%
44,344,227,4.49,68.3%,84.73,6.5%,15.1%,26.6%,96.1%,-1.5%
44,344,392,4.44,58.8%,82.12,2.5%,15.8%,25.0%,91.9%,-1.0%
44,344,499,4.53,60.4%,82.10,2.7%,18.3%,35.9%,94.1%,-1.5%
44,344,564,4.47,69.2%,54.23,3.3%,15.8%,46.9%,92.2%,-2.7%
44,344,622,4.33,63.0%,69.98,7.7%,16.9%,43.5%,91.9%,-1.9%
44,345,41,4.43,60.6%,81.67,6.6%,19.1%,39.6%,95.5%,-0.8%
44,345,136,4.78,73.7%,91.86,17.6%,10.4%,61.8%,96.8%,-1.1%
44,345,168,4.48,66.8%,82.28,6.9%,17.8%,46.4%,94.9%,-2.2%
44,345,207,4.64,59.4%,80.95,8.3%,14.3%,38.7%,96.6%,-1.3%
44,345,246,4.62,69.0%,90.52,10.5%,16.9%,33.4%,96.2%,-0.5%
44,345,576,4.54,65.4%,78.34,12.7%,16.0%,57.7%,93.1%,-3.2%
44,345,823,4.56,67.9%,75.92,8.7%,17.3%,23.9%,95.3%,-1.5%
44,345,838,4.46,61.8%,87.21,7.0%,19.2%,30.9%,94.2%,-1.2%
44,345,3055,4.47,59.5%,81.94,6.8%,16.7%,25.4%,95.1%,-1.5%
44,347,10,4.51,73.3%,84.60,6.5%,18.5%,38.7%,95.3%,-0.6%
44,347,12,4.49,69.3%,73.32,6.1%,18.6%,29.2%,95.7%,-0.5%
44,347,22,4.54,65.3%,72.99,5.9%,18.3%,19.9%,95.7%,-1.2%
44,347,28,4.57,71.9%,81.33,3.7%,17.0%,27.7%,95.4%,-0.7%
44,347,50,4.62,71.6%,60.10,9.2%,15.6%,45.4%,96.7%,-0.8%
44,347,63,4.57,73.8%,84.43,6.7%,14.7%,24.2%,97.2%,-1.2%
44,347,81,4.59,72.7%,75.69,3.6%,14.4%,20.7%,96.9%,-1.0%
44,347,90,4.59,90.4%,82.06,7.9%,17.7%,34.7%,96.7%,-0.9%
44,347,130,4.49,69.8%,74.45,4.8%,18.1%,44.1%,95.0%,-1.4%
44,347,374,4.57,68.9%,75.46,9.9%,16.9%,21.1%,96.3%,-0.7%
44,349,113,4.56,66.3%,72.29,6.0%,17.7%,23.3%,95.3%,-0.9%
44,349,162,4.73,76.0%,85.28,5.9%,11.4%,44.0%,96.3%,-0.2%
44,349,269,4.54,71.4%,82.42,4.0%,15.2%,32.5%,94.9%,-2.5%
44,349,271,4.64,77.8%,84.88,7.2%,14.8%,21.8%,95.9%,-1.0%
44,349,414,4.55,65.8%,88.06,4.0%,14.9%,10.6%,95.3%,-1.8%
44,349,420,4.54,71.0%,84.59,6.3%,16.1%,34.9%,95.8%,-1.3%
44,349,479,4.58,69.5%,76.16,5.1%,17.9%,25.9%,96.3%,-1.0%
44,349,607,4.81,73.2%,94.92,9.9%,9.9%,42.1%,96.6%,-0.6%
44,349,893,4.82,74.1%,90.63,5.7%,12.2%,69.4%,96.1%,-0.6%
44,349,1116,4.5,67.7%,84.97,8.5%,18.0%,34.9%,95.2%,-1.0%
44,349,1148,4.6,77.6%,82.68,7.6%,17.8%,29.4%,95.8%,-1.0%
44,349,3229,4.74,73.3%,90.50,6.5%,14.9%,79.0%,96.7%,-0.9%
44,349,5071,4.55,70.5%,82.65,7.2%,19.0%,32.9%,94.9%,-1.2%
44,350,129,4.4,68.5%,76.64,9.0%,15.0%,61.0%,93.2%,-2.4%
44,350,147,4.5,67.6%,74.44,7.7%,16.9%,30.1%,93.9%,-2.0%
44,350,151,4.55,67.2%,80.97,5.1%,17.9%,23.9%,94.4%,-1.2%
44,350,158,4.61,72.4%,82.67,8.6%,17.4%,36.7%,94.6%,-1.1%
44,350,185,4.57,68.9%,60.63,9.8%,17.1%,63.9%,93.5%,-2.2%
44,350,225,4.72,68.5%,78.74,5.9%,14.3%,23.2%,96.6%,-1.5%
44,350,232,4.72,70.0%,84.76,4.0%,16.6%,57.3%,96.0%,-0.8%
44,350,947,4.49,62.8%,69.55,10.1%,18.4%,73.2%,93.8%,-2.5%
44,350,975,4.53,66.2%,70.74,9.0%,17.5%,107.1%,92.9%,-2.5%
44,350,1043,4.73,66.5%,77.45,7.2%,15.5%,12.9%,96.5%,-1.4%
44,350,1295,4.59,70.7%,74.32,7.5%,14.6%,19.7%,94.4%,-1.2%
44,351,31,4.59,72.3%,68.28,5.5%,18.5%,23.2%,95.1%,-0.8%
44,351,47,4.52,74.1%,60.90,3.1%,16.4%,11.4%,94.4%,-1.1%
44,351,103,4.5,64.6%,50.64,6.9%,18.4%,28.3%,94.3%,-1.8%
44,351,121,4.53,65.2%,69.84,1.8%,15.1%,20.4%,95.1%,-1.7%
44,351,123,4.62,74.3%,86.09,7.4%,16.8%,28.3%,94.8%,-1.3%
44,351,210,4.66,80.0%,83.52,6.0%,10.8%,32.1%,94.4%,-3.5%
44,351,231,4.48,66.4%,71.81,2.4%,18.2%,34.5%,92.8%,-1.5%
44,351,247,4.62,82.4%,92.59,7.3%,11.0%,32.1%,94.7%,-1.1%
44,351,276,4.72,75.5%,89.01,7.9%,15.3%,56.7%,96.7%,-0.8%
44,351,340,4.59,66.8%,86.81,9.2%,17.8%,31.7%,95.9%,-0.4%
44,352,137,4.51,65.4%,87.15,3.7%,17.3%,32.3%,94.7%,-2.2%
44,352,360,4.61,67.6%,81.53,4.2%,14.4%,24.6%,96.2%,-2.1%
44,352,387,4.71,71.1%,83.60,7.7%,14.9%,18.6%,96.7%,-0.8%
44,352,389,4.38,68.2%,75.53,6.9%,18.0%,45.7%,91.4%,-2.1%
44,352,1626,4.41,62.7%,69.72,8.7%,16.6%,52.4%,92.2%,-2.6%
44,352,2803,4.41,60.2%,71.43,12.6%,17.6%,70.8%,90.9%,-2.1%
44,352,2804,4.44,70.6%,78.43,9.7%,14.9%,78.3%,92.9%,-2.9%
44,352,3430,4.48,65.7%,78.44,4.3%,14.6%,23.6%,94.0%,-2.1%
44,352,4195,4.5,63.8%,79.13,8.6%,17.5%,20.1%,93.3%,
44,352,4241,4.49,59.7%,81.39,4.9%,18.9%,12.2%,94.6%,-1.7%
44,353,139,4.68,75.1%,70.66,6.5%,14.1%,20.9%,96.0%,-1.2%
44,353,212,4.56,66.4%,72.56,9.9%,17.5%,39.7%,94.8%,-1.5%
44,353,277,4.48,70.5%,63.80,4.9%,16.9%,48.7%,93.7%,-1.7%
44,353,517,4.44,64.7%,68.07,9.0%,17.7%,32.1%,93.6%,-0.9%
44,353,544,4.5,64.9%,76.36,7.0%,15.1%,36.1%,92.4%,-2.3%
44,353,743,4.51,66.9%,73.30,2.4%,14.7%,40.4%,91.9%,-2.2%
44,353,1056,4.53,63.6%,71.33,12.4%,17.3%,33.0%,94.9%,-1.0%
