Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
4,42,1144,4.6,68.0%,61.90,6.0%,12.3%,47.8%,94.6%,-0.3%
4,42,1281,4.53,65.4%,78.81,7.3%,15.6%,33.8%,91.9%,-2.2%
4,42,1603,4.72,68.4%,80.83,4.9%,12.7%,39.8%,96.1%,-1.2%
4,42,2806,4.46,63.4%,74.68,9.9%,17.1%,58.1%,90.6%,-2.5%
4,42,3733,4.6,62.6%,76.62,8.0%,16.9%,72.8%,91.0%,-1.9%
4,42,4237,4.61,69.7%,79.87,8.7%,16.7%,73.7%,91.5%,-2.2%
4,42,4593,4.57,66.1%,80.56,10.5%,16.4%,63.1%,92.7%,-2.5%
4,294,1036,4.51,65.3%,74.82,5.1%,16.8%,44.2%,94.2%,-1.4%
4,294,1179,4.54,63.9%,70.23,7.1%,14.9%,47.3%,91.8%,-2.6%
4,294,1217,4.55,71.4%,69.76,5.0%,16.9%,22.5%,94.8%,-2.0%
4,294,1242,4.48,69.9%,59.84,7.9%,17.2%,47.3%,92.8%,-2.5%
4,294,1317,4.48,72.6%,38.67,6.1%,14.9%,31.8%,89.5%,-4.3%
4,294,1663,4.6,60.5%,72.92,5.3%,19.3%,30.1%,95.0%,-1.6%
4,294,1795,4.65,66.7%,87.20,8.7%,16.8%,113.2%,95.3%,-2.6%
4,294,2440,4.47,66.1%,61.02,6.0%,17.6%,50.4%,92.8%,-3.2%
4,294,4334,4.52,65.6%,69.11,8.5%,15.4%,51.4%,93.3%,-2.8%
4,294,4428,4.61,64.2%,57.81,5.6%,9.0%,55.4%,93.8%,-3.0%
4,300,1166,4.72,61.3%,66.67,11.1%,12.9%,54.0%,95.7%,-0.5%
4,300,1268,4.52,64.6%,76.98,5.8%,15.2%,20.9%,92.3%,-2.3%
4,300,1348,4.45,58.7%,73.40,2.9%,18.6%,36.1%,90.8%,-2.2%
4,300,1352,4.6,68.4%,87.38,7.3%,16.1%,14.5%,94.3%,-1.3%
4,300,1392,4.37,54.9%,70.81,4.1%,15.3%,59.6%,90.0%,-3.7%
4,300,1767,4.53,76.1%,85.34,8.6%,18.4%,55.0%,93.4%,-1.8%
4,300,2580,4.61,63.5%,90.35,5.5%,15.2%,29.0%,94.9%,-2.8%
4,300,2772,4.66,67.3%,82.31,6.5%,18.3%,27.1%,94.8%,-1.2%
4,300,4065,4.26,55.7%,78.60,-0.5%,17.0%,30.3%,89.0%,-1.8%
4,300,4273,4.53,61.0%,87.20,9.2%,18.3%,48.0%,92.1%,-2.5%
4,300,7243,4.45,65.6%,87.50,7.9%,12.4%,39.7%,92.2%,-1.7%
4,310,1155,4.65,70.9%,83.97,3.2%,16.8%,24.4%,95.7%,-1.8%
4,310,1238,4.52,59.8%,90.20,-1.5%,14.7%,16.6%,92.1%,-4.0%
4,310,1261,4.58,66.3%,84.40,3.5%,15.4%,27.0%,93.3%,-3.1%
4,310,1312,4.61,71.5%,84.89,2.2%,14.0%,17.2%,96.3%,-2.9%
4,310,1774,4.51,61.9%,91.67,2.8%,15.9%,22.8%,93.5%,-3.2%
4,310,2929,4.62,70.9%,88.76,3.3%,16.7%,46.9%,93.7%,-2.4%
4,310,3595,4.51,64.5%,90.49,2.5%,17.1%,46.4%,93.4%,-2.4%
4,310,5489,4.67,69.3%,91.02,10.6%,11.6%,64.2%,95.2%,-3.2%
4,310,5787,4.51,66.6%,86.33,4.6%,14.7%,12.3%,93.6%,-3.0%
4,310,6879,4.59,60.5%,87.64,3.9%,13.9%,34.8%,93.4%,-3.5%
4,310,6958,4.6,66.7%,90.14,6.4%,17.9%,27.8%,95.9%,-2.0%
5,44,1455,4.45,71.1%,59.29,6.3%,12.3%,21.9%,92.1%,-4.4%
5,44,1801,4.7,63.1%,92.06,-2.5%,15.9%,-12.5%,92.7%,-3.2%
5,44,2978,4.56,78.2%,58.74,7.2%,15.4%,29.9%,92.9%,-3.0%
5,44,3284,4.49,64.3%,53.01,17.7%,13.4%,190.6%,94.7%,-3.1%
5,44,3285,4.48,71.1%,74.87,-0.2%,12.0%,12.2%,90.0%,-3.5%
5,44,3631,4.51,71.6%,78.20,9.2%,14.1%,27.2%,94.0%,-3.0%
5,44,4279,4.52,60.2%,66.22,7.0%,15.8%,13.0%,92.3%,-3.7%
5,44,4503,4.45,67.7%,68.44,1.4%,12.6%,18.2%,89.2%,
5,44,5147,4.5,75.7%,62.81,6.4%,14.5%,45.3%,90.4%,-4.3%
5,45,251,4.56,74.4%,80.84,7.8%,18.5%,32.4%,96.5%,-1.2%
5,45,265,4.45,64.3%,74.05,7.8%,15.9%,26.7%,93.9%,-1.5%
5,45,412,4.5,66.9%,67.69,4.8%,16.9%,31.0%,94.3%,-2.5%
5,45,516,4.5,75.0%,87.15,3.7%,16.2%,29.5%,92.6%,-2.5%
5,45,827,4.52,69.4%,91.61,9.6%,18.3%,37.3%,94.8%,-1.3%
5,45,1022,4.55,74.9%,83.60,1.9%,13.2%,13.8%,93.7%,-2.2%
5,45,1044,4.51,67.7%,84.23,6.0%,17.6%,38.0%,95.1%,-1.1%
5,45,2688,4.54,74.1%,88.64,4.5%,17.8%,34.1%,94.0%,-2.4%
5,45,3764,4.52,68.2%,79.30,6.8%,18.7%,37.3%,95.8%,-1.5%
5,45,6467,4.58,70.3%,78.40,6.1%,17.6%,30.7%,94.5%,-2.1%
5,48,220,4.53,65.9%,69.12,6.2%,17.7%,33.1%,93.3%,-1.6%
5,48,228,4.5,67.4%,75.61,7.3%,17.7%,32.2%,94.3%,-1.8%
5,48,353,4.55,67.9%,84.82,5.2%,16.2%,20.1%,96.0%,-1.7%
5,48,371,4.52,65.3%,84.33,6.1%,19.1%,31.1%,94.9%,-0.8%
5,48,590,4.43,69.5%,75.42,1.8%,15.8%,7.2%,91.9%,-3.8%
5,48,804,4.54,62.7%,79.14,9.1%,16.4%,28.6%,94.6%,-2.0%
5,48,963,4.42,63.3%,77.62,6.1%,17.1%,20.7%,92.6%,-2.3%
5,48,3431,4.56,59.4%,81.31,6.1%,17.5%,20.5%,94.2%,-1.1%
5,48,4509,4.49,67.9%,65.19,4.3%,16.1%,6.6%,91.6%,-2.4%
5,48,5359,4.38,65.9%,73.14,7.8%,18.2%,31.7%,93.4%,-1.7%
5,49,284,4.41,68.2%,79.47,6.5%,16.2%,24.3%,91.3%,-2.3%
5,49,471,4.44,65.0%,67.81,8.2%,10.8%,16.9%,90.9%,-5.8%
5,49,896,4.5,77.2%,68.42,7.9%,13.8%,30.1%,92.7%,-3.2%
5,49,3014,4.55,76.2%,51.87,5.4%,10.5%,12.8%,89.1%,-5.8%
5,49,3432,4.55,64.2%,34.58,0.1%,10.5%,25.5%,90.1%,
5,49,3433,4.45,64.1%,57.32,4.6%,15.2%,21.7%,91.8%,-2.2%
5,49,5288,4.41,75.4%,63.59,11.5%,16.0%,44.3%,93.7%,-2.8%
5,49,5810,4.44,69.6%,60.33,10.7%,13.8%,57.0%,94.0%,-4.3%
5,50,266,4.52,68.2%,77.97,7.4%,14.5%,52.5%,93.7%,-1.6%
5,50,807,4.52,75.1%,71.50,4.2%,16.1%,44.4%,92.3%,-3.4%
5,50,880,4.59,75.1%,76.15,3.6%,14.3%,34.1%,90.9%,-4.4%
5,50,1178,4.52,66.3%,72.41,5.9%,15.8%,29.2%,91.9%,-2.5%
5,50,2649,4.47,77.8%,75.57,4.7%,16.7%,35.1%,90.7%,-4.9%
5,50,2834,4.53,71.6%,77.87,10.3%,15.9%,61.3%,94.7%,-2.9%
5,50,3044,4.62,75.7%,81.42,4.7%,11.0%,-10.0%,93.3%,-4.0%
5,50,3274,4.64,75.3%,65.41,7.4%,16.6%,37.8%,94.5%,-2.3%
5,50,5080,4.47,72.0%,60.32,3.2%,15.6%,27.1%,91.9%,-2.4%
5,50,5416,4.58,73.6%,64.71,-0.7%,13.7%,18.1%,93.7%,-3.8%
5,51,202,4.5,77.1%,82.89,1.3%,11.8%,27.6%,92.6%,-3.1%
5,51,1117,4.52,72.6%,85.09,0.1%,14.7%,24.9%,92.7%,-2.8%
5,51,2918,4.53,74.2%,81.07,3.8%,13.5%,26.7%,94.0%,-2.9%
5,51,2973,4.57,75.5%,93.71,1.6%,13.4%,25.2%,94.4%,-1.9%
5,51,3406,4.47,74.6%,68.07,0.6%,14.0%,17.0%,89.5%,-5.4%
5,51,3482,4.55,76.5%,79.82,0.5%,14.7%,26.7%,93.3%,-2.4%
5,51,5210,4.5,71.1%,92.10,11.5%,15.0%,31.1%,93.7%,-2.0%
5,51,5672,4.56,77.9%,88.29,7.6%,15.4%,38.3%,94.1%,-1.8%
5,51,5673,4.54,76.1%,77.71,7.6%,15.0%,32.8%,94.4%,-2.1%
5,52,206,4.51,71.4%,78.79,6.9%,16.1%,24.7%,93.0%,-2.0%
5,52,467,4.43,66.3%,74.55,4.7%,15.1%,20.1%,91.3%,-3.0%
5,52,3286,4.58,68.2%,64.41,7.6%,16.0%,43.0%,94.6%,-2.2%
5,52,4627,4.47,67.7%,71.10,8.3%,17.6%,41.2%,90.5%,-2.9%
5,52,5211,4.57,72.6%,67.39,5.7%,15.3%,28.3%,95.1%,-1.4%
5,52,5311,4.55,81.6%,74.29,6.1%,15.0%,28.9%,93.4%,-1.6%
5,52,5707,4.51,70.3%,80.64,10.3%,17.0%,24.7%,92.4%,-2.3%
5,52,6963,4.52,67.2%,56.98,13.1%,18.2%,41.5%,92.2%,-1.3%
5,53,217,4.52,71.6%,66.18,4.8%,11.8%,28.6%,92.1%,-4.4%
5,53,426,4.54,62.7%,72.81,2.8%,14.2%,36.3%,92.8%,-2.6%
5,53,1216,4.64,72.4%,67.57,5.7%,12.6%,50.0%,93.3%,-4.6%
5,53,2105,4.51,76.7%,67.66,2.1%,13.5%,40.6%,92.4%,-4.3%
5,53,2427,4.64,76.0%,73.66,3.9%,11.2%,66.5%,91.9%,-3.6%
5,53,2996,4.62,78.4%,76.22,10.2%,12.8%,30.7%,93.3%,-4.5%
5,53,4240,4.55,60.5%,74.66,8.6%,16.7%,38.3%,91.7%,-2.5%
5,53,5092,4.52,74.4%,73.93,2.0%,15.2%,13.7%,93.7%,-2.8%
5,53,5889,4.56,65.4%,66.18,7.6%,12.5%,25.4%,94.3%,-5.1%
5,55,260,4.53,61.0%,77.51,8.9%,17.2%,37.6%,93.6%,-2.7%
5,55,286,4.48,66.7%,55.03,7.4%,15.8%,22.1%,93.1%,-2.9%
5,55,565,4.58,72.1%,57.38,6.5%,17.5%,31.0%,93.9%,-2.0%
5,55,1118,4.5,71.1%,80.88,12.0%,13.9%,216.5%,91.3%,-3.6%
5,55,2667,4.55,72.5%,65.71,10.7%,12.7%,67.2%,91.2%,-5.1%
5,55,4164,4.52,67.2%,81.69,9.5%,17.0%,29.8%,93.2%,-2.5%
5,55,4215,4.66,72.8%,91.43,5.4%,15.7%,17.5%,96.5%,-2.2%
5,55,5191,4.45,76.9%,78.66,12.6%,17.5%,52.9%,92.0%,-2.5%
5,56,2086,4.53,74.5%,65.82,-3.7%,11.2%,18.0%,91.1%,-4.5%
5,56,2463,4.58,69.5%,82.37,0.3%,13.2%,16.0%,93.2%,-3.4%
5,56,2883,4.61,79.7%,73.46,-2.7%,14.4%,26.0%,95.2%,-2.0%
5,56,2926,4.6,75.5%,78.41,3.0%,11.9%,36.9%,94.7%,-2.5%
5,56,3777,4.48,69.4%,83.91,6.4%,14.1%,53.8%,92.4%,-4.8%
5,56,5866,4.57,80.8%,71.25,6.2%,13.2%,23.4%,93.6%,-2.3%
5,56,6300,4.47,66.6%,69.62,2.2%,17.3%,15.9%,90.2%,-3.2%
5,56,7178,4.57,66.3%,86.72,12.7%,15.3%,43.1%,93.8%,-2.6%
5,76,211,4.57,68.3%,69.66,4.9%,16.0%,55.2%,95.7%,-1.9%
5,76,248,4.6,76.7%,79.45,4.3%,16.9%,58.0%,95.4%,-1.3%
5,76,320,4.67,78.9%,84.16,9.6%,8.3%,49.6%,95.0%,-2.6%
5,76,561,4.7,75.3%,78.05,6.9%,14.1%,14.9%,96.9%,-1.6%
5,76,610,4.54,67.5%,84.01,3.5%,18.9%,45.6%,93.7%,-1.8%
5,76,746,4.5,69.4%,69.38,4.1%,17.2%,8.9%,93.5%,-1.7%
5,76,939,4.51,66.5%,73.67,-2.2%,16.8%,11.8%,93.9%,-2.3%
5,76,1254,4.53,75.5%,75.53,7.0%,17.5%,24.2%,95.2%,-2.0%
5,76,5389,4.56,72.4%,79.53,2.0%,14.1%,25.2%,95.0%,-0.9%
5,76,6929,4.53,67.0%,73.31,7.9%,18.6%,24.3%,94.8%,-1.5%
5,76,7156,4.61,65.9%,79.31,8.5%,17.0%,26.7%,95.6%,-1.3%
5,479,421,4.49,69.3%,89.52,10.1%,18.6%,15.2%,94.4%,-1.8%
5,479,940,4.49,62.1%,78.24,7.8%,13.8%,38.2%,93.0%,-3.9%
5,479,972,4.47,70.1%,79.42,5.3%,14.5%,18.4%,93.5%,-3.2%
5,479,2980,4.49,69.4%,77.86,9.4%,16.1%,61.9%,92.7%,-3.7%
5,479,3773,4.48,67.9%,82.67,7.8%,15.6%,22.5%,94.1%,-3.1%
5,479,4165,4.54,61.8%,86.75,4.5%,11.7%,18.1%,94.1%,-3.7%
5,479,5247,4.43,62.8%,79.74,8.0%,16.0%,37.8%,91.5%,-3.3%
5,479,5312,4.55,67.1%,78.07,3.8%,16.0%,19.4%,94.2%,-3.6%
5,479,5316,4.48,70.3%,79.46,8.5%,16.6%,37.7%,92.2%,-2.8%
5,479,5764,4.5,67.6%,79.12,10.5%,18.3%,46.7%,94.5%,-2.0%
5,583,259,4.51,74.7%,77.18,8.1%,17.3%,44.5%,93.1%,-1.7%
5,583,789,4.46,78.7%,77.54,10.1%,15.4%,70.6%,94.4%,-3.0%
5,583,1055,4.54,76.2%,75.00,7.6%,16.0%,61.3%,93.3%,-2.5%
5,583,1800,4.55,93.4%,77.16,1.4%,12.8%,31.9%,94.4%,
5,583,3224,4.48,72.0%,62.86,4.9%,13.5%,55.2%,92.6%,-3.1%
5,583,3225,4.43,69.8%,68.62,5.4%,14.7%,30.0%,90.5%,-2.9%
5,583,5823,4.51,86.9%,71.15,2.5%,13.4%,36.3%,92.7%,-4.3%
5,583,5987,4.53,68.6%,84.86,16.8%,17.6%,64.8%,93.8%,-2.0%
5,583,8930,4.61,75.3%,59.26,2.4%,12.6%,31.6%,95.2%,
6,59,297,4.53,60.7%,57.77,4.0%,16.9%,50.6%,94.0%,-2.1%
6,59,744,4.58,69.0%,77.60,1.4%,18.0%,44.1%,95.3%,-1.2%
6,59,849,4.51,69.2%,58.60,0.4%,13.3%,20.1%,91.9%,-3.1%
6,59,1103,4.6,70.5%,60.56,2.8%,12.1%,22.7%,94.4%,-2.8%
6,59,1279,4.58,76.3%,68.28,1.4%,12.7%,22.4%,93.4%,-2.8%
6,59,1837,4.55,69.1%,64.61,4.6%,14.7%,56.7%,94.0%,-1.7%
6,59,4298,4.54,66.2%,58.67,1.1%,15.3%,18.6%,91.6%,-2.7%
6,59,6579,4.53,68.3%,68.34,8.3%,17.6%,29.3%,95.2%,-1.9%
6,60,194,4.51,59.5%,62.04,4.1%,15.3%,32.9%,94.6%,-2.8%
6,60,522,4.59,69.1%,87.42,6.4%,16.4%,32.8%,94.8%,
6,60,1137,4.63,71.0%,80.06,1.3%,14.1%,16.0%,93.2%,-3.0%
6,60,1186,4.6,71.2%,64.23,4.0%,15.3%,25.8%,95.0%,-1.8%
6,60,2439,4.6,72.2%,85.47,4.9%,13.8%,50.5%,95.1%,-4.3%
6,60,3298,4.55,73.0%,68.06,-1.0%,13.8%,18.1%,94.6%,-2.2%
6,60,3500,4.56,73.8%,68.74,1.5%,14.7%,27.4%,94.0%,-2.5%
6,60,5116,4.62,66.8%,79.23,1.7%,17.5%,28.9%,94.8%,-1.7%
6,61,462,4.62,72.9%,77.32,4.2%,15.5%,29.6%,95.3%,-1.2%
6,61,482,4.75,82.4%,86.84,2.1%,9.9%,36.0%,96.1%,-1.1%
6,61,504,4.53,75.6%,56.16,4.1%,15.4%,16.7%,93.7%,-2.5%
6,61,527,4.68,70.4%,69.33,7.1%,15.5%,59.9%,96.3%,-1.6%
6,61,529,4.5,62.3%,76.90,3.0%,16.0%,26.7%,93.9%,-2.1%
6,61,808,4.61,66.7%,81.87,2.5%,15.9%,24.0%,95.4%,-2.6%
6,61,1405,4.6,72.3%,68.67,3.7%,13.7%,-13.5%,94.1%,-1.5%
6,61,5388,4.59,57.8%,80.75,2.0%,17.8%,38.5%,94.4%,-2.5%
6,62,546,4.48,72.7%,60.51,4.4%,14.7%,16.4%,92.5%,-1.8%
6,62,872,4.6,72.5%,62.54,3.2%,12.3%,11.5%,95.1%,-1.9%
6,62,915,4.62,72.8%,58.85,2.2%,13.9%,34.7%,94.2%,-3.2%
6,62,2505,4.63,75.9%,61.01,2.8%,12.8%,21.9%,93.3%,-2.3%
6,62,2993,4.63,78.2%,63.13,3.7%,15.1%,53.1%,93.2%,-2.4%
6,62,3510,4.52,76.6%,61.11,5.4%,15.1%,29.5%,94.2%,-1.3%
6,62,3572,4.49,66.2%,67.36,4.0%,15.0%,36.7%,91.9%,-3.3%
6,62,5449,4.53,67.8%,75.08,7.9%,12.4%,20.9%,92.3%,-3.3%
6,63,752,4.6,70.5%,63.04,5.2%,14.7%,31.9%,95.0%,-1.8%
6,63,1062,4.55,74.6%,78.29,1.4%,15.1%,20.0%,94.5%,-2.5%
6,63,2724,4.6,73.4%,62.01,4.3%,14.2%,17.5%,93.9%,-3.8%
6,63,3425,4.57,80.2%,74.26,4.8%,13.3%,31.6%,93.7%,-3.8%
6,63,4526,4.58,77.4%,73.45,8.2%,10.8%,84.3%,93.7%,-4.7%
6,63,5612,4.59,67.7%,62.85,8.1%,12.5%,37.1%,93.2%,-4.2%
6,63,5959,4.63,66.2%,59.49,3.7%,13.8%,25.1%,94.9%,-2.8%
6,64,772,4.57,77.6%,57.38,4.5%,11.6%,43.3%,93.6%,-3.7%
6,64,2066,4.63,79.2%,69.65,4.4%,12.7%,28.7%,93.7%,-4.1%
6,64,2718,4.65,73.3%,78.69,1.4%,14.5%,7.8%,92.9%,-3.9%
6,64,3296,4.55,81.8%,68.46,1.2%,10.9%,34.5%,93.5%,-4.9%
6,64,3302,4.61,78.3%,72.02,-1.0%,11.1%,50.8%,94.1%,-4.0%
6,64,3584,4.6,75.4%,66.84,1.1%,13.9%,43.7%,93.2%,-4.0%
6,64,3827,4.58,78.3%,59.16,1.4%,13.3%,21.3%,93.8%,
6,65,344,4.66,82.8%,78.16,3.9%,13.6%,64.3%,96.4%,-1.9%
6,65,768,4.62,80.5%,78.37,3.6%,14.3%,48.6%,94.6%,-3.6%
6,65,1040,4.59,78.8%,54.59,3.7%,14.0%,37.8%,94.2%,-3.7%
6,65,1409,4.57,73.0%,60.95,0.5%,13.9%,13.5%,93.9%,-3.5%
6,65,3226,4.56,77.2%,62.13,8.1%,14.6%,44.6%,94.0%,-3.1%
6,65,3640,4.53,64.9%,75.18,-0.6%,8.4%,15.6%,93.1%,-3.9%
6,65,4111,4.64,69.7%,69.23,13.4%,16.2%,63.4%,95.3%,-2.4%
6,65,4512,4.6,73.4%,83.29,3.6%,15.4%,26.2%,93.7%,-3.9%
6,65,5246,4.57,68.6%,79.78,4.4%,11.4%,72.3%,96.4%,-2.5%
6,67,703,4.62,71.1%,72.19,2.8%,14.8%,49.6%,94.2%,-1.7%
6,67,2257,4.55,69.4%,60.55,1.6%,12.3%,24.9%,92.1%,-3.9%
6,67,3297,4.59,78.4%,72.57,-0.4%,14.0%,39.1%,93.8%,-2.8%
6,67,4416,4.59,70.0%,64.44,3.1%,14.4%,18.8%,95.4%,-2.3%
6,67,4538,4.54,69.8%,57.75,4.6%,12.7%,23.5%,92.2%,-4.1%
6,67,5045,4.6,78.9%,70.87,4.8%,16.7%,39.4%,94.8%,-1.8%
6,67,5091,4.55,70.6%,75.35,6.9%,16.6%,25.4%,93.1%,-2.4%
6,82,1129,4.56,78.9%,72.57,1.0%,14.4%,31.2%,93.4%,-3.1%
6,82,1253,4.42,65.1%,68.99,0.2%,14.7%,33.2%,90.2%,-8.3%
6,82,2133,4.52,67.8%,78.20,0.1%,16.6%,23.1%,91.8%,-3.7%
6,82,2991,4.46,66.2%,72.10,2.0%,14.5%,25.0%,93.2%,-3.3%
6,82,4130,4.48,61.3%,72.36,12.2%,14.6%,48.8%,93.9%,-3.1%
6,82,4163,4.51,66.1%,72.41,4.4%,15.7%,39.8%,92.6%,-2.2%
6,82,4219,4.5,62.0%,73.13,3.3%,15.4%,15.5%,91.9%,-2.2%
6,82,4554,4.53,76.4%,91.13,3.3%,9.8%,50.2%,92.9%,-5.2%
6,82,5317,4.5,74.0%,83.28,0.1%,13.5%,24.6%,92.7%,
6,83,77,4.58,66.4%,74.06,7.1%,14.4%,15.8%,96.2%,-2.4%
6,83,280,4.62,71.4%,80.63,12.4%,15.1%,84.0%,94.8%,-1.0%
6,83,475,4.51,67.2%,82.39,3.5%,13.6%,30.5%,90.8%,-4.2%
6,83,1185,4.46,68.5%,72.46,4.5%,11.9%,38.2%,89.7%,-5.5%
6,83,3169,4.43,60.5%,70.34,11.5%,13.2%,37.3%,90.2%,-4.9%
6,83,3170,4.56,68.2%,78.97,8.1%,13.8%,58.5%,94.1%,-3.4%
6,83,3569,4.47,71.8%,81.36,7.2%,15.9%,27.8%,91.7%,
6,83,5479,4.52,70.9%,74.04,9.9%,14.6%,45.8%,92.6%,-3.1%
6,83,5480,4.48,70.8%,73.82,10.6%,18.2%,37.7%,92.7%,-2.9%
6,84,330,4.59,72.3%,75.85,3.5%,24.2%,3.9%,95.0%,-1.4%
6,84,385,4.67,74.2%,92.00,5.7%,12.6%,56.6%,97.0%,-0.8%
6,84,437,4.58,74.1%,85.16,7.4%,12.5%,11.4%,94.3%,-1.3%
6,84,463,4.6,75.9%,91.94,6.3%,14.2%,14.3%,95.3%,-0.8%
6,84,503,4.75,67.7%,80.00,6.6%,13.4%,79.2%,95.2%,-1.3%
6,84,524,4.75,80.4%,96.38,4.5%,12.3%,33.6%,96.2%,-1.2%
6,84,1067,4.77,70.0%,89.00,4.6%,11.3%,76.5%,96.1%,0.0%
6,84,1098,4.62,71.6%,87.17,7.0%,13.9%,27.8%,96.7%,-1.3%
6,84,4194,4.62,69.9%,74.79,2.5%,10.1%,15.5%,97.1%,-1.9%
6,85,293,4.74,74.3%,86.87,6.2%,11.8%,74.1%,95.6%,-0.7%
6,85,321,4.62,75.5%,83.69,3.4%,16.4%,23.7%,95.1%,-2.3%
6,85,322,4.62,66.9%,72.84,5.0%,17.7%,26.2%,95.7%,-1.7%
6,85,446,4.78,66.8%,84.78,9.2%,11.8%,60.9%,97.0%,-1.3%
6,85,473,4.8,69.4%,78.22,8.1%,13.4%,99.1%,96.5%,-0.8%
6,85,567,4.76,83.8%,83.51,6.1%,11.9%,53.3%,96.8%,-0.6%
6,85,846,4.65,73.5%,75.79,2.3%,16.5%,32.7%,95.9%,-2.3%
6,85,951,4.76,77.3%,90.16,6.7%,12.9%,65.4%,95.4%,-0.9%
6,85,1042,4.54,67.8%,64.63,7.7%,16.2%,28.7%,92.9%,-3.3%
6,85,1150,4.64,72.7%,69.94,1.9%,17.3%,15.3%,94.4%,-2.3%
6,85,4183,4.63,71.1%,81.20,4.9%,14.8%,19.6%,95.2%,-2.1%
6,87,292,4.57,69.0%,86.67,7.8%,16.8%,35.9%,95.2%,-3.3%
6,87,404,4.54,59.5%,88.72,3.7%,15.8%,27.5%,94.6%,-3.6%
6,87,765,4.66,74.3%,77.63,0.0%,15.7%,21.3%,96.2%,-1.3%
6,87,865,4.62,66.9%,74.86,2.3%,18.6%,23.8%,95.6%,-1.6%
6,87,1347,4.69,72.7%,90.27,3.2%,13.1%,23.2%,96.7%,-2.3%
6,87,1803,4.62,69.7%,86.10,2.0%,13.3%,44.5%,95.4%,-3.5%
6,87,2404,4.65,72.4%,77.29,-1.8%,14.9%,14.1%,95.1%,-2.2%
6,87,2769,4.62,71.5%,78.24,4.2%,13.0%,53.7%,95.1%,-3.0%
6,87,3391,4.68,65.8%,90.18,-2.9%,17.3%,9.4%,96.2%,-1.0%
6,87,4055,4.69,64.0%,94.24,3.9%,14.7%,39.9%,95.3%,-3.0%
6,87,4115,4.73,67.9%,74.00,-9.9%,15.5%,6.5%,96.0%,-1.0%
7,70,600,4.6,74.9%,79.92,6.9%,14.9%,29.4%,96.5%,-1.3%
7,70,755,4.53,62.2%,71.07,11.0%,19.4%,52.4%,95.6%,-1.4%
7,70,793,4.56,44.4%,77.04,6.5%,17.0%,24.9%,95.6%,-1.4%
7,70,812,4.45,66.3%,59.34,6.8%,16.9%,31.5%,95.5%,-1.8%
7,70,822,4.49,65.2%,71.70,6.5%,16.7%,20.6%,96.6%,-2.0%
7,70,900,4.75,83.9%,79.39,7.1%,14.3%,49.2%,97.8%,-0.6%
7,70,1516,4.54,77.2%,71.32,8.0%,16.3%,26.3%,97.2%,-2.0%
7,70,3383,4.59,62.5%,78.09,3.8%,15.8%,34.3%,96.1%,-3.2%
7,70,3384,4.7,79.4%,81.93,4.9%,15.7%,14.6%,97.0%,-0.6%
7,70,5216,4.47,76.9%,48.23,4.7%,15.0%,21.1%,94.8%,
7,71,549,4.51,71.8%,58.58,8.8%,18.6%,44.0%,93.8%,-1.6%
7,71,861,4.53,70.3%,70.88,2.9%,15.2%,22.9%,95.6%,-2.3%
7,71,927,4.5,67.8%,68.15,5.8%,14.7%,24.1%,94.5%,-2.6%
7,71,945,4.46,56.0%,51.32,5.9%,17.6%,30.2%,94.1%,-1.8%
7,71,1051,4.54,75.6%,86.40,7.6%,14.4%,23.6%,96.6%,-1.1%
7,71,2653,4.5,64.7%,60.91,8.5%,15.3%,26.1%,95.6%,-0.8%
7,71,3826,4.47,70.3%,50.85,5.3%,15.7%,14.3%,93.3%,-3.3%
7,71,4299,4.6,74.6%,66.22,14.0%,18.6%,55.1%,96.5%,-3.7%
7,71,6898,4.42,52.9%,77.64,2.8%,16.7%,30.0%,94.1%,-2.5%
7,73,513,4.45,72.0%,82.94,4.4%,17.1%,34.8%,93.8%,-1.6%
7,73,537,4.52,80.0%,88.94,14.0%,15.6%,48.4%,94.2%,-2.1%
7,73,608,4.5,77.8%,91.49,11.4%,16.4%,45.9%,93.7%,-2.2%
7,73,626,4.82,72.3%,91.13,9.2%,15.5%,125.9%,94.9%,-0.2%
7,73,897,4.61,82.2%,97.47,14.0%,14.6%,34.5%,96.7%,-1.3%
7,73,898,4.74,81.2%,96.69,8.4%,17.4%,95.6%,94.2%,-0.8%
7,73,2891,4.49,78.8%,90.24,11.0%,17.0%,39.7%,94.2%,-2.0%
7,73,3645,4.54,81.1%,90.13,9.4%,15.0%,35.8%,94.5%,-2.8%
7,74,438,4.69,70.9%,84.62,1.6%,13.5%,38.1%,96.1%,-1.1%
7,74,535,4.46,63.6%,66.43,5.2%,17.9%,35.2%,93.2%,-2.3%
7,74,536,4.51,68.4%,72.87,4.0%,17.5%,15.9%,94.1%,-2.4%
7,74,601,4.61,74.9%,64.62,5.3%,18.9%,36.8%,96.6%,-1.0%
7,74,1078,4.78,72.3%,85.14,7.4%,11.1%,41.1%,96.8%,-0.4%
7,74,1249,4.5,72.6%,72.61,3.5%,12.2%,16.2%,95.6%,-1.7%
7,74,1257,4.72,73.0%,85.33,6.1%,12.3%,56.0%,95.9%,-0.5%
7,74,1272,4.66,68.4%,70.47,5.3%,17.4%,31.0%,96.2%,-1.4%
7,74,3381,4.74,71.9%,84.06,4.8%,15.6%,25.9%,96.5%,-1.1%
