Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,DP
9,5034,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,83.24%,85.08%,13.5,83.50%,82.60%,86.80%,80.00%,
9,929,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,82.12%,75.28%,12.8,88.80%,88.20%,75.60%,78.40%,
9,1541,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,78.84%,69.60%,14.3,70.20%,73.70%,90.30%,81.70%,
9,2176,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,85.69%,92.11%,10.8,86.20%,87.20%,85.90%,83.20%,
9,3527,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.42%,88.36%,12.2,86.90%,75.70%,88.20%,82.50%,
9,5301,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,86.84%,81.43%,9,90.00%,90.30%,89.80%,75.90%,
9,5301,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,82.12%,81.91%,14.6,86.60%,86.70%,81.00%,75.70%,
9,1517,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.94%,70.56%,9.7,76.80%,87.60%,84.50%,87.20%,
9,2789,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,85.20%,75.33%,10.7,89.50%,85.70%,85.30%,82.10%,
9,2962,UBER,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202217,86.85%,81.84%,10.4,90.10%,77.10%,87.20%,93.00%,
9,1845,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,87.31%,82.63%,8.3,87.90%,87.00%,84.80%,89.50%,
9,2151,UBER,Scheduled Express Delivery ,7,Executive Review,Degrading,Store Focus,202217,86.02%,78.00%,12.4,83.30%,76.90%,84.40%,93.30%,
9,2946,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,81.84%,84.08%,7.3,78.30%,77.50%,84.50%,87.60%,
9,2946,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,81.27%,84.19%,11.3,87.50%,73.30%,82.80%,82.40%,
9,3625,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,86.26%,89.08%,5.6,87.30%,85.30%,89.00%,82.90%,
9,3625,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,86.98%,86.76%,9.8,91.00%,87.50%,89.00%,81.90%,
9,5325,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,81.76%,75.48%,8.6,88.40%,69.00%,93.10%,77.50%,
9,5932,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,82.00%,86.69%,11.5,81.60%,76.10%,82.90%,88.10%,
9,4690,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,87.50%,77.11%,16.2,71.40%,100.00%,93.50%,87.50%,
9,5218,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,86.63%,79.63%,7.5,84.20%,90.40%,80.50%,91.60%,
9,5964,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202217,85.16%,92.33%,7.9,87.00%,84.80%,87.60%,80.90%,
9,1245,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,85.03%,70.22%,9.3,79.30%,89.90%,88.60%,82.20%,
72,3104,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.03%,73.57%,9.2,80.90%,82.00%,82.50%,86.90%,
72,5221,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202217,80.18%,66.31%,11.8,86.00%,80.40%,80.30%,74.60%,
9,1590,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,85.99%,92.10%,12.4,92.30%,87.60%,89.00%,74.80%,
9,3235,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,61.42%,92.64%,17.3,65.20%,57.90%,60.00%,64.20%,
9,3235,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202217,83.88%,91.86%,8.7,87.20%,86.40%,80.60%,81.60%,
9,3397,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,86.48%,87.58%,6.2,84.40%,86.90%,88.00%,88.40%,
9,3397,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,87.33%,87.27%,8.8,85.40%,89.50%,87.70%,88.00%,
9,4303,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,-,Store Focus,202217,51.61%,66.67%,24,,,,51.60%,
9,4303,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,56.69%,82.77%,12.2,64.20%,54.20%,62.40%,50.30%,
72,5265,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,81.82%,88.98%,10.7,85.70%,81.10%,87.00%,72.70%,
53,2338,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202217,86.06%,97.02%,4.3,84.90%,81.70%,88.80%,88.90%,
53,2545,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.24%,68.54%,9.7,73.60%,74.00%,84.40%,89.00%,
53,1971,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202217,89.70%,73.40%,9.1,97.10%,87.20%,92.70%,82.90%,
53,1971,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,87.55%,72.81%,8.3,89.90%,86.80%,88.80%,84.40%,
53,2936,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202217,72.20%,66.56%,12.5,72.70%,65.10%,68.90%,81.60%,
53,1012,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,202217,85.51%,94.62%,8.2,95.50%,76.50%,80.00%,86.70%,
53,2452,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,83.16%,78.04%,14.8,85.30%,86.80%,71.30%,88.20%,
53,2452,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,62.56%,79.89%,10.7,70.00%,62.70%,53.00%,63.50%,
53,5463,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,56.61%,94.66%,4.2,78.80%,59.60%,50.90%,37.30%,
53,6394,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202217,92.21%,85.91%,7.9,91.40%,87.60%,94.80%,94.90%,
59,5695,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202217,42.51%,44.13%,12.5,25.90%,37.40%,67.00%,38.70%,
59,5695,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,49.05%,48.07%,10,41.50%,50.70%,64.80%,39.10%,
56,2106,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202217,88.23%,88.31%,8.9,94.40%,94.70%,84.70%,85.20%,
56,2106,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202217,88.43%,91.28%,5.5,82.50%,90.70%,89.50%,89.90%,
56,3729,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202217,85.71%,79.53%,9.2,88.20%,78.10%,81.20%,96.80%,
56,3729,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,89.78%,81.33%,6.1,89.60%,86.40%,87.30%,97.20%,
56,2119,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,75.27%,89.34%,6,77.00%,77.90%,71.80%,73.50%,
56,2280,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,64.20%,97.61%,5.2,73.60%,62.90%,57.90%,61.40%,
56,1988,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,89.84%,74.66%,11.7,88.50%,87.80%,93.50%,88.70%,
56,3587,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202217,79.34%,54.56%,15.2,68.00%,77.70%,80.80%,85.60%,
61,2486,DOORDASH,Scheduled Express Delivery ,28,Executive Review,Degrading,Store Focus,202217,33.33%,74.44%,9,48.40%,10.00%,41.20%,20.70%,
61,2486,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202217,31.37%,76.79%,8.7,58.80%,10.00%,15.40%,27.30%,
61,2486,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,77.13%,81.08%,7.6,81.00%,78.20%,72.90%,77.00%,
61,3123,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,63.16%,85.36%,7,58.00%,71.30%,51.80%,74.00%,
21,3486,UBER,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202217,84.53%,99.01%,7.7,93.00%,90.60%,68.20%,84.60%,
21,3447,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202217,80.00%,67.56%,11.1,84.20%,87.20%,76.30%,78.50%,
21,3447,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,72.92%,69.41%,8.5,80.00%,90.50%,56.50%,69.70%,
21,3580,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202217,86.86%,90.90%,8.3,86.10%,88.40%,95.70%,78.30%,
21,3792,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,69.32%,96.35%,5.5,65.30%,71.30%,71.10%,69.50%,
21,5184,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,83.77%,97.24%,4.4,80.80%,82.90%,89.40%,82.30%,
21,5466,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,80.57%,71.66%,13.5,76.10%,84.10%,75.40%,84.80%,
21,1463,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,86.75%,94.63%,5.1,88.30%,87.40%,89.80%,81.30%,
21,3571,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,77.60%,74.38%,7.6,86.10%,64.10%,76.70%,83.50%,
21,5499,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,83.84%,91.83%,3.4,85.20%,79.80%,82.60%,87.90%,
21,1521,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,85.58%,76.03%,8.6,85.70%,85.90%,86.50%,84.20%,
21,1961,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,84.02%,98.09%,3.8,90.40%,86.00%,82.80%,77.20%,
21,2250,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,89.82%,85.78%,9,83.70%,83.50%,96.40%,95.40%,
21,2250,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,59.92%,86.41%,7.3,68.40%,55.00%,57.40%,59.30%,
21,2967,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,85.01%,97.44%,5.1,82.40%,88.00%,82.40%,88.30%,
21,3749,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,66.67%,77.46%,10.1,75.00%,72.20%,73.70%,46.70%,
21,3749,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,78.60%,84.97%,5.9,91.00%,76.20%,60.40%,84.40%,
21,4609,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,88.18%,94.00%,5.4,91.40%,81.40%,89.80%,89.90%,
21,2388,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Recovering,Driver Supply Focus,202217,63.64%,100.00%,4.3,100.00%,83.30%,0.00%,0.00%,
21,854,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202217,83.33%,98.55%,6.8,93.50%,83.30%,77.80%,75.90%,
21,1734,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202217,88.64%,88.08%,5.7,86.90%,96.00%,81.00%,91.10%,
21,3255,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,77.92%,75.02%,6.9,79.30%,67.90%,77.10%,86.80%,
47,2892,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,86.96%,78.88%,8.7,89.10%,86.40%,85.20%,87.60%,
47,2892,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,83.26%,81.50%,6,72.00%,85.90%,88.60%,85.90%,
47,3313,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202217,85.67%,66.83%,9.2,78.90%,95.20%,78.00%,88.10%,
47,3313,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,80.67%,76.49%,6.1,72.60%,84.70%,80.00%,83.00%,
47,5341,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,74.54%,98.62%,4.3,66.50%,69.70%,81.60%,80.20%,
47,1252,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202217,84.30%,96.99%,3.9,69.60%,85.70%,91.20%,89.10%,
47,2125,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,67.06%,91.56%,4.8,71.90%,66.20%,59.50%,72.60%,
47,2751,SPARK,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202217,91.47%,97.20%,4.6,91.00%,91.50%,94.80%,88.70%,
47,4284,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202217,88.36%,93.04%,5.3,84.70%,89.90%,86.70%,90.90%,
47,3395,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202217,93.15%,75.46%,7.4,95.20%,94.90%,95.00%,86.50%,
47,774,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,71.21%,82.39%,5.5,72.20%,79.50%,75.00%,55.20%,
61,4196,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,91.48%,84.65%,6.9,89.30%,96.50%,88.90%,90.50%,
61,6178,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202217,81.42%,92.70%,7.7,94.30%,69.90%,79.60%,84.80%,
47,2752,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202217,74.56%,89.55%,6.1,70.80%,77.90%,72.80%,76.70%,
47,3533,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,78.10%,94.46%,4.4,76.60%,80.10%,72.00%,83.90%,
