Region,Market,Store Nbr,Bucket,Tier,Details
19,213,5309,"> 80%, < 90%",Tier 2,GM Pause
64,541,5310,"> 80%, < 90%",Tier 2,GM Pause
5,52,5311,>90%,Tier 1,ISA On in Total Store
5,479,5312,>90%,Tier 1,ISA On in Total Store
40,339,5313,>90%,Tier 1,ISA On in Total Store
64,533,5314,>90%,Tier 1,ISA On in Total Store
5,479,5316,"> 80%, < 90%",Tier 2,GM Pause
5,82,5317,>90%,Tier 1,ISA On in Total Store
20,317,5319,"> 80%, < 90%",Tier 2,GM Pause
26,298,5320,"> 80%, < 90%",Tier 2,GM Pause
72,102,5321,>90%,Tier 1,ISA On in Total Store
64,533,5323,"> 80%, < 90%",Tier 2,GM Pause
9,109,5325,>90%,Tier 1,ISA On in Total Store
3,93,5326,>90%,Tier 1,ISA On in Total Store
64,541,5327,"> 80%, < 90%",Tier 2,GM Pause
64,541,5328,>90%,Tier 1,ISA On in Total Store
46,370,5329,>90%,Tier 1,ISA On in Total Store
46,369,5330,>90%,Tier 1,ISA On in Total Store
46,368,5331,"> 80%, < 90%",Tier 2,GM Pause
61,510,5332,< 80%,Tier 3,Total Store ISA Pause
47,376,5334,"> 80%, < 90%",Tier 2,GM Pause
57,463,5335,"> 80%, < 90%",Tier 2,GM Pause
64,507,5336,< 80%,Tier 3,Total Store ISA Pause
57,449,5337,"> 80%, < 90%",Tier 2,GM Pause
57,459,5338,>90%,Tier 1,ISA On in Total Store
20,235,5339,>90%,Tier 1,ISA On in Total Store
22,558,5340,< 80%,Tier 3,Total Store ISA Pause
47,379,5341,< 80%,Tier 3,Total Store ISA Pause
57,365,5342,< 80%,Tier 3,Total Store ISA Pause
75,291,5343,"> 80%, < 90%",Tier 2,GM Pause
75,281,5344,< 80%,Tier 3,Total Store ISA Pause
75,508,5345,"> 80%, < 90%",Tier 2,GM Pause
26,296,5346,"> 80%, < 90%",Tier 2,GM Pause
9,105,5347,"> 80%, < 90%",Tier 2,GM Pause
14,8,5348,>90%,Tier 1,ISA On in Total Store
61,510,5349,"> 80%, < 90%",Tier 2,GM Pause
54,403,5350,"> 80%, < 90%",Tier 2,GM Pause
25,264,5352,"> 80%, < 90%",Tier 2,GM Pause
64,562,5353,>90%,Tier 1,ISA On in Total Store
21,222,5355,>90%,Tier 1,ISA On in Total Store
22,231,5356,"> 80%, < 90%",Tier 2,GM Pause
22,234,5358,"> 80%, < 90%",Tier 2,GM Pause
5,48,5359,"> 80%, < 90%",Tier 2,GM Pause
17,228,5360,"> 80%, < 90%",Tier 2,GM Pause
47,432,5361,"> 80%, < 90%",Tier 2,GM Pause
3,16,5363,"> 80%, < 90%",Tier 2,GM Pause
64,507,5364,< 80%,Tier 3,Total Store ISA Pause
72,96,5365,"> 80%, < 90%",Tier 2,GM Pause
72,96,5366,>90%,Tier 1,ISA On in Total Store
59,496,5367,>90%,Tier 1,ISA On in Total Store
60,477,5368,"> 80%, < 90%",Tier 2,GM Pause
46,368,5369,< 80%,Tier 3,Total Store ISA Pause
47,379,5370,>90%,Tier 1,ISA On in Total Store
59,497,5371,"> 80%, < 90%",Tier 2,GM Pause
59,494,5372,"> 80%, < 90%",Tier 2,GM Pause
53,438,5373,>90%,Tier 1,ISA On in Total Store
21,239,5374,"> 80%, < 90%",Tier 2,GM Pause
19,204,5376,"> 80%, < 90%",Tier 2,GM Pause
59,497,5378,"> 80%, < 90%",Tier 2,GM Pause
20,235,5379,< 80%,Tier 3,Total Store ISA Pause
20,227,5381,"> 80%, < 90%",Tier 2,GM Pause
75,282,5382,>90%,Tier 1,ISA On in Total Store
59,497,5383,"> 80%, < 90%",Tier 2,GM Pause
75,284,5384,>90%,Tier 1,ISA On in Total Store
19,207,5385,"> 80%, < 90%",Tier 2,GM Pause
19,200,5386,>90%,Tier 1,ISA On in Total Store
20,209,5387,"> 80%, < 90%",Tier 2,GM Pause
6,61,5388,>90%,Tier 1,ISA On in Total Store
5,76,5389,< 80%,Tier 3,Total Store ISA Pause
2,23,5390,"> 80%, < 90%",Tier 2,GM Pause
9,105,5391,>90%,Tier 1,ISA On in Total Store
3,28,5392,"> 80%, < 90%",Tier 2,GM Pause
59,509,5393,"> 80%, < 90%",Tier 2,GM Pause
57,581,5394,< 80%,Tier 3,Total Store ISA Pause
60,478,5396,>90%,Tier 1,ISA On in Total Store
53,438,5397,"> 80%, < 90%",Tier 2,GM Pause
53,263,5398,>90%,Tier 1,ISA On in Total Store
25,279,5399,< 80%,Tier 3,Total Store ISA Pause
25,267,5402,>90%,Tier 1,ISA On in Total Store
21,246,5403,< 80%,Tier 3,Total Store ISA Pause
19,238,5404,>90%,Tier 1,ISA On in Total Store
59,494,5408,"> 80%, < 90%",Tier 2,GM Pause
21,223,5409,>90%,Tier 1,ISA On in Total Store
20,215,5410,>90%,Tier 1,ISA On in Total Store
19,202,5411,< 80%,Tier 3,Total Store ISA Pause
22,178,5414,"> 80%, < 90%",Tier 2,GM Pause
5,50,5416,>90%,Tier 1,ISA On in Total Store
41,242,5417,>90%,Tier 1,ISA On in Total Store
41,242,5418,>90%,Tier 1,ISA On in Total Store
12,144,5419,>90%,Tier 1,ISA On in Total Store
9,90,5420,"> 80%, < 90%",Tier 2,GM Pause
59,495,5421,"> 80%, < 90%",Tier 2,GM Pause
3,97,5422,"> 80%, < 90%",Tier 2,GM Pause
61,397,5423,< 80%,Tier 3,Total Store ISA Pause
56,468,5424,"> 80%, < 90%",Tier 2,GM Pause
57,461,5425,>90%,Tier 1,ISA On in Total Store
56,511,5426,"> 80%, < 90%",Tier 2,GM Pause
59,495,5427,"> 80%, < 90%",Tier 2,GM Pause
46,372,5428,"> 80%, < 90%",Tier 2,GM Pause
46,368,5429,"> 80%, < 90%",Tier 2,GM Pause
46,384,5430,>90%,Tier 1,ISA On in Total Store
53,436,5432,"> 80%, < 90%",Tier 2,GM Pause
42,325,5433,>90%,Tier 1,ISA On in Total Store
56,511,5434,>90%,Tier 1,ISA On in Total Store
56,451,5435,>90%,Tier 1,ISA On in Total Store
75,284,5436,"> 80%, < 90%",Tier 2,GM Pause
53,444,5438,< 80%,Tier 3,Total Store ISA Pause
60,477,5440,< 80%,Tier 3,Total Store ISA Pause
47,411,5441,"> 80%, < 90%",Tier 2,GM Pause
25,264,5442,>90%,Tier 1,ISA On in Total Store
25,249,5443,>90%,Tier 1,ISA On in Total Store
53,436,5444,>90%,Tier 1,ISA On in Total Store
17,228,5445,"> 80%, < 90%",Tier 2,GM Pause
20,235,5446,"> 80%, < 90%",Tier 2,GM Pause
17,176,5447,>90%,Tier 1,ISA On in Total Store
16,160,5448,"> 80%, < 90%",Tier 2,GM Pause
6,62,5449,>90%,Tier 1,ISA On in Total Store
75,284,5450,< 80%,Tier 3,Total Store ISA Pause
72,102,5451,"> 80%, < 90%",Tier 2,GM Pause
59,494,5452,"> 80%, < 90%",Tier 2,GM Pause
72,102,5453,< 80%,Tier 3,Total Store ISA Pause
9,92,5455,"> 80%, < 90%",Tier 2,GM Pause
54,388,5458,>90%,Tier 1,ISA On in Total Store
72,544,5459,>90%,Tier 1,ISA On in Total Store
6,78,5460,< 80%,Tier 3,Total Store ISA Pause
60,476,5461,"> 80%, < 90%",Tier 2,GM Pause
60,476,5462,>90%,Tier 1,ISA On in Total Store
53,444,5463,"> 80%, < 90%",Tier 2,GM Pause
64,543,5464,"> 80%, < 90%",Tier 2,GM Pause
21,219,5466,< 80%,Tier 3,Total Store ISA Pause
59,498,5467,>90%,Tier 1,ISA On in Total Store
22,234,5469,"> 80%, < 90%",Tier 2,GM Pause
22,237,5470,< 80%,Tier 3,Total Store ISA Pause
19,213,5471,>90%,Tier 1,ISA On in Total Store
19,202,5472,>90%,Tier 1,ISA On in Total Store
22,165,5476,"> 80%, < 90%",Tier 2,GM Pause
40,359,5477,"> 80%, < 90%",Tier 2,GM Pause
5,83,5479,>90%,Tier 1,ISA On in Total Store
5,83,5480,>90%,Tier 1,ISA On in Total Store
4,305,5481,>90%,Tier 1,ISA On in Total Store
2,21,5482,< 80%,Tier 3,Total Store ISA Pause
25,249,5483,>90%,Tier 1,ISA On in Total Store
25,268,5485,>90%,Tier 1,ISA On in Total Store
25,266,5486,>90%,Tier 1,ISA On in Total Store
2,35,5487,< 80%,Tier 3,Total Store ISA Pause
75,288,5488,>90%,Tier 1,ISA On in Total Store
26,310,5489,"> 80%, < 90%",Tier 2,GM Pause
64,528,5490,>90%,Tier 1,ISA On in Total Store
46,385,5491,>90%,Tier 1,ISA On in Total Store
46,384,5492,>90%,Tier 1,ISA On in Total Store
56,400,5494,"> 80%, < 90%",Tier 2,GM Pause
22,166,5495,"> 80%, < 90%",Tier 2,GM Pause
17,187,5497,>90%,Tier 1,ISA On in Total Store
17,187,5498,>90%,Tier 1,ISA On in Total Store
21,221,5499,"> 80%, < 90%",Tier 2,GM Pause
61,515,5600,>90%,Tier 1,ISA On in Total Store
61,551,5601,"> 80%, < 90%",Tier 2,GM Pause
61,481,5602,>90%,Tier 1,ISA On in Total Store
61,551,5603,>90%,Tier 1,ISA On in Total Store
61,481,5604,>90%,Tier 1,ISA On in Total Store
61,481,5605,"> 80%, < 90%",Tier 2,GM Pause
61,552,5606,"> 80%, < 90%",Tier 2,GM Pause
61,552,5608,>90%,Tier 1,ISA On in Total Store
61,552,5609,>90%,Tier 1,ISA On in Total Store
61,512,5610,>90%,Tier 1,ISA On in Total Store
61,512,5611,>90%,Tier 1,ISA On in Total Store
6,63,5612,>90%,Tier 1,ISA On in Total Store
64,58,5613,>90%,Tier 1,ISA On in Total Store
64,58,5614,>90%,Tier 1,ISA On in Total Store
72,103,5615,"> 80%, < 90%",Tier 2,GM Pause
12,153,5616,>90%,Tier 1,ISA On in Total Store
25,267,5617,>90%,Tier 1,ISA On in Total Store
72,102,5622,>90%,Tier 1,ISA On in Total Store
72,545,5623,>90%,Tier 1,ISA On in Total Store
64,504,5624,>90%,Tier 1,ISA On in Total Store
52,422,5625,>90%,Tier 1,ISA On in Total Store
46,367,5626,"> 80%, < 90%",Tier 2,GM Pause
61,550,5627,>90%,Tier 1,ISA On in Total Store
60,471,5628,"> 80%, < 90%",Tier 2,GM Pause
56,457,5629,"> 80%, < 90%",Tier 2,GM Pause
57,449,5632,>90%,Tier 1,ISA On in Total Store
61,512,5633,"> 80%, < 90%",Tier 2,GM Pause
61,512,5634,"> 80%, < 90%",Tier 2,GM Pause
61,512,5635,"> 80%, < 90%",Tier 2,GM Pause
61,551,5637,"> 80%, < 90%",Tier 2,GM Pause
61,551,5638,>90%,Tier 1,ISA On in Total Store
61,551,5640,>90%,Tier 1,ISA On in Total Store
57,464,5641,>90%,Tier 1,ISA On in Total Store
61,481,5643,"> 80%, < 90%",Tier 2,GM Pause
57,466,5644,>90%,Tier 1,ISA On in Total Store
59,495,5645,"> 80%, < 90%",Tier 2,GM Pause
59,495,5646,>90%,Tier 1,ISA On in Total Store
22,170,5649,>90%,Tier 1,ISA On in Total Store
72,545,5653,"> 80%, < 90%",Tier 2,GM Pause
72,548,5654,>90%,Tier 1,ISA On in Total Store
64,504,5657,"> 80%, < 90%",Tier 2,GM Pause
61,481,5658,"> 80%, < 90%",Tier 2,GM Pause
61,481,5659,>90%,Tier 1,ISA On in Total Store
61,551,5661,"> 80%, < 90%",Tier 2,GM Pause
61,515,5663,>90%,Tier 1,ISA On in Total Store
61,481,5664,>90%,Tier 1,ISA On in Total Store
53,435,5667,>90%,Tier 1,ISA On in Total Store
53,435,5668,>90%,Tier 1,ISA On in Total Store
53,435,5669,>90%,Tier 1,ISA On in Total Store
72,548,5670,>90%,Tier 1,ISA On in Total Store
9,110,5671,>90%,Tier 1,ISA On in Total Store
5,51,5672,< 80%,Tier 3,Total Store ISA Pause
5,51,5673,"> 80%, < 90%",Tier 2,GM Pause
64,526,5675,"> 80%, < 90%",Tier 2,GM Pause
47,380,5676,"> 80%, < 90%",Tier 2,GM Pause
61,550,5678,>90%,Tier 1,ISA On in Total Store
61,552,5683,>90%,Tier 1,ISA On in Total Store
61,551,5684,>90%,Tier 1,ISA On in Total Store
57,448,5686,>90%,Tier 1,ISA On in Total Store
61,515,5689,"> 80%, < 90%",Tier 2,GM Pause
61,515,5691,"> 80%, < 90%",Tier 2,GM Pause
72,538,5692,"> 80%, < 90%",Tier 2,GM Pause
72,538,5693,>90%,Tier 1,ISA On in Total Store
59,495,5695,>90%,Tier 1,ISA On in Total Store
59,495,5697,>90%,Tier 1,ISA On in Total Store
64,542,5700,>90%,Tier 1,ISA On in Total Store
57,449,5701,>90%,Tier 1,ISA On in Total Store
64,561,5702,>90%,Tier 1,ISA On in Total Store
12,137,5703,>90%,Tier 1,ISA On in Total Store
72,488,5704,< 80%,Tier 3,Total Store ISA Pause
4,37,5705,>90%,Tier 1,ISA On in Total Store
42,324,5706,>90%,Tier 1,ISA On in Total Store
5,52,5707,"> 80%, < 90%",Tier 2,GM Pause
2,19,5709,>90%,Tier 1,ISA On in Total Store
56,450,5710,>90%,Tier 1,ISA On in Total Store
46,88,5713,< 80%,Tier 3,Total Store ISA Pause
64,58,5715,>90%,Tier 1,ISA On in Total Store
59,566,5716,>90%,Tier 1,ISA On in Total Store
46,505,5717,"> 80%, < 90%",Tier 2,GM Pause
72,103,5719,"> 80%, < 90%",Tier 2,GM Pause
64,543,5722,>90%,Tier 1,ISA On in Total Store
61,9,5725,"> 80%, < 90%",Tier 2,GM Pause
64,526,5726,>90%,Tier 1,ISA On in Total Store
9,115,5727,"> 80%, < 90%",Tier 2,GM Pause
41,254,5728,"> 80%, < 90%",Tier 2,GM Pause
75,291,5731,>90%,Tier 1,ISA On in Total Store
17,190,5732,"> 80%, < 90%",Tier 2,GM Pause
59,498,5734,< 80%,Tier 3,Total Store ISA Pause
3,30,5735,>90%,Tier 1,ISA On in Total Store
72,537,5737,< 80%,Tier 3,Total Store ISA Pause
72,534,5738,"> 80%, < 90%",Tier 2,GM Pause
72,545,5740,>90%,Tier 1,ISA On in Total Store
72,559,5741,"> 80%, < 90%",Tier 2,GM Pause
26,299,5743,"> 80%, < 90%",Tier 2,GM Pause
72,545,5744,"> 80%, < 90%",Tier 2,GM Pause
4,305,5745,>90%,Tier 1,ISA On in Total Store
4,306,5747,>90%,Tier 1,ISA On in Total Store
52,414,5748,"> 80%, < 90%",Tier 2,GM Pause
56,451,5751,"> 80%, < 90%",Tier 2,GM Pause
17,577,5752,"> 80%, < 90%",Tier 2,GM Pause
75,283,5753,>90%,Tier 1,ISA On in Total Store
59,502,5754,"> 80%, < 90%",Tier 2,GM Pause
59,502,5755,>90%,Tier 1,ISA On in Total Store
72,488,5758,>90%,Tier 1,ISA On in Total Store
72,488,5759,"> 80%, < 90%",Tier 2,GM Pause
72,559,5760,>90%,Tier 1,ISA On in Total Store
19,197,5761,>90%,Tier 1,ISA On in Total Store
54,403,5763,"> 80%, < 90%",Tier 2,GM Pause
5,479,5764,>90%,Tier 1,ISA On in Total Store
56,451,5766,>90%,Tier 1,ISA On in Total Store
59,494,5767,"> 80%, < 90%",Tier 2,GM Pause
46,371,5768,>90%,Tier 1,ISA On in Total Store
72,545,5769,"> 80%, < 90%",Tier 2,GM Pause
72,545,5771,"> 80%, < 90%",Tier 2,GM Pause
9,104,5772,"> 80%, < 90%",Tier 2,GM Pause
64,541,5773,< 80%,Tier 3,Total Store ISA Pause
64,543,5774,>90%,Tier 1,ISA On in Total Store
64,543,5776,>90%,Tier 1,ISA On in Total Store
17,162,5777,"> 80%, < 90%",Tier 2,GM Pause
75,291,5779,>90%,Tier 1,ISA On in Total Store
72,492,5780,>90%,Tier 1,ISA On in Total Store
25,267,5781,>90%,Tier 1,ISA On in Total Store
64,526,5782,"> 80%, < 90%",Tier 2,GM Pause
2,18,5786,"> 80%, < 90%",Tier 2,GM Pause
26,310,5787,>90%,Tier 1,ISA On in Total Store
72,537,5789,< 80%,Tier 3,Total Store ISA Pause
72,537,5790,"> 80%, < 90%",Tier 2,GM Pause
72,538,5791,"> 80%, < 90%",Tier 2,GM Pause
29,811,5793,"> 80%, < 90%",Tier 2,GM Pause
22,233,5795,"> 80%, < 90%",Tier 2,GM Pause
3,27,5797,"> 80%, < 90%",Tier 2,GM Pause
46,367,5799,"> 80%, < 90%",Tier 2,GM Pause
29,801,5802,"> 80%, < 90%",Tier 2,GM Pause
29,801,5803,"> 80%, < 90%",Tier 2,GM Pause
59,494,5804,>90%,Tier 1,ISA On in Total Store
64,533,5805,"> 80%, < 90%",Tier 2,GM Pause
52,412,5806,>90%,Tier 1,ISA On in Total Store
57,465,5807,>90%,Tier 1,ISA On in Total Store
6,569,5808,"> 80%, < 90%",Tier 2,GM Pause
6,80,5809,"> 80%, < 90%",Tier 2,GM Pause
2,18,5812,>90%,Tier 1,ISA On in Total Store
59,554,5813,"> 80%, < 90%",Tier 2,GM Pause
2,26,5814,"> 80%, < 90%",Tier 2,GM Pause
59,554,5815,"> 80%, < 90%",Tier 2,GM Pause
72,549,5816,"> 80%, < 90%",Tier 2,GM Pause
72,549,5817,"> 80%, < 90%",Tier 2,GM Pause
72,549,5818,"> 80%, < 90%",Tier 2,GM Pause
72,549,5819,< 80%,Tier 3,Total Store ISA Pause
72,549,5820,"> 80%, < 90%",Tier 2,GM Pause
5,583,5823,>90%,Tier 1,ISA On in Total Store
64,561,5824,>90%,Tier 1,ISA On in Total Store
72,102,5826,"> 80%, < 90%",Tier 2,GM Pause
61,490,5828,"> 80%, < 90%",Tier 2,GM Pause
59,509,5829,"> 80%, < 90%",Tier 2,GM Pause
72,548,5831,>90%,Tier 1,ISA On in Total Store
64,543,5832,"> 80%, < 90%",Tier 2,GM Pause
46,370,5835,>90%,Tier 1,ISA On in Total Store
72,534,5837,< 80%,Tier 3,Total Store ISA Pause
56,468,5839,"> 80%, < 90%",Tier 2,GM Pause
64,507,5840,"> 80%, < 90%",Tier 2,GM Pause
56,399,5841,< 80%,Tier 3,Total Store ISA Pause
19,197,5842,>90%,Tier 1,ISA On in Total Store
56,511,5843,"> 80%, < 90%",Tier 2,GM Pause
19,206,5844,>90%,Tier 1,ISA On in Total Store
14,15,5845,"> 80%, < 90%",Tier 2,GM Pause
72,559,5846,>90%,Tier 1,ISA On in Total Store
75,290,5847,< 80%,Tier 3,Total Store ISA Pause
56,454,5848,>90%,Tier 1,ISA On in Total Store
26,301,5851,"> 80%, < 90%",Tier 2,GM Pause
60,467,5853,>90%,Tier 1,ISA On in Total Store
9,110,5854,>90%,Tier 1,ISA On in Total Store
61,491,5855,"> 80%, < 90%",Tier 2,GM Pause
21,219,5857,"> 80%, < 90%",Tier 2,GM Pause
46,367,5858,"> 80%, < 90%",Tier 2,GM Pause
57,581,5859,< 80%,Tier 3,Total Store ISA Pause
60,467,5861,"> 80%, < 90%",Tier 2,GM Pause
64,533,5863,"> 80%, < 90%",Tier 2,GM Pause
56,392,5864,"> 80%, < 90%",Tier 2,GM Pause
5,56,5866,>90%,Tier 1,ISA On in Total Store
17,176,5867,< 80%,Tier 3,Total Store ISA Pause
60,475,5869,"> 80%, < 90%",Tier 2,GM Pause
9,91,5871,>90%,Tier 1,ISA On in Total Store
14,15,5872,"> 80%, < 90%",Tier 2,GM Pause
57,465,5874,"> 80%, < 90%",Tier 2,GM Pause
72,559,5875,>90%,Tier 1,ISA On in Total Store
72,548,5876,< 80%,Tier 3,Total Store ISA Pause
4,306,5879,>90%,Tier 1,ISA On in Total Store
75,292,5880,>90%,Tier 1,ISA On in Total Store
22,167,5881,"> 80%, < 90%",Tier 2,GM Pause
9,108,5882,>90%,Tier 1,ISA On in Total Store
60,474,5883,>90%,Tier 1,ISA On in Total Store
56,451,5884,"> 80%, < 90%",Tier 2,GM Pause
57,459,5886,< 80%,Tier 3,Total Store ISA Pause
22,234,5888,"> 80%, < 90%",Tier 2,GM Pause
5,53,5889,>90%,Tier 1,ISA On in Total Store
56,450,5890,>90%,Tier 1,ISA On in Total Store
22,166,5891,"> 80%, < 90%",Tier 2,GM Pause
19,203,5893,"> 80%, < 90%",Tier 2,GM Pause
9,91,5894,>90%,Tier 1,ISA On in Total Store
6,78,5898,>90%,Tier 1,ISA On in Total Store
60,476,5899,"> 80%, < 90%",Tier 2,GM Pause
72,546,5903,"> 80%, < 90%",Tier 2,GM Pause
72,546,5907,>90%,Tier 1,ISA On in Total Store
59,498,5908,"> 80%, < 90%",Tier 2,GM Pause
9,108,5911,"> 80%, < 90%",Tier 2,GM Pause
9,110,5912,>90%,Tier 1,ISA On in Total Store
75,289,5922,>90%,Tier 1,ISA On in Total Store
59,496,5923,"> 80%, < 90%",Tier 2,GM Pause
59,566,5925,"> 80%, < 90%",Tier 2,GM Pause
40,340,5927,>90%,Tier 1,ISA On in Total Store
60,476,5929,"> 80%, < 90%",Tier 2,GM Pause
57,464,5930,>90%,Tier 1,ISA On in Total Store
9,109,5932,>90%,Tier 1,ISA On in Total Store
60,477,5935,"> 80%, < 90%",Tier 2,GM Pause
75,283,5936,"> 80%, < 90%",Tier 2,GM Pause
57,458,5938,< 80%,Tier 3,Total Store ISA Pause
60,514,5939,>90%,Tier 1,ISA On in Total Store
75,283,5941,>90%,Tier 1,ISA On in Total Store
22,558,5944,"> 80%, < 90%",Tier 2,GM Pause
72,103,5945,>90%,Tier 1,ISA On in Total Store
46,505,5947,< 80%,Tier 3,Total Store ISA Pause
57,484,5954,>90%,Tier 1,ISA On in Total Store
57,581,5956,"> 80%, < 90%",Tier 2,GM Pause
47,585,5957,"> 80%, < 90%",Tier 2,GM Pause
6,63,5959,"> 80%, < 90%",Tier 2,GM Pause
64,526,5960,"> 80%, < 90%",Tier 2,GM Pause
64,526,5962,"> 80%, < 90%",Tier 2,GM Pause
64,504,5963,>90%,Tier 1,ISA On in Total Store
9,112,5964,< 80%,Tier 3,Total Store ISA Pause
25,266,5965,"> 80%, < 90%",Tier 2,GM Pause
75,283,5968,>90%,Tier 1,ISA On in Total Store
75,292,5969,"> 80%, < 90%",Tier 2,GM Pause
52,424,5976,>90%,Tier 1,ISA On in Total Store
52,423,5977,>90%,Tier 1,ISA On in Total Store
61,552,5979,"> 80%, < 90%",Tier 2,GM Pause
61,552,5980,>90%,Tier 1,ISA On in Total Store
61,552,5981,"> 80%, < 90%",Tier 2,GM Pause
61,552,5982,>90%,Tier 1,ISA On in Total Store
5,583,5987,>90%,Tier 1,ISA On in Total Store
72,559,5988,"> 80%, < 90%",Tier 2,GM Pause
61,491,5990,"> 80%, < 90%",Tier 2,GM Pause
61,491,5991,>90%,Tier 1,ISA On in Total Store
52,423,5992,"> 80%, < 90%",Tier 2,GM Pause
61,550,5993,>90%,Tier 1,ISA On in Total Store
61,550,5994,>90%,Tier 1,ISA On in Total Store
57,459,5996,"> 80%, < 90%",Tier 2,GM Pause
64,504,6078,"> 80%, < 90%",Tier 2,GM Pause
64,528,6098,"> 80%, < 90%",Tier 2,GM Pause
72,559,6149,"> 80%, < 90%",Tier 2,GM Pause
64,528,6159,"> 80%, < 90%",Tier 2,GM Pause
64,543,6165,< 80%,Tier 3,Total Store ISA Pause
64,543,6166,"> 80%, < 90%",Tier 2,GM Pause
64,507,6170,"> 80%, < 90%",Tier 2,GM Pause
59,485,6172,>90%,Tier 1,ISA On in Total Store
14,1,6173,"> 80%, < 90%",Tier 2,GM Pause
59,496,6174,"> 80%, < 90%",Tier 2,GM Pause
59,509,6176,"> 80%, < 90%",Tier 2,GM Pause
61,490,6178,>90%,Tier 1,ISA On in Total Store
9,118,6190,"> 80%, < 90%",Tier 2,GM Pause
72,548,6207,"> 80%, < 90%",Tier 2,GM Pause
59,502,6226,"> 80%, < 90%",Tier 2,GM Pause
59,499,6233,"> 80%, < 90%",Tier 2,GM Pause
59,509,6243,"> 80%, < 90%",Tier 2,GM Pause
59,509,6263,>90%,Tier 1,ISA On in Total Store
59,509,6264,"> 80%, < 90%",Tier 2,GM Pause
5,81,6286,>90%,Tier 1,ISA On in Total Store
5,56,6300,>90%,Tier 1,ISA On in Total Store
64,543,6323,"> 80%, < 90%",Tier 2,GM Pause
2,123,6370,>90%,Tier 1,ISA On in Total Store
59,494,6390,>90%,Tier 1,ISA On in Total Store
47,411,6392,>90%,Tier 1,ISA On in Total Store
53,444,6394,>90%,Tier 1,ISA On in Total Store
4,29,6395,>90%,Tier 1,ISA On in Total Store
9,110,6397,"> 80%, < 90%",Tier 2,GM Pause
72,549,6398,"> 80%, < 90%",Tier 2,GM Pause
64,528,6459,"> 80%, < 90%",Tier 2,GM Pause
5,45,6467,"> 80%, < 90%",Tier 2,GM Pause
13,140,6469,>90%,Tier 1,ISA On in Total Store
59,494,6470,>90%,Tier 1,ISA On in Total Store
25,482,6476,"> 80%, < 90%",Tier 2,GM Pause
46,369,6477,>90%,Tier 1,ISA On in Total Store
46,373,6480,"> 80%, < 90%",Tier 2,GM Pause
59,485,6500,"> 80%, < 90%",Tier 2,GM Pause
72,545,6531,< 80%,Tier 3,Total Store ISA Pause
72,559,6548,>90%,Tier 1,ISA On in Total Store
2,39,6576,"> 80%, < 90%",Tier 2,GM Pause
64,543,6577,"> 80%, < 90%",Tier 2,GM Pause
64,58,6578,"> 80%, < 90%",Tier 2,GM Pause
6,59,6579,>90%,Tier 1,ISA On in Total Store
64,541,6583,"> 80%, < 90%",Tier 2,GM Pause
59,485,6585,"> 80%, < 90%",Tier 2,GM Pause
59,499,6586,"> 80%, < 90%",Tier 2,GM Pause
64,526,6587,>90%,Tier 1,ISA On in Total Store
64,543,6588,< 80%,Tier 3,Total Store ISA Pause
64,541,6590,"> 80%, < 90%",Tier 2,GM Pause
72,546,6732,>90%,Tier 1,ISA On in Total Store
64,528,6786,>90%,Tier 1,ISA On in Total Store
26,308,6789,< 80%,Tier 3,Total Store ISA Pause
59,502,6798,>90%,Tier 1,ISA On in Total Store
12,145,6807,>90%,Tier 1,ISA On in Total Store
64,526,6813,"> 80%, < 90%",Tier 2,GM Pause
59,509,6814,"> 80%, < 90%",Tier 2,GM Pause
59,509,6828,"> 80%, < 90%",Tier 2,GM Pause
64,543,6849,"> 80%, < 90%",Tier 2,GM Pause
64,528,6850,"> 80%, < 90%",Tier 2,GM Pause
64,504,6851,>90%,Tier 1,ISA On in Total Store
72,492,6876,"> 80%, < 90%",Tier 2,GM Pause
12,5,6878,"> 80%, < 90%",Tier 2,GM Pause
26,310,6879,>90%,Tier 1,ISA On in Total Store
2,39,6887,"> 80%, < 90%",Tier 2,GM Pause
72,96,6894,"> 80%, < 90%",Tier 2,GM Pause
46,71,6898,>90%,Tier 1,ISA On in Total Store
5,76,6929,>90%,Tier 1,ISA On in Total Store
41,256,6931,< 80%,Tier 3,Total Store ISA Pause
42,127,6932,>90%,Tier 1,ISA On in Total Store
59,502,6936,>90%,Tier 1,ISA On in Total Store
72,102,6937,"> 80%, < 90%",Tier 2,GM Pause
72,102,6941,>90%,Tier 1,ISA On in Total Store
64,507,6942,"> 80%, < 90%",Tier 2,GM Pause
72,492,6943,>90%,Tier 1,ISA On in Total Store
20,317,6951,"> 80%, < 90%",Tier 2,GM Pause
75,286,6952,"> 80%, < 90%",Tier 2,GM Pause
72,534,6953,"> 80%, < 90%",Tier 2,GM Pause
26,310,6958,>90%,Tier 1,ISA On in Total Store
72,537,6960,>90%,Tier 1,ISA On in Total Store
59,499,6962,"> 80%, < 90%",Tier 2,GM Pause
5,52,6963,"> 80%, < 90%",Tier 2,GM Pause
12,144,6964,>90%,Tier 1,ISA On in Total Store
64,504,6966,"> 80%, < 90%",Tier 2,GM Pause
72,488,6967,"> 80%, < 90%",Tier 2,GM Pause
72,102,6968,"> 80%, < 90%",Tier 2,GM Pause
72,538,6971,"> 80%, < 90%",Tier 2,GM Pause
72,492,6975,"> 80%, < 90%",Tier 2,GM Pause
