Store Number,Tracking Number,Ship date ,Delivered date,Scheduled delivery date ,Service type 
2963,391048979175,N/A,N/A,N/A,FedEx Ground
1237,391048979223,N/A,N/A,N/A,FedEx Ground
1090,391048979462,N/A,N/A,N/A,FedEx Ground
2584,391048979495,N/A,N/A,N/A,FedEx Ground
3634,391048979771,N/A,N/A,N/A,FedEx Ground
2292,391048979852,N/A,N/A,N/A,FedEx Ground
4262,391048979863,N/A,N/A,N/A,FedEx Ground
2110,391048980076,N/A,N/A,N/A,FedEx Ground
1004,391048980503,N/A,N/A,N/A,FedEx Ground
1645,391048988022,N/A,N/A,N/A,FedEx Ground
4332,391048988103,N/A,N/A,N/A,FedEx Ground
1364,391048988250,N/A,N/A,N/A,FedEx Ground
1314,391048988456,N/A,N/A,N/A,FedEx Ground
5134,391048989419,N/A,N/A,N/A,FedEx Ground
2780,391048989511,N/A,N/A,N/A,FedEx Ground
4161,391048989670,N/A,N/A,N/A,FedEx Ground
994,391048990217,N/A,N/A,N/A,FedEx Ground
1344,391048990261,N/A,N/A,N/A,FedEx Ground
1390,391048990397,N/A,N/A,N/A,FedEx Ground
1652,391048991349,N/A,N/A,N/A,FedEx Ground
2617,391048992562,N/A,N/A,N/A,FedEx Ground
510,391048995105,N/A,N/A,N/A,FedEx Ground
5753,391048995425,N/A,N/A,N/A,FedEx Ground
2790,391048996351,N/A,N/A,N/A,FedEx Ground
5346,391048998090,N/A,N/A,N/A,FedEx Ground
5063,391049001022,N/A,N/A,N/A,FedEx Ground
2320,391049001206,N/A,N/A,N/A,FedEx Ground
4249,391049002095,N/A,N/A,N/A,FedEx Ground
5234,391049002658,N/A,N/A,N/A,FedEx Ground
3259,391049002886,N/A,N/A,N/A,FedEx Ground
2922,391049002967,N/A,N/A,N/A,FedEx Ground
1270,391049003286,N/A,N/A,N/A,FedEx Ground
5956,391049003573,N/A,N/A,N/A,FedEx Ground
1197,391049004135,N/A,N/A,N/A,FedEx Ground
4556,391049004179,N/A,N/A,N/A,FedEx Ground
3307,391049004238,N/A,N/A,N/A,FedEx Ground
4176,391049004400,N/A,N/A,N/A,FedEx Ground
2497,391049005039,N/A,N/A,N/A,FedEx Ground
5488,391049005110,N/A,N/A,N/A,FedEx Ground
5751,391049005201,N/A,N/A,N/A,FedEx Ground
2888,391049005370,N/A,N/A,N/A,FedEx Ground
4232,391049005944,N/A,N/A,N/A,FedEx Ground
5929,391049006675,N/A,N/A,N/A,FedEx Ground
2874,391049008050,N/A,N/A,N/A,FedEx Ground
5218,391049009262,N/A,N/A,N/A,FedEx Ground
1183,391049009516,N/A,N/A,N/A,FedEx Ground
1340,391049010255,N/A,N/A,N/A,FedEx Ground
5843,391049012567,N/A,N/A,N/A,FedEx Ground
1172,391049013200,N/A,N/A,N/A,FedEx Ground
3838,391049013405,N/A,N/A,N/A,FedEx Ground
941,391049013839,N/A,N/A,N/A,FedEx Ground
767,391049014114,N/A,N/A,N/A,FedEx Ground
855,391049014169,N/A,N/A,N/A,FedEx Ground
2262,391049015901,N/A,N/A,N/A,FedEx Ground
1641,391049015945,N/A,N/A,N/A,FedEx Ground
1338,391049016014,N/A,N/A,N/A,FedEx Ground
1261,391049017293,N/A,N/A,N/A,FedEx Ground
2593,391049017503,N/A,N/A,N/A,FedEx Ground
4583,391049017617,N/A,N/A,N/A,FedEx Ground
919,391049017801,N/A,N/A,N/A,FedEx Ground
952,391049017926,N/A,N/A,N/A,FedEx Ground
7194,391049018131,N/A,N/A,N/A,FedEx Ground
4101,391049018164,N/A,N/A,N/A,FedEx Ground
3118,391049018278,N/A,N/A,N/A,FedEx Ground
1910,391049018679,N/A,N/A,N/A,FedEx Ground
3281,391049018896,N/A,N/A,N/A,FedEx Ground
1708,391049018988,N/A,N/A,N/A,FedEx Ground
2348,391049019024,N/A,N/A,N/A,FedEx Ground
3474,391049019572,N/A,N/A,N/A,FedEx Ground
1770,391049020381,N/A,N/A,N/A,FedEx Ground
1726,391049020554,N/A,N/A,N/A,FedEx Ground
1512,391049020668,N/A,N/A,N/A,FedEx Ground
1646,391049020874,N/A,N/A,N/A,FedEx Ground
3786,391049021355,N/A,N/A,N/A,FedEx Ground
2038,391049021540,N/A,N/A,N/A,FedEx Ground
1879,391049021664,N/A,N/A,N/A,FedEx Ground
5879,391049021930,N/A,N/A,N/A,FedEx Ground
4303,391049023406,N/A,N/A,N/A,FedEx Ground
1995,391049023520,N/A,N/A,N/A,FedEx Ground
4340,391049025247,N/A,N/A,N/A,FedEx Ground
547,391049025361,N/A,N/A,N/A,FedEx Ground
4365,391049026118,N/A,N/A,N/A,FedEx Ground
623,391049027217,N/A,N/A,N/A,FedEx Ground
1985,391049029838,N/A,N/A,N/A,FedEx Ground
2152,391049029963,N/A,N/A,N/A,FedEx Ground
3639,391049031220,N/A,N/A,N/A,FedEx Ground
932,391049032823,N/A,N/A,N/A,FedEx Ground
3768,391049033153,N/A,N/A,N/A,FedEx Ground
877,391049037560,N/A,N/A,N/A,FedEx Ground
5481,391049038350,N/A,N/A,N/A,FedEx Ground
2607,391049038659,N/A,N/A,N/A,FedEx Ground
6576,391049038773,N/A,N/A,N/A,FedEx Ground
3884,391049038843,N/A,N/A,N/A,FedEx Ground
5424,391049038876,N/A,N/A,N/A,FedEx Ground
2794,391049039600,N/A,N/A,N/A,FedEx Ground
3239,391049039872,N/A,N/A,N/A,FedEx Ground
3897,391049040199,N/A,N/A,N/A,FedEx Ground
944,391049040306,N/A,N/A,N/A,FedEx Ground
1720,391049040512,N/A,N/A,N/A,FedEx Ground
5859,391049041390,N/A,N/A,N/A,FedEx Ground
1288,391049041482,N/A,N/A,N/A,FedEx Ground
3520,391049041791,N/A,N/A,N/A,FedEx Ground
5425,391049042169,N/A,N/A,N/A,FedEx Ground
5189,391049042880,N/A,N/A,N/A,FedEx Ground
1302,391049043132,N/A,N/A,N/A,FedEx Ground
5041,391049044069,N/A,N/A,N/A,FedEx Ground
1806,391049044871,N/A,N/A,N/A,FedEx Ground
2141,391049045021,N/A,N/A,N/A,FedEx Ground
1144,391049045341,N/A,N/A,N/A,FedEx Ground
1283,391049047263,N/A,N/A,N/A,FedEx Ground
494,391049051174,N/A,N/A,N/A,FedEx Ground
2019,391049051200,N/A,N/A,N/A,FedEx Ground
1747,391049051542,N/A,N/A,N/A,FedEx Ground
6879,391049052067,N/A,N/A,N/A,FedEx Ground
769,391049052413,N/A,N/A,N/A,FedEx Ground
3348,391049052468,N/A,N/A,N/A,FedEx Ground
1173,391049052663,N/A,N/A,N/A,FedEx Ground
1382,391049052685,N/A,N/A,N/A,FedEx Ground
4472,391049053074,N/A,N/A,N/A,FedEx Ground
3077,391049053394,N/A,N/A,N/A,FedEx Ground
3228,391049053409,N/A,N/A,N/A,FedEx Ground
1926,391049053556,N/A,N/A,N/A,FedEx Ground
642,391049053810,N/A,N/A,N/A,FedEx Ground
899,391049054037,N/A,N/A,N/A,FedEx Ground
4200,391049054130,N/A,N/A,N/A,FedEx Ground
2941,391049054302,N/A,N/A,N/A,FedEx Ground
3770,391049054519,N/A,N/A,N/A,FedEx Ground
2884,391049054574,N/A,N/A,N/A,FedEx Ground
2117,391049054806,N/A,N/A,N/A,FedEx Ground
3589,391049055294,N/A,N/A,N/A,FedEx Ground
538,391049055743,N/A,N/A,N/A,FedEx Ground
5727,391049056110,N/A,N/A,N/A,FedEx Ground
2255,391049056393,N/A,N/A,N/A,FedEx Ground
5215,391049056544,N/A,N/A,N/A,FedEx Ground
3710,391049056614,N/A,N/A,N/A,FedEx Ground
858,391049056810,N/A,N/A,N/A,FedEx Ground
1849,391049057025,N/A,N/A,N/A,FedEx Ground
5686,391049057985,N/A,N/A,N/A,FedEx Ground
2671,391049058477,N/A,N/A,N/A,FedEx Ground
2767,391049058514,N/A,N/A,N/A,FedEx Ground
582,391049058992,N/A,N/A,N/A,FedEx Ground
3700,391049059337,N/A,N/A,N/A,FedEx Ground
5912,391049060124,N/A,N/A,N/A,FedEx Ground
3511,391049060250,N/A,N/A,N/A,FedEx Ground
1851,391049061808,N/A,N/A,N/A,FedEx Ground
1914,391049062506,N/A,N/A,N/A,FedEx Ground
4588,391049062881,N/A,N/A,N/A,FedEx Ground
3607,391049063156,N/A,N/A,N/A,FedEx Ground
5735,391049066350,N/A,N/A,N/A,FedEx Ground
2805,391049067780,N/A,N/A,N/A,FedEx Ground
4636,391049068905,N/A,N/A,N/A,FedEx Ground
2027,391049069338,N/A,N/A,N/A,FedEx Ground
5031,391049074690,N/A,N/A,N/A,FedEx Ground
1156,391049075837,N/A,N/A,N/A,FedEx Ground
4594,391049076557,N/A,N/A,N/A,FedEx Ground
3258,391049076649,N/A,N/A,N/A,FedEx Ground
1391,391049076720,N/A,N/A,N/A,FedEx Ground
1968,391049077851,N/A,N/A,N/A,FedEx Ground
1950,391049077987,N/A,N/A,N/A,FedEx Ground
2921,391049077998,N/A,N/A,N/A,FedEx Ground
4378,391049078387,N/A,N/A,N/A,FedEx Ground
1552,391049078906,N/A,N/A,N/A,FedEx Ground
2249,391049078928,N/A,N/A,N/A,FedEx Ground
5935,391049079464,N/A,N/A,N/A,FedEx Ground
3367,391049079832,N/A,N/A,N/A,FedEx Ground
3652,391049079968,N/A,N/A,N/A,FedEx Ground
3159,391049080424,N/A,N/A,N/A,FedEx Ground
5435,391049080490,N/A,N/A,N/A,FedEx Ground
3389,391049081100,N/A,N/A,N/A,FedEx Ground
1976,391049081122,N/A,N/A,N/A,FedEx Ground
5330,391049081258,N/A,N/A,N/A,FedEx Ground
500,391049082633,N/A,N/A,N/A,FedEx Ground
2650,391049083695,N/A,N/A,N/A,FedEx Ground
2843,391049085080,N/A,N/A,N/A,FedEx Ground
859,391049087094,N/A,N/A,N/A,FedEx Ground
2886,391049087360,N/A,N/A,N/A,FedEx Ground
6887,391049087392,N/A,N/A,N/A,FedEx Ground
3429,391049087624,N/A,N/A,N/A,FedEx Ground
1219,391049088024,N/A,N/A,N/A,FedEx Ground
5709,391049088116,N/A,N/A,N/A,FedEx Ground
931,391049089204,N/A,N/A,N/A,FedEx Ground
2615,391049090138,N/A,N/A,N/A,FedEx Ground
1217,391049090252,N/A,N/A,N/A,FedEx Ground
4283,391049090377,N/A,N/A,N/A,FedEx Ground
1081,391049090539,N/A,N/A,N/A,FedEx Ground
1994,391049091112,N/A,N/A,N/A,FedEx Ground
4436,391049091340,N/A,N/A,N/A,FedEx Ground
3067,391049091421,N/A,N/A,N/A,FedEx Ground
4488,391049091903,N/A,N/A,N/A,FedEx Ground
4208,391049092071,N/A,N/A,N/A,FedEx Ground
1603,391049092575,N/A,N/A,N/A,FedEx Ground
5394,391049092737,N/A,N/A,N/A,FedEx Ground
5470,391049092807,N/A,N/A,N/A,FedEx Ground
3772,391049092932,N/A,N/A,N/A,FedEx Ground
2387,391049093056,N/A,N/A,N/A,FedEx Ground
6480,391049093284,N/A,N/A,N/A,FedEx Ground
1488,391049093516,N/A,N/A,N/A,FedEx Ground
5867,391049093700,N/A,N/A,N/A,FedEx Ground
1884,391049093847,N/A,N/A,N/A,FedEx Ground
3350,391049094306,N/A,N/A,N/A,FedEx Ground
1859,391049094854,N/A,N/A,N/A,FedEx Ground
1298,391049094968,N/A,N/A,N/A,FedEx Ground
2768,391049095129,N/A,N/A,N/A,FedEx Ground
6397,391049095173,N/A,N/A,N/A,FedEx Ground
1215,391049095600,N/A,N/A,N/A,FedEx Ground
2181,391049096695,N/A,N/A,N/A,FedEx Ground
5494,391049097051,N/A,N/A,N/A,FedEx Ground
5871,391049097305,N/A,N/A,N/A,FedEx Ground
6952,391049097350,N/A,N/A,N/A,FedEx Ground
778,391049098974,N/A,N/A,N/A,FedEx Ground
3235,391049102890,N/A,N/A,N/A,FedEx Ground
5363,391049103841,N/A,N/A,N/A,FedEx Ground
2645,391049104024,N/A,N/A,N/A,FedEx Ground
2210,391049104296,N/A,N/A,N/A,FedEx Ground
5046,391049105156,N/A,N/A,N/A,FedEx Ground
5382,391049105395,N/A,N/A,N/A,FedEx Ground
2015,391049105580,N/A,N/A,N/A,FedEx Ground
1834,391049109298,N/A,N/A,N/A,FedEx Ground
4238,391049109346,N/A,N/A,N/A,FedEx Ground
5626,391049109758,N/A,N/A,N/A,FedEx Ground
512,391049111894,N/A,N/A,N/A,FedEx Ground
1060,391049112022,N/A,N/A,N/A,FedEx Ground
2927,391049112066,N/A,N/A,N/A,FedEx Ground
754,391049112754,N/A,N/A,N/A,FedEx Ground
4696,391049112960,N/A,N/A,N/A,FedEx Ground
3720,391049112993,N/A,N/A,N/A,FedEx Ground
3754,391049113923,N/A,N/A,N/A,FedEx Ground
3889,391049115683,N/A,N/A,N/A,FedEx Ground
5891,391049115878,N/A,N/A,N/A,FedEx Ground
616,391049115960,N/A,N/A,N/A,FedEx Ground
2160,391049116109,N/A,N/A,N/A,FedEx Ground
555,391049118660,N/A,N/A,N/A,FedEx Ground
5331,391049119255,N/A,N/A,N/A,FedEx Ground
1742,391049119586,N/A,N/A,N/A,FedEx Ground
1774,391049119715,N/A,N/A,N/A,FedEx Ground
2475,391049119770,N/A,N/A,N/A,FedEx Ground
2732,391049120075,N/A,N/A,N/A,FedEx Ground
2053,391049120123,N/A,N/A,N/A,FedEx Ground
1223,391049120260,N/A,N/A,N/A,FedEx Ground
2526,391049120958,N/A,N/A,N/A,FedEx Ground
3351,391049121060,N/A,N/A,N/A,FedEx Ground
2687,391049121840,N/A,N/A,N/A,FedEx Ground
2040,391049121943,N/A,N/A,N/A,FedEx Ground
3329,391049122262,N/A,N/A,N/A,FedEx Ground
843,391049122630,N/A,N/A,N/A,FedEx Ground
4350,391049122685,N/A,N/A,N/A,FedEx Ground
5936,391049122847,N/A,N/A,N/A,FedEx Ground
1164,391049123247,N/A,N/A,N/A,FedEx Ground
5235,391049123280,N/A,N/A,N/A,FedEx Ground
3877,391049123383,N/A,N/A,N/A,FedEx Ground
759,391049123670,N/A,N/A,N/A,FedEx Ground
1444,391049124151,N/A,N/A,N/A,FedEx Ground
4132,391049124276,N/A,N/A,N/A,FedEx Ground
1134,391049124346,N/A,N/A,N/A,FedEx Ground
2504,391049124380,N/A,N/A,N/A,FedEx Ground
1769,391049124416,N/A,N/A,N/A,FedEx Ground
3463,391049124427,N/A,N/A,N/A,FedEx Ground
3311,391049124622,N/A,N/A,N/A,FedEx Ground
3864,391049124677,N/A,N/A,N/A,FedEx Ground
1739,391049125000,N/A,N/A,N/A,FedEx Ground
2778,391049125310,N/A,N/A,N/A,FedEx Ground
3627,391049125846,N/A,N/A,N/A,FedEx Ground
1153,391049126040,N/A,N/A,N/A,FedEx Ground
5264,391049126566,N/A,N/A,N/A,FedEx Ground
1385,391049126728,N/A,N/A,N/A,FedEx Ground
1983,391049126739,N/A,N/A,N/A,FedEx Ground
2119,391049126912,N/A,N/A,N/A,FedEx Ground
1935,391049127014,N/A,N/A,N/A,FedEx Ground
779,391049127025,N/A,N/A,N/A,FedEx Ground
2831,391049127070,N/A,N/A,N/A,FedEx Ground
5701,391049127507,N/A,N/A,N/A,FedEx Ground
3799,391049127768,N/A,N/A,N/A,FedEx Ground
758,391049127816,N/A,N/A,N/A,FedEx Ground
488,391049128330,N/A,N/A,N/A,FedEx Ground
3339,391049139360,N/A,N/A,N/A,FedEx Ground
2351,391049139463,N/A,N/A,N/A,FedEx Ground
2580,391049139669,N/A,N/A,N/A,FedEx Ground
1890,391049139750,N/A,N/A,N/A,FedEx Ground
745,391049139761,N/A,N/A,N/A,FedEx Ground
2517,391049140169,N/A,N/A,N/A,FedEx Ground
5880,391049140217,N/A,N/A,N/A,FedEx Ground
1111,391049140309,N/A,N/A,N/A,FedEx Ground
3489,391049140607,N/A,N/A,N/A,FedEx Ground
2006,391049140662,N/A,N/A,N/A,FedEx Ground
697,391049140776,N/A,N/A,N/A,FedEx Ground
1763,391049140879,N/A,N/A,N/A,FedEx Ground
1793,391049140890,N/A,N/A,N/A,FedEx Ground
5799,391049141121,N/A,N/A,N/A,FedEx Ground
4250,391049141202,N/A,N/A,N/A,FedEx Ground
1817,391049141280,N/A,N/A,N/A,FedEx Ground
4678,391049142404,N/A,N/A,N/A,FedEx Ground
964,391049142584,N/A,N/A,N/A,FedEx Ground
5303,391049143628,N/A,N/A,N/A,FedEx Ground
2761,391049147050,N/A,N/A,N/A,FedEx Ground
1179,391049148398,N/A,N/A,N/A,FedEx Ground
1630,391049148733,N/A,N/A,N/A,FedEx Ground
2543,391049151534,N/A,N/A,N/A,FedEx Ground
518,391049154257,N/A,N/A,N/A,FedEx Ground
4336,391049154761,N/A,N/A,N/A,FedEx Ground
1608,391049155128,N/A,N/A,N/A,FedEx Ground
3191,391049156065,N/A,N/A,N/A,FedEx Ground
3418,391049156786,N/A,N/A,N/A,FedEx Ground
3078,391049156878,N/A,N/A,N/A,FedEx Ground
1135,391049157944,N/A,N/A,N/A,FedEx Ground
4427,391049157988,N/A,N/A,N/A,FedEx Ground
5428,391049158127,N/A,N/A,N/A,FedEx Ground
4687,391049158149,N/A,N/A,N/A,FedEx Ground
1367,391049158171,N/A,N/A,N/A,FedEx Ground
5641,391049158790,N/A,N/A,N/A,FedEx Ground
5779,391049159189,N/A,N/A,N/A,FedEx Ground
4438,391049160035,N/A,N/A,N/A,FedEx Ground
860,391049160150,N/A,N/A,N/A,FedEx Ground
2214,391049160208,N/A,N/A,N/A,FedEx Ground
3473,391049160414,N/A,N/A,N/A,FedEx Ground
1086,391049160767,N/A,N/A,N/A,FedEx Ground
1213,391049160940,N/A,N/A,N/A,FedEx Ground
1688,391049161097,N/A,N/A,N/A,FedEx Ground
2862,391049161351,N/A,N/A,N/A,FedEx Ground
2154,391049162049,N/A,N/A,N/A,FedEx Ground
3461,391049162050,N/A,N/A,N/A,FedEx Ground
5300,391049162141,N/A,N/A,N/A,FedEx Ground
5894,391049162211,N/A,N/A,N/A,FedEx Ground
1034,391049162303,N/A,N/A,N/A,FedEx Ground
1400,391049162472,N/A,N/A,N/A,FedEx Ground
1403,391049162737,N/A,N/A,N/A,FedEx Ground
3397,391049162829,N/A,N/A,N/A,FedEx Ground
2890,391049163310,N/A,N/A,N/A,FedEx Ground
3309,391049163972,N/A,N/A,N/A,FedEx Ground
1245,391049164020,N/A,N/A,N/A,FedEx Ground
4403,391049164464,N/A,N/A,N/A,FedEx Ground
2082,391049165872,N/A,N/A,N/A,FedEx Ground
5298,391049165975,N/A,N/A,N/A,FedEx Ground
1555,391049166559,N/A,N/A,N/A,FedEx Ground
3633,391049166700,N/A,N/A,N/A,FedEx Ground
3810,391049167349,N/A,N/A,N/A,FedEx Ground
5710,391049167728,N/A,N/A,N/A,FedEx Ground
2005,391049168117,N/A,N/A,N/A,FedEx Ground
1973,391049168139,N/A,N/A,N/A,FedEx Ground
5969,391049173160,N/A,N/A,N/A,FedEx Ground
1027,391049173951,N/A,N/A,N/A,FedEx Ground
3523,391049175152,N/A,N/A,N/A,FedEx Ground
5858,391049175358,N/A,N/A,N/A,FedEx Ground
2911,391049175601,N/A,N/A,N/A,FedEx Ground
1061,391049176001,N/A,N/A,N/A,FedEx Ground
2641,391049176240,N/A,N/A,N/A,FedEx Ground
3402,391049176527,N/A,N/A,N/A,FedEx Ground
1847,391049176560,N/A,N/A,N/A,FedEx Ground
1486,391049176582,N/A,N/A,N/A,FedEx Ground
3701,391049176917,N/A,N/A,N/A,FedEx Ground
2931,391049176939,N/A,N/A,N/A,FedEx Ground
2560,391049177236,N/A,N/A,N/A,FedEx Ground
1889,391049177497,N/A,N/A,N/A,FedEx Ground
2476,391049177968,N/A,N/A,N/A,FedEx Ground
1015,391049179651,N/A,N/A,N/A,FedEx Ground
1699,391049180482,N/A,N/A,N/A,FedEx Ground
3730,391049183253,N/A,N/A,N/A,FedEx Ground
5847,391049184341,N/A,N/A,N/A,FedEx Ground
4428,391049185933,N/A,N/A,N/A,FedEx Ground
1915,391049186517,N/A,N/A,N/A,FedEx Ground
1807,391049186848,N/A,N/A,N/A,FedEx Ground
2263,391049189538,N/A,N/A,N/A,FedEx Ground
722,391049193092,N/A,N/A,N/A,FedEx Ground
2537,391049193173,N/A,N/A,N/A,FedEx Ground
3236,391049194651,N/A,N/A,N/A,FedEx Ground
4520,391049194824,N/A,N/A,N/A,FedEx Ground
974,391049196003,N/A,N/A,N/A,FedEx Ground
1324,391049196194,N/A,N/A,N/A,FedEx Ground
585,391049196323,N/A,N/A,N/A,FedEx Ground
1820,391049196448,N/A,N/A,N/A,FedEx Ground
4356,391049196540,N/A,N/A,N/A,FedEx Ground
728,391049196713,N/A,N/A,N/A,FedEx Ground
4252,391049196780,N/A,N/A,N/A,FedEx Ground
1805,391049196919,N/A,N/A,N/A,FedEx Ground
4506,391049197374,N/A,N/A,N/A,FedEx Ground
3750,391049197499,N/A,N/A,N/A,FedEx Ground
3093,391049198278,N/A,N/A,N/A,FedEx Ground
1321,391049198462,N/A,N/A,N/A,FedEx Ground
1070,391049198944,N/A,N/A,N/A,FedEx Ground
5193,391049199193,N/A,N/A,N/A,FedEx Ground
1363,391049199285,N/A,N/A,N/A,FedEx Ground
1335,391049199506,N/A,N/A,N/A,FedEx Ground
551,391049199572,N/A,N/A,N/A,FedEx Ground
5763,391049199653,N/A,N/A,N/A,FedEx Ground
3526,391049199826,N/A,N/A,N/A,FedEx Ground
2533,391049200065,N/A,N/A,N/A,FedEx Ground
459,391049200076,N/A,N/A,N/A,FedEx Ground
2811,391049200180,N/A,N/A,N/A,FedEx Ground
4064,391049200320,N/A,N/A,N/A,FedEx Ground
1589,391049200422,N/A,N/A,N/A,FedEx Ground
857,391049200823,N/A,N/A,N/A,FedEx Ground
1236,391049200992,N/A,N/A,N/A,FedEx Ground
2281,391049201197,N/A,N/A,N/A,FedEx Ground
1712,391049201440,N/A,N/A,N/A,FedEx Ground
2234,391049201451,N/A,N/A,N/A,FedEx Ground
2733,391049201500,N/A,N/A,N/A,FedEx Ground
3308,391049201705,N/A,N/A,N/A,FedEx Ground
5886,391049202080,N/A,N/A,N/A,FedEx Ground
1997,391049202171,N/A,N/A,N/A,FedEx Ground
3702,391049202182,N/A,N/A,N/A,FedEx Ground
3516,391049202859,N/A,N/A,N/A,FedEx Ground
2368,391049202951,N/A,N/A,N/A,FedEx Ground
2793,391049202984,N/A,N/A,N/A,FedEx Ground
2705,391049208695,N/A,N/A,N/A,FedEx Ground
1780,391049208879,N/A,N/A,N/A,FedEx Ground
5242,391049209511,N/A,N/A,N/A,FedEx Ground
4574,391049210000,N/A,N/A,N/A,FedEx Ground
618,391049210077,N/A,N/A,N/A,FedEx Ground
1184,391049211246,N/A,N/A,N/A,FedEx Ground
1772,391049211706,N/A,N/A,N/A,FedEx Ground
1540,391049545161,N/A,N/A,N/A,FedEx Ground
1265,391049546216,N/A,N/A,N/A,FedEx Ground
2771,391049548377,N/A,N/A,N/A,FedEx Ground
2723,391049548837,N/A,N/A,N/A,FedEx Ground
4243,391049549237,N/A,N/A,N/A,FedEx Ground
1088,391049549763,N/A,N/A,N/A,FedEx Ground
5185,391049549888,N/A,N/A,N/A,FedEx Ground
1091,391049549970,N/A,N/A,N/A,FedEx Ground
5713,391049551400,N/A,N/A,N/A,FedEx Ground
3597,391049551524,N/A,N/A,N/A,FedEx Ground
466,391049551671,N/A,N/A,N/A,FedEx Ground
3765,391049551741,N/A,N/A,N/A,FedEx Ground
4533,391049552016,N/A,N/A,N/A,FedEx Ground
3206,391049552211,N/A,N/A,N/A,FedEx Ground
3250,391049552440,N/A,N/A,N/A,FedEx Ground
788,391049552450,N/A,N/A,N/A,FedEx Ground
3447,391049552509,N/A,N/A,N/A,FedEx Ground
6932,391049552510,N/A,N/A,N/A,FedEx Ground
198,391049552678,N/A,N/A,N/A,FedEx Ground
1855,391049552910,N/A,N/A,N/A,FedEx Ground
821,391049552943,N/A,N/A,N/A,FedEx Ground
4194,391049553056,N/A,N/A,N/A,FedEx Ground
3136,391049553207,N/A,N/A,N/A,FedEx Ground
2672,391049553663,N/A,N/A,N/A,FedEx Ground
3170,391049553700,N/A,N/A,N/A,FedEx Ground
1585,391049553803,N/A,N/A,N/A,FedEx Ground
2869,391049553847,N/A,N/A,N/A,FedEx Ground
1272,391049554556,N/A,N/A,N/A,FedEx Ground
1892,391049555107,N/A,N/A,N/A,FedEx Ground
285,391049555817,N/A,N/A,N/A,FedEx Ground
803,391049555909,N/A,N/A,N/A,FedEx Ground
879,391049556927,N/A,N/A,N/A,FedEx Ground
3364,391049556938,N/A,N/A,N/A,FedEx Ground
3294,391049557198,N/A,N/A,N/A,FedEx Ground
781,391049557235,N/A,N/A,N/A,FedEx Ground
902,391049565943,N/A,N/A,N/A,FedEx Ground
536,391049566560,N/A,N/A,N/A,FedEx Ground
313,391049566755,N/A,N/A,N/A,FedEx Ground
1201,391049567052,N/A,N/A,N/A,FedEx Ground
876,391049567144,N/A,N/A,N/A,FedEx Ground
3137,391049567188,N/A,N/A,N/A,FedEx Ground
1556,391049567383,N/A,N/A,N/A,FedEx Ground
336,391049568438,N/A,N/A,N/A,FedEx Ground
1310,391049568942,N/A,N/A,N/A,FedEx Ground
1510,391049569971,N/A,N/A,N/A,FedEx Ground
128,391049570791,N/A,N/A,N/A,FedEx Ground
736,391049571033,N/A,N/A,N/A,FedEx Ground
1803,391049571136,N/A,N/A,N/A,FedEx Ground
2716,391049571147,N/A,N/A,N/A,FedEx Ground
3893,391049571651,N/A,N/A,N/A,FedEx Ground
5399,391049576080,N/A,N/A,N/A,FedEx Ground
153,391049576208,N/A,N/A,N/A,FedEx Ground
730,391049577579,N/A,N/A,N/A,FedEx Ground
476,391049579593,N/A,N/A,N/A,FedEx Ground
2752,391049579630,N/A,N/A,N/A,FedEx Ground
1649,391049581983,N/A,N/A,N/A,FedEx Ground
991,391049583151,N/A,N/A,N/A,FedEx Ground
3747,391049583313,N/A,N/A,N/A,FedEx Ground
5842,391049585213,N/A,N/A,N/A,FedEx Ground
3209,391049585544,N/A,N/A,N/A,FedEx Ground
114,391049585717,N/A,N/A,N/A,FedEx Ground
5203,391049586003,N/A,N/A,N/A,FedEx Ground
1863,391049586562,N/A,N/A,N/A,FedEx Ground
953,391049586768,N/A,N/A,N/A,FedEx Ground
939,391049587102,N/A,N/A,N/A,FedEx Ground
553,391049587249,N/A,N/A,N/A,FedEx Ground
2197,391049587547,N/A,N/A,N/A,FedEx Ground
602,391049587617,N/A,N/A,N/A,FedEx Ground
772,391049587786,N/A,N/A,N/A,FedEx Ground
620,391049587801,N/A,N/A,N/A,FedEx Ground
5808,391049588201,N/A,N/A,N/A,FedEx Ground
2211,391049588326,N/A,N/A,N/A,FedEx Ground
1987,391049588359,N/A,N/A,N/A,FedEx Ground
1593,391049588360,N/A,N/A,N/A,FedEx Ground
6300,391049588429,N/A,N/A,N/A,FedEx Ground
262,391049588760,N/A,N/A,N/A,FedEx Ground
4641,391049588863,N/A,N/A,N/A,FedEx Ground
583,391049589263,N/A,N/A,N/A,FedEx Ground
2439,391049589631,N/A,N/A,N/A,FedEx Ground
4253,391049590304,N/A,N/A,N/A,FedEx Ground
4201,391049590451,N/A,N/A,N/A,FedEx Ground
3255,391049590690,N/A,N/A,N/A,FedEx Ground
397,391049590966,N/A,N/A,N/A,FedEx Ground
2063,391049591080,N/A,N/A,N/A,FedEx Ground
5388,391049591344,N/A,N/A,N/A,FedEx Ground
329,391049591355,N/A,N/A,N/A,FedEx Ground
5417,391049592112,N/A,N/A,N/A,FedEx Ground
741,391049592318,N/A,N/A,N/A,FedEx Ground
376,391049592605,N/A,N/A,N/A,FedEx Ground
5,391049593461,N/A,N/A,N/A,FedEx Ground
537,391049593575,N/A,N/A,N/A,FedEx Ground
523,391049594869,N/A,N/A,N/A,FedEx Ground
