Store / Club #,Vision Center NPI #,Tax ID,Davis Vision Office ID #,Superior Vision Office ID #
8188,1427139195,71-0794412,67647,30517
8189,1902299746,71-0794412,4340,30615
8190,1235226515,71-0794412,67253,43257
8191,1366534919,71-0794412,67352,30779
8192,1689707804,71-0794412,67470,30723
8193,1811088198,71-0794412,67599,30593
8194,1578652194,71-0794412,67712,30774
8196,1023452075,71-0794412,36777,30737
8197,1801977574,71-0794414,67677,31082
8201,1437240710,71-0794412,67730,30812
8202,1598897720,71-0794412,67711,30613
8203,1902991029,71-0794412,67710,30576
8205,1467556894,71-0794412,67493,30785
8207,1891876561,71-0794412,67491,18586
8208,1164503835,71-0794414,67655,30943
8209,1790866465,71-0794414,67483,30995
8210,1700962990,71-0794412,67252,30834
8211,1174618292,71-0794412,67709,30865
8213,1619038254,71-0794412,67708,30818
8215,1245311919,71-0794414,67675,30980
8218,1760573950,71-0794412,67451,30572
8219,1366543803,71-0794412,67449,30603
8220,1447359328,71-0794412,67193,30573
8221,1811078249,71-0794412,67638,30582
8222,1316042419,71-0794412,67335,30699
8223,1790886232,71-0794412,67448,30658
8224,1528144714,71-0794412,67250,30742
8225,1689767519,71-0794412,67707,30793
8226,1265521140,71-0794412,67249,42916
8227,1871674549,71-0794412,67248,30805
8228,1679664866,71-0794412,67447,30912
8236,1073030763,71-0794412,34934,42671
8237,1508141219,71-0794412,4494,30817
8238,1780765453,71-0794414,67699,31010
8241,1255958567,71-0794412,111872,59335
8242,1932281136,71-0794412,67247,30537
8243,1932296266,71-0794412,67489,30569
8244,1316028087,71-0794412,67246,30529
8245,1255412938,71-0794412,67245,30713
8246,1013004357,71-0794412,67244,30544
8247,1609957380,71-0794412,67475,30623
8248,1174612055,71-0794412,67240,30914
8250,1447333703,71-0794412,67239,30564
8251,1952499568,71-0794412,67487,30675
8252,1417052150,71-0794412,67348,31030
8253,1639270960,71-0794412,67728,30685
8254,1831287457,71-0794414,67654,31046
8256,1437254174,71-0794412,67334,30900
8257,1730277351,71-0794412,67333,30693
8259,1699862516,71-0794412,67238,30924
8261,1831287648,71-0794412,67637,30787
8262,1740378553,71-0794412,67237,30545
8263,1952928269,71-0794412,111674,50526
8264,1871679068,71-0794412,67236,30706
8265,1538256441,71-0794412,67636,30626
8267,1134205339,71-0794412,67234,30799
8268,1871682716,71-0794412,67233,30851
8269,1669554010,71-0794412,67232,30642
8270,1881783769,71-0794412,67231,30838
8271,1033299417,71-0794412,67478,30660
8272,1932299302,71-0794414,67578,31017
8273,1326137209,71-0794412,67635,30879
8274,1093804312,71-0794412,67230,30543
8275,1902995228,71-0794412,67229,30590
8276,1043396880,71-0794412,67646,30856
8277,1013004688,71-0794412,67228,30859
8278,1548365349,71-0794412,67347,30540
8279,1508947078,71-0794412,67227,30636
8280,1356438931,71-0794412,67226,30531
8281,1114007598,71-0794412,67225,30563
8282,1265529846,71-0794412,67224,30678
8283,1205934445,71-0794412,67346,31038
8284,1174610752,71-0794412,67223,30625
8285,1295815678,71-0794414,67674,30948
8286,1710076047,71-0794412,67219,30641
8287,1861581753,71-0794412,67706,30876
8288,1669567558,71-0794412,67218,30578
8289,1306463617,71-0794412,111799,58959
8290,1104914415,71-0794412,67727,30917
8291,1376624809,71-0794412,67543,30775
8292,1194805572,71-0794412,67331,30633
8293,1316023518,71-0794412,67485,30761
8294,1356430680,71-0794412,67330,30554
8296,1790874022,71-0794412,67482,30738
8297,1316048572,71-0794414,67673,31057
8298,1851597645,71-0794414,67672,30998
8299,1679660104,71-0794412,67217,30692
8331,1376214858,71-0862119,114581,62187
