Location Number,Capabilities,June 3 Hours,Week 19 (6/4-5) Additional Hours
5253,Pickup + Instore,13,28
5254,Pickup + Instore,13,28
5260,Fuel + Pickup + Instore,16,33
5261,Fuel + Pickup + Instore,16,33
5262,Pickup + Instore,13,28
5263,Pickup + Instore,13,28
5264,Pickup + Instore,13,28
5266,Pickup + Instore,13,28
5270,Pickup + Instore,13,28
5272,Pickup + Instore,13,28
5273,Instore Only,8,18
5275,Pickup + Instore,13,28
5278,Pickup + Instore,13,28
5280,Fuel + Pickup + Instore,16,33
5282,Instore Only,8,18
5285,Pickup + Instore,13,28
5287,Pickup + Instore,13,28
5288,Pickup + Instore,13,28
5292,Pickup + Instore,13,28
5293,Instore Only,8,18
5295,Pickup + Instore,13,28
5296,Pickup + Instore,13,28
5298,Pickup + Instore,13,28
5299,Pickup + Instore,13,28
5300,Pickup + Instore,13,28
5301,Pickup + Instore,13,28
5303,Pickup + Instore,13,28
5307,Pickup + Instore,13,28
5309,Pickup + Instore,13,28
5311,Pickup + Instore,13,28
5312,Pickup + Instore,13,28
5313,Pickup + Instore,13,28
5316,Pickup + Instore,13,28
5317,Pickup + Instore,13,28
5319,Pickup + Instore,13,28
5320,Pickup + Instore,13,28
5325,Pickup + Instore,13,28
5326,Pickup + Instore,13,28
5329,Pickup + Instore,13,28
5330,Pickup + Instore,13,28
5331,Pickup + Instore,13,28
5334,Pickup + Instore,13,28
5335,Pickup + Instore,13,28
5337,Pickup + Instore,13,28
5341,Pickup + Instore,13,28
5342,Pickup + Instore,13,28
5343,Pickup + Instore,13,28
5346,Pickup + Instore,13,28
5347,Pickup + Instore,13,28
5348,Pickup + Instore,13,28
5350,Pickup + Instore,13,28
5352,Fuel + Pickup + Instore,16,33
5355,Instore Only,8,18
5356,Instore Only,8,18
5358,Pickup + Instore,13,28
5359,Pickup + Instore,13,28
5360,Instore Only,8,18
5361,Pickup + Instore,13,28
5363,Pickup + Instore,13,28
5368,Pickup + Instore,13,28
5369,Pickup + Instore,13,28
5370,Pickup + Instore,13,28
5373,Pickup + Instore,13,28
5374,Instore Only,8,18
5376,Instore Only,8,18
5379,Pickup + Instore,13,28
5382,Pickup + Instore,13,28
5385,Instore Only,8,18
5386,Pickup + Instore,13,28
5387,Instore Only,8,18
5388,Pickup + Instore,13,28
5389,Pickup + Instore,13,28
5390,Pickup + Instore,13,28
5391,Pickup + Instore,13,28
5392,Instore Only,8,18
5394,Pickup + Instore,13,28
5396,Pickup + Instore,13,28
5397,Instore Only,8,18
5398,Pickup + Instore,13,28
5399,Instore Only,8,18
5402,Pickup + Instore,13,28
5403,Pickup + Instore,13,28
5404,Fuel + Pickup + Instore,16,33
5409,Pickup + Instore,13,28
5410,Pickup + Instore,13,28
5411,Instore Only,8,18
5414,Pickup + Instore,13,28
5416,Pickup + Instore,13,28
5417,Pickup + Instore,13,28
5418,Pickup + Instore,13,28
5419,Pickup + Instore,13,28
5420,Pickup + Instore,13,28
5422,Pickup + Instore,13,28
5424,Pickup + Instore,13,28
5425,Pickup + Instore,13,28
5428,Pickup + Instore,13,28
5429,Pickup + Instore,13,28
5430,Pickup + Instore,13,28
5432,Instore Only,8,18
5433,Instore Only,8,18
5435,Pickup + Instore,13,28
5438,Pickup + Instore,13,28
5439,Pickup + Instore,13,28
5441,Pickup + Instore,13,28
5442,Pickup + Instore,13,28
5443,Pickup + Instore,13,28
5444,Instore Only,8,18
5445,Pickup + Instore,13,28
5446,Instore Only,8,18
5447,Pickup + Instore,13,28
5448,Pickup + Instore,13,28
5449,Pickup + Instore,13,28
5450,Pickup + Instore,13,28
5455,Pickup + Instore,13,28
5458,Instore Only,8,18
5460,Pickup + Instore,13,28
5461,Fuel + Pickup + Instore,16,33
5462,Pickup + Instore,13,28
5463,Pickup + Instore,13,28
5466,Pickup + Instore,13,28
5469,Pickup + Instore,13,28
5470,Instore Only,8,18
5471,Pickup + Instore,13,28
5472,Pickup + Instore,13,28
5476,Pickup + Instore,13,28
5477,Pickup + Instore,13,28
5479,Pickup + Instore,13,28
5480,Pickup + Instore,13,28
5481,Pickup + Instore,13,28
5482,Instore Only,8,18
5483,Pickup + Instore,13,28
5485,Pickup + Instore,13,28
5486,Pickup + Instore,13,28
5487,Pickup + Instore,13,28
5488,Fuel + Pickup + Instore,16,33
5489,Instore Only,8,18
5491,Pickup + Instore,13,28
5492,Instore Only,8,18
5494,Fuel + Pickup + Instore,16,33
5497,Pickup + Instore,13,28
5498,Instore Only,8,18
5499,Pickup + Instore,13,28
5612,Pickup + Instore,13,28
5616,Pickup + Instore,13,28
5617,Pickup + Instore,13,28
5625,Pickup + Instore,13,28
5626,Pickup + Instore,13,28
5628,Pickup + Instore,13,28
5632,Pickup + Instore,13,28
5641,Pickup + Instore,13,28
5644,Pickup + Instore,13,28
5649,Instore Only,8,18
5667,Pickup + Instore,13,28
5668,Pickup + Instore,13,28
5669,Pickup + Instore,13,28
5671,Pickup + Instore,13,28
5672,Pickup + Instore,13,28
5673,Pickup + Instore,13,28
5676,Instore Only,8,18
5686,Pickup + Instore,13,28
5687,Instore Only,8,18
5701,Instore Only,8,18
5703,Pickup + Instore,13,28
5705,Pickup + Instore,13,28
5706,Pickup + Instore,13,28
5707,Fuel + Pickup + Instore,16,33
5709,Pickup + Instore,13,28
5710,Pickup + Instore,13,28
5713,Pickup + Instore,13,28
5717,Fuel + Pickup + Instore,16,33
5727,Pickup + Instore,13,28
5728,Pickup + Instore,13,28
5731,Instore Only,8,18
5732,Pickup + Instore,13,28
5735,Pickup + Instore,13,28
5743,Pickup + Instore,13,28
5745,Pickup + Instore,13,28
5747,Instore Only,8,18
5748,Pickup + Instore,13,28
5751,Pickup + Instore,13,28
5752,Pickup + Instore,13,28
5753,Pickup + Instore,13,28
5761,Pickup + Instore,13,28
5763,Pickup + Instore,13,28
5764,Pickup + Instore,13,28
5766,Pickup + Instore,13,28
5768,Pickup + Instore,13,28
5772,Pickup + Instore,13,28
5777,Pickup + Instore,13,28
5779,Instore Only,8,18
5781,Pickup + Instore,13,28
5786,Instore Only,8,18
5787,Pickup + Instore,13,28
5795,Pickup + Instore,13,28
5797,Pickup + Instore,13,28
5799,Pickup + Instore,13,28
5806,Pickup + Instore,13,28
5807,Pickup + Instore,13,28
5808,Pickup + Instore,13,28
5809,Pickup + Instore,13,28
5810,Pickup + Instore,13,28
5812,Instore Only,8,18
5814,Pickup + Instore,13,28
5823,Pickup + Instore,13,28
5835,Pickup + Instore,13,28
5839,Pickup + Instore,13,28
5841,Pickup + Instore,13,28
5842,Pickup + Instore,13,28
5843,Pickup + Instore,13,28
5844,Pickup + Instore,13,28
5845,Pickup + Instore,13,28
5847,Pickup + Instore,13,28
5851,Pickup + Instore,13,28
5853,Pickup + Instore,13,28
5854,Instore Only,8,18
5857,Pickup + Instore,13,28
5858,Pickup + Instore,13,28
5859,Pickup + Instore,13,28
5861,Instore Only,8,18
5864,Pickup + Instore,13,28
5866,Pickup + Instore,13,28
5867,Pickup + Instore,13,28
5869,Pickup + Instore,13,28
5871,Pickup + Instore,13,28
5872,Pickup + Instore,13,28
5879,Pickup + Instore,13,28
5880,Pickup + Instore,13,28
5881,Instore Only,8,18
5882,Pickup + Instore,13,28
5883,Pickup + Instore,13,28
5884,Pickup + Instore,13,28
5886,Pickup + Instore,13,28
5888,Pickup + Instore,13,28
5889,Pickup + Instore,13,28
5890,Pickup + Instore,13,28
5891,Pickup + Instore,13,28
5893,Pickup + Instore,13,28
5894,Pickup + Instore,13,28
5898,Pickup + Instore,13,28
5899,Pickup + Instore,13,28
5911,Pickup + Instore,13,28
5912,Pickup + Instore,13,28
5922,Pickup + Instore,13,28
5927,Pickup + Instore,13,28
5929,Pickup + Instore,13,28
5930,Pickup + Instore,13,28
5931,Instore Only,8,18
5932,Pickup + Instore,13,28
5935,Pickup + Instore,13,28
5936,Instore Only,8,18
5941,Instore Only,8,18
5944,Pickup + Instore,13,28
5947,Pickup + Instore,13,28
5954,Pickup + Instore,13,28
5956,Pickup + Instore,13,28
5957,Pickup + Instore,13,28
5959,Pickup + Instore,13,28
5964,Pickup + Instore,13,28
5965,Pickup + Instore,13,28
5968,Pickup + Instore,13,28
5969,Pickup + Instore,13,28
5976,Pickup + Instore,13,28
5977,Pickup + Instore,13,28
5987,Pickup + Instore,13,28
5992,Pickup + Instore,13,28
6173,Pickup + Instore,13,28
6190,Fuel + Instore,11,23
6286,Fuel + Pickup + Instore,16,33
6300,Fuel + Pickup + Instore,16,33
6370,Pickup + Instore,13,28
6392,Pickup + Instore,13,28
6394,Pickup + Instore,13,28
6395,Fuel + Pickup + Instore,16,33
6397,Instore Only,8,18
6467,Fuel + Pickup + Instore,16,33
6469,Pickup + Instore,13,28
6476,Pickup + Instore,13,28
6477,Pickup + Instore,13,28
6480,Pickup + Instore,13,28
6576,Pickup + Instore,13,28
6579,Fuel + Pickup + Instore,16,33
6734,Instore Only,8,18
6789,Pickup + Instore,13,28
6807,Fuel + Pickup + Instore,16,33
6878,Fuel + Pickup + Instore,16,33
6879,Pickup + Instore,13,28
6887,Instore Only,8,18
6898,Fuel + Pickup + Instore,16,33
6929,Fuel + Pickup + Instore,16,33
6931,Pickup + Instore,13,28
6932,Fuel + Pickup + Instore,16,33
6951,Instore Only,8,18
6952,Instore Only,8,18
6958,Pickup + Instore,13,28
6963,Fuel + Instore,11,23
6964,Fuel + Pickup + Instore,16,33
6978,Pickup + Instore,13,28
6998,Pickup + Instore,13,28
7009,Fuel + Instore,11,23
7020,Fuel + Pickup + Instore,16,33
7032,Pickup + Instore,13,28
7087,Fuel + Instore,11,23
7129,Fuel + Instore,11,23
7156,Fuel + Pickup + Instore,16,33
7178,Fuel + Pickup + Instore,16,33
7179,Fuel + Pickup + Instore,16,33
7181,Pickup + Instore,13,28
7185,Fuel + Pickup + Instore,16,33
7188,Fuel + Pickup + Instore,16,33
7194,Pickup + Instore,13,28
7199,Fuel + Pickup + Instore,16,33
7238,Fuel + Pickup + Instore,16,33
7243,Fuel + Instore,11,23
7245,Pickup + Instore,13,28
7246,Instore Only,8,18
7247,Instore Only,8,18
7249,Instore Only,8,18
7280,Pickup + Instore,13,28
7281,Fuel + Pickup + Instore,16,33
7290,Pickup + Instore,13,28
7294,Fuel + Pickup + Instore,16,33
7301,Pickup + Instore,13,28
7324,Pickup + Instore,13,28
7326,Fuel + Pickup + Instore,16,33
8331,Instore Only,8,18
8930,Pickup + Instore,13,28
