Region,Market,Store,Digital Shelf Labels,DSL Gen,DSL Start Date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date,Mobile Calling
9,110,2814,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,8/6/2024,TBD,TBD,Completed,Completed,6/24/2025
4,29,2832,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,7/21/2024,TBD,TBD,Completed,Completed,6/12/2025
64,507,2880,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,TBD,TBD,TBD,5/1/2025,4/21/2025,7/8/2025
9,90,2881,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,7/15/2024,TBD,TBD,Completed,Completed,TBD
5,51,2918,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/9/2024,TBD,TBD,Completed,Completed,TBD
64,542,2919,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,Completed,Completed,TBD,TBD,TBD,3/31/2025,3/25/2025,7/8/2025
6,62,2993,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/18/2024,TBD,TBD,3/10/2025,3/3/2025,6/10/2025
7,506,3056,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,4/12/2025,4/7/2025,TBD
7,506,3057,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,5/3/2025,4/28/2025,TBD
7,506,3107,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,5/7/2025,4/28/2025,TBD
4,35,3191,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,Completed,Completed,7/21/2024,TBD,TBD,Completed,Completed,TBD
4,35,3192,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,TBD
6,65,3226,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/30/2024,LIVE,Completed,3/12/2025,3/3/2025,TBD
9,553,3235,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,7/14/2024,LIVE,Completed,Completed,Completed,6/24/2025
5,44,3285,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/17/2024,LIVE,Completed,3/28/2025,3/17/2025,TBD
5,52,3286,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/4/2024,LIVE,Completed,2/26/2025,2/17/2025,TBD
6,60,3298,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/22/2024,TBD,TBD,3/24/2025,3/18/2025,TBD
6,64,3302,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,LIVE,Completed,Completed,Completed,TBD
3,98,3309,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/15/2024,LIVE,Completed,Completed,Completed,6/24/2025
3,94,3310,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7035,7/1/2026,10/1/2027,,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,6/24/2025
64,533,3327,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,5/13/2025,5/5/2025,7/8/2025
4,36,3367,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,6/12/2025
7,74,3381,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,TBD,TBD,TBD,5/14/2025,5/6/2025,TBD
9,105,3417,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,6/17/2024,TBD,TBD,Completed,Completed,TBD
64,562,3452,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,3/11/2025,3/4/2025,TBD
3,114,3463,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,7/9/2024,TBD,TBD,Completed,Completed,6/24/2025
6,60,3500,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/18/2024,TBD,TBD,3/26/2025,3/17/2025,TBD
64,507,3508,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,TBD,TBD,TBD,5/3/2025,4/28/2025,7/8/2025
64,570,3512,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,Completed,Completed,7/8/2025
7,88,3518,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,4/26/2025,4/21/2025,TBD
6,62,3572,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,LIVE,Completed,3/18/2025,3/10/2025,TBD
6,64,3584,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/17/2024,LIVE,Completed,3/21/2025,3/10/2025,TBD
64,533,3615,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,TBD,TBD,TBD,Completed,Completed,TBD
64,541,3727,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
4,42,3733,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,1/14/2025,Completed,Completed,Completed,TBD
64,542,3743,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,Completed,Completed,TBD,TBD,TBD,4/2/2025,3/24/2025,TBD
64,542,3745,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,Completed,Completed,TBD,TBD,TBD,4/1/2025,3/24/2025,TBD
3,93,3877,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/24/2024,TBD,TBD,Completed,Completed,TBD
7,86,3888,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/9/2024,TBD,TBD,5/2/2025,4/21/2025,TBD
7,87,4055,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,4/9/2025,3/31/2025,TBD
6,569,4112,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,2/19/2025,Completed,TBD
64,542,4114,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,TBD,TBD,TBD,4/16/2025,4/8/2025,TBD
7,82,4130,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,LIVE,Completed,4/15/2025,4/7/2025,TBD
6,85,4183,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,Completed,Completed,TBD,TBD,TBD,3/5/2025,2/24/2025,TBD
7,82,4219,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/18/2024,TBD,TBD,4/16/2025,4/7/2025,TBD
4,42,4237,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,5/27/2024,LIVE,Completed,Completed,Completed,6/12/2025
5,53,4240,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/5/2024,TBD,TBD,2/25/2025,2/17/2025,TBD
9,107,4260,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,Completed,Completed,6/17/2024,TBD,TBD,Completed,Completed,TBD
4,36,4384,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/12/2025
64,507,4390,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,TBD,TBD,TBD,5/13/2025,5/5/2025,TBD
64,526,4415,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,Completed,Completed,TBD
6,67,4416,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,3/28/2025,3/17/2025,TBD
4,38,4457,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,7/24/2024,TBD,TBD,Completed,Completed,6/12/2025
64,570,4464,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/15/2025,5/6/2025,TBD
64,562,4465,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,3/12/2025,3/3/2025,7/8/2025
64,562,4466,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
4,39,4487,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/12/2025
5,44,4503,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,LIVE,Completed,3/25/2025,3/17/2025,TBD
6,65,4512,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,LIVE,Completed,3/13/2025,3/3/2025,TBD
4,41,4521,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,3/4/2024,LIVE,Completed,Completed,Completed,TBD
6,63,4526,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,LIVE,Completed,Completed,Completed,TBD
4,29,4556,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025
64,562,4618,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,3/20/2025,3/10/2025,TBD
5,52,4627,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/29/2024,LIVE,Completed,3/1/2025,2/24/2025,TBD
64,541,4659,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,TBD,TBD,TBD,4/7/2025,3/31/2025,TBD
64,561,5021,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,TBD,TBD,Completed,Completed,TBD
4,37,5087,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/26/2024,TBD,TBD,Completed,Completed,TBD
5,53,5092,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/11/2024,TBD,TBD,3/14/2025,3/3/2025,TBD
64,543,5102,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,TBD,TBD,TBD,3/28/2025,3/17/2025,TBD
7,77,5144,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,4/7/2025,3/31/2025,TBD
7,86,5145,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/23/2024,TBD,TBD,4/10/2025,3/31/2025,TBD
5,44,5147,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,LIVE,Completed,3/25/2025,3/17/2025,TBD
7,77,5245,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/16/2024,TBD,TBD,4/8/2025,3/31/2025,TBD
9,90,5250,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,7/21/2024,TBD,TBD,Completed,Completed,TBD
9,109,5325,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,7/23/2024,TBD,TBD,Completed,Completed,6/24/2025
6,61,5388,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/11/2024,TBD,TBD,3/18/2025,3/10/2025,TBD
9,92,5455,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7038,1/1/2028,4/1/2029,,Completed,Completed,7/30/2024,TBD,TBD,Completed,Completed,6/24/2025
6,78,5460,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,2/24/2025,2/17/2025,TBD
64,543,5464,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,TBD,TBD,TBD,3/25/2025,3/17/2025,7/8/2025
7,83,5480,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,TBD,TBD,TBD,4/2/2025,3/24/2025,TBD
5,51,5673,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/3/2024,TBD,TBD,3/3/2025,2/24/2025,TBD
11,137,5703,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,TBD,TBD,TBD,4/15/2025,4/7/2025,TBD
4,37,5705,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/7/2024,LIVE,Completed,Completed,Completed,6/12/2025
7,505,5717,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/15/2025,5/5/2025,6/10/2025
3,104,5772,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/21/2024,TBD,TBD,Completed,Completed,6/24/2025
64,541,5773,YES,Gen 3,5/3/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,TBD,TBD,TBD,4/8/2025,3/31/2025,TBD
