Region,Market,Store,Digital Shelf Labels,DSL Gen,DSL Start Date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date,Mobile Calling
61,490,3176,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,510,3604,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/14/2025,5/5/2025,TBD
61,490,3740,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,LIVE,Completed,Completed,Completed,TBD
61,510,3844,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/7/2025,4/28/2025,TBD
61,512,4174,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/20/2025,6/10/2025,TBD
61,510,4218,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,4/30/2025,4/21/2025,TBD
61,510,4233,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/3/2025,4/28/2025,TBD
61,490,4491,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,9/16/2024,9/16/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,490,4747,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,515,4762,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,LIVE,Completed,5/22/2025,5/12/2025,TBD
61,552,5007,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
61,551,5008,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/22/2025,5/12/2025,TBD
61,515,5600,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/14/2025,5/5/2025,TBD
61,551,5601,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/12/2025,5/5/2025,TBD
61,481,5604,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/17/2025,5/12/2025,TBD
61,481,5605,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/13/2025,6/2/2025,TBD
61,552,5606,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,6/13/2025,6/2/2025,TBD
61,552,5608,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,6/11/2025,6/2/2025,TBD
61,552,5609,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,6/10/2025,6/2/2025,TBD
61,512,5610,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/19/2025,6/9/2025,TBD
61,550,5627,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/11/2025,6/2/2025,TBD
61,512,5634,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/12/2025,6/2/2025,TBD
61,512,5635,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
61,551,5640,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/16/2025,5/5/2025,TBD
61,481,5643,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
61,481,5658,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/10/2025,6/2/2025,TBD
61,481,5659,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
61,515,5663,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/8/2025,4/28/2025,TBD
61,490,5828,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,4/30/2025,4/22/2025,TBD
61,552,5981,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,Completed,6/13/2025,6/2/2025,TBD
61,552,5982,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/12/2025,6/2/2025,TBD
61,550,5994,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/13/2025,6/2/2025,TBD
61,510,7320,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
61,515,8958,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/17/2025,5/12/2025,TBD
61,490,3083,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,5/1/2025,4/22/2025,TBD
61,551,3084,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/22/2025,5/12/2025,TBD
61,550,3144,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/12/2025,6/2/2025,TBD
61,481,3147,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/12/2025,6/2/2025,TBD
61,491,3153,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,491,3154,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
59,502,3156,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,7/8/2025
61,491,3172,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,490,3175,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,4/29/2025,4/22/2025,TBD
61,550,3178,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/10/2025,6/2/2025,TBD
61,481,3179,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,6/11/2025,6/2/2025,7/8/2025
61,397,3354,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/6/2025,4/28/2025,TBD
61,397,3355,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/2/2025,4/21/2025,TBD
61,397,3356,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/3/2025,4/28/2025,TBD
59,499,3359,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
61,397,3655,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,557,3988,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,4/26/2025,4/22/2025,TBD
61,551,4134,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/14/2025,5/5/2025,TBD
59,499,4148,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
61,551,4169,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/13/2025,5/5/2025,TBD
61,557,4180,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
61,490,4196,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,1/9/2025,Completed,Completed,Completed,7/8/2025
59,502,4220,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,510,4275,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,4/29/2025,4/21/2025,TBD
61,397,4339,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD
59,502,4388,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
59,509,4431,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,TBD,TBD,TBD,Completed,Completed,TBD
59,499,4432,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,491,4625,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,491,4626,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD
59,499,4848,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
61,557,5110,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,4/25/2025,4/15/2025,TBD
61,557,5206,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,397,5258,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/2/2025,4/21/2025,TBD
61,397,5259,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/1/2025,4/21/2025,TBD
61,397,5269,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/8/2025,4/28/2025,7/8/2025
61,397,5306,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/3/2025,4/28/2025,TBD
59,509,5393,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,TBD,TBD,TBD,6/3/2025,5/26/2025,TBD
61,397,5423,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,551,5603,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD
61,551,5637,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/15/2025,5/5/2025,TBD
61,551,5661,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/22/2025,5/12/2025,TBD
61,481,5664,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/10/2025,6/2/2025,TBD
61,550,5678,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
61,551,5684,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/14/2025,5/5/2025,TBD
61,491,5855,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/9/2025,4/28/2025,TBD
61,491,5990,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/10/2025,5/5/2025,TBD
61,550,5993,YES,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD
