Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
6,2991,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,75.00%,62.30%,24.2,68.70%,94.60%,93.70%,47.40%
6,4163,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202350,92.00%,91.80%,11.7,89.90%,97.80%,94.60%,87.10%
6,3169,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,70.20%,57.20%,15,80.70%,44.00%,84.20%,74.00%
6,3569,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202350,74.80%,68.00%,14,79.70%,73.10%,75.20%,71.10%
6,5479,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,85.70%,89.40%,15.5,88.80%,92.10%,87.30%,74.80%
6,5480,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,93.10%,93.50%,13,95.60%,95.30%,94.80%,87.00%
7,3106,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,83.60%,80.30%,14.8,81.50%,87.10%,87.90%,78.80%
7,3888,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,86.60%,85.40%,15,96.20%,94.60%,78.40%,74.10%
7,508,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,85.60%,80.60%,10,95.80%,87.80%,84.30%,73.80%
7,2864,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,84.00%,79.40%,14.2,80.30%,83.70%,86.10%,86.60%
6,3572,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,78.60%,74.80%,17,68.30%,83.20%,75.10%,87.70%
6,3640,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,84.70%,84.40%,13.6,83.30%,91.20%,85.60%,78.60%
6,3297,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202350,84.50%,83.80%,16.3,88.50%,96.40%,71.70%,78.50%
6,194,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.70%,90.60%,16.6,93.90%,95.50%,80.50%,86.10%
6,5959,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202350,92.60%,92.20%,10.2,94.40%,94.30%,92.60%,88.50%
7,861,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,88.50%,85.10%,18.1,88.20%,94.00%,81.40%,89.40%
7,6898,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,77.40%,67.90%,21.8,82.90%,76.40%,91.10%,64.80%
7,537,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,82.90%,73.00%,13.6,85.40%,84.00%,74.40%,87.00%
7,608,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202350,87.70%,81.70%,14.4,97.10%,91.10%,89.80%,75.10%
7,3645,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202350,85.90%,78.40%,13.6,89.50%,88.30%,87.80%,78.40%
46,2512,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,91.20%,98.10%,15,91.10%,95.70%,94.00%,85.10%
46,1746,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,85.10%,94.00%,12.5,89.50%,90.90%,77.70%,82.10%
46,2515,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,89.20%,89.50%,13.1,85.40%,90.40%,87.10%,93.70%
46,3771,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,87.60%,88.40%,17.4,86.40%,86.50%,90.10%,88.00%
46,1646,,Scheduled Delivery Standard,15,At Risk,Recovering,Store Focus,202350,88.70%,84.10%,15.3,93.40%,95.50%,91.50%,74.90%
46,5031,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202350,91.40%,86.20%,12.7,92.40%,93.40%,92.70%,87.20%
46,1291,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202350,92.40%,92.60%,14.1,89.80%,93.70%,93.10%,93.50%
46,3884,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,91.40%,85.80%,15,88.50%,96.60%,92.40%,88.40%
46,2656,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,80.60%,78.80%,8.8,84.60%,82.30%,74.30%,78.60%
46,1397,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,86.00%,80.70%,17.5,89.10%,93.00%,77.80%,82.90%
46,835,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,89.50%,91.70%,16.1,90.50%,93.80%,88.60%,84.80%
46,1357,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,76.80%,62.60%,13.1,64.10%,80.90%,84.50%,79.00%
41,653,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,90.50%,89.50%,12.8,88.30%,91.30%,94.90%,87.10%
41,1341,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202350,89.90%,88.40%,16.9,86.00%,92.90%,95.90%,86.00%
59,5767,,Scheduled Delivery Standard,13,At Risk,Recovering,Store Focus,202350,82.10%,76.70%,11.3,91.90%,62.40%,92.40%,81.60%
59,5804,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,84.10%,79.60%,15.3,68.10%,89.10%,87.50%,93.70%
41,870,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,69.20%,75.80%,22.4,75.00%,77.90%,65.50%,56.90%
41,1026,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.40%,85.50%,15.9,86.30%,91.40%,79.80%,78.60%
41,1141,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,88.90%,93.50%,14.7,85.40%,92.80%,89.70%,88.20%
41,1580,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,87.10%,87.70%,18.8,79.60%,85.50%,97.00%,88.00%
41,2787,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,64.30%,73.30%,32.6,28.70%,74.40%,82.90%,59.00%
41,3529,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,79.00%,81.90%,19.7,64.20%,87.10%,85.20%,76.70%
41,5443,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,89.10%,91.30%,11.9,87.90%,90.30%,89.50%,88.60%
41,5483,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,85.40%,87.50%,17.7,88.70%,93.10%,85.10%,74.20%
41,2628,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,82.00%,74.30%,20.2,78.60%,80.90%,90.80%,79.20%
41,1518,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202350,89.70%,91.10%,17,85.00%,93.00%,95.30%,87.20%
41,1655,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,72.50%,68.80%,19.3,68.60%,81.20%,71.00%,68.80%
41,2788,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,83.60%,70.80%,18.2,80.30%,91.40%,90.00%,74.70%
41,526,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,87.50%,83.20%,15.2,89.80%,94.30%,89.60%,77.50%
41,3294,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,74.50%,68.70%,22.2,81.30%,90.90%,73.00%,43.50%
41,4450,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,78.50%,80.50%,19.9,84.70%,80.20%,80.50%,66.00%
41,5417,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,74.00%,77.50%,25.6,72.30%,81.30%,84.20%,61.00%
41,5418,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,72.90%,78.50%,27.2,82.20%,74.80%,75.70%,55.80%
41,1160,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202350,92.30%,94.90%,11.9,98.30%,97.40%,90.10%,82.60%
41,1476,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,80.90%,75.70%,19.2,83.40%,85.80%,86.30%,70.00%
41,2691,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,85.70%,92.80%,11.6,87.60%,86.60%,86.20%,82.20%
41,589,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,86.20%,84.40%,19.1,86.20%,93.60%,91.90%,74.10%
19,1790,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,84.80%,84.50%,15.1,89.70%,87.90%,85.50%,75.40%
19,2631,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,76.40%,86.60%,14.3,71.90%,80.00%,81.70%,72.60%
19,2912,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,53.30%,77.20%,44,29.20%,74.00%,50.00%,57.60%
19,3476,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,70.60%,68.90%,16,64.00%,71.00%,80.40%,68.40%
19,4383,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,90.70%,91.00%,12.9,87.80%,88.20%,95.20%,94.90%
19,5842,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,73.50%,74.80%,22.1,60.60%,92.20%,84.20%,54.30%
19,2873,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,85.40%,79.90%,15.7,82.80%,92.20%,91.30%,72.80%
19,5844,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,82.70%,82.20%,18.7,76.10%,84.70%,91.50%,80.70%
19,5030,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,77.50%,76.30%,16.4,69.00%,86.20%,84.90%,68.80%
19,2080,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,85.10%,81.80%,13.4,87.00%,84.60%,85.40%,83.40%
19,5160,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202350,85.40%,78.70%,18.2,91.90%,87.80%,84.80%,78.60%
19,5472,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,89.90%,98.20%,12.6,89.00%,94.60%,92.60%,84.00%
19,1423,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,80.80%,74.50%,8.5,74.20%,85.80%,81.70%,80.60%
19,5893,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202350,93.70%,94.90%,11.2,96.50%,97.20%,93.80%,88.00%
19,1428,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,76.90%,76.40%,21.9,72.10%,86.40%,73.80%,75.70%
19,1432,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202350,85.30%,86.50%,13.4,78.50%,84.20%,96.90%,83.10%
19,5097,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,77.40%,73.40%,15.1,78.10%,81.90%,78.60%,71.40%
19,2354,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,82.40%,91.40%,13.2,87.30%,91.40%,93.00%,53.10%
19,2693,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202350,89.40%,93.00%,11.5,91.40%,89.70%,91.30%,85.40%
19,3726,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,82.00%,74.60%,17.4,81.20%,81.40%,96.90%,71.10%
19,1923,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,81.80%,75.90%,15,80.60%,80.40%,84.40%,82.40%
19,2238,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,85.30%,90.50%,16.1,85.40%,88.90%,84.80%,82.00%
19,2493,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,77.50%,72.50%,20.1,64.70%,90.80%,85.00%,65.40%
19,3453,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202350,91.30%,87.60%,11.7,88.60%,88.20%,98.90%,95.10%
19,3876,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,84.60%,78.40%,13.4,80.30%,89.80%,90.20%,80.10%
19,2678,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,90.50%,89.70%,12.8,87.80%,95.60%,94.00%,84.10%
19,5064,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,82.90%,71.20%,12,64.10%,92.20%,92.80%,81.50%
19,5065,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,86.90%,79.00%,9.2,75.70%,93.40%,93.90%,84.20%
19,5280,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,91.10%,82.90%,8.9,84.60%,95.80%,96.40%,89.00%
19,1487,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,74.70%,92.70%,20.9,88.30%,78.30%,44.70%,69.10%
19,1618,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,87.90%,98.10%,17.4,82.20%,90.60%,92.40%,86.90%
19,2276,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,79.30%,72.30%,13.7,72.80%,77.00%,89.50%,79.20%
19,2544,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,91.60%,93.50%,16.2,87.50%,94.80%,95.90%,89.20%
19,2817,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,80.00%,79.00%,18.4,63.20%,74.80%,95.00%,94.30%
19,2818,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,80.60%,93.30%,19.8,78.00%,91.10%,87.30%,58.50%
19,4631,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,66.60%,71.60%,20,31.20%,73.00%,79.00%,81.60%
25,1734,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202350,84.70%,84.90%,11.9,68.50%,89.90%,94.50%,89.70%
25,200,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,79.40%,76.60%,15.5,78.80%,81.60%,87.20%,69.30%
25,1454,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,75.20%,72.50%,13.6,52.90%,79.20%,90.30%,82.40%
25,1602,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,75.70%,71.10%,16.3,78.40%,62.50%,79.40%,84.20%
25,1690,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,79.00%,88.60%,19.4,70.70%,86.80%,82.60%,78.10%
25,2728,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202350,64.10%,61.50%,22.3,53.60%,64.80%,78.10%,59.20%
25,3210,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,84.70%,76.80%,12.2,72.00%,87.80%,93.30%,88.60%
25,3602,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202350,82.00%,85.00%,19.1,76.50%,84.30%,87.00%,81.40%
25,603,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,82.20%,86.40%,20.1,66.40%,91.00%,95.10%,76.40%
25,1028,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,79.00%,75.30%,19.3,72.20%,77.40%,85.40%,81.10%
25,3459,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202350,91.20%,95.90%,14.6,90.00%,92.50%,96.10%,86.50%
25,2231,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,79.80%,90.10%,20.9,56.70%,86.70%,96.70%,75.70%
25,3601,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,86.90%,90.40%,16.1,79.50%,91.30%,91.80%,86.80%
25,4049,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,87.30%,97.20%,19,78.40%,94.40%,90.80%,86.20%
25,1998,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.90%,94.20%,16.3,87.30%,88.80%,84.00%,91.40%
25,2204,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,77.20%,77.70%,23,54.80%,85.50%,89.00%,77.90%
25,5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,78.50%,82.40%,16.6,82.80%,66.00%,85.40%,83.90%
25,5617,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,84.20%,89.90%,13.8,81.60%,86.50%,83.90%,84.30%
25,1892,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,93.10%,94.60%,14.3,93.80%,95.70%,93.50%,89.20%
25,1938,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,82.40%,89.80%,21.6,72.40%,87.80%,85.10%,82.60%
25,3004,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,86.50%,80.50%,18.2,75.60%,86.80%,91.30%,91.50%
25,5485,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,82.90%,93.20%,20.5,74.20%,79.80%,89.20%,88.10%
25,1307,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,88.70%,86.90%,13.5,83.10%,95.00%,93.80%,81.70%
25,4323,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,92.50%,90.40%,10.9,90.60%,97.90%,93.70%,88.60%
25,1401,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,69.30%,68.00%,26.8,42.80%,83.70%,84.60%,63.80%
25,4286,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,74.70%,66.60%,22.9,54.10%,74.00%,88.80%,84.00%
25,4531,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,79.40%,80.70%,24.1,56.60%,85.20%,85.70%,85.00%
20,1948,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,86.10%,93.60%,11.8,92.40%,80.70%,86.60%,84.00%
20,2063,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,88.60%,92.70%,13.8,89.60%,90.00%,90.00%,84.90%
20,2193,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202350,85.80%,96.60%,13.7,93.70%,87.50%,85.40%,75.40%
20,2197,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,79.70%,93.90%,23.4,75.10%,80.20%,91.80%,73.50%
20,2211,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,88.90%,89.80%,16.5,90.60%,91.90%,94.20%,77.00%
20,2541,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202350,72.70%,67.10%,23.5,81.00%,70.80%,60.40%,76.20%
20,1739,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,80.10%,92.10%,18.6,55.80%,84.20%,95.10%,87.40%
20,2300,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,71.70%,66.30%,20.5,41.30%,81.30%,96.40%,70.30%
20,3838,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,72.50%,80.10%,20.1,41.40%,79.80%,92.50%,73.20%
20,5040,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,89.90%,84.70%,8.7,82.30%,93.30%,97.80%,89.10%
20,1770,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,86.30%,88.10%,14,85.00%,90.30%,86.30%,82.90%
20,1883,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,83.80%,87.10%,19.6,85.90%,81.40%,87.80%,80.70%
20,1885,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,76.00%,93.80%,18.5,68.10%,80.00%,81.80%,76.40%
20,2287,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,85.80%,95.10%,15.6,79.20%,91.20%,79.10%,92.90%
20,2588,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,86.70%,88.00%,13.7,80.00%,89.40%,92.60%,86.30%
20,1863,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,81.00%,76.10%,20.4,77.70%,80.80%,88.70%,78.00%
20,1927,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,74.40%,78.90%,21.1,77.90%,89.10%,79.90%,47.60%
20,2506,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202350,91.70%,97.40%,13.8,93.80%,93.60%,93.90%,86.40%
20,3250,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,83.50%,83.10%,12.7,87.10%,80.30%,85.10%,81.60%
20,5387,,Scheduled Delivery Standard,42,Executive Review,Recovering,Store Focus,202350,87.50%,90.60%,10.8,91.80%,86.50%,93.40%,79.60%
20,1839,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,81.40%,81.30%,20.2,88.40%,77.60%,90.10%,61.20%
20,2266,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202350,86.60%,88.30%,15.3,90.20%,86.00%,85.80%,84.10%
20,2316,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.20%,86.80%,18.8,87.30%,90.20%,84.60%,70.70%
20,2362,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,80.90%,90.40%,17.1,80.50%,81.90%,82.30%,78.60%
20,4255,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,89.40%,88.50%,13.3,93.00%,89.40%,88.20%,85.10%
20,4285,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,80.10%,83.90%,19.6,74.20%,78.30%,88.40%,78.70%
20,5066,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,92.10%,87.30%,14.5,95.70%,94.20%,92.70%,83.10%
20,1812,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.10%,89.40%,12.9,82.40%,80.00%,94.00%,80.80%
20,1894,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202350,89.50%,94.40%,13.3,94.60%,93.40%,90.80%,78.30%
20,5285,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,83.60%,94.30%,20.2,82.80%,85.60%,86.90%,79.90%
20,2115,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,82.90%,87.00%,14.6,83.40%,89.10%,85.10%,70.90%
20,2149,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202350,87.50%,94.10%,13,90.20%,94.50%,91.20%,73.90%
20,3262,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202350,88.20%,90.20%,12.7,93.40%,94.10%,86.50%,77.10%
20,1247,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202350,88.10%,94.70%,11.1,89.10%,90.60%,96.50%,77.70%
20,2244,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,83.10%,89.80%,14.4,77.10%,89.80%,93.30%,75.10%
20,4277,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,86.70%,89.60%,15.7,89.40%,89.10%,84.80%,83.00%
40,80,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,86.90%,76.60%,13.9,84.10%,88.80%,89.20%,85.10%
40,159,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202350,85.50%,86.60%,13.1,78.20%,86.40%,90.40%,86.20%
40,451,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,78.90%,70.90%,15.1,66.40%,73.70%,89.70%,81.30%
40,195,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,87.10%,90.90%,13.3,89.80%,86.20%,90.90%,82.90%
40,234,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,69.10%,68.90%,26.9,50.10%,66.10%,77.20%,73.70%
40,560,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202350,83.50%,85.20%,17.7,68.20%,92.30%,86.30%,79.70%
40,2857,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,83.10%,87.60%,17.2,73.00%,90.80%,88.50%,73.70%
40,2994,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,86.20%,88.40%,15,75.80%,88.40%,89.90%,86.00%
40,184,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,78.00%,65.80%,20.7,68.10%,85.80%,88.40%,66.40%
40,319,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,80.30%,77.30%,16.7,64.20%,86.60%,88.90%,74.40%
40,573,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,89.10%,92.90%,13.7,82.50%,90.40%,93.30%,87.70%
40,1014,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,87.00%,90.00%,13.8,81.70%,91.40%,88.50%,84.50%
40,1094,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,77.80%,86.30%,16.4,67.80%,91.40%,81.50%,66.60%
40,4553,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,77.60%,69.30%,21.7,74.60%,79.20%,78.80%,76.40%
40,2490,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202350,79.50%,77.90%,12.6,79.60%,83.20%,80.80%,75.10%
40,2855,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,77.20%,65.30%,18.7,61.60%,80.70%,88.70%,75.80%
40,2955,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,70.10%,94.30%,14.8,56.90%,74.90%,80.30%,65.10%
59,5207,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,77.20%,66.90%,15.3,75.90%,82.90%,84.20%,63.50%
59,6172,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,83.70%,80.10%,12.6,64.00%,89.90%,88.80%,84.90%
59,6500,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,83.40%,78.20%,11.5,78.00%,78.70%,86.50%,91.00%
40,379,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,89.80%,91.70%,12.4,79.30%,96.30%,95.00%,87.00%
40,2221,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,79.50%,81.30%,17.9,71.50%,85.00%,73.30%,84.30%
40,4381,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202350,84.40%,76.50%,18.6,79.90%,88.90%,85.40%,82.00%
40,5477,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,92.30%,85.90%,11.4,94.50%,92.90%,97.60%,83.70%
40,179,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202350,89.40%,77.40%,14,91.10%,86.70%,93.50%,87.40%
40,60,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202350,80.70%,78.80%,18.4,81.40%,89.20%,81.00%,71.40%
40,1161,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,76.90%,67.60%,16.2,73.30%,70.20%,85.70%,79.30%
40,1188,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,82.50%,78.10%,20.3,70.00%,89.70%,85.40%,84.00%
40,1265,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,87.90%,96.50%,14.6,85.70%,89.70%,90.40%,85.90%
