DC Number,Type,Date,Application,Summary,Status,CRQ
7023,Bug,6/9/2025,Inventory,Bug fixes deployment,Deployed,CHG3249838
7023,Enhancement,6/9/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250170
7023,Enhancement,6/10/2025,Atlas Moves,Pilot: BCDR CCM Config changes,Deployed,CHG3249696
7023,Enhancement,6/12/2025,Shore,Merge main rollout,Deployed,CHG3245988
7023,Enhancement,6/12/2025,Audit,Pilot: Audit completion % update,Deployed,CHG3257892
7023,Enhancement,6/12/2025,Audit,Pilot: IQS Auth header changes,Deployed,CHG3265383
7024,Enhancement,6/10/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250198
7024,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7024,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7024,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7024,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7024,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
7030,Enhancement,6/10/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250198
7030,Enhancement,6/12/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Deployed,CHG3259691
7030,Enhancement,6/12/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Deployed,CHG3260503
7030,Enhancement,6/12/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Deployed,CHG3260744
7030,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269175
7047,Enhancement,6/9/2025,Atlas Moves,Update AD Group for 3PL Sites,Deployed,CHG3238991
7047,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
7047,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
7047,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7047,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7047,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7047,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7047,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
7048,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
7048,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
7048,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7048,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7048,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7048,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7048,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
7055,Enhancement,6/10/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250198
7055,Enhancement,6/12/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Deployed,CHG3259691
7055,Enhancement,6/12/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Deployed,CHG3260503
7055,Enhancement,6/12/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Deployed,CHG3260744
7055,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269175
7077,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
7077,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
7077,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7077,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7077,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7077,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7077,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
7079,Enhancement,6/10/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250198
7079,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7079,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7079,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7079,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7079,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
7084,Enhancement,6/9/2025,Atlas Moves,Update AD Group for 3PL Sites,Deployed,CHG3238991
7084,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
7084,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
7084,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
7084,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
7084,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
7084,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
7084,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
8348,Bug,6/9/2025,Inventory,Bug fixes deployment,Deployed,CHG3249838
8348,Enhancement,6/9/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250170
8348,Enhancement,6/13/2025,Audit,Rollout: Manual & Random Audit completion % update,Scheduled,CHG3257900
8348,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
8348,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
8348,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
8348,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
8348,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
8397,Enhancement,6/9/2025,Atlas Moves,Update AD Group for 3PL Sites,Deployed,CHG3238991
8397,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
8397,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
8397,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
8397,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
8397,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
8397,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
8397,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
8851,Enhancement,6/9/2025,Atlas Loading,Pilot: Enable BCDR and Trailer edit reason,Deployed,CHG3248417
8851,Enhancement,6/9/2025,Atlas Moves,Pilot: Snyk vulnerabilities fix,Deployed,CHG3249647
8851,Bug,6/9/2025,Inventory,Bug fixes deployment,Deployed,CHG3249838
8851,Enhancement,6/9/2025,Order Fulfillment,Rollout OT to EI fixes,Deployed,CHG3250170
8851,Enhancement,6/10/2025,Atlas Moves,Pilot: BCDR CCM Config changes,Deployed,CHG3249696
8851,Enhancement,6/12/2025,Shore,Merge main rollout,Deployed,CHG3245988
8851,Enhancement,6/12/2025,Audit,Pilot: Audit completion % update,Deployed,CHG3257892
8851,Enhancement,6/12/2025,Audit,Pilot: IQS Auth header changes,Deployed,CHG3265383
8852,Enhancement,6/10/2025,Shore,Enhancement Pilot: Merge main rollout,Deployed,CHG3245970
8852,Bug,6/11/2025,Inventory,Bug fixes and Dematic deployment,Deployed,CHG3257993
8852,Enhancement,6/16/2025,Atlas Loading,Rollout: Enable BCDR and Trailer reason code,Scheduled,CHG3259776
8852,Enhancement,6/16/2025,Atlas Moves,Rollout: Snyk vulnerabilities fix,Scheduled,CHG3260542
8852,Enhancement,6/16/2025,Atlas Moves,Rollout: BCDR CCM Config changes,Scheduled,CHG3260784
8852,Enhancement,6/16/2025,Atlas Moves,Rollout: Modify Purge Job exclusions,Scheduled,CHG3260646
8852,Enhancement,6/16/2025,Slotaway,Simulation fix rollout,Scheduled,CHG3269305
,Other,6/9/2025,Atlas Receiving,SOX changes with flags OFF,Deployed,CHG3246025
,Other,6/16/2025,Atlas Receiving,SOX changes with flagsOFF (no impact),Scheduled,CHG3263551
