Market,Store,Location Name,Refresh Qty,Refresh Cost
179,5076,BREWER ME,88,"$35,200"
180,2046,"AUGUSTA, ME",76,"$30,400"
180,3269,"MEXICO, ME",71,"$28,400"
181,1975,"CLAREMONT, NH",92,"$36,800"
181,2639,"GILFORD, NH",85,"$34,000"
181,2682,"BERLIN, VT",72,"$28,800"
183,1788,"SCARBOROUGH, ME",78,"$31,200"
183,2130,"PORTSMOUTH, NH",85,"$34,000"
183,2398,"NEWINGTON, NH",85,"$34,000"
184,3491,"METHUEN, MA",79,"$31,600"
187,2092,"OGDENSBURG, NY",90,"$36,000"
187,5498,"LOWVILLE, NY",91,"$36,400"
188,2097,"HUDSON, NY",88,"$35,200"
188,2152,"ALBANY, NY",74,"$29,600"
188,2351,"CATSKILL, NY",84,"$33,600"
188,2370,"TROY, NY",76,"$30,400"
188,2504,"KINGSTON, NY",64,"$25,600"
188,3583,GLENMONT NY,72,"$28,800"
161,2261,"NORTH KINGSTOWN, RI",86,"$34,400"
161,2373,"WARWICK, RI",76,"$30,400"
161,2747,"WARWICK (W), RI",94,"$37,600"
162,2200,"GROTON, CT",86,"$34,400"
162,2282,"EAST WINDSOR, CT",76,"$30,400"
162,2898,"OLD SAYBROOK, CT",57,"$22,800"
162,5777,"BROOKLYN, CT",85,"$34,000"
163,2299,"CROMWELL, CT",89,"$35,600"
163,2719,"BRISTOL, CT",81,"$32,400"
163,2897,"SOUTHINGTON, CT",67,"$26,800"
163,2965,"NEWINGTON, CT",85,"$34,000"
163,3548,WATERBURY (REIDVILLE),67,"$26,800"
164,1959,WALLKILL (MIDDLETOWN) NY,69,"$27,600"
164,2637,"MONROE, NY",73,"$29,200"
164,4570,"ELLENVILLE, NY",68,"$27,200"
171,2156,"MIDDLE ISLAND (LI), NY",78,"$31,200"
171,2286,"CENTEREACH (LI), NY",92,"$36,800"
171,2906,"RIVERHEAD, NY",90,"$36,000"
171,2917,ISLANDIA NY,87,"$34,800"
173,2163,"SHELTON, CT",72,"$28,800"
174,2090,"FRANKLIN, NJ",77,"$30,800"
174,3291,"NEWARK, NJ",91,"$36,400"
175,2825,"OLD BRIDGE, NJ",82,"$32,800"
176,3912,LEDGEWOOD MARY LOUISE NJ,78,"$31,200"
176,5111,WATCHUNG NJ,83,"$33,200"
176,5867,"BAYONNE, NJ",76,"$30,400"
226,4276,"TAYLOR, PA",74,"$29,600"
577,3562,SADDLE BROOK NJ,88,"$35,200"
165,1742,"TURNERSVILLE, NJ",136,"$54,400"
165,5384,"BRIDGETON, NJ",73,"$29,200"
165,5476,DEPTFORD (WEST) NJ,78,"$31,200"
167,2945,PARKESBURG PA,75,"$30,000"
167,3541,KENNETT SQUARE PA,88,"$35,200"
167,4687,KING OF PRUSSIA (HD) PA,80,"$32,000"
168,3810,"EAST GREENVILLE, PA",91,"$36,400"
170,2650,"PHILADELPHIA (NE), PA",94,"$37,600"
170,3564,HORSHAM PA,83,"$33,200"
178,1844,TOMS RIVER NJ,87,"$34,800"
178,1977,"BRICK (OCEAN), NJ",87,"$34,800"
232,1644,LEWISBURG PA,84,"$33,600"
232,3412,"ELIZABETHVILLE, PA",79,"$31,600"
233,2334,"LANCASTER, PA",76,"$30,400"
234,1537,GETTYSBURG PA,69,"$27,600"
234,5888,"CAMP HILL, PA",66,"$26,400"
237,1640,STATE COLLEGE PA,90,"$36,000"
284,2041,"PENNSVILLE, NJ",87,"$34,800"
285,1890,"SALISBURY, MD",87,"$34,800"
285,2272,"CAMBRIDGE, MD",87,"$34,800"
285,2419,"REHOBOTH BEACH, DE",64,"$25,600"
285,2514,"POCOMOKE CITY, MD",94,"$37,600"
285,2791,"GEORGETOWN, DE",65,"$26,000"
285,3843,"DENTON, MD",91,"$36,400"
285,4378,"ONLEY, VA",89,"$35,600"
558,1869,"MARLTON, NJ",88,"$35,200"
558,2871,CINNAMINSON NJ,78,"$31,200"
558,4456,"SOMMERDALE, NJ",71,"$28,400"
296,1191,HILLSBOROUGH NC,136,"$54,400"
296,3612,BURLINGTON (N) NC,75,"$30,000"
297,1953,"LOUISBURG, NC",72,"$28,800"
298,1558,EDEN NC,64,"$25,600"
298,3304,"REIDSVILLE, NC",80,"$32,000"
298,3658,"GREENSBORO (NE), NC",59,"$23,600"
299,1237,DUNN NC,93,"$37,200"
299,1372,GARNER/RALEIGH NC,90,"$36,000"
299,2247,"CARY, NC",82,"$32,800"
299,3889,"APEX, NC",91,"$36,400"
301,1502,ROANOKE RAPIDS NC,86,"$34,400"
301,1527,ELIZABETH CITY NC,133,"$53,200"
301,2000,"KITTY HAWK, NC",78,"$31,200"
301,2730,"TARBORO, NC",70,"$28,000"
302,1236,GOLDSBORO NC,83,"$33,200"
302,1661,KINSTON NC,92,"$36,800"
302,3701,"MOUNT OLIVE, NC",77,"$30,800"
302,7179,SWANSBORO NC,85,"$34,000"
304,1131,TAYLORSVILLE NC,79,"$31,600"
305,1464,CHARLOTTE (SW) NC,70,"$28,000"
306,1156,MOORESVILLE NC,71,"$28,400"
306,2134,"CHARLOTTE (N), NC",77,"$30,800"
306,4574,"CONCORD (MILLS), NC",89,"$35,600"
306,5747,"LOCUST, NC",87,"$34,800"
308,1322,LEXINGTON NC,87,"$34,800"
309,1097,"ABERDEEN, NC",70,"$28,000"
309,1255,LAURINBURG NC,59,"$23,600"
309,1452,CHARLOTTE (S) NC EF,70,"$28,000"
309,1666,CHARLOTTE (E) NC,67,"$26,800"
282,3490,HANOVER MD,72,"$28,800"
282,5382,"PASADENA, MD",39,"$15,600"
287,1730,TAPPAHANNOCK VA,80,"$32,000"
287,2295,"RICHMOND, VA",65,"$26,000"
287,2795,ASHLAND VA,76,"$30,400"
287,4191,RICHMOND REYNOLDS VA,73,"$29,200"
288,1687,SUFFOLK VA,84,"$33,600"
288,1759,GLOUCESTER VA,89,"$35,600"
288,1773,"NEWPORT NEWS, VA",83,"$33,200"
288,3214,"SUFFOLK (N), VA",83,"$33,200"
289,1688,VIRGINIA BEACH VA,81,"$32,400"
289,2529,"VIRGINIA BEACH, VA",89,"$35,600"
290,1424,COLONIAL HEIGHTS VA,93,"$37,200"
291,4638,"RUCKERSVILLE, VA",87,"$34,800"
291,5731,"Locust Grove, VA",69,"$27,600"
293,2436,"ELDERSBURG, MD",87,"$34,800"
312,1243,MARTINSVILLE VA,91,"$36,400"
312,1301,ROANOKE (S) VA,85,"$34,000"
312,1652,"DUBLIN, VA",76,"$30,400"
312,2312,"ROANOKE (N), VA",67,"$26,800"
312,3770,"STUART, VA",68,"$27,200"
314,1345,SOUTH BOSTON VA,72,"$28,800"
314,4636,"APPOMATTOX, VA",78,"$31,200"
315,1780,CHARLOTTESVILLE VA,86,"$34,400"
315,4682,"GORDONSVILLE, VA",75,"$30,000"
508,1716,PRINCE FREDERICK MD,5,"$2,000"
508,1717,WALDORF MD,66,"$26,400"
508,1893,"BOWIE, MD",90,"$36,000"
508,2799,"CLINTON, MD",60,"$24,000"
508,2853,"LA PLATA, MD",73,"$29,200"
508,5345,DUNKIRK MD,92,"$36,800"
189,1677,"NEW HARTFORD, NY",93,"$37,200"
189,2146,"AMSTERDAM, NY",78,"$31,200"
191,1705,SENECA FALLS NY,69,"$27,600"
191,2166,"EAST SYRACUSE, NY",88,"$35,200"
191,2911,"CENTRAL SQUARE, NY",84,"$33,600"
191,5242,CICERO NY,85,"$34,000"
192,1619,HENRIETTA NY,69,"$27,600"
192,1813,"VILLAGE OF NEWARK, NY",90,"$36,000"
192,3280,"ROCHESTER, NY",80,"$32,000"
192,3842,"MACEDON, NY",93,"$37,200"
194,2405,"HAMBURG, NY",80,"$32,000"
194,5027,LANCASTER NY,83,"$33,200"
195,1909,"NIAGARA FALLS, NY",69,"$27,600"
195,2210,"AMHERST, NY",81,"$32,400"
195,3607,ALBION NY,80,"$32,000"
228,2561,"ERIE (W), PA",94,"$37,600"
228,2909,"CORRY, PA",58,"$23,200"
228,3253,"EDINBORO, PA",140,"$56,000"
228,3514,"BRADFORD, PA",90,"$36,000"
280,2756,FREDERICK (N),93,"$37,200"
280,2790,"HAGERSTOWN (S), MD",82,"$32,800"
283,2258,"ALEXANDRIA, VA",85,"$34,000"
283,5936,Tysons Corner VA,79,"$31,600"
292,5227,"BURKE, VA",74,"$29,600"
320,1544,CLARKSBURG WV,144,"$57,600"
320,2696,"MOOREFIELD, WV",90,"$36,000"
320,4372,"KINGWOOD, WV",85,"$34,000"
381,1457,RIVERTON WY,136,"$54,400"
381,1461,ROCK SPRINGS WY,141,"$56,400"
381,3778,"CASPER (W), WY",123,"$49,200"
382,1485,GILLETTE WY,139,"$55,600"
382,4412,"LAUREL, MT",168,"$67,200"
383,1901,"BUTTE, MT",183,"$73,200"
383,2147,"MISSOULA, MT",140,"$56,000"
383,2259,"KALISPELL, MT",201,"$80,400"
383,7199,GREAT FALLS S MT,213,"$85,200"
406,664,HAYS KS,129,"$51,600"
427,1649,JAMESTOWN ND,186,"$74,400"
427,2033,MANDAN BISMARCK ND,149,"$59,600"
430,1483,YANKTON SD,171,"$68,400"
430,1500,WATERTOWN SD,153,"$61,200"
430,1538,BROOKINGS SD,202,"$80,800"
430,1685,PIERRE SD,135,"$54,000"
430,2990,"MITCHELL, SD",149,"$59,600"
430,3734,"VERMILLION, SD",174,"$69,600"
430,3853,"HURON, SD",157,"$62,800"
430,4865,SIOUX FALLS N SD,169,"$67,600"
433,774,COLUMBUS NE,136,"$54,400"
419,1609,GRAND RAPIDS MN,125,"$50,000"
419,1634,LITTLE FALLS MN,218,"$87,200"
421,4374,"LITCHFIELD, MN",125,"$50,000"
422,2087,"VADNAIS HTS, MN",167,"$66,800"
422,2882,"MAPLE GROVE, MN",136,"$54,400"
423,2198,"BLOOMINGTON, MN",122,"$48,800"
378,980,GREELEY CO,101,"$40,400"
378,2729,"FORT COLLINS-LOVELAND, CO",111,"$44,400"
378,4599,"TIMNATH, CO",114,"$45,600"
378,5051,GREELEY (N) CO,105,"$42,000"
379,4567,"BRIGHTON, CO",131,"$52,400"
388,5458,DELTA CO,141,"$56,400"
389,962,TRINIDAD CO,123,"$49,200"
389,1273,FOUNTAIN CO,176,"$70,400"
389,3018,FOUNTAIN CO,126,"$50,400"
399,1951,"ONTARIO, OR",146,"$58,400"
399,2617,"WINNEMUCCA, NV",129,"$51,600"
399,2861,GARDEN CITY ID,121,"$48,400"
400,2402,"ELKO, NV",151,"$60,400"
400,2782,"MOUNTAIN HOME, ID",168,"$67,200"
400,2831,"JEROME, ID",129,"$51,600"
450,1587,MODESTO CA,129,"$51,600"
450,1840,MANTECA CA,140,"$56,000"
450,1963,"TURLOCK, CA",128,"$51,200"
450,2030,"SONORA, CA",147,"$58,800"
450,2039,"MERCED, CA",191,"$76,400"
450,5843,"PATTERSON, CA",178,"$71,200"
451,2002,"GILROY, CA",188,"$75,200"
451,2117,"LOS BANOS (MERCED), CA EF",202,"$80,800"
451,2458,"SALINAS, CA",87,"$34,800"
451,4488,"MARINA, CA",125,"$50,000"
453,1704,VACAVILLE CA,129,"$51,600"
453,2190,"WOODLAND, CA",126,"$50,400"
453,4393,"SACRAMENTO (WATT), CA",127,"$50,800"
454,2735,"SACRAMENTO, CA",122,"$48,800"
455,3408,"CARSON CITY, NV",143,"$57,200"
455,3712,"CITRUS HEIGHTS, CA",127,"$50,800"
455,4202,"ROSEVILLE, CA",126,"$50,400"
455,5192,SACRAMENTO CA,165,"$66,000"
457,1575,OROVILLE CA,184,"$73,600"
457,1608,RED BLUFF CA,168,"$67,200"
457,1903,"YUBA CITY, CA",188,"$75,200"
457,2044,"CHICO, CA",122,"$48,800"
457,2052,"UKIAH, CA",140,"$56,000"
457,2053,"WILLOWS, CA",141,"$56,400"
457,5133,"ANDERSON, CA",130,"$52,000"
468,1772,KLAMATH FALLS OR,128,"$51,200"
468,5424,"EAGLE POINT, OR",162,"$64,800"
468,5839,"MEDFORD, OR",132,"$52,800"
511,2031,"UNION CITY, CA",86,"$34,400"
511,2648,"SAN LEANDRO, CA EF",182,"$72,800"
394,3473,"LAS VEGAS, NV",164,"$65,600"
396,2593,"LAS VEGAS, (S), NV",148,"$59,200"
396,4356,"LAS VEGAS (RAINBOW), NV",166,"$66,400"
405,1573,PRICE UT,122,"$48,800"
405,4678,"HURRICANE, UT",138,"$55,200"
446,2526,"PORTER RANCH, CA",180,"$72,000"
446,2568,"PANORAMA CITY, CA",175,"$70,000"
446,3180,Southgate CA,262,"$104,800"
447,1600,RIDGECREST CA,133,"$53,200"
447,1624,BAKERSFIELD (NE) CA,136,"$54,400"
447,1989,"LOMPOC, CA",151,"$60,400"
447,2099,"PASO ROBLES, CA EF",149,"$59,600"
447,2507,"SANTA MARIA, CA",142,"$56,800"
447,4317,"TEHACHAPI, CA",144,"$57,600"
449,1583,MADERA CA,130,"$52,000"
449,2277,"CLOVIS, CA",163,"$65,200"
449,4238,"SANGER, CA",139,"$55,600"
449,5632,FRESNO BLACKSTONE CA,171,"$68,400"
449,5701,"KERMAN, CA",167,"$66,800"
465,3477,LONG BEACH CA,186,"$74,400"
484,2251,"CITY OF INDUSTRY, CA",164,"$65,600"
484,2292,"COVINA, CA",135,"$54,000"
484,2401,"DUARTE, CA",158,"$63,200"
484,2948,SANTA FE SPRINGS CA,184,"$73,600"
484,3522,"BALDWIN PARK, CA",202,"$80,800"
484,5154,"ROSEMEAD, CA",341,"$136,400"
581,5956,VISALIA CA,128,"$51,200"
364,1417,PRESCOTT AZ,127,"$50,800"
445,1692,COLTON CA,173,"$69,200"
445,1879,"BARSTOW, CA",147,"$58,800"
459,5140,LA MESA CA EF,138,"$55,200"
461,1853,HEMET CA,217,"$86,800"
463,1832,"CATHEDRAL CITY, CA",163,"$65,200"
463,5096,"PALM DESERT (C.CITY), CA",125,"$50,000"
463,5335,BRAWLEY CA,168,"$67,200"
464,2082,"CERRITOS, CA",195,"$78,000"
466,2206,"LAGUNA NIGUEL, CA EF",144,"$57,600"
466,2218,"FOOTHILL RANCH, CA",138,"$55,200"
466,2495,WESTMINSTER CA,139,"$55,600"
466,2517,"SANTA ANA, CA",148,"$59,200"
469,4474,"KENAI, AK",157,"$62,800"
471,2594,"LYNNWOOD, WA",148,"$59,200"
471,2595,MARYSVILLE WA,141,"$56,400"
472,2317,"BREMERTON, WA",143,"$57,200"
473,2016,"COLVILLE, WA",165,"$66,000"
473,2269,"YAKIMA, WA",167,"$66,800"
474,2539,"SPOKANE, WA",129,"$51,600"
485,5149,BLUE SPRINGS DUNCAN MO,39,"$15,600"
485,5372,"EVANSVILLE, IN",42,"$16,800"
485,5452,"EVANSVILLE, IN",25,"$10,000"
494,4053,INDIANAPOLIS N. MICHIGAN RD. IN,41,"$16,400"
494,4054,INDIANAPOLIS KENTUCKY AVE. IN,41,"$16,400"
494,6390,INDIANAPOLIS IN,27,"$10,800"
494,6470,PLAINFIELD IN,36,"$14,400"
496,2840,BRUNSWICK ALTAMA GA,35,"$14,000"
496,3724,ORANGEBURD STONEWALL SC,22,"$8,800"
496,4519,HINESVILLE N GA,38,"$15,200"
496,4525,HINESVILLE GA,37,"$14,800"
496,4530,SAVANNAH ABERCORN GA,26,"$10,400"
496,5279,Summerville SC,34,"$13,600"
496,5291,West Columbia Barnwell SC,33,"$13,200"
496,6174,SUMMERVILLE BACONS BRIDGE SC,37,"$14,800"
497,2328,GREENVILLE WADE HAMPTON SC,41,"$16,400"
497,2699,GAINESVILLE NORTH THOMPSON BRIDGE GA,32,"$12,800"
497,4145,Greer Middleton SC,37,"$14,800"
497,4443,ANERSON REED SC,43,"$17,200"
497,4452,GREENVILLE FURMAN SC,44,"$17,600"
497,5371,SIMPSONVILLE SC,41,"$16,400"
497,5813,AUGUSTA EVANS GA,29,"$11,600"
497,7339,AUGUSTA GROVETOWN GA,43,"$17,200"
498,3603,FOREST CLOVERHILL VA,24,"$9,600"
498,3605,LYNCHBURG VA,44,"$17,600"
498,3622,ROANOKE PLANTATION RD VA,31,"$12,400"
498,3959,KNOXVILLE TN,35,"$14,000"
498,4524,"LOUISVILLE (WEST), KY",42,"$16,800"
498,5135,RADCLIFF KY,49,"$19,600"
498,5183,"LOUISVILLE, KY",39,"$15,600"
498,5297,SAINT MATTHEWS KY,35,"$14,000"
498,5734,KINGSPORT TN,46,"$18,400"
499,3359,FORT MILL TOM HALL SC,39,"$15,600"
499,3504,HICKORY MCDONALD NC,39,"$15,600"
499,4148,Charlotte Harris NC,36,"$14,400"
499,4848,PINEVILLE MCMULLEN NC,39,"$15,600"
499,6962,ROCK HILL CHERRY RD SC,30,"$12,000"
499,7180,WAXHAW NC,48,"$19,200"
499,7304,MORGANTON NC,27,"$10,800"
500,2414,CARY HARRISON NC,27,"$10,800"
500,3411,FAYETTEVILLE HOKE LOOP NC,28,"$11,200"
500,3456,HOPE MILLS NC,49,"$19,600"
500,3600,FAYETTEVILLE STRICKLAND BRIDGE NC,29,"$11,600"
500,4157,Cary High House NC,37,"$14,800"
500,4545,WILSON NC,32,"$12,800"
500,7334,GOLDSBORO SE NC,33,"$13,200"
500,7337,GREENVILLE CENTRAL NC,28,"$11,200"
502,3156,HAMPTON MERCURY VA,36,"$14,400"
502,3157,NEWPORT NEWS HARPERSVILLE VA,34,"$13,600"
502,3299,CHESAPEAKE KEMPSVILLE VA,35,"$14,000"
502,3330,CHESAPEAKE CEDAR VA,37,"$14,800"
502,3880,ASHLAND CHARTER HILL VA,34,"$13,600"
502,4220,"VIRGINIA BEACH (SE), VA",32,"$12,800"
502,5754,"WILLIAMSBURG, VA",27,"$10,800"
502,5755,"NORFOLK (LTL CREEK), VA",29,"$11,600"
502,6798,NORFOLK VA,27,"$10,800"
502,7174,RICHMOND HOPKINS VA,24,"$9,600"
509,5013,HIGH POINT WENDOVER NC,38,"$15,200"
509,5393,GREENSBORO ALAMANCE CHURCH,37,"$14,800"
509,6176,GREENSBORO QUAKER VILLAGE NC,29,"$11,600"
509,6233,CHARLOTTE TRYON NC,36,"$14,400"
509,6243,CLEMMONS NC,26,"$10,400"
509,6263,WINSTON SALEM UNIVERSITY NC,30,"$12,000"
509,6814,WINSTON SALEM MEADOWLARK NC,34,"$13,600"
509,6828,KERNERSVILLE S NC,28,"$11,200"
509,7205,LEXINGTON W NC,39,"$15,600"
509,7206,ARCHDALE NC,34,"$13,600"
516,2870,MYRTLE BEACH KINGS SC,33,"$13,200"
516,3442,MURRELLS INLET TOURNAMENT SC,38,"$15,200"
516,5367,MYRTLE BEACH 17TH AVE SC,45,"$18,000"
516,5383,SUMTER BULTMAN DR SC,39,"$15,600"
516,7098,NEWPORT NC,47,"$18,800"
516,7162,SURF CITY NC,49,"$19,600"
516,7209,LUMBERTON E NC,32,"$12,800"
516,7218,NEW BERN N NC,35,"$14,000"
546,840,WARNER ROBINS GREEN GA,25,"$10,000"
546,2773,LA GRANGE GA,21,"$8,400"
546,2801,ALBANY GILLIONVILLE GA,30,"$12,000"
546,2858,STATESBORO GA,49,"$19,600"
546,4421,COLUMBUS BLACKMON GA,41,"$16,400"
546,4426,COLUMBUS MANCHESTER GA,40,"$16,000"
546,4527,WAYCROSS GA,34,"$13,600"
546,5903,PHENIX CITY AL,46,"$18,400"
554,3072,SNELLVILLE MCGEE GA,38,"$15,200"
554,3074,LAWRENCEVILLE GA,28,"$11,200"
554,3619,CHATTANOOGA TN,29,"$11,600"
554,4528,DALTON GA,45,"$18,000"
554,5143,CHATTANOOGA TN,43,"$17,200"
566,4188,FLORENCE SW AL,46,"$18,400"
566,4469,CLARKSVILLE WHITFIELD TN,34,"$13,600"
566,4589,CLARKSVILLE TN,45,"$18,000"
566,5119,NASHVILLE (EDMONDSON) TN,46,"$18,400"
566,5925,HUNTSVILLE BOB WALLACE AL,31,"$12,400"
566,7342,HUNTSVILLE NW AL,34,"$13,600"
9,3049,TUCSON KOLB AZ,28,"$11,200"
9,3143,TUCSON CAMINO SECO AZ,36,"$14,400"
9,3357,"TUCSON, AZ",35,"$14,000"
9,3377,TUCSON (CARDINAL) AZ,41,"$16,400"
9,4264,"ORO VALLEY, AZ",33,"$13,200"
9,4293,"PHOENIX (24TH), AZ",36,"$14,400"
9,4603,"TUCSON (CRAYCROFT), AZ",29,"$11,600"
9,5304,"MESA-BASELINE, AZ",35,"$14,000"
9,5725,TUCSON FT LOWELL AZ,32,"$12,800"
397,3355,"LAS VEGAS (LAMB), NV",34,"$13,600"
397,3356,"LAS VEGAS (WARM SPRI), NV",36,"$14,400"
397,3655,"LAS VEGAS (CHEYENNE), NV",36,"$14,400"
397,4339,"NORTH LAS VEGAS(LOSEE),NV",35,"$14,000"
397,5258,"LAS VEGAS, NV",44,"$17,600"
397,5306,"LAS VEGAS, NV",38,"$15,200"
397,5423,"LAS VEGAS (HOLLYWOOD), NV",36,"$14,400"
481,2226,TORRANCE CA,34,"$13,600"
481,3141,BAKERSFIELD OSWELL CA,30,"$12,000"
481,3179,Thousand Oaks CA,54,"$21,600"
481,5602,CARSON CA,41,"$16,400"
481,5643,OXNARD CA,34,"$13,600"
481,5659,SANTA MARIA BLOSSER CA,41,"$16,400"
490,3019,THORNTON 88TH CO,24,"$9,600"
490,3082,COLORADO SPRINGS CHELTON CO,30,"$12,000"
490,3126,CENTENNIAL SMOKY HILL CO,30,"$12,000"
490,3127,DENVER CHAMBERS CO,28,"$11,200"
490,3128,DENVER PARKER CO,44,"$17,600"
490,3176,Colorado Springs Union CO,43,"$17,200"
490,4196,AURORA LLIFF CO,29,"$11,600"
490,4491,GRAND JUNCTION CLIFTON CO,40,"$16,000"
491,3152,OMAHA 90TH & LAKE NE,35,"$14,000"
491,3155,DERBY KS,26,"$10,400"
491,3172,Omaha 50th St & L St NE,35,"$14,000"
491,4138,Omaha 132nd & W Maple Rd NE,32,"$12,800"
491,4139,Omaha Saddlecreek & Davenport NE,35,"$14,000"
491,4625,GARDEN CITY KS,31,"$12,400"
491,4626,JUNCTION CITY KS,39,"$15,600"
491,5855,"WICHITA (W), KS",35,"$14,000"
491,5991,WICHITA SENECA KS,30,"$12,000"
491,6585,TOPEKA KS,38,"$15,200"
510,2632,PHOENIX SUNNYSLOPE AZ,33,"$13,200"
510,3844,GLENDALE 51 AND OLIVE AZ,33,"$13,200"
510,3845,"GLENDALE (67&PEORIA), AZ",24,"$9,600"
510,4218,"SURPRISE (GREENWAY), AZ",37,"$14,800"
510,4233,"PHOENIX (67 & HAPPY), AZ",28,"$11,200"
510,4275,"PEORIA (75&T-BIRD), AZ",51,"$20,400"
510,5257,MESA AZ,49,"$19,600"
510,5332,MESA AZ,40,"$16,000"
510,5349,"MESA, AZ",24,"$9,600"
510,7320,YUMA 8TH ST AZ,36,"$14,400"
512,3023,SAN JOSE EVERGREEN CA,37,"$14,800"
512,3046,MODESTO ORANGE CA,48,"$19,200"
512,5635,VISALIA NW CA,52,"$20,800"
515,2487,CORONA 6TH STREET CA,35,"$14,000"
515,3132,POMONA ARROW AND TOWNE CA,38,"$15,200"
515,3133,LA PUENTE CA,44,"$17,600"
515,8958,INDIO JEFFERSON & FRED WARING CA,44,"$17,600"
550,2590,HILLSBORO OR,32,"$12,800"
550,3098,BELLEVUE WA,36,"$14,400"
550,3144,MILWAUKIE OR,33,"$13,200"
550,4178,Springfield OR,32,"$12,800"
550,5627,GRESHAM 181ST OR,44,"$17,600"
550,5678,LYNNWOOD WA,47,"$18,800"
550,5993,BEAVERTON CORNELL OR,33,"$13,200"
550,5994,WEST LINN OR,31,"$12,400"
551,3099,LA PALMA CA,48,"$19,200"
551,3101,ANAHEIM CA,47,"$18,800"
551,5603,DOWNEY CA,36,"$14,400"
551,5637,OCEANSIDE MISSION CA,35,"$14,000"
552,2468,Rohnert Park CA,44,"$17,600"
552,4127,Woodland CA,33,"$13,200"
552,5007,VACAVILLE CA,50,"$20,000"
552,5606,WOODLAND E CA,34,"$13,600"
557,3988,SPANISH FORK UT,43,"$17,200"
557,4706,MAGNA UT,48,"$19,200"
557,5206,"SOUTH OGDEN, UT",47,"$18,800"
557,7043,RIVERTON UT,32,"$12,800"
58,2979,"FORT WORTH (NE), TX",58,"$23,200"
58,3043,FORT WORTH TX,36,"$14,400"
58,3135,FORT WORTH TX,32,"$12,800"
58,3392,BEDFORD TX,38,"$15,200"
58,3419,FORT WORTH (VICKERY) TX,45,"$18,000"
58,3594,"DALLAS, TX",40,"$16,000"
58,5614,COLLEYVILLE TX,39,"$15,600"
58,7251,FT. WORTH SYCAMORE TX,36,"$14,400"
58,7347,HURST TX,28,"$11,200"
504,2974,RICHARDSON TX,33,"$13,200"
504,2995,"PLANO (E), TX",42,"$16,800"
504,3198,Carrollton Old Denton & Hebron TX,33,"$13,200"
504,3199,Plano Park & Shiloh TX,35,"$14,000"
504,3287,"LEWISVILLE, TX",28,"$11,200"
504,3574,ALLEN TX,43,"$17,200"
504,4453,GREENVILLE TX,26,"$10,400"
504,5963,FLOWER MOUND TX,35,"$14,000"
504,6851,SACHSE MURPHY TX,43,"$17,200"
507,2395,TULSA (RIVER),46,"$18,400"
507,2880,"TULSA (SHERIDAN), OK",37,"$14,800"
507,3340,TULSA(FAIRGROUNDS) OK,36,"$14,400"
507,3508,"TULSA, OK",27,"$10,800"
507,4390,ENID OK,41,"$16,400"
507,4585,OWASSO OK,41,"$16,400"
507,5364,STILLWATER LAKEVIEW OK,48,"$19,200"
507,5840,"OWASSO, OK",38,"$15,200"
526,5108,"EL PASO (PEBBLE HILL), TX",41,"$16,400"
526,5726,ALAMOGORDO NM,34,"$13,600"
526,7229,EL PASO SUNLAND PARK TX,40,"$16,000"
528,2835,SAN ANTONIO GILBEAU TX,39,"$15,600"
528,4056,SAN ANTONIO KITTY HAWK & TOEPPERWEIN TX,38,"$15,200"
528,5224,SAN ANTONIO DEZEVALA TX,35,"$14,000"
528,5226,SAN ANTONIO MILITARY DR. WEST TX,25,"$10,000"
528,5290,SAN ANTONIO ELLISON & MARBACH TX,42,"$16,800"
528,5490,SAN ANTONIO SHAENFIELD TX,30,"$12,000"
528,6159,WESLACO TX,31,"$12,400"
528,6459,HARKER HEIGHTS TX,28,"$11,200"
528,7220,SAN ANGELO TX,45,"$18,000"
528,7311,SAN ANGELO TX,40,"$16,000"
533,2393,"MOORE (E), OK",37,"$14,800"
533,2394,"OKLAHOMA CITY (C), OK",29,"$11,600"
533,2875,"BETHANY, OK",26,"$10,400"
533,2876,"EDMOND, OK",35,"$14,000"
533,2877,OKLAHOMA CITY (NW) OK,35,"$14,000"
533,2878,"OKLAHOMA CITY, (SW) OK",46,"$18,400"
533,3202,OKLAHOMA CITY OK,36,"$14,400"
533,3637,YUKON NE OK,23,"$9,200"
533,5286,"THE VILLAGE, OK",31,"$12,400"
533,5323,Oklahoma City Santa Fe & 134Th OK,46,"$18,400"
533,5805,NORMAN ROCK CREEK OK,34,"$13,600"
533,7308,NORMAN CLASSEN OK,37,"$14,800"
541,3727,ALEXANDRIA JACKSON LA,39,"$15,600"
541,3736,PINEVILLE HWY 28 LA,39,"$15,600"
541,4048,ASCENSION PARISH EAST LA,33,"$13,200"
541,5125,OPELOUSAS SOUTH LA,30,"$12,000"
541,5310,PRAIRIEVILLE LA,34,"$13,600"
541,5773,NEW IBERIA C LA,36,"$14,400"
541,7262,BATON ROUGE (SHERWOOD) LA,35,"$14,000"
542,2919,MONROE U OF LA MONROE LA,29,"$11,600"
542,3745,MONROE AMERICAS LA,39,"$15,600"
542,3746,SHREVEPORT LA BERT KOUNS NHM,26,"$10,400"
542,4193,TYLER TX,37,"$14,800"
542,4367,TEXARKANA TX,34,"$13,600"
542,4577,RUSTON LA TECH UNIVERSITY LA,26,"$10,400"
542,4605,TYLER JACKSONVILLE TX,40,"$16,000"
542,4674,NACOGDOCHES UNIVERSITY TX,25,"$10,000"
