Store #,City,State,MARCH ACTIVATION DATE
2240,#N/A,#N/A,4/10/2024
2346,#N/A,#N/A,4/10/2024
2423,#N/A,#N/A,4/10/2024
2449,#N/A,#N/A,4/10/2024
2501,#N/A,#N/A,3/20/2024
2721,#N/A,#N/A,4/10/2024
5803,#N/A,#N/A,4/10/2024
1822,#N/A,#N/A,4/10/2024
2072,#N/A,#N/A,4/10/2024
2085,#N/A,#N/A,4/10/2024
2302,#N/A,#N/A,4/10/2024
3693,#N/A,#N/A,4/10/2024
3716,#N/A,#N/A,4/10/2024
5793,#N/A,#N/A,4/10/2024
5802,#N/A,#N/A,4/10/2024
87,MINDEN,LA,4/10/2024
116,VIVIAN,LA,4/10/2024
278,SHREVEPORT,LA,4/10/2024
323,MANSFIELD,LA,4/10/2024
376,BOSSIER CITY,LA,4/10/2024
448,SHREVEPORT,LA,4/10/2024
450,SHREVEPORT,LA,4/10/2024
876,MANY,LA,4/10/2024
1169,SPRINGHILL,LA,4/10/2024
3868,SHREVEPORT,LA,4/10/2024
6932,SHREVEPORT,LA,4/10/2024
23,RUSTON,LA,4/10/2024
98,BASTROP,LA,4/10/2024
149,JONESBORO,LA,4/10/2024
244,WINNFIELD,LA,4/10/2024
307,WEST MONROE,LA,4/10/2024
976,WINNSBORO,LA,4/10/2024
1108,OAK GROVE,LA,4/10/2024
1109,RAYVILLE,LA,4/10/2024
1110,FARMERVILLE,LA,4/10/2024
1193,MONROE,LA,4/10/2024
16,VAN BUREN,AR,3/21/2024
55,BOONEVILLE,AR,3/26/2024
66,CLARKSVILLE,AR,3/26/2024
67,MENA,AR,3/26/2024
125,FORT SMITH,AR,3/20/2024
141,FORT SMITH,AR,3/21/2024
209,OZARK,AR,3/26/2024
230,PARIS,AR,3/26/2024
279,DE QUEEN,AR,3/26/2024
358,ALMA,AR,3/26/2024
388,FORT SMITH,AR,3/20/2024
3231,GREENWOOD,AR,3/26/2024
2,HARRISON,AR,3/21/2024
54,SPRINGDALE,AR,3/20/2024
76,BERRYVILLE,AR,3/26/2024
144,FAYETTEVILLE,AR,3/21/2024
359,FAYETTEVILLE,AR,3/20/2024
373,HUNTSVILLE,AR,3/26/2024
914,CASSVILLE,MO,3/26/2024
1,ROGERS,AR,3/20/2024
4,SILOAM SPRINGS,AR,3/21/2024
100,BENTONVILLE,AR,3/20/2024
4108,SPRINGDALE,AR,3/26/2024
5260,ROGERS,AR,3/26/2024
5261,PINEVILLE,MO,3/26/2024
85,BENTON,AR,3/21/2024
124,LITTLE ROCK,AR,3/20/2024
126,LITTLE ROCK,AR,3/20/2024
3230,BRYANT,AR,3/21/2024
4460,NORTH LITTLE ROCK,AR,3/21/2024
5244,LITTLE ROCK,AR,3/26/2024
5706,LITTLE ROCK,AR,3/20/2024
33,NASHVILLE,AR,3/26/2024
52,HOT SPRINGS,AR,3/21/2024
58,RUSSELLVILLE,AR,3/20/2024
127,MALVERN,AR,3/21/2024
133,ASHDOWN,AR,3/26/2024
261,HOT SPRINGS,AR,3/21/2024
296,DARDANELLE,AR,3/26/2024
318,ARKADELPHIA,AR,3/21/2024
336,SHERIDAN,AR,3/26/2024
1065,HOPE,AR,3/21/2024
5433,HOT SPRINGS VILLAGE,AR,3/26/2024
5,CONWAY,AR,3/20/2024
7,SHERWOOD,AR,3/26/2024
8,MORRILTON,AR,3/21/2024
24,JACKSONVILLE,AR,3/20/2024
169,LONOKE,AR,3/26/2024
1105,NORTH LITTLE ROCK,AR,3/20/2024
2575,CONWAY,AR,3/21/2024
2587,CABOT,AR,3/26/2024
4168,BEEBE,AR,3/26/2024
83,MAGNOLIA,AR,3/20/2024
102,STUTTGART,AR,3/21/2024
167,CROSSETT,AR,3/26/2024
171,CAMDEN,AR,3/21/2024
289,MCGEHEE,AR,3/21/2024
339,FORDYCE,AR,3/26/2024
348,MONTICELLO,AR,3/21/2024
530,EL DORADO,AR,3/20/2024
714,HELENA-WEST HELENA,AR,3/20/2024
3331,PINE BLUFF,AR,3/20/2024
11,MOUNTAIN HOME,AR,3/21/2024
18,NEWPORT,AR,3/26/2024
57,WALNUT RIDGE,AR,3/26/2024
71,POCAHONTAS,AR,3/21/2024
119,BATESVILLE,AR,3/21/2024
157,SEARCY,AR,3/21/2024
160,ASH FLAT,AR,3/26/2024
281,HEBER SPGS,AR,3/26/2024
788,CLINTON,AR,3/26/2024
1114,MOUNTAIN VIEW,AR,3/26/2024
1147,FLIPPIN,AR,3/26/2024
13,CARTHAGE,MO,3/26/2024
17,NEOSHO,MO,3/26/2024
34,NEVADA,MO,3/26/2024
48,MONETT,MO,3/26/2024
59,JOPLIN,MO,3/26/2024
79,JOPLIN,MO,3/26/2024
92,AURORA,MO,3/26/2024
267,WEBB CITY,MO,3/26/2024
338,LAMAR,MO,3/26/2024
888,BUTLER,MO,3/26/2024
7249,MOUNT VERNON,MO,3/26/2024
1455,FORT WORTH,TX,4/11/2024
1801,ARLINGTON,TX,4/11/2024
2978,FORT WORTH,TX,4/11/2024
3284,ARLINGTON,TX,4/11/2024
3285,CEDAR HILL,TX,4/11/2024
3631,CROWLEY,TX,4/11/2024
4279,MIDLOTHIAN,TX,4/11/2024
4503,GRAND PRAIRIE,TX,4/11/2024
5147,DALLAS,TX,4/11/2024
251,MINEOLA,TX,4/11/2024
265,TERRELL,TX,4/11/2024
412,ATHENS,TX,4/11/2024
516,GUN BARREL CITY,TX,4/11/2024
827,CANTON,TX,4/11/2024
1022,TYLER,TX,4/11/2024
1044,TYLER,TX,4/11/2024
2688,TYLER,TX,4/11/2024
3764,LINDALE,TX,4/11/2024
6467,TYLER,TX,4/11/2024
220,BURLESON,TX,4/11/2024
228,CLEBURNE,TX,4/11/2024
353,GRAHAM,TX,4/11/2024
371,GRANBURY,TX,4/11/2024
590,FORT WORTH,TX,4/11/2024
804,MINERAL WELLS,TX,4/11/2024
963,WEATHERFORD,TX,4/11/2024
3431,HUDSON OAKS,TX,4/11/2024
4509,BENBROOK,TX,4/11/2024
5359,AZLE,TX,4/11/2024
284,MANSFIELD,TX,4/11/2024
471,LANCASTER,TX,4/11/2024
896,GRAND PRAIRIE,TX,4/11/2024
3014,DALLAS,TX,4/11/2024
3432,DESOTO,TX,4/11/2024
3433,RED OAK,TX,4/11/2024
5288,SEAGOVILLE,TX,4/11/2024
5810,DALLAS,TX,4/11/2024
266,GRAPEVINE,TX,4/11/2024
807,NORTH RICHLAND HILLS,TX,4/11/2024
880,IRVING,TX,4/11/2024
1178,BEDFORD,TX,4/11/2024
2649,IRVING,TX,4/11/2024
2834,FORT WORTH,TX,4/11/2024
3044,FORT WORTH,TX,4/11/2024
3274,NORTH RICHLAND HILLS,TX,4/11/2024
5080,HURST,TX,4/11/2024
5416,ARLINGTON,TX,4/11/2024
202,FRISCO,TX,4/11/2024
1117,PLANO,TX,4/11/2024
2918,ALLEN,TX,4/11/2024
2973,MURPHY,TX,4/11/2024
3406,DALLAS,TX,4/11/2024
3482,PLANO,TX,4/11/2024
5210,WYLIE,TX,4/11/2024
5672,LUCAS,TX,4/11/2024
5673,SACHSE,TX,4/11/2024
206,MCKINNEY,TX,4/11/2024
467,DENTON,TX,4/11/2024
3286,HICKORY CREEK,TX,4/11/2024
4627,DENTON,TX,4/11/2024
5211,MCKINNEY,TX,4/11/2024
5311,MCKINNEY,TX,4/11/2024
5707,CROSS ROADS,TX,4/11/2024
6963,ANNA,TX,4/11/2024
217,LEWISVILLE,TX,4/11/2024
426,COLONY,TX,4/11/2024
1216,CARROLLTON,TX,4/11/2024
2105,DALLAS,TX,4/11/2024
2427,DALLAS,TX,4/11/2024
2996,DALLAS,TX,4/11/2024
4240,HIGHLAND VILLAGE,TX,4/11/2024
5092,LEWISVILLE,TX,4/11/2024
5889,DALLAS,TX,4/11/2024
260,WAXAHACHIE,TX,4/11/2024
286,ENNIS,TX,4/11/2024
565,CORSICANA,TX,4/11/2024
1118,BALCH SPRINGS,TX,4/11/2024
2667,DALLAS,TX,4/11/2024
4164,KAUFMAN,TX,4/11/2024
4215,QUINLAN,TX,4/11/2024
5191,FORNEY,TX,4/11/2024
2086,PLANO,TX,4/11/2024
2463,FRISCO,TX,4/11/2024
2883,PLANO,TX,4/11/2024
2926,PLANO,TX,4/11/2024
3777,FRISCO,TX,4/11/2024
5866,FRISCO,TX,4/11/2024
6300,PROSPER,TX,4/11/2024
7178,PRINCETON,TX,4/11/2024
211,HILLSBORO,TX,4/11/2024
248,MEXIA,TX,4/11/2024
320,MARLIN,TX,4/11/2024
561,EASTLAND,TX,4/11/2024
610,STEPHENVILLE,TX,4/11/2024
746,TEMPLE,TX,4/11/2024
939,WACO,TX,4/11/2024
1254,BELLMEAD,TX,4/11/2024
5389,WACO,TX,4/11/2024
6929,TEMPLE,TX,4/11/2024
7156,HEWITT,TX,4/11/2024
421,DECATUR,TX,4/11/2024
940,WESTWORTH VILLAGE,TX,4/11/2024
972,LAKE WORTH,TX,4/11/2024
2980,FORT WORTH,TX,4/11/2024
3773,FORT WORTH,TX,4/11/2024
4165,FORT WORTH,TX,4/11/2024
5247,ROANOKE,TX,4/11/2024
5312,FORT WORTH,TX,4/11/2024
5316,SAGINAW,TX,4/11/2024
5764,FORT WORTH,TX,4/11/2024
259,ROCKWALL,TX,4/11/2024
789,MESQUITE,TX,4/11/2024
1055,GARLAND,TX,4/11/2024
1800,GARLAND,TX,4/11/2024
3224,GARLAND,TX,4/11/2024
3225,ROWLETT,TX,4/11/2024
5823,DALLAS,TX,4/11/2024
5987,ROYSE CITY,TX,4/11/2024
8930,DALLAS,TX,4/11/2024
297,PORTER,TX,4/11/2024
744,HUMBLE,TX,4/11/2024
849,SPRING,TX,4/11/2024
1103,HOUSTON,TX,4/11/2024
1279,HOUSTON,TX,4/11/2024
1837,HUMBLE,TX,4/11/2024
4298,HUMBLE,TX,4/11/2024
6579,NEW CANEY,TX,4/11/2024
194,BAYTOWN,TX,4/11/2024
522,CROSBY,TX,4/11/2024
1137,HOUSTON,TX,4/11/2024
1186,LIBERTY,TX,4/11/2024
2439,BAYTOWN,TX,4/11/2024
3298,KEMAH,TX,4/11/2024
3500,HOUSTON,TX,4/11/2024
5116,LA PORTE,TX,4/11/2024
462,ALVIN,TX,4/11/2024
482,WEST COLUMBIA,TX,4/11/2024
504,GALVESTON,TX,4/11/2024
527,ANGLETON,TX,4/11/2024
529,LA MARQUE,TX,4/11/2024
808,LAKE JACKSON,TX,4/11/2024
1405,BAY CITY,TX,4/11/2024
5388,LEAGUE CITY,TX,4/11/2024
546,RICHMOND,TX,4/11/2024
872,PEARLAND,TX,4/11/2024
915,STAFFORD,TX,4/11/2024
2505,MISSOURI CITY,TX,4/11/2024
2993,SUGAR LAND,TX,4/11/2024
3510,PEARLAND,TX,4/11/2024
3572,PEARLAND,TX,4/11/2024
5449,MISSOURI CITY,TX,4/11/2024
752,PASADENA,TX,4/11/2024
1062,FRIENDSWOOD,TX,4/11/2024
2724,PASADENA,TX,4/11/2024
3425,HOUSTON,TX,4/11/2024
4526,HOUSTON,TX,4/11/2024
5612,HOUSTON,TX,4/11/2024
5959,HOUSTON,TX,4/11/2024
772,HOUSTON,TX,4/11/2024
2066,HOUSTON,TX,4/11/2024
2718,HOUSTON,TX,4/11/2024
3296,HOUSTON,TX,4/11/2024
3302,HOUSTON,TX,4/11/2024
3584,HOUSTON,TX,4/11/2024
3827,RICHMOND,TX,4/11/2024
344,EL CAMPO,TX,4/11/2024
768,KATY,TX,4/11/2024
1040,HOUSTON,TX,4/11/2024
1409,HOUSTON,TX,4/11/2024
3226,KATY,TX,4/11/2024
3640,HOUSTON,TX,4/11/2024
4111,RICHMOND,TX,4/11/2024
4512,KATY,TX,4/11/2024
5246,WHARTON,TX,4/11/2024
703,TOMBALL,TX,4/11/2024
2257,HOUSTON,TX,4/11/2024
3297,HOUSTON,TX,4/11/2024
4416,HOUSTON,TX,4/11/2024
4538,KATY,TX,4/11/2024
5045,TOMBALL,TX,4/11/2024
5091,CYPRESS,TX,4/11/2024
1129,AUSTIN,TX,4/11/2024
1253,AUSTIN,TX,4/11/2024
2133,AUSTIN,TX,4/11/2024
2991,CEDAR PARK,TX,4/11/2024
4130,KYLE,TX,4/11/2024
4163,CEDAR PARK,TX,4/11/2024
4219,BUDA,TX,4/11/2024
4554,AUSTIN,TX,4/11/2024
5317,AUSTIN,TX,4/11/2024
77,TAYLOR,TX,4/11/2024
280,ROCKDALE,TX,4/11/2024
475,ROUND ROCK,TX,4/11/2024
1185,AUSTIN,TX,4/11/2024
3169,MANOR,TX,4/11/2024
3170,ELGIN,TX,4/11/2024
3569,AUSTIN,TX,4/11/2024
5479,PFLUGERVILLE,TX,4/11/2024
5480,ROUND ROCK,TX,4/11/2024
330,VICTORIA,TX,4/11/2024
385,CUERO,TX,4/11/2024
437,SEALY,TX,4/11/2024
463,BEEVILLE,TX,4/11/2024
503,COLUMBUS,TX,4/11/2024
524,KENEDY,TX,4/11/2024
1067,HALLETTSVILLE,TX,4/11/2024
1098,PORT LAVACA,TX,4/11/2024
4194,VICTORIA,TX,4/11/2024
293,NAVASOTA,TX,4/11/2024
321,BRENHAM,TX,4/11/2024
322,BRYAN,TX,4/11/2024
446,MADISONVILLE,TX,4/11/2024
473,GIDDINGS,TX,4/11/2024
567,CALDWELL,TX,4/11/2024
846,LA GRANGE,TX,4/11/2024
951,HEMPSTEAD,TX,4/11/2024
1042,BASTROP,TX,4/11/2024
1150,COLLEGE STATION,TX,4/11/2024
4183,BRYAN,TX,4/11/2024
292,LOCKHART,TX,4/11/2024
404,SAN MARCOS,TX,4/11/2024
765,SAN ANTONIO,TX,4/11/2024
865,NEW BRAUNFELS,TX,4/11/2024
1347,SAN ANTONIO,TX,4/11/2024
1803,SAN ANTONIO,TX,4/11/2024
2404,SAN ANTONIO,TX,4/11/2024
2769,SAN ANTONIO,TX,4/11/2024
3391,SCHERTZ,TX,4/11/2024
4055,UNIVERSAL CITY,TX,4/11/2024
4115,CIBOLO,TX,4/11/2024
600,PAMPA,TX,4/11/2024
755,AMARILLO,TX,4/11/2024
793,CANYON,TX,4/11/2024
812,DUMAS,TX,4/11/2024
822,AMARILLO,TX,4/11/2024
900,CHILDRESS,TX,4/11/2024
1516,BORGER,TX,4/11/2024
3383,AMARILLO,TX,4/11/2024
3384,HEREFORD,TX,4/11/2024
5216,AMARILLO,TX,4/11/2024
549,HOBBS,NM,4/9/2024
821,CLOVIS,NM,4/9/2024
861,LUBBOCK,TX,4/11/2024
927,PLAINVIEW,TX,4/11/2024
945,LUBBOCK,TX,4/11/2024
1051,LEVELLAND,TX,4/11/2024
2653,PORTALES,NM,4/9/2024
3826,LUBBOCK,TX,4/11/2024
4299,LUBBOCK,TX,4/11/2024
6898,LUBBOCK,TX,4/11/2024
513,BIG SPRING,TX,4/11/2024
537,ODESSA,TX,4/11/2024
608,MIDLAND,TX,4/11/2024
626,SEMINOLE,TX,4/11/2024
897,FORT STOCKTON,TX,4/11/2024
898,PECOS,TX,4/11/2024
2891,ODESSA,TX,4/11/2024
3645,MIDLAND,TX,4/11/2024
438,BRECKENRIDGE,TX,4/11/2024
535,ABILENE,TX,4/11/2024
536,ABILENE,TX,4/11/2024
601,SAN ANGELO,TX,4/11/2024
1078,BALLINGER,TX,4/11/2024
1249,SAN ANGELO,TX,4/11/2024
1257,STAMFORD,TX,4/11/2024
1272,SNYDER,TX,4/11/2024
3381,SWEETWATER,TX,4/11/2024
7281,SAN ANGELO,TX,4/11/2024
290,GONZALES,TX,4/11/2024
465,FLORESVILLE,TX,4/11/2024
478,PEARSALL,TX,4/11/2024
757,PLEASANTON,TX,4/11/2024
901,SEGUIN,TX,4/11/2024
1313,SAN ANTONIO,TX,4/11/2024
3112,SAN ANTONIO,TX,4/11/2024
3279,SAN ANTONIO,TX,4/11/2024
4103,DEVINE,TX,4/11/2024
5144,CONVERSE,TX,4/11/2024
5245,SAN ANTONIO,TX,4/11/2024
440,ROCKPORT,TX,4/11/2024
442,KINGSVILLE,TX,4/11/2024
458,ARANSAS PASS,TX,4/11/2024
464,CORPUS CHRISTI,TX,4/11/2024
470,CORPUS CHRISTI,TX,4/11/2024
490,CORPUS CHRISTI,TX,4/11/2024
791,ALICE,TX,4/11/2024
1494,CORPUS CHRISTI,TX,4/11/2024
5460,PORTLAND,TX,4/11/2024
5898,CORPUS CHRISTI,TX,4/11/2024
395,MISSION,TX,4/11/2024
397,MCALLEN,TX,4/11/2024
429,EDINBURG,TX,4/11/2024
452,MCALLEN,TX,4/11/2024
1958,RIO GRANDE CITY,TX,4/11/2024
3320,PALMHURST,TX,4/11/2024
3567,HIDALGO,TX,4/11/2024
3886,EDINBURG,TX,4/11/2024
4508,PENITAS,TX,4/11/2024
5165,ALAMO,TX,4/11/2024
5809,EDINBURG,TX,4/11/2024
381,COPPERAS COVE,TX,4/11/2024
407,KILLEEN,TX,4/11/2024
476,GATESVILLE,TX,4/11/2024
781,MARBLE FALLS,TX,4/11/2024
813,BROWNWOOD,TX,4/11/2024
917,BRADY,TX,4/11/2024
1073,LAMPASAS,TX,4/11/2024
1232,BELTON,TX,4/11/2024
1303,GEORGETOWN,TX,4/11/2024
3319,HARKER HEIGHTS,TX,4/11/2024
6286,KILLEEN,TX,4/11/2024
999,SAN ANTONIO,TX,4/11/2024
1235,SAN ANTONIO,TX,4/11/2024
2239,SAN ANTONIO,TX,4/11/2024
2599,SAN ANTONIO,TX,4/11/2024
3058,SAN ANTONIO,TX,4/11/2024
3106,SAN ANTONIO,TX,4/11/2024
3888,SAN ANTONIO,TX,4/11/2024
4102,CASTROVILLE,TX,4/11/2024
5145,SAN ANTONIO,TX,4/11/2024
443,HONDO,TX,4/11/2024
447,DEL RIO,TX,4/11/2024
461,EAGLE PASS,TX,4/11/2024
554,LAREDO,TX,4/11/2024
782,UVALDE,TX,4/11/2024
1046,CARRIZO SPRINGS,TX,4/11/2024
3518,LAREDO,TX,4/11/2024
3623,LAREDO,TX,4/11/2024
5713,LAREDO,TX,4/11/2024
500,EL PASO,TX,4/11/2024
512,EL PASO,TX,4/11/2024
964,EL PASO,TX,4/11/2024
1015,EL PASO,TX,4/11/2024
2612,EL PASO,TX,3/20/2024
3136,HORIZON CITY,TX,4/11/2024
3763,EL PASO,TX,4/11/2024
5717,EL PASO,TX,4/11/2024
5947,EL PASO,TX,4/11/2024
508,KERRVILLE,TX,4/11/2024
1126,BOERNE,TX,4/11/2024
1154,FREDERICKSBURG,TX,4/11/2024
1198,SAN ANTONIO,TX,4/11/2024
2864,SAN ANTONIO,TX,4/11/2024
3056,SPRING BRANCH,TX,4/11/2024
3057,HELOTES,TX,4/11/2024
3107,SAN ANTONIO,TX,4/11/2024
4131,SAN ANTONIO,TX,4/11/2024
4162,SAN ANTONIO,TX,4/11/2024
5146,SAN ANTONIO,TX,4/11/2024
413,PORT ISABEL,TX,4/11/2024
456,BROWNSVILLE,TX,4/11/2024
595,HARLINGEN,TX,4/11/2024
1000,BROWNSVILLE,TX,4/11/2024
1041,WESLACO,TX,4/11/2024
1296,SAN BENITO,TX,4/11/2024
2763,DONNA,TX,4/11/2024
2765,LOS FRESNOS,TX,4/11/2024
4112,BROWNSVILLE,TX,4/11/2024
5808,ELSA,TX,4/11/2024
146,GILMER,TX,4/11/2024
165,HENDERSON,TX,4/11/2024
180,JACKSONVILLE,TX,4/11/2024
345,PALESTINE,TX,4/11/2024
398,LONGVIEW,TX,4/11/2024
399,LONGVIEW,TX,4/11/2024
523,CARTHAGE,TX,4/11/2024
572,KILGORE,TX,4/11/2024
918,MARSHALL,TX,4/11/2024
3828,LONGVIEW,TX,4/11/2024
283,BRIDGE CITY,TX,4/11/2024
331,SULPHUR,LA,4/10/2024
383,SILSBEE,TX,4/11/2024
384,LUMBERTON,TX,4/11/2024
408,PORT ARTHUR,TX,4/11/2024
449,PORT ARTHUR,TX,4/11/2024
457,VIDOR,TX,4/11/2024
469,LAKE CHARLES,LA,4/10/2024
521,LAKE CHARLES,LA,4/10/2024
651,BEAUMONT,TX,4/11/2024
777,WEST ORANGE,TX,4/11/2024
1204,LAKE CHARLES,LA,4/10/2024
351,TOMBALL,TX,4/11/2024
400,CONROE,TX,4/11/2024
602,SPRING,TX,4/11/2024
3213,THE WOODLANDS,TX,4/11/2024
3390,WOODLANDS,TX,4/11/2024
3585,SPRING,TX,4/11/2024
3591,MONTGOMERY,TX,4/11/2024
5287,SPRING,TX,4/11/2024
553,SLIDELL,LA,4/10/2024
909,CHALMETTE,LA,4/10/2024
912,NEW ORLEANS,LA,4/10/2024
1163,NEW ORLEANS,LA,4/10/2024
2665,SLIDELL,LA,4/10/2024
2706,HARVEY,LA,4/10/2024
3167,NEW ORLEANS,LA,4/10/2024
5022,NEW ORLEANS,LA,4/10/2024
489,HAMMOND,LA,4/10/2024
541,COVINGTON,LA,4/10/2024
803,BOGALUSA,LA,4/10/2024
911,MARRERO,LA,4/10/2024
989,METAIRIE,LA,4/10/2024
1342,KENNER,LA,4/10/2024
1353,HARAHAN,LA,4/10/2024
3616,AMITE,LA,4/10/2024
4129,PONCHATOULA,LA,4/10/2024
311,FRANKLIN,LA,4/10/2024
485,DONALDSONVILLE,LA,4/10/2024
502,GALLIANO,LA,4/10/2024
540,MORGAN CITY,LA,4/10/2024
542,HOUMA,LA,4/10/2024
761,RACELAND,LA,4/10/2024
961,LA PLACE,LA,4/10/2024
1016,THIBODAUX,LA,4/10/2024
2913,BOUTTE,LA,4/10/2024
3483,HOUMA,LA,4/10/2024
428,ZACHARY,LA,4/10/2024
532,GONZALES,LA,4/10/2024
839,BATON ROUGE,LA,4/10/2024
935,DENHAM SPRINGS,LA,4/10/2024
1102,BAKER,LA,4/10/2024
1206,BATON ROUGE,LA,4/10/2024
1266,BATON ROUGE,LA,4/10/2024
4683,BATON ROUGE,LA,4/10/2024
401,PLAQUEMINE,LA,4/10/2024
1136,PORT ALLEN,LA,4/10/2024
1196,NEW ROADS,LA,4/10/2024
2132,BATON ROUGE,LA,4/10/2024
2822,WALKER,LA,4/10/2024
3288,BATON ROUGE,LA,4/10/2024
4679,DENHAM SPRINGS,LA,4/10/2024
5056,PRAIRIEVILLE,LA,4/10/2024
309,ABBEVILLE,LA,4/10/2024
310,CROWLEY,LA,4/10/2024
386,JENNINGS,LA,4/10/2024
402,BREAUX BRIDGE,LA,4/10/2024
415,BROUSSARD,LA,4/10/2024
531,LAFAYETTE,LA,4/10/2024
533,NEW IBERIA,LA,4/10/2024
543,OPELOUSAS,LA,4/10/2024
2938,LAFAYETTE,LA,4/10/2024
7301,CARENCRO,LA,4/10/2024
75,PINEVILLE,LA,4/10/2024
170,NATCHITOCHES,LA,4/10/2024
312,VILLE PLATTE,LA,4/10/2024
405,LEESVILLE,LA,4/10/2024
498,JENA,LA,4/10/2024
505,DERIDDER,LA,4/10/2024
539,ALEXANDRIA,LA,4/10/2024
773,EUNICE,LA,4/10/2024
1107,OAKDALE,LA,4/10/2024
1128,MARKSVILLE,LA,4/10/2024
4295,ALEXANDRIA,LA,4/10/2024
501,LAUREL,MS,4/9/2024
785,WAYNESBORO,MS,4/9/2024
816,BROOKHAVEN,MS,4/9/2024
874,NATCHEZ,MS,4/9/2024
887,PETAL,MS,4/9/2024
916,HATTIESBURG,MS,4/9/2024
954,HAZLEHURST,MS,4/9/2024
1025,MCCOMB,MS,4/9/2024
1106,VIDALIA,LA,4/10/2024
1168,COLUMBIA,MS,4/9/2024
1192,MAGEE,MS,4/9/2024
2717,HATTIESBURG,MS,4/9/2024
969,GULFPORT,MS,4/9/2024
970,PICAYUNE,MS,4/9/2024
1066,PASCAGOULA,MS,4/9/2024
1088,BILOXI,MS,4/9/2024
1195,WAVELAND,MS,4/9/2024
1260,LUCEDALE,MS,4/9/2024
1346,OCEAN SPRINGS,MS,4/9/2024
2715,DIBERVILLE,MS,4/9/2024
3528,WIGGINS,MS,4/9/2024
5079,PASS CHRISTIAN,MS,4/9/2024
140,LUFKIN,TX,4/11/2024
163,NACOGDOCHES,TX,4/11/2024
214,JASPER,TX,4/11/2024
236,CROCKETT,TX,4/11/2024
249,CLEVELAND,TX,4/11/2024
275,LIVINGSTON,TX,4/11/2024
285,HUNTSVILLE,TX,4/11/2024
288,WOODVILLE,TX,4/11/2024
364,CENTER,TX,4/11/2024
38,IDABEL,OK,3/26/2024
49,HUGO,OK,3/26/2024
117,BROKEN BOW,OK,3/26/2024
131,MOUNT PLEASANT,TX,4/11/2024
148,PARIS,TX,4/11/2024
181,NEW BOSTON,TX,4/11/2024
226,ATLANTA,TX,4/11/2024
240,COMMERCE,TX,4/11/2024
417,SULPHUR SPRINGS,TX,4/11/2024
427,GREENVILLE,TX,4/11/2024
468,TEXARKANA,AR,3/20/2024
2123,TEXARKANA,TX,4/11/2024
108,GUTHRIE,OK,3/26/2024
132,KINGFISHER,OK,3/26/2024
134,ELK CITY,OK,3/26/2024
150,WOODWARD,OK,3/26/2024
178,ALVA,OK,3/26/2024
221,YUKON,OK,3/26/2024
227,EL RENO,OK,3/26/2024
392,WEATHERFORD,OK,3/26/2024
499,ENID,OK,3/26/2024
564,OKLAHOMA CITY,OK,3/26/2024
622,OKLAHOMA CITY,OK,3/26/2024
41,BARTLESVILLE,OK,3/26/2024
136,BLACKWELL,OK,3/26/2024
168,OWASSO,OK,3/26/2024
207,CLEVELAND,OK,3/26/2024
246,SKIATOOK,OK,3/26/2024
576,TULSA,OK,3/26/2024
823,PONCA CITY,OK,3/26/2024
838,SAND SPRINGS,OK,3/26/2024
3055,CATOOSA,OK,3/26/2024
10,TAHLEQUAH,OK,3/26/2024
12,CLAREMORE,OK,3/26/2024
22,PRYOR,OK,3/26/2024
28,MIAMI,OK,3/26/2024
50,VINITA,OK,3/26/2024
63,WAGONER,OK,3/26/2024
81,STILWELL,OK,3/26/2024
90,GROVE,OK,3/26/2024
130,MUSKOGEE,OK,3/26/2024
374,COWETA,OK,3/26/2024
113,CHICKASHA,OK,3/26/2024
162,ANADARKO,OK,3/26/2024
269,LAWTON,OK,3/26/2024
271,BOWIE,TX,4/11/2024
414,WICHITA FALLS,TX,4/11/2024
420,WICHITA FALLS,TX,4/11/2024
479,ALTUS,OK,3/26/2024
607,HOBART,OK,3/26/2024
893,LINDSAY,OK,3/26/2024
1116,DUNCAN,OK,3/26/2024
1148,WICHITA FALLS,TX,4/11/2024
3229,VERNON,TX,4/11/2024
5071,LAWTON,OK,3/26/2024
129,ARDMORE,OK,3/26/2024
147,DENISON,TX,4/11/2024
151,MCALESTER,OK,3/26/2024
158,BONHAM,TX,4/11/2024
185,GAINESVILLE,TX,4/11/2024
225,SULPHUR,OK,3/26/2024
232,ATOKA,OK,3/26/2024
947,SHERMAN,TX,4/11/2024
975,DURANT,OK,3/26/2024
1043,PAULS VALLEY,OK,3/26/2024
1295,MADILL,OK,3/26/2024
31,POTEAU,OK,3/26/2024
47,SALLISAW,OK,3/26/2024
103,SHAWNEE,OK,3/26/2024
121,OKMULGEE,OK,3/26/2024
123,SEMINOLE,OK,3/26/2024
210,HOLDENVILLE,OK,3/26/2024
231,ADA,OK,3/26/2024
247,HENRYETTA,OK,3/26/2024
276,STIGLER,OK,3/26/2024
340,CHECOTAH,OK,3/26/2024
137,STILLWATER,OK,3/26/2024
360,CUSHING,OK,3/26/2024
387,CHANDLER,OK,3/26/2024
389,EDMOND,OK,3/26/2024
1626,OKLAHOMA CITY,OK,3/26/2024
2803,EDMOND,OK,3/26/2024
2804,OKLAHOMA CITY,OK,3/26/2024
3430,OKLAHOMA CITY,OK,3/26/2024
4195,CHOCTAW,OK,3/26/2024
4241,STILLWATER,OK,3/26/2024
139,PURCELL,OK,3/26/2024
212,NORMAN,OK,3/26/2024
277,MOORE,OK,3/26/2024
