DC Number,Type,Date,Application,Summary,Status,CRQ,CRQ Link,Cell Number
7055,Enhancement,9/17/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,11
6042,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6057,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6065,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6077,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6082,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6083,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
6084,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
8348,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,1
3010,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
4154,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
6072,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
6085,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
6095,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
6096,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
7012,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
7017,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
7023,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
8851,Enhancement,9/18/2025,Receiving,ASN Receiving rollout,Planned,TBD,TBD,12
6042,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6057,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6065,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6077,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6082,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6083,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6084,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
8348,Enhancement,,Shore,BOL lifecycle feature added for better load and invoice tracking.,,CHG3404156,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=70cf1c38c393a250b7d93adb050131b3&recordUrl=change_request.do%3Fsys_id%3D70cf1c38c393a250b7d93adb050131b3&sysparm_stack=&sysparm_view=,1
6024,Enhancement,,Audit,The audit server’s database password (SVCAmbAudit-Prod) was reset.,,CHG3412918,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=270d734297db66904a20b890f053af83&recordUrl=change_request.do%3Fsys_id%3D270d734297db66904a20b890f053af83&sysparm_stack=&sysparm_view=,
6010,Enhancement,,Audit,The audit server’s database password (SVCAmbAudit-Prod) was reset.,,CHG3412918,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=270d734297db66904a20b890f053af83&recordUrl=change_request.do%3Fsys_id%3D270d734297db66904a20b890f053af83&sysparm_stack=&sysparm_view=,
6020,Enhancement,,Audit,The audit server’s database password (SVCAmbAudit-Prod) was reset.,,CHG3412918,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=270d734297db66904a20b890f053af83&recordUrl=change_request.do%3Fsys_id%3D270d734297db66904a20b890f053af83&sysparm_stack=&sysparm_view=,
6038,Enhancement,,Audit,The audit server’s database password (SVCAmbAudit-Prod) was reset.,,CHG3412918,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=270d734297db66904a20b890f053af83&recordUrl=change_request.do%3Fsys_id%3D270d734297db66904a20b890f053af83&sysparm_stack=&sysparm_view=,
