Market ID,Region,Store #,,Fulfilment Type,Weeks on DPI, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
243,25,2691,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.94%,71.30%,13.09,97.30%,94.17%,98.39%,95.06%
243,25,2691,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,66.57%,68.84%,18.04,69.31%,77.91%,57.60%,57.50%
249,25,1141,,Scheduled Delivery Express,4,At Risk,Degrading,Store Focus,202246,85.26%,75.62%,11.68,84.62%,85.11%,86.36%,85.11%
249,25,1141,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,87.68%,87.06%,11.84,93.47%,90.38%,83.33%,81.75%
249,25,1459,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,64.92%,62.49%,23.1,77.16%,74.39%,57.05%,45.07%
249,25,1580,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,73.07%,74.49%,16.87,80.97%,78.48%,78.18%,45.49%
249,25,2787,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,50.65%,56.41%,20.95,61.22%,64.25%,50.82%,21.00%
249,25,3435,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,99.58%,78.88%,13.49,100.00%,100.00%,100.00%,98.08%
249,25,3529,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,62.77%,57.22%,20.92,72.11%,64.14%,62.67%,50.59%
249,25,5443,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,95.67%,65.12%,13.97,98.13%,98.65%,94.64%,92.68%
249,25,5443,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,70.24%,61.72%,19.72,85.40%,85.25%,56.90%,50.89%
249,25,5483,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,85.38%,79.37%,12.17,84.30%,88.39%,83.47%,84.04%
251,25,828,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,100.00%,69.90%,11.45,100.00%,100.00%,100.00%,100.00%
251,25,995,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.62%,79.64%,11.61,95.45%,100.00%,97.44%,94.12%
251,25,1310,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.25%,84.75%,11.65,100.00%,97.37%,97.62%,98.08%
251,25,1991,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.52%,72.24%,16.6,98.06%,100.00%,95.74%,100.00%
251,25,1991,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202246,88.54%,88.52%,13.69,98.20%,90.95%,82.19%,83.79%
262,25,852,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202246,65.71%,75.99%,13.28,80.09%,60.75%,61.54%,52.98%
262,25,1307,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202246,86.79%,75.59%,14.28,87.12%,87.06%,83.52%,91.01%
262,25,4323,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202246,89.04%,71.43%,13.61,81.25%,87.50%,91.67%,94.12%
262,25,4323,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,80.33%,84.74%,16.23,85.21%,77.16%,76.06%,82.81%
262,25,4699,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202246,88.87%,86.71%,6.04,99.24%,89.51%,83.09%,82.00%
264,25,786,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,96.72%,68.30%,14.16,98.80%,98.82%,89.36%,96.55%
264,25,786,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,66.88%,63.17%,21.61,75.89%,72.80%,52.86%,61.35%
264,25,1553,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,77.53%,82.36%,17.78,88.01%,83.31%,71.79%,62.71%
264,25,1814,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.84%,83.39%,12.92,98.59%,97.26%,97.01%,92.86%
264,25,1814,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202246,84.94%,86.69%,16.57,93.00%,83.19%,78.37%,83.88%
264,25,1848,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,86.46%,90.08%,11.77,87.90%,91.81%,85.38%,79.84%
264,25,4405,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,68.95%,86.82%,23.08,88.61%,84.34%,49.74%,14.14%
264,25,5352,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,69.26%,58.10%,21.17,37.86%,68.16%,83.68%,77.27%
264,25,5442,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.76%,81.75%,11.37,100.00%,96.77%,94.44%,100.00%
264,25,5442,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,81.99%,89.82%,12.3,88.49%,83.77%,78.21%,76.87%
265,25,1401,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.74%,70.88%,11.56,98.59%,95.74%,96.51%,100.00%
265,25,1596,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202246,83.43%,87.06%,12.57,93.70%,83.77%,81.56%,72.52%
265,25,1779,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,71.73%,87.93%,9.98,79.65%,86.24%,62.05%,56.35%
265,25,2215,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.11%,56.13%,18.66,95.83%,95.52%,93.65%,95.74%
265,25,2215,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,66.60%,65.15%,20.65,76.25%,65.01%,62.97%,61.32%
265,25,3400,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.93%,60.53%,12.02,96.55%,98.51%,97.59%,95.29%
265,25,3400,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202246,79.72%,77.95%,14.04,91.67%,78.65%,77.54%,65.93%
265,25,4286,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,81.86%,61.86%,14.56,85.09%,83.47%,76.18%,83.21%
266,25,1256,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,85.90%,87.97%,12.58,92.20%,88.40%,88.40%,75.00%
266,25,1497,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,75.23%,77.82%,15.97,92.08%,70.95%,79.35%,54.78%
266,25,1556,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,80.06%,71.98%,17.28,92.59%,82.55%,72.25%,69.58%
266,25,3601,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,64.32%,72.37%,25.59,93.54%,65.34%,60.94%,41.31%
266,25,4049,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.36%,79.25%,16.84,100.00%,98.90%,99.05%,95.56%
266,25,4049,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,69.97%,84.41%,22.32,91.28%,77.24%,59.00%,48.03%
266,25,4529,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,77.75%,78.92%,14.41,90.41%,87.21%,76.23%,62.38%
266,25,5486,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,96.49%,82.04%,14.73,98.57%,97.01%,94.87%,92.31%
266,25,5486,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,75.67%,91.90%,15.6,88.01%,88.66%,58.10%,52.46%
266,25,5965,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,69.64%,80.70%,17.06,93.62%,84.12%,54.69%,40.65%
267,25,1998,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,76.99%,85.60%,12.87,91.16%,84.69%,69.72%,61.94%
267,25,2204,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,71.29%,82.61%,21.35,87.78%,82.59%,50.00%,60.28%
267,25,2816,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202246,93.94%,78.05%,15.32,100.00%,100.00%,90.91%,83.33%
267,25,2816,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,65.04%,86.53%,9.6,75.34%,75.11%,57.74%,46.75%
267,25,5402,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,48.55%,66.31%,29.86,74.32%,52.28%,19.71%,41.60%
267,25,5617,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,50.40%,66.92%,23.63,75.30%,58.03%,32.22%,30.38%
267,25,5781,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,90.26%,73.88%,20.1,96.37%,86.04%,87.70%,92.43%
267,25,5781,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,50.34%,71.01%,25.64,63.26%,41.59%,35.75%,61.01%
268,25,1737,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,73.46%,70.39%,15.43,84.51%,75.07%,64.53%,68.42%
268,25,1892,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,79.57%,86.27%,9.89,87.50%,94.52%,71.74%,64.77%
268,25,1938,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,69.43%,79.43%,18.98,83.36%,75.68%,52.46%,65.73%
268,25,3004,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,81.23%,96.07%,12.86,88.90%,83.69%,78.71%,72.46%
268,25,5485,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,54.80%,71.72%,24.03,68.86%,59.61%,44.08%,44.04%
269,25,1668,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,75.53%,76.13%,14.77,87.26%,81.06%,75.84%,54.37%
269,25,1735,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202246,98.97%,80.88%,13.64,100.00%,100.00%,98.33%,97.62%
269,25,3891,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,74.15%,78.21%,14.28,84.80%,82.01%,63.59%,63.38%
269,25,3893,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202246,83.65%,86.78%,16.02,88.68%,80.85%,80.35%,84.88%
269,25,5199,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,80.66%,89.09%,13.13,93.03%,88.01%,80.14%,61.08%
270,25,1211,,Scheduled Delivery Express,11,Executive Review,Recovering,Store Focus,202246,97.78%,92.00%,11.2,100.00%,93.33%,100.00%,100.00%
270,25,1377,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202246,81.72%,72.68%,18.48,83.52%,82.98%,79.75%,80.49%
270,25,5060,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,91.82%,95.90%,13.08,94.03%,94.32%,90.96%,87.80%
271,25,216,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,99.23%,72.62%,15.26,98.90%,99.01%,100.00%,98.94%
273,25,936,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,65.00%,58.27%,20.24,87.50%,75.00%,54.24%,73.47%
275,25,200,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,83.19%,74.03%,14.7,92.63%,88.66%,70.71%,79.63%
275,25,609,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,90.59%,80.44%,9.86,98.95%,98.86%,92.13%,70.83%
275,25,1690,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.71%,75.50%,8.82,91.92%,98.33%,93.85%,98.29%
275,25,2728,,Scheduled Delivery Express,17,Executive Review,Recovering,Store Focus,202246,89.18%,69.52%,8.55,93.62%,83.02%,91.67%,88.73%
275,25,2728,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,74.54%,89.77%,11.61,71.77%,74.47%,70.33%,84.21%
275,25,3602,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,92.76%,63.12%,13.32,96.63%,95.06%,89.19%,91.51%
275,25,3602,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202246,74.87%,79.86%,15.96,82.91%,77.82%,70.49%,68.18%
278,25,197,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202246,93.75%,71.43%,16.96,94.74%,100.00%,100.00%,80.95%
278,25,197,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202246,90.70%,90.62%,11.29,95.03%,92.98%,86.89%,88.16%
278,25,603,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202246,88.03%,89.16%,10.51,92.13%,88.03%,85.81%,87.50%
278,25,1028,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,87.61%,85.90%,10.87,90.30%,87.10%,87.86%,84.25%
278,25,1125,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,87.07%,86.06%,13.98,93.23%,91.13%,88.37%,74.53%
278,25,1323,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202246,91.87%,90.37%,12.58,92.93%,92.51%,87.88%,94.67%
278,25,1421,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202246,89.24%,80.55%,11.53,98.46%,87.17%,85.96%,88.81%
278,25,3460,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,85.57%,90.01%,12.54,94.86%,85.65%,83.00%,81.82%
279,25,775,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202246,88.81%,82.16%,12.81,91.78%,89.22%,82.25%,95.10%
279,25,796,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.36%,77.61%,11.39,93.75%,100.00%,100.00%,90.91%
279,25,2231,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.14%,69.68%,15.27,95.19%,95.73%,96.52%,96.92%
279,25,2231,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,79.90%,82.49%,15.72,86.66%,83.75%,85.39%,62.22%
341,25,201,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202246,67.33%,80.92%,19.06,96.19%,89.90%,35.94%,64.33%
341,25,256,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,84.84%,89.99%,12.17,90.43%,90.23%,81.40%,82.86%
341,25,361,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,81.28%,86.15%,12.84,86.92%,91.02%,75.06%,73.32%
341,25,1071,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202246,89.05%,88.17%,12.81,96.52%,84.71%,92.75%,78.02%
341,25,1418,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.25%,69.91%,9.74,100.00%,100.00%,99.12%,94.78%
482,25,923,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,73.19%,64.87%,21.22,80.62%,76.32%,76.47%,57.41%
482,25,1275,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.15%,68.42%,14.73,100.00%,92.31%,100.00%,100.00%
482,25,1518,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,74.32%,84.44%,22.16,86.40%,64.14%,68.37%,78.97%
482,25,1557,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,65.58%,81.06%,19.99,88.78%,92.83%,47.85%,40.94%
482,25,1655,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.15%,74.02%,13.71,96.55%,100.00%,91.30%,92.31%
482,25,1655,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,85.41%,84.86%,16.65,85.54%,92.31%,84.21%,80.82%
482,25,2786,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,84.27%,93.70%,19.07,90.02%,82.17%,82.49%,81.58%
482,25,3781,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,66.73%,61.32%,18.15,81.82%,72.81%,67.83%,55.17%
580,25,566,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.88%,79.86%,11.15,97.06%,97.44%,93.55%,100.00%
580,25,1026,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,98.04%,60.15%,16.63,100.00%,100.00%,94.74%,95.45%
580,25,1026,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,88.85%,74.79%,13.79,86.90%,90.43%,86.02%,97.06%
580,25,1371,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,85.00%,64.21%,12.68,97.58%,84.09%,78.49%,83.33%
208,20,1883,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,77.12%,87.50%,15.02,84.00%,78.86%,79.32%,63.87%
208,20,2063,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,72.25%,75.12%,19.8,84.85%,87.19%,48.96%,67.72%
208,20,2193,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202246,95.45%,72.65%,13.16,100.00%,96.67%,96.00%,85.71%
208,20,2193,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,81.31%,91.36%,10.48,83.71%,84.19%,82.77%,72.31%
208,20,2211,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202246,83.27%,83.13%,14.62,93.06%,86.41%,79.10%,75.44%
208,20,2541,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,77.29%,79.58%,15.19,79.06%,81.25%,72.60%,75.00%
209,20,1863,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202246,80.62%,86.93%,11.07,93.62%,87.29%,74.81%,64.00%
209,20,2313,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,90.40%,95.09%,10.42,98.18%,92.64%,89.17%,79.85%
209,20,2359,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,83.23%,90.21%,21.22,93.33%,86.61%,76.41%,53.05%
209,20,2362,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,95.25%,63.92%,16.11,95.26%,96.89%,95.22%,91.26%
209,20,2362,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,43.59%,71.51%,26.42,76.99%,70.00%,40.31%,26.29%
209,20,3250,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202246,55.56%,60.77%,27.89,84.38%,65.58%,30.75%,40.00%
209,20,3293,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,70.17%,77.96%,9.78,83.54%,73.04%,72.90%,45.64%
209,20,3608,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,72.57%,79.53%,18.04,89.01%,80.28%,69.89%,29.36%
214,20,1839,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,90.84%,71.94%,24.34,94.20%,87.88%,84.62%,95.31%
214,20,1839,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202246,63.35%,77.00%,26.52,76.62%,50.06%,63.59%,60.04%
214,20,1894,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,62.78%,70.15%,17.08,73.44%,69.59%,70.22%,43.95%
214,20,1927,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.48%,61.42%,13.18,95.83%,97.50%,93.48%,95.52%
214,20,1927,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,73.27%,85.42%,16.02,85.27%,76.09%,64.16%,54.12%
214,20,2073,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,71.69%,85.57%,13.08,87.54%,80.99%,59.52%,51.74%
214,20,2266,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,68.64%,63.60%,19.21,71.48%,78.26%,73.90%,45.71%
214,20,2316,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,83.04%,79.60%,12.56,90.97%,89.04%,81.79%,67.16%
214,20,4255,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,80.22%,71.12%,14.38,83.18%,83.33%,80.72%,70.81%
214,20,4285,,Scheduled Delivery Express,15,Executive Review,Degrading,Store Focus,202246,83.61%,50.16%,18.89,86.96%,80.49%,85.88%,80.00%
214,20,4285,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,43.63%,56.51%,21.67,51.19%,41.78%,45.85%,33.49%
214,20,5066,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,76.46%,68.98%,15.31,80.69%,85.11%,71.53%,68.66%
215,20,1895,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,76.13%,90.47%,11.39,85.83%,79.00%,71.43%,64.50%
215,20,2966,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,82.78%,94.70%,12.64,91.67%,88.46%,69.92%,84.15%
215,20,3722,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,90.29%,96.89%,10.13,95.90%,93.10%,92.04%,77.55%
215,20,5285,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.98%,79.38%,14.5,99.07%,99.10%,98.21%,92.42%
215,20,5285,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,88.13%,90.54%,14.86,94.67%,91.53%,85.85%,78.63%
216,20,1782,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,86.89%,84.91%,14.38,95.22%,91.78%,82.13%,78.58%
216,20,2199,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202246,79.42%,82.13%,13.31,87.92%,78.28%,76.32%,73.62%
216,20,2209,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202246,82.97%,89.02%,16.97,93.61%,87.81%,74.39%,73.42%
216,20,2823,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202246,98.72%,88.46%,10.52,100.00%,100.00%,94.64%,100.00%
216,20,2852,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,82.91%,82.11%,10.51,89.52%,86.11%,75.80%,80.00%
216,20,3262,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202246,90.45%,94.90%,10.21,97.55%,96.77%,82.48%,77.94%
216,20,3581,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,85.04%,94.76%,12.73,94.87%,87.13%,75.58%,80.26%
227,20,1739,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,84.02%,81.78%,16.47,86.24%,90.12%,79.12%,81.56%
227,20,2300,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,90.91%,68.82%,12.41,90.91%,94.44%,90.91%,83.33%
227,20,2300,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,71.29%,77.05%,15.94,76.47%,78.64%,60.04%,73.83%
227,20,2603,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,61.50%,82.35%,7.38,71.43%,63.06%,54.95%,52.05%
227,20,3738,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,83.92%,60.92%,13.27,89.83%,77.43%,83.07%,86.94%
227,20,4644,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,70.02%,70.06%,19.15,77.55%,79.55%,63.99%,56.28%
227,20,5040,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,47.50%,54.60%,12.26,41.25%,56.59%,48.96%,43.56%
227,20,5088,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,71.02%,82.83%,12.65,76.19%,69.57%,72.07%,62.79%
229,20,1770,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,72.77%,79.79%,19.1,76.27%,61.56%,78.37%,73.43%
229,20,1885,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202246,89.51%,84.85%,9.61,91.76%,91.26%,89.70%,83.16%
229,20,3223,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.39%,78.65%,15.03,100.00%,100.00%,97.67%,85.71%
229,20,3223,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,84.05%,91.73%,11.62,90.05%,84.94%,83.15%,75.88%
229,20,4643,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,91.48%,90.31%,11.02,94.43%,86.35%,95.00%,90.40%
235,20,2019,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,98.19%,66.03%,16.37,97.96%,96.47%,98.98%,99.06%
235,20,2019,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,92.44%,88.03%,13.21,95.66%,92.08%,94.41%,86.21%
235,20,2281,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,57.77%,72.93%,19.2,70.72%,64.78%,51.95%,49.44%
235,20,2588,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.54%,73.90%,15.51,95.59%,96.97%,93.37%,96.55%
235,20,2588,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,67.97%,76.25%,17.73,84.96%,89.61%,54.97%,60.12%
235,20,2611,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,99.34%,70.52%,14.83,97.30%,100.00%,100.00%,100.00%
311,20,1302,,Scheduled Delivery Express,21,Executive Review,Recovering,Store Focus,202246,96.30%,68.04%,23.95,100.00%,100.00%,86.67%,94.74%
311,20,1302,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202246,90.09%,75.31%,17.08,100.00%,91.74%,81.75%,83.33%
316,20,2576,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,93.31%,75.43%,11.47,94.05%,89.61%,98.25%,92.16%
316,20,2610,,Scheduled Delivery Express,11,Executive Review,Recovering,Store Focus,202246,98.15%,81.36%,17.16,100.00%,100.00%,100.00%,90.91%
316,20,2610,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,82.44%,79.54%,15.91,89.71%,78.45%,81.08%,78.16%
316,20,4277,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,69.90%,72.36%,23.58,82.33%,76.78%,72.77%,39.23%
316,20,5296,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,83.94%,72.72%,14.58,87.72%,82.83%,84.72%,79.16%
317,20,1351,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.89%,79.79%,13.65,100.00%,98.63%,100.00%,96.88%
317,20,1360,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,100.00%,92.38%,14.02,100.00%,100.00%,100.00%,100.00%
317,20,2036,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,74.65%,82.21%,19.69,81.39%,71.27%,76.97%,68.41%
333,40,379,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202246,98.55%,87.92%,8.88,97.62%,99.34%,96.55%,100.00%
333,40,444,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,99.33%,75.12%,12.99,99.30%,100.00%,99.05%,99.11%
333,40,2221,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.37%,71.54%,11.58,100.00%,97.85%,100.00%,91.30%
333,40,4381,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,77.08%,67.82%,20.83,78.58%,88.05%,77.22%,61.56%
335,40,19,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,80.26%,73.25%,15.17,86.70%,76.24%,81.84%,74.92%
