Store,Store Type,MFC Store,Possession date,RDC,FASH DC,Import DC,Return Center,City,State,GM SQFT,Total SQFT,Start Date,End Date,SubDivision,Phase 1 Date,Phase 2 Date,Phase 3 Date
1214,SUP,,,6019,6029,7042,9195,COLBY,KS,"74,018","98,691",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1215,SUP,,,6006,7842,7067,8092,CALHOUN,GA,"125,343","179,062",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
1216,SUP,,,6068,7842,7042,9153,CARROLLTON,TX,"157,367","224,810",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
1217,SUP,,,6039,6022,8980,8092,FRANKLIN,NC,"88,588","118,118",8/13/2024,1/27/2025,F,11/2/2023,4/18/2025,8/18/2026
1218,SUP,,,6031,6029,6060,9195,CASA GRANDE,AZ,"155,767","222,524",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1219,SUP,,,7035,6014,6061,8092,JACKSONVILLE,FL,"161,461","230,658",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1220,SUP,,,6020,6014,6061,8092,ORLANDO,FL,"144,104","205,863",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
1221,SUP,,,6035,7842,7042,9193,WICHITA,KS,"147,349","210,499",8/13/2024,1/27/2025,B,8/15/2024,1/26/2026,5/26/2027
1222,SUP,,,6011,7842,7067,9153,PENSACOLA,FL,"153,800","219,715",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
1223,SUP,,,7035,6014,6061,8092,TALLAHASSEE,FL,"154,923","221,318",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1224,SUP,,,6011,7842,7067,9153,PENSACOLA,FL,"156,453","223,504",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
1225,SUP,,,7035,6014,6061,8092,ORANGE PARK,FL,"142,673","203,819",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1226,SUP,,,6066,6022,7067,9193,ASHLAND CITY,TN,"108,555","155,078",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
1227,SUP,,,6010,6014,6061,8092,AUGUSTA,GA,"154,302","220,431",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
1228,SUP,,,7039,6022,7078,9193,ROUND LAKE BEACH,IL,"123,422","176,317",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1229,SUP,,,6006,7842,7067,8092,HOOVER,AL,"155,758","222,512",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
1230,SUP,,,6031,6029,6060,9195,SHOW LOW,AZ,"142,625","203,750",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1231,SUP,,,6019,6029,7042,9195,THORNTON,CO,"142,535","203,622",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1232,SUP,,,6036,6005,7042,9153,BELTON,TX,"131,769","188,242",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
1233,SUP,,,6039,6022,8980,8092,PAINTSVILLE,KY,"145,249","207,498",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
1234,SUP,,,6066,6022,7067,9193,MONTICELLO,KY,"109,862","156,946",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
1235,SUP,,,6016,6005,7042,9153,SAN ANTONIO,TX,"85,162","113,549",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1236,SUP,,,6040,6014,8980,8092,GOLDSBORO,NC,"141,770","202,528",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1237,SUP,,,6040,6014,8980,8092,DUNN,NC,"144,443","206,347",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1238,SUP,,,6040,6014,8980,8092,FAYETTEVILLE,NC,"140,059","200,084",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1239,SUP,,,6024,6022,8980,9193,URBANA,OH,"131,178","187,397",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1240,SUP,,,6031,6029,6060,9195,SIERRA VISTA,AZ,"124,290","177,557",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1241,SUP,,,6009,7842,7078,9193,DAVENPORT,IA,"153,735","219,622",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1242,SUP,,,6070,6014,8980,8092,HENDERSONVILLE,NC,"154,117","220,167",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1243,SUP,,,7045,6041,8980,9196,MARTINSVILLE,VA,"142,866","204,095",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1244,SUP,,,6070,6014,8980,8092,TAYLORS,SC,"145,660","208,085",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1245,SUP,,,6020,6014,6061,8092,LAKELAND,FL,"156,892","224,132",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
1247,SUP,,,6039,6022,8980,8092,HAZARD,KY,"145,248","207,497",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
1248,SUP,,,6018,7842,7067,9153,MEMPHIS,TN,"154,117","220,167",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
1249,SUP,,,6012,7842,7042,9153,SAN ANGELO,TX,"142,673","203,819",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1252,SUP,,,6019,6029,7042,9195,HIGHLANDS RANCH,CO,"134,485","192,121",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1253,SUP,,,6016,6005,7042,9153,AUSTIN,TX,"145,327","207,610",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1254,SUP,,,6036,6005,7042,9153,BELLMEAD,TX,"139,533","199,333",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
1255,SUP,,,6040,6014,8980,8092,LAURINBURG,NC,"133,671","190,958",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1256,SUP,,,6092,6022,7078,9193,JOLIET,IL,"142,785","203,978",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1257,SUP,,,6012,7842,7042,9153,STAMFORD,TX,"51,884","69,179",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1259,SUP,,,6039,6022,8980,8092,CORBIN,KY,"131,755","188,222",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
1260,SUP,,,6011,7842,7067,9153,LUCEDALE,MS,"110,098","157,283",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
1261,SUP,,,6040,6014,8980,8092,FAYETTEVILLE,NC,"142,673","203,819",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1263,SUP,,,6066,6022,7067,9193,EVANSVILLE,IN,"143,581","205,116",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
1264,SUP,,,6024,6022,8980,9193,BELLEFONTAINE,OH,"145,795","208,278",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1265,SUP,,,6069,7842,7067,9193,FERGUSON,MO,"68,320","91,094",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1266,SUP,,,6048,6005,7067,9153,BATON ROUGE,LA,"139,318","199,026",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
1267,SUP,,,7039,6022,7078,9193,SUN PRAIRIE,WI,"105,950","151,357",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1268,SUP,,,6040,6014,8980,8092,WHITEVILLE,NC,"131,325","187,607",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1270,SUP,,,6010,6014,6061,8092,NORTH AUGUSTA,SC,"144,061","205,802",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
1271,SUP,,,6011,7842,7067,9153,MERIDIAN,MS,"129,008","184,297",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
1272,SUP,,,6012,7842,7042,9153,SNYDER,TX,"94,375","125,833",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1273,SUP,,,6019,6029,7042,9195,FOUNTAIN,CO,"146,590","209,415",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1274,SUP,,,7039,6022,7078,9193,WHITEWATER,WI,"74,438","99,251",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1275,SUP,,,6017,6022,7067,9193,LEBANON,IN,"107,395","153,422",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1276,SUP,,,7039,6022,7078,9193,SHEBOYGAN,WI,"142,665","203,807",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1277,SUP,,,6025,6022,7078,9193,BLACK RIVER FALLS,WI,"114,969","164,242",8/13/2024,1/27/2025,E,10/12/2023,4/6/2025,8/6/2026
1279,SUP,,,7036,6005,7042,9153,HOUSTON,TX,"154,837","220,805",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
1280,SUP,,,6019,6029,7042,9195,GRAND JUNCTION,CO,"151,213","216,019",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1281,SUP,,,6070,6014,8980,8092,SPARTANBURG,SC,"145,249","207,498",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1282,SUP,,,6035,7842,7042,9193,CONCORDIA,KS,"81,967","109,290",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
1283,SUP,,,7035,6014,6061,8092,STARKE,FL,"110,340","157,628",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1284,SUP,,,6054,6014,6061,8092,PHENIX CITY,AL,"140,059","200,084",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1285,SUP,,,6009,7842,7078,9193,OTTUMWA,IA,"142,535","203,622",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1286,SUP,,,6070,6014,8980,8092,COLUMBIA,SC,"142,535","203,622",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1287,SUP,,,6070,6014,8980,8092,BURLINGTON,NC,"143,689","205,270",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1288,SUP,,,6023,6014,6088,8092,ROXBORO,NC,"110,456","157,795",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
1289,SUP,,,6024,6022,8980,9193,WILMINGTON,OH,"142,535","203,622",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1290,SUP,,,6039,6022,8980,8092,WILKESBORO,NC,"123,821","176,887",8/13/2024,1/27/2025,F,11/2/2023,4/18/2025,8/18/2026
1291,SUP,,,6031,6029,6060,9195,TUCSON,AZ,"125,456","179,223",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1292,SUP,,,7045,6041,8980,9196,CHRISTIANSBURG,VA,"140,610","200,872",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1293,SUP,,,6010,6014,6061,8092,AUGUSTA,GA,"134,676","192,394",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
1294,SUP,,,6017,6022,7067,9193,MARION,IN,"132,616","189,451",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1295,SUP,,,6068,7842,7042,9153,MADILL,OK,"74,888","99,851",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
1296,SUP,,,6016,6005,7042,9153,SAN BENITO,TX,"110,509","157,870",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1297,SUP,,,7035,6014,6061,8092,CHIEFLAND,FL,"125,109","178,727",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1298,SUP,,,6040,6014,8980,8092,JACKSONVILLE,NC,"143,524","205,034",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1299,SUP,,,6031,6029,6060,9195,COTTONWOOD,AZ,"142,535","203,622",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1300,SUP,,,6040,6014,8980,8092,NEW BERN,NC,"142,444","203,492",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1301,SUP,,,7045,6041,8980,9196,ROANOKE,VA,"126,962","181,375",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1302,SUP,,,6039,6022,8980,8092,NORTON,VA,"142,498","203,569",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
1303,SUP,,,6016,6005,7042,9153,GEORGETOWN,TX,"144,946","207,066",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1304,SUP,,,6043,6022,7078,9193,WARSAW,IN,"144,059","205,799",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
1305,SUP,,,7039,6022,7078,9193,JANESVILLE,WI,"130,692","186,703",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1306,SUP,,,6012,7842,7042,9153,ALAMOGORDO,NM,"142,625","203,750",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1307,SUP,,,6092,6022,7078,9193,BOURBONAIS,IL,"142,597","203,710",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1308,SUP,,,6019,6029,7042,9195,LITTLETON,CO,"97,935","130,580",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1309,SUP,,,7045,6041,8980,9196,SALEM,VA,"124,955","178,507",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1310,SUP,,,6017,6022,7067,9193,TERRE HAUTE,IN,"138,701","198,144",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1311,SUP,,,6054,6014,6061,8092,COLUMBUS,GA,"145,749","208,213",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1312,SUP,,,6040,6014,8980,8092,SPRING LAKE,NC,"130,591","186,558",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1313,SUP,,,6016,6005,7042,9153,SAN ANTONIO,TX,"141,902","202,717",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1314,SUP,,,6054,6014,6061,8092,BUFORD,GA,"143,731","205,330",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1315,SUP,,,6019,6029,7042,9195,CHEYENNE,WY,"149,842","214,060",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1316,SUP,,,7039,6022,7078,9193,STURGEON BAY,WI,"89,715","119,620",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1317,SUP,,,6039,6022,8980,8092,ASHEVILLE,NC,"153,735","219,622",8/13/2024,1/27/2025,F,11/2/2023,4/18/2025,8/18/2026
1318,SUP,,,6039,6022,8980,8092,KNOXVILLE,TN,"146,980","209,972",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
1319,SUP,,,6039,6022,8980,8092,KNOXVILLE (N),TN,"129,324","184,749",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
1320,SUP,,,6039,6022,8980,8092,KNOXVILLE,TN,"145,321","207,602",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
1321,SUP,,,6040,6014,8980,8092,SMITHFIELD,NC,"141,697","202,424",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1322,SUP,,,6070,6014,8980,8092,LEXINGTON,NC,"142,159","203,084",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1323,EXP,,,6092,6022,7078,9193,PEORIA,IL,"119,596","119,596",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1324,SUP,,,6031,6029,6060,9195,NOGALES,AZ,"153,735","219,622",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1325,EXP,,,6031,6029,6060,9195,TUCSON,AZ,"86,922","86,922",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1326,SUP,,,6035,7842,7042,9193,GRAND ISLAND,NE,"148,524","212,177",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
1327,SUP,,,6017,6022,7067,9193,MADISON,IN,"141,252","201,788",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1328,SUP,,,6031,6029,6060,9195,WINSLOW,AZ,"110,783","158,261",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1329,SUP,,,6092,6022,7078,9193,LOGANSPORT,IN,"107,466","153,523",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1330,SUP,,,6024,6022,8980,9193,LIMA,OH,"106,203","151,719",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1331,SUP,,,6024,6022,8980,9193,SIDNEY,OH,"155,643","222,347",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1332,SUP,,,6009,7842,7078,9193,SOUTH SIOUX CITY,NE,"130,897","186,996",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1333,SUP,,,6024,6022,8980,9193,VAN WERT,OH,"128,659","183,798",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1334,SUP,,,6031,6029,6060,9195,CLAYPOOL,AZ,"87,815","117,087",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1335,SUP,,,7045,6041,8980,9196,LEXINGTON,VA,"123,878","176,969",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1336,EXP,,,6039,6022,8980,8092,MARION,VA,"99,911","99,911",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
1337,SUP,,,6070,6014,8980,8092,ELKIN,NC,"147,181","210,259",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1338,SUP,,,6054,6014,6061,8092,COLUMBUS (S),GA,"109,311","156,159",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1339,SUP,,,6070,6014,8980,8092,COLUMBIA,SC,"155,643","222,347",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1340,SUP,,,6054,6014,6061,8092,LITHONIA,GA,"144,064","205,805",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1341,SUP,,,6066,6022,7067,9193,EVANSVILLE,IN,"143,566","205,094",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
1342,SUP,,,6048,6005,7067,9153,KENNER,LA,"147,706","211,009",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
1344,SUP,,,7045,6041,8980,9196,STAUNTON,VA,"141,252","201,788",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1345,SUP,,,6023,6014,6088,8092,SOUTH BOSTON,VA,"123,201","176,002",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
1346,SUP,,,6011,7842,7067,9153,OCEAN SPRINGS,MS,"146,140","208,772",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
1347,SUP,,,6016,6005,7042,9153,SAN ANTONIO,TX,"145,249","207,499",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
1348,SUP,,,6040,6014,8980,8092,WILMINGTON,NC,"144,906","207,009",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1349,SUP,,,7038,6014,6061,8092,SUNRISE,FL,"119,624","170,891",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
1350,SUP,,,7045,6041,8980,9196,LYNCHBURG,VA,"131,590","187,986",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1351,SUP,,,7045,6041,8980,9196,BECKLEY,WV,"145,107","207,296",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1352,SUP,,,6040,6014,8980,8092,WALLACE,NC,"112,274","149,698",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1353,SUP,,,6048,6005,7067,9153,HARAHAN,LA,"172,309","246,156",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
1354,SUP,,,6040,6014,8980,8092,WASHINGTON,NC,"129,302","184,717",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1355,SUP,,,6040,6014,8980,8092,MOREHEAD CITY,NC,"154,117","220,167",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1356,SUP,,,6017,6022,7067,9193,MARTINSVILLE,IN,"142,535","203,622",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1357,SUP,,,6031,6029,6060,9195,SILVER CITY,NM,"140,059","200,084",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1358,SUP,,,6010,6014,6061,8092,WALTERBORO,SC,"142,164","203,091",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
1359,SUP,,,6010,6014,6061,8092,NORTH CHARLESTON,SC,"156,600","223,715",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
1360,SUP,,,7045,6041,8980,9196,FAYETTEVILLE,WV,"128,705","183,865",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1361,SUP,,,6009,7842,7078,9193,SIOUX CITY,IA,"129,744","185,349",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1362,SUP,,,6010,6014,6061,8092,DESTIN,FL,"140,524","200,749",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
1363,SUP,,,6054,6014,6061,8092,MADISON,GA,"109,472","156,388",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1364,SUP,,,6031,6029,6060,9195,LAKE HAVASU CITY,AZ,"137,215","196,021",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1365,EXP,,,6025,6022,7078,9193,HUDSON,WI,"94,107","94,107",8/13/2024,1/27/2025,E,10/12/2023,4/6/2025,8/6/2026
1366,SUP,,,7039,6022,7078,9193,MERRILL,WI,"89,015","118,687",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1367,SUP,,,6010,6014,6061,8092,WARNER ROBINS,GA,"157,326","224,751",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
1368,SUP,,,6024,6022,8980,9193,WEST UNION,OH,"108,871","155,530",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
1369,SUP,,,6031,6029,6060,9195,PAYSON,AZ,"109,975","146,634",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1370,SUP,,,6031,6029,6060,9195,BULLHEAD CITY,AZ,"155,463","222,090",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
1371,SUP,,,6017,6022,7067,9193,COLUMBUS,IN,"145,249","207,498",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
1372,SUP,,,6040,6014,8980,8092,RALEIGH,NC,"137,134","195,906",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1373,SUP,,,6054,6014,6061,8092,LILBURN,GA,"145,011","207,158",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
1374,EXP,,,6020,6014,6061,8092,ALTAMONTE SPRINGS,FL,"94,816","94,816",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
1375,SUP,,,6010,6014,6061,8092,MARIANNA,FL,"145,608","208,011",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
1376,SUP,,,6066,6022,7067,9193,HENDERSONVILLE,TN,"142,164","203,091",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
1377,SUP,,,7039,6022,7078,9193,MCHENRY,IL,"126,062","180,088",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1378,SUP,,,6043,6022,7078,9193,GOSHEN,IN,"140,058","200,083",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
1379,SUP,,,6040,6014,8980,8092,GREENVILLE,NC,"141,216","201,737",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1380,SUP,,,6012,7842,7042,9153,LAS VEGAS,NM,"108,762","155,375",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1381,SUP,,,6031,6029,6060,9195,APACHE JUNCTION,AZ,"147,697","210,996",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
1382,SUP,,,6070,6014,8980,8092,GREENWOOD,SC,"135,652","193,789",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1383,SUP,,,6010,6014,6061,8092,BEAUFORT,SC,"143,985","205,693",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
1384,SUP,,,6019,6029,7042,9195,LA JUNTA,CO,"106,386","151,980",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
1385,SUP,,,6070,6014,8980,8092,GASTONIA,NC,"139,187","198,839",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
1386,SUP,,,6092,6022,7078,9193,PONTIAC,IL,"129,058","184,368",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1387,SUP,,,7038,6014,6061,8092,CORAL SPRINGS,FL,"141,317","201,882",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
1388,SUP,,,6043,6022,7078,9193,KENDALLVILLE,IN,"128,743","183,918",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
1389,SUP,,,6009,7842,7078,9193,BOONE,IA,"88,003","117,337",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1390,SUP,,,6020,6014,6061,8092,PINELLAS PARK,FL,"159,886","228,408",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
1391,SUP,,,7035,6014,6061,8092,DAYTONA BEACH,FL,"145,130","207,328",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
1392,SUP,,,6040,6014,8980,8092,WILMINGTON,NC,"156,892","224,132",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
1393,SUP,,,6009,7842,7078,9193,OSKALOOSA,IA,"110,834","158,334",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
1394,SUP,,,7039,6022,7078,9193,GREENFIELD,WI,"111,180","148,240",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1395,SUP,,,6069,7842,7067,9193,CENTRALIA,IL,"105,987","151,410",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
1396,SUP,,,7039,6022,7078,9193,BARABOO,WI,"130,161","185,944",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
1397,SUP,,,6012,7842,7042,9153,ALBUQUERQUE,NM,"147,153","210,219",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
1398,SUP,,,7038,6014,6061,8092,LAKE WORTH,FL,"99,750","133,000",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
1399,SUP,,,7045,6041,8980,9196,BEDFORD,VA,"109,714","156,735",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
1400,SUP,,,6054,6014,6061,8092,ATHENS,GA,"142,917","204,167",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
