Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category
789,MESQUITE,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
789,MESQUITE,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
789,MESQUITE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
789,MESQUITE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
789,MESQUITE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
789,MESQUITE,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
789,MESQUITE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
789,MESQUITE,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
789,MESQUITE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
789,MESQUITE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
789,MESQUITE,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
789,MESQUITE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
789,MESQUITE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
789,MESQUITE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
789,MESQUITE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
789,MESQUITE,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
789,MESQUITE,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
789,MESQUITE,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
789,MESQUITE,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
789,MESQUITE,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
789,MESQUITE,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
789,MESQUITE,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
789,MESQUITE,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
789,MESQUITE,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
789,MESQUITE,Milk,Fat Free Milk Quart,PRAIRIE FARMS HILAND Fat Free QT-032OZ,7206000086,52,1,,Milk
789,MESQUITE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
791,ALICE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
791,ALICE,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
791,ALICE,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
791,ALICE,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
791,ALICE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
791,ALICE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
791,ALICE,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
791,ALICE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
791,ALICE,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
791,ALICE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
791,ALICE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
791,ALICE,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
791,ALICE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
791,ALICE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
791,ALICE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
791,ALICE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
791,ALICE,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
791,ALICE,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
791,ALICE,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
791,ALICE,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
791,ALICE,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
791,ALICE,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
791,ALICE,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
791,ALICE,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
791,ALICE,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
791,ALICE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
793,CANYON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
793,CANYON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
793,CANYON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
793,CANYON,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
793,CANYON,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
793,CANYON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
793,CANYON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
793,CANYON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
793,CANYON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
793,CANYON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
793,CANYON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
793,CANYON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
793,CANYON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
793,CANYON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
793,CANYON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
793,CANYON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
793,CANYON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
793,CANYON,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
793,CANYON,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
793,CANYON,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
793,CANYON,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
793,CANYON,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
793,CANYON,Milk,Whole Milk Quart,DFA GANDYS WHOLE QT-032OZ,7265000003,50,1,,Milk
793,CANYON,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
793,CANYON,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
793,CANYON,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,7265000052,1,3,,Milk
793,CANYON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
804,MINERAL WELLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
804,MINERAL WELLS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
804,MINERAL WELLS,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
804,MINERAL WELLS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
804,MINERAL WELLS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
804,MINERAL WELLS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
804,MINERAL WELLS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
804,MINERAL WELLS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
804,MINERAL WELLS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
804,MINERAL WELLS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
804,MINERAL WELLS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
804,MINERAL WELLS,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
804,MINERAL WELLS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
804,MINERAL WELLS,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
804,MINERAL WELLS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
804,MINERAL WELLS,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
804,MINERAL WELLS,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
804,MINERAL WELLS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
804,MINERAL WELLS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
804,MINERAL WELLS,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
804,MINERAL WELLS,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
804,MINERAL WELLS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
807,NORTH RICHLAND HILLS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
807,NORTH RICHLAND HILLS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
807,NORTH RICHLAND HILLS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
807,NORTH RICHLAND HILLS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
807,NORTH RICHLAND HILLS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
807,NORTH RICHLAND HILLS,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
807,NORTH RICHLAND HILLS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
807,NORTH RICHLAND HILLS,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
807,NORTH RICHLAND HILLS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
807,NORTH RICHLAND HILLS,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
807,NORTH RICHLAND HILL,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
807,NORTH RICHLAND HILLS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
807,NORTH RICHLAND HILLS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
807,NORTH RICHLAND HILL,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
807,NORTH RICHLAND HILLS,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
807,NORTH RICHLAND HILLS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
808,LAKE JACKSON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
808,LAKE JACKSON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
808,LAKE JACKSON,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
808,LAKE JACKSON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
808,LAKE JACKSON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
808,LAKE JACKSON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
808,LAKE JACKSON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
808,LAKE JACKSON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
808,LAKE JACKSON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
808,LAKE JACKSON,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
808,LAKE JACKSON,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
808,LAKE JACKSON,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
808,LAKE JACKSON,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
808,LAKE JACKSON,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
808,LAKE JACKSON,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
808,LAKE JACKSON,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
808,LAKE JACKSON,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
808,LAKE JACKSON,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
808,LAKE JACKSON,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
808,LAKE JACKSON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
812,DUMAS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
812,DUMAS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
812,DUMAS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
812,DUMAS,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
812,DUMAS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
812,DUMAS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
812,DUMAS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
812,DUMAS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
812,DUMAS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
812,DUMAS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
812,DUMAS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
812,DUMAS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
812,DUMAS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
812,DUMAS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
812,DUMAS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
812,DUMAS,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
812,DUMAS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
812,DUMAS,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
812,DUMAS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
812,DUMAS,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
