Store,BU,Reg,Mkt,Store_nbr,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Total
600,SOUTHWEST BU,7,70,600,7167.85,8005.8,8188.21,8909.35,10682.25,9478.8,9016.03,9299.31,10015.935,11192.76,14577.71,13237.81,119771.815
601,SOUTHWEST BU,7,74,601,10797.45,11991.95,11577.63,12509.55,15538,14260.45,14721,14351.19,15135.45,14847.205,19255.93,17529.235,172515.04
602,SOUTHWEST BU,13,68,602,12348.1,14214.5,12631.43,15743.07,18513.85,19721.6,17512.565,14672.52,18141.01,16806.385,23236.32,18935.97,202477.32
603,NORTH BU,25,278,603,17136.95,18428.8,15439.78,17474.2,20511.8,23178.25,25203.1,21827.25,21543.79,24296.32,37141.13,29076.36,271257.73
604,SOUTHEAST BU,14,7,604,20789.6,24699.7,22857.08,26919.1,34070.2,33071.85,32626.3,34620.63,33084.02,38113.26,52564.04,55110.28,408526.06
605,EAST BU,4,29,605,25628.4,33473.95,36606.51,32916.29,27378.95,22779.775,25287.325,29502.68,30673.39,24818.01,36528.195,31584.205,357177.68
606,EAST BU,4,29,606,1251.15,1234.8,1576.47,1317.99,2183.85,1780.25,1401.65,1069,1317.42,1246.85,2677.04,1982.53,19039
608,SOUTHWEST BU,7,73,608,33354.55,36417.75,38615.7,41039.45,50611.175,46152.85,50708.825,50215.14,52197.17,53151.415,65175.255,61950.31,579589.59
609,NORTH BU,25,275,609,10761.45,11684.3,11165.86,12488.9,15617.95,13935.2,14628.55,16251.23,15925.72,16614.715,23635.99,17292.11,180001.975
610,SOUTHWEST BU,5,76,610,6050.85,6057.5,6487.5,6363,9066.55,9103.6,11213.85,9998.17,10161.59,10101.39,12900.44,11296.38,108800.82
611,SOUTHWEST BU,46,387,611,22375.85,22633.95,20778.74,22083.5,26616.5,27405.5,27610.69,25319.61,27594.88,39352.64,43640.85,38974.09,344386.8
612,NORTH BU,25,273,612,8649.8,9430.55,9391.27,8783.65,10987.45,10593.95,14292.1,11689.94,14044.66,13357.32,17236.85,15406.035,143863.575
613,SOUTHEAST BU,3,94,613,24830.35,31280.5,28716.79,28233.97,34333.85,33365.6,32903.55,32818.37,34345.73,38233.065,49141.4,38998.615,407201.79
614,SOUTHEAST BU,14,16,614,15204.05,17724.85,17652.95,17332.8,21801.75,22664.4,24315.85,23706.76,23504.32,24693.28,35883.835,31484.345,275969.19
615,SOUTHEAST BU,2,22,615,23908.65,27774.05,27146.02,28100.52,32425.7,30453,31832.4,30985.09,32771.11,37537.85,63053.8,62496.12,428484.31
616,EAST BU,4,41,616,12709.3,16785.05,13729.55,13794.2,16500.05,18799.95,29186.35,29276.68,36718.99,53359.71,60245.175,51679.885,352784.89
618,SOUTHEAST BU,2,26,618,22542.2,27357.85,24356.37,25820.75,29022.3,31056.55,32489.4,30002.48,29787.34,35204.745,55926.88,51492.585,395059.45
619,SOUTHEAST BU,12,119,619,7785.5,9551.9,8318.87,9049.15,11046.4,11070.1,12864.8,14266.17,13302.8,15129,21438.33,16142.92,149965.94
620,SOUTHEAST BU,12,124,620,17017.3,19866.75,18755.19,18269,20994,22759.85,22584.2,25415.7,28091.96,27774.4,39040.87,31732.65,292301.87
621,EAST BU,4,38,621,5214.7,5960.6,5798.16,6100.4,7760.85,7564,10144.4,10883.39,10819.2,12310.47,18351.59,16503.625,117411.385
622,SOUTHWEST BU,44,344,622,53239.85,78007.9,63585.5,58231.6,64651.45,60870.9,63938.6,61374.69,55833.89,54674.685,86616.43,63999.12,765024.615
623,SOUTHEAST BU,9,118,623,37135,39494.05,32791.69,32356.3,34755.95,34282.75,33659.9,31515.46,32110.82,40004.37,50613.91,39806.6,438526.8
624,EAST BU,4,39,624,7283.8,7336.8,10329.49,11882.2,10619.25,12701.45,14874.51,9541.72,10780.95,13247.625,18436.195,13415.605,140449.595
625,EAST BU,4,36,625,10104.9,12089.6,10628.02,11609.3,13390.55,13720.4,12325.38,12853.67,13130.84,14652.46,22213.45,19060.455,165779.025
627,EAST BU,4,38,627,9867.7,10936.2,10264.59,11351.55,12561.1,11746.25,13534.7,12674.2,12962.48,15396.43,21250.38,20097.705,162643.285
628,EAST BU,4,33,628,27433.75,35799.7,29993.42,30279.92,36551.55,32952.35,33242.8,36977.21,33935.04,33649.965,55829.295,34992.505,421637.505
629,EAST BU,4,39,629,10460,12565.15,12268.38,12818.05,14846.5,15099.8,17121.88,13245.5,19143.94,16953.395,25321.095,25611.21,195454.9
630,EAST BU,4,38,630,19896.5,24730.4,20873.38,21754.34,25628,25199.5,26850.15,25042.8,23916.39,29849.57,45320.925,37414.15,326476.105
631,EAST BU,4,35,631,17922.45,20763.8,18946.16,21018.85,22111.15,17675.02667,18006.58,17482.13,18379.39,25045.38,42961.77,29583.88,269896.5667
632,EAST BU,4,36,632,17760.65,20086.81,13219.38,13771.6,14091,13103.95,11879.97,12086.63,11710.86,11395.9,19222.175,15618.275,173947.2
633,NORTH BU,25,279,633,4652,5001.5,4697.75,5163.82,6427.15,8352.15,8631.01,8503.1,9189.35,11115.73,16888.99,17268.75,105891.3
634,EAST BU,4,38,634,18313.4,20704.65,19902.44,20948.2,25409.15,31748.15,38526.05,33959.28,34158.48,41219.36,55184.675,48775.485,388849.32
635,EAST BU,4,29,635,14426.45,15933.55,14936.43,16881.1,21574.4,22766.35,18098,19815.58,25256.67,28100.12,48951.03,42800.825,289540.505
636,NORTH BU,25,279,636,2660.35,3514.8,3547.78,4111.47,4522.45,4702.65,6720.6,6482.24,6165.25,6493.94,9375.25,9219.275,67516.055
637,WEST BU,47,429,637,1785.15,2655.1,2173,2119.95,2190.7,3094.5,3740.85,3726.67,4252.24,4280.81,6486.97,6187.225,42693.165
638,EAST BU,4,42,638,15091.9,16354.05,15031.78,18619.7,19579.2,21328.25,23110.4,20343.66,40586.63,28892.65,39358.57,37808.07,296104.86
639,SOUTHEAST BU,3,28,639,16130.1,19129.5,17399.3,18323,21588.9,20803.25,23185.8,19608.58,20372.77,24506,36054.5,27869.14,264970.84
640,EAST BU,4,35,640,20511.35,16354.4,19055.92,20903.88,26025.25,23933.2,32444.45,26863.7,23220.8,35029.37,48525.475,27492,320359.795
641,EAST BU,4,35,641,15674.5,16633.8,16987.73,16609.7,21127.9,19513.26,19718.755,17147.865,17113,20113.94,27528.12,21330.58,229499.15
642,EAST BU,4,38,642,3923.3,5538.45,4694.66,5519.35,8141.15,9594.75,9571.2,10165.31,11184.02,12506.9,17840.145,17886.69,116565.925
643,EAST BU,4,37,643,3959.2,6179.25,5687.77,8075.65,16723.85,16964.85,10565.75,8109.09,7002.79,8529.82,12311.22,8579.41,112688.65
644,EAST BU,4,39,644,31474.55,35872.4,35133.56,34206.85,36140.25,43387.85,40027.2,34348.27,45534.09,54106.575,66034.745,45584.42,501850.76
645,WEST BU,47,433,645,5951.7,6688.1,6549.08,6931.9,9625.3,8816.55,9865.45,9706.45,10382.16,12355.62,24953.89,15325.445,127151.645
646,WEST BU,52,415,646,,,,,,,,,485.02,919.65,1268.23,1811.02,4483.92
647,WEST BU,52,414,647,868.7,1353.3,1094.19,986.82,1571.85,1447,1844.1,2201.58,2154.73,2386.33,3243.27,3116.83,22268.7
648,NORTH BU,40,339,648,46142.6,43889.55,38659.48,37264.07,36475.4,37451.7,45751.27,49774.51,46158.145,47112.93,53883.66,34418.45,516981.765
649,SOUTHEAST BU,9,92,649,23921.25,28086.9,24333.44,25519.6,32028.5,31148,34106.95,35672.33,35852.95,35714.58,48601.28,43159.115,398144.895
651,SOUTHWEST BU,13,66,651,33128.3,33544.4,32592.84,35972,45028.35,50170.1,57492.35,47169.67,49752.485,52061.555,69246.08,60810.3,566968.43
652,WEST BU,47,406,652,7830.8,7455.55,6883.77,7419.6,8626.55,8656.35,9134.6,7691.97,7413.72,9565.36,12282.72,10363.825,103324.815
653,NORTH BU,41,253,653,16342.35,20204.45,18147.11,19626.55,22946.65,20903.4,21993.55,21237.5,21599.28,23794.96,32967.455,26789.62,266552.875
655,NORTH BU,41,253,655,8977.2,11359.3,11013.8,11880.6,16350.35,17126.25,22774.6,17235.52,17765.32,20330.32,29396.02,22261.69,206470.97
656,SOUTHEAST BU,12,151,656,14535.3,16699.95,15526.25,13572.08,17229.75,18654.93,19638.59,21284.75,21358.22,24048.155,33271.54,30235.82,246055.335
657,SOUTHEAST BU,12,121,657,12303.45,14916.2,15516.44,22142.9,23862.65,23837.2,24785.65,23041.36,21001.35,21829.675,32337.39,25193.04,260767.305
658,SOUTHEAST BU,12,120,658,16421.9,19569.65,16185.2,17216.45,22026.15,21132.9,22279.78,22846.66,22687.78,24991.6,35309.335,29442.635,270110.04
659,SOUTHEAST BU,12,153,659,14880.9,26589.8,22588.51,18683.6,21755.25,21101.05,22849.1,21040.32,15604.71,13764.8,5300.97,11057.48,215216.49
660,SOUTHEAST BU,11,137,660,14203.2,18061.85,18595.22,21798.3,24725.05,24531.5,25098,24234.97,25139.17,29068.585,43462.47,33288.395,302206.71
661,SOUTHEAST BU,11,137,661,28115.85,30602.25,28893.93,28463.28,32863.1,39526.8,51711,41323.54,35616.45,34148.68,47554.895,40748.45,439568.225
662,SOUTHEAST BU,11,137,662,16194,19230.3,23533.6,33763.14,26425.1,22300.95,26410.95,20829.08,21669.07,20192.47,33400.89,26194.17,290143.72
663,SOUTHEAST BU,12,119,663,11967.25,13946.2,13218.76,17998,18863.15,19865.65,23497.25,21727.12,18372.59,22238.4,30698.87,24600.25,236993.49
664,WEST BU,47,406,664,9319.5,9470.7,8378.62,8428.95,10480.8,10971.7,12884,11665.18,11949.58,13557.28,17308.315,16821.475,141236.1
665,NORTH BU,41,257,665,7973.95,9637,8633.75,9325.1,10873.75,11579.6,12542.54,12966.46,12607.275,14474.905,22006.43,18513.51,151134.27
666,SOUTHEAST BU,9,116,666,22236.65,20601.4,18931.44,20198,23275.2,21430.7,23221.4,23876.1,25615.79,28676.13,40480.3,31862.21,300405.32
667,SOUTHEAST BU,12,151,667,10077.45,12184,11783.5,11711.95,13675.55,13549.24,12636.54,12846.95,13420.67,13619.69,19753.48,17404.005,162663.025
668,SOUTHEAST BU,12,151,668,14187.7,17194.35,17131.97,17529.53,20919.45,20201.3,23093.4,21613.91,22877.48,24417.71,32356.89,27078.155,258601.845
669,SOUTHEAST BU,12,120,669,9878,10444.15,10472.84,11281.3,16450.45,16488.65,16948.84,17698.81,16551.77,18393.61,25640.355,20514.335,190763.11
670,SOUTHEAST BU,14,2,670,20856.95,22753.9,21810.58,22039.05,26793.85,26487.3,31998.71,28222.21,29119.07,32357.89,42923.81,36369.38,341732.7
671,SOUTHEAST BU,12,152,671,22270.75,24855.6,26728.35,27446.75,29507.7,30983.7,34228.2,32723.45,32688.715,39589.23,52957.19,47608.285,401587.92
672,SOUTHEAST BU,12,122,672,16921.05,21584.4,20022.92,20005.45,23579.75,23700.35,24311.7,22704.875,22015.53,24333.96,34321.305,27873.6,281374.89
673,SOUTHEAST BU,12,149,673,32840.1,38393.6,37281.56,41002.75,45476.95,46258.85,50459.6,50283.38,47456.7,48794.44,68673.07,55459.56,562380.56
674,SOUTHEAST BU,12,152,674,16644.45,17964.6,18982.06,19421.19,23635.5,23260.05,24875,24586.34,24676.76,24865.8,35479.58,29617.53,284008.86
675,SOUTHEAST BU,11,146,675,7241.65,7941.25,7472.94,8561.44,10222.7,10677.35,13905.05,14025.69,13151.54,15929.73,21556.47,18992.89,149678.7
676,SOUTHEAST BU,12,121,676,5954.25,7420.5,7273.84,7449.3,9068.9,10738.6,11082.05,13009.92,11488.05,13041.17,15112.865,13634.765,125274.21
677,SOUTHEAST BU,11,146,677,22431,22497.85,25720.57,26490.95,26297.7,25512.2,33031.22,34593.31,33966.55,43346.49,54992.92,47008.895,395889.655
678,SOUTHEAST BU,12,123,678,10603.1,12636.35,11337.75,10480.15,13653.5,17591.35,17754.7,17824.89,15965.35,20423.095,28352.83,23297.085,199920.15
680,SOUTHEAST BU,12,123,680,8374.2,8589.85,9311.41,8947.05,12413.65,11186.25,13489.9,12849.84,15214.76,17466.71,26022.92,20581.92,164448.46
681,SOUTHEAST BU,12,5,681,10011.35,12044,11342.2,13464.55,16564.95,18146.3,19387.25,19161.68,19354.27,21165.46,28489.5,21961.32,211092.83
682,SOUTHEAST BU,12,151,682,14889.7,17937.4,16585.15,17819.6,21989,21101.05,22359.15,22773.46,22263.56,24108.46,34541.96,28670.23,265038.72
683,SOUTHEAST BU,11,147,683,8621.05,12624.5,11869.08,11820.55,15436.8,16385.35,18649.85,25561.11,20493.76,23463.56,31491.35,27370.905,223787.865
684,SOUTHEAST BU,11,147,684,9003.6,10884.5,11209.8,13313.35,14410.1,18311.9,17881.1,18203.07,18714.2,21227.4,30073.35,28316.885,211549.255
685,SOUTHEAST BU,12,123,685,16348.45,20791.7,19257.28,19632.3,24208.7,24045.95,27374.81,25020.55,26194.11,27194.165,41523.94,32443.365,304035.32
686,SOUTHEAST BU,3,28,686,6528.5,7612.85,7142.1,8747,10398.8,10124.25,10775.54,9788.51,11494.56,14368.27,19054.745,17451.565,133486.69
687,SOUTHEAST BU,12,121,687,12163.05,15106.35,14602.93,17931.88,21180.2,20243.15,20931.25,21271.56,19622.63,22561.21,31917.595,25292.63,242824.435
688,SOUTHEAST BU,12,153,688,12636.9,16790.9,20806.7,18109.61,20554.25,20512.9,22946.4,20652.63,19746.67,21363.71,30554.54,17482.82,242158.03
689,NORTH BU,41,257,689,14014.95,17454.45,16710.91,16933.53,20785.9,21384,21753.25,21172.15,22692.65,25195.12,34550.53,28930.14,261577.58
690,SOUTHEAST BU,12,124,690,16026.65,16397.35,15404.89,17812.41,21967.45,21781.8,21931.95,21219.82,29684.46,22609.69,34166.14,29035.23,268037.84
691,SOUTHEAST BU,14,3,691,11739.35,15460.85,15410.01,19278.65,25327.4,25279.6,24183,25696.95,26210.99,28889.52,40118.72,36261.04,293856.08
692,NORTH BU,41,260,692,11538.65,13421.6,11784.59,12844.55,15332.05,15763.4,15018.2,15310.38,16561.48,19471.39,26959.21,16055.765,190061.265
694,NORTH BU,41,254,694,22732.05,26284.4,21835.09,23395.9,28452.9,29224.66,33277.19,32735.42,32026.08,31808.8,43159.84,35943.825,360876.155
695,SOUTHEAST BU,12,152,695,7164.7,9418.05,8442.86,9814.82,12466.25,11367.65,10015.95,7648.04,8317.17,9398.29,15422.52,12361.13,121837.43
696,NORTH BU,20,258,696,1083.15,1152.8,1234.06,1327.8,1702.65,1776.95,2015.19,1675.06,1718.52,1450.79,2845,1675.18,19657.15
697,SOUTHEAST BU,3,93,697,31174.25,34945.2,33542.99,35116.6,40676.15,36456.7,41797.55,42187.04,40473.08,44465.59,59344.16,52628.65,492807.96
698,SOUTHEAST BU,12,119,698,30744.4,32908.1,28380.25,26837.9,30425.45,29770.85,32557.45,34850,35482.9,40093.62,55585.35,43248.37,420884.64
699,SOUTHEAST BU,11,136,699,14237.8,15529.35,22435.4,16168.7,17255.95,18838.15,28194.95,30342.41,27282.32,26923.29,31309.59,30216.52,278734.43
700,SOUTHEAST BU,14,8,700,11696.75,13271.9,13827.17,14397.1,17544.25,18053.45,18151.8,21022.83,17416.8,19961.74,25208.19,23419.42,213971.4
701,NORTH BU,41,254,701,16489.6,16268.1,16206.28,19093.15,23807.55,22384.1,22866.8,22115.83,21657.41,21890.61,32865.185,26629.87,262274.485
702,NORTH BU,21,259,702,14418.6,15554.7,14771.66,16136,19269.2,16940.5,18537.9,18241.38,19148.75,20198.15,28016.34,18695.44,219928.62
703,SOUTHWEST BU,6,67,703,14570.35,18305.65,19753.45,21268.88,21158.25,22594.525,22797.375,19923.71,20457.89,22181.38,29771.84,25843.42,258626.72
705,SOUTHEAST BU,3,89,705,32712.05,28204.75,23224.35,26619.05,30692.85,29371.3,37772.33,34083.285,35962.33,41093.07,55570.27,44443.91,419749.545
706,SOUTHEAST BU,3,89,706,38335.3,43227.95,40545.27,43034.95,49542.5,44997.2,50502.8,50645.62,43831.29,55652.975,72703.73,59721.585,592741.17
707,SOUTHEAST BU,11,136,707,,,,732.45,2732.05,3217.15,3508.25,3284.81,3804.48,4849.26,7011.43,6617.03,35756.91
708,SOUTHEAST BU,11,140,708,8728.55,14261.05,10670.37,12339.1,14368.7,15146.65,15926.19,15005.68,15591.3,16406.58,23885.17,22553.12,184882.46
709,NORTH BU,41,256,709,18550.05,21948.45,19744.19,20743.6,23628.2,22625.9,24387.3,24892.57,26929.23,29015.675,42238.94,24898.19,299602.295
710,SOUTHEAST BU,12,152,710,18201.8,16104.75,16850.45,17506.4,21341.7,22768.3,21808.35,21160.03,22282.7,24313.65,32495.67,20497.555,255331.355
711,NORTH BU,41,257,711,25640.7,28856.55,26336.69,27982.45,30941.35,32574.3,34787.25,35055.47,38203.635,45989.71,63097.865,47841.165,437307.135
712,SOUTHEAST BU,12,5,712,6816.6,7649.6,10145.28,10416.75,11924.9,13830.8,14574.95,14544.61,14960.37,17648.56,25855.69,21502.945,169871.055
713,SOUTHEAST BU,3,89,713,,,,,,,,,,254.32,1297.03,726.435,2277.785
714,SOUTHEAST BU,42,327,714,8536.05,8117.4,7643.85,9166.25,10421.1,11216.1,9973.55,9152.62,11372.09,13179.72,13117.6,11098.88,122995.21
715,SOUTHEAST BU,11,11,715,49879.3,50281.45,47299.38,42168.37,42339.4,52180.45,69204.05,68993.32,71638.445,67294.77,78963.76,60298.125,700540.82
716,SOUTHEAST BU,11,136,716,8025.15,10066.9,9279.65,9832.4,12575.85,11980.9,12343.04,17576.89,18596.86,14592.865,20951.96,18816.145,164638.61
718,SOUTHEAST BU,9,116,718,40679.05,48272.9,43154.94,45973.95,50017.1,48414.2,54319.85,57499.79,41895.485,53818.81,67247.71,55923.455,607217.24
719,NORTH BU,41,257,719,23418.75,25479.7,24124.06,24109.9,30454.35,28439.95,29725.25,31825.085,30260.38,34174.19,48112.82,38745.99,368870.425
720,NORTH BU,41,260,720,13074.45,16597.4,14116.93,15414.25,18384.75,16598.15,17508.7,18143.21,18486.76,20314.59,26243.61,13817.42,208700.22
721,SOUTHEAST BU,9,118,721,26368.2,33902.7,28748.91,30533.95,35077.75,30928.75,35856.75,35356.97,32748.2,36762.93,51705.47,41184.595,419175.175
722,SOUTHEAST BU,2,22,722,14501.9,16435.4,14964.06,17700.55,21296.8,23426.85,23013.5,23680.83,31590.4,27826.12,43518.06,39623.24,297577.71
723,SOUTHEAST BU,14,7,723,8063.1,8307.3,8408.35,8215.1,10899.3,11026.45,14328.25,13804.07,13809.76,15049.74,21856.96,25913.755,159682.135
724,SOUTHEAST BU,12,123,724,11835,12633.95,12349.11,12494.78,15233.05,15489.95,17517.09,17698.73,18350.12,18650.69,28449.56,23258.94,203960.97
725,SOUTHEAST BU,9,116,725,48212.45,55384.4,52577.61,54936.45,63140.5,60464.8,79322.95,74029.6,58148.79,88550.525,104247.675,81210.965,820226.715
726,SOUTHEAST BU,14,10,726,5993.55,7459.1,7091.28,9265.16,9827.35,11260.35,12414.02,13411.42,11404.22,12824.54,18223.87,15573.435,134748.295
727,SOUTHEAST BU,2,22,727,9196.1,10775.75,9788.97,10389.95,13567.45,12920.8,13706.03,13696.43,12897.16,15796.795,22372.98,20698.1,165806.515
728,EAST BU,4,29,728,5142.3,13263.3,14315.45,20295.55,39511.95,44572.75,27263.05,13028.44,9554.91,6153.72,8958.68,5713.305,207773.405
729,NORTH BU,41,256,729,10007.35,12680.85,10919.95,12171.3,14403.35,14777.75,16019.56,14869.48,15464.7,16731.68,23466.57,15307.19,176819.73
730,SOUTHEAST BU,14,10,730,10464.7,10376.6,10021.51,11927.55,12951.05,13673.65,15795.23,15152.09,22952.23,17221.58,27275.8,29402.895,197214.885
731,SOUTHEAST BU,11,11,731,,,,142.2,2619.65,3620.9,3840.75,2810.13,3175.94,3414.11,4347.89,4068.92,28040.49
733,SOUTHEAST BU,14,10,733,10396.6,12573.75,11454.17,12707.7,14720.2,15471.3,16415.4,17932.44,16135.88,17751.04,24135.81,26545.78,196240.07
734,SOUTHEAST BU,14,7,734,20249.2,27467.3,23422.33,23554.15,27189.5,24965.1,29470.1,31390.05,31085.06,33590.29,48940.3,48653.92,369977.3
735,SOUTHEAST BU,12,151,735,8351.45,10419.75,10533.12,10607.85,12685.1,13516.4,12604.72,12725.27,11507.74,11366.32,17450.705,15350.135,147118.56
736,NORTH BU,41,253,736,5574.9,7579.75,7213.7,6909.1,9109.1,16097,12731.25,13418.73,14212.48,16758.46,24448.27,21821.655,155874.395
737,SOUTHEAST BU,12,151,737,7189.95,9010.3,9725.15,11417.3,12466.15,14454.45,14457.86,13664.52,13396.25,16377.955,23801.515,22812.07,168773.47
738,SOUTHEAST BU,11,147,738,2092.15,3077.05,3067.26,3396.55,4077.6,4218.25,6715.66,6984.38,7120.53,8916.32,11340.95,8928.68,69935.38
739,NORTH BU,20,258,739,7301.2,8709.25,8473.75,8515.3,10066.75,10842.65,12184.4,13803.27,13480.97,14502.01,21972.13,18955.075,148806.755
740,SOUTHEAST BU,14,7,740,9216.65,9970.2,9451.04,10636.25,13499.95,13261.95,13063.8,13801.1,13301.21,14909.41,20760.25,20246.375,162118.185
741,SOUTHEAST BU,12,121,741,8964.25,10159.6,10294.31,10686.2,13948.1,18104.1,17228.95,16782.3,15629.68,17002.85,24973.9,20346.585,184120.825
742,SOUTHEAST BU,12,124,742,21405.85,25056.95,24112.19,23851.63,29941.45,30813.05,30935.3,32320.33,39457.81,33813.8,49925.615,38443.145,380077.12
743,SOUTHWEST BU,44,353,743,25570.6,27512,26784.6,28034.96,33031.4,29363.1,29488.05,26830.59,28406.84,30035.425,39341.115,35256.835,359655.515
744,SOUTHWEST BU,6,59,744,28169.15,31224.65,29945.4,37328.89,40311.75,43570.2,44014.9,38959.28,41153.6,39013.11,52607.875,45697.36,471996.165
745,SOUTHEAST BU,2,19,745,20839.5,24371.9,22037.44,21715.1,25227.5,24637.275,24632.975,25864.15,24220.48,27836.83,36335.81,30093.295,307812.255
746,SOUTHWEST BU,5,76,746,17643.9,20079,18983,18365.3,24700.425,23068.525,25454.6,24487.88,24126.88,24159.815,32017.9,30266.53,283353.755
748,WEST BU,52,414,748,4929,5325.4,5697.49,5821.45,7173.95,6631.3,8040.45,7606.41,7610.46,8749.33,10955.255,10078.72,88619.215
749,WEST BU,52,414,749,5813.7,5780.15,5413.04,5382.2,6501.3,5664.25,8066.35,7641.7,6678.37,7386.59,10774.83,9172.75,84275.23
750,WEST BU,52,415,750,1435.2,1626.25,1692.6,1834.15,2795.35,3180.55,4087,3912.98,4726.74,4109.05,5846.51,4647.26,39893.64
751,WEST BU,52,413,751,,,,,,,,154.56,286.82,865.7,1142.04,1253.31,3702.43
752,SOUTHWEST BU,6,63,752,17054.15,18127.1,16243.72,19440.6,22086.6,23289.75,22514.02,21775.86,22036.09,19866.98,29361.025,24470.585,256266.48
753,WEST BU,52,415,753,29528.6,32284.65,27991.94,27308.15,29297.2,30832.15,31423.55,31010.62,31623.09,38301.375,48235.64,40369.36,398206.325
754,SOUTHEAST BU,2,30,754,53835.55,48324.15,34416.8,32687,33104.9,41512.95,68639.58,53394.99,39853.19,51417.34,76447.48,60247.325,593881.255
755,SOUTHWEST BU,7,70,755,24725.35,28729.5,26188.65,29340.75,33616.85,29839.75,34075.91,32055.14,36712.48,36888.085,50249.45,39895.28,402317.195
756,SOUTHEAST BU,12,120,756,9555.55,11444.15,10960.21,12432.25,15712.2,15020.8,15870.15,16294.25,15053.61,16963.9,24160.11,20557.945,184025.125
757,SOUTHWEST BU,7,77,757,3255.95,3868.5,3499.64,4005.27,4091.2,4008.5,5432.45,5507.59,5243.19,5276.7,8380.17,7552.795,60121.955
758,SOUTHEAST BU,2,32,758,16342.8,17034.65,16349.91,17033.35,18616.8,18684.5,20207.56,21393.32,21912.7,24961.47,31417.45,30098.57,254053.08
759,SOUTHEAST BU,9,116,759,6253.9,6974.1,7659.75,7549.8,7915,6973.95,8728.4,8391.71,6658.59,7307.97,10965.12,10089.24,95467.53
761,SOUTHWEST BU,13,129,761,13462.95,14396.9,13497.98,15174.29,17066.5,17229.45,17105.8,22088.48,16655.99,17208.38,22899.13,19893.8,206679.65
762,SOUTHEAST BU,14,2,762,18018.25,21828.4,19323.46,23391.7,28202.4,26106.45,26651.15,23407.09,23385.27,22781.115,32099.73,27336.14,292531.155
764,SOUTHEAST BU,11,11,764,18008.85,22230,16946.12,21114.12,34682.15,36499.55,34706.1,28394.1,29876.83,33314.135,41422.07,36956.01,354150.035
765,SOUTHWEST BU,7,87,765,11455.65,13035.45,12479.58,13989.29,16512.65,14579.15,14372.39,13437.13,15078.13,14119.11,19600.675,17980.945,176640.15
766,SOUTHEAST BU,11,137,766,9681.65,12138.65,11266.77,10283.92,14246.95,14517.95,15356.1,16784.44,17329.88,21960.935,30465.19,26713.365,200745.8
767,SOUTHEAST BU,3,101,767,26645,32321.8,27618.75,30617.9,34200.1,34813.95,43102.3,33767.69,48581.07,42331.225,53095.17,51344.21,458439.165
768,SOUTHWEST BU,6,65,768,15572.9,18371.5,16977.05,21020,23729.75,24949.95,26144.67,22876.91,24947.15,23539.29,34626.95,29881.74,282637.86
769,SOUTHEAST BU,9,115,769,17724.2,20565.7,17455.99,18129.47,21512.35,20064.7,21032,21159.07,19274.28,20076.315,30698.29,27353.895,255046.26
770,WEST BU,47,406,770,2859.25,3154.35,3003.28,3372.8,4692.15,4389.35,4861.84,4470.25,4933.02,6056.84,8969.68,10385.15,61147.96
771,SOUTHEAST BU,9,92,771,15058.95,17828.35,16155.85,16532.05,20116.7,18886.75,24963.65,21110.77,23850.21,18488.16,24950.36,20582.275,238524.075
772,SOUTHWEST BU,6,64,772,11017.5,11817,12623.82,15725.05,18641.05,19913.75,22003.25,18146.43,22781.52,20857.31,26277.16,23315.81,223119.65
773,SOUTHWEST BU,13,134,773,4021.55,5261.1,4711.55,4609.4,6837.2,8536.15,10293.7,11429.63,10749.23,14130.15,17413.21,15196.375,113189.245
774,WEST BU,47,433,774,5372.2,6835,6571.02,6974.8,9037.6,8892.45,8966,8269.85,7731.33,9182.84,13161.32,12198.46,103192.87
775,NORTH BU,25,279,775,20016.7,21631.7,19958.65,18971.2,22688.15,23065.9,25316.05,24209.35,27829.55,29029.71,48274.22,38370.48,319361.66
776,WEST BU,47,433,776,9232.1,10767.8,9772,9365.75,13070.3,12837.95,12671.31,12169.94,12811.01,13842.75,17874.69,16608.045,151023.645
777,SOUTHWEST BU,13,66,777,29166,34119.5,30774.73,32149.65,39700.65,41781.4,52889.9,44491.32,44441.14,42141.29,51489.355,48638.89,491783.825
778,SOUTHEAST BU,9,118,778,12510.6,15342.25,12538.2,12837.7,16273.2,14482.7,15749.9,16844.86,15806.48,18998.87,26910.49,23494.255,201789.505
779,SOUTHEAST BU,3,114,779,50526.35,58672.6,53858.92,57727.25,62432.15,61180.65,67390.05,65108.81,49927.09,64078.915,81948.61,73211.57,746062.965
780,SOUTHEAST BU,2,21,780,20979.8,24245.15,23384.4,23778.25,28463.9,28889.15,37637.34,30604.34,30495.54,38095.79,63280.76,47087.805,396942.225
781,SOUTHWEST BU,7,81,781,3053.65,4524.05,4570.27,6424.55,5872.8,5910.5,6565.05,6170.82,6892.65,6797.01,9336.8,8502.24,74620.39
782,SOUTHWEST BU,7,88,782,2631.95,2659.1,2819.98,3167.4,3296.05,3684,3901.53,3062.46,3607.47,3350.15,5513.96,4186.935,41880.985
783,NORTH BU,40,359,783,,,,,,,,260.4,294.87,336.82,726.67,690.765,2309.525
784,WEST BU,52,418,784,1103.8,1845.55,1822.25,2117.85,2357.9,2059.7,2950.8,3010.53,3221.46,4313.1,5590.17,5403.3,35796.41
