Store,Offsite Storage Pickup Date,Service  Hours,Shred Vendor,Pallet  Count
1206,6/3/2021,7 am to 6 pm,Shred It ,9
1207,5/19/2021,7 am to 6 pm,Shred It ,1
1209,8/12/2021,7 am to 6 pm,Shred It ,5
1210,4/11/2022,7 am to 6 pm,Shred It ,6
1211,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,6
1212,4/22/2021,7 am to 6 pm,Shred It ,3
1213,6/25/2021,7 am to 6 pm,Shred It ,4
1214,7/23/2021,7 am to 6 pm,Shred It ,8
1215,8/10/2021,7 am to 6 pm,Shred It ,4
1216,9/30/2021,7 am to 6 pm,Shred It ,5
1217,10/5/2021,7 am to 6 pm,Shred It ,4
1218,10/19/2021,7 am to 6 pm,Shred It ,13
1219,TBD,TBD,TBD,TBD
1220,2/24/2021,7 am to 6 pm,Shred It ,5
1221,4/27/2022,7 am to 6 pm,Shred It ,12
1222,5/7/2021,7 am to 6 pm,Shred It ,6
1223,5/26/2021,7 am to 6 pm,Shred It ,7
1224,5/14/2021,7 am to 6 pm,Shred It ,10
1225,TBD,TBD,TBD,TBD
1226,No Service Required per Store,7 am to 6 pm,Shred It ,0
1227,3/16/2021,7 am to 6 pm,Shred It ,4
1228,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
1229,5/18/2021,7 am to 6 pm,Shred It ,16
1230,7/21/2021,7 am to 6 pm,Shred It ,7
1231,8/3/2022,7 am to 6 pm,Shred It ,6
1232,6/11/2021,7 am to 6 pm,Shred It ,6
1233,TBD,TBD,TBD,TBD
1234,3/30/2022,7 am to 6 pm,Shred It ,13
1235,7/14/2021,7 am to 6 pm,Shred It ,3
1236,TBD,TBD,TBD,TBD
1237,TBD,TBD,TBD,TBD
1238,TBD,TBD,TBD,TBD
1239,5/17/2021,7 am to 6 pm,Shred It ,20
1240,5/20/2021,7 am to 6 pm,Shred It ,8
1241,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1242,5/27/2021,7 am to 6 pm,Shred It ,3
1243,TBD,TBD,TBD,TBD
1244,5/20/2021,7 am to 6 pm,Shred It ,3
1245,3/4/2021,7 am to 6 pm,Shred It ,5
1247,TBD,TBD,TBD,TBD
1248,5/14/2021,7 am to 6 pm,Shred It ,16
1249,3/24/2022,7 am to 6 pm,Shred It ,5
1252,TBD,TBD,TBD,TBD
1253,3/22/2022,7 am to 6 pm,Shred It ,3
1254,3/10/2022,7 am to 6 pm,Shred It ,1
1255,3/29/2022,7 am to 6 pm,Shred It ,21
1256,11/6/2021,7 am to 6 pm,Shred It ,10
1257,2/25/2022,7 am to 6 pm,Shred It ,3
1259,TBD,TBD,TBD,TBD
1260,6/3/2021,7 am to 6 pm,Shred It ,4
1261,No Service Required per Store ,7 am to 6 pm,Shred It ,0
1263,6/30/2022,7 am to 6 pm,Shred It ,4
1264,TBD,TBD,TBD,TBD
1265,4/14/2022,7 am to 6 pm,Shred It ,11
1266,6/1/2021,7 am to 6 pm,Shred It ,8
1267,6/15/2022,7 am to 6 pm,Shred It ,4
1268,10/13/2021,7 am to 6 pm,Shred It ,3
1270,5/12/2021,7 am to 6 pm,Shred It ,12
1271,6/23/2021,7 am to 6 pm,Shred It ,5
1272,5/27/2021,7 am to 6 pm,Shred It ,2
1273,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1274,6/13/2022,7 am to 6 pm,Shred It ,1
1275,7/20/2022,7 am to 6 pm,Shred It ,1
1276,6/13/2022,7 am to 6 pm,Shred It ,1
1277,8/22/2022,7 am to 6 pm,Shred It ,5
1279,7/24/2021,7 am to 6 pm,Shred It ,8
1280,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1281,1/11/2022,7 am to 6 pm,Shred It ,7
1282,4/21/2022,7 am to 6 pm,Shred It ,6
1283,No Service required per store,7 am to 6 pm,Shred It ,0
1284,3/29/2021,7 am to 6 pm,Shred It ,6
1285,7/18/2022,7 am to 6 pm,Shred It ,7
1286,8/23/2021,7 am to 6 pm,Shred It ,8
1287,1/12/2022,7 am to 6 pm,Shred It ,1
1288,TBD,TBD,TBD,TBD
1289,6/1/2022,7 am to 6 pm,Shred It ,1
1290,10/4/2021,7 am to 6 pm,Shred It ,10
1291,7/22/2021,7 am to 6 pm,Shred It ,14
1292,TBD,TBD,TBD,TBD
1293,3/23/2021,7 am to 6 pm,Shred It ,8
1294,7/27/2022,7 am to 6 pm,Shred It ,7
1295,No Service Required per Store,7 am to 6 pm,Shred It ,0
1296,7/12/2021,7 am to 6 pm,Shred It ,3
1297,4/29/2021,7 am to 6 pm,Shred It ,4
1298,TBD,TBD,TBD,TBD
1299,5/24/2021,7 am to 6 pm,Shred It ,8
1300,TBD,TBD,TBD,TBD
1301,TBD,TBD,TBD,TBD
1302,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,8
1303,3/18/2022,7 am to 6 pm,Shred It ,1
1304,7/20/2022,7 am to 6 pm,Shred It ,3
1305,6/16/2022,7 am to 6 pm,Shred It ,6
1306,No Service Required per Store,7 am to 6 pm,Shred It ,0
1307,10/14/2021,7 am to 6 pm,Shred It ,4
1308,7/29/2022,7 am to 6 pm,Shred It ,1
1309,TBD,TBD,TBD,TBD
1310,7/23/2022,7 am to 6 pm,Shred It ,3
1311,3/19/2021,7 am to 6 pm,Shred It ,8
1312,TBD,TBD,TBD,TBD
1313,6/24/2021,7 am to 6 pm,Shred It ,17
1314,3/9/2022,7 am to 6 pm,Shred It ,7
1315,7/25/2022,7 am to 6 pm,Shred It ,4
1316,TBD,TBD,TBD,TBD
1317,1/12/2022,7 am to 6 pm,Shred It ,17
1318,TBD,TBD,TBD,TBD
1319,TBD,TBD,TBD,TBD
1320,5/10/2022,7 am to 6 pm,Shred It ,2
1321,TBD,TBD,TBD,TBD
1322,4/25/2022,7 am to 6 pm,Shred It ,3
1323,8/31/2021,7 am to 6 pm,Shred It ,15
1324,7/8/2021,7 am to 6 pm,Shred It ,10
1325,7/22/2021,7 am to 6 pm,Shred It ,6
1326,7/16/2021 * Onsite only,7 am to 6 pm,Shred It ,5
1327,7/1/2022,7 am to 6 pm,Shred It ,1
1328,7/22/2021,7 am to 6 pm,Shred It ,2
1329,6/30/2022,7 am to 6 pm,Shred It ,6
1330,TBD,TBD,TBD,TBD
1331,5/26/2021,7 am to 6 pm,Shred It ,4
1332,No Service required per store,7 am to 6 pm,Shred It ,0
1333,TBD,TBD,TBD,TBD
1334,7/15/2021,7 am to 6 pm,Shred It ,1
1335,4/5/2022,7 am to 6 pm,Shred It ,1
1336,4/8/2022,7 am to 6 pm,Shred It ,4
1337,9/24/2021,7 am to 6 pm,Shred It ,5
1338,3/29/2021,7 am to 6 pm,Shred It ,3
1339,9/27/2021,7 am to 6 pm,Shred It ,22
1340,6/17/2021,7 am to 6 pm,Shred It ,20
1341,7/21/2022,7 am to 6 pm,Shred It ,10
1342,6/4/2021,7 am to 6 pm,Shred It ,16
1344,TBD,TBD,TBD,TBD
1345,TBD,TBD,TBD,TBD
1346,6/10/2021,7 am to 6 pm,Shred It ,11
1347,7/12/2021,7 am to 6 pm,Shred It ,2
1348,TBD,TBD,TBD,TBD
1349,2/23/2021,7 am to 6 pm,Shred It ,5
1350,4/6/2022,7 am to 6 pm,Shred It ,4
1351,TBD,TBD,TBD,TBD
1352,9/15/2021,7 am to 6 pm,Shred It ,7
1353,5/27/2021,7 am to 6 pm,Shred It ,4
1354,9/21/2021,7 am to 6 pm,Shred It ,3
1355,TBD,TBD,TBD,TBD
1356,7/20/2022,7 am to 6 pm,Shred It ,1
1357,No Service Required per Store,7 am to 6 pm,Shred It ,0
1358,10/8/2021,7 am to 6 pm,Shred It ,10
1359,7/28/2021,7 am to 6 pm,Shred It ,13
1360,4/27/2021,7 am to 6 pm,Shred It ,2
1361,7/24/2021,7 am to 6 pm,Shred It ,3
1362,5/10/2021,7 am to 6 pm,Shred It ,4
1363,3/2/2022,7 am to 6 pm,Shred It ,1
1364,3/3/2022,7 am to 6 pm,Shred It ,4
1365,8/26/2022,7 am to 6 pm,Shred It ,1
1366,7/8/2022,7 am to 6 pm,Shred It ,2
1367,3/12/2021,7 am to 6 pm,Shred It ,8
1368,6/10/2022,7 am to 6 pm,Shred It ,7
1369,7/15/2021,7 am to 6 pm,Shred It ,4
1370,6/9/2022,7 am to 6 pm,Shred It ,2
1371,9/16/2021,7 am to 6 pm,Shred It ,2
1372,TBD,TBD,TBD,TBD
1373,3/11/2022,7 am to 6 pm,Shred It ,7
1374,2/16/2021,7 am to 6 pm,Shred It ,5
1375,4/7/2021,7 am to 6 pm,Shred It ,2
1376,3/26/2021,7 am to 6 pm,Shred It ,14
1377,7/6/2022,7 am to 6 pm,Shred It ,1
1378,7/7/2022,7 am to 6 pm,Shred It ,1
1379,TBD,TBD,TBD,TBD
1380,5/5/2022,7 am to 6 pm,Shred It ,1
1381,No Service Required per Store,7 am to 6 pm,Shred It ,0
1382,6/11/2021,7 am to 6 pm,Shred It ,6
1383,10/4/2021,7 am to 6 pm,Shred It ,3
1384,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
1385,8/12/2021,7 am to 6 pm,Shred It ,9
1386,9/2/2021,7 am to 6 pm,Shred It ,10
1387,2/22/2021,7 am to 6 pm,Shred It ,8
1388,7/16/2022,7 am to 6 pm,Shred It ,3
1389,7/15/2022,7 am to 6 pm,Shred It ,2
1390,3/18/2021,7 am to 6 pm,Shred It ,3
1391,3/22/2021,7 am to 6 pm,Shred It ,3
1392,TBD,TBD,TBD,TBD
1393,7/18/2022,7 am to 6 pm,Shred It ,1
1394,TBD,TBD,TBD,TBD
1395,7/12/2022,7 am to 6 pm,Shred It ,4
1396,6/13/2022,7 am to 6 pm,Shred It ,1
1397,5/27/2021,7 am to 6 pm,Shred It ,4
1398,2/23/2021,7 am to 6 pm,Shred It ,6
1399,TBD,TBD,TBD,TBD
1400,3/7/2022,7 am to 6 pm,Shred It ,3
1401,6/24/2022,7 am to 6 pm,Shred It ,10
1403,TBD,TBD,TBD,TBD
1404,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1405,7/10/2021,7 am to 6 pm,Shred It ,2
1406,No Service Required per Store ,7 am to 6 pm,Shred It ,0
1407,6/8/2022,7 am to 6 pm,Shred It ,3
1408,7/8/2022,7 am to 6 pm,Shred It ,3
1409,7/10/2021,7 am to 6 pm,Shred It ,4
1410,TBD,TBD,TBD,TBD
1411,No Service required per store,7 am to 6 pm,Shred It ,0
1412,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1413,8/26/2021,7 am to 6 pm,Shred It ,4
1414,5/5/2022,7 am to 6 pm,Shred It ,6
1415,TBD,TBD,TBD,TBD
1416,6/6/2022,7 am to 6 pm,Shred It ,2
1417,5/6/2022,7 am to 6 pm,Shred It ,2
1418,6/24/2022,7 am to 6 pm,Shred It ,1
1419,7/11/2022,7 am to 6 pm,Shred It ,1
1420,7/8/2022,7 am to 6 pm,Shred It ,3
1421,7/14/2022,7 am to 6 pm,Shred It ,1
1422,6/22/2022,7 am to 6 pm,Shred It ,1
1423,6/22/2022,7 am to 6 pm,Shred It ,1
1424,TBD,TBD,TBD,TBD
1425,7/16/2022,7 am to 6 pm,Shred It ,2
1426,TBD,TBD,TBD,TBD
1427,6/8/2021,7 am to 6 pm,Shred It ,2
1428,9/28/2021,7 am to 6 pm,Shred It ,3
1429,TBD,TBD,TBD,TBD
1430,6/14/2022,7 am to 6 pm,Shred It ,1
1431,7/21/2022,7 am to 6 pm,Shred It ,2
1432,6/21/2022,7 am to 6 pm,Shred It ,3
1433,TBD,TBD,TBD,TBD
1434,8/8/2022,7 am to 6 pm,Shred It ,4
1435,7/21/2022,7 am to 6 pm,Shred It ,1
1436,2/22/2021,7 am to 6 pm,Shred It ,3
1437,5/2/2022,7 am to 6 pm,Shred It ,1
1438,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,8
1439,7/12/2022,7 am to 6 pm,Shred It ,6
1440,10/6/2021,7 am to 6 pm,Shred It ,2
1441,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1442,No Service required per store,7 am to 6 pm,Shred It ,0
1443,TBD,TBD,TBD,TBD
1444,TBD,TBD,TBD,TBD
1445,6/8/2022,7 am to 6 pm,Shred It ,9
1446,No Service required per store,7 am to 6 pm,Shred It ,0
1447,7/22/2021,7 am to 6 pm,Shred It ,5
1448,6/8/2022,7 am to 6 pm,Shred It ,1
1449,6/15/2022,7 am to 6 pm,Shred It ,1
1450,4/28/2021,7 am to 6 pm,Shred It ,12
1451,7/13/2022,7 am to 6 pm,Shred It ,2
1452,10/4/2021,7 am to 6 pm,Shred It ,8
1453,6/30/2022,7 am to 6 pm,Shred It ,16
1454,7/27/2022,7 am to 6 pm,Shred It ,2
1455,9/24/2021,7 am to 6 pm,Shred It ,4
1456,9/29/2021,7 am to 6 pm,Shred It ,5
1457,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1458,2/24/2022,7 am to 6 pm,Shred It ,3
1459,7/8/2022,7 am to 6 pm,Shred It ,11
1460,7/12/2022,7 am to 6 pm,Shred It ,5
1461,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,9
1462,4/23/2021,7 am to 6 pm,Shred It ,8
1463,5/25/2022,7 am to 6 pm,Shred It ,5
1464,8/31/2021,7 am to 6 pm,Shred It ,12
1465,TBD,TBD,TBD,TBD
1466,4/1/2022,7 am to 6 pm,Shred It ,3
1467,No Service Required per Store,7 am to 6 pm,Shred It ,0
1468,TBD,TBD,TBD,TBD
1469,5/16/2022,7 am to 6 pm,Shred It ,1
1470,9/15/2021,7 am to 6 pm,Shred It ,4
1471,6/28/2022,7 am to 6 pm,Shred It ,1
1472,8/23/2022,7 am to 6 pm,Shred It ,2
1473,TBD,TBD,TBD,TBD
1474,7/22/2021,7 am to 6 pm,Shred It ,1
1475,7/14/2021,7 am to 6 pm,Shred It ,2
1476,1/10/2022,7 am to 6 pm,Shred It ,16
1477,4/27/2021,7 am to 6 pm,Shred It ,3
1478,TBD,TBD,TBD,TBD
1479,7/25/2022,7 am to 6 pm,Shred It ,7
1480,7/9/2022,7 am to 6 pm,Shred It ,1
1481,5/19/2021,7 am to 6 pm,Shred It ,2
1482,3/16/2021,7 am to 6 pm,Shred It ,2
1483,9/21/2021,7 am to 6 pm,Shred It ,2
1485,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1486,TBD,TBD,TBD,TBD
1487,7/6/2022,7 am to 6 pm,Shred It ,6
1488,9/14/2021,7 am to 6 pm,Shred It ,9
1489,7/8/2022,7 am to 6 pm,Shred It ,4
1490,6/24/2022,7 am to 6 pm,Shred It ,5
1491,7/21/2022,7 am to 6 pm,Shred It ,3
1492,TBD,TBD,TBD,TBD
1493,5/11/2021,7 am to 6 pm,Shred It ,5
1494,5/28/2021,7 am to 6 pm,Shred It ,12
1495,6/8/2022,7 am to 6 pm,Shred It ,4
1496,No Service required per store,7 am to 6 pm,Shred It ,0
1497,7/28/2022,7 am to 6 pm,Shred It ,5
1498,No Service Required per Store,7 am to 6 pm,Shred It ,0
1499,4/27/2021,7 am to 6 pm,Shred It ,6
1500,No Service required per store,7 am to 6 pm,Shred It ,0
1501,3/10/2021,7 am to 6 pm,Shred It ,3
1502,TBD,TBD,TBD,TBD
1503,6/3/2022,7 am to 6 pm,Shred It ,1
1504,6/7/2022,7 am to 6 pm,Shred It ,1
1505,TBD,TBD,TBD,TBD
1506,7/21/2022,7 am to 6 pm,Shred It ,1
1507,4/27/2022,7 am to 6 pm,Shred It ,6
1508,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,1
1509,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1510,4/12/2022,7 am to 6 pm,Shred It ,6
1511,3/2/2021,7 am to 6 pm,Shred It ,5
1512,7/22/2021,7 am to 6 pm,Shred It ,3
1513,3/12/2021,7 am to 6 pm,Shred It ,6
1514,4/22/2022,7 am to 6 pm,Shred It ,3
1515,7/27/2021,7 am to 6 pm,Shred It ,3
1516,3/17/2022,7 am to 6 pm,Shred It ,3
1517,7/2/2021,7 am to 6 pm,Shred It ,3
1518,7/20/2022,7 am to 6 pm,Shred It ,5
1519,9/14/2021,7 am to 6 pm,Shred It ,4
1520,8/14/2021,7 am to 6 pm,Shred It ,12
1521,6/10/2022,7 am to 6 pm,Shred It ,17
1522,TBD,TBD,TBD,TBD
1523,TBD,TBD,TBD,TBD
1524,TBD,TBD,TBD,TBD
1525,TBD,TBD,TBD,TBD
1526,7/24/2021,7 am to 6 pm,Shred It ,7
1527,TBD,TBD,TBD,TBD
1528,7/20/2022,7 am to 6 pm,Shred It ,1
1529,10/6/2021,7 am to 6 pm,Shred It ,13
1530,5/2/2022,7 am to 6 pm,Shred It ,3
1531,TBD,TBD,TBD,TBD
1532,5/9/2022,7 am to 6 pm,Shred It ,7
1533,7/21/2021,7 am to 6 pm,Shred It ,11
1534,TBD,TBD,TBD,TBD
1535,9/9/2021,7 am to 6 pm,Shred It ,1
1536,3/8/2021,7 am to 6 pm,Shred It ,6
1537,5/31/2022,7 am to 6 pm,Shred It ,1
1538,9/24/2021,7 am to 6 pm,Shred It ,1
1539,6/6/2022,7 am to 6 pm,Shred It ,3
1540,6/24/2022,7 am to 6 pm,Shred It ,5
1541,2/22/2021,7 am to 6 pm,Shred It ,5
1542,6/24/2022,7 am to 6 pm,Shred It ,2
1543,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1544,TBD,TBD,TBD,TBD
1545,7/26/2022,7 am to 6 pm,Shred It ,5
1546,TBD,TBD,TBD,TBD
1547,7/5/2022,7 am to 6 pm,Shred It ,8
1548,7/15/2022,7 am to 6 pm,Shred It ,3
1549,9/21/2021,7 am to 6 pm,Shred It ,6
1550,8/4/2022,7 am to 6 pm,Shred It ,1
1551,6/28/2022,7 am to 6 pm,Shred It ,3
1552,4/11/2022,7 am to 6 pm,Shred It ,9
1553,TBD,TBD,TBD,TBD
1554,8/31/2021,7 am to 6 pm,Shred It ,2
1555,3/3/2022,7 am to 6 pm,Shred It ,5
1556,9/15/2021,7 am to 6 pm,Shred It ,3
1557,7/26/2022,7 am to 6 pm,Shred It ,2
1558,4/19/2022,7 am to 6 pm,Shred It ,8
1559,5/14/2021,7 am to 6 pm,Shred It ,13
1560,6/8/2022,7 am to 6 pm,Shred It ,12
1561,5/31/2021,7 am to 6 pm,Shred It ,16
1562,8/25/2022,7 am to 6 pm,Shred It ,3
1563,3/12/2022,7 am to 6 pm,Shred It ,2
1564,6/6/2022,7 am to 6 pm,Shred It ,10
1565,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
1566,9/1/2021,7 am to 6 pm,Shred It ,4
1567,8/1/2022,7 am to 6 pm,Shred It ,3
1568,No Service Required per Store ,7 am to 6 pm,Shred It ,0
1569,TBD,TBD,TBD,TBD
1570,7/16/2022,7 am to 6 pm,Shred It ,1
1571,6/23/2022,7 am to 6 pm,Shred It ,2
1572,7/22/2022,7 am to 6 pm,Shred It ,2
1573,7/25/2022,7 am to 6 pm,Shred It ,5
1574,TBD,TBD,TBD,TBD
1575,3/2/2022,7 am to 6 pm,Shred It ,2
1576,7/25/2022,7 am to 6 pm,Shred It ,2
1577,8/22/2022,7 am to 6 pm,Shred It ,4
1578,3/11/2022,7 am to 6 pm,Shred It ,2
1579,TBD,TBD,TBD,TBD
1580,7/26/2022,7 am to 6 pm,Shred It ,6
1581,7/27/2022,7 am to 6 pm,Shred It ,3
1583,3/2/2022,7 am to 6 pm,Shred It ,2
1584,5/4/2022,7 am to 6 pm,Shred It ,6
1585,7/14/2021 * Onsite only,7 am to 6 pm,Shred It ,1
1586,5/2/2022,7 am to 6 pm,Shred It ,2
1587,2/28/2022,7 am to 6 pm,Shred It ,2
1588,3/8/2022,7 am to 6 pm,Shred It ,6
1589,2/22/2021,7 am to 6 pm,Shred It ,4
1590,3/4/2021,7 am to 6 pm,Shred It ,3
1591,TBD,TBD,TBD,TBD
1592,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1593,6/22/2022,7 am to 6 pm,Shred It ,5
1594,5/21/2021,7 am to 6 pm,Shred It ,4
1595,6/13/2022,7 am to 6 pm,Shred It ,9
1596,7/29/2022,7 am to 6 pm,Shred It ,6
1597,5/17/2022,7 am to 6 pm,Shred It ,7
1598,5/6/2022,7 am to 6 pm,Shred It ,1
1599,5/6/2022,7 am to 6 pm,Shred It ,3
1600,TBD,TBD,TBD,TBD
1601,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1602,9/16/2021,7 am to 6 pm,Shred It ,4
1603,7/29/2021,7 am to 6 pm,Shred It ,5
1604,No Service required per store,7 am to 6 pm,Shred It ,0
1605,5/7/2021,7 am to 6 pm,Shred It ,3
1606,3/21/2022,7 am to 6 pm,Shred It ,3
1607,6/14/2022,7 am to 6 pm,Shred It ,9
1608,No Service Required per Store,7 am to 6 pm,Shred It ,0
1609,8/6/2021,7 am to 6 pm,Shred It ,4
1610,TBD,TBD,TBD,TBD
1611,6/17/2022,7 am to 6 pm,Shred It ,2
1612,7/15/2021,7 am to 6 pm,Shred It ,6
1613,3/25/2022,7 am to 6 pm,Shred It ,1
1614,TBD,TBD,TBD,TBD
1615,5/26/2022,7 am to 6 pm,Shred It ,1
1616,No Service Required per Store,7 am to 6 pm,Shred It ,0
1617,7/19/2022,7 am to 6 pm,Shred It ,2
1618,TBD,TBD,TBD,TBD
1619,5/31/2022,7 am to 6 pm,Shred It ,4
1620,No Service required per store,7 am to 6 pm,Shred It ,0
1621,7/21/2022,7 am to 6 pm,Shred It ,1
1622,6/6/2022,7 am to 6 pm,Shred It ,6
1623,6/20/2022,7 am to 6 pm,Shred It ,2
1624,TBD,TBD,TBD,TBD
1625,7/19/2021,7 am to 6 pm,Shred It ,1
1626,TBD,TBD,TBD,TBD
1627,8/24/2021,7 am to 6 pm,Shred It ,6
1628,6/8/2022,7 am to 6 pm,Shred It ,8
1629,7/11/2022,7 am to 6 pm,Shred It ,3
1630,7/29/2021,7 am to 6 pm,Shred It ,3
1631,TBD,TBD,TBD,TBD
1632,9/22/2021,7 am to 6 pm,Shred It ,4
1633,9/15/2021,7 am to 6 pm,Shred It ,8
1634,No Service required per store,7 am to 6 pm,Shred It ,0
1635,6/14/2022,7 am to 6 pm,Shred It ,1
1636,7/28/2022,7 am to 6 pm,Shred It ,11
1637,7/25/2022,7 am to 6 pm,Shred It ,6
1638,4/28/2021,7 am to 6 pm,Shred It ,8
1639,TBD,TBD,TBD,TBD
1640,TBD,TBD,TBD,TBD
1641,TBD,TBD,TBD,TBD
1642,TBD,TBD,TBD,TBD
1643,No Service Required per Store,7 am to 6 pm,Shred It ,0
1644,5/27/2022,7 am to 6 pm,Shred It ,3
1645,3/1/2022,7 am to 6 pm,Shred It ,3
1646,5/11/2022,7 am to 6 pm,Shred It ,4
1647,TBD,TBD,TBD,TBD
1648,3/1/2022,7 am to 6 pm,Shred It ,1
1649,7/22/2022,7 am to 6 pm,Shred It ,1
1650,TBD,TBD,TBD,TBD
1651,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1652,TBD,TBD,TBD,TBD
1653,TBD,TBD,TBD,TBD
1654,7/21/2021,7 am to 6 pm,Shred It ,3
1655,7/11/2022,7 am to 6 pm,Shred It ,6
1656,6/1/2022,7 am to 6 pm,Shred It ,1
1657,8/23/2022,7 am to 6 pm,Shred It ,7
1658,3/24/2021 (2 trips),7 am to 6 pm,Shred It ,14
1659,8/5/2022,7 am to 6 pm,Shred It ,5
1660,3/11/2022,7 am to 6 pm,Shred It ,4
1661,TBD,TBD,TBD,TBD
1662,10/18/2021,7 am to 6 pm,Shred It ,4
1663,5/25/2021,8069643547,Shred It ,4
1664,TBD,TBD,TBD,TBD
1665,No Service Required per Store,7 am to 6 pm,Shred It ,0
1666,10/4/2021,7 am to 6 pm,Shred It ,3
1667,7/15/2022,7 am to 6 pm,Shred It ,2
1668,6/29/2022,7 am to 6 pm,Shred It ,3
1669,10/11/2021,7 am to 6 pm,Shred It ,2
1670,7/18/2022,7 am to 6 pm,Shred It ,7
1671,7/26/2022,7 am to 6 pm,Shred It ,1
1672,7/19/2021,7 am to 6 pm,Shred It ,7
1673,5/31/2022,7 am to 6 pm,Shred It ,1
1674,TBD,TBD,TBD,TBD
1675,4/27/2022,7 am to 6 pm,Shred It ,4
1676,6/20/2022,7 am to 6 pm,Shred It ,6
1677,6/14/2022,7 am to 6 pm,Shred It ,4
1678,TBD,TBD,TBD,TBD
1679,8/22/2022,7 am to 6 pm,Shred It ,6
1680,3/4/2021,7 am to 6 pm,Shred It ,1
1681,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
1682,TBD,TBD,TBD,TBD
1683,7/27/2022,7 am to 6 pm,Shred It ,2
1684,7/27/2021,7 am to 6 pm,Shred It ,6
1685,1/12/2022,7 am to 6 pm,Shred It ,1
1686,TBD,TBD,TBD,TBD
1687,TBD,TBD,TBD,TBD
1688,TBD,TBD,TBD,TBD
1689,8/6/2022,7 am to 6 pm,Shred It ,7
1690,7/8/2022,7 am to 6 pm,Shred It ,2
1691,5/16/2022,7 am to 6 pm,Shred It ,6
1692,3/16/2022,7 am to 6 pm,Shred It ,4
1693,3/16/2022,7 am to 6 pm,Shred It ,5
1694,10/11/2021,7 am to 6 pm,Shred It ,13
1695,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,1
1696,7/21/2021,7 am to 6 pm,Shred It ,2
1697,1/14/2022,7 am to 6 pm,Shred It ,9
1698,6/13/2022,7 am to 6 pm,Shred It ,5
1699,9/15/2021,7 am to 6 pm,Shred It ,3
1700,3/7/2022,7 am to 6 pm,Shred It ,2
1701,3/10/2022,7 am to 6 pm,Shred It ,1
1702,5/19/2021,7 am to 6 pm,Shred It ,2
1703,TBD,TBD,TBD,TBD
1704,TBD,TBD,TBD,TBD
1705,6/9/2022,7 am to 6 pm,Shred It ,2
1707,4/1/2021,7 am to 6 pm,Shred It ,7
1708,9/22/2021,7 am to 6 pm,Shred It ,4
1709,7/19/2022,7 am to 6 pm,Shred It ,3
1710,5/24/2021,7 am to 6 pm,Shred It ,8
1711,5/7/2021,7 am to 6 pm,Shred It ,12
1712,No Service required per store,7 am to 6 pm,Shred It ,0
1713,7/21/2022,7 am to 6 pm,Shred It ,5
1714,No Service Required per Store,7 am to 6 pm,Shred It ,0
1715,TBD,TBD,TBD,TBD
1716,TBD,TBD,TBD,TBD
1717,TBD,TBD,TBD,TBD
1718,TBD,TBD,TBD,TBD
1719,6/21/2022,7 am to 6 pm,Shred It ,2
1720,2/21/2022,7 am to 6 pm,Shred It ,8
1721,7/20/2022,7 am to 6 pm,Shred It ,4
1722,No Service required per store,7 am to 6 pm,Shred It ,0
1723,7/14/2022,7 am to 6 pm,Shred It ,7
1724,4/7/2021,7 am to 6 pm,Shred It ,11
1726,4/19/2022,7 am to 6 pm,Shred It ,4
1727,6/27/2022,7 am to 6 pm,Shred It ,1
1728,7/27/2022,7 am to 6 pm,Shred It ,4
1729,7/16/2022,7 am to 6 pm,Shred It ,1
1730,TBD,TBD,TBD,TBD
1731,7/23/2021,7 am to 6 pm,Shred It ,4
1732,7/7/2021 * Onsite only,7 am to 6 pm,Shred It ,2
1733,9/14/2021,7 am to 6 pm,Shred It ,3
1734,7/12/2022,7 am to 6 pm,Shred It ,8
1735,TBD,TBD,TBD,TBD
1736,TBD,TBD,TBD,TBD
1737,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
1738,3/8/2022,7 am to 6 pm,Shred It ,6
1739,TBD,TBD,TBD,TBD
1740,7/5/2022,7 am to 6 pm,Shred It ,1
1741,TBD,TBD,TBD,TBD
1742,5/31/2022,7 am to 6 pm,Shred It ,20
