Market,RDC,Phase 1 Date,Phase 2 Date,Phase 3 Date
406,6094,1/1/2028,4/1/2029,#N/A
28,6010,5/4/2023,1/6/2025,5/6/2026
22,6054,4/1/2027,7/1/2028,#N/A
569,6016,2/16/2023,11/12/2024,3/12/2026
271,6066,7/1/2027,10/1/2028,#N/A
429,6035,8/15/2024,1/26/2026,5/26/2027
124,6039,11/2/2023,4/18/2025,8/18/2026
70,6012,12/18/2024,6/18/2026,10/18/2027
74,6012,12/18/2024,6/18/2026,10/18/2027
68,7036,4/1/2028,7/1/2029,#N/A
278,6092,4/1/2028,7/1/2029,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
29,6010,5/4/2023,1/6/2025,5/6/2026
29,6010,5/4/2023,1/6/2025,5/6/2026
349,6012,12/18/2024,6/18/2026,10/18/2027
73,6012,12/18/2024,6/18/2026,10/18/2027
275,6009,10/1/2026,1/1/2028,#N/A
76,6068,4/1/2028,7/1/2029,#N/A
387,6012,12/18/2024,6/18/2026,10/18/2027
273,6092,4/1/2028,7/1/2029,#N/A
94,7035,7/1/2026,10/1/2027,#N/A
16,6054,4/1/2027,7/1/2028,#N/A
26,6054,4/1/2027,7/1/2028,#N/A
38,6010,5/4/2023,1/6/2025,5/6/2026
580,6066,7/1/2027,10/1/2028,#N/A
26,6054,4/1/2027,7/1/2028,#N/A
119,6039,11/2/2023,4/18/2025,8/18/2026
124,6039,11/2/2023,4/18/2025,8/18/2026
37,6040,8/15/2024,12/22/2025,4/22/2027
344,6094,1/1/2028,4/1/2029,#N/A
118,7038,1/1/2028,4/1/2029,#N/A
39,6070,1/1/2028,4/1/2029,#N/A
37,6040,8/15/2024,12/22/2025,4/22/2027
73,6012,12/18/2024,6/18/2026,10/18/2027
38,6040,8/15/2024,12/22/2025,4/22/2027
36,6040,8/15/2024,12/22/2025,4/22/2027
42,6070,1/1/2028,4/1/2029,#N/A
38,6040,8/15/2024,12/22/2025,4/22/2027
35,6039,11/2/2023,4/18/2025,8/18/2026
36,6040,8/15/2024,12/22/2025,4/22/2027
279,6092,4/1/2028,7/1/2029,#N/A
38,6070,1/1/2028,4/1/2029,#N/A
29,6010,5/4/2023,1/6/2025,5/6/2026
279,6092,4/1/2028,7/1/2029,#N/A
429,6035,8/15/2024,1/26/2026,5/26/2027
42,6070,1/1/2028,4/1/2029,#N/A
28,6010,5/4/2023,1/6/2025,5/6/2026
35,6070,1/1/2028,4/1/2029,#N/A
35,6070,1/1/2028,4/1/2029,#N/A
38,6070,1/1/2028,4/1/2029,#N/A
37,6040,8/15/2024,12/22/2025,4/22/2027
39,6070,1/1/2028,4/1/2029,#N/A
433,6009,10/1/2026,1/1/2028,#N/A
415,6009,10/1/2026,1/1/2028,#N/A
414,6009,10/1/2026,1/1/2028,#N/A
339,6069,4/1/2028,7/1/2029,#N/A
92,7038,1/1/2028,4/1/2029,#N/A
66,7036,4/1/2028,7/1/2029,#N/A
406,6012,12/18/2024,6/18/2026,10/18/2027
253,6066,7/1/2027,10/1/2028,#N/A
253,6066,7/1/2027,10/1/2028,#N/A
151,6006,8/22/2024,4/2/2026,8/2/2027
152,6066,7/1/2027,10/1/2028,#N/A
120,6006,8/22/2024,4/2/2026,8/2/2027
153,6066,7/1/2027,10/1/2028,#N/A
137,6006,8/22/2024,4/2/2026,8/2/2027
137,6006,8/22/2024,4/2/2026,8/2/2027
137,6006,8/22/2024,4/2/2026,8/2/2027
119,6039,11/2/2023,4/18/2025,8/18/2026
406,6035,8/15/2024,1/26/2026,5/26/2027
257,6066,7/1/2027,10/1/2028,#N/A
115,7038,1/1/2028,4/1/2029,#N/A
151,6006,8/22/2024,4/2/2026,8/2/2027
152,6066,7/1/2027,10/1/2028,#N/A
120,6006,8/22/2024,4/2/2026,8/2/2027
2,6006,8/22/2024,4/2/2026,8/2/2027
152,6066,7/1/2027,10/1/2028,#N/A
122,6039,11/2/2023,4/18/2025,8/18/2026
149,6066,7/1/2027,10/1/2028,#N/A
152,6066,7/1/2027,10/1/2028,#N/A
146,6066,7/1/2027,10/1/2028,#N/A
121,6039,11/2/2023,4/18/2025,8/18/2026
146,6018,3/17/2025,11/13/2026,3/13/2028
123,6039,11/2/2023,4/18/2025,8/18/2026
123,6039,11/2/2023,4/18/2025,8/18/2026
3,6006,8/22/2024,4/2/2026,8/2/2027
151,6066,7/1/2027,10/1/2028,#N/A
147,6006,8/22/2024,4/2/2026,8/2/2027
147,6066,7/1/2027,10/1/2028,#N/A
123,6039,11/2/2023,4/18/2025,8/18/2026
28,6010,5/4/2023,1/6/2025,5/6/2026
121,6039,11/2/2023,4/18/2025,8/18/2026
153,6066,7/1/2027,10/1/2028,#N/A
257,6039,11/2/2023,4/18/2025,8/18/2026
124,6039,11/2/2023,4/18/2025,8/18/2026
3,6006,8/22/2024,4/2/2026,8/2/2027
260,6066,7/1/2027,10/1/2028,#N/A
259,6039,11/2/2023,4/18/2025,8/18/2026
254,6066,7/1/2027,10/1/2028,#N/A
149,6066,7/1/2027,10/1/2028,#N/A
258,6039,11/2/2023,4/18/2025,8/18/2026
93,7035,7/1/2026,10/1/2027,#N/A
119,6039,11/2/2023,4/18/2025,8/18/2026
136,6018,3/17/2025,11/13/2026,3/13/2028
8,6006,8/22/2024,4/2/2026,8/2/2027
254,6066,7/1/2027,10/1/2028,#N/A
259,6017,4/7/2025,10/31/2026,2/29/2028
67,7036,4/1/2028,7/1/2029,#N/A
89,7035,7/1/2026,10/1/2027,#N/A
114,6020,5/1/2022,9/1/2024,In Progress
136,6018,3/17/2025,11/13/2026,3/13/2028
140,6011,2/29/2024,9/12/2025,1/12/2027
256,6066,7/1/2027,10/1/2028,#N/A
153,6066,7/1/2027,10/1/2028,#N/A
257,6066,7/1/2027,10/1/2028,#N/A
5,6006,8/22/2024,4/2/2026,8/2/2027
114,6020,5/1/2022,9/1/2024,In Progress
327,6018,3/17/2025,11/13/2026,3/13/2028
11,6006,8/22/2024,4/2/2026,8/2/2027
136,6011,2/29/2024,9/12/2025,1/12/2027
114,6020,5/1/2022,9/1/2024,In Progress
257,6017,4/7/2025,10/31/2026,2/29/2028
260,6017,4/7/2025,10/31/2026,2/29/2028
118,7038,1/1/2028,4/1/2029,#N/A
22,6054,4/1/2027,7/1/2028,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
123,6039,11/2/2023,4/18/2025,8/18/2026
114,6020,5/1/2022,9/1/2024,In Progress
10,6054,4/1/2027,7/1/2028,#N/A
22,6006,8/22/2024,4/2/2026,8/2/2027
29,6010,5/4/2023,1/6/2025,5/6/2026
256,6017,4/7/2025,10/31/2026,2/29/2028
10,6006,8/22/2024,4/2/2026,8/2/2027
11,6006,8/22/2024,4/2/2026,8/2/2027
10,6054,4/1/2027,7/1/2028,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
151,6006,8/22/2024,4/2/2026,8/2/2027
253,6066,7/1/2027,10/1/2028,#N/A
151,6006,8/22/2024,4/2/2026,8/2/2027
147,6066,7/1/2027,10/1/2028,#N/A
258,6039,11/2/2023,4/18/2025,8/18/2026
7,6010,5/4/2023,1/6/2025,5/6/2026
121,6039,11/2/2023,4/18/2025,8/18/2026
124,6039,11/2/2023,4/18/2025,8/18/2026
353,6068,4/1/2028,7/1/2029,#N/A
59,7036,4/1/2028,7/1/2029,#N/A
19,6054,4/1/2027,7/1/2028,#N/A
76,6036,2/16/2023,12/5/2024,4/5/2026
414,6009,10/1/2026,1/1/2028,#N/A
414,6009,10/1/2026,1/1/2028,#N/A
415,6009,10/1/2026,1/1/2028,#N/A
413,6009,10/1/2026,1/1/2028,#N/A
63,7036,4/1/2028,7/1/2029,#N/A
415,6009,10/1/2026,1/1/2028,#N/A
30,6010,5/4/2023,1/6/2025,5/6/2026
70,6012,12/18/2024,6/18/2026,10/18/2027
120,6006,8/22/2024,4/2/2026,8/2/2027
77,6016,2/16/2023,11/12/2024,3/12/2026
32,6010,5/4/2023,1/6/2025,5/6/2026
116,6020,5/1/2022,9/1/2024,In Progress
256,6066,7/1/2027,10/1/2028,#N/A
129,6048,11/1/2026,2/1/2028,#N/A
2,6006,8/22/2024,4/2/2026,8/2/2027
11,6006,8/22/2024,4/2/2026,8/2/2027
87,6016,2/16/2023,11/12/2024,3/12/2026
137,6006,8/22/2024,4/2/2026,8/2/2027
101,7035,7/1/2026,10/1/2027,#N/A
65,7036,4/1/2028,7/1/2029,#N/A
115,6020,5/1/2022,9/1/2024,In Progress
406,6035,8/15/2024,1/26/2026,5/26/2027
92,7038,1/1/2028,4/1/2029,#N/A
64,7036,4/1/2028,7/1/2029,#N/A
134,6048,11/1/2026,2/1/2028,#N/A
433,6009,10/1/2026,1/1/2028,#N/A
279,6009,10/1/2026,1/1/2028,#N/A
432,6009,10/1/2026,1/1/2028,#N/A
66,6048,11/1/2026,2/1/2028,#N/A
118,7038,1/1/2028,4/1/2029,#N/A
114,6020,5/1/2022,9/1/2024,In Progress
25,6054,4/1/2027,7/1/2028,#N/A
81,6016,2/16/2023,11/12/2024,3/12/2026
88,6016,2/16/2023,11/12/2024,3/12/2026
359,6009,10/1/2026,1/1/2028,#N/A
418,6009,10/1/2026,1/1/2028,#N/A
141,6011,2/29/2024,9/12/2025,1/12/2027
264,6092,4/1/2028,7/1/2029,#N/A
22,6054,4/1/2027,7/1/2028,#N/A
328,6018,3/17/2025,11/13/2026,3/13/2028
583,6068,4/1/2028,7/1/2029,#N/A
429,6019,12/8/2025,3/8/2027,7/8/2028
78,6016,2/16/2023,11/12/2024,3/12/2026
279,6009,10/1/2026,1/1/2028,#N/A
70,6012,12/18/2024,6/18/2026,10/18/2027
409,6035,8/15/2024,1/26/2026,5/26/2027
39,6010,5/4/2023,1/6/2025,5/6/2026
279,6092,4/1/2028,7/1/2029,#N/A
418,6009,10/1/2026,1/1/2028,#N/A
273,6092,4/1/2028,7/1/2029,#N/A
406,6012,12/18/2024,6/18/2026,10/18/2027
89,7035,7/1/2026,10/1/2027,#N/A
360,6035,8/15/2024,1/26/2026,5/26/2027
263,7039,11/1/2026,2/1/2028,#N/A
128,6011,2/29/2024,9/12/2025,1/12/2027
48,6068,4/1/2028,7/1/2029,#N/A
340,6069,4/1/2028,7/1/2029,#N/A
387,6012,12/18/2024,6/18/2026,10/18/2027
50,6068,4/1/2028,7/1/2029,#N/A
61,7036,4/1/2028,7/1/2029,#N/A
10,6006,8/22/2024,4/2/2026,8/2/2027
426,6009,10/1/2026,1/1/2028,#N/A
118,7038,1/1/2028,4/1/2029,#N/A
70,6012,12/18/2024,6/18/2026,10/18/2027
81,6036,2/16/2023,12/5/2024,4/5/2026
107,7038,1/1/2028,4/1/2029,#N/A
336,6069,4/1/2028,7/1/2029,#N/A
141,6011,2/29/2024,9/12/2025,1/12/2027
90,6020,5/1/2022,9/1/2024,In Progress
15,6010,5/4/2023,1/6/2025,5/6/2026
105,7038,1/1/2028,4/1/2029,#N/A
359,6069,4/1/2028,7/1/2029,#N/A
71,6012,12/18/2024,6/18/2026,10/18/2027
70,6012,12/18/2024,6/18/2026,10/18/2027
345,6094,1/1/2028,4/1/2029,#N/A
385,6012,12/18/2024,6/18/2026,10/18/2027
257,6066,7/1/2027,10/1/2028,#N/A
375,6031,6/30/2025,10/30/2026,#N/A
45,6036,2/16/2023,12/5/2024,4/5/2026
251,6017,4/7/2025,10/31/2026,2/29/2028
385,6012,12/18/2024,6/18/2026,10/18/2027
279,6092,4/1/2028,7/1/2029,#N/A
271,6066,7/1/2027,10/1/2028,#N/A
360,6009,10/1/2026,1/1/2028,#N/A
385,6012,12/18/2024,6/18/2026,10/18/2027
28,6010,5/4/2023,1/6/2025,5/6/2026
333,6018,3/17/2025,11/13/2026,3/13/2028
345,6094,1/1/2028,4/1/2029,#N/A
130,6048,11/1/2026,2/1/2028,#N/A
554,6054,4/1/2027,7/1/2028,#N/A
415,6009,10/1/2026,1/1/2028,#N/A
389,6019,12/8/2025,3/8/2027,7/8/2028
27,6010,5/4/2023,1/6/2025,5/6/2026
262,6092,4/1/2028,7/1/2029,#N/A
357,6069,4/1/2028,7/1/2029,#N/A
85,7036,4/1/2028,7/1/2029,#N/A
441,7039,11/1/2026,2/1/2028,#N/A
144,6018,3/17/2025,11/13/2026,3/13/2028
59,7036,4/1/2028,7/1/2029,#N/A
385,6012,12/18/2024,6/18/2026,10/18/2027
387,6012,12/18/2024,6/18/2026,10/18/2027
262,6092,4/1/2028,7/1/2029,#N/A
1,6011,2/29/2024,9/12/2025,1/12/2027
246,6017,4/7/2025,10/31/2026,2/29/2028
22,6054,4/1/2027,7/1/2028,#N/A
22,6054,4/1/2027,7/1/2028,#N/A
94,7035,7/1/2026,10/1/2027,#N/A
97,6010,5/4/2023,1/6/2025,5/6/2026
116,6020,5/1/2022,9/1/2024,In Progress
94,7035,7/1/2026,10/1/2027,#N/A
71,6012,12/18/2024,6/18/2026,10/18/2027
28,6010,5/4/2023,1/6/2025,5/6/2026
10,6054,4/1/2027,7/1/2028,#N/A
28,6010,5/4/2023,1/6/2025,5/6/2026
87,6016,2/16/2023,11/12/2024,3/12/2026
1,6011,2/29/2024,9/12/2025,1/12/2027
429,6019,12/8/2025,3/8/2027,7/8/2028
387,6012,12/18/2024,6/18/2026,10/18/2027
375,6019,12/8/2025,3/8/2027,7/8/2028
580,6017,4/7/2025,10/31/2026,2/29/2028
333,6069,4/1/2028,7/1/2029,#N/A
62,7036,4/1/2028,7/1/2029,#N/A
375,6012,12/18/2024,6/18/2026,10/18/2027
141,6011,2/29/2024,9/12/2025,1/12/2027
140,6011,2/29/2024,9/12/2025,1/12/2027
127,6048,11/1/2026,2/1/2028,#N/A
309,6070,1/1/2028,4/1/2029,#N/A
24,6054,4/1/2027,7/1/2028,#N/A
152,6066,7/1/2027,10/1/2028,#N/A
50,6068,4/1/2028,7/1/2029,#N/A
41,6070,1/1/2028,4/1/2029,#N/A
425,7039,11/1/2026,2/1/2028,#N/A
249,6017,4/7/2025,10/31/2026,2/29/2028
433,6035,8/15/2024,1/26/2026,5/26/2027
426,6009,10/1/2026,1/1/2028,#N/A
141,6011,2/29/2024,9/12/2025,1/12/2027
334,6035,8/15/2024,1/26/2026,5/26/2027
27,6010,5/4/2023,1/6/2025,5/6/2026
91,6020,5/1/2022,9/1/2024,In Progress
279,6092,4/1/2028,7/1/2029,#N/A
414,6009,10/1/2026,1/1/2028,#N/A
349,6068,4/1/2028,7/1/2029,#N/A
356,6094,1/1/2028,4/1/2029,#N/A
336,6069,4/1/2028,7/1/2029,#N/A
49,6068,4/1/2028,7/1/2029,#N/A
73,6012,12/18/2024,6/18/2026,10/18/2027
73,6012,12/18/2024,6/18/2026,10/18/2027
27,6010,5/4/2023,1/6/2025,5/6/2026
70,6012,12/18/2024,6/18/2026,10/18/2027
77,6016,2/16/2023,11/12/2024,3/12/2026
251,6017,4/7/2025,10/31/2026,2/29/2028
140,6011,2/29/2024,9/12/2025,1/12/2027
1,6011,2/29/2024,9/12/2025,1/12/2027
379,6019,12/8/2025,3/8/2027,7/8/2028
384,6031,6/30/2025,10/30/2026,#N/A
32,6054,4/1/2027,7/1/2028,#N/A
90,6020,5/1/2022,9/1/2024,In Progress
125,6048,11/1/2026,2/1/2028,#N/A
442,7039,11/1/2026,2/1/2028,#N/A
128,6048,11/1/2026,2/1/2028,#N/A
125,6048,11/1/2026,2/1/2028,#N/A
425,6009,10/1/2026,1/1/2028,#N/A
322,6094,1/1/2028,4/1/2029,#N/A
62,7036,4/1/2028,7/1/2029,#N/A
141,6011,2/29/2024,9/12/2025,1/12/2027
81,6016,2/16/2023,11/12/2024,3/12/2026
46,6036,2/16/2023,12/5/2024,4/5/2026
15,6010,5/4/2023,1/6/2025,5/6/2026
554,6054,4/1/2027,7/1/2028,#N/A
388,6019,12/8/2025,3/8/2027,7/8/2028
243,6017,4/7/2025,10/31/2026,2/29/2028
482,6017,4/7/2025,10/31/2026,2/29/2028
378,6019,12/8/2025,3/8/2027,7/8/2028
114,6020,5/1/2022,9/1/2024,In Progress
71,6012,12/18/2024,6/18/2026,10/18/2027
98,7035,7/1/2026,10/1/2027,#N/A
107,7038,1/1/2028,4/1/2029,#N/A
8,6054,4/1/2027,7/1/2028,#N/A
92,7038,1/1/2028,4/1/2029,#N/A
16,6054,4/1/2027,7/1/2028,#N/A
263,6092,4/1/2028,7/1/2029,#N/A
1,6011,2/29/2024,9/12/2025,1/12/2027
130,6048,11/1/2026,2/1/2028,#N/A
272,6069,4/1/2028,7/1/2029,#N/A
26,6054,4/1/2027,7/1/2028,#N/A
8,6054,4/1/2027,7/1/2028,#N/A
76,6036,2/16/2023,12/5/2024,4/5/2026
479,6068,4/1/2028,7/1/2029,#N/A
116,6020,5/1/2022,9/1/2024,In Progress
89,6020,5/1/2022,9/1/2024,In Progress
91,6020,5/1/2022,9/1/2024,In Progress
15,6010,5/4/2023,1/6/2025,5/6/2026
71,6012,12/18/2024,6/18/2026,10/18/2027
350,6068,4/1/2028,7/1/2029,#N/A
304,6070,1/1/2028,4/1/2029,#N/A
145,6018,3/17/2025,11/13/2026,3/13/2028
85,7036,4/1/2028,7/1/2029,#N/A
27,6010,5/4/2023,1/6/2025,5/6/2026
378,6019,12/8/2025,3/8/2027,7/8/2028
141,6011,2/29/2024,9/12/2025,1/12/2027
91,6020,5/1/2022,9/1/2024,In Progress
92,7038,1/1/2028,4/1/2029,#N/A
279,6009,10/1/2026,1/1/2028,#N/A
263,7039,11/1/2026,2/1/2028,#N/A
89,6020,5/1/2022,9/1/2024,In Progress
93,7035,7/1/2026,10/1/2027,#N/A
129,6048,11/1/2026,2/1/2028,#N/A
389,6012,12/18/2024,6/18/2026,10/18/2027
48,6068,4/1/2028,7/1/2029,#N/A
505,6012,12/18/2024,6/18/2026,10/18/2027
438,7039,11/1/2026,2/1/2028,#N/A
375,7026,7/1/2027,10/1/2028,#N/A
104,6020,5/1/2022,9/1/2024,In Progress
116,6020,5/1/2022,9/1/2024,In Progress
143,6011,2/29/2024,9/12/2025,1/12/2027
143,6011,2/29/2024,9/12/2025,1/12/2027
438,7039,11/1/2026,2/1/2028,#N/A
479,6068,4/1/2028,7/1/2029,#N/A
92,7038,1/1/2028,4/1/2029,#N/A
92,7038,1/1/2028,4/1/2029,#N/A
350,6068,4/1/2028,7/1/2029,#N/A
135,6011,2/29/2024,9/12/2025,1/12/2027
98,7035,7/1/2026,10/1/2027,#N/A
406,6094,1/1/2028,4/1/2029,#N/A
438,7039,11/1/2026,2/1/2028,#N/A
378,6019,12/8/2025,3/8/2027,7/8/2028
138,6011,2/29/2024,9/12/2025,1/12/2027
425,6025,10/12/2023,4/6/2025,8/6/2026
391,6019,12/8/2025,3/8/2027,7/8/2028
418,6009,10/1/2026,1/1/2028,#N/A
388,6019,12/8/2025,3/8/2027,7/8/2028
105,7038,1/1/2028,4/1/2029,#N/A
104,6020,5/1/2022,9/1/2024,In Progress
128,6048,11/1/2026,2/1/2028,#N/A
14,6011,2/29/2024,9/12/2025,1/12/2027
1,6011,2/29/2024,9/12/2025,1/12/2027
356,6094,1/1/2028,4/1/2029,#N/A
407,6035,8/15/2024,1/26/2026,5/26/2027
104,6020,5/1/2022,9/1/2024,In Progress
251,6017,4/7/2025,10/31/2026,2/29/2028
251,6017,4/7/2025,10/31/2026,2/29/2028
485,6035,8/15/2024,1/26/2026,5/26/2027
86,6016,2/16/2023,11/12/2024,3/12/2026
569,6016,2/16/2023,11/12/2024,3/12/2026
389,6019,12/8/2025,3/8/2027,7/8/2028
580,6017,4/7/2025,10/31/2026,2/29/2028
262,6092,4/1/2028,7/1/2029,#N/A
115,6020,5/1/2022,9/1/2024,In Progress
426,6009,10/1/2026,1/1/2028,#N/A
27,6010,5/4/2023,1/6/2025,5/6/2026
438,7039,11/1/2026,2/1/2028,#N/A
378,6019,12/8/2025,3/8/2027,7/8/2028
333,6094,1/1/2028,4/1/2029,#N/A
309,6040,8/15/2024,12/22/2025,4/22/2027
29,6010,5/4/2023,1/6/2025,5/6/2026
444,7039,11/1/2026,2/1/2028,#N/A
251,6092,4/1/2028,7/1/2029,#N/A
361,6035,8/15/2024,1/26/2026,5/26/2027
505,6012,12/18/2024,6/18/2026,10/18/2027
129,6048,11/1/2026,2/1/2028,#N/A
38,6040,8/15/2024,12/22/2025,4/22/2027
28,6010,5/4/2023,1/6/2025,5/6/2026
389,6019,12/8/2025,3/8/2027,7/8/2028
425,6025,10/12/2023,4/6/2025,8/6/2026
339,6069,4/1/2028,7/1/2029,#N/A
45,6036,2/16/2023,12/5/2024,4/5/2026
311,6039,11/2/2023,4/18/2025,8/18/2026
30,6010,5/4/2023,1/6/2025,5/6/2026
141,6011,2/29/2024,9/12/2025,1/12/2027
580,6017,4/7/2025,10/31/2026,2/29/2028
306,6070,1/1/2028,4/1/2029,#N/A
278,6092,4/1/2028,7/1/2029,#N/A
104,7035,7/1/2026,10/1/2027,#N/A
38,6070,1/1/2028,4/1/2029,#N/A
15,6010,5/4/2023,1/6/2025,5/6/2026
243,6017,4/7/2025,10/31/2026,2/29/2028
305,6070,1/1/2028,4/1/2029,#N/A
42,6070,1/1/2028,4/1/2029,#N/A
294,6070,1/1/2028,4/1/2029,#N/A
36,6040,8/15/2024,12/22/2025,4/22/2027
425,6025,10/12/2023,4/6/2025,8/6/2026
304,6039,11/2/2023,4/18/2025,8/18/2026
65,7036,4/1/2028,7/1/2029,#N/A
569,6016,2/16/2023,11/12/2024,3/12/2026
85,7036,4/1/2028,7/1/2029,#N/A
350,6068,4/1/2028,7/1/2029,#N/A
45,6036,2/16/2023,12/5/2024,4/5/2026
379,6019,12/8/2025,3/8/2027,7/8/2028
88,6016,2/16/2023,11/12/2024,3/12/2026
22,6054,4/1/2027,7/1/2028,#N/A
257,6039,11/2/2023,4/18/2025,8/18/2026
71,6012,12/18/2024,6/18/2026,10/18/2027
11,6006,8/22/2024,4/2/2026,8/2/2027
242,6017,4/7/2025,10/31/2026,2/29/2028
411,6035,8/15/2024,1/26/2026,5/26/2027
583,6068,4/1/2028,7/1/2029,#N/A
353,6068,4/1/2028,7/1/2029,#N/A
10,6054,4/1/2027,7/1/2028,#N/A
388,6019,12/8/2025,3/8/2027,7/8/2028
138,6011,2/29/2024,9/12/2025,1/12/2027
304,6070,1/1/2028,4/1/2029,#N/A
28,6010,5/4/2023,1/6/2025,5/6/2026
63,7036,4/1/2028,7/1/2029,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
304,6070,1/1/2028,4/1/2029,#N/A
325,6018,3/17/2025,11/13/2026,3/13/2028
143,6011,2/29/2024,9/12/2025,1/12/2027
84,7036,4/1/2028,7/1/2029,#N/A
92,7038,1/1/2028,4/1/2029,#N/A
138,6011,2/29/2024,9/12/2025,1/12/2027
18,6039,11/2/2023,4/18/2025,8/18/2026
341,6069,4/1/2028,7/1/2029,#N/A
27,6010,5/4/2023,1/6/2025,5/6/2026
81,6016,2/16/2023,11/12/2024,3/12/2026
136,6018,3/17/2025,11/13/2026,3/13/2028
149,6066,7/1/2027,10/1/2028,#N/A
32,6010,5/4/2023,1/6/2025,5/6/2026
97,7035,7/1/2026,10/1/2027,#N/A
74,6012,12/18/2024,6/18/2026,10/18/2027
94,7035,7/1/2026,10/1/2027,#N/A
124,6039,11/2/2023,4/18/2025,8/18/2026
93,7035,7/1/2026,10/1/2027,#N/A
98,7035,7/1/2026,10/1/2027,#N/A
101,7035,7/1/2026,10/1/2027,#N/A
91,6020,5/1/2022,9/1/2024,In Progress
104,6020,5/1/2022,9/1/2024,In Progress
90,6020,5/1/2022,9/1/2024,In Progress
107,7038,1/1/2028,4/1/2029,#N/A
143,6011,2/29/2024,9/12/2025,1/12/2027
119,6006,8/22/2024,4/2/2026,8/2/2027
101,7035,7/1/2026,10/1/2027,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
273,6092,4/1/2028,7/1/2029,#N/A
361,6035,8/15/2024,1/26/2026,5/26/2027
388,6019,12/8/2025,3/8/2027,7/8/2028
304,6070,1/1/2028,4/1/2029,#N/A
309,6040,8/15/2024,12/22/2025,4/22/2027
84,7036,4/1/2028,7/1/2029,#N/A
409,6094,1/1/2028,4/1/2029,#N/A
137,6006,8/22/2024,4/2/2026,8/2/2027
8,6006,8/22/2024,4/2/2026,8/2/2027
130,6048,11/1/2026,2/1/2028,#N/A
59,7036,4/1/2028,7/1/2029,#N/A
104,7035,7/1/2026,10/1/2027,#N/A
326,6018,3/17/2025,11/13/2026,3/13/2028
141,6011,2/29/2024,9/12/2025,1/12/2027
134,6048,11/1/2026,2/1/2028,#N/A
135,6011,2/29/2024,9/12/2025,1/12/2027
135,6011,2/29/2024,9/12/2025,1/12/2027
135,6048,11/1/2026,2/1/2028,#N/A
21,6070,1/1/2028,4/1/2029,#N/A
16,6054,4/1/2027,7/1/2028,#N/A
258,6039,11/2/2023,4/18/2025,8/18/2026
328,6018,3/17/2025,11/13/2026,3/13/2028
147,6066,7/1/2027,10/1/2028,#N/A
349,6068,4/1/2028,7/1/2029,#N/A
51,6068,4/1/2028,7/1/2029,#N/A
55,6036,2/16/2023,12/5/2024,4/5/2026
105,7038,1/1/2028,4/1/2029,#N/A
360,6035,8/15/2024,1/26/2026,5/26/2027
21,6010,5/4/2023,1/6/2025,5/6/2026
18,6070,1/1/2028,4/1/2029,#N/A
35,6070,1/1/2028,4/1/2029,#N/A
137,6006,8/22/2024,4/2/2026,8/2/2027
278,6092,4/1/2028,7/1/2029,#N/A
506,6016,2/16/2023,11/12/2024,3/12/2026
134,6048,11/1/2026,2/1/2028,#N/A
82,6016,2/16/2023,11/12/2024,3/12/2026
39,6070,1/1/2028,4/1/2029,#N/A
304,6070,1/1/2028,4/1/2029,#N/A
298,6070,1/1/2028,4/1/2029,#N/A
309,6070,1/1/2028,4/1/2029,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
38,6040,8/15/2024,12/22/2025,4/22/2027
131,6048,11/1/2026,2/1/2028,#N/A
60,7036,4/1/2028,7/1/2029,#N/A
441,7039,11/1/2026,2/1/2028,#N/A
259,6024,7/20/2023,1/24/2025,5/24/2026
259,6017,4/7/2025,10/31/2026,2/29/2028
249,6017,4/7/2025,10/31/2026,2/29/2028
243,6017,4/7/2025,10/31/2026,2/29/2028
30,6010,5/4/2023,1/6/2025,5/6/2026
42,6070,1/1/2028,4/1/2029,#N/A
36,6040,8/15/2024,12/22/2025,4/22/2027
328,6094,1/1/2028,4/1/2029,#N/A
349,6068,4/1/2028,7/1/2029,#N/A
367,6031,6/30/2025,10/30/2026,#N/A
85,7036,4/1/2028,7/1/2029,#N/A
362,6035,8/15/2024,1/26/2026,5/26/2027
426,6025,10/12/2023,4/6/2025,8/6/2026
32,6010,5/4/2023,1/6/2025,5/6/2026
506,6016,2/16/2023,11/12/2024,3/12/2026
310,6040,8/15/2024,12/22/2025,4/22/2027
306,6070,1/1/2028,4/1/2029,#N/A
243,6017,4/7/2025,10/31/2026,2/29/2028
2,6006,8/22/2024,4/2/2026,8/2/2027
123,6039,11/2/2023,4/18/2025,8/18/2026
243,6017,4/7/2025,10/31/2026,2/29/2028
339,6069,4/1/2028,7/1/2029,#N/A
580,6066,7/1/2027,10/1/2028,#N/A
125,6048,11/1/2026,2/1/2028,#N/A
41,6070,1/1/2028,4/1/2029,#N/A
256,6017,4/7/2025,10/31/2026,2/29/2028
300,6040,8/15/2024,12/22/2025,4/22/2027
435,7039,11/1/2026,2/1/2028,#N/A
141,6011,2/29/2024,9/12/2025,1/12/2027
127,6018,3/17/2025,11/13/2026,3/13/2028
256,6017,4/7/2025,10/31/2026,2/29/2028
115,6020,5/1/2022,9/1/2024,In Progress
98,7035,7/1/2026,10/1/2027,#N/A
98,7035,7/1/2026,10/1/2027,#N/A
