DC Number,Type,Date,Application,Summary,Status,Change Link,CHG NUMBER
7012,Ehnacement,7/28/2025,Inventory,Piloted inventory and grocery task syncing between two systems,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3db1153b8772a218d32143b6cebb3526&recordUrl=change_request.do%3Fsys_id%3D3db1153b8772a218d32143b6cebb3526&sysparm_stack=&sysparm_view=,CHG3366615
7012,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7012,Ehnacement,7/28/2025,Inventory,Continued pilot for grocery inventory syncing,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3db1153b8772a218d32143b6cebb3526&recordUrl=change_request.do%3Fsys_id%3D3db1153b8772a218d32143b6cebb3526&sysparm_stack=&sysparm_view=,CHG3366615
7013,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7013,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7013,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7013,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7014,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7014,Ehnacement,7/29/2025,Inventory,Piloted a new version of the inventory user interface,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=f8e859c94707a298e7b7be74236d432c&recordUrl=change_request.do%3Fsys_id%3Df8e859c94707a298e7b7be74236d432c&sysparm_stack=&sysparm_view=,CHG3372801
7014,Ehnacement,7/30/2025,Inventory,Released backend improvements for inventory and shipment syncing,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=840085c5870faa1c8992eb5d0ebb3571&recordUrl=change_request.do%3Fsys_id%3D840085c5870faa1c8992eb5d0ebb3571&sysparm_stack=&sysparm_view=,CHG3372657
7014,Ehnacement,7/30/2025,Receiving,Updated configurations for ASN tracker enablement and paperless receiving features,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2daf11614743629c4e8db5f4236d4387&recordUrl=change_request.do%3Fsys_id%3D2daf11614743629c4e8db5f4236d4387&sysparm_stack=&sysparm_view=,CHG3378583
7014,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
7014,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7014,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7014,Ehnacement,7/29/2025,Receiving,"Pilots new ASN Tracker, paperless receiving, and lumper fee billing features ",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c6176b7c970bae587cecf52f2153af9b&recordUrl=change_request.do%3Fsys_id%3Dc6176b7c970bae587cecf52f2153af9b&sysparm_stack=&sysparm_view=,CHG3372098
7015,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7015,Ehnacement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=,CHG3375797
7015,Ehnacement,7/30/2025,Shore,Enables the BOL lifecycle feature in Atlas Shore ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b124d708870b66d88992eb5d0ebb353d&recordUrl=change_request.do%3Fsys_id%3Db124d708870b66d88992eb5d0ebb353d&sysparm_stack=&sysparm_view=,CHG3370290
7015,Ehnacement,8/1/2025,Shore,Truncates unused invoice tables in Shore to reduce cloud storage costs.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=ac551cc9c3c3ae5890873adb05013179&recordUrl=change_request.do%3Fsys_id%3Dac551cc9c3c3ae5890873adb05013179&sysparm_stack=&sysparm_view=,CHG3372238
7015,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7015,Ehnacement,7/30/2025,Shore,Updated Shore system security credentials,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6563a0dc38be29890873adb050131b4&recordUrl=change_request.do%3Fsys_id%3Da6563a0dc38be29890873adb050131b4&sysparm_stack=&sysparm_view=,CHG3373753
7015,Ehnacement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=,CHG3373677
7015,Ehnacement,7/31/2025,Shore,Released unified user interface for Shore system,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=,CHG3370802
7016,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
7016,Ehnacement,7/29/2025,Inventory,Piloted a new version of the inventory user interface,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=f8e859c94707a298e7b7be74236d432c&recordUrl=change_request.do%3Fsys_id%3Df8e859c94707a298e7b7be74236d432c&sysparm_stack=&sysparm_view=,CHG3372801
7016,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7016,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7016,Ehnacement,7/30/2025,Inventory,Released backend improvements for inventory and shipment syncing,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=840085c5870faa1c8992eb5d0ebb3571&recordUrl=change_request.do%3Fsys_id%3D840085c5870faa1c8992eb5d0ebb3571&sysparm_stack=&sysparm_view=,CHG3372657
7016,Ehnacement,7/29/2025,Receiving,"Pilots new ASN Tracker, paperless receiving, and lumper fee billing features ",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c6176b7c970bae587cecf52f2153af9b&recordUrl=change_request.do%3Fsys_id%3Dc6176b7c970bae587cecf52f2153af9b&sysparm_stack=&sysparm_view=,CHG3372098
7016,Ehnacement,7/30/2025,Receiving,Updated configurations for ASN tracker enablement and paperless receiving features,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2daf11614743629c4e8db5f4236d4387&recordUrl=change_request.do%3Fsys_id%3D2daf11614743629c4e8db5f4236d4387&sysparm_stack=&sysparm_view=,CHG3378583
7017,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7017,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7018,Ehnacement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=,CHG3373677
7018,Ehnacement,8/1/2025,Shore,Truncates unused invoice tables in Shore to reduce cloud storage costs.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=ac551cc9c3c3ae5890873adb05013179&recordUrl=change_request.do%3Fsys_id%3Dac551cc9c3c3ae5890873adb05013179&sysparm_stack=&sysparm_view=,CHG3372238
7018,Ehnacement,7/30/2025,Shore,Updated Shore system security credentials,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6563a0dc38be29890873adb050131b4&recordUrl=change_request.do%3Fsys_id%3Da6563a0dc38be29890873adb050131b4&sysparm_stack=&sysparm_view=,CHG3373753
7018,Ehnacement,7/31/2025,Shore,Released unified user interface for Shore system,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=,CHG3370802
7018,Ehnacement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=,CHG3375797
7018,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7018,Ehnacement,7/30/2025,Shore,Enables the BOL lifecycle feature in Atlas Shore ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b124d708870b66d88992eb5d0ebb353d&recordUrl=change_request.do%3Fsys_id%3Db124d708870b66d88992eb5d0ebb353d&sysparm_stack=&sysparm_view=,CHG3370290
7019,Ehnacement,7/28/2025,Order Fulfillment,Deploys pilot for PR store orders via GRS addon ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3366662
7019,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
7019,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7019,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7019,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7021,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7021,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7021,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7023,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7023,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7024,Ehnacement,7/30/2025,Shore,Updated Shore system security credentials,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6563a0dc38be29890873adb050131b4&recordUrl=change_request.do%3Fsys_id%3Da6563a0dc38be29890873adb050131b4&sysparm_stack=&sysparm_view=,CHG3373753
7024,Ehnacement,7/31/2025,Shore,Released unified user interface for Shore system,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=,CHG3370802
7024,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7024,Ehnacement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=,CHG3375797
7024,Ehnacement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=,CHG3373677
7024,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7024,Ehnacement,7/30/2025,Shore,Enables the BOL lifecycle feature in Atlas Shore ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b124d708870b66d88992eb5d0ebb353d&recordUrl=change_request.do%3Fsys_id%3Db124d708870b66d88992eb5d0ebb353d&sysparm_stack=&sysparm_view=,CHG3370290
7024,Ehnacement,8/1/2025,Shore,Truncates unused invoice tables in Shore to reduce cloud storage costs.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=ac551cc9c3c3ae5890873adb05013179&recordUrl=change_request.do%3Fsys_id%3Dac551cc9c3c3ae5890873adb05013179&sysparm_stack=&sysparm_view=,CHG3372238
7030,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7030,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7030,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
7030,Ehnacement,7/28/2025,Order Fulfillment,Deploys pilot for PR store orders via GRS addon ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3366662
7030,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
7047,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7047,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7047,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7047,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7048,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7048,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7048,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7048,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7055,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
7055,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7055,Ehnacement,7/28/2025,Order Fulfillment,Deploys pilot for PR store orders via GRS addon ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3366662
7055,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7055,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7077,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7077,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7077,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7077,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7079,Ehnacement,7/31/2025,Shore,Released unified user interface for Shore system,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=,CHG3370802
